rhs,absolute_residual,iterations,matvec_calls,precondition_calls,relative_residual,rhs_norm,status
a,0.16913169944072337,20,21,21,0.15636985133033632,1.0816132266022767,APPROXIMATE_PCG_NONCONVERGENCE
u,363.2380978151304,20,21,21,1.7954058935293515,202.31530882472964,APPROXIMATE_PCG_NONCONVERGENCE
