cell,arm,scope,request_n,RS_num,RS_den,RS_rate,PS_num,PS_den,PS_rate,PS_strict_num,PS_strict_den,PS_strict_rate,NS_num,NS_den,NS_rate,rewrite_acc_num,rewrite_acc_den,rewrite_acc_rate,rephrase_acc_num,rephrase_acc_den,rephrase_acc_rate,neighborhood_true_acc_num,neighborhood_true_acc_den,neighborhood_true_acc_rate,PP_num,PP_den,PP_rate,rewrite_target_new_nll_n,rewrite_target_new_nll_mean,rewrite_target_new_nll_median,rewrite_target_new_nll_q25,rewrite_target_new_nll_q75,rewrite_target_new_nll_p90,rewrite_target_new_nll_max,rewrite_target_true_nll_n,rewrite_target_true_nll_mean,rewrite_target_true_nll_median,rewrite_target_true_nll_q25,rewrite_target_true_nll_q75,rewrite_target_true_nll_p90,rewrite_target_true_nll_max,rewrite_margin_true_minus_new_n,rewrite_margin_true_minus_new_mean,rewrite_margin_true_minus_new_median,rewrite_margin_true_minus_new_q25,rewrite_margin_true_minus_new_q75,rewrite_margin_true_minus_new_p90,rewrite_margin_true_minus_new_max,rephrase_target_new_nll_mean_n,rephrase_target_new_nll_mean_mean,rephrase_target_new_nll_mean_median,rephrase_target_new_nll_mean_q25,rephrase_target_new_nll_mean_q75,rephrase_target_new_nll_mean_p90,rephrase_target_new_nll_mean_max,rephrase_target_new_nll_max_n,rephrase_target_new_nll_max_mean,rephrase_target_new_nll_max_median,rephrase_target_new_nll_max_q25,rephrase_target_new_nll_max_q75,rephrase_target_new_nll_max_p90,rephrase_target_new_nll_max_max,rephrase_target_true_nll_mean_n,rephrase_target_true_nll_mean_mean,rephrase_target_true_nll_mean_median,rephrase_target_true_nll_mean_q25,rephrase_target_true_nll_mean_q75,rephrase_target_true_nll_mean_p90,rephrase_target_true_nll_mean_max,rephrase_target_true_nll_max_n,rephrase_target_true_nll_max_mean,rephrase_target_true_nll_max_median,rephrase_target_true_nll_max_q25,rephrase_target_true_nll_max_q75,rephrase_target_true_nll_max_p90,rephrase_target_true_nll_max_max,rephrase_margin_true_minus_new_mean_n,rephrase_margin_true_minus_new_mean_mean,rephrase_margin_true_minus_new_mean_median,rephrase_margin_true_minus_new_mean_q25,rephrase_margin_true_minus_new_mean_q75,rephrase_margin_true_minus_new_mean_p90,rephrase_margin_true_minus_new_mean_max,locality_target_true_nll_mean_n,locality_target_true_nll_mean_mean,locality_target_true_nll_mean_median,locality_target_true_nll_mean_q25,locality_target_true_nll_mean_q75,locality_target_true_nll_mean_p90,locality_target_true_nll_mean_max,locality_target_new_nll_mean_n,locality_target_new_nll_mean_mean,locality_target_new_nll_mean_median,locality_target_new_nll_mean_q25,locality_target_new_nll_mean_q75,locality_target_new_nll_mean_p90,locality_target_new_nll_mean_max,locality_target_true_minus_new_nll_mean_n,locality_target_true_minus_new_nll_mean_mean,locality_target_true_minus_new_nll_mean_median,locality_target_true_minus_new_nll_mean_q25,locality_target_true_minus_new_nll_mean_q75,locality_target_true_minus_new_nll_mean_p90,locality_target_true_minus_new_nll_mean_max
LM,O,ONLINE_AT_EDIT_TIME_10_BATCHES,1000,995,1000,0.995,1807,2000,0.90349999999999997,857,1000,0.85699999999999998,8078,10000,0.80779999999999996,984,1000,0.98399999999999999,1255,2000,0.62749999999999995,2207,10000,0.22070000000000001,8365,10100,0.82821782178217818,1000,0.084218298614414377,0.0026585257146507502,0.00098671496380120516,0.0071420423919335008,0.019961985200643542,13.503738403320312,1000,13.035720917675643,12.778017997741699,10.200168609619141,15.810544013977051,18.285474395751955,25.959300994873047,1000,12.95150261906123,12.766767257155152,10.197330131773924,15.809041677275673,18.281027252972127,25.958925556100439,1000,1.9204728058821565,0.86193464184179902,0.087397672235965729,2.9796110931783915,5.4355885562486952,18.883160591125488,1000,2.8935613171154984,1.5123164653778076,0.14118458703160286,4.7619324922561646,7.8813834667205809,20.703525543212891,1000,8.9503108717744464,8.8158842325210571,6.3867901563644409,11.269168853759766,13.779916763305664,22.442324638366699,1000,10.391706001594663,10.219915866851807,7.6225485801696777,12.953030347824097,15.584433269500733,25.263713836669922,1000,7.0298380658922905,7.2101900670677423,4.1435445044189692,10.178643657331122,12.980692615406587,22.433177178259939,1000,4.5888244001988152,4.2609460022300478,2.8768630447331813,5.9591992110013958,7.7036513674259188,13.116521215438842,1000,9.1101302536436588,9.2283806562423703,6.701378500461578,11.377445507049561,13.552330150604249,18.429289722442626,1000,-4.5213058534448445,-4.4410265767946839,-7.2859183412976556,-1.9053227931261063,0.70846831440925695,8.1286231240024787
LM,O,FINAL_W10_CURRENT_B10_ONLY,100,100,100,1,187,200,0.93500000000000005,90,100,0.90000000000000002,762,1000,0.76200000000000001,100,100,1,145,200,0.72499999999999998,206,1000,0.20599999999999999,732,1000,0.73199999999999998,100,0.022523977620876393,0.0043146866373717785,0.0018147143418900669,0.014820681652054191,0.027725130505859872,0.74604856967926025,100,12.789528641700745,12.371958255767822,10.913951396942139,15.138244867324829,17.412347030639648,23.516998291015625,100,12.767004664079868,12.355576663278043,10.896270826691762,15.134106537210755,17.411633356695528,23.516868003745913,100,1.2717815455600794,0.25536243990063667,0.037153068769839592,1.3552002655342221,4.9272787690162669,7.1195764541625977,100,1.894783978673513,0.45682574808597565,0.053770664148032665,2.2519252896308899,7.0347467899322531,11.772296905517578,100,9.5030458009243013,9.4144463539123535,6.9219509959220886,11.7337327003479,13.870861387252809,17.989284515380859,100,10.761360638141632,11.166699409484863,7.8401600122451782,13.02075719833374,15.835263156890871,20.551277160644531,100,8.2312642553642217,8.6973762512207031,5.1753191337920725,11.443843427696265,13.800581928584142,17.976501096971333,100,4.5261100122770301,4.3288685023784641,2.8761753871105613,5.769136905670166,7.1436232662200965,11.435823917388916,100,7.7179844229273726,7.5570029973983761,5.4821209343732331,9.9607283353805531,11.924811086654664,14.69563798904419,100,-3.1918744106503438,-3.073064076900482,-5.9284078970551493,-0.72896725051105016,1.3807849176973157,4.8763223171234129
LM,QCL,ONLINE_AT_EDIT_TIME_10_BATCHES,1000,986,1000,0.98599999999999999,1721,2000,0.86050000000000004,789,1000,0.78900000000000003,8260,10000,0.82599999999999996,970,1000,0.96999999999999997,1144,2000,0.57199999999999995,2166,10000,0.21659999999999999,8674,10100,0.8588118811881188,1000,0.20192410732898861,0.0056332529056817293,0.0022255433141253889,0.015557150123640895,0.066069618612527983,14.453681945800781,1000,11.700755514532327,11.462033271789551,8.7567718029022217,14.475199699401855,17.091294097900391,25.129924774169922,1000,11.498831407203339,11.432296377373859,8.6977454053703696,14.473177222535014,17.091002842088347,25.129379182879347,1000,2.3792862619065347,1.4555669128894806,0.16832108236849308,3.646037919446826,6.1664947899058467,18.478788375854492,1000,3.4997679884978572,2.3702352046966553,0.2717704176902771,5.6578770875930786,9.0537722587585456,20.261289596557617,1000,8.1552689609377413,8.0185009241104126,5.5466223955154419,10.528899967670441,12.871546316146851,19.092179298400879,1000,9.6161580629348755,9.436774730682373,6.691016674041748,12.221885442733765,14.776985454559329,24.116113662719727,1000,5.7759826990312071,5.8779368366813287,2.813457896001637,9.0907357281539589,12.064757286309034,18.98999257851392,1000,4.6134443219526435,4.3332480892539023,2.9847182573750617,5.9557739883661265,7.6201706206798558,13.034510087966918,1000,9.3468171489651084,9.4513732910156243,7.0401645004749298,11.492659235000611,13.612138099670412,18.372824287414552,1000,-4.7333728270124649,-4.6646229399892034,-7.3134506270289421,-2.292627790570259,0.18625722154974975,6.6493203163146974
LM,QCL,FINAL_W10_CURRENT_B10_ONLY,100,99,100,0.98999999999999999,174,200,0.87,81,100,0.81000000000000005,802,1000,0.80200000000000005,99,100,0.98999999999999999,131,200,0.65500000000000003,201,1000,0.20100000000000001,826,1000,0.82599999999999996,100,0.047357002024000394,0.005653878441080451,0.0029062078101560473,0.012109247501939535,0.033442360907793046,3.4839110374450684,100,12.003709748983383,11.675028324127197,9.4124581813812256,14.343581676483154,17.203563308715822,22.86683464050293,100,11.956352746959382,11.666553909191862,9.4072521165071521,14.333868662302848,17.172897349903362,22.863587055820972,100,1.9100913092923293,0.55343351582996547,0.065862845403898973,3.0142461629002355,5.7035636186599774,11.188713550567627,100,2.800891619445756,0.94110730290412903,0.11979116313159466,4.7680401802062988,7.7471714496612591,14.615960121154785,100,8.3304739660746421,7.6617353558540344,5.8925310969352722,10.85206139087677,12.772081851959232,17.66214656829834,100,9.8800561547279351,9.5164728164672852,6.8135461807250977,12.310335397720337,14.573724842071538,20.200033187866211,100,6.4203826567823121,6.1179628153331578,3.6245820969343185,10.313111191731878,12.727773086621895,17.624316498986445,100,4.6324338295222258,4.3616082966327667,3.0232849003747106,5.9291206717491152,7.3507616424560549,12.103753280639648,100,8.7450751065020462,8.6432017803192132,6.8611572980880737,10.807901871204376,13.184076557159424,16.863590955734253,100,-4.1126412769798186,-3.9652452975511552,-6.2774687865749002,-1.98109028339386,0.28037359178066501,4.0509940624237064
LM,NQFIX,ONLINE_AT_EDIT_TIME_10_BATCHES,1000,1000,1000,1,1910,2000,0.95499999999999996,927,1000,0.92700000000000005,7449,10000,0.74490000000000001,997,1000,0.997,1483,2000,0.74150000000000005,1912,10000,0.19120000000000001,7396,10100,0.73227722772277226,1000,0.023219192475251477,0.0016922333743423223,0.00060806557303294539,0.0069710258394479752,0.022739453427493572,5.2140598297119141,1000,13.906481256484986,13.431481838226318,10.868988513946533,16.683376312255859,19.759185028076171,31.952245712280273,1000,13.883262064009735,13.429830189328641,10.848526821180712,16.676476264037774,19.758733597624815,31.951573478698265,1000,1.243002602169925,0.31961954134749249,0.035544272279366851,1.7373572969809175,3.5815311014652256,14.142817497253418,1000,1.951638013357675,0.52896267175674438,0.053778447210788727,2.9576918482780457,6.0152133941650394,17.668462753295898,1000,10.21387029199861,10.109843969345093,7.5393075346946716,12.754504561424255,15.189941835403443,23.65099048614502,1000,11.577576520800591,11.346452713012695,8.6865742206573486,14.313583612442017,16.952314186096192,27.211494445800781,1000,8.970867689828685,9.0217708828859031,5.868605681695044,11.95606876630336,14.724963432829828,23.649499854569513,1000,4.8395618760526649,4.4850264608860018,3.0392512328457091,6.271387207508087,8.1015438091754906,14.99368200302124,1000,8.2922419953026001,8.2566430091857903,5.6116974905133246,10.719777607917786,12.893784704208374,18.463240528106688,1000,-3.4526801192499348,-3.2707993611693382,-6.5374577641487122,-0.59687163531780241,2.0060340142250066,11.404577720630915
LM,NQFIX,FINAL_W10_CURRENT_B10_ONLY,100,100,100,1,200,200,1,100,100,1,568,1000,0.56799999999999995,99,100,0.98999999999999999,175,200,0.875,108,1000,0.108,467,1000,0.46700000000000003,100,0.086367940843774707,0.016195794567465782,0.0077664651907980442,0.045075184665620327,0.12073873504996301,3.1244618892669678,100,11.550256390571594,10.833099842071533,8.5242934226989746,13.308251142501831,16.440098381042485,26.200075149536133,100,11.46388844972782,10.754220740869641,8.4785478389821947,13.30162355984794,16.437276205752283,26.199407442880329,100,0.600511814439742,0.21141654998064041,0.040809512953273952,0.76514129480347037,1.6455259218812017,4.3269997835159302,100,0.98344505073822797,0.28664688766002655,0.055818230845034122,1.3011425137519836,2.6643391132354766,8.2874269485473633,100,10.018361604809762,9.2952311038970947,7.3752614855766296,12.087603151798248,14.724625778198247,23.003893852233887,100,11.165348885059357,10.19804048538208,8.4071686267852783,13.318136930465698,16.817285919189452,25.028915405273438,100,9.4178497903700187,8.9796046800911427,6.7499333824962378,11.532511605415493,14.563435316551482,22.995570782804862,100,5.4538521579280497,5.1941380262374874,3.8324048548936842,6.6993888795375822,8.2498198175430293,12.655372047424317,100,6.2221021357169368,6.1762669622898105,4.4279919922351834,7.6965305209159851,9.0853331089019882,13.43651008605957,100,-0.76824997778888804,-0.62783007621765141,-3.0201395496726038,1.2160082040354609,2.6309354257583624,7.8010183534584936
LM,ORBFH,ONLINE_AT_EDIT_TIME_10_BATCHES,1000,912,1000,0.91200000000000003,1654,2000,0.82699999999999996,765,1000,0.76500000000000001,8012,10000,0.80120000000000002,894,1000,0.89400000000000002,1127,2000,0.5635,2059,10000,0.2059,8473,10100,0.83891089108910888,1000,0.9183568929225403,0.0028899236349388957,0.001134764781454578,0.0085073497612029314,2.508300280570988,20.220573425292969,1000,12.302635758770629,12.357486248016357,9.1872193813323975,15.309539079666138,18.4217679977417,26.796516418457031,1000,11.38427886584809,12.338637380045839,9.0584804612444714,15.308264420513296,18.418721208357603,26.796423677929852,1000,2.6122327131588046,1.3950428925454617,0.12494067661464214,3.8450540006160736,7.3350759983062765,19.073622703552246,1000,3.6530374420061706,2.2933000326156616,0.20547362044453621,5.9949643611907959,9.8367791175842285,19.565347671508789,1000,8.4327636864003725,8.410968542098999,5.8338445723056793,10.866957426071167,13.407539701461792,19.468613624572754,1000,9.9287960071340198,9.7833271026611328,6.979341983795166,12.710140466690063,15.328738307952881,22.384494781494141,1000,5.820530973241568,6.3889513611793518,2.6091607809066772,9.5337457162386272,12.716960847191514,19.116909830830991,1000,4.7261974750127225,4.4536542689194905,3.0528175298124554,6.0790365159511568,7.8153023004531867,13.1791166305542,1000,9.1559771061768558,9.2457547040190544,6.8132278569042679,11.372283780574799,13.6310799407959,18.243714809417725,1000,-4.4297796311641324,-4.4375641524791725,-7.1494791470468044,-1.907784936670214,0.71043522119522362,7.7550752494629709
LM,ORBFH,FINAL_W10_CURRENT_B10_ONLY,100,100,100,1,186,200,0.93000000000000005,88,100,0.88,759,1000,0.75900000000000001,100,100,1,140,200,0.69999999999999996,175,1000,0.17499999999999999,708,1000,0.70799999999999996,100,0.0063216265835580997,0.0031678501982241869,0.0014581159048248082,0.0054145526373758912,0.011708149127662184,0.16718395054340363,100,13.600227460861205,12.982362270355225,10.849985122680664,15.997873783111572,20.071430397033694,22.646820068359375,100,13.593905834277647,12.979942779871635,10.844334494235227,15.994715634151362,20.070996808112252,22.644254877930507,100,1.4945176980849646,0.22043018136173487,0.028824539622291923,2.2664375128224492,5.119253818690777,11.322381973266602,100,2.2367172731482423,0.41457913815975189,0.039810480549931526,3.2249648571014404,6.7052434921264741,13.477434158325195,100,9.4645553773641584,9.0141017436981201,7.1239866018295288,11.521074652671814,14.584125089645392,17.646897315979004,100,11.116443388462066,10.759057998657227,8.4673564434051514,13.540929555892944,15.992741298675538,20.344192504882812,100,7.9700376792791943,7.9070906477572862,5.3363148206844926,11.117092388711171,14.258166840847117,17.610549224540591,100,4.9489317241925752,4.6206616598181425,3.2888143337797371,6.2305568560957907,7.7306805896759041,12.829579830169678,100,8.3801749602403124,8.3008854269981391,6.2322311699390411,10.499952256679535,12.294150352478033,14.803744792938232,100,-3.431243236047739,-3.1662908583879474,-5.5239823244512074,-0.88765992950648065,1.2756968641281135,5.0427546486258503
LM,JAC,ONLINE_AT_EDIT_TIME_10_BATCHES,1000,913,1000,0.91300000000000003,1654,2000,0.82699999999999996,768,1000,0.76800000000000002,8066,10000,0.80659999999999998,893,1000,0.89300000000000002,1149,2000,0.57450000000000001,2072,10000,0.2072,8310,10100,0.82277227722772273,1000,1.0260847835794458,0.0028610985027626157,0.0012264773831702769,0.0088980409782379866,2.6903594255447403,18.567924499511719,1000,12.176205359133892,12.305583000183105,9.0330653190612793,15.462899446487427,17.961240577697755,29.966108322143555,1000,11.150120575554446,12.299625507963356,8.8951161381555721,15.452996341919061,17.95633472542977,29.96577888194588,1000,2.671114423853207,1.298927990719676,0.12286781170405447,3.7747860616073012,7.8719913959503174,18.963630676269531,1000,3.7020801263158791,2.1139931678771973,0.18505849689245224,5.8545776605606079,10.237538909912109,22.490266799926758,1000,8.4701004044101573,8.4853394031524658,5.7162717878818512,10.877748489379883,13.662155055999758,22.959592819213867,1000,9.9745035119205721,9.933443546295166,7.0204259157180786,12.715024948120117,15.417385101318359,25.160791397094727,1000,5.7989859805569504,6.4079285860061646,2.6124921813607216,9.7314391131512821,12.98826928208582,22.957965966314077,1000,4.6651991595409541,4.3984614787390459,3.0683312132954601,5.979588164389134,7.673897860050201,13.618731117248535,1000,9.1026829638872293,9.1943125963211045,6.8035175085067747,11.313589334487915,13.402425804138185,18.513221073150635,1000,-4.4374838043462752,-4.4252364128828052,-7.0345543544739488,-1.8236620388925076,0.3988442512974148,7.9863769736024555
LM,JAC,FINAL_W10_CURRENT_B10_ONLY,100,100,100,1,180,200,0.90000000000000002,83,100,0.82999999999999996,754,1000,0.754,100,100,1,140,200,0.69999999999999996,175,1000,0.17499999999999999,690,1000,0.68999999999999995,100,0.022400471212795311,0.0028870115056633949,0.0014525523583870381,0.0059896677266806364,0.013282018620520848,1.6718728542327881,100,13.292606208324433,12.779695510864258,10.229578018188477,16.014615535736084,18.889373016357421,26.000858306884766,100,13.270205737111636,12.77451712009497,10.204088449478149,16.01095492154127,18.888648345274852,26.000836849443658,100,1.4560191721837328,0.3474765457212925,0.037742203872767277,2.1091616656631231,5.0867431126534948,10.074897766113281,100,2.2491223755152898,0.64894574880599976,0.056434938684105873,3.5396378040313721,6.9678827762603763,12.78470516204834,100,9.0694147628638895,8.9682773351669312,6.7160301208496094,11.270723104476929,13.946538162231446,18.481941223144531,100,10.796514019966125,10.594902515411377,7.9859553575515747,13.121870994567871,15.470230960845949,22.017704010009766,100,7.6133955906801569,7.6806396991014481,4.397239460144192,11.130420494358987,13.910739205777645,18.459115285426378,100,4.8396168306628242,4.797847792506218,3.3875503271818159,6.1501856923103331,7.2022804021835345,13.618731117248535,100,8.1226143063781766,7.7049348592758182,6.3367545962333676,10.782047986984253,12.438094863891603,14.978585243225098,100,-3.2829974757153542,-2.9861497297883033,-5.9725491319783037,-0.67827227264642709,1.3211977887153645,6.0084830760955814
