cell,arm,through_batch,evaluation_type,request_n,RS_num,RS_den,RS_rate,PS_num,PS_den,PS_rate,PS_strict_num,PS_strict_den,PS_strict_rate,NS_num,NS_den,NS_rate,rewrite_acc_num,rewrite_acc_den,rewrite_acc_rate,rephrase_acc_num,rephrase_acc_den,rephrase_acc_rate,neighborhood_true_acc_num,neighborhood_true_acc_den,neighborhood_true_acc_rate,PP_num,PP_den,PP_rate,rewrite_target_new_nll_n,rewrite_target_new_nll_mean,rewrite_target_new_nll_median,rewrite_target_new_nll_q25,rewrite_target_new_nll_q75,rewrite_target_new_nll_p90,rewrite_target_new_nll_max,rewrite_target_true_nll_n,rewrite_target_true_nll_mean,rewrite_target_true_nll_median,rewrite_target_true_nll_q25,rewrite_target_true_nll_q75,rewrite_target_true_nll_p90,rewrite_target_true_nll_max,rewrite_margin_true_minus_new_n,rewrite_margin_true_minus_new_mean,rewrite_margin_true_minus_new_median,rewrite_margin_true_minus_new_q25,rewrite_margin_true_minus_new_q75,rewrite_margin_true_minus_new_p90,rewrite_margin_true_minus_new_max,rephrase_target_new_nll_mean_n,rephrase_target_new_nll_mean_mean,rephrase_target_new_nll_mean_median,rephrase_target_new_nll_mean_q25,rephrase_target_new_nll_mean_q75,rephrase_target_new_nll_mean_p90,rephrase_target_new_nll_mean_max,rephrase_target_new_nll_max_n,rephrase_target_new_nll_max_mean,rephrase_target_new_nll_max_median,rephrase_target_new_nll_max_q25,rephrase_target_new_nll_max_q75,rephrase_target_new_nll_max_p90,rephrase_target_new_nll_max_max,rephrase_target_true_nll_mean_n,rephrase_target_true_nll_mean_mean,rephrase_target_true_nll_mean_median,rephrase_target_true_nll_mean_q25,rephrase_target_true_nll_mean_q75,rephrase_target_true_nll_mean_p90,rephrase_target_true_nll_mean_max,rephrase_target_true_nll_max_n,rephrase_target_true_nll_max_mean,rephrase_target_true_nll_max_median,rephrase_target_true_nll_max_q25,rephrase_target_true_nll_max_q75,rephrase_target_true_nll_max_p90,rephrase_target_true_nll_max_max,rephrase_margin_true_minus_new_mean_n,rephrase_margin_true_minus_new_mean_mean,rephrase_margin_true_minus_new_mean_median,rephrase_margin_true_minus_new_mean_q25,rephrase_margin_true_minus_new_mean_q75,rephrase_margin_true_minus_new_mean_p90,rephrase_margin_true_minus_new_mean_max,locality_target_true_nll_mean_n,locality_target_true_nll_mean_mean,locality_target_true_nll_mean_median,locality_target_true_nll_mean_q25,locality_target_true_nll_mean_q75,locality_target_true_nll_mean_p90,locality_target_true_nll_mean_max,locality_target_new_nll_mean_n,locality_target_new_nll_mean_mean,locality_target_new_nll_mean_median,locality_target_new_nll_mean_q25,locality_target_new_nll_mean_q75,locality_target_new_nll_mean_p90,locality_target_new_nll_mean_max,locality_target_true_minus_new_nll_mean_n,locality_target_true_minus_new_nll_mean_mean,locality_target_true_minus_new_nll_mean_median,locality_target_true_minus_new_nll_mean_q25,locality_target_true_minus_new_nll_mean_q75,locality_target_true_minus_new_nll_mean_p90,locality_target_true_minus_new_nll_mean_max
LM,ORBFH,4,ONLINE_AT_EDIT_TIME_PREFIX_NOT_CUMULATIVE_W_EVAL,400,396,400,0.98999999999999999,688,800,0.85999999999999999,314,400,0.78500000000000003,3481,4000,0.87024999999999997,390,400,0.97499999999999998,457,800,0.57125000000000004,891,4000,0.22275,3610,4080,0.88480392156862742,400,0.15144031137486308,0.0024509172653779387,0.00096328341169282794,0.0061472271336242557,0.018899594061076649,13.568831443786621,400,12.546045964760706,12.224244117736816,9.4763033390045166,15.088739633560181,18.250060462951662,25.288070678710938,400,12.394605653385844,12.189854499738431,9.4751278517651372,15.088253503537999,18.24779077881249,25.28773313498823,400,2.4419615886794599,1.5577917098999023,0.16037455236073583,3.6841579973697662,6.1989275604486496,19.073622703552246,400,3.628444753488584,2.630052924156189,0.25536613911390305,5.815865159034729,8.9913941383361831,19.565347671508789,400,8.2843550485617019,8.2635851502418518,5.7417784333229065,10.417822599411011,12.637671899795535,19.468613624572754,400,9.7796740327216689,9.6306681632995605,6.9454816579818726,12.315420866012573,14.508815288543705,20.995101928710938,400,5.842393459882242,6.2726615048013628,3.0765368863940239,9.0502337550278753,11.96354332271585,18.451778476359323,400,4.6131429093365295,4.2711269924766384,2.976543088257313,5.94818418174982,7.9379366588592566,13.1791166305542,400,10.075813897292159,10.043262481689453,7.9779783681035044,11.930751967430115,14.214457750320435,18.203236103057861,400,-5.4626709879556303,-5.2772139264270663,-7.6244748817756776,-2.8841054350137711,-1.0018974417448019,4.5676536798477176
LM,ORBFH,5,ONLINE_AT_EDIT_TIME_PREFIX_NOT_CUMULATIVE_W_EVAL,500,496,500,0.99199999999999999,867,1000,0.86699999999999999,397,500,0.79400000000000004,4308,5000,0.86160000000000003,490,500,0.97999999999999998,580,1000,0.57999999999999996,1131,5000,0.22620000000000001,4436,5080,0.87322834645669289,500,0.12234620881335286,0.0023170666536316276,0.00094931946659926325,0.0057088484754785895,0.018172870576381683,13.568831443786621,500,12.628789934001864,12.350831985473633,9.7371463775634766,15.173259258270264,18.015218734741211,25.288070678710938,500,12.506443725188511,12.345089191105217,9.7356108727108222,15.171653511875775,18.012985105440023,25.28773313498823,500,2.3673473367872537,1.4942806307226419,0.14901873143389821,3.5494969945866615,6.2626549154520053,19.073622703552246,500,3.5095444957015571,2.3712756633758545,0.25300012901425362,5.7642356157302856,8.5479888916015661,19.565347671508789,500,8.3103949770079932,8.268776535987854,5.6932916045188904,10.55163836479187,12.858614730834962,19.468613624572754,500,9.804199387624859,9.6444592475891113,6.9454816579818726,12.498067378997803,14.966616821289064,20.995101928710938,500,5.9430476402207386,6.2726615048013628,3.0527482251636684,9.1263781320303679,12.210098894918341,18.85907614446478,500,4.5716942110920211,4.2630671769962643,2.9169100429862738,5.9440435707569117,7.8071267843246464,13.1791166305542,500,9.9656800655288382,9.9555939912796028,7.8011838078498839,11.91583992242813,14.06068190574646,18.203236103057861,500,-5.393985854436818,-5.2821109175682075,-7.6737310966476793,-2.8051008882932367,-0.85443130826577462,5.5329645633697506
LM,ORBFH,6,ONLINE_AT_EDIT_TIME_PREFIX_NOT_CUMULATIVE_W_EVAL,600,595,600,0.9916666666666667,1046,1200,0.8716666666666667,481,600,0.80166666666666664,5005,6000,0.83416666666666661,588,600,0.97999999999999998,701,1200,0.58416666666666661,1297,6000,0.21616666666666667,5205,6080,0.85608552631578949,600,0.11955020565939777,0.0023170666536316276,0.00096018693875521421,0.0056822974001988769,0.016620004922151585,13.568831443786621,600,12.73314608004565,12.504157066345215,9.8444654941558838,15.291188716888428,18.249194908142094,26.535375595092773,600,12.613595874386252,12.469434674829245,9.8189919150900096,15.287897130387137,18.24665732814465,26.535143581655575,600,2.3020807111571444,1.3818658273667097,0.13141131214797497,3.4523259475827217,6.169105207920075,19.073622703552246,600,3.4291599402130428,2.2221636772155762,0.22690439969301224,5.5324238538742065,8.4130653381347678,19.565347671508789,600,8.4427969261794349,8.3880062103271484,5.9506679773330688,10.670640468597412,13.047491645812991,19.468613624572754,600,9.9545518909518922,9.8188114166259766,7.38469398021698,12.576064109802246,15.066355228424072,21.760448455810547,600,6.1407162150222909,6.3906698971986771,3.1260901670902967,9.3532745699340012,12.476980752311647,18.85907614446478,600,4.6920047764283863,4.3406932026147835,3.0314707113429904,6.0475630104541782,7.845622203350068,13.1791166305542,600,9.7195715500326489,9.8099101781845093,7.5221867442131041,11.820049965381623,14.030549697875976,18.243714809417725,600,-5.0275667736042626,-5.0720668278634546,-7.4980713069438938,-2.4594376564025877,-0.13079484224319296,7.5279164433479311
LM,ORBFH,7,ONLINE_AT_EDIT_TIME_PREFIX_NOT_CUMULATIVE_W_EVAL,700,695,700,0.99285714285714288,1237,1400,0.88357142857142856,573,700,0.81857142857142862,5766,7000,0.82371428571428573,688,700,0.98285714285714287,840,1400,0.59999999999999998,1472,7000,0.2102857142857143,6008,7100,0.8461971830985916,700,0.10312948272024057,0.0023569085169583559,0.00096444456721656024,0.0058967013610526919,0.014927354082465176,13.568831443786621,700,13.016909050829709,12.687960624694824,10.129379987716675,15.605318307876587,18.585460472106934,26.796516418457031,700,12.913779568109469,12.679322672120179,10.117566505592549,15.567651742996532,18.584015260732848,26.796423677929852,700,2.1836810722045032,1.2320463620126247,0.12209544191136956,3.258916487917304,5.8477890476468035,19.073622703552246,700,3.2594887274949413,2.0360244512557983,0.2056896947324276,5.189613938331604,8.1857218742370605,19.565347671508789,700,8.6334674597032635,8.5065267086029053,6.1448574662208557,11.022895216941833,13.40737018585205,19.468613624572754,700,10.146029567260827,9.9860758781433105,7.5336931943893433,12.803336143493652,15.290490341186525,22.384494781494141,700,6.4497863874987607,6.6342929378151894,3.3416751141194254,9.548856655776035,12.608541298937054,19.116909830830991,700,4.7032007614825933,4.4330386012792591,3.0452571879839523,6.0889984905719752,7.8153023004531867,13.1791166305542,700,9.5868425722962218,9.7290923900902264,7.3439622819423676,11.795812416076661,13.954525384902956,18.243714809417725,700,-4.8836418108136277,-4.984786991216243,-7.4781989270122722,-2.2409370910376309,0.13778209209442155,7.5279164433479311
LM,ORBFH,8,ONLINE_AT_EDIT_TIME_PREFIX_NOT_CUMULATIVE_W_EVAL,800,795,800,0.99375000000000002,1429,1600,0.89312499999999995,665,800,0.83125000000000004,6459,8000,0.80737499999999995,788,800,0.98499999999999999,977,1600,0.61062499999999997,1670,8000,0.20874999999999999,6765,8100,0.83518518518518514,800,0.090776191423383348,0.0023434101603925228,0.0009844521846389398,0.0057141822762787342,0.01446686089038849,13.568831443786621,800,13.108767259619199,12.888951778411865,10.251678705215454,15.64183235168457,18.57499008178711,26.796516418457031,800,13.017991068195816,12.879650998394936,10.236277454183437,15.641546235154237,18.570705695461946,26.796423677929852,800,2.0802240580104923,1.0831520855426788,0.11329497765837004,3.1823584139347076,5.5610418915748605,19.073622703552246,800,3.1355025109180135,1.9070988297462463,0.17603648826479912,4.9992144107818604,8.0471038818359375,19.565347671508789,800,8.7851505520840867,8.6541674137115479,6.3369594216346741,11.269062280654907,13.774374055862427,19.468613624572754,800,10.291207018988207,10.078211784362793,7.6875543594360352,12.944042921066284,15.497619819641114,22.384494781494141,800,6.7049264940735949,6.8004944879794493,3.6162394601851702,9.7802329652477056,12.890280555683422,19.116909830830991,800,4.7282627713236947,4.4550086438655851,3.036237759143114,6.1305999130010598,7.9152343249320989,13.1791166305542,800,9.3319937780006104,9.4569439649581906,6.9590134620666504,11.568227803707124,13.735589323043824,18.243714809417725,800,-4.6037310066769175,-4.7768954873085026,-7.306166545441374,-2.0306988462805746,0.67266051322221765,7.7550752494629709
LM,ORBFH,9,ONLINE_AT_EDIT_TIME_PREFIX_NOT_CUMULATIVE_W_EVAL,900,812,900,0.90222222222222226,1468,1800,0.81555555555555559,677,900,0.75222222222222224,7253,9000,0.80588888888888888,794,900,0.88222222222222224,987,1800,0.54833333333333334,1884,9000,0.20933333333333334,7765,9100,0.85329670329670326,900,1.0196941447379828,0.0028557328041642904,0.0011175286490470171,0.0089431148953735828,4.3284646511077884,20.220573425292969,900,12.158458902982789,12.270009994506836,9.101982593536377,15.232597351074219,18.300880241394044,26.796516418457031,900,11.138764758244806,12.213457818113966,8.914703120070044,15.227683072058426,18.274061525805156,26.796423677929852,900,2.7364232703892313,1.5330404432024807,0.1633925773203373,4.0950833559036255,7.5485861778259284,19.073622703552246,900,3.8104063496570517,2.570526123046875,0.27158632874488831,6.1705223321914673,10.088245582580567,19.565347671508789,900,8.3181201651821741,8.358098030090332,5.6818752288818359,10.77065098285675,13.256508779525756,19.468613624572754,900,9.7968351869864598,9.6419458389282227,6.8804978132247925,12.534642696380615,15.303171062469483,22.384494781494141,900,5.5816968947929428,6.2749861706979573,2.3529410185292363,9.4317846408812329,12.587974874116481,19.116909830830991,900,4.7014492251038504,4.4330386012792591,3.0294414168223738,6.0676102802157406,7.8329166603088378,13.1791166305542,900,9.2421773446142481,9.3932128190994266,6.8865072607994078,11.390196013450621,13.704175834655763,18.243714809417725,900,-4.5407281195103977,-4.6548935741186135,-7.2453563723713161,-2.0042053386569023,0.66792718547396379,7.7550752494629709
LM,ORBFH,10,ONLINE_AT_EDIT_TIME_PREFIX_NOT_CUMULATIVE_W_EVAL,1000,912,1000,0.91200000000000003,1654,2000,0.82699999999999996,765,1000,0.76500000000000001,8012,10000,0.80120000000000002,894,1000,0.89400000000000002,1127,2000,0.5635,2059,10000,0.2059,8473,10100,0.83891089108910888,1000,0.9183568929225403,0.0028899236349388957,0.001134764781454578,0.0085073497612029314,2.508300280570988,20.220573425292969,1000,12.302635758770629,12.357486248016357,9.1872193813323975,15.309539079666138,18.4217679977417,26.796516418457031,1000,11.38427886584809,12.338637380045839,9.0584804612444714,15.308264420513296,18.418721208357603,26.796423677929852,1000,2.6122327131588046,1.3950428925454617,0.12494067661464214,3.8450540006160736,7.3350759983062765,19.073622703552246,1000,3.6530374420061706,2.2933000326156616,0.20547362044453621,5.9949643611907959,9.8367791175842285,19.565347671508789,1000,8.4327636864003725,8.410968542098999,5.8338445723056793,10.866957426071167,13.407539701461792,19.468613624572754,1000,9.9287960071340198,9.7833271026611328,6.979341983795166,12.710140466690063,15.328738307952881,22.384494781494141,1000,5.820530973241568,6.3889513611793518,2.6091607809066772,9.5337457162386272,12.716960847191514,19.116909830830991,1000,4.7261974750127225,4.4536542689194905,3.0528175298124554,6.0790365159511568,7.8153023004531867,13.1791166305542,1000,9.1559771061768558,9.2457547040190544,6.8132278569042679,11.372283780574799,13.6310799407959,18.243714809417725,1000,-4.4297796311641324,-4.4375641524791725,-7.1494791470468044,-1.907784936670214,0.71043522119522362,7.7550752494629709
LM,JAC,1,ONLINE_AT_EDIT_TIME_PREFIX_NOT_CUMULATIVE_W_EVAL,100,98,100,0.97999999999999998,163,200,0.81499999999999995,76,100,0.76000000000000001,883,1000,0.88300000000000001,96,100,0.95999999999999996,96,200,0.47999999999999998,204,1000,0.20399999999999999,936,1010,0.92673267326732678,100,0.37206247222566163,0.0030156157445162535,0.0012618980545084924,0.0097141521982848644,0.15986361354589476,13.695158958435059,100,11.937390122525393,11.869786739349365,9.2628028392791748,14.369381189346313,17.427895927429201,22.195600509643555,100,11.565327650299732,11.837362118065357,9.2542710676789284,14.368591505874065,17.427131251498942,22.194179115118459,100,3.1098279577758512,2.3278762698173523,0.22655678447335958,4.2413601577281952,6.9477622270584121,13.986657619476318,100,4.4685849426686763,3.6950535774230957,0.38311614841222763,6.5134116411209106,11.369143676757814,17.40179443359375,100,7.9344352779537441,8.1724958419799805,5.4769515693187714,10.025980234146118,12.201296615600587,15.90199613571167,100,9.3929815262556069,9.496920108795166,7.2493945360183716,11.945212841033936,13.957322216033937,18.326547622680664,100,4.8246073201778925,5.4738903656834736,1.9895687401294708,8.123334348667413,10.498920090799224,15.644540189299732,100,4.7443329165462638,4.4071625230601059,2.9301473990082743,5.6377922952175137,8.6322573685646073,11.73781099319458,100,10.464670817911625,10.346182417869567,8.0789066255092621,12.279293584823609,14.851555728912356,18.094955730438233,100,-5.7203379013653626,-5.4498262435197828,-8.1077263843268152,-3.0219843178987502,-1.4985641863942143,3.5398052692413331
LM,JAC,2,ONLINE_AT_EDIT_TIME_PREFIX_NOT_CUMULATIVE_W_EVAL,200,198,200,0.98999999999999999,333,400,0.83250000000000002,153,200,0.76500000000000001,1780,2000,0.89000000000000001,194,200,0.96999999999999997,210,400,0.52500000000000002,411,2000,0.20549999999999999,1822,2030,0.89753694581280785,200,0.21254967852240952,0.0026805795496329665,0.0011174095852766186,0.007026011822745204,0.037455615401267982,13.695158958435059,200,12.469022562559694,12.158201217651367,9.7580292224884033,15.223700523376465,18.005005455017088,25.157678604125977,200,12.256472884037285,12.128756584919756,9.7556263224105351,15.222143477556529,18.004246245502145,25.157288984861225,200,2.8781865082735023,1.9766181893646717,0.15855051949620247,4.2011775491992012,6.9477622270584103,16.537587642669678,200,4.1972606175849796,3.110257625579834,0.26996426284313202,6.6294033527374268,10.575047302246093,18.498273849487305,200,8.3706262612179856,8.3486381769180298,5.9451069831848145,10.545531272888184,13.207645702362059,18.563316345214844,200,9.8759513060003528,9.899899959564209,7.2790749073028564,12.761425495147705,15.234690856933593,19.621267318725586,200,5.4924397529444828,6.0877931570867077,2.3928524143993855,8.8431765101850033,11.437526794266882,18.559563803952187,200,4.7515919422891164,4.4200205705594264,3.1374795852578243,6.0032307758927343,8.2991836202144604,13.046875667572021,200,10.308052228614688,10.38058614730835,8.2100874543190017,11.992208874225618,14.448753614425659,18.094955730438233,200,-5.5564602863255708,-5.1133219331502913,-7.5127313405275347,-3.164907383918762,-1.498564186394215,3.5398052692413331
LM,JAC,3,ONLINE_AT_EDIT_TIME_PREFIX_NOT_CUMULATIVE_W_EVAL,300,296,300,0.98666666666666669,501,600,0.83499999999999996,231,300,0.77000000000000002,2640,3000,0.88,291,300,0.96999999999999997,324,600,0.54000000000000004,656,3000,0.21866666666666668,2702,3060,0.88300653594771239,300,0.18758262906565507,0.0025211949832737446,0.0010509032872505486,0.0065981146181002259,0.034559161961078687,13.695158958435059,300,12.409307620562613,12.177314281463623,9.5078511238098145,15.123846530914307,18.249923324584962,25.157678604125977,300,12.221724991496957,12.153289788722759,9.4716002950590337,15.121918516662845,18.24572862876521,25.157288984861225,300,2.7006328940044235,1.7767967762192711,0.15559171512722969,4.0421166568994522,6.6381373643875135,16.537587642669678,300,3.931982319219387,2.7414922714233398,0.26996426284313202,6.3015917539596558,10.099847507476808,18.498273849487305,300,8.2868235759825133,8.2783719301223755,5.7514751851558685,10.544459462165833,12.886955451965333,18.764284133911133,300,9.736582855631907,9.7522616386413574,7.081831693649292,12.370131015777588,14.951496982574467,21.308229446411133,300,5.5861906819780902,6.2237744899466634,2.7112298309803009,8.9094364934135228,11.674086255114526,18.730742841842584,300,4.6161038090039517,4.2091143444180492,2.9635543514043095,5.9183728873729704,7.9663635063171432,13.087565374374389,300,10.016720831515888,9.9638982772827163,8.007340890169143,11.795934629440307,14.143417768478395,18.094955730438233,300,-5.4006170225119376,-5.0659555420279503,-7.3688061088323593,-3.0655200451612474,-1.361360308229923,4.2664579868316652
LM,JAC,4,ONLINE_AT_EDIT_TIME_PREFIX_NOT_CUMULATIVE_W_EVAL,400,396,400,0.98999999999999999,691,800,0.86375000000000002,322,400,0.80500000000000005,3459,4000,0.86475000000000002,391,400,0.97750000000000004,459,800,0.57374999999999998,885,4000,0.22125,3565,4080,0.87377450980392157,400,0.14219582471361719,0.0025859387824311852,0.00098710201564244926,0.0065654878271743655,0.02158594466745856,13.695158958435059,400,12.604990209965035,12.328975200653076,9.5078511238098145,15.236016511917114,18.249923324584962,29.966108322143555,400,12.462794385251419,12.309647162619513,9.4716002950590337,15.235622969677934,18.24572862876521,29.96577888194588,400,2.404561376571364,1.3932776539586484,0.14845501544186845,3.5858809649944305,6.1438326150178915,16.537587642669678,400,3.5749163790409511,2.3857430219650269,0.24267649278044701,5.8185224533081055,8.9678937911987386,18.498273849487305,400,8.4080382487096355,8.4509694576263428,5.911922812461853,10.617602944374084,12.995524787902832,20.041695594787598,400,9.9156430210545654,9.8566021919250488,7.3184710741043091,12.491564273834229,14.835742282867434,25.160791397094727,400,6.0034768721382719,6.3697863214183599,3.1699491366744041,9.2820555337239057,12.078010483831168,19.976824434357695,400,4.6236479503231234,4.2521476216614245,2.9801698565483092,5.8985975801944734,7.9216877555847178,13.087565374374389,400,9.932522086486685,9.9333361387252808,7.7707266390323637,11.778064274787903,14.143417768478395,18.094955730438233,400,-5.3088741361635616,-5.0659555420279503,-7.3776436433196064,-2.7984797950834035,-0.82819111347198471,4.5778304457664492
LM,JAC,5,ONLINE_AT_EDIT_TIME_PREFIX_NOT_CUMULATIVE_W_EVAL,500,496,500,0.99199999999999999,871,1000,0.871,405,500,0.81000000000000005,4268,5000,0.85360000000000003,491,500,0.98199999999999998,583,1000,0.58299999999999996,1100,5000,0.22,4371,5080,0.86043307086614174,500,0.11616884086780192,0.0024967589415609837,0.00098811427596956491,0.0064085567137226462,0.021470498107373715,13.695158958435059,500,12.665277915976942,12.480140209197998,9.6310391426086426,15.320684194564819,18.080279159545899,29.966108322143555,500,12.54910907510914,12.434173062996706,9.5760558865731582,15.317920462373877,18.077931130549405,29.96577888194588,500,2.3157614585432746,1.3077732808887959,0.13819600205169991,3.526246722554788,6.2227153420448307,16.537587642669678,500,3.4371332208231324,2.2588642835617065,0.2067158930003643,5.6228628158569336,8.4383897781372088,18.498273849487305,500,8.4815827585468071,8.4354383945465088,5.9345142245292664,10.693660914897919,13.187925720214844,20.041695594787598,500,9.9778382155001157,9.8800554275512695,7.3705233335494995,12.580747604370117,15.196998119354248,25.160791397094727,500,6.1658213000035325,6.4578030330012552,3.1901487659197301,9.4207716140444973,12.143817996163854,19.976824434357695,500,4.6054538787136554,4.2914765179157257,2.9635543514043095,5.9498969614505768,7.7986216640472419,13.087565374374389,500,9.8091803354346432,9.8445051908493042,7.6102819561958315,11.700200283527375,13.997119359970094,18.094955730438233,500,-5.2037264567209878,-5.0843000795692204,-7.4438351582735773,-2.6820743799209597,-0.69394921720027913,5.8971064954996111
LM,JAC,6,ONLINE_AT_EDIT_TIME_PREFIX_NOT_CUMULATIVE_W_EVAL,600,513,600,0.85499999999999998,908,1200,0.75666666666666671,416,600,0.69333333333333336,5062,6000,0.84366666666666668,494,600,0.82333333333333336,590,1200,0.49166666666666664,1279,6000,0.21316666666666667,5371,6080,0.88338815789473679,600,1.700381375667142,0.00347884651273489,0.0012190954876132309,0.021471023093909025,8.6215300559997576,18.567924499511719,600,11.240656920924472,11.573778629302979,8.0307142734527588,14.800867080688477,17.428393745422365,29.966108322143555,600,9.5402755452573302,11.446819622884504,7.5844547810575023,14.747409620409599,17.427370116277597,29.96577888194588,600,3.487310041956492,2.0032532078912482,0.22917549218982458,5.1549670062959194,9.7532812118530288,18.963630676269531,600,4.6267030492685928,3.2403042316436768,0.39422616362571716,7.4066053628921509,11.990933799743654,22.490266799926758,600,7.8283827739915193,7.738065242767334,4.9531001448631287,10.290529131889343,12.800332117080691,20.041695594787598,600,9.2699796716620533,9.1908183097839355,6.2302985191345215,12.106834650039673,14.574939632415772,25.160791397094727,600,4.3410727320350269,5.3541180044412613,0.48818526417016983,8.8062566298758611,11.528554595401511,19.976824434357695,600,4.6608868336727562,4.3629395823925732,3.0297777965664867,5.9498969614505768,7.7986216640472419,13.087565374374389,600,9.7702364016567387,9.8265801429748532,7.5134339213371275,11.756508541107179,13.955727071762086,18.513221073150635,600,-5.1093495679839833,-5.0386909663677208,-7.4823880860581991,-2.5230995714664459,-0.52864156752824742,6.2124542713165285
LM,JAC,7,ONLINE_AT_EDIT_TIME_PREFIX_NOT_CUMULATIVE_W_EVAL,700,613,700,0.87571428571428567,1094,1400,0.78142857142857147,505,700,0.72142857142857142,5876,7000,0.83942857142857141,594,700,0.84857142857142853,722,1400,0.51571428571428568,1479,7000,0.2112857142857143,6194,7100,0.87239436619718314,700,1.4583136369402303,0.0033172719413414598,0.0012079926964361221,0.0133739048615098,7.4492003440856953,18.567924499511719,700,11.668626357363538,11.935494899749756,8.4049739837646484,15.216652870178223,17.767291259765624,29.966108322143555,700,10.210312720423307,11.865136164124124,8.1905949416104704,15.205258621146641,17.766778503786192,29.96577888194588,700,3.2277189308538383,1.7692495291121304,0.19701011280994862,4.7290174723602831,9.1538799524307262,18.963630676269531,700,4.3280922333654184,2.8885354995727539,0.34533940255641937,6.939562201499939,11.376472949981691,22.490266799926758,700,8.0308321324063989,8.0247623920440674,5.1962319016456604,10.515372037887573,12.911415386199952,21.671621322631836,700,9.4704241637034077,9.5069413185119629,6.4232409000396729,12.278286695480347,14.851398277282716,25.160791397094727,700,4.8031132015525611,5.7889698892831802,1.3964811265468597,9.0649978816509247,11.959820249880432,21.663817215827294,700,4.6448598213133563,4.357151375338435,3.0430933931842445,5.9645288929343225,7.7636049437522896,13.087565374374389,700,9.6541052553754998,9.7232922792434699,7.4357333123683924,11.700200283527375,13.837046604156496,18.513221073150635,700,-5.0092454340621435,-4.9490905165672299,-7.3992270067334172,-2.3689008519053463,-0.47074186403304219,6.2124542713165285
LM,JAC,8,ONLINE_AT_EDIT_TIME_PREFIX_NOT_CUMULATIVE_W_EVAL,800,713,800,0.89124999999999999,1282,1600,0.80125000000000002,593,800,0.74124999999999996,6587,8000,0.82337499999999997,694,800,0.86750000000000005,858,1600,0.53625,1692,8000,0.21149999999999999,6955,8100,0.85864197530864195,800,1.276634720156435,0.003120673936791718,0.0011969492479693145,0.010743840131908655,6.1602141857147297,18.567924499511719,800,11.899856610189891,12.136537551879883,8.7021346092224121,15.295003414154053,17.774020767211915,29.966108322143555,800,10.623221890033456,12.096596865158062,8.5566277223988436,15.29365959961433,17.772937951132189,29.96577888194588,800,3.0070290368305179,1.5884485691785812,0.16825950250495225,4.1864186966558918,8.6651785850524909,18.963630676269531,800,4.0921037269981024,2.5675315856933594,0.29180239140987396,6.4753769636154175,10.89609479904175,22.490266799926758,800,8.2097663492866566,8.2344841957092285,5.4173170328140259,10.665288090705872,13.143401861190798,21.671621322631836,800,9.6620677682943636,9.6802701950073242,6.5814962387084961,12.456922292709351,15.167169094085693,25.160791397094727,800,5.2027373124561382,6.1093463748693466,2.124168798327446,9.4180429434054531,12.219479737139773,21.663817215827294,800,4.6687409957954475,4.366895966231823,3.0523414251860235,5.9800412666052587,7.7887916207313541,13.087565374374389,800,9.4090630372695152,9.5079953908920274,7.1143394462764258,11.489922094345093,13.742115793228152,18.513221073150635,800,-4.7403220414740677,-4.739841794967651,-7.1616854381747546,-2.1509536601603028,0.11656612545252003,7.9863769736024555
LM,JAC,9,ONLINE_AT_EDIT_TIME_PREFIX_NOT_CUMULATIVE_W_EVAL,900,813,900,0.90333333333333332,1474,1800,0.81888888888888889,685,900,0.76111111111111107,7312,9000,0.81244444444444441,793,900,0.88111111111111107,1009,1800,0.56055555555555558,1897,9000,0.21077777777777779,7620,9100,0.83736263736263739,900,1.1376052627312958,0.0028525398811325431,0.0012006999168079346,0.009489134419709444,5.296242904663087,18.567924499511719,900,12.052160820334942,12.233327388763428,8.8607959747314453,15.440871477127075,17.860609245300292,29.966108322143555,900,10.914555557603647,12.190927493473282,8.780151178711094,15.434883756068302,17.859960033968672,29.96577888194588,900,2.8061250073720374,1.4036258483829442,0.14727197913452983,3.9656227827072144,8.1463300704956101,18.963630676269531,900,3.8635198764048337,2.3435192108154297,0.24267649278044701,6.1441704034805298,10.575047302246094,22.490266799926758,900,8.4035099201375196,8.4478194117546082,5.6261533796787262,10.829702019691467,13.451391601562502,22.959592819213867,900,9.8831690110266202,9.8566021919250488,6.8882482051849365,12.681685924530029,15.394227218627931,25.160791397094727,900,5.5973849127654827,6.328446744941175,2.4907782282680273,9.6358126606792212,12.722976680425928,22.957965966314077,900,4.6458194183051917,4.357151375338435,3.0493614759296177,5.9511380761861803,7.7636049437522896,13.087565374374389,900,9.2115794813882346,9.3370189189910882,6.8607340514659878,11.359162056446076,13.601753282546998,18.513221073150635,900,-4.5657600630830437,-4.5530232097953558,-7.0827354431152347,-1.9604146122932433,0.25668498102575632,7.9863769736024555
