layer,actual_correction_frobenius,actual_cumulative_frobenius,correction_reduction_abs_difference,cumulative_reduction_abs_difference,actual_correction_nonzero_n,actual_correction_numel,selected_sha256,intended_correction_frobenius,raw_native_energy_before,raw_native_energy_after,signed_current_linear_change
4,0.9246950508309258,18.942906311367572,7.2095662773108415e-12,2.510702756808314e-11,58720043,58720256,3876998f3f966fe2251579070a7544c591564c96692b50d06e52fc78a6a59e21,0.9246950507997354,1935.419101325114,1935.815429171023,-0.0009411196299765558
8,0.9976504754972818,21.681161568269808,1.248112724283601e-12,9.425704661225609e-11,58720136,58720256,a9dfb5de936f2809a2f005464d80360691bcc0c4ddd50e5dfe6003ab96b25684,0.9976504756123689,2637.65827128902,2638.309075856649,0.0009411195792363171
