case_id,ordinal,birth_batch,cohort_id,cohort_index,update_start,anchor_batch,age_at_anchor,subject_relation_group,subject_sha256,relation_id,target_new_id,target_true_id,target_new_sha256,target_true_sha256,request_sha256,raw_record_sha256,repeated_group,same_batch_conflict,first_later_conflict_batch,active_at_anchor,active_at_100,analysis_group_fold,pilot_selected,pilot_rank_sha256
138,177,2,U001_005,1,1,5,3,28cf9857d922e52ba97ade01a3ba39ce62bbbc18e5dd67468309db39eedc203f,3d5cadad57da5615cb82f87cbb4765095d3fc8071773f671b46a2da69beb3e91,P39,Q29182,Q45722,702b3e9a7ab86bfcd52677b7b4cbcc5bfd32bcde33dfcd687b21ad67d0a25262,5d662928916d44988ec79f631091ef771f39a62b5f142315cd24b5370eea972d,acd1a05c89b6f0bdd131e3a30c12d435e5470ad22e5d622e69673152f7354f6f,f3afc42788ce2f1e991f92d8aec26f4d86764cd01ad144b01d3b0e987430b4c8,False,False,,True,True,3,False,
14572,178,2,U001_005,1,1,5,3,4fef030778a0aa68c55e1d9b1682f4f2cfbe3d524c1ee9a7ad270bd8acf6e3f5,80ed6ecd097a43bd6ff030420b3deddb3b68f5ffaf0f6480e4755265e71cfa42,P36,Q1490,Q90,d17b13aa282be55223819ecd69e802acc98748e56087636e1f7a4e3f608b9cc7,e62a0600f64dd89e29fd4a07cbd7cf4e33121f0a72547bdff7df1185e2bf1af3,6a1fe9010f047bac72cc61494d39bf9e5a01bdac4dbc51bb7ed3094939c778b4,5ed54005c169b752e9007e75cc2b8d5255eb7ed5a96eb93168a302c281ce8275,False,False,,True,True,0,False,
20675,179,2,U001_005,1,1,5,3,33f38a34997144bd7db0c1764420e817000c0967681cb9c7e8c002c684187181,1285aefb7fa779074c2d444d5b0149198237c026355ac6fdf1d5c7a9d94be66e,P37,Q150,Q652,705d58ae558adc2314a171310c9e68231959a0a87edb62ed88c63a265b509973,0a5ea4f5f5b9219fa51de8629d1b3dd7a4caeb4e8a3a0967ae06135c55a021ca,5b91fdda64477f8093dfd8e8c9cc84d23999063e52a977a42f88c087dee53f40,334dd6b1c6939426bb6421e3381da58f1265f72c1cad78154138635548c3da3d,False,False,,True,True,1,False,
10691,180,2,U001_005,1,1,5,3,104da907e65602f1efc44708db7023c734adb6185a327bcd5670179eda0abbc5,746c9fefae3b228a438b9f53e85df4f1098d13ecd5c2e37eaa25e9a36e561a8b,P449,Q43359,Q43380,3070428f680dca4e4e59f2f18877b8a5e5127ff00d5687f44a317e2acaa1cf8b,6b230e78116fe195e010345404663b22120a2ae781b53c9be2eee8293cc274d0,7fd2dc21ed09fe831152e457ada4aaa9a442b9b20cbe24e210a00e8b08799897,39891f6e3ed32442e8fc82dee00540750c3cf9c883d8583e75e52fe0b18ad2ba,False,False,,True,True,0,False,
14950,181,2,U001_005,1,1,5,3,a48bf62e78fe746a3905ed15500af32ccdc9b05d3d511a39f68d9e377c76e662,fe92b1d46b66a4fa5fafc50d3a3fa060a5bfdd0117e990d4e76126aa80243a54,P178,Q2283,Q312,7b94f175f05c0a2030b6c2ca34a3a569e4d94049438e67614065c906eef49fb1,6cd05aed0e7a3ab195691589f414383851bfa48e9c44cecebce99a6b3a94022b,f0dc4bd165af78799e4f0d62a985b9cf087c90ce4b46c9a8591be2731884e55f,c13d0fd8077d9fa855e3d07bd4e16f9f0df5c61e054c7e267c776b886cad9765,False,False,,True,True,1,False,
2586,182,2,U001_005,1,1,5,3,7227518b0639ad336509b128c89438590c5dd5d84b58919838ae1e7dc89c5f29,be836eef53ffddf9242ea0863d80beefd0243e4ea8ae69c5d11ccf68c91a40f8,P39,Q29182,Q19546,702b3e9a7ab86bfcd52677b7b4cbcc5bfd32bcde33dfcd687b21ad67d0a25262,de977d77c20c3282d7e8b0d9b95cb673ca19d58706652afd9abf352962a2f09c,3c13ac22f47f2d58b5e056698163cc65bee555f768ff2fa15b9a73ac55945256,dc97ce3eed16c7ea76746f325cf15e30b57f00c851a9644ca516053182116ff9,False,False,,True,True,1,False,
17603,183,2,U001_005,1,1,5,3,bc2db90ad9b805280c718070398531942d0f4c769e85b799bebb0f441972aa38,42ac771828a2c8b4cf96946c76c27a13131dc79c8dde5075af2e10d339645885,P27,Q408,Q183,6d794e2b6241aae32adc05018a420abc4abbe1a815d19f44597e3a1ffba01b37,b5b948ada16e69c95a50d0602c1a947c3e5d92e1e6d7269ef8a1df5ff4248f47,2f9992d8766d12f6111fa90dbe339d68dfc769d23556a5a5bbe4445b6748f1af,7845a1aae65b1049d42fa6e882db2f0e48d08dcba326eb90dbedf5c351610ba3,False,False,,True,True,1,False,
10500,184,2,U001_005,1,1,5,3,78a15588d576288292b4f675ff1d02ea452f5d4a9e3e193a9b45c62c00cac5b5,5a64ad4fc5f32d7330efd2cc3dac6b6931d871d4356318a848dfd9e43c9a96a3,P364,Q397,Q1860,94d822f307e0cfcdc039c1cb0c0b6a1328fe07ace5469f47f1d77918e9dc8fd5,df38b3534d35977f29cca1385b42364aedd3ddf2cd0907a108f19586bd239958,6627f410d8e64df5c8cc9bcda946c2f0145d3018511815401e235e812ee011b1,ff6ae4e6997ed5ac2107a6cb84e97ec1b2da218f1ca934c870f4df009f2beb9a,False,False,,True,True,2,False,
10020,185,2,U001_005,1,1,5,3,bf0a7f3273cab314c644677df880c91fb8cb495a86addea876cfc3efaae957c0,f5101409c10c80bc0392593a64b0b5737e484555435b596e9274135e9779f9de,P178,Q11463,Q2283,5e2cce165c20851823bdc2c59f006b147cd6de5bbba4e91f85587fca28f2640e,7b94f175f05c0a2030b6c2ca34a3a569e4d94049438e67614065c906eef49fb1,7cc049cf438bcde3d5c22f75205fdc41b7f8f80ece3562ef9238d29897e3ca3c,fd2d0ecd9047896fa706b2870c963ecb3ef3e73b21f8755fe4f418438e5e28f7,False,False,,True,True,1,False,
4377,186,2,U001_005,1,1,5,3,52cb1aedb8c7f61acf93f681075dd7699ae18c49c2f8407c068cfa38bcd07441,866c3577603e7317d1f70560abce642242f2fce19e2f5ff960285cd19e4d8bb3,P27,Q801,Q16,fab1c11d0ee7ec8de5f8d8ca26d8e676863f477a2d53af858a654d1de0146a1b,9d05a4149b75b625d944eec5c41e0ed6888e17676d1ffd1a2f3a01c7068bc32d,17b6a8f8fbb3542e5342fb7d898503bc4675fb05b48fc96231e0ea195f166377,4c04654a177190886b73d875d1e83cd1b45da37d6c4eb6c0feb351f4632d7463,False,False,,True,True,1,False,
1720,187,2,U001_005,1,1,5,3,10191e49a379db4a7c89cbf59abbb14750b8154cbb330bfdb9a7da9ad5d6fa33,6c762647b953387930dbf946a9bb956123e4ea7b72ea0b13b9cf4a659e50edae,P138,Q55,Q43399,942e846a9469dcfd37afe659276cfec15f38d99924adb69ca17835e12197301b,fb1f570f281201fd56fd9e30488ac538ea22f573909059febd73e80696fbfcdd,21d8660e4b866753c23def400fac446266bd574f638ee5603bbae685100ac5e5,0496b1f3a0cce72fff34d02f121e0b618a193c4fa0daf639fa85caf93642cee4,False,False,,True,True,3,False,
9182,188,2,U001_005,1,1,5,3,4d60c05fcc0db25d1f73991e31ec745d735ec1eebb6898cb734772d43181aeb3,8a52ee17aaec5a920d341bec4a04eff3f17f781ce26693a91a2df28a75442019,P740,Q84,Q1754,f8710fcf632e768e5fcbc95a44745e16332f61ef3a099091da8e7e7a6c745ad8,3b7bf4ab9d68f071222d5656c60d389fbf0bf03ca75abdd0ca69c5109eeeb700,027d828a932af2a2b20cfa63e55c083be33ff1ce5e2ec69b309f21a6a43c133f,e5596418a49839eb3183246df953b88276f34f8458d7c01e6e855eae3574a69b,False,False,,True,True,3,False,
7383,189,2,U001_005,1,1,5,3,9e00ffec78cd947946e2dffdfc7d78b34673651415f9d4beb0e6418831d89b5e,fe804d9b4021bc9d968a056cd0ed246d3d2df0d20bbe44994363e4e9e73e691e,P413,Q528145,Q193592,edccdea857e525f5cc4aaa899fe68034c003ffe1b15f8b8fb417133abffb45ce,41812b462ca56110447c979fafe37eb07484aab6cf4ca5d97a1da795cbbc82ff,a7a4595a75fe2ed5f9d621f2289680b441c6c48f4be9339952264f59dc865e71,dea636850f40092f62b4a934191fe2b09b98ba1c3b3873ae78c22b8055fa0859,False,False,,True,True,4,False,
10779,190,2,U001_005,1,1,5,3,d476daed30b0eddfe9cd0d5fabbe3761d1a901146691d8e82e214f8d9e93bc86,7786126fa0788253268e7ac1d46949e4c878a1080462c8a027d79b4464e072ad,P103,Q7737,Q150,46c5260e46a32b7bc81b6957dee4cf6e7037c1e9ccc76305e840e767a855ea00,705d58ae558adc2314a171310c9e68231959a0a87edb62ed88c63a265b509973,3b400af5c9b58df4ffd7e4e299b9988acd5eff5831defb0d9e7cb6febd63e9fc,ac251f9d3c4fb2bc47113b172c9f45008cb0b96f6dd35e8c2e757dde74dffd0d,False,False,,True,True,1,False,
9097,191,2,U001_005,1,1,5,3,167f95dc5552d0975b0f1f4ac2b3b9f09fdbca965596f1ecd76fe80e172f7511,545750f56b8ae2887cbd8c9af52de285d6c036cfc1345d7c5f23b5a89fd97886,P136,Q8341,Q1344,4df03d19824d3d1d3f5adc19473962905c609222c2016d9457a04891a73bf4c4,16b1d3c9177ffde3ffb86891d718622dc9848084bc567fe02636bb2687387d0c,fa6758d489d298baed62cdcc203db732fc7a1e3a09a9ce364e5330ff211a101f,eb8b249fd057d0b8126a43502ebef0482ad283bd50f31bda74f2df943340fd50,False,False,,True,True,0,False,
10944,192,2,U001_005,1,1,5,3,97df13dd8841ebc6515a0db724a25894a741725d9b1c0728be7d75bdcd604f73,bb81b7b2d7029eb61c6bb3397390527de0fee6c7ca210975d7dabf5a3fcf22ae,P495,Q17,Q16,db7eebf7757c70f55e1562bb9457479e5c31f6c7a7f6e8055f21614205fc9835,9d05a4149b75b625d944eec5c41e0ed6888e17676d1ffd1a2f3a01c7068bc32d,20462bdc189c4855e90cf860a6c1cdf6d5fcbb6eef2b047d3fdd76965cb29539,4aa2744099eac2706ecd5ed50881c889f1b76465563cbd6c40a048b610924e10,False,False,,True,True,3,False,
2003,193,2,U001_005,1,1,5,3,e9e32ecd903f899d57695d3ccb20fe46da51e4920e8c0999cd60750f15591338,afc50e7a1e90d249fd3dd2c1225d1ac0d93c2743953a3bdc241a29d005a00f45,P1412,Q150,Q7850,705d58ae558adc2314a171310c9e68231959a0a87edb62ed88c63a265b509973,177e9f79938357cb16fa098e0b333cb907b9125070533f21a7fc511e3a0aa575,5e324b0025d4b15c210a6ed52063ebdc3e535a9d2dff544efe49496eb88032dd,e6783486a1d4788e831884d72affbac70f308f12cd716075488e792c690f7dcb,False,False,,True,True,2,False,
1472,194,2,U001_005,1,1,5,3,909ab9088b76e942b4d4c43bfd0df1dc8cbccd527dbe136a1a7298fd34ae2a83,af5dbac42c4c956fd1867f26982c17df6a5b9ab4e8b2f4e53eb85f73c919c640,P106,Q82955,Q33999,197a6e2d66893e6595f99835851b4b3d21c83473705966407fc6e89435f7a3c2,a1d61d58aeed7adc6548ba3b093b169dbcff79fc3dc6488596b34f91a85b9609,80860186cfb0596ff83a6ab529ceca0d4d17508dcbd84d1bde14e0a72190bd37,3177f80df9192ad9dffc5aefa84357c84850b8e99919688a0b740338f728b231,False,False,,True,True,0,False,
9484,195,2,U001_005,1,1,5,3,0e942f49c5bb2dcb0c2324b6155af294216158a5d0a993973488e10fbab90062,b93fdd5d8dfac3234e16fa51ec56c601332e1f4dd5cbdbce5d4ec2dfcfc62790,P495,Q408,Q39,6d794e2b6241aae32adc05018a420abc4abbe1a815d19f44597e3a1ffba01b37,b55e162be601422d5bf622b6c3844293e12a09cd58c2a7edbabe092b1265fe62,3815fc06c81fd24a97d25eed5eeddbec09a47df8490421bcce2e3ecd1938c275,138be4173d48eaf46c88cad95b8062bedd72d646267c4be3e766ecf63c164f43,False,False,,True,True,0,False,
10781,196,2,U001_005,1,1,5,3,a2f1a406ff39f6818b439a7c4246b63fdba6bc02479c7d4885e0c87161e76d89,3212af93686f48d4f7fbb954d6504592bc4f5d73fa145903b87a26736292bd84,P136,Q182015,Q8341,2dd1a7476a110d7831e295c9afc6d445593f8f3fe7349feade910adf07f38bb8,4df03d19824d3d1d3f5adc19473962905c609222c2016d9457a04891a73bf4c4,ab98c64163735dc125bfe1cb25b5be35d16bc9b253d0589b8b25861f533c4b8d,592b9105ccba17a15a43b3c63aba2d926a18435880eaa15c660713e3420567e9,False,False,,True,True,4,False,
21306,197,2,U001_005,1,1,5,3,ad3b5b425496e0e5477eed828132ddbe4febfebd96925069dbe59d6860b343bf,1c677a46d7a660bc6ed600673c826a07be9e2e04f3ebe5645405bbb34db105f8,P17,Q31,Q36,e8562db8cab89901a86103d4986276cd7385a5b381a01a720e452b7b56f95df1,2c54dedd99744787414e7f7c185f01eef8b55711bc1e9450b8cae2d01337d696,f1daed74a85afac53013295d811ccc1433059b4bf8fc269ab01d4fcda336f838,29b5016835ff4849ee5731a92b849b3b9220a4628fa5dc658560e67ab8caf015,False,False,,True,True,2,False,
8181,198,2,U001_005,1,1,5,3,6efe96179dc6ab024bf761515df0bd6702ab564ec2bb3ce386ef5639e0d9ae33,69f229376e34ff9761b55cafbb2546637155a1c89107a5ef73222c6cc599cf39,P131,Q2044,Q824,c8332eae5106a3f3d7a9186ec2c4bdfb8a3133d23813d0cf494270275d8a8bf5,6f43ee0a287c068d8001b8bcef6fc4ea1185dcddbddc368cbcd1c42dec9b69d1,93a96e96fa211fb3e90e9e7b8689767b582996f6e6bc278bd41013ba6107f09f,07ccf2524613a1fa9e786da3a76b6e1109c40706606a02d235f4f0e46f569225,False,False,,True,True,3,False,
15383,199,2,U001_005,1,1,5,3,96586f5c58eccaf402262b62b824c6233a4916453fcb95b5fbd99b6fb14b6aa8,c674eefba7ebf452b5f161c052ed2551ad67ded8ea86f4dd69ab51c483bc8d43,P364,Q5885,Q150,2b84d5501bc0bc7cea4e24d2a93f9040ee606706aaa359996a76b6b633144b3c,705d58ae558adc2314a171310c9e68231959a0a87edb62ed88c63a265b509973,49a0dcb87408b5e13dbf5b0cf4fc97b9dd92bfbc04b402fc514bd6b3f881533a,87f47493b553d144ad452c9500563ac1636158139d8c91ff9df4e1e6fcf19846,False,False,,True,True,0,False,
7421,200,3,U001_005,1,1,5,2,b447aa7a773bc0f3d245ed920a0e3c98bf42c00f1af6da18088a8639c46f5e15,06d0efd968a1ac9dedaf5420de5cdcd2d5ae8102c07aa13e9f4e81876b9086ee,P39,Q45722,Q19546,5d662928916d44988ec79f631091ef771f39a62b5f142315cd24b5370eea972d,de977d77c20c3282d7e8b0d9b95cb673ca19d58706652afd9abf352962a2f09c,24b92efde783a39f128c8596f983c1e18d317eac8c0fc2d31df2c9500371df11,f139980a680be7b75978395ca8a7e21bd0c11f256942fa32b25e4edcf8209f25,False,False,,True,True,0,False,
1097,201,3,U001_005,1,1,5,2,9e3ef4680d6f94ce7f494f1d132faf264ec42282b98da39fbd58320fe7734a1b,d798b43698790247fec1a6312002146941b8568a897f2ec009a1f5289d063ffd,P495,Q38,Q902,23087967bc5a97700a208bcdb04e5ca11a423d908ba2b610a39fc5c656806e35,b82e315907da3fd5061d1c2de11f6c5683498bac5809ab10d8d858a53a8768fa,ea49f2a5bc9615740f68395298edb627b13e029384d8d9391ed979e25bcf1544,5ab0c5d4d0aab25a02f4e5a68b2fce1598f3b088efe0aba6734e8b6ae78ccd5e,False,False,,True,True,1,False,
21912,202,3,U001_005,1,1,5,2,a7e944d0311a29c9b88f28222bc5b2ed8decb6657e68d204f29161d03950e666,29ba6bce30e93835556511eb63e7b007815eff73b1c82ab375bd1ddc4f6a29fe,P101,Q21201,Q2329,ba389730e30e345baaf372008c40f8e559d9f1346440cbe3d56e71a66194013b,516e29335debcb678111fcda5c7c83c0d128360a75120198b143a29427922720,c0e868cb60fc6e024759d56508826534bba6b522ad13f2d341783abe1d458224,82d01741e8edc35ac171cf25fb98c01e5a04227aca7a13bbe0d5591afcaff957,False,False,,True,True,1,False,
11159,203,3,U001_005,1,1,5,2,41391789ab71885a222f793ed24ee84a8762772b63c6d98b85147228919afe2c,6c433d37c3fc603482ef53f02f0a1aefea15f0797e8ee04f5091a68e3df8116c,P937,Q90,Q84,e62a0600f64dd89e29fd4a07cbd7cf4e33121f0a72547bdff7df1185e2bf1af3,f8710fcf632e768e5fcbc95a44745e16332f61ef3a099091da8e7e7a6c745ad8,36c9d0417762607560318e94d73680ba4a578ce63182292de280d471b9ef4c5f,a0a44614055600969585fe2ffbee6ef764ea009af9b07edd7f57209490aa74bb,False,False,,True,True,1,False,
9253,204,3,U001_005,1,1,5,2,f2ce33653856cb47b0241d5ea9902b71ab5eef045151b897fd9868a48a7b2bdb,05374738160c8d529d32efa7a378ab270f43f39976fd0742414dbe030cb2a4ec,P176,Q1418,Q53268,67fc84d2948c4bb6ab87aedc8343cfdc7d4990352858752aa1666dfb083fec35,df50b4d243ce3333a539734fc3944d34b1ef54393de3acbe7cfc920565fa08c4,69e572a6879a9f1bf574b94361281f1fee6ea1c6d21b4795ab05f69809e964f2,45051721fa0d3865c4c506c04321dfb5b9e02ebf565986bd1e90a19fd5c327a1,False,False,,True,True,2,False,
5164,205,3,U001_005,1,1,5,2,11db84b5dc7d1adec3c2f6b0a1689e24098b75e305c980bf9d77bb41b06bedfe,27ce929e17f141bd15e929156069364383a93803ad2ff79e995ff597faa31d58,P106,Q49757,Q36834,f9bb845b65df9b4a168953a90ce6766b3beb1bc49cca97e27bb712bdd7bc8075,954730d4d1e2fc73c2724488aa2557e7ffc329ac86c1d26e3c5052b8e0b2c3f8,fcced0d025e1e1067a9e21c41ad9357bb81c06035f057bde6ce8693d8e943b44,0113df7b4673e021064b5228ea4f093a431cd48dbc91d34c16e4f7072e2fce72,False,False,,True,True,2,False,
18935,206,3,U001_005,1,1,5,2,215bf1f23bfae56c7130a0eaeef61760047e37edd738c850521169323855d907,05c8edfb753d87d9766b20dbe51b364b8a3d351237cdcb1a37e94c6c0ddc80d3,P131,Q23148,Q43475,b84a8197fda76ebe0b308bbc39beb8bdade1c400761a134d561cfa26d2fce4ed,298a647f122999f667e91b38b92bdc743f123b1554b612822b5d5144d77c856d,b4b1ceccf5722fa1863870068c899c30ec1e778c1a36ce4420b6f84b2233f2f4,d7364ac955b3dd7c23df976744287155f5541700126a48ef3c9eb26502ea14e9,False,False,,True,True,4,False,
6676,207,3,U001_005,1,1,5,2,d12621ce15beb6375eadd9da6e54eb7f93d49cffd66f1067b392ba3ee945a0f2,bbb46bba9f0c2ba2293eefd5b4cb7a33ebc4ce940dd7d97e26f03da49614ef88,P108,Q2283,Q215616,7b94f175f05c0a2030b6c2ca34a3a569e4d94049438e67614065c906eef49fb1,9d2a37bb334b7fc487f77667aa39427882b6c97d3a48e4709b80f8bda14f8a82,9f8790aba929e70884dce107d5aa3925fb28d060f09449211c2258b17e5fb1f1,a3be1afd1a62ab2268a7818b49fdb8ed25c9c6c4f067b7cb59b7419931a6c142,False,False,,True,True,3,False,
10481,208,3,U001_005,1,1,5,2,c5980fd37be716d43b909095665c244ad1ab318aabcd08ee22f160d25db54aec,f9e2a0ff9b5082778bcf29a9a0ea422114e75940a5569e6dcba55b2516e507d3,P407,Q7737,Q150,46c5260e46a32b7bc81b6957dee4cf6e7037c1e9ccc76305e840e767a855ea00,705d58ae558adc2314a171310c9e68231959a0a87edb62ed88c63a265b509973,7faf5330f1da1c906d50b75da1d7a219ea4b02f08c933cbda8a550e621728ccf,886b117ff38366097dc482c1334479feb96c0fbb522fb0db80d96e7abd425b02,False,False,,True,True,2,False,
14048,209,3,U001_005,1,1,5,2,3e2e0a286ae62e127c5e80fc45b661c7e6e298994856dd7dc5b7a37a75877288,3630d1b2c7efcef6325a78a3498fbfa2de9b4b5191762ec77ee9c803ec481d8f,P413,Q1317534,Q193592,2e37782710d10fdd269c3d2dc78e31b512ffca3811f91a2c82736d9b77fa1274,41812b462ca56110447c979fafe37eb07484aab6cf4ca5d97a1da795cbbc82ff,ac1dabbeab6cf447b7728276c9d8792e9b0a64f6c290ce9ac851b957456464dc,0446f81a09dffaff334c459676376fd6241e222ff434298e6a99170392aae31f,False,False,,True,True,1,False,
13802,210,3,U001_005,1,1,5,2,f2fb2d7f2b276c98e278cf57a7f1e72c8774b247575746c42bd764824a2d2c67,72d88af64ebe53f5c73b3e356388a4c4c82b5f43175164baf168c69838790b3f,P101,Q413,Q9288,fbcf1a6abe8117da026cc303b8dace705eb7ea48c53c5f691f805b9a90b86585,2f6ad37316e07ac132cc994e926edb7c0489bfc6fab646e43f79bd86c096c1a0,0bf5b16ed66a74396ecef7c679c66ea84f596f0f9f5beb2fb9ac1e5fdf3c79f2,4800bc25f89d5eadd7c9637297b04e78182863f7b0d56d9bd2472470d49e97d2,False,False,,True,True,2,False,
4103,211,3,U001_005,1,1,5,2,64f7239735277a91529f2042af9608794db728bbd8d59afde3afe697aaf23fa8,ec2cba64bdb76b8c1ebb49ba0e3b83aa93b0f78c8c08594e3ab0db2cf88f3997,P449,Q13974,Q43359,3f27dcc590efebe0252472f01760569efa2dc5a0f19fd2b2e008dc0d427dae27,3070428f680dca4e4e59f2f18877b8a5e5127ff00d5687f44a317e2acaa1cf8b,86e88be650c8bb5bd10f756a954bbad268c0bc8fddc38ea44bee6fb11bc80b05,8499cab3cb35ccd18add3f99a790d1b8d3a04c38739ed939a996379ca81de581,False,False,,True,True,2,False,
19300,212,3,U001_005,1,1,5,2,5007b2b213bce23924240d028435052e7a7cc3e5043a7e3c79ec31ce7e6c1c06,a5415bf190a40bee2d70557499f9c7fedaf4fe12af5feaffdf2f1be64b526acb,P495,Q252,Q408,b9d6f92135a587216e92b4d4dbd6dfc7b22ee348164f8a701a8359c6896dee53,6d794e2b6241aae32adc05018a420abc4abbe1a815d19f44597e3a1ffba01b37,0081e72df7d3c6db947b323dc5d807827e783f6031efa6d5c3474122dc29b9c9,cd7127c7573d845cfd9ce6a2bc76abe96c5896e956870a8bda2168ed1528d497,False,False,,True,True,0,False,
9527,213,3,U001_005,1,1,5,2,aa4e058118b9d8f01a50abf35efb1623ba2c42a92ebfdfdce3afcdde5c064a26,8d8b56469aeeab079ff68c634b33e281d0c6401b90a8b9e33ada1e9d5bc6f0f4,P108,Q9531,Q312,16e9fab875a8cd48842cdce86c0369c1baaf6efb1357d429bf1c1f20df61e78a,6cd05aed0e7a3ab195691589f414383851bfa48e9c44cecebce99a6b3a94022b,3911345f20e017ac924e16734fb15cb49eefb1e7fe6a2259d4d86c26493dc8da,67b5280b9cb7bfb7858edac42a0b49145087f4024349f7dfec9d1444dab4067f,False,False,,True,True,2,False,
10409,214,3,U001_005,1,1,5,2,77e822e4c60eea5d40b19697a643a2d6dbb7e5217d8049bebedcaa618f3f7cb8,eabccd62f12cbded8ade3d17a735f7110c80ffa8beabbb9f2ab2be4d7af093c8,P106,Q33999,Q82955,a1d61d58aeed7adc6548ba3b093b169dbcff79fc3dc6488596b34f91a85b9609,197a6e2d66893e6595f99835851b4b3d21c83473705966407fc6e89435f7a3c2,50891473a66b640bdee6ef478675c9db36b9c4288c29a475cce4045bbf515778,7918a4015500077c3df9e577dfc343c8781960ae52567154660cc2cee9cfb090,False,False,,True,True,2,False,
9733,215,3,U001_005,1,1,5,2,29bbc4888a90efc2ff79746dcaf194ab4bc36d9988d7ef06bf37e790b8169f33,d4c7208ccbc3089713f17bdc39bcd322482ca1aa592c5d311f68ba8b1e439601,P136,Q164444,Q8341,e086059620321f73eac983a846724cea5ba88be2c269ec6453552215720fed13,4df03d19824d3d1d3f5adc19473962905c609222c2016d9457a04891a73bf4c4,a9065f4bfa6b8b6362d3169429d8fbdaf2a3379925e77b69161986e0a79c3c8b,2cfd56d61aa71b6dfba771dc8fb7c907d5b4542252a30f6f1ae7b6c93a06faed,False,False,,True,True,3,False,
12462,216,3,U001_005,1,1,5,2,f8b6e9c9e7402188a9c684600959e5619a71a368e1daf433330e99f531c3b422,6273c775591e7972c5a3f8cc4c582d8e5e1e29d5ec53cc613416c5fb88aa7bd9,P176,Q26678,Q53268,77bc629f24c315e8a56d011fdb032901ba8a01a41d66e8f12213378ea1c66f93,df50b4d243ce3333a539734fc3944d34b1ef54393de3acbe7cfc920565fa08c4,9b1023a40671f751a8e71e5cef6c099572103cfc7e336921cd887be3307291c1,bb54d2834db3ee75a0634eafd42936319f1604f28f6bf038f0d044ed7cb0fb24,False,False,,True,True,4,False,
3096,217,3,U001_005,1,1,5,2,2a314bc23c19cec513f2252a3617b3f8beb68fc025e3ff560f418c8b3d6eec17,1211c05c2a1552d3038b30d935d14eb07bb7f174d1d0c725601fe7c194107329,P136,Q132311,Q8341,a1380eb5e566474129c4b9e24c77ef7a06ab5fe91b23441a68aed56f9d35bb00,4df03d19824d3d1d3f5adc19473962905c609222c2016d9457a04891a73bf4c4,982b847f3b49c375a45036b9c29e55e3b38b6bdae1192f27398df2a691ca12bf,3c50798e42619271d33fcf2ffeb7df7c8d2efc087ba3c067849ca4deb905e911,False,False,,True,True,2,False,
19159,218,3,U001_005,1,1,5,2,ec39721bf52950a5c4e58268102f9bc99c065e50cdf973e0a6aa89c184ae5a06,4c951b400722687a28f570e733681fb201b00fd1b1dadd6bdf8914d1b13a10b5,P495,Q142,Q801,0dcaf658c205122c27cded9bb76312b71d4c1931be9c08e283661bbc21cd685d,fab1c11d0ee7ec8de5f8d8ca26d8e676863f477a2d53af858a654d1de0146a1b,8afd88aac371629f8ba1e8e43baeb07800f0805ca84564eb740174a466930e4c,8ad2cf26f3d28b8c10771834a268084f24fb050153c5e3dc1e7cbb2f2819420a,False,False,,True,True,4,False,
14481,219,3,U001_005,1,1,5,2,170e7bf4cd0007b9e8c861c5fdc54a64d53539efb31a9fed77878a989d466769,ab29a6138d5c8e2c77a926ca6cebd3b7b228129a18cf56bbb4ec776c2df15ad3,P19,Q340,Q1741,1f7206a8dc9cf9980d7c711d5717a6d6b0eec53a752aaa84db49261d3fe67580,d4365b75c2e4908f1f9f43934a5206361c56cd576187fa7d0bfe44a4a6324816,aab61ac06a8097263fcaee56d69de9c29f6f21b4eda50be4a4245f34d12dfed6,bc7c0fead36dc4024ea7089e7a5593073d5c98ae291776a4c8820cf61ae5f975,False,False,,True,True,1,False,
12942,220,3,U001_005,1,1,5,2,51c08a208a51e3728545fdb5b9a6a5c2368675b583d5e20ab4d8bde1509dcced,b891d7769533a6f439b226f62d9b26c359a551c679455b5cafed3d41ab75a099,P108,Q35339,Q9531,904124161c2fe380980ab597673dfb6a9c3d6dd2ea565f67b82d3dc2a82b95bd,16e9fab875a8cd48842cdce86c0369c1baaf6efb1357d429bf1c1f20df61e78a,5796699062158ca98b5077f36c0cbb65869ebdc2aede3f46bf0d6ce3e9b2228f,bc17ca3a6d9f875cc0df09be2df07e2b7d7bbf271ff9dd6d170bd4362a25f72c,False,False,,True,True,3,False,
7752,221,3,U001_005,1,1,5,2,d500606971002e876e980c69901d4846883fa49a81ec818f5afb8c1aad66b68d,907854af4fedd4eec1adabcb3376d37153bdc34ce6872ac0209efdf5bbc704c3,P20,Q90,Q70,e62a0600f64dd89e29fd4a07cbd7cf4e33121f0a72547bdff7df1185e2bf1af3,864447a4a3f66db7d0aa6a6027f59cbace30bce7992808d95832e5855a9b3fce,da2512488ccba3b19aaf6891c4b024cc19b1ca3491002c6470c3d49d4a49d0ef,f235b2c785619e52f47fc1ab637b21fe74edbc0e414d6c1660b1539a5320313f,False,False,,True,True,1,False,
