alias,case,delta_neutral_minus_soft_P_terminal,delta_neutral_minus_soft_actual_sum,delta_neutral_minus_soft_capacity_terminal,delta_neutral_minus_soft_edit_core_wall,delta_neutral_minus_soft_eff_correct,delta_neutral_minus_soft_eff_nll_mean,delta_neutral_minus_soft_energy_terminal,delta_neutral_minus_soft_finite_demand_sum,delta_neutral_minus_soft_functional_p_mean,delta_neutral_minus_soft_gen_correct,delta_neutral_minus_soft_gen_nll_mean,delta_neutral_minus_soft_loc_correct,delta_neutral_minus_soft_loc_nll_mean,delta_neutral_minus_soft_predicted_sum,delta_neutral_minus_soft_realization_mean,delta_neutral_minus_soft_terminal_evaluator_wall,delta_neutral_minus_soft_w8_full6_nll,delta_neutral_minus_soft_z8_full6_nll,delta_neutral_minus_soft_z_w_full6_gap,delta_soft_minus_neutral_P_terminal,delta_soft_minus_neutral_actual_sum,delta_soft_minus_neutral_capacity_terminal,delta_soft_minus_neutral_edit_core_wall,delta_soft_minus_neutral_eff_correct,delta_soft_minus_neutral_eff_nll_mean,delta_soft_minus_neutral_energy_terminal,delta_soft_minus_neutral_finite_demand_sum,delta_soft_minus_neutral_functional_p_mean,delta_soft_minus_neutral_gen_correct,delta_soft_minus_neutral_gen_nll_mean,delta_soft_minus_neutral_loc_correct,delta_soft_minus_neutral_loc_nll_mean,delta_soft_minus_neutral_predicted_sum,delta_soft_minus_neutral_realization_mean,delta_soft_minus_neutral_terminal_evaluator_wall,delta_soft_minus_neutral_w8_full6_nll,delta_soft_minus_neutral_z8_full6_nll,delta_soft_minus_neutral_z_w_full6_gap,neutral_P_terminal,neutral_actual_sum,neutral_capacity_terminal,neutral_edit_core_wall,neutral_eff_correct,neutral_eff_nll_mean,neutral_energy_terminal,neutral_finite_demand_sum,neutral_functional_p_mean,neutral_gen_correct,neutral_gen_nll_mean,neutral_loc_correct,neutral_loc_nll_mean,neutral_predicted_sum,neutral_realization_mean,neutral_status,neutral_terminal_evaluator_wall,neutral_w8_full6_nll,neutral_z8_full6_nll,neutral_z_w_full6_gap,soft_P_terminal,soft_actual_sum,soft_capacity_terminal,soft_edit_core_wall,soft_eff_correct,soft_eff_nll_mean,soft_energy_terminal,soft_finite_demand_sum,soft_functional_p_mean,soft_gen_correct,soft_gen_nll_mean,soft_loc_correct,soft_loc_nll_mean,soft_predicted_sum,soft_realization_mean,soft_status,soft_terminal_evaluator_wall,soft_w8_full6_nll,soft_z8_full6_nll,soft_z_w_full6_gap
qwen2.5-7b-inst,1,0.045287181917301286,0.007688339822925272,-0.01762741555093987,-3.313164820894599,0.0,-0.033955001831054696,-0.03270400209507357,0.16063176295720183,0.0005226959546783816,1.0,-0.145050048828125,0.0,0.009687500000000071,0.16063176295719828,-0.01719610030267371,-0.5282470686361194,-0.007688339822925633,0.0018818768206983819,-0.009570216643624015,-0.045287181917301286,-0.007688339822925272,0.01762741555093987,3.313164820894599,0.0,0.033955001831054696,0.03270400209507357,-0.16063176295720183,-0.0005226959546783816,-1.0,0.145050048828125,0.0,-0.009687500000000071,-0.16063176295719828,0.01719610030267371,0.5282470686361194,0.007688339822925633,-0.0018818768206983819,0.009570216643624015,0.1591712666986714,12.649217449314893,0.06901246362340248,105.31399076338857,10,0.1050140380859375,0.06097298723114347,16.600745382905007,0.0020471281010674275,17,4.08316650390625,92,12.52375,16.600745382905007,0.7190286328078515,SUCCESS,20.94763924367726,0.06745478045195341,0.03780134115368128,0.029653439298272133,0.11388408478137012,12.641529109491968,0.08663987917434235,108.62715558428317,10,0.1389690399169922,0.09367698932621704,16.440113619947805,0.001524432146389046,16,4.228216552734375,92,12.5140625,16.44011361994781,0.7362247331105252,SUCCESS,21.475886312313378,0.07514312027487904,0.035919464332982896,0.03922365594189615
qwen2.5-7b-inst,2,0.18058543807606273,-0.01131938539911026,1.1116541027305635,24.333927404135466,0.0,0.02211151123046884,0.4368679952302611,0.23793007426429647,-0.10884812439243341,0.0,0.04702148437500009,0.0,-0.02908203125000064,0.23793007426429647,-0.06278831898915405,-0.2779732160270214,0.011319385399110482,-0.013593893987126737,0.02491327938623722,-0.18058543807606273,0.01131938539911026,-1.1116541027305635,-24.333927404135466,0.0,-0.02211151123046884,-0.4368679952302611,-0.23793007426429647,0.10884812439243341,0.0,-0.04702148437500009,0.0,0.02908203125000064,-0.23793007426429647,0.06278831898915405,0.2779732160270214,-0.011319385399110482,0.013593893987126737,-0.02491327938623722,0.35586930304655406,9.645051051862538,1.4218512554196265,138.29505344294012,9,1.0286148071289063,0.7096098257268697,13.473361830832436,0.020883977066051496,17,3.212255859375,77,9.8096484375,13.473361830832436,0.6648595348513132,SUCCESS,21.33736924175173,1.1077543718740344,1.0816694453824311,0.02608492649160321,0.17528386497049134,9.656370437261648,0.31019715268906306,113.96112603880465,9,1.0065032958984375,0.2727418304966086,13.23543175656814,0.1297321014584849,17,3.165234375,77,9.83873046875,13.23543175656814,0.7276478538404673,SUCCESS,21.615342457778752,1.0964349864749239,1.0952633393695579,0.0011716471053659916
qwen2.5-7b-inst,3,0.020538670573125056,-0.12342283116886321,0.04684320760784212,-7.119924255646765,0.0,0.2260909080505371,0.054309495990434664,-0.08641973597696051,0.0003884667704790502,-1.0,0.10467242002487165,0.0,-0.0035607147216794033,-0.08641973597696051,0.007569154044843485,-0.09622480440884829,0.12342283116886393,0.1128060872084461,0.010616743960417827,-0.020538670573125056,0.12342283116886321,-0.04684320760784212,7.119924255646765,0.0,-0.2260909080505371,-0.054309495990434664,0.08641973597696051,-0.0003884667704790502,1.0,-0.10467242002487165,0.0,0.0035607147216794033,0.08641973597696051,-0.007569154044843485,0.09622480440884829,-0.12342283116886393,-0.1128060872084461,-0.010616743960417827,0.09206386396575598,9.262335143669043,0.07320476975766782,126.52881260029972,10,0.5971404075622558,0.08916109540181803,12.710474457009695,0.0016618630976355363,16,4.509918880462647,78,8.871789627075195,12.710474457009695,0.7251530997184951,SUCCESS,21.26798912230879,0.2749386447831057,0.17446974639315158,0.10046889838995413,0.07152519339263093,9.385757974837906,0.0263615621498257,133.64873685594648,10,0.37104949951171873,0.03485159941138337,12.796894192986656,0.0012733963271564861,17,4.405246460437775,78,8.875350341796874,12.796894192986656,0.7175839456736516,SUCCESS,21.36421392671764,0.15151581361424177,0.06166365918470547,0.0898521544295363
qwen2.5-7b-inst,4,0.18943174362586374,-0.14035655609331954,2.688678128995765,12.350761460140347,0.0,0.014789581298828125,1.798228919855152,0.17142565303947954,0.0007853540034681128,0.0,-0.020250320434570312,0.0,-0.06546875000000085,0.17142565303947777,-0.0770040339310013,-0.06469448562711477,0.1403565560933202,0.04940784071804938,0.09094871537527083,-0.18943174362586374,0.14035655609331954,-2.688678128995765,-12.350761460140347,0.0,-0.014789581298828125,-1.798228919855152,-0.17142565303947954,-0.0007853540034681128,0.0,0.020250320434570312,0.0,0.06546875000000085,-0.17142565303947777,0.0770040339310013,0.06469448562711477,-0.1403565560933202,-0.04940784071804938,-0.09094871537527083,0.33005186666128955,10.434025981044396,2.706846064830351,135.21781960409135,9,1.585425567626953,1.8108588675769197,13.807958768168465,0.0025002764769733385,15,3.4496253967285155,98,10.69015625,13.807958768168463,0.6991738689408281,SUCCESS,21.356045528315008,1.5238466004375368,1.4322722506243735,0.09157434981316337,0.14062012303542581,10.574382537137716,0.018167935834585744,122.867058143951,9,1.570635986328125,0.01262994772176779,13.636533115128985,0.0017149224735052257,15,3.469875717163086,98,10.755625,13.636533115128985,0.7761779028718294,SUCCESS,21.420740013942122,1.3834900443442166,1.382864409906324,0.0006256344378925416
qwen2.5-7b-inst,5,0.06056221425782206,-0.005094820796512245,0.10445811147583016,73.06998970918357,0.0,0.09034423828125004,0.14061305366022683,0.110008065612055,0.0003666831834178573,0.0,-0.3738281250000002,0.0,-0.016562500000000924,0.110008065612055,-0.058940859043435045,0.016112910583615303,0.005094820796512023,0.0022830631118269107,0.0028117576846851122,-0.06056221425782206,0.005094820796512245,-0.10445811147583016,-73.06998970918357,0.0,-0.09034423828125004,-0.14061305366022683,-0.110008065612055,-0.0003666831834178573,0.0,0.3738281250000002,0.0,0.016562500000000924,-0.110008065612055,0.058940859043435045,-0.016112910583615303,-0.005094820796512023,-0.0022830631118269107,-0.0028117576846851122,0.12920491277393428,7.325341479037888,0.11416392721326117,196.865074894391,10,1.29573974609375,0.1526255009704903,10.056606915802695,0.0013755644064720992,18,3.219189453125,82,8.469453125,10.056606915802695,0.6779420204996723,SUCCESS,21.28327390924096,1.207030661846511,1.1997337182518095,0.007296943594701455,0.06864269851611222,7.330436299834401,0.009705815737431017,123.79508518520743,10,1.2053955078125,0.012012447310263475,9.94659885019064,0.0010088812230542418,18,3.593017578125,82,8.486015625,9.94659885019064,0.7368828795431074,SUCCESS,21.267160998657346,1.201935841049999,1.1974506551399826,0.004485185910016343
qwen2.5-7b-inst,6,0.04882026436922711,-0.019536071596666815,0.032548503432145715,-14.827984668314457,0.0,0.031891250610351585,0.014774445100121061,-0.032326089363776234,-3.8294917633517915e-05,0.0,0.16544990539550763,0.0,0.0015625000000003553,-0.03232608936377801,0.002669242616880285,0.15580097492784262,0.01953607159666715,0.024223728687502444,-0.0046876570908352955,-0.04882026436922711,0.019536071596666815,-0.032548503432145715,14.827984668314457,0.0,-0.031891250610351585,-0.014774445100121061,0.032326089363776234,3.8294917633517915e-05,0.0,-0.16544990539550763,0.0,-0.0015625000000003553,0.03232608936377801,-0.002669242616880285,-0.15580097492784262,-0.01953607159666715,-0.024223728687502444,0.0046876570908352955,0.12799355227156983,9.263137840537821,0.12319696393850563,160.64769706502557,9,0.4978046417236328,0.12622177325255085,12.4392133049696,0.0011589532510582802,16,4.19451904296875,85,10.26953125,12.4392133049696,0.6938939975874243,SUCCESS,21.17134247161448,0.3433981187059544,0.3365163016598672,0.006881817046087202,0.07917328790234272,9.282673912134488,0.09064846050635991,175.47568173334002,9,0.46591339111328123,0.11144732815242979,12.471539394333377,0.001197248168691798,16,4.029069137573242,85,10.26796875,12.471539394333378,0.691224754970544,SUCCESS,21.015541496686637,0.32386204710928723,0.31229257297236473,0.011569474136922497
qwen2.5-7b-inst,7,0.12682648060251928,-0.06376158134080434,0.655130760829826,18.58594132307917,-1.0,0.06355323791503897,0.6533434663513078,0.558045292634052,-0.0005187165447342532,0.0,-0.28565368652343714,0.0,0.006874999999999076,0.558045292634052,-0.06644213531964682,0.19934846833348274,0.06376158134080478,0.10636737608583657,-0.04260579474503179,-0.12682648060251928,0.06376158134080434,-0.655130760829826,-18.58594132307917,1.0,-0.06355323791503897,-0.6533434663513078,-0.558045292634052,0.0005187165447342532,0.0,0.28565368652343714,0.0,-0.006874999999999076,-0.558045292634052,0.06644213531964682,-0.19934846833348274,-0.06376158134080478,-0.10636737608583657,0.04260579474503179,0.28392526484805103,9.781445608614012,0.957746078613679,167.99078865814954,9,1.377001953125,0.8604460368976449,13.14614687577123,0.001488801421417578,14,4.857351684570313,96,11.084375,13.14614687577123,0.665440320556921,SUCCESS,21.297798842191696,1.179339398862794,1.135459664463997,0.04387973439879711,0.15709878424553175,9.845207189954817,0.302615317783853,149.40484733507037,10,1.313448715209961,0.20710257054633713,12.588101583137178,0.002007517966151831,14,5.14300537109375,96,11.0775,12.588101583137178,0.7318824558765679,SUCCESS,21.098450373858213,1.1155778175219893,1.0290922883781604,0.0864855291438289
qwen2.5-7b-inst,8,0.08059163441852865,-0.01859109899960565,0.14029782053691436,-14.074891520664096,0.0,0.03458633422851562,0.10175533930030667,-0.05023894009645957,-0.00027642609726392085,1.0,-0.37880859375000053,0.0,0.0014062500000004974,-0.05023894009645957,0.005308693963182787,0.14372427389025688,0.01859109899960458,0.03182943678693846,-0.013238337787333881,-0.08059163441852865,0.01859109899960565,-0.14029782053691436,14.074891520664096,0.0,-0.03458633422851562,-0.10175533930030667,0.05023894009645957,0.00027642609726392085,-1.0,0.37880859375000053,0.0,-0.0014062500000004974,0.05023894009645957,-0.005308693963182787,-0.14372427389025688,-0.01859109899960458,-0.03182943678693846,0.013238337787333881,0.20867472975298082,9.940149267530067,0.17271125051445377,133.21327657811344,10,0.13441543579101561,0.13422946480241352,13.01870351578109,0.001145524717758137,15,4.7202392578125,74,9.76875,13.01870351578109,0.7677954002263746,SUCCESS,21.389855501241982,0.09515284695662558,0.05641298950649798,0.038739857450127604,0.12808309533445217,9.958740366529673,0.032413429977539404,147.28816809877753,10,0.0998291015625,0.03247412550210684,13.068942455877549,0.0014219508150220578,14,5.0990478515625,74,9.76734375,13.068942455877549,0.7624867062631918,SUCCESS,21.246131227351725,0.076561747957021,0.02458355271955952,0.051978195237461486
qwen2.5-7b-inst,9,0.12022574289943783,-0.3629920177045278,4.1301582347631545,-37.53150238096714,0.0,0.3607521057128906,4.243342245759838,-0.3806268121232286,0.0002862341619309279,-2.0,0.10021362304687509,-1.0,0.018749999999998934,-0.3806268121232286,-0.28732698779691734,-0.035494192503392696,0.3629920177045278,0.30541795368772,0.05757406401680783,-0.12022574289943783,0.3629920177045278,-4.1301582347631545,37.53150238096714,0.0,-0.3607521057128906,-4.243342245759838,0.3806268121232286,-0.0002862341619309279,2.0,-0.10021362304687509,1.0,-0.018749999999998934,0.3806268121232286,0.28732698779691734,0.035494192503392696,-0.3629920177045278,-0.30541795368772,-0.05757406401680783,0.2593937315802108,9.107096506131347,4.38881967345176,142.176269386895,10,0.467279052734375,4.468149648799998,12.367499143269379,0.0018126912828438277,14,2.098114013671875,85,9.0059375,12.367499143269379,0.41193107251695016,SUCCESS,21.154527066275477,0.4486493339412846,0.383398488140665,0.06525084580061957,0.13916798868077296,9.470088523835875,0.25866143868860547,179.70777176786214,10,0.10652694702148438,0.22480740304015967,12.748125955392608,0.0015264571209128999,16,1.997900390625,86,8.987187500000001,12.748125955392608,0.6992580603138675,SUCCESS,21.19002125877887,0.08565731623675674,0.07798053445294499,0.007676781783811745
qwen2.5-7b-inst,10,0.05279274183272736,0.07883562521892706,0.15292245486920358,26.174873126670718,1.0,-0.2224143981933595,0.119950646212975,0.3784977641247682,-5.118350584445064e-05,0.0,0.02924804687500071,0.0,-0.007968749999999858,0.3784977641247682,-0.023856202312792618,-0.06940066814422607,-0.07883562521892595,0.01635816583875571,-0.09519379105768166,-0.05279274183272736,-0.07883562521892706,-0.15292245486920358,-26.174873126670718,-1.0,0.2224143981933595,-0.119950646212975,-0.3784977641247682,5.118350584445064e-05,0.0,-0.02924804687500071,0.0,0.007968749999999858,-0.3784977641247682,0.023856202312792618,0.06940066814422607,0.07883562521892595,-0.01635816583875571,0.09519379105768166,0.193352970833032,9.79541018199525,0.23341936890865955,130.78782572411,10,1.2036155700683593,0.21011702345529476,13.884294014942135,0.0008261133212134428,13,5.926123046875,77,10.714375,13.884294014942135,0.7172253404567727,SUCCESS,21.570235286839306,1.0940150003472808,0.967381244560238,0.12663375578704283,0.14056022900030463,9.716574556776322,0.08049691403945596,104.61295259743929,9,1.4260299682617188,0.09016637724231975,13.505796250817367,0.0008772968270578935,13,5.896875,77,10.72234375,13.505796250817367,0.7410815427695653,SUCCESS,21.639635954983532,1.1728506255662068,0.9510230787214823,0.2218275468447245
