alias,case,delta_neutral_minus_soft_P_terminal,delta_neutral_minus_soft_actual_sum,delta_neutral_minus_soft_capacity_terminal,delta_neutral_minus_soft_edit_core_wall,delta_neutral_minus_soft_eff_correct,delta_neutral_minus_soft_eff_nll_mean,delta_neutral_minus_soft_energy_terminal,delta_neutral_minus_soft_finite_demand_sum,delta_neutral_minus_soft_functional_p_mean,delta_neutral_minus_soft_gen_correct,delta_neutral_minus_soft_gen_nll_mean,delta_neutral_minus_soft_loc_correct,delta_neutral_minus_soft_loc_nll_mean,delta_neutral_minus_soft_predicted_sum,delta_neutral_minus_soft_realization_mean,delta_neutral_minus_soft_terminal_evaluator_wall,delta_neutral_minus_soft_w8_full6_nll,delta_neutral_minus_soft_z8_full6_nll,delta_neutral_minus_soft_z_w_full6_gap,delta_soft_minus_neutral_P_terminal,delta_soft_minus_neutral_actual_sum,delta_soft_minus_neutral_capacity_terminal,delta_soft_minus_neutral_edit_core_wall,delta_soft_minus_neutral_eff_correct,delta_soft_minus_neutral_eff_nll_mean,delta_soft_minus_neutral_energy_terminal,delta_soft_minus_neutral_finite_demand_sum,delta_soft_minus_neutral_functional_p_mean,delta_soft_minus_neutral_gen_correct,delta_soft_minus_neutral_gen_nll_mean,delta_soft_minus_neutral_loc_correct,delta_soft_minus_neutral_loc_nll_mean,delta_soft_minus_neutral_predicted_sum,delta_soft_minus_neutral_realization_mean,delta_soft_minus_neutral_terminal_evaluator_wall,delta_soft_minus_neutral_w8_full6_nll,delta_soft_minus_neutral_z8_full6_nll,delta_soft_minus_neutral_z_w_full6_gap,neutral_P_terminal,neutral_actual_sum,neutral_capacity_terminal,neutral_edit_core_wall,neutral_eff_correct,neutral_eff_nll_mean,neutral_energy_terminal,neutral_finite_demand_sum,neutral_functional_p_mean,neutral_gen_correct,neutral_gen_nll_mean,neutral_loc_correct,neutral_loc_nll_mean,neutral_predicted_sum,neutral_realization_mean,neutral_status,neutral_terminal_evaluator_wall,neutral_w8_full6_nll,neutral_z8_full6_nll,neutral_z_w_full6_gap,soft_P_terminal,soft_actual_sum,soft_capacity_terminal,soft_edit_core_wall,soft_eff_correct,soft_eff_nll_mean,soft_energy_terminal,soft_finite_demand_sum,soft_functional_p_mean,soft_gen_correct,soft_gen_nll_mean,soft_loc_correct,soft_loc_nll_mean,soft_predicted_sum,soft_realization_mean,soft_status,soft_terminal_evaluator_wall,soft_w8_full6_nll,soft_z8_full6_nll,soft_z_w_full6_gap
llama3-8b-inst,1,0.0004073674677797408,0.0034136419068087065,0.046989154288016505,-27.41490947920829,0.0,-0.01619720458984375,0.0755942582558872,0.035278581595049374,-0.00020071185785351144,0.0,0.04595413208007848,0.0,-0.014687499999999076,0.0352785815950476,-0.007642772758230332,-0.00439281202852726,-0.0034136419068090673,-0.009708960657007992,0.006295318750198925,-0.0004073674677797408,-0.0034136419068087065,-0.046989154288016505,27.41490947920829,0.0,0.01619720458984375,-0.0755942582558872,-0.035278581595049374,0.00020071185785351144,0.0,-0.04595413208007848,0.0,0.014687499999999076,-0.0352785815950476,0.007642772758230332,0.00439281202852726,0.0034136419068090673,0.009708960657007992,-0.006295318750198925,0.0068718446020691725,11.610651698964649,0.09669954565175845,86.92784435022622,10,0.0705718994140625,0.155995409644054,14.183649880427403,0.0067971038404744276,19,2.526171875,92,12.3196875,14.183649880427403,0.7505784703135844,SUCCESS,18.998920728452504,0.08563979540485889,0.0582020495319739,0.027437745872884986,0.006464477134289432,11.60723805705784,0.049710391363741946,114.34275382943451,10,0.08676910400390625,0.08040115138816681,14.148371298832354,0.006997815698327939,19,2.4802177429199217,92,12.334375,14.148371298832355,0.7582212430718147,SUCCESS,19.00331354048103,0.08905343731166795,0.0679110101889819,0.02114242712268606
llama3-8b-inst,2,0.0008646917620723782,0.026331408205441775,-0.01195145443736845,-17.61098075658083,0.0,-0.037298202514648444,-0.020288439151277406,0.22708234188612408,0.011512847441743093,0.0,-0.13505859374999973,0.0,-0.02351562499999993,0.22708234188612408,0.011033482364145253,-0.2855426948517561,-0.02633140820544213,0.0023445959435775855,-0.02867600414901971,-0.0008646917620723782,-0.026331408205441775,0.01195145443736845,17.61098075658083,0.0,0.037298202514648444,0.020288439151277406,-0.22708234188612408,-0.011512847441743093,0.0,0.13505859374999973,0.0,0.02351562499999993,-0.22708234188612408,-0.011033482364145253,0.2855426948517561,0.02633140820544213,-0.0023445959435775855,0.02867600414901971,0.006779843631286835,11.165929615614004,0.005768816391197505,92.81306720804423,10,0.035979843139648436,0.009243632182269089,14.741281326010357,0.1274399594249887,16,2.6613037109375,86,10.907109375000001,14.741281326010357,0.731748011689607,SUCCESS,18.877501876093447,0.05038765657227486,0.03327167684910819,0.017115979723166676,0.005915151869214457,11.139598207408563,0.017720270828565955,110.42404796462506,10,0.07327804565429688,0.029532071333546493,14.514198984124233,0.11592711198324561,16,2.7963623046875,86,10.930625000000001,14.514198984124233,0.7207145293254618,SUCCESS,19.163044570945203,0.07671906477771699,0.0309270809055306,0.04579198387218639
llama3-8b-inst,3,-0.00020184556728775928,-0.004843720793724415,0.002031229277517685,-10.32542635127902,0.0,0.004157257080078126,0.00248409579087187,0.011289129679788346,0.000552366911923328,0.0,0.015462493896484464,0.0,-0.011773986816406179,0.011289129679788346,-0.004266243243058798,-0.309706118889153,0.0048437207937240614,0.0014472316135652362,0.0033964891801588244,0.00020184556728775928,0.004843720793724415,-0.002031229277517685,10.32542635127902,0.0,-0.004157257080078126,-0.00248409579087187,-0.011289129679788346,-0.000552366911923328,0.0,-0.015462493896484464,0.0,0.011773986816406179,-0.011289129679788346,0.004266243243058798,0.309706118889153,-0.0048437207937240614,-0.0014472316135652362,-0.0033964891801588244,0.006198621896901087,9.448112413845957,0.02070019718544903,90.56830469146371,10,0.024205398559570313,0.03269192508230773,11.862113463290735,0.005158321680719174,19,3.2297138214111327,87,9.273816986083984,11.862113463290735,0.7563627510794664,SUCCESS,18.727095398120582,0.03854549173265696,0.006511516467435285,0.03203397526522167,0.006400467464188846,9.452956134639681,0.018668967907931346,100.89373104274273,10,0.020048141479492188,0.030207829291435857,11.850824333610946,0.004605954768795846,19,3.2142513275146483,87,9.28559097290039,11.850824333610946,0.7606289943225252,SUCCESS,19.036801517009735,0.033701770938932896,0.005064284853870049,0.028637486085062846
llama3-8b-inst,4,0.0008600892104010781,0.003443271631841327,0.013248844271750335,11.721469158306718,0.0,-0.016049098968505864,0.02225935921749179,0.10234487915295176,-0.0007990570237269012,0.0,0.017159271240234197,0.0,-0.008867187500001705,0.10234487915295176,-0.015433464740024716,-0.07574944104999304,-0.0034432716318406192,-0.008176796772750095,0.004733525140909481,-0.0008600892104010781,-0.003443271631841327,-0.013248844271750335,-11.721469158306718,0.0,0.016049098968505864,-0.02225935921749179,-0.10234487915295176,0.0007990570237269012,0.0,-0.017159271240234197,0.0,0.008867187500001705,-0.10234487915295176,0.015433464740024716,0.07574944104999304,0.0034432716318406192,0.008176796772750095,-0.004733525140909481,0.00694407901401842,9.921421863674187,0.0267526347443931,104.45773283578455,10,0.03586025238037109,0.04414172870604524,13.053837831615239,0.042633371955875035,16,3.286934661865234,92,10.453554687499999,13.053837831615239,0.7410250672322857,SUCCESS,18.93609502259642,0.057660625339485704,0.007592145231319592,0.050068480108166113,0.006083989803617342,9.917978592042346,0.013503790472642765,92.73626367747784,10,0.051909351348876955,0.02188236948855345,12.951492952462287,0.043432428979601936,16,3.269775390625,92,10.462421875,12.951492952462287,0.7564585319723104,SUCCESS,19.011844463646412,0.06110389697132632,0.015768942004069687,0.04533495496725663
llama3-8b-inst,5,0.00021862594755841375,-0.0028130483813573193,0.037246241019791515,-16.411056532524526,0.0,0.002375793457031261,0.06409791972935105,0.010465281666258264,0.00055634142855287,0.0,0.03126220703124982,0.0,-0.011132812500001421,0.010465281666256487,-0.006127944001270147,0.028800757601857185,0.002813048381358374,-0.011753035010769963,0.014566083392128337,-0.00021862594755841375,0.0028130483813573193,-0.037246241019791515,16.411056532524526,0.0,-0.002375793457031261,-0.06409791972935105,-0.010465281666258264,-0.00055634142855287,0.0,-0.03126220703124982,0.0,0.011132812500001421,-0.010465281666256487,0.006127944001270147,-0.028800757601857185,-0.002813048381358374,0.011753035010769963,-0.014566083392128337,0.005749822443792261,9.719477831153199,0.11779268250196627,96.05534169822931,10,0.2484222412109375,0.20209394616368082,12.967662165709772,0.00439611855126622,18,2.0292098999023436,86,9.725624999999999,12.967662165709772,0.7244034230701837,SUCCESS,19.004481060430408,0.30628267643041907,0.1756531364750117,0.13062953995540735,0.005531196496233847,9.722290879534556,0.08054644148217475,112.46639823075384,10,0.24604644775390624,0.13799602643432976,12.957196884043514,0.0038397771227133503,18,1.9979476928710938,86,9.7367578125,12.957196884043515,0.7305313670714538,SUCCESS,18.97568030282855,0.3034696280490607,0.18740617148578168,0.11606345656327902
llama3-8b-inst,6,-0.0001762012229789417,0.004530687723310223,-0.00564751511085743,24.883173942565918,0.0,-0.0010591506958007799,-0.01005754938265959,0.06858635749667741,0.00033389069435368034,0.0,0.12323303222656246,0.0,0.002656250000001137,0.06858635749667741,0.0021426986486474675,-0.18513862416148186,-0.004530687723308807,-0.004773931810632348,0.00024324408732354086,0.0001762012229789417,-0.004530687723310223,0.00564751511085743,-24.883173942565918,0.0,0.0010591506958007799,0.01005754938265959,-0.06858635749667741,-0.00033389069435368034,0.0,-0.12323303222656246,0.0,-0.002656250000001137,-0.06858635749667741,-0.0021426986486474675,0.18513862416148186,0.004530687723308807,0.004773931810632348,-0.00024324408732354086,0.006317067953952271,9.386039121448995,0.02207414441114937,118.88925430830568,10,0.0141326904296875,0.03451712105321563,11.623274722561474,0.005211679044589782,17,1.9592926025390625,83,9.9525,11.623274722561474,0.7386816564797948,SUCCESS,18.70437413919717,0.033277218043804166,0.007062202238012105,0.02621501580579206,0.006493269176931213,9.381508433725685,0.027721659522006798,94.00608036573976,10,0.01519184112548828,0.04457467043587522,11.554688365064797,0.0048777883502361015,17,1.8360595703125,83,9.94984375,11.554688365064797,0.7365389578311473,SUCCESS,18.889512763358653,0.03780790576711297,0.011836134048644453,0.02597177171846852
llama3-8b-inst,7,0.0006793205754634874,-0.09565822567092219,0.057077888950962906,-34.60369853116572,0.0,0.17223815917968752,0.08881190383906148,0.11828334554447828,0.00014592170354819477,0.0,-0.02290840148925799,0.0,-0.023046875000000355,0.1182833455444765,-0.0603031415705082,-0.15068654157221317,0.09565822567092255,0.01614844274590723,0.07950978292501534,-0.0006793205754634874,0.09565822567092219,-0.057077888950962906,34.60369853116572,0.0,-0.17223815917968752,-0.08881190383906148,-0.11828334554447828,-0.00014592170354819477,0.0,0.02290840148925799,0.0,0.023046875000000355,-0.1182833455444765,0.0603031415705082,0.15068654157221317,-0.09565822567092255,-0.01614844274590723,-0.07950978292501534,0.006255093379014659,11.205519725906198,0.08500823370644546,100.29639799147844,10,0.2849761962890625,0.13368446862515157,15.129137828364039,0.005121346006188616,19,1.3955959320068358,95,10.631328125,15.129137828364037,0.6410140171330712,SUCCESS,18.971144628711045,0.20456146992510185,0.06330522270873189,0.14125624721636998,0.0055757728035511715,11.30117795157712,0.027930344755482554,134.90009652264416,10,0.112738037109375,0.04487256478609008,15.01085448281956,0.004975424302640421,19,1.4185043334960938,95,10.654375,15.01085448281956,0.7013171587035794,SUCCESS,19.121831170283258,0.1089032442541793,0.047156779962824656,0.06174646429135464
llama3-8b-inst,8,2.107157856040022e-05,-0.00541815571487092,0.033998013200138455,6.9309710105881095,0.0,0.022790336608886713,0.05001331685216695,-0.072692837779325,7.368950058208971e-05,0.0,0.09896240234375009,0.0,-0.017421875000000142,-0.072692837779325,0.007632299750773397,-0.28050417732447386,0.005418155714869505,0.001156263363372996,0.004261892351496509,-2.107157856040022e-05,0.00541815571487092,-0.033998013200138455,-6.9309710105881095,0.0,-0.022790336608886713,-0.05001331685216695,0.072692837779325,-7.368950058208971e-05,0.0,-0.09896240234375009,0.0,0.017421875000000142,0.072692837779325,-0.007632299750773397,0.28050417732447386,-0.005418155714869505,-0.001156263363372996,-0.004261892351496509,0.00573305616294726,10.007572373049333,0.050085948323412136,112.91244279406965,10,0.16550884246826172,0.07659119638297357,12.96581255355486,0.002262213628974107,20,2.826220703125,80,9.982734375,12.96581255355486,0.6898678023963807,SUCCESS,18.98951139487326,0.09277683864347637,0.05722110054484801,0.03555573809862836,0.00571198458438686,10.012990528764204,0.016087935123273684,105.98147178348154,10,0.142718505859375,0.026577879530806616,13.038505391334185,0.0021885241283920174,20,2.72725830078125,80,10.00015625,13.038505391334185,0.6822355026456073,SUCCESS,19.270015572197735,0.08735868292860687,0.056064837181475015,0.03129384574713185
llama3-8b-inst,9,0.0003485692725606381,0.004105306649581308,0.013971316021082248,29.470786650665104,0.0,-0.0016605377197265597,0.023382076697451203,0.03468597549944974,4.331453246714072e-05,0.0,-0.07237625122070312,0.0,-0.013124999999998721,0.03468597549944796,0.005118678343958738,-0.15174078568816185,-0.004105306649580587,-0.00031556991161776904,-0.0037897367379628177,-0.0003485692725606381,-0.004105306649581308,-0.013971316021082248,-29.470786650665104,0.0,0.0016605377197265597,-0.023382076697451203,-0.03468597549944974,-4.331453246714072e-05,0.0,0.07237625122070312,0.0,0.013124999999998721,-0.03468597549944796,-0.005118678343958738,0.15174078568816185,0.004105306649580587,0.00031556991161776904,0.0037897367379628177,0.006030535229978571,10.014572947367562,0.031233825970012827,108.37267342861742,10,0.08219490051269532,0.05231209316448306,12.04585796049796,0.008803225855846152,18,1.465970230102539,94,9.741875,12.04585796049796,0.7637020214130374,SUCCESS,18.93369620386511,0.14183445657836274,0.12623154155444355,0.015602915023919195,0.005681965957417933,10.01046764071798,0.01726250994893058,78.90188677795231,10,0.08385543823242188,0.02893001646703186,12.01117198499851,0.008759911323379012,18,1.5383464813232421,94,9.754999999999999,12.011171984998512,0.7585833430690787,SUCCESS,19.085436989553273,0.14593976322794333,0.12654711146606132,0.019392651761882013
llama3-8b-inst,10,0.0002247287148052484,-0.08660677977604792,-0.005075858900715241,19.170839734375477,0.0,0.09473762512207029,-0.0038566767575371197,-0.06398777570284331,7.261145397054018e-05,-2.0,0.28271369934082036,0.0,-0.003320312500001421,-0.06398777570284331,-0.0009772009483465238,-0.06598608009517193,0.08660677977604792,0.11464069861394821,-0.028033918837900296,-0.0002247287148052484,0.08660677977604792,0.005075858900715241,-19.170839734375477,0.0,-0.09473762512207029,0.0038566767575371197,0.06398777570284331,-7.261145397054018e-05,2.0,-0.28271369934082036,0.0,0.003320312500001421,0.06398777570284331,0.0009772009483465238,0.06598608009517193,-0.08660677977604792,-0.11464069861394821,0.028033918837900296,0.009109285868450053,9.963555188872853,0.08388146085417672,113.83991689514369,10,0.518399429321289,0.13196281835600732,12.934258837770905,0.006387742795091229,17,1.99835205078125,80,10.858461914062499,12.934258837770905,0.7469178916619825,SUCCESS,19.024730877019465,0.43114872386213393,0.3877731143467827,0.04337560951535124,0.008884557153644805,10.0501619686489,0.08895731975489196,94.66907716076821,10,0.42366180419921873,0.13581949511354444,12.998246613473748,0.006315131341120689,19,1.7156383514404296,80,10.8617822265625,12.998246613473748,0.747895092610329,SUCCESS,19.090716957114637,0.344541944086086,0.2731324157328345,0.07140952835325154
