W_sha256,actual_commit_evaluator_count,actual_commit_forward_count,alias,arm,batch,cold_initialization_count,endpoint_M,entry_M,entry_W,fixed_z_request_count,history_append_count,target_sha256
271955b474f1f1472fa1c871a5dee9b63b9df852c2c192bc66f7892e506af2fb,0,0,qwen2.5-7b-inst,O_NATIVE,3,0,162708e630d717502b7945ffd3ac3875e22622231d739fe281c6cb728f8e6188,69bffbd69cb174b24d42cf3a566dce7305c3030b4fe572ae26449134ea44a247,017a93f6593761cb7881a4808074d8f19fb8eac81010bbf08ddd56b39d76821e,100,1,687aac3e650314e8dba0abdc8b04c65275148d04b5ba5adf018002bc341bdb20
de5154ac6a03643df5f8321493bb5de8aa04dd95ec70e007126421c1932ab7e2,0,0,qwen2.5-7b-inst,O_NATIVE,4,0,1b890df80dff147a928c6963c25fe4471b972f072219c4ee776240e2ca350721,162708e630d717502b7945ffd3ac3875e22622231d739fe281c6cb728f8e6188,271955b474f1f1472fa1c871a5dee9b63b9df852c2c192bc66f7892e506af2fb,100,1,c2bc484ff13af9adf659d5765e83e1ce2666d63e4cff8d7ac60e83229454ccc4
ac45574e193bf4855d355ab4d75d8d1408faa29776e9551704b4fc0170117c6f,0,0,qwen2.5-7b-inst,O_NATIVE,5,0,dac857673361a2c4364d334d9fae006793ad491f2f0e21642429674f17a6456a,1b890df80dff147a928c6963c25fe4471b972f072219c4ee776240e2ca350721,de5154ac6a03643df5f8321493bb5de8aa04dd95ec70e007126421c1932ab7e2,100,1,b6ee1845aa7cedac2b19042379dc3a56b219316d1716fad0d3ef31c80a3e43cb
04c140f9b73cd9097d7a2d02b03e24fefbf8fc03dce01c2587e750a126a38742,0,0,qwen2.5-7b-inst,O_NATIVE,6,0,853ee31d7e721354d464bb24b6eaa1444afabbb53e9b453c5ff6434aaa22085c,dac857673361a2c4364d334d9fae006793ad491f2f0e21642429674f17a6456a,ac45574e193bf4855d355ab4d75d8d1408faa29776e9551704b4fc0170117c6f,100,1,5c6a190811756a7859040a1f813d5a1092dae36e063fa386eeab5298549f7fd5
fe723527b90423fa24f5c89e38b4b93377fa6d5e47095e8b4b578ecc0ad1a921,0,0,qwen2.5-7b-inst,O_NATIVE,7,0,d644d6d4161082749a4371b64dd9418cbf9b6438220f984b0aa0b64efb8a6c39,853ee31d7e721354d464bb24b6eaa1444afabbb53e9b453c5ff6434aaa22085c,04c140f9b73cd9097d7a2d02b03e24fefbf8fc03dce01c2587e750a126a38742,100,1,9c0b873ddb1d2f9f7485fb73cf26e22f4e0001d9794538711e458fd19124bc9c
652788858f3e3f9a3e5b485b74e60245d63c643c0ca465a31318b6cfc964efaf,0,0,qwen2.5-7b-inst,O_NATIVE,8,0,2a0a8831078f4ddff008ca0a01c979ff2340eb63c3db809f16b7be65277fecec,d644d6d4161082749a4371b64dd9418cbf9b6438220f984b0aa0b64efb8a6c39,fe723527b90423fa24f5c89e38b4b93377fa6d5e47095e8b4b578ecc0ad1a921,100,1,e297492b82d52a27750b7e0d12dd53bf17009a7f87ac3190d5b30d81ea8546e7
0ba2163dd0474eeae3bebe507a8897bd63347270f019670c170eef44e6c7d1ec,0,0,qwen2.5-7b-inst,O_NATIVE,9,0,68f2813ad2bada33580c7e5179af7b5fd93d3fa3c0b38c5d0038c34c0a43007f,2a0a8831078f4ddff008ca0a01c979ff2340eb63c3db809f16b7be65277fecec,652788858f3e3f9a3e5b485b74e60245d63c643c0ca465a31318b6cfc964efaf,100,1,5446993147d147703438bbe766566c2f0f2c7956b880b334a280cf51765d45e1
dc96112ac57d61633298386c7826a5b17fd5bbd7e477a064488d2861fdabcc6c,0,0,qwen2.5-7b-inst,O_NATIVE,10,0,b160d3916178728cafbbaae4d8cb4d3a3fff295b7109946c75ad0f38a0581f58,68f2813ad2bada33580c7e5179af7b5fd93d3fa3c0b38c5d0038c34c0a43007f,0ba2163dd0474eeae3bebe507a8897bd63347270f019670c170eef44e6c7d1ec,100,1,8b942e577971d57f762374e7babe398c06b636d70ebc79e4aeba2766d736f932
9ba1de2380e53a9a881631f0f91ebdad6923edf12b3650d951f87609ebee4b66,0,0,llama3-8b-inst,JV_NATIVE,1,1,0c566ceb5c7fecdcfa18682612d0861a74ef057bafdcc2bf702287149860bb71,1e18337a1eca1bb2d5ab0abdc046be7e42c5c00904e3ea65c2f7dc94e5b54807,c8ea4686f3070ba6fe032c2d3b579c7c9dacd842886175216c34b8dd18f911f2,100,1,b77e88c4561b906475d6ad9c6fc47323e8490b1cf7c37b4f2fc76c665e33c011
4afed5c0623ea7bf17befbad477f1996dbc2924a562afa31dc0488a234bc2db4,0,0,llama3-8b-inst,JV_NATIVE,2,0,322f4388fa3ad728b6640c977a10efb3fa845732e54be4ffde94e1c11fa0cbd7,0c566ceb5c7fecdcfa18682612d0861a74ef057bafdcc2bf702287149860bb71,9ba1de2380e53a9a881631f0f91ebdad6923edf12b3650d951f87609ebee4b66,100,1,4cfe023a2ddb0d93c70b838186b4f7dc5abb5a6f9b1dd9d125b1acd715915e5c
cb5d6a959cfe0b8e530c495fc2c1f56af64cd3ffef9000ebdea5e4a483a3e9ea,0,0,llama3-8b-inst,JV_NATIVE,3,0,aaed6488f33eb52c4e33908be3c6c715ebb0aa4bc52e5705ca49922ffaab27ba,322f4388fa3ad728b6640c977a10efb3fa845732e54be4ffde94e1c11fa0cbd7,4afed5c0623ea7bf17befbad477f1996dbc2924a562afa31dc0488a234bc2db4,100,1,a61474ca0fa808d7d79713eb75759246235ed6bb8a4b146c3b3c7ecc7832323e
72939d22ec3e439e55385a04f61344e2fa062f8b27e174ba2910e8c99c7a2cb0,0,0,llama3-8b-inst,JV_NATIVE,4,0,09116abd23d1c3db5a58af53e38d43090a1940913cc6e16b8bd19c8f02773eb4,aaed6488f33eb52c4e33908be3c6c715ebb0aa4bc52e5705ca49922ffaab27ba,cb5d6a959cfe0b8e530c495fc2c1f56af64cd3ffef9000ebdea5e4a483a3e9ea,100,1,113c628bccb0dedf24e00f8dcc955c6ba15ffe245ec870e1db92dc7b75039d4a
b4580ec60ed824cb7093d344c592e50b2008be8e1c39efea09e710dfe1355d00,0,0,llama3-8b-inst,JV_NATIVE,5,0,974c6869cf13e71af961aae73bf12452447a43bd997303e1424252ee06035104,09116abd23d1c3db5a58af53e38d43090a1940913cc6e16b8bd19c8f02773eb4,72939d22ec3e439e55385a04f61344e2fa062f8b27e174ba2910e8c99c7a2cb0,100,1,5dc825b10d1d8d5a3579abb99f5212ead40a0504d0706b16bd90aa2f912d3b22
e2eff7a117312c3776ad015bd3cfa6ae27228bcbc08e894bb9bdb3820380843b,0,0,llama3-8b-inst,JV_NATIVE,6,0,d5683841dbecb14a17d4c06798c399c554911782935659c132090bea0a212e22,974c6869cf13e71af961aae73bf12452447a43bd997303e1424252ee06035104,b4580ec60ed824cb7093d344c592e50b2008be8e1c39efea09e710dfe1355d00,100,1,60e34242d850ecbc37458a838429fb7e55e62eac21aa8fb7682f6028b6b176fd
649f8349e5e02246073198eb79a7fdbc950238a3d3ff855a95df18c4ed4fe1e9,0,0,llama3-8b-inst,JV_NATIVE,7,0,54b05535a54cb2ef54e79930f81cc4d1b0b942f065090e020ce05b5175acda38,d5683841dbecb14a17d4c06798c399c554911782935659c132090bea0a212e22,e2eff7a117312c3776ad015bd3cfa6ae27228bcbc08e894bb9bdb3820380843b,100,1,4a1b0294430a88ea26feb1328a7df3d76a54ce04575725da49d6e7fbfc07d8bb
8389f08a39286091e9582eb064dc702d2d639f875ffb9072546d0e9bbf13c0c3,0,0,llama3-8b-inst,JV_NATIVE,8,0,8b0b3404d7630c26dec9a3ba369e1cf5efcb8adb1ecc807c00a27ce9a18e7c4f,54b05535a54cb2ef54e79930f81cc4d1b0b942f065090e020ce05b5175acda38,649f8349e5e02246073198eb79a7fdbc950238a3d3ff855a95df18c4ed4fe1e9,100,1,ff907c1b80a5a4694a8b4348b57dc291996bf2486a3f5f11fb2622cd5dbe3a9b
cae6f9222d55656c6d3ef863222d4ec1a943d5f55bfbf4841775f5cc124a290b,0,0,llama3-8b-inst,JV_NATIVE,9,0,73065d67ca303b3c1d55a5beef7760c76590b522ab53073c777c2be93c342d03,8b0b3404d7630c26dec9a3ba369e1cf5efcb8adb1ecc807c00a27ce9a18e7c4f,8389f08a39286091e9582eb064dc702d2d639f875ffb9072546d0e9bbf13c0c3,100,1,6ac3b52299e35825fe8f14c8761015bf5ef84869e74db38b08ee891d196dd508
f99bf53d133ea23c774753760d9aba1a4305e323982b2e65fa9167558dd8ae83,0,0,qwen2.5-7b-inst,JV_NATIVE,1,1,291999fe5adb275fdf5996b84e59c438321044a8aa2b42e99eab87f4c0e8bec1,9848947d4f6a5e5c61bffab45450ad78f92592bf236dd90d1ae1520159aba973,cdd5922436375d05aa5b7bae8059da9767e51a6f89eda6ec78b49a2986551428,100,1,9bcb922af5de9625ef11be8277d1c976116bba606bebaa78511bbdf66f9b36bd
336071fceacd1b2352d81b4f5b8df2c8de0c1cfcca03282ec4cdaab62e206003,0,0,qwen2.5-7b-inst,JV_NATIVE,2,0,e513e4ed673d9499e789620157463cfa8178e3001711f5551d03dc70db637fac,291999fe5adb275fdf5996b84e59c438321044a8aa2b42e99eab87f4c0e8bec1,f99bf53d133ea23c774753760d9aba1a4305e323982b2e65fa9167558dd8ae83,100,1,ca8f83e7e87694448c429d2d77678a7cfc30722231425957854a2ad12fac303f
70e8f2f46513c6c429f0ecd307967f846c6d2562663f011aa448a55b2db232b6,0,0,qwen2.5-7b-inst,JV_NATIVE,3,0,fa94f1bd743c9af8382db9e3af2180afa761ece01b4fdef1ebcbb34094d5eaab,e513e4ed673d9499e789620157463cfa8178e3001711f5551d03dc70db637fac,336071fceacd1b2352d81b4f5b8df2c8de0c1cfcca03282ec4cdaab62e206003,100,1,24c27bb771a1a3a58c6dd9046ec411ed7a2e713912b3c249535dddbffc75fd70
4edec00e29c8bc37bc75d5ba0b05b334ccc70b95f86958f198a060e39ad5ced0,0,0,qwen2.5-7b-inst,JV_NATIVE,4,0,fed0ab36c26629e5302525965534ab01fb5ae104dfc29de60fcd48904ac7e2eb,fa94f1bd743c9af8382db9e3af2180afa761ece01b4fdef1ebcbb34094d5eaab,70e8f2f46513c6c429f0ecd307967f846c6d2562663f011aa448a55b2db232b6,100,1,2f879700db8d6ca62f86c66d1b933174ecb70a9bf9df3b5bf423f76ce6aea5a4
400a5c535d67b782cbc21c72fb77f23cfcd1ec37d8594adbabf0e69daa529948,0,0,qwen2.5-7b-inst,JV_NATIVE,5,0,6a267c1ff6f82a443f05e733a8ffd3eb741bbd9ae4629fee0995847bf54e066c,fed0ab36c26629e5302525965534ab01fb5ae104dfc29de60fcd48904ac7e2eb,4edec00e29c8bc37bc75d5ba0b05b334ccc70b95f86958f198a060e39ad5ced0,100,1,164542a3c4cc60a5de573f103438af556c9b9b30ae7c304ca948dcf99709acf6
