current_key_action,current_key_action_in_native_penalty,endpoint,entry,global_covariance_risk,global_frobenius_sq,local_L2_action,local_covariance_risk,local_frobenius_sq,local_history_action,local_operator_estimates,member,native_action,operator_estimates,operator_is_upper_bound,original_covariance_risk,precision_status,unit
0.0,False,ENTRY-full,Middle,1.2642514000948712,4415.940648176647,0.0,0.0,0.0,0.0,"[{""eigen_residual"": 0.0, ""seed"": 20260910, ""singular_estimate"": 0.0}, {""eigen_residual"": 0.0, ""seed"": 20260911, ""singular_estimate"": 0.0}]",ENTRY-structure.json,0.0,"[{""eigen_residual"": 9.280368431063835e-06, ""seed"": 20260910, ""singular_estimate"": 5.720317840576172}, {""eigen_residual"": 0.0001389868266414851, ""seed"": 20260911, ""singular_estimate"": 5.720318794250488}]",False,1.2642514000948712,SEALED_ALGEBRA_ONLY_CORRECTION,native
472.4079062781608,False,N-full,Middle,1.2924008079481268,4530.710202742213,115.43389158612966,0.027785154415447995,115.43389158612966,21.22628188110805,"[{""eigen_residual"": 0.003581501077860594, ""seed"": 20260910, ""singular_estimate"": 1.6920989751815796}, {""eigen_residual"": 0.006687792018055916, ""seed"": 20260911, ""singular_estimate"": 1.6920859813690186}]",N-structure.json,136.6601734672377,"[{""eigen_residual"": 6.861129349999828e-06, ""seed"": 20260910, ""singular_estimate"": 5.789094924926758}, {""eigen_residual"": 0.0010273362277075648, ""seed"": 20260911, ""singular_estimate"": 5.7890944480896}]",False,1.2924008079481268,SEALED_ALGEBRA_ONLY_CORRECTION,native
486.1973172069901,False,W0-full,Middle,0.0,0.0,4415.940648176647,1.2642514000948712,4415.940648176647,39106.782620536855,"[{""eigen_residual"": 9.280368431063835e-06, ""seed"": 20260910, ""singular_estimate"": 5.720317840576172}, {""eigen_residual"": 0.0001389868266414851, ""seed"": 20260911, ""singular_estimate"": 5.720318794250488}]",W0-structure.json,43522.723268713504,"[{""eigen_residual"": 0.0, ""seed"": 20260910, ""singular_estimate"": 0.0}, {""eigen_residual"": 0.0, ""seed"": 20260911, ""singular_estimate"": 0.0}]",False,0.0,SEALED_ALGEBRA_ONLY_CORRECTION,native
29.52549414446957,False,native-scale-0.25-curve,Middle,1.2660790358976193,4422.989182135401,7.214618223898485,0.0017365721511470142,7.214618223898485,1.3266426127301778,"[{""eigen_residual"": 0.00022384374460671097, ""seed"": 20260910, ""singular_estimate"": 0.4230247437953949}, {""eigen_residual"": 0.00041798767051659524, ""seed"": 20260911, ""singular_estimate"": 0.42302149534225464}]",native-scale-0.25-structure.json,8.541260836628663,"[{""eigen_residual"": 6.208053946465952e-06, ""seed"": 20260910, ""singular_estimate"": 5.724062442779541}, {""eigen_residual"": 0.00018070591613650322, ""seed"": 20260911, ""singular_estimate"": 5.724061965942383}]",False,1.2660790358976193,SEALED_ALGEBRA_ONLY_CORRECTION,native
118.1019765154544,False,native-scale-0.5-curve,Middle,1.271379814683864,4444.46695271301,28.858472892715106,0.006946288600789089,28.858472892715106,5.3065703872984145,"[{""eigen_residual"": 0.0008953753276728094, ""seed"": 20260910, ""singular_estimate"": 0.8460494875907898}, {""eigen_residual"": 0.0016719475388526917, ""seed"": 20260911, ""singular_estimate"": 0.8460429906845093}]",native-scale-0.5-structure.json,34.16504328001352,"[{""eigen_residual"": 5.7918523452826776e-06, ""seed"": 20260910, ""singular_estimate"": 5.7364935874938965}, {""eigen_residual"": 0.0002695856965146959, ""seed"": 20260911, ""singular_estimate"": 5.7364935874938965}]",False,1.271379814683864,SEALED_ALGEBRA_ONLY_CORRECTION,native
265.7294472655592,False,native-scale-0.75-curve,Middle,1.2801537377774108,4480.37395936971,64.93156401355691,0.015629149321624226,64.93156401355691,11.939783592207881,"[{""eigen_residual"": 0.002014589961618185, ""seed"": 20260910, ""singular_estimate"": 1.2690740823745728}, {""eigen_residual"": 0.0037618724163621664, ""seed"": 20260911, ""singular_estimate"": 1.2690645456314087}]",native-scale-0.75-structure.json,76.87134760576478,"[{""eigen_residual"": 6.476171620306559e-06, ""seed"": 20260910, ""singular_estimate"": 5.757968425750732}, {""eigen_residual"": 0.0006287898868322372, ""seed"": 20260911, ""singular_estimate"": 5.757968425750732}]",False,1.2801537377774108,SEALED_ALGEBRA_ONLY_CORRECTION,native
738.13735339669,False,native-scale-1.25-curve,Middle,1.308121017168486,4595.475682556825,180.36545560651723,0.043414303768365824,180.36545560651723,33.16606415175979,"[{""eigen_residual"": 0.005596071481704712, ""seed"": 20260910, ""singular_estimate"": 2.1151235103607178}, {""eigen_residual"": 0.01044967770576477, ""seed"": 20260911, ""singular_estimate"": 2.115107536315918}]",native-scale-1.25-structure.json,213.53151975827703,"[{""eigen_residual"": 6.2825320128467865e-06, ""seed"": 20260910, ""singular_estimate"": 5.830747604370117}, {""eigen_residual"": 0.00023757535382173955, ""seed"": 20260911, ""singular_estimate"": 5.830748081207275}]",False,1.308121017168486,SEALED_ALGEBRA_ONLY_CORRECTION,native
472.4079062781608,False,Continue/eval-000,Middle,1.2924008079481268,4530.710202742213,115.43389158612966,0.027785154415447995,115.43389158612966,21.22628188110805,"[{""eigen_residual"": 0.003581501077860594, ""seed"": 20260910, ""singular_estimate"": 1.6920989751815796}, {""eigen_residual"": 0.006687792018055916, ""seed"": 20260911, ""singular_estimate"": 1.6920859813690186}]",Continue/structure-000.json,136.6601734672377,"[{""eigen_residual"": 6.861129349999828e-06, ""seed"": 20260910, ""singular_estimate"": 5.789094924926758}, {""eigen_residual"": 0.0010273362277075648, ""seed"": 20260911, ""singular_estimate"": 5.7890944480896}]",False,1.2924008079481268,RECORDED_SOURCE,C
472.4106814347884,False,Continue/eval-001,Middle,1.2924026315333372,4530.70899451622,115.43515443815602,0.027785840928680527,115.43515443815602,21.270685320732618,"[{""eigen_residual"": 0.0035631065256893635, ""seed"": 20260910, ""singular_estimate"": 1.6925268173217773}, {""eigen_residual"": 0.006584420334547758, ""seed"": 20260911, ""singular_estimate"": 1.6925147771835327}]",Continue/structure-001.json,136.70583975888863,"[{""eigen_residual"": 6.783031949453289e-06, ""seed"": 20260910, ""singular_estimate"": 5.789192199707031}, {""eigen_residual"": 0.0010004692012444139, ""seed"": 20260911, ""singular_estimate"": 5.789192199707031}]",False,1.2924026315333372,RECORDED_SOURCE,C
472.4080063217845,False,Continue/eval-002,Middle,1.2924060357256044,4530.706492678819,115.4369269401223,0.027787274711864214,115.4369269401223,21.381525402230803,"[{""eigen_residual"": 0.003524688072502613, ""seed"": 20260910, ""singular_estimate"": 1.6932374238967896}, {""eigen_residual"": 0.006412029266357422, ""seed"": 20260911, ""singular_estimate"": 1.6932265758514404}]",Continue/structure-002.json,136.8184523423531,"[{""eigen_residual"": 6.0301008488750085e-06, ""seed"": 20260910, ""singular_estimate"": 5.789352893829346}, {""eigen_residual"": 0.0009561709011904895, ""seed"": 20260911, ""singular_estimate"": 5.789352893829346}]",False,1.2924060357256044,RECORDED_SOURCE,C
