entry,bank,comparison,net_harm_reduction,positive_reduction_sum,negative_change_sum,improved_requests,worsened_requests,top1_positive_share,top5_positive_share
Early,Past,OS_to_BF8,0.0039502110419141435,0.003951172853172953,9.61811258809106e-07,53,23,0.19769258131457712,0.5289751862687142
Early,Base,OS_to_BF8,0.026646061951125878,0.026646061951125878,0.0,128,0,0.14060083601676981,0.38726935579909894
Early,BaseAudit,OS_to_BF8,0.0005067084279431729,0.0005299572199642018,2.3248792021028858e-05,116,12,0.21935695140770042,0.47724741552274985
Middle,Past,OS_to_BF8,0.0038029157764559807,0.0038034133756879134,4.97599231932648e-07,53,29,0.30779057271180943,0.6321977363315602
Middle,Base,OS_to_BF8,0.02361743105324413,0.023621599279363695,4.168226119566354e-06,127,1,0.251656648166172,0.5794852588342286
Middle,BaseAudit,OS_to_BF8,-5.3493344056052024e-06,0.0001614254426921952,0.0001667747770978004,102,26,0.11904142770924088,0.3209016796741443
Late,Past,OS_to_BF8,0.0038808704990402694,0.003881984433053519,1.113934013249624e-06,47,45,0.11019638685656122,0.4721427461478269
Late,Base,OS_to_BF8,0.014749843969955441,0.014750016234033436,1.7226407799525445e-07,127,1,0.20387875857281829,0.5619649604703841
Late,BaseAudit,OS_to_BF8,0.00014239779291483665,0.00016407277935319648,2.1674986438359825e-05,98,30,0.26177574795132663,0.4414316525343028
