layer,actual_FP32_delta_frobenius,actual_FP32_delta_frobenius_sq,proposed_delta_frobenius,materialization_roundoff_frobenius,W0_net_frobenius,RHS_frobenius,q_raw,q_balanced,native_writer_metric_energy,projector_rank,input_dimension,native_metric_mean_eigenvalue,physical_energy_share
4,18.923244106473742,358.08916751148297,18.923244105721935,2.6716500504958468e-06,69.09294476858946,49.83934908406676,11.19891944677481,11.19891944677481,1935.419101205599,14326,14336,3.838476609310697,0.4328660823677718
8,21.660158162742107,469.16245163303375,21.660158162925164,2.119386717270731e-06,21.660158162742107,58.466038883012864,2.694987079194367,2.694987079194367,2637.658271326962,14293,14336,5.757001674223706,0.5671339176322282
