cell_id,model,writer_family,arm,metric,comparison,descriptive_direction,paired_denominator,delta_mean,delta_median,delta_p90,delta_max,better_count,exact_equal_count,worse_count
1,llama3-8b-inst,AlphaEdit,NQFIX,rewrite_margin_true_minus_new,OURS_MINUS_OFFICIAL,HIGHER_MARGIN_FAVORS_TARGET_NEW,100,-0.1885471633133784,-0.048088189927511849,0.39383012875332513,0.92246589068963658,40,0,60
1,llama3-8b-inst,AlphaEdit,NQFIX,rephrase_margin_true_minus_new,OURS_MINUS_OFFICIAL,HIGHER_MARGIN_FAVORS_TARGET_NEW,200,0.40401481950895685,0.273209968872834,1.6578140320256352,4.8747464418411255,128,0,72
1,llama3-8b-inst,AlphaEdit,NQFIX,locality_prediction_preservation_rate,OURS_MINUS_OFFICIAL,HIGHER_PRESERVATION_IS_HIGHER,100,-0.0084999999999999989,0,0,0.20000000000000007,8,74,18
1,llama3-8b-inst,AlphaEdit,ORBFH,rewrite_target_new_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,100,0.033742404208205699,0.00088134464749600738,0.0066675833892077263,2.7575554940849543,0,0,100
1,llama3-8b-inst,AlphaEdit,ORBFH,rewrite_target_true_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,100,-1.7227518081665039,-1.4281268119812012,-0.54482736587524394,-0.037167549133300781,100,0,0
1,llama3-8b-inst,AlphaEdit,ORBFH,rephrase_target_new_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,200,0.61293749770004069,0.14622815884649754,2.049712824821472,9.9135818481445312,21,0,179
1,llama3-8b-inst,AlphaEdit,ORBFH,rephrase_target_true_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,200,-1.0608977708220482,-0.90221691131591797,0.1091474592685699,2.6389236450195312,174,0,26
1,llama3-8b-inst,AlphaEdit,ORBFH,rewrite_margin_true_minus_new,OURS_MINUS_OFFICIAL,HIGHER_MARGIN_FAVORS_TARGET_NEW,100,-1.7564942123747096,-1.4284832996636396,-0.54489678312893353,-0.037228301167488098,0,0,100
1,llama3-8b-inst,AlphaEdit,ORBFH,rephrase_margin_true_minus_new,OURS_MINUS_OFFICIAL,HIGHER_MARGIN_FAVORS_TARGET_NEW,200,-1.673835268522089,-1.1837512794882059,-0.24686667919158939,2.0703029632568359,11,0,189
1,llama3-8b-inst,AlphaEdit,ORBFH,locality_prediction_preservation_rate,OURS_MINUS_OFFICIAL,HIGHER_PRESERVATION_IS_HIGHER,100,0.012500000000000001,0,0.099999999999999978,0.19999999999999996,19,73,8
1,llama3-8b-inst,AlphaEdit,JAC,rewrite_target_new_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,100,0.023366254325264891,0.00084807031089439988,0.0061443530023098155,1.7897724006325006,0,0,100
1,llama3-8b-inst,AlphaEdit,JAC,rewrite_target_true_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,100,-1.6444188022613526,-1.3155484199523926,-0.53626775741577115,-0.028156280517578125,100,0,0
1,llama3-8b-inst,AlphaEdit,JAC,rephrase_target_new_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,200,0.56148132509872084,0.097297957167029381,1.9930460691452023,9.7018671035766602,27,0,173
1,llama3-8b-inst,AlphaEdit,JAC,rephrase_target_true_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,200,-0.98866982832550998,-0.80460691452026367,0.12450017929077108,2.6578044891357422,168,0,32
1,llama3-8b-inst,AlphaEdit,JAC,rewrite_margin_true_minus_new,OURS_MINUS_OFFICIAL,HIGHER_MARGIN_FAVORS_TARGET_NEW,100,-1.6677850565866175,-1.3166319707670482,-0.53734423004570964,-0.02820428682025522,0,0,100
1,llama3-8b-inst,AlphaEdit,JAC,rephrase_margin_true_minus_new,OURS_MINUS_OFFICIAL,HIGHER_MARGIN_FAVORS_TARGET_NEW,200,-1.5501511534242309,-1.1117046677973121,-0.042921710014343577,2.3495974540710449,20,0,180
1,llama3-8b-inst,AlphaEdit,JAC,locality_prediction_preservation_rate,OURS_MINUS_OFFICIAL,HIGHER_PRESERVATION_IS_HIGHER,100,0.010999999999999999,0,0.099999999999999978,0.20000000000000007,22,66,12
2,qwen2.5-7b-inst,MEMIT,QCL,rewrite_target_new_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,100,0.034722075513273012,0.00053173289052210748,0.014033543528057635,2.8970022201538086,40,0,60
2,qwen2.5-7b-inst,MEMIT,QCL,rewrite_target_true_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,100,-0.18373530626296997,-0.13810062408447266,0.94790611267089897,4.0970249176025391,55,0,45
2,qwen2.5-7b-inst,MEMIT,QCL,rephrase_target_new_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,200,0.046873016643876324,0.0051750596612691879,0.62953078746795643,4.0417852401733398,88,0,112
2,qwen2.5-7b-inst,MEMIT,QCL,rephrase_target_true_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,200,-0.31380789443850515,-0.21740818023681641,0.73935576677322368,3.2883052825927734,128,0,72
2,qwen2.5-7b-inst,MEMIT,QCL,rewrite_margin_true_minus_new,OURS_MINUS_OFFICIAL,HIGHER_MARGIN_FAVORS_TARGET_NEW,100,-0.21845738177624299,-0.14797240355983377,1.0086159490048889,4.0985242618480697,45,0,55
2,qwen2.5-7b-inst,MEMIT,QCL,rephrase_margin_true_minus_new,OURS_MINUS_OFFICIAL,HIGHER_MARGIN_FAVORS_TARGET_NEW,200,-0.36068091108238148,-0.28936836123466492,0.95178466439247122,3.4941701889038086,71,0,129
2,qwen2.5-7b-inst,MEMIT,QCL,locality_prediction_preservation_rate,OURS_MINUS_OFFICIAL,HIGHER_PRESERVATION_IS_HIGHER,100,0.0070000000000000019,0,0.099999999999999978,0.40000000000000002,15,71,14
2,qwen2.5-7b-inst,MEMIT,NQFIX,rewrite_target_new_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,100,-0.0059229810084798374,5.6339194998145103e-07,0.011878811102360519,0.17348127067089081,50,0,50
2,qwen2.5-7b-inst,MEMIT,NQFIX,rewrite_target_true_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,100,-0.14481424808502197,-0.13716697692871094,0.80334568023681674,2.5064373016357422,63,0,37
2,qwen2.5-7b-inst,MEMIT,NQFIX,rephrase_target_new_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,200,0.0071276664726610765,-0.00081746536307036877,0.37170209884643551,2.1206827163696289,103,0,97
2,qwen2.5-7b-inst,MEMIT,NQFIX,rephrase_target_true_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,200,0.085866747200489049,0.066199779510498047,0.88682708740234362,2.1943297386169434,89,0,111
2,qwen2.5-7b-inst,MEMIT,NQFIX,rewrite_margin_true_minus_new,OURS_MINUS_OFFICIAL,HIGHER_MARGIN_FAVORS_TARGET_NEW,100,-0.13889126707654215,-0.13974911533296108,0.80793020678684158,2.5105559956282377,37,0,63
2,qwen2.5-7b-inst,MEMIT,NQFIX,rephrase_margin_true_minus_new,OURS_MINUS_OFFICIAL,HIGHER_MARGIN_FAVORS_TARGET_NEW,200,0.078739080727827968,0.060297444462776184,1.0225543379783628,4.9216499328613281,105,0,95
2,qwen2.5-7b-inst,MEMIT,NQFIX,locality_prediction_preservation_rate,OURS_MINUS_OFFICIAL,HIGHER_PRESERVATION_IS_HIGHER,100,-0.040500000000000008,0,0,0.10000000000000009,8,61,31
2,qwen2.5-7b-inst,MEMIT,ORBFH,rewrite_target_new_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,100,0.004183113697217777,-5.4118965636007488e-05,0.0053214596118778051,0.45473377406597137,54,0,46
2,qwen2.5-7b-inst,MEMIT,ORBFH,rewrite_target_true_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,100,-0.022142465114593505,0.0012226104736328125,0.57967338562011728,1.4691905975341797,49,0,51
2,qwen2.5-7b-inst,MEMIT,ORBFH,rephrase_target_new_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,200,0.0011429214467352721,7.9134159022942185e-05,0.2021490573883056,4.1747980117797852,100,0,100
2,qwen2.5-7b-inst,MEMIT,ORBFH,rephrase_target_true_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,200,0.014092066884040832,-0.040791809558868408,0.49590911865234366,1.995997428894043,108,0,92
2,qwen2.5-7b-inst,MEMIT,ORBFH,rewrite_margin_true_minus_new,OURS_MINUS_OFFICIAL,HIGHER_MARGIN_FAVORS_TARGET_NEW,100,-0.026325578811811284,0.00087938504293560982,0.5839229498058558,1.4700609914725646,51,0,49
2,qwen2.5-7b-inst,MEMIT,ORBFH,rephrase_margin_true_minus_new,OURS_MINUS_OFFICIAL,HIGHER_MARGIN_FAVORS_TARGET_NEW,200,0.01294914543730556,-0.039809152483940125,0.66778884828090612,3.0929932594299316,95,0,105
2,qwen2.5-7b-inst,MEMIT,ORBFH,locality_prediction_preservation_rate,OURS_MINUS_OFFICIAL,HIGHER_PRESERVATION_IS_HIGHER,100,-0.0090000000000000011,0,0.099999999999999978,0.10000000000000009,12,70,18
2,qwen2.5-7b-inst,MEMIT,JAC,rewrite_target_new_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,100,0.038893561128061263,-1.9217070075683296e-05,0.013644519960507771,3.0114361681044102,51,0,49
2,qwen2.5-7b-inst,MEMIT,JAC,rewrite_target_true_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,100,-0.042546628713607787,-0.023539543151855469,1.1443717956542974,2.8034915924072266,52,0,48
2,qwen2.5-7b-inst,MEMIT,JAC,rephrase_target_new_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,200,0.0083289720243919872,0.00035032266168855131,0.40497293472290019,3.9475317001342773,98,0,102
2,qwen2.5-7b-inst,MEMIT,JAC,rephrase_target_true_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,200,-0.12130101561546326,-0.14503240585327148,0.81884279251098624,2.6866588592529297,122,0,78
2,qwen2.5-7b-inst,MEMIT,JAC,rewrite_margin_true_minus_new,OURS_MINUS_OFFICIAL,HIGHER_MARGIN_FAVORS_TARGET_NEW,100,-0.08144018984166905,-0.029158939549233764,1.1551701090531428,2.8048015784879681,47,0,53
2,qwen2.5-7b-inst,MEMIT,JAC,rephrase_margin_true_minus_new,OURS_MINUS_OFFICIAL,HIGHER_MARGIN_FAVORS_TARGET_NEW,200,-0.12962998763985525,-0.13926105201244354,0.94294865285628471,3.9019479751586914,81,0,119
2,qwen2.5-7b-inst,MEMIT,JAC,locality_prediction_preservation_rate,OURS_MINUS_OFFICIAL,HIGHER_PRESERVATION_IS_HIGHER,100,-0.023000000000000003,0,0.099999999999999978,0.40000000000000002,15,56,29
3,qwen2.5-7b-inst,AlphaEdit,QCL,rewrite_target_new_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,100,-0.00030861944273055994,-0.00050801083853002638,0.0053537996951490687,0.41133981943130493,62,0,38
3,qwen2.5-7b-inst,AlphaEdit,QCL,rewrite_target_true_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,100,0.34829186916351318,0.35560894012451172,1.4511104583740246,4.8827552795410156,33,0,67
3,qwen2.5-7b-inst,AlphaEdit,QCL,rephrase_target_new_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,200,-0.0662334140418534,-0.0010906842071563005,0.3822243690490722,1.6651592254638672,107,0,93
3,qwen2.5-7b-inst,AlphaEdit,QCL,rephrase_target_true_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,200,-0.026918760091066359,-0.097258090972900391,0.97245769500732404,4.5079441070556641,115,0,85
3,qwen2.5-7b-inst,AlphaEdit,QCL,rewrite_margin_true_minus_new,OURS_MINUS_OFFICIAL,HIGHER_MARGIN_FAVORS_TARGET_NEW,100,0.34860048860624376,0.35677424226014409,1.4520218274410595,4.8924302265513688,67,0,33
3,qwen2.5-7b-inst,AlphaEdit,QCL,rephrase_margin_true_minus_new,OURS_MINUS_OFFICIAL,HIGHER_MARGIN_FAVORS_TARGET_NEW,200,0.03931465395078703,-0.058032780885696411,1.3817650657379998,5.2916340827941895,93,0,107
3,qwen2.5-7b-inst,AlphaEdit,QCL,locality_prediction_preservation_rate,OURS_MINUS_OFFICIAL,HIGHER_PRESERVATION_IS_HIGHER,100,0.022499999999999999,0,0.099999999999999978,0.20000000000000007,34,51,15
3,qwen2.5-7b-inst,AlphaEdit,NQFIX,rewrite_target_new_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,100,0.034563595475010513,-3.0273202355601825e-05,0.011184760183095948,2.8467757105827332,52,0,48
3,qwen2.5-7b-inst,AlphaEdit,NQFIX,rewrite_target_true_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,100,-0.12284072637557983,0.055847644805908203,0.5692068099975589,2.2263393402099609,44,0,56
3,qwen2.5-7b-inst,AlphaEdit,NQFIX,rephrase_target_new_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,200,0.028721801264982787,0.00023610843345522881,0.30160410925745956,5.0586589723825455,97,0,103
3,qwen2.5-7b-inst,AlphaEdit,NQFIX,rephrase_target_true_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,200,-0.044769036471843722,-0.01512908935546875,0.68182902336120599,1.9391136169433594,105,0,95
3,qwen2.5-7b-inst,AlphaEdit,NQFIX,rewrite_margin_true_minus_new,OURS_MINUS_OFFICIAL,HIGHER_MARGIN_FAVORS_TARGET_NEW,100,-0.15740432185059036,0.045457049505785108,0.56914727791445363,2.2383049791678786,54,0,46
3,qwen2.5-7b-inst,AlphaEdit,NQFIX,rephrase_margin_true_minus_new,OURS_MINUS_OFFICIAL,HIGHER_MARGIN_FAVORS_TARGET_NEW,200,-0.073490837736826506,-0.048386052250862122,0.80128445029258721,2.331668496131897,93,0,107
3,qwen2.5-7b-inst,AlphaEdit,NQFIX,locality_prediction_preservation_rate,OURS_MINUS_OFFICIAL,HIGHER_PRESERVATION_IS_HIGHER,100,-0.027500000000000004,0,0,0.19999999999999996,9,64,27
3,qwen2.5-7b-inst,AlphaEdit,ORBFH,rewrite_target_new_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,100,-0.0041076951343711702,-0.00045678464812226593,0.0038208405487239446,0.10186433792114258,63,0,37
3,qwen2.5-7b-inst,AlphaEdit,ORBFH,rewrite_target_true_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,100,0.30868857860565185,0.26373624801635742,1.289619255065918,3.3996505737304688,34,0,66
3,qwen2.5-7b-inst,AlphaEdit,ORBFH,rephrase_target_new_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,200,-0.044190984907472738,-0.00087526114657521248,0.35987789630889888,2.083622932434082,106,0,94
3,qwen2.5-7b-inst,AlphaEdit,ORBFH,rephrase_target_true_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,200,0.030456156134605408,-0.043230056762695312,0.89606218338012678,4.0574226379394531,107,0,93
3,qwen2.5-7b-inst,AlphaEdit,ORBFH,rewrite_margin_true_minus_new,OURS_MINUS_OFFICIAL,HIGHER_MARGIN_FAVORS_TARGET_NEW,100,0.312796273740023,0.26742328703403473,1.3031817948678515,3.4084418206475675,65,0,35
3,qwen2.5-7b-inst,AlphaEdit,ORBFH,rephrase_margin_true_minus_new,OURS_MINUS_OFFICIAL,HIGHER_MARGIN_FAVORS_TARGET_NEW,200,0.074647141042078147,-0.054603239521384239,1.0913191676139831,5.2883539199829102,93,0,107
3,qwen2.5-7b-inst,AlphaEdit,ORBFH,locality_prediction_preservation_rate,OURS_MINUS_OFFICIAL,HIGHER_PRESERVATION_IS_HIGHER,100,0.014499999999999997,0,0.099999999999999978,0.20000000000000007,29,56,15
3,qwen2.5-7b-inst,AlphaEdit,JAC,rewrite_target_new_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,100,-0.0043936102087172909,-0.00060787261463701725,0.0076765285804867829,0.40596765279769897,64,0,36
3,qwen2.5-7b-inst,AlphaEdit,JAC,rewrite_target_true_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,100,0.35542511940002441,0.28360414505004883,1.825841045379639,4.1823596954345703,38,0,62
3,qwen2.5-7b-inst,AlphaEdit,JAC,rephrase_target_new_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,200,-0.07012676179379923,-0.00070643227081745863,0.45330605506896965,2.0098795890808105,104,0,96
3,qwen2.5-7b-inst,AlphaEdit,JAC,rephrase_target_true_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,200,-0.045810166001319888,-0.078282356262207031,1.1546477794647216,5.0758991241455078,111,0,89
3,qwen2.5-7b-inst,AlphaEdit,JAC,rewrite_margin_true_minus_new,OURS_MINUS_OFFICIAL,HIGHER_MARGIN_FAVORS_TARGET_NEW,100,0.35981872960874173,0.28425530821550637,1.8824862859444693,4.1917056191014126,62,0,38
3,qwen2.5-7b-inst,AlphaEdit,JAC,rephrase_margin_true_minus_new,OURS_MINUS_OFFICIAL,HIGHER_MARGIN_FAVORS_TARGET_NEW,200,0.024316595792479346,-0.057602680986747146,1.411804329184815,7.5472550392150879,92,0,108
3,qwen2.5-7b-inst,AlphaEdit,JAC,locality_prediction_preservation_rate,OURS_MINUS_OFFICIAL,HIGHER_PRESERVATION_IS_HIGHER,100,0.010499999999999999,0,0.10000000000000009,0.40000000000000002,29,48,23
