cell_id,model,writer_family,arm,metric,comparison,descriptive_direction,paired_denominator,delta_mean,delta_median,delta_p90,delta_max,better_count,exact_equal_count,worse_count
0,llama3-8b-inst,MEMIT,QCL,rewrite_target_new_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,100,0.31645025136662297,0.0087133488850668073,0.92668142765760442,5.8327083587646484,0,0,100
0,llama3-8b-inst,MEMIT,QCL,rewrite_target_true_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,100,-1.7644953015446663,-1.4582934379577637,-0.72984805107116635,0.54614830017089844,97,0,3
0,llama3-8b-inst,MEMIT,QCL,rephrase_target_new_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,200,0.52058748454932358,0.26017745584249496,1.4142272472381592,3.6276044845581055,14,0,186
0,llama3-8b-inst,MEMIT,QCL,rephrase_target_true_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,200,-0.70329157866537573,-0.55191618204116821,0.23116850852966273,1.5702848434448242,160,0,40
0,llama3-8b-inst,MEMIT,QCL,rewrite_margin_true_minus_new,OURS_MINUS_OFFICIAL,HIGHER_MARGIN_FAVORS_TARGET_NEW,100,-2.0809455529112895,-1.6345441094599664,-0.82114798405673339,-0.20080852956743911,0,0,100
0,llama3-8b-inst,MEMIT,QCL,rephrase_margin_true_minus_new,OURS_MINUS_OFFICIAL,HIGHER_MARGIN_FAVORS_TARGET_NEW,200,-1.2238790632146992,-1.0012522265315056,-0.22466676235198979,0.55039501190185547,5,0,195
0,llama3-8b-inst,MEMIT,QCL,locality_prediction_preservation_rate,OURS_MINUS_OFFICIAL,HIGHER_PRESERVATION_IS_HIGHER,100,0.0009999999999999998,0,0,0.099999999999999978,6,89,5
0,llama3-8b-inst,MEMIT,NQFIX,rewrite_target_new_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,100,-0.37823486338365908,-0.0016556589980609715,-0.00015018976846477012,0.036686614621430635,98,0,2
0,llama3-8b-inst,MEMIT,NQFIX,rewrite_target_true_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,100,2.269612305946648,1.432746410369873,4.7089020252227787,16.920644361525774,1,0,99
0,llama3-8b-inst,MEMIT,NQFIX,rephrase_target_new_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,200,-0.98299388366933271,-0.21483172476291656,0.011702977493405129,0.75205135345458984,175,0,25
0,llama3-8b-inst,MEMIT,NQFIX,rephrase_target_true_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,200,1.1616296926885843,0.94302749633789062,3.1065063476562496,7.3480439186096191,33,0,167
0,llama3-8b-inst,MEMIT,NQFIX,rewrite_margin_true_minus_new,OURS_MINUS_OFFICIAL,HIGHER_MARGIN_FAVORS_TARGET_NEW,100,2.6478471693303072,1.5161663166654762,5.2441085074096918,30.452070675513824,99,0,1
0,llama3-8b-inst,MEMIT,NQFIX,rephrase_margin_true_minus_new,OURS_MINUS_OFFICIAL,HIGHER_MARGIN_FAVORS_TARGET_NEW,200,2.1446235763579171,1.5971756875514984,4.7653454707935454,12.67421817779541,189,0,11
0,llama3-8b-inst,MEMIT,NQFIX,locality_prediction_preservation_rate,OURS_MINUS_OFFICIAL,HIGHER_PRESERVATION_IS_HIGHER,100,-0.01,0,0,0.20000000000000007,7,79,14
0,llama3-8b-inst,MEMIT,ORBFH,rewrite_target_new_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,100,-0.025826498751121106,6.5409229137003422e-05,0.0010287744225934189,0.32035143673419952,36,0,64
0,llama3-8b-inst,MEMIT,ORBFH,rewrite_target_true_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,100,-0.081031011641025538,-0.065226316452026367,0.32282352447509777,1.5923833847045898,59,0,41
0,llama3-8b-inst,MEMIT,ORBFH,rephrase_target_new_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,200,0.052555244792456504,0.0032130898907780647,0.398702049255371,1.3789346218109131,75,0,125
0,llama3-8b-inst,MEMIT,ORBFH,rephrase_target_true_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,200,-0.094783008843660352,-0.06721186637878418,0.32472085952758784,0.85097885131835938,120,0,80
0,llama3-8b-inst,MEMIT,ORBFH,rewrite_margin_true_minus_new,OURS_MINUS_OFFICIAL,HIGHER_MARGIN_FAVORS_TARGET_NEW,100,-0.055204512889904439,-0.05335012823343277,0.36764924557355716,3.6673018932342529,41,0,59
0,llama3-8b-inst,MEMIT,ORBFH,rephrase_margin_true_minus_new,OURS_MINUS_OFFICIAL,HIGHER_MARGIN_FAVORS_TARGET_NEW,200,-0.14733825363611686,-0.11755275726318359,0.3595197055488823,1.210233211517334,62,0,138
0,llama3-8b-inst,MEMIT,ORBFH,locality_prediction_preservation_rate,OURS_MINUS_OFFICIAL,HIGHER_PRESERVATION_IS_HIGHER,100,-0.011000000000000001,0,0,0.099999999999999978,3,84,13
0,llama3-8b-inst,MEMIT,JAC,rewrite_target_new_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,100,-0.022950763179396746,3.9829683373682201e-05,0.0027107072062790426,0.40110714733600616,41,0,59
0,llama3-8b-inst,MEMIT,JAC,rewrite_target_true_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,100,-0.06465862493962049,-0.020742893218994141,0.36736097335815443,1.4578633308410645,52,0,48
0,llama3-8b-inst,MEMIT,JAC,rephrase_target_new_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,200,0.015032809139229357,3.0746858101338148e-05,0.42194838523864747,1.7615790367126465,100,0,100
0,llama3-8b-inst,MEMIT,JAC,rephrase_target_true_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,200,-0.042390159592032434,-0.028051376342773438,0.43870191574096645,1.2024235725402832,106,0,94
0,llama3-8b-inst,MEMIT,JAC,rewrite_margin_true_minus_new,OURS_MINUS_OFFICIAL,HIGHER_MARGIN_FAVORS_TARGET_NEW,100,-0.041707861760223751,-0.020988688222132623,0.41347415251075309,3.4212965965270996,48,0,52
0,llama3-8b-inst,MEMIT,JAC,rephrase_margin_true_minus_new,OURS_MINUS_OFFICIAL,HIGHER_MARGIN_FAVORS_TARGET_NEW,200,-0.057422968731261792,-0.067982707172632217,0.60657718945294614,2.5271666049957275,88,0,112
0,llama3-8b-inst,MEMIT,JAC,locality_prediction_preservation_rate,OURS_MINUS_OFFICIAL,HIGHER_PRESERVATION_IS_HIGHER,100,-0.015000000000000005,0,0,0.099999999999999978,3,81,16
1,llama3-8b-inst,AlphaEdit,QCL,rewrite_target_new_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,100,0.031565704320273655,0.00096075399778783321,0.0061635721474885968,2.5652926061302423,0,0,100
1,llama3-8b-inst,AlphaEdit,QCL,rewrite_target_true_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,100,-1.6502009344100952,-1.3052144050598145,-0.50312728881835933,0.0032300949096679688,99,0,1
1,llama3-8b-inst,AlphaEdit,QCL,rephrase_target_new_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,200,0.55444058595458046,0.12150809168815613,1.8245356798171994,9.3421306610107422,19,0,181
1,llama3-8b-inst,AlphaEdit,QCL,rephrase_target_true_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,200,-0.98187421247363094,-0.82805132865905762,0.13726720809936518,2.0816869735717773,172,0,28
1,llama3-8b-inst,AlphaEdit,QCL,rewrite_margin_true_minus_new,OURS_MINUS_OFFICIAL,HIGHER_MARGIN_FAVORS_TARGET_NEW,100,-1.6817666387303689,-1.3288984458195046,-0.50455672602984114,0.00317339290631935,1,0,99
1,llama3-8b-inst,AlphaEdit,QCL,rephrase_margin_true_minus_new,OURS_MINUS_OFFICIAL,HIGHER_MARGIN_FAVORS_TARGET_NEW,200,-1.5363147984282113,-1.0815623253583908,-0.21240806579589852,1.3557806015014648,13,0,187
1,llama3-8b-inst,AlphaEdit,QCL,locality_prediction_preservation_rate,OURS_MINUS_OFFICIAL,HIGHER_PRESERVATION_IS_HIGHER,100,0.013500000000000002,0,0.099999999999999978,0.19999999999999996,20,72,8
1,llama3-8b-inst,AlphaEdit,NQFIX,rewrite_target_new_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,100,0.00079364806984813182,3.4676300856517628e-05,0.00068872621050104516,0.028481780551373959,30,1,69
1,llama3-8b-inst,AlphaEdit,NQFIX,rewrite_target_true_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,100,-0.18775351524353026,-0.048075199127197266,0.39279136657714864,0.92234992980957031,60,0,40
1,llama3-8b-inst,AlphaEdit,NQFIX,rephrase_target_new_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,200,-0.18185226077453989,-0.001453193835914135,0.23757498711347574,2.5441346168518066,121,0,79
1,llama3-8b-inst,AlphaEdit,NQFIX,rephrase_target_true_nll,OURS_MINUS_OFFICIAL,LOWER_NLL_IS_LOWER,200,0.22216255873441695,0.15450477600097656,1.1204535007476806,3.2646541595458984,78,0,122
