arm,provenance,batch,candidate,called,duplicate_of,finite,trust_valid,E,E_minus_RAW,D64,D64_minus_RAW,strict_count,RAW_strict_lost,feasible,selected,actual_correction_norm,reason
CAP1,SEALED_CAP1_REUSE,3,C05,True,,True,True,0.0015892875088320579,-4.348912625634291e-09,0.0058510640665190294,-6.955542176001472e-06,100,0,True,False,0.0006426919627426738,FINITE_EXACT_QUALITY_FEASIBLE
CAP1,SEALED_CAP1_REUSE,3,C025,True,,True,True,0.001589294065051945,2.2073072614495204e-09,0.005854544060753142,-3.47554794188909e-06,100,0,False,False,0.00032135047709894865,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP1,SEALED_CAP1_REUSE,4,RAW,True,,True,True,0.0013064281209153705,0.0,0.008212091013888312,0.0,100,0,True,False,0.0,FINITE_EXACT_QUALITY_FEASIBLE
CAP1,SEALED_CAP1_REUSE,4,C1,True,,True,True,0.0013064307575768907,2.6366615201930954e-09,0.00818726146849258,-2.4829545395732566e-05,100,0,False,False,0.0017108101112048987,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP1,SEALED_CAP1_REUSE,4,C05,True,,True,True,0.0013064235025740346,-4.618341335879336e-09,0.0081996533142501,-1.2437699638212507e-05,100,0,True,True,0.0008554073726145597,FINITE_EXACT_QUALITY_FEASIBLE
CAP1,SEALED_CAP1_REUSE,4,C025,True,,True,True,0.0013064335695889895,5.448673619061484e-09,0.00820584359962595,-6.247414262361417e-06,100,0,False,False,0.0004277068673851706,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP1,SEALED_CAP1_REUSE,5,RAW,True,,True,True,0.0015447625856904778,0.0,0.01030052469968723,0.0,100,0,True,True,0.0,FINITE_EXACT_QUALITY_FEASIBLE
CAP1,SEALED_CAP1_REUSE,5,C1,True,,True,True,0.0015447892995143775,2.6713823899704794e-08,0.010268246767395794,-3.227793229143572e-05,100,0,False,False,0.0019399480670622418,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP1,SEALED_CAP1_REUSE,5,C05,True,,True,True,0.00154477977877832,1.7193087842315435e-08,0.010284373299555227,-1.615140013200289e-05,100,0,False,False,0.0009699750915291082,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP1,SEALED_CAP1_REUSE,5,C025,True,,True,True,0.0015447750601742883,1.2474483810503978e-08,0.01029245161714698,-8.073082540249743e-06,100,0,False,False,0.0004849912343156282,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP1,SEALED_CAP1_REUSE,6,RAW,True,,True,True,0.0019356130384403515,0.0,0.01193354528686541,0.0,100,0,True,False,0.0,FINITE_EXACT_QUALITY_FEASIBLE
CAP1,SEALED_CAP1_REUSE,6,C1,True,,True,True,0.0019354469796962802,-1.6605874407125097e-07,0.011907817015071487,-2.572827179392334e-05,100,0,True,True,0.0017657641080235321,FINITE_EXACT_QUALITY_FEASIBLE
CAP1,SEALED_CAP1_REUSE,6,C05,True,,True,True,0.0019355357246968196,-7.731374353182538e-08,0.01192064263705106,-1.2902649814350298e-05,100,0,True,False,0.0008828836593746699,FINITE_EXACT_QUALITY_FEASIBLE
CAP1,SEALED_CAP1_REUSE,6,C025,True,,True,True,0.0019355785227526212,-3.451568773025007e-08,0.011927090381959715,-6.4549049056950025e-06,100,0,True,False,0.00044144497201963463,FINITE_EXACT_QUALITY_FEASIBLE
CAP1,SEALED_CAP1_REUSE,7,RAW,True,,True,True,0.0028046506572900398,0.0,0.01397174706653459,0.0,100,0,True,False,0.0,FINITE_EXACT_QUALITY_FEASIBLE
CAP1,SEALED_CAP1_REUSE,7,C1,True,,True,True,0.0028046507031649526,4.5874912809468205e-11,0.01394206926647712,-2.967780005747045e-05,100,0,False,False,0.0018714203161901072,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP1,SEALED_CAP1_REUSE,7,C05,True,,True,True,0.0028046471961533826,-3.461136657226943e-09,0.013956920851796895,-1.4826214737695409e-05,100,0,True,True,0.0009357120136639726,FINITE_EXACT_QUALITY_FEASIBLE
CAP1,SEALED_CAP1_REUSE,7,C025,True,,True,True,0.0028046789423206066,2.8285030566864433e-08,0.01396433576792333,-7.411298611259554e-06,100,0,False,False,0.00046785886079721197,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP1,SEALED_CAP1_REUSE,8,RAW,True,,True,True,0.0016197894379729404,0.0,0.01587227978006922,0.0,100,0,True,False,0.0,FINITE_EXACT_QUALITY_FEASIBLE
CAP1,SEALED_CAP1_REUSE,8,C1,True,,True,True,0.0016197758766065818,-1.3561366358659163e-08,0.015841237879158143,-3.104190091107739e-05,100,0,True,True,0.0019190610135407207,FINITE_EXACT_QUALITY_FEASIBLE
CAP1,SEALED_CAP1_REUSE,8,C05,True,,True,True,0.0016197805920091922,-8.845963748180599e-09,0.01585672555529527,-1.555422477395041e-05,100,0,True,False,0.0009595324165740729,FINITE_EXACT_QUALITY_FEASIBLE
CAP1,SEALED_CAP1_REUSE,8,C025,True,,True,True,0.001619784710346721,-4.727626219322434e-09,0.015864495962432557,-7.783817636664025e-06,100,0,True,False,0.0004797692897833534,FINITE_EXACT_QUALITY_FEASIBLE
CAP1,SEALED_CAP1_REUSE,9,RAW,True,,True,True,0.0023295510291791287,0.0,0.01826888483219591,0.0,100,0,True,False,0.0,FINITE_EXACT_QUALITY_FEASIBLE
CAP1,SEALED_CAP1_REUSE,9,C1,True,,True,True,0.0023295452821912475,-5.746987881243004e-09,0.018236215508522946,-3.266932367296249e-05,100,0,True,True,0.001991877180336763,FINITE_EXACT_QUALITY_FEASIBLE
CAP1,SEALED_CAP1_REUSE,9,C05,True,,True,True,0.002329546348701115,-4.680478013843747e-09,0.018252578346164228,-1.6306486031680834e-05,100,0,True,False,0.0009959407846117391,FINITE_EXACT_QUALITY_FEASIBLE
CAP1,SEALED_CAP1_REUSE,9,C025,True,,True,True,0.0023295326279912845,-1.8401187844296896e-08,0.01826072964240666,-8.155189789249562e-06,100,0,True,False,0.0004979731253397697,FINITE_EXACT_QUALITY_FEASIBLE
CAP1,SEALED_CAP1_REUSE,10,RAW,True,,True,True,0.005098930185158679,0.0,0.02013259260866107,0.0,100,0,True,True,0.0,FINITE_EXACT_QUALITY_FEASIBLE
CAP1,SEALED_CAP1_REUSE,10,C1,True,,True,True,0.00509896144936647,3.1264207791224796e-08,0.02009018331500556,-4.240929365550983e-05,100,0,False,False,0.0022789972575143064,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP1,SEALED_CAP1_REUSE,10,C05,True,,True,True,0.005099106649831811,1.7646467313173902e-07,0.020111334689772775,-2.1257918888295535e-05,100,0,False,False,0.0011395005078798273,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP1,SEALED_CAP1_REUSE,10,C025,True,,True,True,0.005099038846055919,1.0866089724011208e-07,0.020121980592875843,-1.0612015785227413e-05,100,0,False,False,0.0005697525225651302,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP10,NEW_CHAIN_CPU_REDUCTION,1,RAW,True,,True,True,0.002287666152260499,0.0,0.0015781786939896847,0.0,100,0,True,False,0.0,FINITE_EXACT_QUALITY_FEASIBLE
CAP10,NEW_CHAIN_CPU_REDUCTION,1,C1,True,,True,True,0.0022876678057946265,1.6535341273299364e-09,0.0015387201035537146,-3.945859043597011e-05,100,0,False,False,0.006551035839639441,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP10,NEW_CHAIN_CPU_REDUCTION,1,C05,True,,True,True,0.0022876566738705153,-9.478389983910013e-09,0.0015581702535882869,-2.000844040139782e-05,100,0,True,True,0.003275518237282187,FINITE_EXACT_QUALITY_FEASIBLE
CAP10,NEW_CHAIN_CPU_REDUCTION,1,C025,True,,True,True,0.0022876746933616233,8.541101124102946e-09,0.0015680976688372539,-1.0081025152430811e-05,100,0,False,False,0.001637759718758013,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP10,NEW_CHAIN_CPU_REDUCTION,2,RAW,True,,True,True,0.006478211247667787,0.0,0.0035920093322943103,0.0,100,0,True,True,0.0,FINITE_EXACT_QUALITY_FEASIBLE
CAP10,NEW_CHAIN_CPU_REDUCTION,2,C1,True,,True,True,0.006478919012733968,7.077650661813789e-07,0.003499847706393666,-9.216162590064414e-05,100,0,False,False,0.010323969268296963,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP10,NEW_CHAIN_CPU_REDUCTION,2,C05,True,,True,True,0.006478431519208243,2.202715404563474e-07,0.003545390221319167,-4.6619110975143485e-05,100,0,False,False,0.0051619849362942,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP10,NEW_CHAIN_CPU_REDUCTION,2,C025,True,,True,True,0.0064783737267134715,1.6247904568479632e-07,0.003568561817189675,-2.3447515104635386e-05,100,0,False,False,0.002580992868475736,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP10,NEW_CHAIN_CPU_REDUCTION,3,RAW,True,,True,True,0.0020703572794081994,0.0,0.00580363768335701,0.0,100,0,True,False,0.0,FINITE_EXACT_QUALITY_FEASIBLE
CAP10,NEW_CHAIN_CPU_REDUCTION,3,C1,True,,True,True,0.0020704058144110603,4.853500286091175e-08,0.005676265796637381,-0.0001273718867196294,100,0,False,False,0.01239467217533897,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP10,NEW_CHAIN_CPU_REDUCTION,3,C05,True,,True,True,0.0020703532515108235,-4.027897375878664e-09,0.005739249313592154,-6.438836976485618e-05,100,0,True,True,0.006197336178355828,FINITE_EXACT_QUALITY_FEASIBLE
CAP10,NEW_CHAIN_CPU_REDUCTION,3,C025,True,,True,True,0.002070365609433793,8.330025593784873e-09,0.005771251901535379,-3.23857818216311e-05,100,0,False,False,0.0030986684037645645,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP10,NEW_CHAIN_CPU_REDUCTION,4,RAW,True,,True,True,0.0015372313489024237,0.0,0.007918550892043186,0.0,100,0,True,True,0.0,FINITE_EXACT_QUALITY_FEASIBLE
CAP10,NEW_CHAIN_CPU_REDUCTION,4,C1,True,,True,True,0.0015372781472797214,4.679837729772325e-08,0.007724082326149073,-0.00019446856589411254,100,0,False,False,0.015357242432378765,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP10,NEW_CHAIN_CPU_REDUCTION,4,C05,True,,True,True,0.0015372583670432505,2.701814082683128e-08,0.007819581822957389,-9.896906908579695e-05,100,0,False,False,0.0076786219311787566,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP10,NEW_CHAIN_CPU_REDUCTION,4,C025,True,,True,True,0.0015372515011586073,2.0152256183670475e-08,0.007868590288865107,-4.99606031780786e-05,100,0,False,False,0.0038393115598466493,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP10,NEW_CHAIN_CPU_REDUCTION,5,RAW,True,,True,True,0.0015875440182207968,0.0,0.009942942852717351,0.0,100,0,True,True,0.0,FINITE_EXACT_QUALITY_FEASIBLE
CAP10,NEW_CHAIN_CPU_REDUCTION,5,C1,True,,True,True,0.0015876299373121584,8.591909136154013e-08,0.009680976509571337,-0.00026196634314601397,100,0,False,False,0.01774636442606028,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP10,NEW_CHAIN_CPU_REDUCTION,5,C05,True,,True,True,0.0015875763080475736,3.228982677679765e-08,0.009809359635255532,-0.000133583217461819,100,0,False,False,0.00887318188225956,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP10,NEW_CHAIN_CPU_REDUCTION,5,C025,True,,True,True,0.001587549505456991,5.487236194286552e-09,0.009875490357103445,-6.745249561390665e-05,100,0,False,False,0.004436591661662905,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP10,NEW_CHAIN_CPU_REDUCTION,6,RAW,True,,True,True,0.0018095976301265183,0.0,0.011562790848188342,0.0,100,0,True,False,0.0,FINITE_EXACT_QUALITY_FEASIBLE
CAP10,NEW_CHAIN_CPU_REDUCTION,6,C1,True,,True,True,0.001809663800377166,6.617025064773602e-08,0.011331229249435637,-0.00023156159875270532,100,0,False,False,0.0170359351039147,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP10,NEW_CHAIN_CPU_REDUCTION,6,C05,True,,True,True,0.0018096004419930977,2.8118665794212017e-09,0.011445012719946135,-0.00011777812824220746,100,0,False,False,0.008517967581691436,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP10,NEW_CHAIN_CPU_REDUCTION,6,C025,True,,True,True,0.0018095895044825739,-8.12564394437644e-09,0.01150342467997234,-5.9366168216001824e-05,100,0,True,True,0.004258984241317399,FINITE_EXACT_QUALITY_FEASIBLE
CAP10,NEW_CHAIN_CPU_REDUCTION,7,RAW,True,,True,True,0.005887215429429489,0.0,0.013729532730167193,0.0,100,0,True,True,0.0,FINITE_EXACT_QUALITY_FEASIBLE
CAP10,NEW_CHAIN_CPU_REDUCTION,7,C1,True,,True,True,0.005887449678630219,2.3424920073036176e-07,0.013425317057908615,-0.0003042156722585787,100,0,False,False,0.01917582699947198,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP10,NEW_CHAIN_CPU_REDUCTION,7,C05,True,,True,True,0.005887245124358742,2.9694929253379354e-08,0.013575470193472938,-0.00015406253669425496,100,0,False,False,0.009587913858888216,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP10,NEW_CHAIN_CPU_REDUCTION,7,C025,True,,True,True,0.005887270047496713,5.461806722433654e-08,0.013651977618110323,-7.755511205687071e-05,100,0,False,False,0.004793956841447606,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP10,NEW_CHAIN_CPU_REDUCTION,8,RAW,True,,True,True,0.00231291647956823,0.0,0.015589177108495278,0.0,100,0,True,True,0.0,FINITE_EXACT_QUALITY_FEASIBLE
CAP10,NEW_CHAIN_CPU_REDUCTION,8,C1,True,,True,True,0.0023131698691577184,2.533895894882461e-07,0.0152701866472853,-0.0003189904612099781,100,0,False,False,0.019760016398325628,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP10,NEW_CHAIN_CPU_REDUCTION,8,C05,True,,True,True,0.0023129671650531235,5.068548489337715e-08,0.015426660271941728,-0.0001625168365535501,100,0,False,False,0.00988000912341577,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP10,NEW_CHAIN_CPU_REDUCTION,8,C025,True,,True,True,0.0023129299995343897,1.3519966159634966e-08,0.01550717574355076,-8.200136494451726e-05,100,0,False,False,0.004940004365331028,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP10,NEW_CHAIN_CPU_REDUCTION,9,RAW,True,,True,True,0.01536692868996397,0.0,0.017989235709137574,0.0,100,0,True,False,0.0,FINITE_EXACT_QUALITY_FEASIBLE
CAP10,NEW_CHAIN_CPU_REDUCTION,9,C1,True,,True,True,0.01532995969435433,-3.696899560963994e-05,0.01768226380499982,-0.0003069719041377539,100,0,True,True,0.019451484834973862,FINITE_EXACT_QUALITY_FEASIBLE
CAP10,NEW_CHAIN_CPU_REDUCTION,9,C05,True,,True,True,0.015348216597558348,-1.871209240562194e-05,0.01783442762825871,-0.00015480808087886544,100,0,True,False,0.009725743081185699,FINITE_EXACT_QUALITY_FEASIBLE
CAP10,NEW_CHAIN_CPU_REDUCTION,9,C025,True,,True,True,0.015357316396330135,-9.612293633835117e-06,0.01791149811288051,-7.773759625706589e-05,100,0,True,False,0.004862871683478633,FINITE_EXACT_QUALITY_FEASIBLE
CAP10,NEW_CHAIN_CPU_REDUCTION,10,RAW,True,,True,True,0.0021848248903188505,0.0,0.019579550061280315,0.0,100,0,True,True,0.0,FINITE_EXACT_QUALITY_FEASIBLE
CAP10,NEW_CHAIN_CPU_REDUCTION,10,C1,True,,True,True,0.0021850030522909945,1.781619721440142e-07,0.01921096456999294,-0.0003685854912873765,100,0,False,False,0.02156457298301125,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP10,NEW_CHAIN_CPU_REDUCTION,10,C05,True,,True,True,0.002184906342845352,8.145252650137991e-08,0.019392851194879768,-0.00018669886640054756,100,0,False,False,0.01078228638254872,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP10,NEW_CHAIN_CPU_REDUCTION,10,C025,True,,True,True,0.002184865070412343,4.018009349239862e-08,0.019485602093482157,-9.394796779815806e-05,100,0,False,False,0.005391143392123875,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP100,NEW_CHAIN_CPU_REDUCTION,1,RAW,True,,True,True,0.002287666152260499,0.0,0.0015781786939896847,0.0,100,0,True,True,0.0,FINITE_EXACT_QUALITY_FEASIBLE
CAP100,NEW_CHAIN_CPU_REDUCTION,1,C1,True,,True,True,0.002290063241671305,2.3970894108059186e-06,0.0012840943649621295,-0.0002940843290275552,100,0,False,False,0.06551035502716651,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP100,NEW_CHAIN_CPU_REDUCTION,1,C05,True,,True,True,0.0022882675039727473,6.013517122481146e-07,0.001403363626366172,-0.00017481506762351273,100,0,False,False,0.032755177665713266,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP100,NEW_CHAIN_CPU_REDUCTION,1,C025,True,,True,True,0.0022877991708082847,1.3301854778552044e-07,0.0014837341160500728,-9.444457793961192e-05,100,0,False,False,0.016377589562311088,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP100,NEW_CHAIN_CPU_REDUCTION,2,RAW,True,,True,True,0.005103430965391453,0.0,0.003621180711860461,0.0,100,0,True,True,0.0,FINITE_EXACT_QUALITY_FEASIBLE
CAP100,NEW_CHAIN_CPU_REDUCTION,2,C1,True,,True,True,0.0051438797233277,4.044875793624697e-05,0.0028805775419584734,-0.0007406031699019877,100,0,False,False,0.10422562099283443,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP100,NEW_CHAIN_CPU_REDUCTION,2,C05,True,,True,True,0.005113427326650708,9.996361259254245e-06,0.0031957554980124314,-0.00042542521384802967,100,0,False,False,0.05211281021332599,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP100,NEW_CHAIN_CPU_REDUCTION,2,C025,True,,True,True,0.0051058001568162585,2.369191424805156e-06,0.0033944987115432923,-0.00022668200031716879,100,0,False,False,0.026056405669214473,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP100,NEW_CHAIN_CPU_REDUCTION,3,RAW,True,,True,True,0.0014238031865170342,0.0,0.005873831461371992,0.0,100,0,True,True,0.0,FINITE_EXACT_QUALITY_FEASIBLE
CAP100,NEW_CHAIN_CPU_REDUCTION,3,C1,True,,True,True,0.0014265702702687122,2.7670837516779925e-06,0.004798333413077671,-0.001075498048294321,100,0,False,False,0.12914011487906868,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP100,NEW_CHAIN_CPU_REDUCTION,3,C05,True,,True,True,0.0014245602582741413,7.570717571070851e-07,0.005252657878941136,-0.0006211735824308562,100,0,False,False,0.06457005755190542,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP100,NEW_CHAIN_CPU_REDUCTION,3,C025,True,,True,True,0.0014240203505687533,2.171640517190966e-07,0.005542100374896108,-0.0003317310864758838,100,0,False,False,0.032285028875627376,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP100,NEW_CHAIN_CPU_REDUCTION,4,RAW,True,,True,True,0.0016058904592682667,0.0,0.008196801443318691,0.0,100,0,True,True,0.0,FINITE_EXACT_QUALITY_FEASIBLE
CAP100,NEW_CHAIN_CPU_REDUCTION,4,C1,True,,True,True,0.001610105376876163,4.214917607896348e-06,0.006702565613863953,-0.0014942358294547375,100,0,False,False,0.16252465579501346,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP100,NEW_CHAIN_CPU_REDUCTION,4,C05,True,,True,True,0.0016070132855020348,1.1228262337681372e-06,0.0072825415553552375,-0.0009142598879634534,100,0,False,False,0.08126232772214129,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP100,NEW_CHAIN_CPU_REDUCTION,4,C025,True,,True,True,0.0016062013178270718,3.10858558805107e-07,0.007688447635928242,-0.0005083538073904492,100,0,False,False,0.040631163687943186,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP100,NEW_CHAIN_CPU_REDUCTION,5,RAW,True,,True,True,0.001877041876250587,0.0,0.010280964385401603,0.0,100,0,True,True,0.0,FINITE_EXACT_QUALITY_FEASIBLE
CAP100,NEW_CHAIN_CPU_REDUCTION,5,C1,True,,True,True,0.0018839791795471684,6.937303296581472e-06,0.008388654648342708,-0.0018923097370588948,100,0,False,False,0.18489076026462645,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP100,NEW_CHAIN_CPU_REDUCTION,5,C05,True,,True,True,0.0018789301618380705,1.888285587483586e-06,0.009096438915321414,-0.0011845254700801888,100,0,False,False,0.09244538032003771,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP100,NEW_CHAIN_CPU_REDUCTION,5,C025,True,,True,True,0.0018775629175434006,5.210412928136413e-07,0.009616448419137669,-0.0006645159662639344,100,0,False,False,0.04622269049449192,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP100,NEW_CHAIN_CPU_REDUCTION,6,RAW,True,,True,True,0.010846324513622677,0.0,0.01198467575545692,0.0,100,0,True,False,0.0,FINITE_EXACT_QUALITY_FEASIBLE
CAP100,NEW_CHAIN_CPU_REDUCTION,6,C1,True,,True,True,0.010554475473763886,-0.00029184903985879015,0.010236329708959602,-0.0017483460464973177,100,0,True,True,0.1767455690818569,FINITE_EXACT_QUALITY_FEASIBLE
CAP100,NEW_CHAIN_CPU_REDUCTION,6,C05,True,,True,True,0.01069262539902411,-0.00015369911459856694,0.010939532253928519,-0.0010451435015284005,100,0,True,False,0.08837278493031812,FINITE_EXACT_QUALITY_FEASIBLE
CAP100,NEW_CHAIN_CPU_REDUCTION,6,C025,True,,True,True,0.010767724215984344,-7.860029763833223e-05,0.011403697223613563,-0.0005809785318433569,100,0,True,False,0.04418639222418011,FINITE_EXACT_QUALITY_FEASIBLE
CAP100,NEW_CHAIN_CPU_REDUCTION,7,RAW,True,,True,True,0.0023996956757764564,0.0,0.012468838877339294,0.0,100,0,True,True,0.0,FINITE_EXACT_QUALITY_FEASIBLE
CAP100,NEW_CHAIN_CPU_REDUCTION,7,C1,True,,True,True,0.0024047073219844606,5.0116462080042855e-06,0.01081572556199717,-0.0016531133153421251,100,0,False,False,0.15133042310743777,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP100,NEW_CHAIN_CPU_REDUCTION,7,C05,True,,True,True,0.002400999236488133,1.3035607116765498e-06,0.01156459678372812,-0.0009042420936111739,100,0,False,False,0.0756652112960015,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP100,NEW_CHAIN_CPU_REDUCTION,7,C025,True,,True,True,0.0024000431744207163,3.4749864425993177e-07,0.011998280608167988,-0.00047055826917130616,100,0,False,False,0.037832605791192325,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP100,NEW_CHAIN_CPU_REDUCTION,8,RAW,True,,True,True,0.0017409081818914275,0.0,0.014542293789190808,0.0,100,0,True,True,0.0,FINITE_EXACT_QUALITY_FEASIBLE
CAP100,NEW_CHAIN_CPU_REDUCTION,8,C1,True,,True,True,0.0017448640691145557,3.955887223128229e-06,0.012775029225394974,-0.001767264563795834,100,0,False,False,0.15535191441352347,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP100,NEW_CHAIN_CPU_REDUCTION,8,C05,True,,True,True,0.0017419801015057601,1.0719196143326587e-06,0.013576969405221462,-0.0009653243839693459,100,0,False,False,0.0776759572364698,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP100,NEW_CHAIN_CPU_REDUCTION,8,C025,True,,True,True,0.0017412283218436642,3.2013995223669975e-07,0.014039863522157248,-0.0005024302670335601,100,0,False,False,0.038837978575512036,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP100,NEW_CHAIN_CPU_REDUCTION,9,RAW,True,,True,True,0.0017870783594844397,0.0,0.017137185207502625,0.0,100,0,True,True,0.0,FINITE_EXACT_QUALITY_FEASIBLE
CAP100,NEW_CHAIN_CPU_REDUCTION,9,C1,True,,True,True,0.0017918091109459056,4.730751461465852e-06,0.014919348732291837,-0.002217836475210788,100,0,False,False,0.1749070044178989,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP100,NEW_CHAIN_CPU_REDUCTION,9,C05,True,,True,True,0.0017883265858108642,1.248226326424533e-06,0.015937997576656926,-0.0011991876308456995,100,0,False,False,0.08745350182765355,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP100,NEW_CHAIN_CPU_REDUCTION,9,C025,True,,True,True,0.001787430015829159,3.516563447192398e-07,0.01651699678723162,-0.0006201884202710062,100,0,False,False,0.04372675140446412,E_EXCEEDS_OWN_RAW_NO_ALLOWANCE
CAP100,NEW_CHAIN_CPU_REDUCTION,10,RAW,True,,True,True,0.034469664444404774,0.0,0.019121297826131922,0.0,99,0,True,True,0.0,FINITE_EXACT_QUALITY_FEASIBLE
