arm,batch,candidate,selected,beta,E,D64,actual_delta_E,actual_delta_D,firstorder_delta_E,firstorder_delta_D,current_NLL_harmed,current_NLL_improved,current_NLL_harm_mean,current_NLL_harm_median,current_NLL_harm_p90,current_NLL_harm_p95,current_NLL_harm_p99,current_NLL_harm_min,current_NLL_harm_max,feasible,strict_lost,called,duplicate_of,correction_native_percent
CAP10,7,C05,False,0.5,0.005887245124358742,0.013575470193472938,2.9694929253379354e-08,-0.00015406253669425496,3.013054615433977e-08,-0.00015601787597540012,54,40,2.9694929253309964e-08,1.1919473763555288e-07,4.201533738523724e-06,8.154357783496376e-06,2.2085602395236496e-05,-5.8203935623168945e-05,2.2522173821926117e-05,False,0,True,,0.11654132865926276
CAP10,7,C025,False,0.25,0.005887270047496713,0.013651977618110323,5.461806722433654e-08,-7.755511205687071e-05,1.5065273077169884e-08,-7.800893798770006e-05,51,35,5.461806722451001e-08,1.1912197805941105e-07,2.0241481252014636e-06,4.2998231947422016e-06,1.108442433178425e-05,-2.714991569519043e-05,1.1159107089042664e-05,False,0,True,,0.05827066326003173
CAP10,8,RAW,True,0.0,0.00231291647956823,0.015589177108495278,0.0,0.0,0.0,-0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,True,,0.0
CAP10,8,C1,False,1.0,0.0023131698691577184,0.0152701866472853,2.533895894882461e-07,-0.0003189904612099781,9.339290490076566e-08,-0.000331136259179026,53,44,2.533895894885063e-07,2.3827305994927883e-07,1.1653220281004907e-05,1.9551755394786588e-05,3.6679934710264415e-05,-0.0002134665846824646,7.768906652927399e-05,False,0,True,,0.2425226942692763
CAP10,8,C05,False,0.5,0.0023129671650531235,0.015426660271941728,5.068548489337715e-08,-0.0001625168365535501,4.669645245038283e-08,-0.000165568129589513,53,42,5.068548489362001e-08,1.7863931134343147e-07,5.832570604979993e-06,1.0231498163193462e-05,1.8276548944413765e-05,-0.00011187046766281128,3.831135109066963e-05,False,0,True,,0.12126135847836947
CAP10,8,C025,False,0.25,0.0023129299995343897,0.01550717574355076,1.3519966159634966e-08,-8.200136494451726e-05,2.3348226225191416e-08,-8.27840647947565e-05,51,41,1.3519966159947217e-08,8.932693162932992e-08,2.7549685910344145e-06,5.461974069476127e-06,9.080320596694999e-06,-5.720555782318115e-05,1.9215047359466553e-05,False,0,True,,0.06063067682897194
CAP10,9,RAW,False,0.0,0.01536692868996397,0.017989235709137574,0.0,0.0,-0.0,-0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,True,,0.0
CAP10,9,C1,True,1.0,0.01532995969435433,0.01768226380499982,-3.696899560963994e-05,-0.0003069719041377539,-3.7149722936046055e-05,-0.00031236759401637474,54,44,-3.696899560964084e-05,4.7673529479652643e-07,6.153085269033916e-06,1.2820691335946316e-05,3.874141955748206e-05,-0.0038760900497436523,4.902482032775879e-05,True,0,True,,0.22514791400105802
CAP10,9,C05,False,0.5,0.015348216597558348,0.01783442762825871,-1.871209240562194e-05,-0.00015480808087886544,-1.8574861468023028e-05,-0.00015618379700818737,51,43,-1.871209240562166e-05,1.7877755453810096e-07,3.2133422791957857e-06,6.576918531209228e-06,1.931204693391922e-05,-0.001958489418029785,2.4512410163879395e-05,True,0,True,,0.1125739646827391
CAP10,9,C025,False,0.25,0.015357316396330135,0.01791149811288051,-9.612293633835117e-06,-7.773759625706589e-05,-9.287430734011514e-06,-7.809189850409369e-05,51,41,-9.612293633836088e-06,1.1862721294164658e-07,1.4530785847455283e-06,3.4609693102538577e-06,9.537197183817638e-06,-0.0010042190551757812,1.2140721082687378e-05,True,0,True,,0.056286983995250284
CAP10,10,RAW,True,0.0,0.0021848248903188505,0.019579550061280315,0.0,0.0,0.0,-0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,True,,0.0
CAP10,10,C1,False,1.0,0.0021850030522909945,0.01921096456999294,1.781619721440142e-07,-0.0003685854912873765,4.864454194971769e-08,-0.0003781146288323971,44,52,1.7816197214415297e-07,-2.3832035367377102e-07,4.953431198373443e-06,7.789937080815425e-06,1.829287502914794e-05,-0.00011883443221449852,0.00026339292526245117,False,0,True,,0.2505721387511727
CAP10,10,C05,False,0.5,0.002184906342845352,0.019392851194879768,8.145252650137991e-08,-0.00018669886640054756,2.4322270974858846e-08,-0.00018905731441619855,41,51,8.145252650137991e-08,-1.1915108188986778e-07,2.4290871806442777e-06,4.002213245257731e-06,9.19124577194515e-06,-5.959300324320793e-05,0.00013029947876930237,False,0,True,,0.12528606810954857
CAP10,10,C025,False,0.25,0.002184865070412343,0.019485602093482157,4.018009349239862e-08,-9.394796779815806e-05,1.2161135487429423e-08,-9.452865720809928e-05,41,49,4.018009349238128e-08,0.0,1.2026692274957904e-06,1.947514829225836e-06,4.531592130661321e-06,-2.9618386179208755e-05,6.462447345256805e-05,False,0,True,,0.06264303638856927
CAP100,1,RAW,True,0.0,0.002287666152260499,0.0015781786939896847,0.0,0.0,-0.0,-0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,True,,0.0
CAP100,1,C1,False,1.0,0.002290063241671305,0.0012840943649621295,2.3970894108059186e-06,-0.0002940843290275552,-1.7656098577366927e-11,-0.00040586184151447224,76,24,2.397089410806075e-06,1.017453905660659e-05,6.268343422561884e-05,8.379494538530702e-05,0.00015837518149055583,-0.0016504023224115372,0.00023915991187095642,False,0,True,,0.8608244969112492
CAP100,1,C05,False,0.5,0.0022882675039727473,0.001403363626366172,6.013517122481146e-07,-0.00017481506762351273,-8.828049288683463e-12,-0.00020293092075723612,75,25,6.01351712248288e-07,4.819637979380786e-06,3.084042109549046e-05,4.1402108035981624e-05,7.655670284293612e-05,-0.0008588628843426704,0.00011537410318851471,False,0,True,,0.4304122504546557
CAP100,1,C025,False,0.25,0.0022877991708082847,0.0014837341160500728,1.3301854778552044e-07,-9.444457793961192e-05,-4.414024644341732e-12,-0.00010146546037861806,73,24,1.330185477854684e-07,2.432381734251976e-06,1.5243492089211943e-05,2.0234892144799218e-05,3.756632911972712e-05,-0.00043845362961292267,5.710497498512268e-05,False,0,True,,0.21520613481256462
CAP100,2,RAW,True,0.0,0.005103430965391453,0.003621180711860461,0.0,0.0,0.0,-0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,True,,0.0
CAP100,2,C1,False,1.0,0.0051438797233277,0.0028805775419584734,4.044875793624697e-05,-0.0007406031699019877,3.4071106664264653e-10,-0.0009617330609214686,72,28,4.044875793624669e-05,9.820505511015654e-06,7.651045452803382e-05,0.00015720105729997134,0.0048102683946490395,-0.006865471601486206,0.006820281967520714,False,0,True,,1.3507177235224839
CAP100,2,C05,False,0.5,0.005113427326650708,0.0031957554980124314,9.996361259254245e-06,-0.00042542521384802967,1.7035553332132327e-10,-0.0004808665304607343,70,28,9.996361259254626e-06,4.761590389534831e-06,3.7345150485634854e-05,7.629508618265379e-05,0.0021995513327419808,-0.0038542747497558594,0.003146110102534294,False,0,True,,0.6753588580925055
CAP100,2,C025,False,0.25,0.0051058001568162585,0.0033944987115432923,2.369191424805156e-06,-0.00022668200031716879,8.517776666066163e-11,-0.00024043326523036715,70,29,2.3691914248047397e-06,2.260669134557247e-06,1.8166785594075945e-05,3.763590939342971e-05,0.0010524235107004665,-0.002047225832939148,0.001512426882982254,False,0,True,,0.33767943633666986
CAP100,3,RAW,True,0.0,0.0014238031865170342,0.005873831461371992,0.0,0.0,0.0,-0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,True,,0.0
CAP100,3,C1,False,1.0,0.0014265702702687122,0.004798333413077671,2.7670837516779925e-06,-0.001075498048294321,2.5264279868727825e-07,-0.0014091715416046308,54,46,2.767083751678001e-06,1.4286306395661086e-06,3.859905991703288e-05,8.094804361462581e-05,0.00024033911526203183,-0.000337761826813221,0.0002924934960901737,False,0,True,,1.6472163383896226
CAP100,3,C05,False,0.5,0.0014245602582741413,0.005252657878941136,7.570717571070851e-07,-0.0006211735824308562,1.2632139934363912e-07,-0.0007045857708023154,52,44,7.570717571070417e-07,5.35903382115066e-07,1.9204476848244743e-05,3.92832676880061e-05,0.00011659454554319394,-0.00017875200137495995,0.00014060735702514648,False,0,True,,0.8236081706281343
CAP100,3,C025,False,0.25,0.0014240203505687533,0.005542100374896108,2.171640517190966e-07,-0.0003317310864758838,6.316069967181956e-08,-0.0003522928854011577,53,43,2.1716405171900987e-07,2.3812390281818807e-07,9.495968697592655e-06,1.9513978622853727e-05,5.746197188273078e-05,-9.209476411342621e-05,6.88785221427679e-05,False,0,True,,0.4118040865854439
CAP100,4,RAW,True,0.0,0.0016058904592682667,0.008196801443318691,0.0,0.0,0.0,-0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,True,,0.0
CAP100,4,C1,False,1.0,0.001610105376876163,0.006702565613863953,4.214917607896348e-06,-0.0014942358294547375,3.048836171423348e-07,-0.0022551633673577537,67,33,4.2149176078964955e-06,7.327238563448191e-06,5.984572926536205e-05,8.760556811466811e-05,0.0002136475360021002,-0.0012087691575288773,0.00034685898572206497,False,0,True,,2.083208396040044
CAP100,4,C05,False,0.5,0.0016070132855020348,0.0072825415553552375,1.1228262337681372e-06,-0.0009142598879634534,1.524418085711674e-07,-0.0011275816836788769,65,34,1.1228262337681372e-06,3.27642192132771e-06,2.8683501295745372e-05,4.297662526369094e-05,0.00010335452388972079,-0.000626957044005394,0.0001721433363854885,False,0,True,,1.0416041957722229
CAP100,4,C025,False,0.25,0.0016062013178270718,0.007688447635928242,3.10858558805107e-07,-0.0005083538073904492,7.62209042855837e-08,-0.0005637908418394384,65,34,3.1085855880519373e-07,1.54915323946625e-06,1.3508740812540059e-05,2.1372549235820766e-05,5.120477639138716e-05,-0.0003197193145751953,8.566118776798248e-05,False,0,True,,0.5208020956669984
CAP100,5,RAW,True,0.0,0.001877041876250587,0.010280964385401603,0.0,0.0,0.0,-0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,True,,0.0
CAP100,5,C1,False,1.0,0.0018839791795471684,0.008388654648342708,6.937303296581472e-06,-0.0018923097370588948,5.828055530701257e-07,-0.00294450179366161,56,44,6.937303296581376e-06,4.40518488176167e-06,0.0001080570742487908,0.0001589296269230544,0.0003466948191635313,-0.001846596598625183,0.0003975415602326393,False,0,True,,2.3581492862473348
CAP100,5,C05,False,0.5,0.0018789301618380705,0.009096438915321414,1.888285587483586e-06,-0.0011845254700801888,2.9140277653506286e-07,-0.001472250896830805,56,44,1.8882855874835513e-06,2.023531123995781e-06,5.14367537107319e-05,7.602429250255225e-05,0.00016699706669896853,-0.0009439997375011444,0.00019251229241490364,False,0,True,,1.1790746455179588
CAP100,5,C025,False,0.25,0.0018775629175434006,0.009616448419137669,5.210412928136413e-07,-0.0006645159662639344,1.4570138826753143e-07,-0.0007361254484154025,56,43,5.210412928136065e-07,8.938368409872055e-07,2.5088217807933708e-05,3.7362240254878986e-05,8.22590151801706e-05,-0.0004774313420057297,9.442446753382683e-05,False,0,True,,0.589537327024944
CAP100,6,RAW,False,0.0,0.010846324513622677,0.01198467575545692,0.0,0.0,-0.0,-0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,True,,0.0
CAP100,6,C1,True,1.0,0.010554475473763886,0.010236329708959602,-0.00029184903985879015,-0.0017483460464973177,-0.00032008920886594095,-0.0025662174883347715,58,42,-0.0002918490398587892,3.635435859905556e-06,7.028588443063201e-05,0.00013129216386005275,0.0003962954320013802,-0.03533041477203369,0.005794289521872997,True,0,True,,2.148916752580573
CAP100,6,C05,False,0.5,0.01069262539902411,0.010939532253928519,-0.00015369911459856694,-0.0010451435015284005,-0.00016004460443297047,-0.0012831087441673857,56,43,-0.00015369911459856667,1.668318873271346e-06,3.36142082232982e-05,6.42198720015585e-05,0.00018837660551072264,-0.017747581005096436,0.0023117493838071823,True,0,True,,1.0744583810245834
CAP100,6,C025,False,0.25,0.010767724215984344,0.011403697223613563,-7.860029763833223e-05,-0.0005809785318433569,-8.002230221648524e-05,-0.0006415543720836929,56,43,-7.860029763833154e-05,7.737689884379506e-07,1.651265774853528e-05,3.1575898174196464e-05,9.209232870489849e-05,-0.008907556533813477,0.0010398151353001595,True,0,True,,0.5372291875824093
CAP100,7,RAW,True,0.0,0.0023996956757764564,0.012468838877339294,0.0,0.0,0.0,-0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,True,,0.0
CAP100,7,C1,False,1.0,0.0024047073219844606,0.01081572556199717,5.0116462080042855e-06,-0.0016531133153421251,1.589254647168297e-07,-0.0019516220472273306,57,42,5.011646208004095e-06,2.739689080044627e-06,6.432840600609808e-05,0.00016535563627257936,0.0002679912745952611,-0.0006425073370337486,0.0003601405769586563,False,0,True,,1.8393782281807283
CAP100,7,C05,False,0.5,0.002400999236488133,0.01156459678372812,1.3035607116765498e-06,-0.0009042420936111739,7.946273235841485e-08,-0.0009758110236136653,57,43,1.3035607116762548e-06,1.191321644000709e-06,3.0214013531804226e-05,8.076892700046297e-05,0.00013162652961909782,-0.0003367937169969082,0.0001524556428194046,False,0,True,,0.9196891109578826
CAP100,7,C025,False,0.25,0.0024000431744207163,0.011998280608167988,3.4749864425993177e-07,-0.00047055826917130616,3.973136617920743e-08,-0.00048790551180683266,57,42,3.474986442597583e-07,5.362671799957752e-07,1.4726270455867121e-05,4.0076533332467064e-05,6.492869928479196e-05,-0.00017259130254387856,6.932299584150314e-05,False,0,True,,0.45984455721939416
CAP100,8,RAW,True,0.0,0.0017409081818914275,0.014542293789190808,0.0,0.0,0.0,-0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,True,,0.0
CAP100,8,C1,False,1.0,0.0017448640691145557,0.012775029225394974,3.955887223128229e-06,-0.001767264563795834,2.9830197767036987e-07,-0.0020829761216382588,59,41,3.955887223128229e-06,3.155233571305871e-06,6.55825482681394e-05,0.00010290578939020628,0.00018901670817285775,-0.00040757283568382263,0.00018972158432006836,False,0,True,,1.9066030893152728
CAP100,8,C05,False,0.5,0.0017419801015057601,0.013576969405221462,1.0719196143326587e-06,-0.0009653243839693459,1.4915098883518493e-07,-0.0010414880608191294,57,41,1.0719196143327282e-06,1.250184141099453e-06,2.3014051839709358e-05,4.937119083479044e-05,8.913150522857906e-05,-0.00020641926676034927,9.191827848553658e-05,False,0,True,,0.9533015450222376
CAP100,8,C025,False,0.25,0.0017412283218436642,0.014039863522157248,3.2013995223669975e-07,-0.0005024302670335601,7.457549441759247e-08,-0.0005207440304095647,57,42,3.2013995223678646e-07,5.956680979579687e-07,1.1049502063542643e-05,2.4164328351616842e-05,4.3154130689799796e-05,-0.00010355841368436813,4.584132693707943e-05,False,0,True,,0.47665077198678957
CAP100,9,RAW,True,0.0,0.0017870783594844397,0.017137185207502625,0.0,0.0,0.0,-0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,True,,0.0
CAP100,9,C1,False,1.0,0.0017918091109459056,0.014919348732291837,4.730751461465852e-06,-0.002217836475210788,3.411839550964721e-07,-0.0025567969149997757,66,34,4.730751461465843e-06,4.585308488458395e-06,6.931445095688107e-05,9.544892236590383e-05,0.0003178696380928161,-0.0005327938124537468,0.00035824673250317574,False,0,True,,2.0238106441677854
CAP100,9,C05,False,0.5,0.0017883265858108642,0.015937997576656926,1.248226326424533e-06,-0.0011991876308456995,1.7059197754823606e-07,-0.0012783984574998878,65,34,1.2482263264246286e-06,2.1438609110191464e-06,3.219025675207378e-05,4.4878845801576956e-05,0.00015175571432337167,-0.00026948750019073486,0.00015444867312908173,False,0,True,,1.0119053176720014
CAP100,9,C025,False,0.25,0.001787430015829159,0.01651699678723162,3.516563447192398e-07,-0.0006201884202710062,8.529598877411803e-08,-0.0006391992287499439,63,35,3.516563447192311e-07,1.0122894309461117e-06,1.5316461212933073e-05,2.225260250270366e-05,7.173213409259916e-05,-0.0001358548179268837,7.420242764055729e-05,False,0,True,,0.5059526645130579
CAP100,10,RAW,True,0.0,0.034469664444404774,0.019121297826131922,0.0,0.0,-0.0,-0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,True,,0.0
CAP100,10,C1,False,1.0,0.0344910147999326,0.016615157578144135,2.135035552782577e-05,-0.002506140247987787,-2.1576719610925086e-06,-0.003275627091516646,61,39,2.135035552782938e-05,9.288662113249302e-06,0.00011482289992272855,0.0002010964904911816,0.0025231316685676596,-0.005675315856933594,0.002960348501801491,False,0,True,,2.350758261283275
CAP100,10,C05,False,0.5,0.03447403017344186,0.01768363006567597,4.365729037086874e-06,-0.0014376677604559518,-1.0788359805462543e-06,-0.001637813545758323,61,39,4.3657290370902045e-06,4.2889732867479324e-06,5.503087304532529e-05,9.573926799930633e-05,0.0011086708214133995,-0.002878427505493164,0.0014335159212350845,False,0,True,,1.1753791301893366
CAP100,10,C025,False,0.25,0.03447074489595252,0.018350717233261093,1.0804515477441656e-06,-0.0007705805928708287,-5.394179902731272e-07,-0.0008189067728791615,61,39,1.0804515477502719e-06,2.0849256543442607e-06,2.7159508317708975e-05,4.657310782931745e-05,0.0005246801022440205,-0.0014350414276123047,0.0007064975798130035,False,0,True,,0.5876895602605037
NORM_ONLY,1,RAW,True,0.0,0.002287666152260499,0.0015781786939896847,0.0,0.0,0.0,-0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,True,,0.0
NORM_ONLY,1,C1,False,1.0,0.007420955046254676,0.014698609058029888,0.005133288893994177,0.013120430364040203,0.0002822590968840591,-0.011579171519884444,93,7,0.005133288893994177,0.0009202309884130955,0.008611108758486809,0.010343355254735785,0.07511031335277993,-0.011234692297875881,0.1598332785652019,False,0,True,,24.62768558723905
NORM_ONLY,1,C05,False,0.5,0.002939643075442291,0.005606979534377388,0.0006519769231817917,0.004028800840387703,0.00014112954844202954,-0.005789585759942222,88,12,0.0006519769231817918,0.00029592838836833835,0.0018549090018495928,0.0023817421519197524,0.007831875442061605,-0.009915382135659456,0.013828760012984276,False,0,True,,12.313842790601962
NORM_ONLY,1,C025,False,0.25,0.0024778027949651006,0.002301378913443841,0.00019013664270460138,0.0007232002194541565,7.056477422101477e-05,-0.002894792879971111,83,17,0.0001901366427046014,0.00012055784463882446,0.0007223500637337566,0.0008972541661933063,0.0020491047040559485,-0.0073037599213421345,0.004651445895433426,False,0,True,,6.156921387003426
NORM_ONLY,2,RAW,True,0.0,0.005103430965391453,0.003621180711860461,0.0,0.0,0.0,-0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0,True,,0.0
NORM_ONLY,2,C1,False,1.0,0.14474652409924602,0.011710187915085157,0.13964309313385456,0.008089007203224696,0.0035452287180813497,-0.017410737191187492,91,9,0.13964309313385456,0.0006672724703093991,0.01381267213728287,0.05546610122546546,2.6019035596028286,-0.007523193955421448,8.73020944930613,False,3,True,,24.54260230630165
