arm,C1_percent_mean,C1_percent_median,C1_percent_p90,C1_percent_p95,C1_percent_p99,C1_percent_min,C1_percent_max,selected_with_RAW_percent_mean,selected_with_RAW_percent_median,selected_with_RAW_percent_p90,selected_with_RAW_percent_p95,selected_with_RAW_percent_p99,selected_with_RAW_percent_min,selected_with_RAW_percent_max,nonzero_selected_percent_mean,nonzero_selected_percent_median,nonzero_selected_percent_p90,nonzero_selected_percent_p95,nonzero_selected_percent_p99,nonzero_selected_percent_min,nonzero_selected_percent_max,RAW,C1,C05,C025
CAP1,0.020247640302945038,0.02233725544028065,0.0249154260906025,0.025702475470188293,0.026332114973856933,0.00860828255232047,0.026489524849774092,0.012215828371394557,0.011168653845915668,0.023100946529246432,0.02332513232298846,0.023504480957982084,0.0,0.02354931811673049,0.015269785464243197,0.013884207066991203,0.023200584659798445,0.023374951388264467,0.023514444771037285,0.006750936787496524,0.02354931811673049,2,5,3,0
CAP10,0.1959641089001313,0.21613967854921592,0.24332763871746593,0.2469498887343193,0.249847688747802,0.08608245411838517,0.2505721387511727,0.03990264625400194,0.0,0.09366379718910374,0.15940585559478088,0.21199950231932282,0.0,0.22514791400045825,0.09975661563500485,0.06541865865442795,0.18131987506334013,0.2032338945318991,0.2207651101067464,0.04304123123070523,0.22514791400045825,6,1,2,1
CAP100,1.8569583216638368,1.965206866741529,2.3514973637796808,2.3548233250135078,2.3574840940005695,0.8608244969112492,2.3581492862473348,0.2148916752547561,0.0,0.21489167525475533,1.1819042139011562,1.9555142448182807,0.0,2.148916752547561,2.148916752547561,2.148916752547561,2.148916752547561,2.148916752547561,2.148916752547561,2.148916752547561,2.148916752547561,9,1,0,0
NORM_ONLY,24.483159686687806,24.47868460615372,24.589806727353174,24.608746157296114,24.623897701250463,24.346651693050404,24.62768558723905,0.6086662923943839,0.0,0.6086662923943816,3.3476646081691044,5.538863260788894,0.0,6.086662923943838,6.086662923943838,6.086662923943838,6.086662923943838,6.086662923943838,6.086662923943838,6.086662923943838,6.086662923943838,9,0,0,1
