arm,provenance,comparison,batch,population,metric,denominator,before_num,after_num,delta_pp,retained,lost,gained,both_failed,conditional_loss_den,conditional_recovery_den,strict_lost,strict_gained,strict_before,strict_after,desired_NLL_harm_mean,desired_NLL_harm_median,desired_NLL_harm_p90,desired_NLL_harm_p95,desired_NLL_harm_p99,desired_NLL_harm_min,desired_NLL_harm_max,competing_NLL_change_mean,competing_NLL_change_median,competing_NLL_change_p90,competing_NLL_change_p95,competing_NLL_change_p99,competing_NLL_change_min,competing_NLL_change_max
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,RAW_TO_SELECTED,3,ACCEPTED_OLD,NS,2000,1713,1713,0.0,1713,0,0,287,1713,287,0,0,351,351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,ENTRY_TO_RAW,4,CURRENT,RS,100,14,100,86.0,14,0,86,0,14,86,0,99,1,100,-9.82210193806246,-9.88436868970166,-5.1152644400426635,-3.3168631714201204,-2.3278222308336978,-20.818580825289246,-2.0484463754692115,10.529171332879923,10.338730454444885,15.828302145004274,18.23989500403404,20.354762463569646,-5.054501533508301,21.046428680419922
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,RAW_TO_SELECTED,4,CURRENT,RS,100,100,100,0.0,100,0,0,0,100,0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,RAW_TO_SELECTED,4,ACCEPTED_OLD,RS,300,300,300,0.0,300,0,0,0,300,0,0,0,300,300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,ENTRY_TO_RAW,4,CURRENT,PS,200,35,197,81.0,35,0,162,3,35,165,0,147,2,149,-7.726079273456853,-7.747307330369949,-3.167312145419419,-2.068815971206645,-0.41765757560730193,-16.842586509883404,-0.09147167205810547,6.286378454107325,5.7192792892456055,12.033400392532348,14.509583306312555,17.330764580666983,-3.786144733428955,21.323912620544434
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,RAW_TO_SELECTED,4,CURRENT,PS,200,197,197,0.0,197,0,0,3,197,3,0,0,149,149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,RAW_TO_SELECTED,4,ACCEPTED_OLD,PS,600,574,574,0.0,574,0,0,26,574,26,0,0,385,385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,ENTRY_TO_RAW,4,CURRENT,NS,1000,842,807,-3.5,803,39,4,154,842,158,23,14,197,188,0.16692032151739114,-0.0009014164097607136,0.5746798038482668,1.2454057693481415,5.24855437003076,-2.9838461875915527,18.23999547958374,-0.4184033414671721,-0.16939449310302734,0.21861143112182618,0.3500992774963377,1.13108217716217,-16.26502143777907,13.365060806274414
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,RAW_TO_SELECTED,4,CURRENT,NS,1000,807,807,0.0,807,0,0,193,807,193,0,0,188,188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,RAW_TO_SELECTED,4,ACCEPTED_OLD,NS,3000,2573,2573,0.0,2573,0,0,427,2573,427,0,0,524,524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,ENTRY_TO_RAW,5,CURRENT,RS,100,6,100,94.0,6,0,94,0,6,94,0,98,2,100,-10.052108587801522,-9.943865280860336,-6.362896852724953,-4.8373285465437235,-1.3583958955818105,-18.543871790519916,-0.25656122119471547,10.174488437641411,10.547463178634644,14.505064857006074,15.632552286982536,19.024104313850405,-4.091558933258057,19.286405086517334
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,RAW_TO_SELECTED,5,CURRENT,RS,100,100,100,0.0,100,0,0,0,100,0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,RAW_TO_SELECTED,5,ACCEPTED_OLD,RS,400,400,400,0.0,400,0,0,0,400,0,0,0,399,399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,ENTRY_TO_RAW,5,CURRENT,PS,200,29,194,82.5,29,0,165,6,29,171,0,123,2,125,-7.6897979925654365,-7.652155036106706,-3.5444169282913207,-1.8098842751234792,-0.46756935596466215,-16.770353318192065,1.9185271263122559,4.943669068031013,4.902327299118042,10.646459715254602,12.23555644750595,14.320845594406123,-7.935004949569702,20.995763659477234
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,RAW_TO_SELECTED,5,CURRENT,PS,200,194,194,0.0,194,0,0,6,194,6,0,0,125,125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,RAW_TO_SELECTED,5,ACCEPTED_OLD,PS,800,771,771,0.0,771,0,0,29,771,29,0,0,533,533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,ENTRY_TO_RAW,5,CURRENT,NS,1000,872,856,-1.6,853,19,3,125,872,128,22,16,249,243,0.024037716795341113,-0.004641706123948097,0.3935927629470825,0.6412126168608657,1.7183588516712174,-3.9633262157440186,7.801905333995819,-0.41700276198983194,-0.1661372184753418,0.19595370292663575,0.3536759734153742,0.996737036705017,-12.85201358795166,3.64022159576416
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,RAW_TO_SELECTED,5,CURRENT,NS,1000,856,856,0.0,856,0,0,144,856,144,0,0,243,243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,RAW_TO_SELECTED,5,ACCEPTED_OLD,NS,4000,3349,3349,0.0,3349,0,0,651,3349,651,0,0,683,683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,ENTRY_TO_RAW,6,CURRENT,RS,100,12,100,88.0,12,0,88,0,12,88,0,100,0,100,-10.327892031122975,-10.371286906578462,-5.6527135672746205,-4.893345994957781,-2.91029637367581,-19.78254483814817,-2.8846124802948907,9.794208524115383,9.927643895149231,15.393497705459597,16.696343326568602,18.445112793296584,-2.22202205657959,20.34459649026394
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,RAW_TO_SELECTED,6,CURRENT,RS,100,100,100,0.0,100,0,0,0,100,0,0,0,100,100,-2.2202656691661104e-06,2.770614082692191e-05,0.0003148478223010905,0.0005544162821024653,0.001959621082060348,-0.06997483968734741,0.061757239513099194,-0.10375650405883789,-0.036660194396972656,0.08055810928344735,0.1174412727355957,0.19071327209472733,-2.935525894165039,0.3407707214355469
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,RAW_TO_SELECTED,6,ACCEPTED_OLD,RS,500,500,500,0.0,500,0,0,0,500,0,0,0,499,499,-0.000527184548733203,5.954643711447716e-08,2.369693829677999e-05,4.450791748240582e-05,0.00021838330663740568,-0.20776677131652832,0.06965124607086182,0.0006668806076049804,0.0005855560302734375,0.023858165740966813,0.035658740997314434,0.06905003547668456,-0.13707685470581055,0.13245201110839844
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,ENTRY_TO_RAW,6,CURRENT,PS,200,34,194,80.0,34,0,160,6,34,166,0,114,0,114,-7.92655425502744,-8.248944464838132,-3.332710993289948,-1.5839311797171929,3.130867562293999,-18.493167091161013,8.17698049545288,4.865034337453544,5.068651795387268,10.593130648136139,11.744392839819188,15.39112520456314,-6.192517280578613,17.60257339477539
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,RAW_TO_SELECTED,6,CURRENT,PS,200,194,194,0.0,194,0,0,6,194,6,0,0,114,114,0.012879807758436073,0.0018314365297555923,0.08098711967468261,0.12938789725303643,0.19235732078552223,-0.2169647216796875,0.3551468849182129,-0.05707564279437065,-0.03777480125427246,0.0842823028564453,0.1413765907287597,0.22688483238220125,-0.7051239013671875,0.45409584045410156
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,RAW_TO_SELECTED,6,ACCEPTED_OLD,PS,1000,963,963,0.0,963,0,0,37,963,37,3,0,664,661,0.0035151058496740006,0.00023091863840818405,0.024961149692535402,0.0576395034790039,0.13646445274353025,-0.25833672285079956,0.2303776741027832,-0.009577523186802864,-0.0055735111236572266,0.034393501281738285,0.05840787887573235,0.1102021789550779,-0.5155143737792969,0.324493408203125
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,ENTRY_TO_RAW,6,CURRENT,NS,1000,825,805,-2.0,801,24,4,171,825,175,9,3,163,157,0.08039059423678555,0.0012426823377609253,0.40940475463867204,0.7870208978652944,3.1216107416152936,-2.5966691970825195,8.890977680683136,-0.35200799809768796,-0.15585923194885254,0.20418987274169928,0.3317665100097656,0.8044629383087157,-11.5336719378829,1.3924169540405273
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,RAW_TO_SELECTED,6,CURRENT,NS,1000,805,805,0.0,805,0,0,195,805,195,0,1,157,158,-0.0007648095362819731,0.0003107786178588867,0.025613260269165043,0.037088942527770986,0.07461765289306639,-0.15473461151123047,0.19145488739013672,0.006418118985369802,0.004196643829345703,0.03725900650024417,0.05238614082336425,0.09844811439514158,-0.12378311157226562,0.3261146545410156
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,RAW_TO_SELECTED,6,ACCEPTED_OLD,NS,5000,4173,4178,0.1,4172,1,6,821,4173,827,3,3,916,916,0.00032904290822334585,0.00044277310371398926,0.025602340698242194,0.03794574737548828,0.07088550567626958,-0.35622215270996094,0.2391672134399414,0.005898978697342682,0.0038347244262695312,0.036017608642578136,0.05154232978820806,0.0972985458374026,-0.37119483947753906,0.3851051330566406
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,ENTRY_TO_RAW,7,CURRENT,RS,100,10,100,90.0,10,0,90,0,10,90,0,99,1,100,-9.813888328879912,-9.660056068296399,-5.067020741531449,-3.207142527602264,-1.3019151759651124,-19.26542166620493,-1.0023462694662157,10.809532073613955,10.594640731811523,16.05575637817383,20.04564178586006,22.11079771518708,-4.901006698608398,23.089025735855103
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,RAW_TO_SELECTED,7,CURRENT,RS,100,100,100,0.0,100,0,0,0,100,0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,RAW_TO_SELECTED,7,ACCEPTED_OLD,RS,600,600,600,0.0,600,0,0,0,600,0,0,0,598,598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,ENTRY_TO_RAW,7,CURRENT,PS,200,23,195,86.0,23,0,172,5,23,177,0,140,3,143,-7.548479050908063,-7.717286072671413,-2.320499706268311,-1.294363765418532,1.4201859998702624,-21.537508795037866,5.598203659057617,6.1151400051405655,5.727475315332413,11.829042814299465,14.157659178972239,16.25481410726905,-7.731066942214966,18.499700218439102
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,RAW_TO_SELECTED,7,CURRENT,PS,200,195,195,0.0,195,0,0,5,195,5,0,0,143,143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,RAW_TO_SELECTED,7,ACCEPTED_OLD,PS,1200,1159,1159,0.0,1159,0,0,41,1159,41,0,0,776,776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,ENTRY_TO_RAW,7,CURRENT,NS,1000,869,856,-1.3,848,21,8,123,869,131,32,15,260,243,0.10461646650731564,0.004538059234619141,0.5621255323290826,0.9597431600093836,3.1025540328025807,-3.173769950866699,13.6580171585083,-0.3523417924568057,-0.17717933654785156,0.2357200860977173,0.45682139396667454,1.6793730783462517,-8.731151103973389,14.847735404968262
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,RAW_TO_SELECTED,7,CURRENT,NS,1000,856,856,0.0,856,0,0,144,856,144,0,0,243,243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,RAW_TO_SELECTED,7,ACCEPTED_OLD,NS,6000,4934,4934,0.0,4934,0,0,1066,4934,1066,0,0,1062,1062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,ENTRY_TO_RAW,8,CURRENT,RS,100,13,100,87.0,13,0,87,0,13,87,0,98,2,100,-9.58934164607752,-9.18274078326067,-5.482686151738742,-4.746040127931338,-1.3256818008570532,-16.7546389351337,-0.9187027271473198,10.000725236162543,9.665219902992249,14.798835873603823,17.90404151678085,19.35279487609864,-3.8774938583374023,20.315224170684814
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,RAW_TO_SELECTED,8,CURRENT,RS,100,100,100,0.0,100,0,0,0,100,0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,RAW_TO_SELECTED,8,ACCEPTED_OLD,RS,700,699,699,0.0,699,0,0,1,699,1,0,0,698,698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,ENTRY_TO_RAW,8,CURRENT,PS,200,26,197,85.5,26,0,171,3,26,174,0,129,3,132,-7.428195027435249,-7.597116286400706,-3.450784003734589,-2.0761912683956396,0.5455848407745361,-15.649400197900832,2.041128635406494,5.833393529849127,5.903454840183258,11.40816454142332,12.462554359436034,14.826035279631606,-5.336581707000732,16.78378313779831
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,RAW_TO_SELECTED,8,CURRENT,PS,200,197,197,0.0,197,0,0,3,197,3,0,0,132,132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,RAW_TO_SELECTED,8,ACCEPTED_OLD,PS,1400,1355,1355,0.0,1355,0,0,45,1355,45,0,0,920,920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,ENTRY_TO_RAW,8,CURRENT,NS,1000,865,834,-3.1,831,34,3,132,865,135,19,12,214,207,0.13274727043369786,0.004503242671489716,0.4620808601379395,0.9689907073974606,4.596210322380048,-2.0710525512695312,11.841231524944305,-0.3975494971621083,-0.140222430229187,0.23388237953186047,0.4204126358032226,0.7704773235321044,-17.241463899612427,1.2700471878051758
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,RAW_TO_SELECTED,8,CURRENT,NS,1000,834,834,0.0,834,0,0,166,834,166,0,0,207,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,RAW_TO_SELECTED,8,ACCEPTED_OLD,NS,7000,5756,5756,0.0,5756,0,0,1244,5756,1244,0,0,1282,1282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,ENTRY_TO_RAW,9,CURRENT,RS,100,12,100,88.0,12,0,88,0,12,88,0,99,1,100,-9.649372487888467,-9.507815786229912,-5.263472332723901,-4.03124967053882,-1.5065380518848472,-17.503794786229264,-0.16202190716285259,10.49272835612297,10.57691591233015,16.49695385098458,17.286914014816283,19.683961611390117,-6.125599384307861,20.266870319843292
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,RAW_TO_SELECTED,9,CURRENT,RS,100,100,100,0.0,100,0,0,0,100,0,0,0,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,RAW_TO_SELECTED,9,ACCEPTED_OLD,RS,800,799,799,0.0,799,0,0,1,799,1,0,0,797,797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,ENTRY_TO_RAW,9,CURRENT,PS,200,25,192,83.5,25,0,167,8,25,175,0,137,3,140,-8.071499521623627,-8.042875847313553,-3.280092001205776,-2.812018868327141,-0.6260843561682856,-16.350856110453606,-0.5108244903385639,6.16254666836001,5.693455517292023,13.062724208831787,15.554266119003296,18.044108942374578,-7.503209114074707,19.466054797172546
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,RAW_TO_SELECTED,9,CURRENT,PS,200,192,192,0.0,192,0,0,8,192,8,0,0,140,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,RAW_TO_SELECTED,9,ACCEPTED_OLD,PS,1600,1555,1555,0.0,1555,0,0,45,1555,45,0,0,1060,1060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,ENTRY_TO_RAW,9,CURRENT,NS,1000,860,800,-6.0,796,64,4,136,860,140,41,5,243,207,0.23783118301583453,0.024042129516601562,0.7893346905708314,1.5511158972978587,6.7881479230523105,-8.745266914367676,16.255849957466125,-0.6553007750716643,-0.19454503059387207,0.24319496154785158,0.4177055835723876,0.9691269683837889,-16.103377372026443,3.7639212608337402
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,RAW_TO_SELECTED,9,CURRENT,NS,1000,800,800,0.0,800,0,0,200,800,200,0,0,207,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,RAW_TO_SELECTED,9,ACCEPTED_OLD,NS,8000,6522,6522,0.0,6522,0,0,1478,6522,1478,0,0,1445,1445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,ENTRY_TO_RAW,10,CURRENT,RS,100,12,100,88.0,12,0,88,0,12,88,0,97,2,99,-9.545541962623247,-8.84315341891488,-4.555956653389147,-3.5824566912953753,-0.4767450649989755,-21.157004833221436,-0.20618151838425547,9.923409301652573,10.192887663841248,15.450849461555482,16.210914546251296,18.305197303295138,-5.195672988891602,18.866210222244263
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,RAW_TO_SELECTED,10,CURRENT,RS,100,100,100,0.0,100,0,0,0,100,0,0,0,99,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,RAW_TO_SELECTED,10,ACCEPTED_OLD,RS,900,899,899,0.0,899,0,0,1,899,1,0,0,896,896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,ENTRY_TO_RAW,10,CURRENT,PS,200,32,193,80.5,32,0,161,7,32,168,0,128,2,130,-7.456491062809946,-7.289672545623034,-3.3021975219249744,-1.9523727108724425,-0.8888964776136025,-17.771865591406822,0.16869592666625977,5.141601715059951,5.006904602050781,9.976952695846556,11.20503757928963,15.334820631742472,-12.044350624084473,15.891477108001709
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,RAW_TO_SELECTED,10,CURRENT,PS,200,193,193,0.0,193,0,0,7,193,7,0,0,130,130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,RAW_TO_SELECTED,10,ACCEPTED_OLD,PS,1800,1745,1745,0.0,1745,0,0,55,1745,55,0,0,1203,1203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,ENTRY_TO_RAW,10,CURRENT,NS,1000,828,810,-1.8,807,21,3,169,828,172,21,13,197,189,0.08181392625533045,0.005701471120119095,0.6108813762664796,1.0557042390108105,2.66780074596405,-2.7178478240966797,7.723551273345947,-0.3123760944791138,-0.11683499813079834,0.27147406339645397,0.4889481544494629,1.0121001911163319,-10.675987005233765,3.6533284187316895
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,RAW_TO_SELECTED,10,CURRENT,NS,1000,810,810,0.0,810,0,0,190,810,190,0,0,189,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,RAW_TO_SELECTED,10,ACCEPTED_OLD,NS,9000,7232,7232,0.0,7232,0,0,1768,7232,1768,0,0,1623,1623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,ATWRITE_TO_W10,10,ALL_REQUESTED,RS,1000,1000,999,-0.1,999,1,0,0,1000,0,4,0,999,995,0.022663777655530792,1.2590608093887568e-05,0.00105526608240325,0.002961425506509837,0.033792295660823514,-0.05477706342935562,6.171733736991882,-0.13669028079509735,-7.152557373046875e-06,0.46607208251953125,0.7300216197967528,1.6882574558258046,-11.149599075317383,5.416487693786621
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,W5_TO_W10_FIRST500,10,FIRST500,RS,500,500,499,-0.2,499,1,0,0,500,0,2,0,499,497,0.02797786262781301,5.5103730119299144e-05,0.0015556234808173043,0.0044344283611280596,0.26387657295912487,-0.00903347646817565,4.384331804118119,-0.15186027216911316,-0.046201229095458984,0.5277448654174806,0.7323411464691157,1.5986529350280752,-7.576617240905762,3.269955635070801
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,ATWRITE_TO_W10,10,ALL_REQUESTED,PS,2000,1931,1938,0.35,1925,6,13,56,1931,69,18,38,1313,1333,-0.052610053234975564,-7.878988981246948e-07,0.13860203623771675,0.3424077242612835,0.9760146665573118,-8.654882907867432,4.5123796463012695,-0.055722115579992536,-2.765655517578125e-05,0.5588849782943729,0.875180530548095,1.9990163457393646,-13.611595392227173,4.561290264129639
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,W5_TO_W10_FIRST500,10,FIRST500,PS,1000,965,968,0.3,961,4,7,28,965,35,8,19,658,669,-0.03590304053636646,-0.0003217680787201971,0.18927052766084673,0.39813932180404654,1.170095603466034,-4.864977836608887,4.671210289001465,-0.058815666869282725,-0.07324075698852539,0.6132528305053712,0.8726844072341918,2.0229323005676267,-4.971142292022705,3.5167765617370605
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,ATWRITE_TO_W10,10,ALL_REQUESTED,NS,10000,8364,8042,-3.22,7927,437,115,1521,8364,1636,321,187,1946,1812,0.13005600330808084,0.0,1.135098457336427,2.1957014739513334,5.752687201499939,-11.90772294998169,17.21115243062377,-0.5455184053567478,-0.1945042610168457,0.5705706596374513,1.055976748466489,2.4875495767593403,-15.761794810649008,12.865888595581055
NORM_ONLY,NEW_CHAIN_CPU_REDUCTION,W5_TO_W10_FIRST500,10,FIRST500,NS,5000,4205,4002,-4.06,3947,258,55,740,4205,795,196,112,926,842,0.23172644740235993,0.001865247031673789,1.3647844582796096,2.4896477580070533,6.87694728404289,-6.638306617736816,17.21116231009364,-0.5651366563077485,-0.34784650802612305,0.6787647247314456,1.1856511130928995,2.5570600986480763,-15.023926501628011,12.599061012268066
