state,panel,metric,population,field,aggregation_unit,n,mean,median,q25,q75,iqr,p90,p95,p99,min,max
W0,historical,NS,ALL,new_nll,REQUEST_CLUSTER_MEAN,128,11.052745598170441,10.429042053222656,8.886599737405778,13.22447452545166,4.337874788045882,15.445378198623656,17.140881233215328,19.195255418777464,4.594098874926567,21.388424110412597
W0,historical,NS,ALL,true_nll,PROMPT,1280,4.842468365493187,4.400563478469849,1.47190922498703,7.188157558441162,5.716248333454132,10.457870769500735,11.872038507461546,14.16768774032593,0.0013396107824519277,16.946914672851562
W0,historical,NS,ALL,true_nll,REQUEST_CLUSTER_MEAN,128,4.842468365493187,4.862701688427478,2.7945879191160206,6.627142471075057,3.8325545519590367,8.544997310638427,9.805335738658904,10.323681278705596,0.09142977595329285,10.682698345184326
W0,historical,NS,ALL,desired_margin,PROMPT,1280,6.210277232677254,6.0827866196632385,2.1710489988327026,9.782731056213379,7.611682057380676,13.236247611045838,15.386807622015473,19.216838104724886,-9.999268919229507,26.66301816701889
W0,historical,NS,ALL,desired_margin,REQUEST_CLUSTER_MEAN,128,6.210277232677254,6.0507137268781666,2.8183319032192227,8.865183769166471,6.046851865947248,11.646853933915263,13.467472182810303,16.869030393004422,-3.1619458198547363,18.5653446841985
W0,historical,NS,ACTIVE_TARGET,new_nll,PROMPT,1240,10.997775003398138,10.779850959777832,7.943145990371704,13.665896892547607,5.722750902175903,16.439456176757812,18.203662300109862,20.71544515609741,0.004071993753314018,26.75540542602539
W0,historical,NS,ACTIVE_TARGET,new_nll,REQUEST_CLUSTER_MEAN,124,10.997775003398138,10.429042053222656,8.886599737405778,13.22447452545166,4.337874788045882,15.360754833221435,16.837891488075254,18.950251151084895,4.594098874926567,19.222874069213866
W0,historical,NS,ACTIVE_TARGET,true_nll,PROMPT,1240,4.725505129393986,4.288391590118408,1.4122925698757172,7.053492188453674,5.641199618577957,10.091516685485841,11.529838800430293,13.912338371276853,0.0013396107824519277,16.946914672851562
W0,historical,NS,ACTIVE_TARGET,true_nll,REQUEST_CLUSTER_MEAN,124,4.725505129393986,4.83798226537183,2.715784206241369,6.5503917813301085,3.8346075750887394,8.280508613586425,9.139803786277767,10.238962559700012,0.09142977595329285,10.336822605133056
W0,historical,NS,ACTIVE_TARGET,desired_margin,PROMPT,1240,6.272269874004151,6.190894067287445,2.3189849853515625,9.782731056213379,7.463746070861816,13.176505269296468,14.890158262173644,19.095792554831128,-9.999268919229507,26.66301816701889
W0,historical,NS,ACTIVE_TARGET,desired_margin,REQUEST_CLUSTER_MEAN,124,6.272269874004151,6.130037419497967,3.1378949306905266,8.865183769166471,5.727288838475944,11.571672381386161,13.201384740248322,15.92590932129696,-3.1619458198547363,18.5653446841985
W0,historical,NS,SUPERSEDED,new_nll,PROMPT,40,12.756834036111831,11.373211860656738,9.404070854187012,15.834085464477539,6.430014610290527,21.982763671875,22.32479362487793,22.374211921691895,1.936826467514038,22.38742446899414
W0,historical,NS,SUPERSEDED,new_nll,REQUEST_CLUSTER_MEAN,4,12.756834036111831,10.382903969287874,9.304541832208635,13.83519617319107,4.530654340982435,18.367132935523987,19.87777852296829,21.086294992923733,8.873104095458984,21.388424110412597
W0,historical,NS,SUPERSEDED,true_nll,PROMPT,40,8.468328684568405,8.690545558929443,5.456454515457153,11.444152593612671,5.987698078155518,13.150960350036621,14.230188941955566,14.924030590057372,2.631237745285034,15.178146362304688
W0,historical,NS,SUPERSEDED,true_nll,REQUEST_CLUSTER_MEAN,4,8.468328684568405,9.505922317504883,8.018267077207566,9.955983924865722,1.9377168476581552,10.392012577056885,10.537355461120605,10.653629768371582,4.178771758079529,10.682698345184326
W0,historical,NS,SUPERSEDED,desired_margin,PROMPT,40,4.288505351543426,0.8928484916687012,-0.9745829105377197,8.348694324493408,9.323277235031128,16.949660921096804,19.026781105995177,19.28161185979843,-8.04928994178772,19.29708194732666
W0,historical,NS,SUPERSEDED,desired_margin,REQUEST_CLUSTER_MEAN,4,4.288505351543427,0.5893564939498901,-0.9390672504901886,5.816929095983506,6.755996346473694,12.652563049793246,14.931107701063151,16.753943422079082,-1.234343934059143,17.20965235233307
ENTRY,current,RS,ALL,new_nll,PROMPT,100,8.809953603446484,8.733422756195068,6.517977952957153,10.95683741569519,4.438859462738037,14.37582025527954,15.258213758468628,16.27731920242312,0.40506359934806824,20.463838577270508
ENTRY,current,RS,ALL,new_nll,REQUEST_CLUSTER_MEAN,100,8.809953603446484,8.733422756195068,6.517977952957153,10.95683741569519,4.438859462738037,14.37582025527954,15.258213758468628,16.27731920242312,0.40506359934806824,20.463838577270508
ENTRY,current,RS,ALL,true_nll,PROMPT,100,6.173868208415806,5.765416145324707,3.578728199005127,8.54229736328125,4.963569164276123,11.013451766967776,12.479167652130126,14.13607233047487,0.06109865382313728,17.022884368896484
ENTRY,current,RS,ALL,true_nll,REQUEST_CLUSTER_MEAN,100,6.173868208415806,5.765416145324707,3.578728199005127,8.54229736328125,4.963569164276123,11.013451766967776,12.479167652130126,14.13607233047487,0.06109865382313728,17.022884368896484
ENTRY,current,RS,ALL,desired_margin,PROMPT,100,-2.6360853950306775,-2.9957361221313477,-5.249564290046692,0.7380857467651367,5.987650036811829,2.6411880970001245,4.44202697277069,8.559682922363292,-13.736421585083008,10.466093063354492
ENTRY,current,RS,ALL,desired_margin,REQUEST_CLUSTER_MEAN,100,-2.6360853950306775,-2.9957361221313477,-5.249564290046692,0.7380857467651367,5.987650036811829,2.6411880970001245,4.44202697277069,8.559682922363292,-13.736421585083008,10.466093063354492
ENTRY,current,PS,ALL,new_nll,PROMPT,200,8.648566964268685,8.551684379577637,6.344346880912781,11.16171669960022,4.817369818687439,12.910844898223877,13.981482267379757,17.049680213928216,0.24995553493499756,18.11484718322754
