arm,policy_instrumented_online_seconds,online_ratio_to_N4,native_shared_fit_seconds,second_fit_seconds,materialization_seconds,finalization_seconds,evaluation_seconds,policy_z_requests,policy_M8_setup_seconds,pure_writer_seconds
N4,303.5528205567971,1.0,288.56532035861164,0,0.7508098483085632,14.23669034987688,66.9158085770905,100,0,NOT_SEPARATED
S875,303.82119396701455,1.000884107779744,288.56532035861164,0,0.9291244996711612,14.326749108731747,66.73643813934177,100,0,NOT_SEPARATED
S75,303.84816637355834,1.000972963506712,288.56532035861164,0,0.9464423358440399,14.33640367910266,66.87983380630612,100,0,NOT_SEPARATED
FULL8,355.10888242535293,1.169842144026164,288.56532035861164,36.03324491903186,0.8357672402635217,29.674549907445908,66.92392335645854,200,276.1305243931711,NOT_SEPARATED
RES8,360.8253273861483,1.1886739405823938,288.56532035861164,43.20577656943351,0.7918170383200049,28.262413419783115,66.90229945164174,200,276.1305243931711,NOT_SEPARATED
REFIT4,348.48746259789914,1.1480290710482608,288.56532035861164,44.415901745669544,0.9909928357228637,14.515247657895088,66.27288289181888,200,0,NOT_SEPARATED
