before,after,panel,metric,population,field,aggregation_unit,n,mean,median,q25,q75,iqr,p90,p95,p99,min,max
W0,REFIT4,current,RS,ALL,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,100,-11.227892015028829,-11.061427101492882,-13.973938019247726,-8.440922560635954,5.5330154586117715,-6.853654019115491,-5.473751965447447,-3.0028150956671738,-19.461288437247276,-2.8887077678373316
W0,REFIT4,current,RS,ALL,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,100,8.30120101876557,8.226800911128521,5.277259482070804,11.50120821595192,6.223948733881116,14.483080337941649,15.164046111702918,17.136744686365137,-3.599745750427246,18.92838227748871
W0,REFIT4,current,RS,ALL,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,100,19.529093033794396,19.388652927533258,16.17728119774256,22.74283822326106,6.565557025518501,26.22844646614977,29.249014654972417,34.31045826227288,8.915606707334518,35.29243576154113
W0,REFIT4,current,PS,ALL,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,100,-9.05824276455387,-8.886428620666265,-11.366028767311946,-6.979749519377947,4.386279247933999,-4.778604725003241,-3.616714125266299,-2.305786510705944,-18.348214499652386,-1.5794752836227417
W0,REFIT4,current,PS,ALL,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,100,5.249410261604935,4.731577500700951,2.650507241487503,8.160304546356201,5.509797304868698,10.983074948191645,11.991549751162527,14.006829971708367,-2.6698832511901855,15.724050465971231
W0,REFIT4,current,PS,ALL,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,100,14.307653026158805,13.231993891298771,9.520513105206192,18.34675385337323,8.826240748167038,22.689424724259883,25.21691787589807,27.55627530998871,4.3972285985946655,28.270722835644847
W0,REFIT4,current,NS,ALL,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,100,-2.88615007365495,-2.559578704833984,-4.645127581804991,-0.868393075466156,3.776734506338835,0.37179210662841805,0.6033892440795879,2.0971711459159854,-11.885338264703751,2.12884521484375
W0,REFIT4,current,NS,ALL,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,100,0.8783947614264617,0.5791791111230851,-0.6272761523723602,1.7507390141487122,2.3780151665210725,4.00426744554192,5.078749863202682,7.412680491764113,-4.404382503032684,10.346954734995961
W0,REFIT4,current,NS,ALL,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,100,-3.7645448350814115,-2.949521505832672,-5.696304851770401,-0.750744516775012,4.945560334995389,0.02019401501864207,0.6928905404359101,1.2993190335035336,-16.94254101216793,1.5455670952796936
W0,REFIT4,historical,RS,ALL,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,128,-11.220097777167894,-10.532417227572296,-13.654508289764635,-8.193671926332172,5.460836363432463,-6.277619963294274,-5.72128798197664,-2.9204442937375257,-21.12067617714638,-0.6678241584450006
W0,REFIT4,historical,RS,ALL,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,128,8.560378834480616,9.454368844628334,5.226653158664703,11.976871216204017,6.750218057539314,14.303319823741912,15.294765555858612,19.793995227813728,-3.9271626472473145,23.079715073108673
W0,REFIT4,historical,RS,ALL,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,128,19.78047661164851,19.56938041918329,15.526381446921732,23.53137864387827,8.004997196956538,28.13500015223399,31.86818604421859,36.844760835263884,4.261799089610577,42.366066036280245
W0,REFIT4,historical,RS,ACTIVE_TARGET,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,124,-11.328663013120428,-10.810361175332218,-13.73444780393038,-8.193671926332172,5.540775877598207,-6.341864491207525,-5.8361321495176535,-2.8966218779055657,-21.12067617714638,-0.6678241584450006
W0,REFIT4,historical,RS,ACTIVE_TARGET,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,124,8.80583534689316,9.46477660536766,5.597570896148682,11.976871216204017,6.379300320055336,14.405282247066499,15.29644683599472,19.877781543731682,-2.758251190185547,23.079715073108673
W0,REFIT4,historical,RS,ACTIVE_TARGET,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,124,20.134498360013588,19.769012420991203,16.056178458879003,23.731474430009257,7.675295971130254,28.183090533409267,32.09252080451988,36.88106119902804,4.261799089610577,42.366066036280245
W0,REFIT4,historical,RS,SUPERSEDED,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,4,-7.854575462639332,-8.968189969658852,-9.392132818698883,-7.4306326135993,1.9615002050995827,-5.299331292510032,-4.588897518813612,-4.020550499856474,-9.603458166122437,-3.8784637451171875
W0,REFIT4,historical,RS,SUPERSEDED,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,4,0.9512269496917725,-2.60414457321167,-3.1860193014144897,1.5331016778945923,4.719120979309082,8.377456426620487,10.658908009529108,12.484069275856013,-3.9271626472473145,12.940359592437744
W0,REFIT4,historical,RS,SUPERSEDED,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,4,8.805802412331104,6.504928961396217,5.605420134961605,9.705311238765717,4.0998911038041115,13.973418498039248,15.396120917797086,16.53428285360336,5.394528388977051,16.81882333755493
W0,REFIT4,historical,PS,ALL,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,128,-8.457290117743923,-8.409784476738423,-10.159889962873422,-6.309579370543361,3.850310592330061,-3.640289640426637,-2.3396132707595854,-1.8681581537588496,-16.778445977717638,0.012987613677978516
W0,REFIT4,historical,PS,ALL,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,128,5.452022880948789,5.499088056385517,2.6579216718673706,7.678288185968995,5.0203665141016245,10.76382580846548,11.680841289460659,17.3752039885521,-3.9175055027008057,18.34554746747017
W0,REFIT4,historical,PS,ALL,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,128,13.909312998692712,13.649121314287186,10.00874087633565,17.424904079991393,7.416163203655742,20.94875212162733,24.442916124368637,29.137535699481383,0.46981215476989746,34.374021030263975
W0,REFIT4,historical,PS,ACTIVE_TARGET,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,124,-8.616570328631262,-8.566053650691174,-10.579440192785114,-6.6496816628095985,3.9297585299755156,-3.9314950644969926,-2.565360474586488,-1.919646050333977,-16.778445977717638,-1.8529062157031149
W0,REFIT4,historical,PS,ACTIVE_TARGET,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,124,5.598115677487165,5.602564826607704,2.8523541148751974,7.678288185968995,4.825934071093798,10.510961601883174,11.651372896134852,17.456265189647667,-2.8717968463897705,18.34554746747017
W0,REFIT4,historical,PS,ACTIVE_TARGET,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,124,14.214686006118427,13.890094763599336,10.076806006021798,17.60107402142603,7.524268015404232,21.139624474942686,24.517694081208173,29.17969858237658,1.5450139045715332,34.374021030263975
W0,REFIT4,historical,PS,SUPERSEDED,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,4,-3.519603580236435,-4.092350542545319,-4.791085988283157,-2.820868134498596,1.9702178537845612,-1.1205546855926505,-0.5537835359573378,-0.10036661624908527,-5.906700849533081,0.012987613677978516
W0,REFIT4,historical,PS,SUPERSEDED,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,4,0.9231461882591248,-2.527473568916321,-3.451132297515869,1.846804916858673,5.297937214374542,8.33774440288544,10.501390898227687,12.232308094501493,-3.9175055027008057,12.665037393569946
W0,REFIT4,historical,PS,SUPERSEDED,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,4,4.44274976849556,2.3245685696601868,1.609349548816681,5.1579687893390656,3.5486192405223846,9.654417383670808,11.153233581781384,12.35228654026985,0.46981215476989746,12.652049779891968
W0,REFIT4,historical,NS,ALL,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,128,-3.033913990376732,-2.538556444644928,-4.47781057387183,-1.2470230847597124,3.2307874891121173,-0.005750322341919002,0.4043087604641905,2.402635777473455,-13.65663800239563,2.948452520370483
W0,REFIT4,historical,NS,ALL,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,128,1.0148545134372398,0.5589121937751771,-0.6636345919221639,2.1144634794443844,2.778098071366548,4.479013954061082,6.645128245696541,7.230525945290923,-4.848561090230942,7.360887807607651
W0,REFIT4,historical,NS,ALL,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,128,-4.048768503813972,-3.022127984557301,-6.360746753681451,-1.6410940557718277,4.719652697909623,0.2222114259004592,0.6354262411594385,1.84434864859283,-18.471581105515362,2.006575608253479
W0,REFIT4,historical,NS,ACTIVE_TARGET,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,124,-3.07090835329624,-2.538556444644928,-4.499600816654857,-1.2470230847597124,3.252577731895144,-0.06501323699951121,0.42684257894754346,2.456655823707575,-13.65663800239563,2.948452520370483
W0,REFIT4,historical,NS,ACTIVE_TARGET,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,124,1.0696612423011704,0.5942072838544845,-0.6533972818404437,2.270237346738577,2.9236346285790207,4.707377116284335,6.653247858603136,7.23055857925117,-4.848561090230942,7.360887807607651
W0,REFIT4,historical,NS,ACTIVE_TARGET,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,124,-4.140569595597411,-3.1874519253149627,-6.513640349917114,-1.6439520388841629,4.8696883110329505,0.16803153514862101,0.5874392896890639,1.7061300420612069,-18.471581105515362,2.006575608253479
W0,REFIT4,historical,NS,SUPERSEDED,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,4,-1.8870887398719787,-2.3818126916885376,-2.7406416773796085,-1.5282597541809082,1.2123819231987003,-0.4185971832275386,-0.04870965957641715,0.2472003593444816,-3.105907440185547,0.32117786407470705
W0,REFIT4,historical,NS,SUPERSEDED,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,4,-0.6841540813446045,-1.018427848815918,-1.4294647037982942,-0.27311722636222835,1.1563474774360658,0.3455693125724796,0.5517981588840479,0.7167812359333035,-1.4577876329421997,0.7580270051956177
W0,REFIT4,historical,NS,SUPERSEDED,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,4,-1.2029346585273744,-1.8439690828323365,-2.2272323310375213,-0.8196714103221894,1.407560920715332,0.7395107340812686,1.259238115549086,1.6750200207233419,-2.902765965461731,1.7789654970169066
ENTRY,N4,current,RS,ALL,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,100,-8.78328462863581,-8.730297677277122,-10.955095137644093,-6.512241489224834,4.442853648419259,-3.679100980209477,-2.0328942972715605,-1.0578594290303556,-20.461881527211517,-0.4049304514337564
ENTRY,N4,current,RS,ALL,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,100,8.080218972675503,8.846933841705322,4.8217527866363525,10.8593829870224,6.037630200386047,13.615002552792433,14.476196074485777,16.30553750991823,-3.9156785011291504,20.030282974243164
ENTRY,N4,current,RS,ALL,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,100,16.86350360131131,17.229844208311988,12.97605028830003,20.534210498502944,7.558160210202914,22.836805867776274,25.036599214840678,32.52687608578244,6.496510671451688,35.15154303004965
ENTRY,N4,current,PS,ALL,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,100,-7.45414658073918,-7.703748896572506,-9.679859690833837,-4.82200119283516,4.857858497998677,-2.921379079669712,-2.011397757777013,-0.8252479838859279,-17.886831875890493,-0.6228702021762729
ENTRY,N4,current,PS,ALL,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,100,4.4861236193031075,4.208129554986954,1.8422094583511353,7.358834892511368,5.5166254341602325,9.726560062170028,11.237317797541616,13.27196249812842,-3.51885986328125,14.348710536956787
ENTRY,N4,current,PS,ALL,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,100,11.940270200042287,12.043151345802471,7.808955957530998,15.07693167834077,7.267975720809773,18.598051429819318,20.12847663465654,26.05498466196471,0.6623570919036865,28.321436163038015
ENTRY,N4,current,NS,ALL,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,100,-0.14486085141263902,-0.05818771459162235,-0.1655733585357666,0.024236387014389037,0.18980974555015565,0.10779135704040527,0.129852409362793,0.1848104448318484,-5.814056396484375,0.23578886985778807
ENTRY,N4,current,NS,ALL,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,100,0.0629513054098934,0.046631609648466105,-0.04017970338463783,0.13949583768844603,0.17967554107308387,0.2398777532577517,0.5679798914492129,0.7431707384288319,-0.35642366409301757,0.8975062727928161
ENTRY,N4,current,NS,ALL,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,100,-0.2078121568225324,-0.09897356033325196,-0.23018639087677,0.015772080421447753,0.24595847129821777,0.08911226615309717,0.15730402916669844,0.2417230603694927,-6.38072395324707,0.46010913848876955
ENTRY,N4,historical,RS,ALL,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,128,-0.005157042814118995,2.11290898732841e-05,-0.0001113035250455141,0.00039386411663144827,0.0005051676416769624,0.0020541704492643468,0.0037395544815808463,0.06784233100712325,-0.4132145643234253,0.3409452438354492
ENTRY,N4,historical,RS,ALL,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,128,-0.018999982625246048,-0.025956153869628906,-0.14242839813232422,0.1262798309326172,0.2687082290649414,0.27206058502197267,0.3448314189910885,0.6663666725158697,-0.9357929229736328,0.7299447059631348
ENTRY,N4,historical,RS,ALL,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,128,-0.013842939811127053,-0.026270698755979538,-0.15054117533145472,0.15425097572733648,0.3047921510587912,0.28478542388183997,0.3556519324891267,0.6664891909499425,-0.9554134234786034,1.0164295434951782
ENTRY,N4,historical,RS,ACTIVE_TARGET,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,124,-0.0016833513087593957,2.30701407417655e-05,-9.43242630455643e-05,0.00039386411663144827,0.00048818837967701256,0.0019465759396553044,0.0031691324897110446,0.07048462308943246,-0.28648483753204346,0.3409452438354492
ENTRY,N4,historical,RS,ACTIVE_TARGET,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,124,-0.02072545405357115,-0.025956153869628906,-0.14739727973937988,0.1262798309326172,0.27367711067199707,0.27224140167236327,0.3541474819183347,0.6718205451965327,-0.9357929229736328,0.7299447059631348
ENTRY,N4,historical,RS,ACTIVE_TARGET,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,124,-0.019042102744811752,-0.026936909649521112,-0.15792391367722303,0.13460723968455568,0.2925311533617787,0.27203699345700444,0.3575641054168952,0.6719336325436592,-0.9554134234786034,1.0164295434951782
ENTRY,N4,historical,RS,SUPERSEDED,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,4,-0.11284147948026657,-0.02453450858592987,-0.1334628239274025,-0.003913164138793945,0.12954965978860855,0.004985332489013675,0.007951498031616204,0.010324430465698236,-0.4132145643234253,0.01091766357421875
ENTRY,N4,historical,RS,SUPERSEDED,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,4,0.03448963165283203,-0.028189659118652344,-0.04527783393859863,0.05157780647277832,0.09685564041137695,0.18235502243041998,0.2259474277496337,0.26082135200500484,-0.07520198822021484,0.26953983306884766
ENTRY,N4,historical,RS,SUPERSEDED,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,4,0.1473311111330986,0.14165286719799042,-0.027833223342895508,0.3168172016739845,0.34465042501688004,0.3295344263315201,0.33377350121736526,0.33716476112604143,-0.031993865966796875,0.33801257610321045
ENTRY,N4,historical,PS,ALL,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,128,0.011584725062448342,0.0010616821236908436,-0.010518477356527,0.02921800310286926,0.03973648045939626,0.07569496631622309,0.13421428736764926,0.2836998941004278,-0.32569247484207153,0.4836028814315796
ENTRY,N4,historical,PS,ALL,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,128,-0.004589824937283993,0.0045392513275146484,-0.11291247606277466,0.11541980504989624,0.2283322811126709,0.18773717880249022,0.21538741588592528,0.4695564699172974,-0.7845592498779297,0.5279543399810791
ENTRY,N4,historical,PS,ALL,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,128,-0.016174549999732335,0.0030676833703182638,-0.10459093863028102,0.09632077347487211,0.20091171210515313,0.19147398583590983,0.2952870134264226,0.49679217100143447,-0.8099525265861303,0.5269024409353733
ENTRY,N4,historical,PS,ACTIVE_TARGET,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,124,0.0112755739103323,0.0009282869286835194,-0.010518477356527,0.0287134858299396,0.0392319631864666,0.07023887988179922,0.1236690278863534,0.2854166610538958,-0.32569247484207153,0.4836028814315796
ENTRY,N4,historical,PS,ACTIVE_TARGET,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,124,-0.0037769742550388457,0.00522613525390625,-0.11291247606277466,0.11541980504989624,0.2283322811126709,0.1888354301452637,0.2158881902694702,0.46988306522369383,-0.7845592498779297,0.5279543399810791
ENTRY,N4,historical,PS,ACTIVE_TARGET,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,124,-0.015052548165371146,0.004783413140103221,-0.11228273148299195,0.09707872290164232,0.20936145438463427,0.192271151766181,0.3058153051882979,0.4985239768028258,-0.8099525265861303,0.5269024409353733
ENTRY,N4,historical,PS,SUPERSEDED,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,4,0.021168410778045654,0.03987997770309448,-0.02819967269897461,0.08924806118011475,0.11744773387908936,0.1459295749664307,0.16482341289520258,0.1799384832382202,-0.17880356311798096,0.1837172508239746
ENTRY,N4,historical,PS,SUPERSEDED,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,4,-0.029788196086883545,-0.04831850528717041,-0.09932440519332886,0.021217703819274902,0.12054210901260376,0.10015082359313968,0.12646186351776117,0.14751069545745846,-0.17528867721557617,0.1527729034423828
ENTRY,N4,historical,PS,SUPERSEDED,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,4,-0.0509566068649292,-0.05566835403442383,-0.08429542183876038,-0.02232953906059265,0.061965882778167725,-0.0068228840827941825,-0.001653999090194716,0.0024811089038848794,-0.09600460529327393,0.003514885902404785
ENTRY,N4,historical,NS,ALL,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,128,-0.0255030130015939,-0.0182645320892334,-0.08845707318978384,0.045695549249649046,0.13415262243943288,0.11721518516540526,0.17190789610147472,0.29810722863674205,-0.4959379583597183,0.3421602725982666
ENTRY,N4,historical,NS,ALL,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,128,0.017849891024525277,0.016468843072652818,-0.06304171532392502,0.08889390528202057,0.1519356206059456,0.1732630121707916,0.23921803362667557,0.39065827345848086,-0.2972588360309601,0.45448668003082277
ENTRY,N4,historical,NS,ALL,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,128,-0.043352904026119174,-0.018659254908561705,-0.1340441972017288,0.06105224341154099,0.1950964406132698,0.15256064295768731,0.21068888664245594,0.2976655902117491,-0.950424638390541,0.3121505677700043
ENTRY,N4,historical,NS,ACTIVE_TARGET,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,124,-0.026348515766116062,-0.0182645320892334,-0.08845707318978384,0.045695549249649046,0.13415262243943288,0.11417396068572999,0.16746591329574584,0.3021436890363689,-0.4959379583597183,0.3421602725982666
ENTRY,N4,historical,NS,ACTIVE_TARGET,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,124,0.019609842518524778,0.017316486686468124,-0.054691176116466525,0.09145232439041137,0.1461435005068779,0.17647004246711734,0.2397616247087717,0.39087188029289244,-0.2972588360309601,0.45448668003082277
ENTRY,N4,historical,NS,ACTIVE_TARGET,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,124,-0.045958358284640836,-0.022314777970314024,-0.13492705821990966,0.06105224341154099,0.19597930163145066,0.14179628036916261,0.21373404502868645,0.29781249223649503,-0.950424638390541,0.3121505677700043
ENTRY,N4,historical,NS,SUPERSEDED,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,4,0.0007075726985931374,-0.038527703285217284,-0.09317304491996765,0.05535291433334351,0.14852595925331116,0.1397582769393921,0.16789339780807488,0.19040149450302118,-0.11614282131195068,0.1960285186767578
ENTRY,N4,historical,NS,SUPERSEDED,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,4,-0.036708605289459226,-0.03110852241516113,-0.07451363801956176,0.0066965103149414056,0.08121014833450317,0.018527669906616216,0.022471389770507805,0.025626365661621086,-0.11103248596191406,0.026415109634399414
ENTRY,N4,historical,NS,SUPERSEDED,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,4,0.037416177988052364,0.016926717758178708,-0.007197481393814084,0.06154037714004516,0.06873785853385925,0.1263841962814331,0.1479988026618957,0.16529048776626581,-0.05380213260650635,0.1696134090423584
ENTRY,S875,current,RS,ALL,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,100,-8.752166712105536,-8.728101680113468,-10.95255477016326,-6.506568270502612,4.445986499660648,-3.6790060407074625,-2.0323186274123155,-1.057515645113159,-20.45868677040562,-0.4048420138278743
ENTRY,S875,current,RS,ALL,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,100,7.333066272251308,8.032231330871582,4.358538866043091,10.39418363571167,6.035644769668579,12.4079921245575,13.611083364486694,15.936892766952534,-3.9575672149658203,19.621320724487305
ENTRY,S875,current,RS,ALL,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,100,16.085232984356843,16.372743975545745,12.443640029290691,19.694791331072338,7.251151301781647,21.74219580991776,24.3291263385443,30.766139015518142,5.7706562876701355,33.50081104179844
ENTRY,S875,current,PS,ALL,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,100,-7.327530305566033,-7.512045292183757,-9.523967362940311,-4.824051482486539,4.699915880453773,-2.773520942777395,-1.968936545588076,-0.7297113494295622,-17.8030037432909,-0.6253188075497746
ENTRY,S875,current,PS,ALL,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,100,4.156502377614379,4.016188859939575,1.4899853467941284,6.780430316925049,5.29044497013092,9.485091108083726,10.91889588534832,13.066729353368286,-3.5236518383026123,13.76548719406128
ENTRY,S875,current,PS,ALL,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,100,11.484032683180413,11.65330358617939,7.440184203442186,14.408390102908015,6.968205899465829,18.003605734324086,19.640858690091406,25.68114239247517,0.5850181579589844,27.819749429821968
ENTRY,S875,current,NS,ALL,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,100,-0.12641234055906533,-0.05135030895471573,-0.1445213794708252,0.01899320483207703,0.16351458430290222,0.092890841960907,0.11531884193420411,0.16124331521987958,-5.116398286819458,0.24250245094299316
ENTRY,S875,current,NS,ALL,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,100,0.05324323835410178,0.039822398126125334,-0.036155989021062845,0.12145599126815795,0.1576119802892208,0.21238530874252343,0.3196573859453195,0.6877311977446084,-0.3131661891937256,0.8027324914932251
ENTRY,S875,current,NS,ALL,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,100,-0.17965557891316714,-0.08682937622070312,-0.19925848841667174,0.012527343071997165,0.2117858314886689,0.07643885217607024,0.13609473943710326,0.21256599998474227,-5.4251322746276855,0.41559391021728515
ENTRY,S875,historical,RS,ALL,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,128,-0.004722321135545826,1.668078766670078e-05,-0.0001073197927325964,0.00033090636134147644,0.00043822615407407284,0.0017396216513589024,0.003180707944557065,0.05882330991327785,-0.36288702487945557,0.2968597412109375
ENTRY,S875,historical,RS,ALL,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,128,-0.01496398076415062,-0.022405624389648438,-0.12744688987731934,0.11073780059814453,0.23818469047546387,0.2369518280029297,0.299391984939575,0.5850805854797368,-0.8170099258422852,0.636838436126709
ENTRY,S875,historical,RS,ALL,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,128,-0.010241659628604793,-0.02020567818544805,-0.13210097027331358,0.13855467165558366,0.27065564192889724,0.2485540382796898,0.30324518112465715,0.5851957149757077,-0.8337743803858757,0.8935507535934448
ENTRY,S875,historical,RS,ACTIVE_TARGET,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,124,-0.0016380730748125879,1.7557715182192624e-05,-8.437622454948723e-05,0.00033090636134147644,0.0004152825858909637,0.0017269996227696539,0.002678599487990139,0.06112790472805477,-0.25671231746673584,0.2968597412109375
ENTRY,S875,historical,RS,ACTIVE_TARGET,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,124,-0.016284161998379613,-0.021701335906982422,-0.13027596473693848,0.11073780059814453,0.241013765335083,0.23808860778808594,0.3047411441802977,0.5898566627502436,-0.8170099258422852,0.636838436126709
ENTRY,S875,historical,RS,ACTIVE_TARGET,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,124,-0.014646088923567026,-0.021706699932110496,-0.13544752722373232,0.11904978726670379,0.2544973144904361,0.2380268766079098,0.307655292358322,0.589962802692316,-0.8337743803858757,0.8935507535934448
ENTRY,S875,historical,RS,SUPERSEDED,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,4,-0.10033401101827621,-0.023220404982566833,-0.1177089586853981,-0.005845457315444946,0.11186350136995316,0.0024568915367126493,0.005224341154098505,0.007438300848007198,-0.36288702487945557,0.007991790771484375
ENTRY,S875,historical,RS,SUPERSEDED,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,4,0.025961637496948242,-0.02613973617553711,-0.04300665855407715,0.04282855987548828,0.08583521842956543,0.156545639038086,0.19445133209228507,0.22477588653564448,-0.07623100280761719,0.23235702514648438
ENTRY,S875,historical,RS,SUPERSEDED,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,4,0.12629564851522446,0.12343297898769379,-0.023190349340438843,0.2729189768433571,0.29610932618379593,0.28116120398044586,0.2839086130261421,0.2861065402626991,-0.028339385986328125,0.2866560220718384
ENTRY,S875,historical,PS,ALL,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,128,0.009567996214968844,0.0007268600165843964,-0.009830778290051967,0.02620219998061657,0.036032978270668536,0.0635129868984222,0.11753489462425923,0.24154963474720728,-0.28765612840652466,0.4148983955383301
ENTRY,S875,historical,PS,ALL,true_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,128,-0.0032494617626070976,0.00597989559173584,-0.09823811054229736,0.09954756498336792,0.19778567552566528,0.16628878116607665,0.19332377910614013,0.40542068719863894,-0.6789493560791016,0.4590444564819336
ENTRY,S875,historical,PS,ALL,desired_margin,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,128,-0.012817457977575941,0.001451549760531634,-0.09098415274638683,0.08601026609539986,0.17699441884178668,0.16721321120858193,0.26353058936074336,0.43432939656078834,-0.7002826945390552,0.4600083455443382
ENTRY,S875,historical,PS,ACTIVE_TARGET,new_nll,REQUEST_CLUSTER_MEAN_PAIRED_DELTA,124,0.00930373438701105,0.0005610208609141409,-0.009830778290051967,0.025447960942983627,0.035278739233035594,0.058585894107818615,0.10917567597934974,0.24283816721290338,-0.28765612840652466,0.4148983955383301
