W_sha256,active_count,actual_endpoint_energy,alias,arm,batch,final_V_ratio,materialization_discrepancy_normalized,max_normalized_model_error,max_over_min_active_scale,maximum_active_scale,minimum_active_scale,minimum_scale_case_ids,node0_KKT_stationarity,node0_response_Gram_diagonal_max,normalization_sweep_count,per_request_response_Gram_decomposition,provenance,qN_ref,requested
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,100,98.17179159093544,llama3-8b-inst,O_NATIVE,1,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,1.5294587977355165,5.400712490081787,3.5311264991760254,[3557],NOT_RECORDED,NOT_RECORDED,0,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,NOT_RECORDED,100
50f5273d30913e8ca5eb613b9335fb72bb417ffd820673799e209a043bb92c8b,100,116.65990628181203,llama3-8b-inst,O_NATIVE,2,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,1.7483081051728722,6.225355625152588,3.560788631439209,[12179],NOT_RECORDED,NOT_RECORDED,0,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,NOT_RECORDED,100
062810781662927457e8d745d6ea0b37011e801576c221118ec1585d906d3f62,100,129.42416057496723,llama3-8b-inst,O_NATIVE,3,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,354769.2023147552,6.615146636962891,1.8646338503458537e-05,[8848],NOT_RECORDED,NOT_RECORDED,0,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,NOT_RECORDED,100
aa28336cbb12fe67b0782308e6a2438801fa85b4594f024d2c486af12257b9cd,100,142.96999044926676,llama3-8b-inst,O_NATIVE,4,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,1.8832530345086658,7.189457416534424,3.8175737857818604,[9513],NOT_RECORDED,NOT_RECORDED,0,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,NOT_RECORDED,100
d5242c7018dd9fe2ce83be9d079eda59a476b97aba652ba93c0c0602155d544e,100,159.8951802006268,llama3-8b-inst,O_NATIVE,5,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,1.9311199244184636,7.574578285217285,3.9223759174346924,[8463],NOT_RECORDED,NOT_RECORDED,0,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,NOT_RECORDED,100
62e29d95f2a31a7576b91438d892f995984c044a6fbbb686d62ffa3352be470f,100,173.7081227731653,llama3-8b-inst,O_NATIVE,6,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,1.8135079424988765,7.737222671508789,4.266439914703369,[16069],NOT_RECORDED,NOT_RECORDED,0,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,NOT_RECORDED,100
d86726fa9e76a72478a43ffd00bc29ab216896e5791f5495941f2061b7e492b3,100,180.31864795450616,llama3-8b-inst,O_NATIVE,7,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,2.143552551940699,8.360225677490234,3.9001729488372803,[12919],NOT_RECORDED,NOT_RECORDED,0,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,NOT_RECORDED,100
8eabbb79351d28f8b7eefb9c18b8b4d02af222a9de258c3e56614ed20a5a8e95,100,199.30660360598137,llama3-8b-inst,O_NATIVE,8,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,2.0437529574295463,9.372834205627441,4.586089611053467,[4651],NOT_RECORDED,NOT_RECORDED,0,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,NOT_RECORDED,100
808644e67eb971fa24e82aad66136b07118b096c4b1fbc8dd5c8f93f662be48a,100,207.27060937735124,llama3-8b-inst,O_NATIVE,9,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,2.2640550267396193,9.858928680419922,4.354544639587402,[20735],NOT_RECORDED,NOT_RECORDED,0,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,NOT_RECORDED,100
79631d46338c9fb34dd27d18bbee3176ba89c834cb639580ae53458787c7221d,100,211.88800939217788,llama3-8b-inst,O_NATIVE,10,NOT_RECORDED,NOT_RECORDED,NOT_RECORDED,2.3119871676990678,10.718997955322266,4.636270523071289,[2746],NOT_RECORDED,NOT_RECORDED,0,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,NOT_RECORDED,100
9ba1de2380e53a9a881631f0f91ebdad6923edf12b3650d951f87609ebee4b66,100,148.48132156475367,llama3-8b-inst,JV_NATIVE,1,0.004851641793998623,5.216526529692448e-06,0.002143282835327435,1.5294587977355165,5.400712490081787,3.5311264991760254,[3557],2.220446049250313e-16,11.799074072314859,0,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,840.2151080599574,100
4afed5c0623ea7bf17befbad477f1996dbc2924a562afa31dc0488a234bc2db4,100,172.01231188070633,llama3-8b-inst,JV_NATIVE,2,0.004887844758432653,2.1452998260062986e-06,0.0020447040790855927,1.6024974190112473,5.67179012298584,3.539344310760498,[12179],4.440892098500626e-16,12.961597428961653,0,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,950.3106328584955,100
cb5d6a959cfe0b8e530c495fc2c1f56af64cd3ffef9000ebdea5e4a483a3e9ea,100,199.699812234352,llama3-8b-inst,JV_NATIVE,3,0.004980661584658014,2.0304019065759663e-06,0.002012635188136509,1.4502628797746326,5.804615020751953,4.002457141876221,[10481],4.440892098500626e-16,12.940097189022874,0,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,1060.4852141373892,100
72939d22ec3e439e55385a04f61344e2fa062f8b27e174ba2910e8c99c7a2cb0,100,212.15616842038102,llama3-8b-inst,JV_NATIVE,4,0.00495869466553629,2.3881136494623596e-06,0.0019224842165575986,1.5732790086385644,5.838664531707764,3.711143732070923,[9513],3.3306690738754696e-16,13.180941826500517,0,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,1097.5862904082865,100
b4580ec60ed824cb7093d344c592e50b2008be8e1c39efea09e710dfe1355d00,100,230.98006194983225,llama3-8b-inst,JV_NATIVE,5,0.004939745715525356,2.4258668677101686e-06,0.0017940169409288087,1.5655659826716721,5.912121772766113,3.7763478755950928,[17558],4.440892098500626e-16,13.885161910002697,0,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,1183.797879429017,100
e2eff7a117312c3776ad015bd3cfa6ae27228bcbc08e894bb9bdb3820380843b,100,253.1856570993658,llama3-8b-inst,JV_NATIVE,6,0.004954375316863669,2.0495797544685836e-06,0.0017744546316565072,1.5284613230319641,6.178123474121094,4.042054176330566,[16069],4.440892098500626e-16,13.891584851374674,0,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,1273.8719768463122,100
649f8349e5e02246073198eb79a7fdbc950238a3d3ff855a95df18c4ed4fe1e9,100,255.96048881602889,llama3-8b-inst,JV_NATIVE,7,0.005675964418935209,2.451394852378259e-06,0.0016618871124359873,1.4652474916133957,5.841771602630615,3.9868838787078857,[12919],2.220446049250313e-16,14.574687838308346,0,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,1298.5012486105904,100
8389f08a39286091e9582eb064dc702d2d639f875ffb9072546d0e9bbf13c0c3,100,268.80129609001847,llama3-8b-inst,JV_NATIVE,8,0.004949834417995107,1.6925483976723737e-06,0.0016113853218477471,1.4203729064156776,6.054935932159424,4.262919902801514,[4651],0.0,15.397583686942943,0,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,1347.0843456155026,100
cae6f9222d55656c6d3ef863222d4ec1a943d5f55bfbf4841775f5cc124a290b,100,296.2512220310228,llama3-8b-inst,JV_NATIVE,9,0.005130430995977058,2.0715288203370453e-06,0.001570531109934386,1.4931615858865086,6.23712682723999,4.177127838134766,[19176],0.0,14.518328706991033,0,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,1476.089020539835,100
d069813f5e93a26f42331c6b9b9990c5c863c6a064b5cd47661f4ed6a8044d5a,100,2.7167007001113436e-09,llama3-8b-inst,JV_NATIVE,10,0.9999471885780729,0.014180362566960526,0.010604343568031947,173776.31037026303,6.2120041847229,3.574712900444865e-05,[4228],8.881784197001252e-16,4402280.675683666,0,NOT_RECORDED,SH2_PUBLICATION_SH1_RECOMPUTED,1481.5842443864976,100
fcaa4621b5e8d13dc02acaa711ffd35387cb615cc3b2e19b3713746961fac78e,100,156.1025502463433,llama3-8b-inst,L8_ONLY_NATIVE,1,0.00485338077946751,1.2008646853040314e-06,6.60178508825511e-08,1.5294591631779502,5.4007086753845215,3.531123161315918,[3557],0.0,4.812864700675426,0,NOT_RECORDED,LOCAL_COMPLETED_L8_RAW,840.2169532672801,100
fda8c5c2ea241cb70bf1b343b20c1a05a13cf54211104ae7d4450894d66fbd1e,100,180.95600864797524,llama3-8b-inst,L8_ONLY_NATIVE,2,0.004902055202268542,2.6335868651272626e-06,6.73811951443323e-08,1.6016876494651837,5.669534683227539,3.5397255420684814,[12179],0.0,4.6227026955287105,0,NOT_RECORDED,LOCAL_COMPLETED_L8_RAW,950.2647701854012,100
a839177b25412952498325f3a08bc176230d04b1cdea4d636dc1ead8a2408740,100,210.4532051155213,llama3-8b-inst,L8_ONLY_NATIVE,3,0.004987827844362385,6.610548233656769e-07,6.770814343997578e-08,1.445679813815445,5.794607162475586,4.008223056793213,[10481],0.0,4.444269335173404,0,NOT_RECORDED,LOCAL_COMPLETED_L8_RAW,1060.915240028451,100
e8c06e4e5a9028c5432a795ab9742b76f555ce2d9dff04a38e6eedcc6699a91b,100,222.69936639245276,llama3-8b-inst,L8_ONLY_NATIVE,4,0.004965249032108027,6.756759084224853e-07,6.813261490357443e-08,1.5751522319384073,5.845144271850586,3.710844039916992,[9513],0.0,4.3245364553359185,0,NOT_RECORDED,LOCAL_COMPLETED_L8_RAW,1096.9424958067082,100
2a0340a2b0997f2933fa487615bb4a671b0397271d0cf89a5f624748b7e22164,100,242.35188667657914,llama3-8b-inst,L8_ONLY_NATIVE,5,0.004953467839423702,6.745890948304507e-07,6.785178620270918e-08,1.559064736900139,5.906165599822998,3.7882747650146484,[17558],0.0,4.266149800405183,0,NOT_RECORDED,LOCAL_COMPLETED_L8_RAW,1184.4996837212911,100
3ee49b7f79ccbcf12cd683c3b4e780679e40d69edf78cb8a01b098928429d0ac,100,267.05680068513686,llama3-8b-inst,L8_ONLY_NATIVE,6,0.00497490829253638,6.806972237303469e-07,6.738360994191796e-08,1.5258537798174296,6.18060302734375,4.050586700439453,[16069],0.0,4.127772743532116,0,NOT_RECORDED,LOCAL_COMPLETED_L8_RAW,1275.5933146051061,100
8bca3889e75fb6acf14db679ee7288c3ec58cba2bd2f99642c93f93876719b04,100,268.68570776961724,llama3-8b-inst,L8_ONLY_NATIVE,7,0.005706151715164778,6.880551440076784e-07,6.749594264672832e-08,1.458416650231281,5.846219062805176,4.008606910705566,[12919],0.0,4.109152328456921,0,NOT_RECORDED,LOCAL_COMPLETED_L8_RAW,1301.254642959464,100
b503297a2366c409cebeed02b7e5e3eba753d8f7240b71b690c23d8b489203b2,100,281.34163177817135,llama3-8b-inst,L8_ONLY_NATIVE,8,0.004966589693544977,1.3728988508110928e-06,6.763735400896931e-08,1.4205238596532235,6.027727127075195,4.243312835693359,[4651],0.0,4.127061496496369,0,NOT_RECORDED,LOCAL_COMPLETED_L8_RAW,1350.2392614177647,100
31cbb1010f6fc85d228f51394a779445e259fe9cbca6bf64740ffd8c19d09fdc,100,310.88828389718117,llama3-8b-inst,L8_ONLY_NATIVE,9,0.005147349998664773,2.9741868786092817e-06,6.902493121941954e-08,1.493571683187321,6.233575344085693,4.173603057861328,[19176],0.0,4.074366723962993,0,NOT_RECORDED,LOCAL_COMPLETED_L8_RAW,1479.8343351144456,100
d1645cffd03493f45c2f54ecc94e2b24ddee4b7ac4d782eea805cf586104bc20,100,6.256747503414079e-11,llama3-8b-inst,L8_ONLY_NATIVE,10,0.9999990296302279,0.006536882710701843,0.000301502220931807,377475.30401925964,6.2329230308532715,1.6512134607182816e-05,[4228],0.0,8418624.445901077,0,NOT_RECORDED,LOCAL_COMPLETED_L8_RAW,1480.3295547620908,100
