alias,arm,batch,checkpoint_backward,checkpoint_forward,checkpoint_forward_input_tokens,checkpoint_history_key_captures,checkpoint_linalg_solve,checkpoint_linalg_solve_seconds,checkpoint_native_keys,checkpoint_native_keys_seconds,checkpoint_wall,commit_backward,commit_forward,commit_forward_input_tokens,commit_history_key_captures,commit_linalg_solve,commit_linalg_solve_seconds,commit_native_keys,commit_native_keys_seconds,commit_wall,endpoint_seconds,full_batch_backward,full_batch_forward,full_batch_forward_input_tokens,full_batch_history_key_captures,full_batch_linalg_solve,full_batch_linalg_solve_seconds,full_batch_native_keys,full_batch_native_keys_seconds,full_batch_wall,history_seconds,inner_virtual_euler_nodes,main_JVP,native_direction_builds,native_factor_solves,peak_gpu_bytes,persistent_commit_count,provenance,seen_backward,seen_forward,seen_forward_input_tokens,seen_history_key_captures,seen_linalg_solve,seen_linalg_solve_seconds,seen_native_keys,seen_native_keys_seconds,seen_wall,source_endpoint_physical_write_count,target_backward,target_forward,target_forward_input_tokens,target_history_key_captures,target_linalg_solve,target_linalg_solve_seconds,target_native_keys,target_native_keys_seconds,target_wall,write_excluding_endpoint_seconds,write_including_endpoint_backward,write_including_endpoint_forward,write_including_endpoint_forward_input_tokens,write_including_endpoint_history_key_captures,write_including_endpoint_linalg_solve,write_including_endpoint_linalg_solve_seconds,write_including_endpoint_native_keys,write_including_endpoint_native_keys_seconds,write_including_endpoint_wall
llama3-8b-inst,JV_NATIVE,1,0,0,0,0,0,0.0,0,0.0,31.762847392819822,0,0,0,0,0,0.0,0,0.0,37.39691906794906,83.16339775780216,2400,2859,924967,5,180,4.588423988781869,30,410.2200523978099,1647.165369741153,120.98428379790857,4,20,NOT_RECORDED,NOT_RECORDED,38191523328,1,SH2_PUBLICATION_SH1_RECOMPUTED,0,0,0,0,0,0.0,0,0.0,0.03330212226137519,1,2400,2500,321475,0,0,0.0,0,0.0,764.3080977690406,620.6795626892708,0,333,522792,5,175,3.6442431076429784,25,341.6499385633506,703.842960447073
llama3-8b-inst,JV_NATIVE,2,0,0,0,0,0,0.0,0,0.0,8.939765393733978e-06,0,0,0,0,0,0.0,0,0.0,37.683847365900874,78.86257561668754,2400,2873,844358,5,149,4.543288022279739,30,357.8572929408401,1551.550578292925,109.65700416406617,4,20,NOT_RECORDED,NOT_RECORDED,38191523328,1,SH2_PUBLICATION_SH1_RECOMPUTED,0,14,3072,0,0,0.0,0,0.0,3.473608158994466,1,2400,2500,330750,0,0,0.0,0,0.0,809.4774440918118,525.9957862673327,0,333,440776,5,144,3.629560522735119,25,297.94755305862054,604.8583618840203
llama3-8b-inst,JV_NATIVE,3,0,0,0,0,0,0.0,0,0.0,1.3230368494987488e-05,0,0,0,0,0,0.0,0,0.0,37.826902507804334,80.17816219804808,2400,2885,840196,5,149,4.537676317617297,30,357.10910785896704,1531.1238692468032,103.61389716528356,4,20,NOT_RECORDED,NOT_RECORDED,38191523328,1,SH2_PUBLICATION_SH1_RECOMPUTED,0,26,5584,0,0,0.0,0,0.0,6.427982722874731,1,2400,2500,323400,0,0,0.0,0,0.0,786.6152035030536,525.1852561160922,0,333,441792,5,144,3.627519101370126,25,297.4055293085985,605.3634183141403
llama3-8b-inst,JV_NATIVE,4,0,0,0,0,0,0.0,0,0.0,1.4859717339277267e-05,0,0,0,0,0,0.0,0,0.0,37.48396154399961,80.33480641013011,2400,2897,852393,5,149,4.535931168589741,30,361.5454455418512,1565.8827544278465,112.2219377560541,4,20,NOT_RECORDED,NOT_RECORDED,38191523328,1,SH2_PUBLICATION_SH1_RECOMPUTED,0,38,8128,0,0,0.0,0,0.0,9.352724114898592,1,2400,2500,325325,0,0,0.0,0,0.0,804.3236817829311,537.9367072368041,0,333,448440,5,144,3.6294867764227092,25,301.0847663949244,618.2715136469342
llama3-8b-inst,JV_NATIVE,5,0,0,0,0,0,0.0,0,0.0,33.92196572292596,0,0,0,0,0,0.0,0,0.0,37.82512752432376,77.8155755950138,2400,3509,1007131,5,180,4.536234380211681,30,362.52981927013025,1756.9134727357887,114.64614738710225,4,20,NOT_RECORDED,NOT_RECORDED,38191523328,1,SH2_PUBLICATION_SH1_RECOMPUTED,0,650,166624,0,0,0.0,0,0.0,182.0606775698252,1,2400,2500,322175,0,0,0.0,0,0.0,785.0551032260992,542.9554559569806,0,333,447632,5,175,3.6213383711874485,25,301.8930308064446,620.7710315519944
llama3-8b-inst,JV_NATIVE,6,0,0,0,0,0,0.0,0,0.0,1.9140075892210007e-05,0,0,0,0,0,0.0,0,0.0,38.47182035120204,81.07268684217706,2399,2922,872360,5,149,4.551901676226407,30,373.5509494487196,1589.497703766916,110.70076655875891,4,20,NOT_RECORDED,NOT_RECORDED,38191523328,1,SH2_PUBLICATION_SH1_RECOMPUTED,0,64,13424,0,0,0.0,0,0.0,15.230291386134923,1,2399,2499,328356,0,0,0.0,0,0.0,804.0151090999134,550.2230118918233,0,333,458200,5,144,3.6377469175495207,25,311.0420742947608,631.2956987340003
llama3-8b-inst,JV_NATIVE,7,0,0,0,0,0,0.0,0,0.0,1.413002610206604e-05,0,0,0,0,0,0.0,0,0.0,37.83028889494017,81.73836015490815,2400,2935,874733,5,149,4.539402436465025,30,370.1587015851401,1580.7537596737966,109.26589582674205,4,20,NOT_RECORDED,NOT_RECORDED,38191523328,1,SH2_PUBLICATION_SH1_RECOMPUTED,0,76,16128,0,0,0.0,0,0.0,18.274412544909865,1,2400,2500,330225,0,0,0.0,0,0.0,803.1610103589483,541.2812317530625,0,333,456400,5,144,3.6293137655593455,25,308.258941963315,623.0195919079706
llama3-8b-inst,JV_NATIVE,8,0,0,0,0,0,0.0,0,0.0,1.1799857020378113e-05,0,0,0,0,0,0.0,0,0.0,37.12431498710066,80.22674607904628,2400,2947,892064,5,149,4.559098433237523,30,376.1192154241726,1602.0235657407902,105.46716258395463,4,20,NOT_RECORDED,NOT_RECORDED,38191523328,1,SH2_PUBLICATION_SH1_RECOMPUTED,0,88,18800,0,0,0.0,0,0.0,21.104629932902753,1,2400,2500,329000,0,0,0.0,0,0.0,806.5692115579732,558.8864450328983,0,333,470904,5,144,3.6453572721220553,25,313.2493632398546,639.1131911119446
llama3-8b-inst,JV_NATIVE,9,0,0,0,0,0,0.0,0,0.0,1.743994653224945e-05,0,0,0,0,0,0.0,0,0.0,37.68821084825322,78.90491656167433,2384,2943,830252,5,149,4.5607942012138665,30,342.2172085205093,1526.7391182850115,108.44673183606938,4,20,NOT_RECORDED,NOT_RECORDED,38191523328,1,SH2_PUBLICATION_SH1_RECOMPUTED,0,100,21520,0,0,0.0,0,0.0,24.07385052088648,1,2384,2484,317996,0,0,0.0,0,0.0,775.1244851169176,517.0416072052903,0,333,424176,5,144,3.648353603668511,25,284.9454521453008,595.9465237669647
llama3-8b-inst,JV_NATIVE,10,0,0,0,0,0,0.0,0,0.0,33.689818907063454,0,0,0,0,0,0.0,0,0.0,36.896965621970594,79.6880258671008,2372,4297,1231616,5,180,4.546897990163416,30,369.3487543980591,1980.4130923431367,94.09266300499439,4,20,NOT_RECORDED,NOT_RECORDED,38191523328,1,SH2_PUBLICATION_SH1_RECOMPUTED,0,1466,375448,0,0,0.0,0,0.0,414.2317068669945,1,2372,2472,321972,0,0,0.0,0,0.0,781.4123200671747,537.5594889521599,0,333,462216,5,175,3.635416531469673,25,307.51596372621134,617.2475148192607
llama3-8b-inst,L8_ONLY_NATIVE,1,0,0,0,0,0,0.0,0,0.0,28.417570897378027,0,0,0,0,0,0.0,0,0.0,59.201557386666536,60.48269125446677,2400,2843,888167,5,29,2.4533952344208956,30,131.08551979623735,904.439002148807,67.0699607199058,4,4,25,25,38191523328,1,LOCAL_COMPLETED_L8_RAW,0,0,0,0,0,0.0,0,0.0,0.02361779473721981,1,2400,2500,321475,0,0,0.0,0,0.0,419.0476644821465,248.5527290403843,0,317,485992,5,24,1.926616609096527,25,109.27385456766933,309.03542029485106
llama3-8b-inst,L8_ONLY_NATIVE,2,0,0,0,0,0,0.0,0,0.0,1.8347054719924927e-05,0,0,0,0,0,0.0,0,0.0,58.240894296206534,51.060663264244795,2400,2857,821958,5,29,2.4460292300209403,30,112.29834326170385,821.0130634037778,60.9065093267709,4,4,25,25,38191523328,1,LOCAL_COMPLETED_L8_RAW,0,14,3072,0,0,0.0,0,0.0,1.687281928025186,1,2400,2500,330750,0,0,0.0,0,0.0,436.0241622114554,211.96192432474345,0,317,418376,5,24,1.9580088276416063,25,93.61935200635344,263.02258758898824
llama3-8b-inst,L8_ONLY_NATIVE,3,0,0,0,0,0,0.0,0,0.0,1.584179699420929e-05,0,0,0,0,0,0.0,0,0.0,47.58004201576114,50.883402300067246,2400,2869,816196,5,29,2.4208700926974416,30,114.08232967276126,815.7215033248067,57.07546760048717,4,4,25,25,38191523328,1,LOCAL_COMPLETED_L8_RAW,0,26,5584,0,0,0.0,0,0.0,2.974571945145726,1,2400,2500,323400,0,0,0.0,0,0.0,427.40170944016427,219.11702096555382,0,317,417792,5,24,1.936651156283915,25,95.10587484389544,270.00042326562107
llama3-8b-inst,L8_ONLY_NATIVE,4,0,0,0,0,0,0.0,0,0.0,1.1763535439968109e-05,0,0,0,0,0,0.0,0,0.0,51.026825269684196,49.68206741195172,2400,2881,828393,5,29,2.424381005577743,30,114.3285931488499,815.4747880371287,57.1197058390826,4,4,25,25,38191523328,1,LOCAL_COMPLETED_L8_RAW,0,38,8128,0,0,0.0,0,0.0,4.4726200718432665,1,2400,2500,325325,0,0,0.0,0,0.0,429.88003913033754,219.3378013940528,0,317,424440,5,24,1.9424226097762585,25,95.38222808018327,269.0198688060045
llama3-8b-inst,L8_ONLY_NATIVE,5,0,0,0,0,0,0.0,0,0.0,30.43703443184495,0,0,0,0,0,0.0,0,0.0,51.646234340034425,49.043370893225074,2400,3493,983131,5,29,2.4593785041943192,30,116.59598776232451,938.240349705331,61.88654959574342,4,4,25,25,38191523328,1,LOCAL_COMPLETED_L8_RAW,0,650,166624,0,0,0.0,0,0.0,80.66945351473987,1,2400,2500,322175,0,0,0.0,0,0.0,433.9940363196656,228.67589908000082,0,317,423632,5,24,1.9611737122759223,25,97.19708661735058,277.7192699732259
llama3-8b-inst,L8_ONLY_NATIVE,6,0,0,0,0,0,0.0,0,0.0,2.7293339371681213e-05,0,0,0,0,0,0.0,0,0.0,50.55177872721106,49.7861928967759,2400,2907,848479,5,29,2.4496650993824005,30,118.65148404426873,825.159058646299,55.40372542757541,4,4,25,25,38191523328,1,LOCAL_COMPLETED_L8_RAW,0,64,13424,0,0,0.0,0,0.0,7.235544957220554,1,2400,2500,328475,0,0,0.0,0,0.0,439.60214781947434,221.30330551043153,0,317,434200,5,24,1.9590752152726054,25,98.90196672454476,271.08949840720743
llama3-8b-inst,L8_ONLY_NATIVE,7,0,0,0,0,0,0.0,0,0.0,1.877453178167343e-05,0,0,0,0,0,0.0,0,0.0,59.22058199159801,48.0286888666451,2400,2919,850733,5,29,2.460736340843141,30,117.98004078865051,839.8833681168035,60.42711472325027,4,4,25,25,38191523328,1,LOCAL_COMPLETED_L8_RAW,0,76,16128,0,0,0.0,0,0.0,8.664413169957697,1,2400,2500,330225,0,0,0.0,0,0.0,436.09155072644353,223.89933561719954,0,317,432400,5,24,1.970571894198656,25,98.43757178727537,271.92802448384464
llama3-8b-inst,L8_ONLY_NATIVE,8,0,0,0,0,0,0.0,0,0.0,1.7049722373485565e-05,0,0,0,0,0,0.0,0,0.0,55.31920255534351,50.042990050278604,2400,2931,863264,5,29,2.4133904287591577,30,119.84678790252656,858.1822484629229,62.74321585055441,4,4,25,25,38191523328,1,LOCAL_COMPLETED_L8_RAW,0,88,18800,0,0,0.0,0,0.0,10.047309930436313,1,2400,2500,329000,0,0,0.0,0,0.0,441.7158722728491,225.89563806168735,0,317,442104,5,24,1.9232918256893754,25,99.86675360240042,275.93862811196595
llama3-8b-inst,L8_ONLY_NATIVE,9,0,0,0,0,0,0.0,0,0.0,1.874379813671112e-05,0,0,0,0,0,0.0,0,0.0,55.922284588217735,48.87668744754046,2390,2933,808636,5,29,2.452879622578621,30,109.29616769216955,834.4080567499623,66.16640720702708,4,4,25,25,38191523328,1,LOCAL_COMPLETED_L8_RAW,0,100,21520,0,0,0.0,0,0.0,11.285465109162033,1,2390,2490,318780,0,0,0.0,0,0.0,426.1454435735941,220.96915475651622,0,317,401776,5,24,1.9675015406683087,25,91.09918479062617,269.8458422040567
llama3-8b-inst,L8_ONLY_NATIVE,10,0,0,0,0,0,0.0,0,0.0,23.416750656440854,0,0,0,0,0,0.0,0,0.0,34.79767645522952,49.320695453323424,2360,4269,1202974,5,29,2.3994900984689593,30,117.35558861866593,993.3091034321114,50.991686722263694,4,4,25,25,38191523328,1,LOCAL_COMPLETED_L8_RAW,0,1466,375448,0,0,0.0,0,0.0,180.81000992562622,1,2360,2460,320530,0,0,0.0,0,0.0,425.8792732665315,212.71682595275342,0,317,435016,5,24,1.9102851850911975,25,97.76241388730705,262.03752140607685
qwen2.5-7b-inst,O_NATIVE,1,0,0,0,0,0,0.0,0,0.0,54.306338055990636,0,0,0,0,0,0.0,0,0.0,62.10261054337025,95.68559327814728,1239,1573,405031,5,5,2.5704992287792265,10,130.80020274361596,810.8231639331207,98.08771013095975,0,0,NOT_RECORDED,NOT_RECORDED,40947317248,1,SH2_PUBLICATION_SH1_RECOMPUTED,0,0,0,0,0,0.0,0,0.0,0.03718696581199765,1,1239,1339,170247,0,0,0.0,0,0.0,362.57600888004526,183.71431662887335,0,233,232584,5,5,2.5704992287792265,10,130.80020274361596,279.39990990702063
qwen2.5-7b-inst,O_NATIVE,2,0,0,0,0,0,0.0,0,0.0,1.1409632861614227e-05,0,0,0,0,0,0.0,0,0.0,62.6513721588999,92.03372714482248,1174,1522,368867,5,5,2.546740169636905,10,112.06295342789963,732.1927490499802,85.49385462608188,0,0,NOT_RECORDED,NOT_RECORDED,40953551360,1,SH2_PUBLICATION_SH1_RECOMPUTED,0,14,2968,0,0,0.0,0,0.0,3.2062880522571504,1,1174,1274,166019,0,0,0.0,0,0.0,369.238048216328,158.3294108044356,0,233,198580,5,5,2.546740169636905,10,112.06295342789963,250.3631379492581
qwen2.5-7b-inst,O_NATIVE,3,0,0,0,0,0,0.0,0,0.0,5.269888788461685e-06,0,0,0,0,0,0.0,0,0.0,64.72593853389844,92.85533150611445,1297,1657,383495,5,5,2.5554143460467458,10,111.29331774404272,760.7979075750336,86.247622651048,0,0,NOT_RECORDED,NOT_RECORDED,40953551360,1,SH2_PUBLICATION_SH1_RECOMPUTED,0,26,5280,0,0,0.0,0,0.0,5.66867552138865,1,1297,1397,178367,0,0,0.0,0,0.0,390.67395505681634,158.88108760491014,0,233,198448,5,5,2.5554143460467458,10,111.29331774404272,251.7364191110246
qwen2.5-7b-inst,O_NATIVE,4,0,0,0,0,0,0.0,0,0.0,1.1849682778120041e-05,0,0,0,0,0,0.0,0,0.0,60.23214989621192,93.12876461306587,1804,2176,457187,5,5,2.54874847503379,10,112.31034282036126,923.7523392098956,86.30908232927322,0,0,NOT_RECORDED,NOT_RECORDED,40953551360,1,SH2_PUBLICATION_SH1_RECOMPUTED,0,38,7624,0,0,0.0,0,0.0,8.23422400932759,1,1804,1904,246659,0,0,0.0,0,0.0,554.3293269099668,159.36161553906277,0,233,201504,5,5,2.54874847503379,10,112.31034282036126,252.49038015212864
qwen2.5-7b-inst,O_NATIVE,5,0,0,0,0,0,0.0,0,0.0,73.37947042193264,0,0,0,0,0,0.0,0,0.0,65.24909466598183,91.80599916400388,1405,2389,554712,5,5,2.549775114748627,10,114.05211255233735,1027.5311158769764,87.4637017948553,0,0,NOT_RECORDED,NOT_RECORDED,40953551360,1,SH2_PUBLICATION_SH1_RECOMPUTED,0,650,161248,0,0,0.0,0,0.0,166.1186462729238,1,1405,1505,190176,0,0,0.0,0,0.0,418.35462852800265,161.3949282169342,0,233,201888,5,5,2.549775114748627,10,114.05211255233735,253.20092738093808
qwen2.5-7b-inst,O_NATIVE,6,0,0,0,0,0,0.0,0,0.0,7.91996717453003e-06,0,0,0,0,0,0.0,0,0.0,62.378511330112815,92.87564992811531,1324,1722,406012,5,5,2.5475929742679,10,115.71796465478837,792.4465279020369,88.51605097390711,0,0,NOT_RECORDED,NOT_RECORDED,40953551360,1,SH2_PUBLICATION_SH1_RECOMPUTED,0,64,12584,0,0,0.0,0,0.0,13.429689365904778,1,1324,1424,186452,0,0,0.0,0,0.0,412.88749507721514,163.2127938377671,0,233,205576,5,5,2.5475929742679,10,115.71796465478837,256.0884437658824
qwen2.5-7b-inst,O_NATIVE,7,0,0,0,0,0,0.0,0,0.0,1.1418946087360382e-05,0,0,0,0,0,0.0,0,0.0,68.93659636098891,94.49725211877376,1023,1433,372078,5,5,2.5587439299561083,10,117.69635378476232,712.5872908220626,88.67836478538811,0,0,NOT_RECORDED,NOT_RECORDED,40953551360,1,SH2_PUBLICATION_SH1_RECOMPUTED,0,76,15088,0,0,0.0,0,0.0,16.07921793498099,1,1023,1123,147686,0,0,0.0,0,0.0,321.46415395801887,164.48648135038093,0,233,207904,5,5,2.5587439299561083,10,117.69635378476232,258.9837334691547
qwen2.5-7b-inst,O_NATIVE,8,0,0,0,0,0,0.0,0,0.0,5.269888788461685e-06,0,0,0,0,0,0.0,0,0.0,61.75759700592607,93.46843689261004,1081,1503,387038,5,5,2.5602341014891863,10,118.50808302219957,728.9335698392242,91.2387531446293,0,0,NOT_RECORDED,NOT_RECORDED,40953551360,1,SH2_PUBLICATION_SH1_RECOMPUTED,0,88,17624,0,0,0.0,0,0.0,18.97239902568981,1,1081,1181,156030,0,0,0.0,0,0.0,337.3573078652844,168.60858368081972,0,233,211684,5,5,2.5602341014891863,10,118.50808302219957,262.07702057342976
qwen2.5-7b-inst,O_NATIVE,9,0,0,0,0,0,0.0,0,0.0,1.1549796909093857e-05,0,0,0,0,0,0.0,0,0.0,64.42913368623704,91.53601080924273,1502,1936,426817,5,5,2.5579359983094037,10,111.56008308567107,833.9840465849265,85.4817358199507,0,0,NOT_RECORDED,NOT_RECORDED,40953551360,1,SH2_PUBLICATION_SH1_RECOMPUTED,0,100,20304,0,0,0.0,0,0.0,21.61578381387517,1,1502,1602,206129,0,0,0.0,0,0.0,449.0407745190896,158.08031579153612,0,233,198984,5,5,2.5579359983094037,10,111.56008308567107,249.61632660077885
qwen2.5-7b-inst,O_NATIVE,10,0,0,0,0,0,0.0,0,0.0,68.43696878897026,0,0,0,0,0,0.0,0,0.0,59.69798816880211,93.98440520092845,1458,3258,775323,5,5,2.5742520447820425,10,114.71622266620398,1262.7749426220544,87.56714079435915,0,0,NOT_RECORDED,NOT_RECORDED,40953551360,1,SH2_PUBLICATION_SH1_RECOMPUTED,0,1466,363232,0,0,0.0,0,0.0,378.0468857260421,1,1458,1558,203651,0,0,0.0,0,0.0,451.9877114277333,162.62442602403462,0,233,206840,5,5,2.5742520447820425,10,114.71622266620398,256.60883122496307
qwen2.5-7b-inst,JV_NATIVE,1,0,0,0,0,0,0.0,0,0.0,60.21441835956648,0,0,0,0,0,0.0,0,0.0,63.0326140858233,95.34247539332137,1239,1698,781311,5,180,8.650433877017349,30,389.54447207180783,1355.0508929789066,127.2482096767053,4,20,NOT_RECORDED,NOT_RECORDED,39041505792,1,SH2_PUBLICATION_SH1_RECOMPUTED,0,0,0,0,0,0.0,0,0.0,0.032392486929893494,1,1239,1339,170247,0,0,0.0,0,0.0,364.0281911981292,647.8394630239345,0,333,528544,5,175,6.8874602457508445,25,324.2383932149969,743.1819384172559
qwen2.5-7b-inst,JV_NATIVE,2,0,0,0,0,0,0.0,0,0.0,1.0449904948472977e-05,0,0,0,0,0,0.0,0,0.0,64.52302725892514,90.13137454679236,1160,1633,673736,5,149,8.597494474146515,30,332.65239672223106,1202.3778064791113,121.01021283911541,4,20,NOT_RECORDED,NOT_RECORDED,39044651520,1,SH2_PUBLICATION_SH1_RECOMPUTED,0,14,2968,0,0,0.0,0,0.0,3.1712069269269705,1,1160,1260,164948,0,0,0.0,0,0.0,366.6503193648532,559.0779089010321,0,333,436160,5,144,6.8636905760504305,25,276.8323627775535,649.2092834478244
