W_sha256,active,alias,arm,batch,case_id,controller_change_count,frozen_row_weight,provenance,source_N0_scale,source_active_rule
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,llama3-8b-inst,O_NATIVE,1,55,0,0.01976868450683912,SH2_PUBLICATION_SH1_RECOMPUTED,5.058505535125732,scale > 0; no floor
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,llama3-8b-inst,O_NATIVE,1,378,0,0.022034182342600715,SH2_PUBLICATION_SH1_RECOMPUTED,4.538403034210205,scale > 0; no floor
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,llama3-8b-inst,O_NATIVE,1,403,0,0.027273111506429134,SH2_PUBLICATION_SH1_RECOMPUTED,3.6666150093078613,scale > 0; no floor
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,llama3-8b-inst,O_NATIVE,1,983,0,0.021551600730091058,SH2_PUBLICATION_SH1_RECOMPUTED,4.640026569366455,scale > 0; no floor
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,llama3-8b-inst,O_NATIVE,1,1399,0,0.02059932723564099,SH2_PUBLICATION_SH1_RECOMPUTED,4.854527473449707,scale > 0; no floor
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,llama3-8b-inst,O_NATIVE,1,1481,0,0.022132420802123378,SH2_PUBLICATION_SH1_RECOMPUTED,4.518258571624756,scale > 0; no floor
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,llama3-8b-inst,O_NATIVE,1,1888,0,0.02075001360476909,SH2_PUBLICATION_SH1_RECOMPUTED,4.819273948669434,scale > 0; no floor
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,llama3-8b-inst,O_NATIVE,1,2115,0,0.021870714753444598,SH2_PUBLICATION_SH1_RECOMPUTED,4.572324275970459,scale > 0; no floor
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,llama3-8b-inst,O_NATIVE,1,2168,0,0.02109460066650888,SH2_PUBLICATION_SH1_RECOMPUTED,4.740549564361572,scale > 0; no floor
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,llama3-8b-inst,O_NATIVE,1,2389,0,0.02190656675127121,SH2_PUBLICATION_SH1_RECOMPUTED,4.564841270446777,scale > 0; no floor
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,llama3-8b-inst,O_NATIVE,1,2809,0,0.02086775924072733,SH2_PUBLICATION_SH1_RECOMPUTED,4.792081356048584,scale > 0; no floor
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,llama3-8b-inst,O_NATIVE,1,2879,0,0.018760719314536402,SH2_PUBLICATION_SH1_RECOMPUTED,5.330286026000977,scale > 0; no floor
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,llama3-8b-inst,O_NATIVE,1,2888,0,0.01925515407597568,SH2_PUBLICATION_SH1_RECOMPUTED,5.193414688110352,scale > 0; no floor
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,llama3-8b-inst,O_NATIVE,1,3098,0,0.022110003898753852,SH2_PUBLICATION_SH1_RECOMPUTED,4.522839546203613,scale > 0; no floor
0e16389b192ed67933c7bbac6e00cee570b9900836a3850b0b5c647d9b3b67c5,True,llama3-8b-inst,O_NATIVE,1,3557,0,0.028319574510665253,SH2_PUBLICATION_SH1_RECOMPUTED,3.5311264991760254,scale > 0; no floor
