path,bytes,mode,uid,sha256,mtime_ns,inode
assets.lock.json,7384,0600,1025,9f4a923e07e74ee69658bbded830ab45b09248131179ea058a51d2812f54088c,1788735010806361810,131482769
chain-4-llama3-8b-inst-L8_ONLY_NATIVE/batch-01/commit.json,2348,0600,1025,ac7a65d7197b525ed5e52a72b33ec63dac769516be7fb3066914c8452332b7b0,1788735990030578383,132382991
chain-4-llama3-8b-inst-L8_ONLY_NATIVE/batch-01/complete.json,8203,0600,1025,f8c8fd91eca7a8b4b9260c9385e0ae9f5892047d7f074ee37d0f2e244a532960,1788736018474552635,132383001
chain-4-llama3-8b-inst-L8_ONLY_NATIVE/batch-01/current-full-raw.json,1046170,0600,1025,7c55217683314efc19391f9ef9183332e9a56fd2f7bb92ea59bfbfb36d19b410,1788735930722631802,132382981
chain-4-llama3-8b-inst-L8_ONLY_NATIVE/batch-01/entry.json,1735,0600,1025,3b6de1699519695692db44be3432d780c907b76dc76d4a25c4446a1c2a7501ae,1788735171069256657,132382922
chain-4-llama3-8b-inst-L8_ONLY_NATIVE/batch-01/nodes/node-00.json,6099,0600,1025,a6513e269606c1a89cc56c571234829b7945fb1a845e770cbc7a46d1ab16770a,1788735682164850763,132382946
chain-4-llama3-8b-inst-L8_ONLY_NATIVE/batch-01/nodes/node-01.json,6100,0600,1025,42c7eeafaa1bfecf810deefb3fe164335016e50ec832e590a9cef38fa5fe5803,1788735717764819983,132382948
chain-4-llama3-8b-inst-L8_ONLY_NATIVE/batch-01/nodes/node-02.json,6119,0600,1025,7bbab3c0ce6bc3605caae6b53cd838b47bf6c692d2d410635fc8b0d13b724cf6,1788735751717790424,132382953
chain-4-llama3-8b-inst-L8_ONLY_NATIVE/batch-01/nodes/node-03.json,6112,0600,1025,b31fbe0f70c1d783c04c27c9c99393f6f6856f9e48818ec3c4f7d29697952a63,1788735787145759385,132382958
chain-4-llama3-8b-inst-L8_ONLY_NATIVE/batch-01/rewrite-retention.json,44122,0600,1025,291ee7925c5ff56994d9af3c6d59eb6e8fe0187b3a841a0f889d3a17e678c520,1788735990054578361,132382993
chain-4-llama3-8b-inst-L8_ONLY_NATIVE/batch-01/seen-full.json,1367641,0600,1025,47c7d2161bfa0333dae738ffbd6d5a51280484953f2287645a401c906f3ae3c2,1788735990049578365,132382992
chain-4-llama3-8b-inst-L8_ONLY_NATIVE/batch-01/target-reference.json,4270,0600,1025,708e81c570d0fb11dcb75f5536ced0df7ac99c23da017a62b247f3c08e7866e7,1788735621660902533,132382944
chain-4-llama3-8b-inst-L8_ONLY_NATIVE/batch-01/writer.json,1527937,0600,1025,f306fcb73dd5785dae28b224fb25c52dd18e3775394663017f22fddd62645e34,1788735930824631711,132382982
chain-4-llama3-8b-inst-L8_ONLY_NATIVE/batch-02/commit.json,2347,0600,1025,2ff770ab97d9647d1f96bca16667d31781e767dbbb51ff6b37ad111b6fda4cb1,1788736838857244202,132383052
chain-4-llama3-8b-inst-L8_ONLY_NATIVE/batch-02/complete.json,7567,0600,1025,01c310bff2faa3710e4fd38ea7439d55f4edc43ac7b635bb7d71d249dd566786,1788736840546243712,132383054
chain-4-llama3-8b-inst-L8_ONLY_NATIVE/batch-02/current-full-raw.json,1046189,0600,1025,4dcaddf01da348820bf8d5289b71b67d1b33c2dfb7668804e06b32c8aa136b97,1788736780495259529,132383046
chain-4-llama3-8b-inst-L8_ONLY_NATIVE/batch-02/entry.json,4337,0600,1025,58554dc7b30dcb018434d47bc1c30aacfd10ca22fef86829f3f5ab44b4327ed5,1788736056645517961,132383003
chain-4-llama3-8b-inst-L8_ONLY_NATIVE/batch-02/nodes/node-00.json,6108,0600,1025,cbd0e5d34a749618d1ba3c1327a63cf03227d9fae2ff5d2b1c98e91fa759994b,1788736569068283777,132383020
chain-4-llama3-8b-inst-L8_ONLY_NATIVE/batch-02/nodes/node-01.json,6111,0600,1025,1631661673b98708959486a300afb12cbd410e734be8e8f27430ad157a81a7ad,1788736596772283860,132383025
chain-4-llama3-8b-inst-L8_ONLY_NATIVE/batch-02/nodes/node-02.json,6129,0600,1025,bbc0195187f9a54b071f9bc3639a1cfd88211a07b9c04007e83b39830b181000,1788736624475282859,132383026
