arm,scope,batch,category,quantity,n,mean,median,q25,q75,p90,max
JVP,current,2,rewrite,true,100,13.663122625350953,13.303573608398438,NOT_AVAILABLE,NOT_AVAILABLE,18.778622817993167,23.336708068847656
JVP,current,2,rewrite,margin,100,13.646452732762373,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
JVP,current,2,rephrase,new,200,2.02914598846226,0.5112764239311218,NOT_AVAILABLE,NOT_AVAILABLE,6.723206853866576,13.228412628173828
JVP,current,2,rephrase,true,200,8.903644564896823,8.725934982299805,NOT_AVAILABLE,NOT_AVAILABLE,13.786732006072997,20.865386962890625
JVP,current,2,rephrase,margin,200,6.874498576434563,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
JVP,current,2,locality,new,1000,9.923110030800105,9.898584365844727,NOT_AVAILABLE,NOT_AVAILABLE,14.593224048614502,22.206024169921875
JVP,current,2,locality,true,1000,4.744639534202172,4.362612962722778,NOT_AVAILABLE,NOT_AVAILABLE,9.868621730804445,17.315279006958008
JVP,current,2,locality,margin,1000,5.178470496597933,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
JVP,current,3,rewrite,new,100,0.0016623918825644068,0.0011522090062499046,NOT_AVAILABLE,NOT_AVAILABLE,0.0037593772634863867,0.008764134719967842
JVP,current,3,rewrite,true,100,13.731649441719055,13.316879272460938,NOT_AVAILABLE,NOT_AVAILABLE,19.28954257965088,26.452848434448242
JVP,current,3,rewrite,margin,100,13.72998704983649,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
JVP,current,3,rephrase,new,200,1.958562424435222,0.44708584249019623,NOT_AVAILABLE,NOT_AVAILABLE,6.581973028182983,13.930893898010254
JVP,current,3,rephrase,true,200,9.01826199722942,9.026896953582764,NOT_AVAILABLE,NOT_AVAILABLE,13.756693935394287,25.043113708496094
JVP,current,3,rephrase,margin,200,7.059699572794198,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
JVP,current,3,locality,new,1000,8.760969634138048,8.64656925201416,NOT_AVAILABLE,NOT_AVAILABLE,13.817558670043947,23.535629272460938
JVP,current,3,locality,true,1000,4.993553448393839,4.511600971221924,NOT_AVAILABLE,NOT_AVAILABLE,9.847411251068117,17.840606689453125
JVP,current,3,locality,margin,1000,3.7674161857442092,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
JVP,current,4,rewrite,new,100,0.00262355095721432,0.001387526746839285,NOT_AVAILABLE,NOT_AVAILABLE,0.005686824582517151,0.018298739567399025
JVP,current,4,rewrite,true,100,13.827780599594115,13.449705600738525,NOT_AVAILABLE,NOT_AVAILABLE,19.05911960601807,23.863677978515625
JVP,current,4,rewrite,margin,100,13.825157048636902,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
JVP,current,4,rephrase,new,200,1.5475728854701447,0.18145015090703964,NOT_AVAILABLE,NOT_AVAILABLE,4.838390254974365,13.308183670043945
JVP,current,4,rephrase,true,200,9.475018396675587,9.193482875823975,NOT_AVAILABLE,NOT_AVAILABLE,15.168367099761962,22.122568130493164
JVP,current,4,rephrase,margin,200,7.927445511205442,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
JVP,current,4,locality,new,1000,8.882359809687362,8.801693439483643,NOT_AVAILABLE,NOT_AVAILABLE,13.68107032775879,23.466007232666016
JVP,current,4,locality,true,1000,5.386272649220424,4.980072975158691,NOT_AVAILABLE,NOT_AVAILABLE,10.926685428619386,18.534587860107422
JVP,current,4,locality,margin,1000,3.4960871604669377,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
JVP,current,5,rewrite,new,100,0.0020948301746830113,0.0014230015804059803,NOT_AVAILABLE,NOT_AVAILABLE,0.004319839505478744,0.02084748074412346
JVP,current,5,rewrite,true,100,13.81912642478943,13.137267589569092,NOT_AVAILABLE,NOT_AVAILABLE,18.762282180786134,25.319169998168945
JVP,current,5,rewrite,margin,100,13.817031594614747,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
JVP,current,5,rephrase,new,200,1.8677645580196258,0.6367350518703461,NOT_AVAILABLE,NOT_AVAILABLE,5.490750789642334,13.051108360290527
JVP,current,5,rephrase,true,200,8.720911617055535,8.398875713348389,NOT_AVAILABLE,NOT_AVAILABLE,13.638794422149656,25.073945999145508
JVP,current,5,rephrase,margin,200,6.8531470590359085,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
JVP,current,5,locality,new,1000,8.783269182179124,8.484041690826416,NOT_AVAILABLE,NOT_AVAILABLE,13.71455421447754,20.67148780822754
JVP,current,5,locality,true,1000,4.856930996127892,4.156708240509033,NOT_AVAILABLE,NOT_AVAILABLE,9.950597095489503,18.135713577270508
JVP,current,5,locality,margin,1000,3.9263381860512316,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
JVP,current,6,rewrite,new,100,0.0027010938071180134,0.0016164223779924214,NOT_AVAILABLE,NOT_AVAILABLE,0.006372023373842242,0.018194211646914482
JVP,current,6,rewrite,true,100,14.014397349357605,13.610463619232178,NOT_AVAILABLE,NOT_AVAILABLE,19.49031639099121,21.977460861206055
JVP,current,6,rewrite,margin,100,14.011696255550486,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
JVP,current,6,rephrase,new,200,1.8986943253896607,0.5474713146686554,NOT_AVAILABLE,NOT_AVAILABLE,5.39283971786499,13.253396987915039
JVP,current,6,rephrase,true,200,9.559464091956615,9.40811538696289,NOT_AVAILABLE,NOT_AVAILABLE,14.481994056701659,19.672513961791992
JVP,current,6,rephrase,margin,200,7.660769766566954,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
JVP,current,6,locality,new,1000,8.905409863553942,8.971995830535889,NOT_AVAILABLE,NOT_AVAILABLE,13.491477012634277,19.42356300354004
JVP,current,6,locality,true,1000,5.6352490660827605,5.420362234115601,NOT_AVAILABLE,NOT_AVAILABLE,10.704427146911621,16.991559982299805
JVP,current,6,locality,margin,1000,3.2701607974711813,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
JVP,current,7,rewrite,new,100,0.002527973772957921,0.0013781816815026104,NOT_AVAILABLE,NOT_AVAILABLE,0.0056147367227822546,0.021593350917100906
JVP,current,7,rewrite,true,100,13.882152857780456,13.585913181304932,NOT_AVAILABLE,NOT_AVAILABLE,18.393567085266117,21.550371170043945
JVP,current,7,rewrite,margin,100,13.879624884007498,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
JVP,current,7,rephrase,new,200,1.8239822099333105,0.2712501138448715,NOT_AVAILABLE,NOT_AVAILABLE,5.683235454559325,12.87693977355957
JVP,current,7,rephrase,true,200,9.046489000320435,8.644703388214111,NOT_AVAILABLE,NOT_AVAILABLE,13.70681972503662,19.15974998474121
JVP,current,7,rephrase,margin,200,7.222506790387124,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
JVP,current,7,locality,new,1000,8.335566226599738,8.339401721954346,NOT_AVAILABLE,NOT_AVAILABLE,13.475227069854737,18.66221809387207
JVP,current,7,locality,true,1000,4.834282972578774,4.121580123901367,NOT_AVAILABLE,NOT_AVAILABLE,10.232495689392088,16.845348358154297
JVP,current,7,locality,margin,1000,3.501283254020964,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
JVP,current,8,rewrite,new,100,0.002122750126545725,0.0012099571176804602,NOT_AVAILABLE,NOT_AVAILABLE,0.0037851490546017886,0.03582087904214859
JVP,current,8,rewrite,true,100,14.366930227279664,13.810400485992432,NOT_AVAILABLE,NOT_AVAILABLE,19.518650245666507,25.13225555419922
JVP,current,8,rewrite,margin,100,14.364807477153118,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
JVP,current,8,rephrase,new,200,1.816402498754469,0.3298339992761612,NOT_AVAILABLE,NOT_AVAILABLE,6.336049270629883,16.29962730407715
JVP,current,8,rephrase,true,200,9.362922708690167,9.106942176818848,NOT_AVAILABLE,NOT_AVAILABLE,14.517045211791991,21.862180709838867
JVP,current,8,rephrase,margin,200,7.546520209935698,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
JVP,current,8,locality,new,1000,8.230405037717487,8.17211389541626,NOT_AVAILABLE,NOT_AVAILABLE,13.940994548797608,21.153867721557617
JVP,current,8,locality,true,1000,5.189105650949292,4.659857749938965,NOT_AVAILABLE,NOT_AVAILABLE,10.130070781707765,19.108938217163086
JVP,current,8,locality,margin,1000,3.041299386768195,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
JVP,current,9,rewrite,new,100,0.002660971104633063,0.001601902418769896,NOT_AVAILABLE,NOT_AVAILABLE,0.005172749888151884,0.031159989535808563
JVP,current,9,rewrite,true,100,14.000048532485962,13.496509552001953,NOT_AVAILABLE,NOT_AVAILABLE,19.654993057250977,24.035709381103516
JVP,current,9,rewrite,margin,100,13.997387561381329,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
JVP,current,9,rephrase,new,200,1.5397492338061967,0.21790219843387604,NOT_AVAILABLE,NOT_AVAILABLE,5.096620130538939,12.513307571411133
JVP,current,9,rephrase,true,200,9.64480837404728,9.868814468383789,NOT_AVAILABLE,NOT_AVAILABLE,15.31925525665283,24.20233726501465
JVP,current,9,rephrase,margin,200,8.105059140241083,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
JVP,current,9,locality,new,1000,7.800180465926183,7.805659055709839,NOT_AVAILABLE,NOT_AVAILABLE,13.009817409515382,22.758708953857422
JVP,current,9,locality,true,1000,5.437329374745023,4.93904447555542,NOT_AVAILABLE,NOT_AVAILABLE,10.482995128631593,18.57283592224121
JVP,current,9,locality,margin,1000,2.3628510911811604,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
JVP,current,10,rewrite,new,100,8.584165680855513,8.539243698120117,NOT_AVAILABLE,NOT_AVAILABLE,13.33281230926514,20.85807991027832
JVP,current,10,rewrite,true,100,4.726858427552506,4.116985559463501,NOT_AVAILABLE,NOT_AVAILABLE,9.62523250579834,17.12881851196289
JVP,current,10,rewrite,margin,100,-3.8573072533030066,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
JVP,current,10,rephrase,new,200,8.129704810231924,8.033018350601196,NOT_AVAILABLE,NOT_AVAILABLE,12.179028224945066,22.70987892150879
JVP,current,10,rephrase,true,200,4.7225364263542,4.39962363243103,NOT_AVAILABLE,NOT_AVAILABLE,9.103215885162353,13.140512466430664
JVP,current,10,rephrase,margin,200,-3.4071683838777247,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
JVP,current,10,locality,new,1000,8.609787092346698,8.523500919342041,NOT_AVAILABLE,NOT_AVAILABLE,13.88663091659546,22.668987274169922
JVP,current,10,locality,true,1000,5.312163834031671,4.9163007736206055,NOT_AVAILABLE,NOT_AVAILABLE,10.728445148468019,17.535091400146484
JVP,current,10,locality,margin,1000,3.297623258315027,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_AVAILABLE,NOT_AVAILABLE,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS,NOT_RECORDED_PUBLISHED_PROMPT_PAIRS
JVP_L8,current,1,rewrite,new,100,0.0025928594472134137,0.0012490677181631327,NOT_AVAILABLE,NOT_AVAILABLE,0.005284186126664282,0.0447877012193203
JVP_L8,current,1,rewrite,true,100,13.839284715652466,13.631749629974365,NOT_AVAILABLE,NOT_AVAILABLE,18.665720939636238,21.429086685180664
JVP_L8,current,1,rewrite,margin,100,13.836691856205253,13.63142308130773,NOT_AVAILABLE,NOT_AVAILABLE,18.66526158878697,21.42810762184672
JVP_L8,current,1,rephrase,new,200,2.1010675342645846,0.6443491876125336,NOT_AVAILABLE,NOT_AVAILABLE,6.244177579879757,12.784839630126953
JVP_L8,current,1,rephrase,true,200,8.328013941049576,8.059667587280273,NOT_AVAILABLE,NOT_AVAILABLE,13.310387134552,18.983556747436523
JVP_L8,current,1,rephrase,margin,200,6.226946406784991,6.2181949429214,NOT_AVAILABLE,NOT_AVAILABLE,12.985885842121206,18.979572732467204
JVP_L8,current,1,locality,new,1000,10.705734693967214,10.769299507141113,NOT_AVAILABLE,NOT_AVAILABLE,15.739728927612305,23.84934425354004
JVP_L8,current,1,locality,true,1000,5.343887306743593,5.05216383934021,NOT_AVAILABLE,NOT_AVAILABLE,10.442217445373537,17.87944793701172
JVP_L8,current,1,locality,margin,1000,5.361847387223621,5.158473491668701,NOT_AVAILABLE,NOT_AVAILABLE,12.010519975668286,20.061643943190575
JVP_L8,current,2,rewrite,new,100,0.030216606052053976,0.0010878485045395792,NOT_AVAILABLE,NOT_AVAILABLE,0.007275924412533656,1.6079635620117188
JVP_L8,current,2,rewrite,true,100,13.488457686901093,13.254246234893799,NOT_AVAILABLE,NOT_AVAILABLE,18.21220092773438,23.52259063720703
JVP_L8,current,2,rewrite,margin,100,13.458241080849039,13.244300143356668,NOT_AVAILABLE,NOT_AVAILABLE,18.210832895245403,23.522544027462573
JVP_L8,current,2,rephrase,new,200,2.0675360001449006,0.563119649887085,NOT_AVAILABLE,NOT_AVAILABLE,6.825231504440303,13.30147933959961
JVP_L8,current,2,rephrase,true,200,8.751653077155352,8.626246452331543,NOT_AVAILABLE,NOT_AVAILABLE,13.781049919128417,20.726852416992188
JVP_L8,current,2,rephrase,margin,200,6.684117077010451,7.099430538713932,NOT_AVAILABLE,NOT_AVAILABLE,12.740044177215896,20.72550411557313
JVP_L8,current,2,locality,new,1000,9.907447547525168,9.877098560333252,NOT_AVAILABLE,NOT_AVAILABLE,14.593500900268555,22.144989013671875
JVP_L8,current,2,locality,true,1000,4.755620872632484,4.303013801574707,NOT_AVAILABLE,NOT_AVAILABLE,9.881222915649415,17.250795364379883
JVP_L8,current,2,locality,margin,1000,5.151826674892684,5.246687173843384,NOT_AVAILABLE,NOT_AVAILABLE,11.130237585306167,16.829908307641745
JVP_L8,current,3,rewrite,new,100,0.001466958765468007,0.0010939204948954284,NOT_AVAILABLE,NOT_AVAILABLE,0.0029216599185019738,0.009156733751296997
JVP_L8,current,3,rewrite,true,100,13.826947073936463,13.310879230499268,NOT_AVAILABLE,NOT_AVAILABLE,19.058915328979495,26.72176170349121
JVP_L8,current,3,rewrite,margin,100,13.825480115170995,13.310682852599712,NOT_AVAILABLE,NOT_AVAILABLE,19.0586721837637,26.721576469411957
JVP_L8,current,3,rephrase,new,200,1.9411517174601614,0.5133482813835144,NOT_AVAILABLE,NOT_AVAILABLE,6.268355274200438,12.839548110961914
JVP_L8,current,3,rephrase,true,200,8.92460335901007,8.795259475708008,NOT_AVAILABLE,NOT_AVAILABLE,13.806699848175048,23.98515510559082
JVP_L8,current,3,rephrase,margin,200,6.983451641549909,7.052316214889288,NOT_AVAILABLE,NOT_AVAILABLE,13.45504062693799,23.98292111721821
JVP_L8,current,3,locality,new,1000,8.74632383884117,8.722960948944092,NOT_AVAILABLE,NOT_AVAILABLE,13.704337692260742,23.39846420288086
JVP_L8,current,3,locality,true,1000,4.959856552836805,4.425817966461182,NOT_AVAILABLE,NOT_AVAILABLE,9.929734134674073,17.998552322387695
JVP_L8,current,3,locality,margin,1000,3.7864672860043647,3.631060838699341,NOT_AVAILABLE,NOT_AVAILABLE,9.939946625940502,18.7334303855896
JVP_L8,current,4,rewrite,new,100,0.002535482869279804,0.0014354411396197975,NOT_AVAILABLE,NOT_AVAILABLE,0.0065222601406276235,0.013985605910420418
JVP_L8,current,4,rewrite,true,100,14.040353569984436,13.570625305175781,NOT_AVAILABLE,NOT_AVAILABLE,18.98253650665284,26.703357696533203
JVP_L8,current,4,rewrite,margin,100,14.037818087115156,13.568951642693719,NOT_AVAILABLE,NOT_AVAILABLE,18.980453166575177,26.703087843110552
JVP_L8,current,4,rephrase,new,200,1.5443064048835367,0.173585906624794,NOT_AVAILABLE,NOT_AVAILABLE,4.813859605789183,13.661039352416992
JVP_L8,current,4,rephrase,true,200,9.559475242048501,9.238255977630615,NOT_AVAILABLE,NOT_AVAILABLE,14.883535003662105,23.133024215698242
JVP_L8,current,4,rephrase,margin,200,8.015168837164966,8.727973137050867,NOT_AVAILABLE,NOT_AVAILABLE,13.655439275922252,23.125641249120235
JVP_L8,current,4,locality,new,1000,8.820645422385073,8.743746280670166,NOT_AVAILABLE,NOT_AVAILABLE,13.594583702087403,23.036819458007812
JVP_L8,current,4,locality,true,1000,5.40640995216422,5.032879829406738,NOT_AVAILABLE,NOT_AVAILABLE,10.924078273773194,18.441999435424805
JVP_L8,current,4,locality,margin,1000,3.414235470220854,3.2397674322128296,NOT_AVAILABLE,NOT_AVAILABLE,9.737367069721222,17.67038345336914
JVP_L8,current,5,rewrite,new,100,0.0021239021544897695,0.0013575274497270584,NOT_AVAILABLE,NOT_AVAILABLE,0.0048530233558267384,0.01454582717269659
JVP_L8,current,5,rewrite,true,100,13.861760511398316,12.951801776885986,NOT_AVAILABLE,NOT_AVAILABLE,19.350064659118654,26.807415008544922
JVP_L8,current,5,rewrite,margin,100,13.859636609243825,12.95135449108784,NOT_AVAILABLE,NOT_AVAILABLE,19.349733411554194,26.80698904528981
JVP_L8,current,5,rephrase,new,200,1.763237544723379,0.47247007489204407,NOT_AVAILABLE,NOT_AVAILABLE,5.487014055252075,13.23363971710205
JVP_L8,current,5,rephrase,true,200,8.727165636122226,8.551747798919678,NOT_AVAILABLE,NOT_AVAILABLE,13.49354362487793,23.40261459350586
JVP_L8,current,5,rephrase,margin,200,6.963928091398848,7.246271729469299,NOT_AVAILABLE,NOT_AVAILABLE,12.530460845981725,23.386163402348757
JVP_L8,current,5,locality,new,1000,8.751855404163711,8.468555927276611,NOT_AVAILABLE,NOT_AVAILABLE,13.581070613861085,20.811861038208008
JVP_L8,current,5,locality,true,1000,4.856350615157746,4.148780107498169,NOT_AVAILABLE,NOT_AVAILABLE,9.94122371673584,18.403045654296875
JVP_L8,current,5,locality,margin,1000,3.895504789005965,3.9082492887973785,NOT_AVAILABLE,NOT_AVAILABLE,9.4610953791067,19.619062960147858
JVP_L8,current,6,rewrite,new,100,0.002695695146903745,0.0016367140924558043,NOT_AVAILABLE,NOT_AVAILABLE,0.006784331239759923,0.011987550184130669
JVP_L8,current,6,rewrite,true,100,14.130858387947082,14.020076751708984,NOT_AVAILABLE,NOT_AVAILABLE,19.78994960784912,21.81957244873047
JVP_L8,current,6,rewrite,margin,100,14.12816269280018,14.019288441544631,NOT_AVAILABLE,NOT_AVAILABLE,19.789351786641785,21.818877641984727
JVP_L8,current,6,rephrase,new,200,1.8410036238959584,0.373260498046875,NOT_AVAILABLE,NOT_AVAILABLE,5.198591899871825,14.008161544799805
JVP_L8,current,6,rephrase,true,200,9.820040663778782,9.606986999511719,NOT_AVAILABLE,NOT_AVAILABLE,15.003103256225584,20.299646377563477
JVP_L8,current,6,rephrase,margin,200,7.979037039882823,7.991019141394645,NOT_AVAILABLE,NOT_AVAILABLE,14.381720879301426,20.287862387485802
JVP_L8,current,6,locality,new,1000,8.888791192138568,9.022461414337158,NOT_AVAILABLE,NOT_AVAILABLE,13.566234016418457,18.905744552612305
JVP_L8,current,6,locality,true,1000,5.658766386746429,5.41743278503418,NOT_AVAILABLE,NOT_AVAILABLE,10.79688196182251,17.271299362182617
JVP_L8,current,6,locality,margin,1000,3.2300248053921385,3.266883611679077,NOT_AVAILABLE,NOT_AVAILABLE,9.742240977287292,17.79653638228774
JVP_L8,current,7,rewrite,new,100,0.002160427669332421,0.001162151456810534,NOT_AVAILABLE,NOT_AVAILABLE,0.004318860592320563,0.02441272884607315
JVP_L8,current,7,rewrite,true,100,13.795733971595764,13.465043067932129,NOT_AVAILABLE,NOT_AVAILABLE,18.286776733398437,22.534317016601562
JVP_L8,current,7,rewrite,margin,100,13.793573543926431,13.463873966204119,NOT_AVAILABLE,NOT_AVAILABLE,18.285886881421902,22.534279466381122
JVP_L8,current,7,rephrase,new,200,1.7590832331532875,0.22840209305286407,NOT_AVAILABLE,NOT_AVAILABLE,5.877536010742187,12.16486930847168
JVP_L8,current,7,rephrase,true,200,9.279544014334679,8.892389297485352,NOT_AVAILABLE,NOT_AVAILABLE,14.413427543640132,20.757808685302734
JVP_L8,current,7,rephrase,margin,200,7.5204607811813915,7.763389861909673,NOT_AVAILABLE,NOT_AVAILABLE,13.776305554900318,20.753136480227113
JVP_L8,current,7,locality,new,1000,8.295888490349986,8.364482402801514,NOT_AVAILABLE,NOT_AVAILABLE,13.480018424987794,19.425445556640625
JVP_L8,current,7,locality,true,1000,4.859618532677821,4.120760202407837,NOT_AVAILABLE,NOT_AVAILABLE,10.163847732543948,18.645000457763672
JVP_L8,current,7,locality,margin,1000,3.4362699576721645,3.473079204559326,NOT_AVAILABLE,NOT_AVAILABLE,9.399581940472126,17.59440326690674
JVP_L8,current,8,rewrite,new,100,0.0021194588287471562,0.0013690750929526985,NOT_AVAILABLE,NOT_AVAILABLE,0.004310813825577509,0.011925708502531052
JVP_L8,current,8,rewrite,true,100,14.360846056938172,13.685943603515625,NOT_AVAILABLE,NOT_AVAILABLE,20.103906822204593,24.425703048706055
JVP_L8,current,8,rewrite,margin,100,14.358726598109424,13.684845301570022,NOT_AVAILABLE,NOT_AVAILABLE,20.103066506700273,24.4253338065173
JVP_L8,current,8,rephrase,new,200,1.7329184218102456,0.30413810908794403,NOT_AVAILABLE,NOT_AVAILABLE,6.25303153991699,16.1776123046875
JVP_L8,current,8,rephrase,true,200,9.477865231633187,9.446625709533691,NOT_AVAILABLE,NOT_AVAILABLE,14.68610153198242,22.41919708251953
JVP_L8,current,8,rephrase,margin,200,7.744946809822941,7.9185647666454315,NOT_AVAILABLE,NOT_AVAILABLE,14.106342674791811,22.414512418676168
JVP_L8,current,8,locality,new,1000,8.254190908664837,8.115057468414307,NOT_AVAILABLE,NOT_AVAILABLE,13.958620357513428,19.950523376464844
JVP_L8,current,8,locality,true,1000,5.211262738381978,4.58877158164978,NOT_AVAILABLE,NOT_AVAILABLE,10.085641670227051,18.477649688720703
JVP_L8,current,8,locality,margin,1000,3.0429281702828592,2.871245861053467,NOT_AVAILABLE,NOT_AVAILABLE,9.412419664859772,17.75140029191971
JVP_L8,current,9,rewrite,new,100,0.0022958635684699404,0.0012403175351209939,NOT_AVAILABLE,NOT_AVAILABLE,0.004829918406903748,0.017532017081975937
JVP_L8,current,9,rewrite,true,100,14.09440999507904,13.880774974822998,NOT_AVAILABLE,NOT_AVAILABLE,18.974343109130864,27.028276443481445
JVP_L8,current,9,rewrite,margin,100,14.09211413151057,13.879958310164511,NOT_AVAILABLE,NOT_AVAILABLE,18.973883305772326,27.028197530045873
JVP_L8,current,9,rephrase,new,200,1.580303932426723,0.29097820818424225,NOT_AVAILABLE,NOT_AVAILABLE,5.420392847061156,10.5253267288208
JVP_L8,current,9,rephrase,true,200,9.701949012875557,9.662161827087402,NOT_AVAILABLE,NOT_AVAILABLE,15.978530406951904,19.375917434692383
JVP_L8,current,9,rephrase,margin,200,8.121645080448834,8.605033170431852,NOT_AVAILABLE,NOT_AVAILABLE,15.757072210055775,19.367556455545127
JVP_L8,current,9,locality,new,1000,7.794177995986524,7.865833282470703,NOT_AVAILABLE,NOT_AVAILABLE,12.890040588378907,21.567258834838867
JVP_L8,current,9,locality,true,1000,5.418852787243668,4.824365139007568,NOT_AVAILABLE,NOT_AVAILABLE,10.440876865386963,19.473413467407227
JVP_L8,current,9,locality,margin,1000,2.3753252087428556,2.6765923500061035,NOT_AVAILABLE,NOT_AVAILABLE,8.321011877059936,18.349761605262756
