L2_work,L4_7_batch_net_energy,L4_7_signed_progress,L8_batch_net_energy,L8_energy_share,L8_native_work_share,NS_den,NS_num,NS_rate,PS_den,PS_num,PS_rate,RS_den,RS_num,RS_rate,W0_net_squared,alias,arm,barrier_end_minus_entry,barrier_positive_increment_count,batch,effective_layers,entropy,factor_net_frobenius_squared,factor_net_native_raw,final_V_ratio,finite_defect_positive_count,history_raw_work_ratio,history_work,materialization_discrepancy_normalized,materialized_minus_factor_net_squared,materialized_net_native_raw,max_abs_KKT_stationarity,max_abs_continuous_dissipation_residual,max_layer,max_over_min_active_scale,maximum_active_scale,minimum_active_scale,minimum_scale_case_ids,node0_response_Gram_diagonal_max,normalized_native_work,provenance,raw_native_work,signed_predicted_progress,total_batch_net_energy,total_batch_net_norm
108.33456479209649,0.12534594183024647,0.017503190768343096,148.35597562292344,0.9991558134012462,0.9991070596158955,1000,858,0.858,200,177,0.885,100,100,1.0,NOT_RECORDED,llama3-8b-inst,JVP,-0.48468051055898265,0,1,1.0068834470450807,0.006859864282085749,NOT_RECORDED,NOT_RECORDED,0.004851641793998623,4,0.0,0.0,5.216526529692448e-06,NOT_RECORDED,148.48132156475367,2.220446049250313e-16,5.898059818321144e-17,8,1.5294587977355165,5.400712490081787,3.5311264991760254,[3557],11.799074072314859,0.12893670174800737,SH2_PUBLICATION_SH1_RECOMPUTED,108.33456479209649,0.6593279036447609,148.48132156475367,12.185291197372088
126.06002766782052,0.14018281833394589,0.016652134379919355,171.87212906237238,0.9991850419496067,0.9991688228971956,1000,860,0.86,200,182,0.91,100,100,1.0,NOT_RECORDED,llama3-8b-inst,JVP,-0.48417817425710963,0,2,1.0066679267148861,0.006645794421414559,NOT_RECORDED,NOT_RECORDED,0.004887844758432653,3,0.008431239883193444,1.071879607042274,2.1452998260062986e-06,NOT_RECORDED,173.4724800550515,4.440892098500626e-16,2.3245294578089215e-16,8,1.6024974190112473,5.67179012298584,3.539344310760498,[12179],12.961597428961653,0.13377931686658623,SH2_PUBLICATION_SH1_RECOMPUTED,127.1319072748628,0.6590247767938008,172.01231188070633,13.115346426256012
145.31153680433934,0.16347152752153737,0.017341732093776863,199.53634070683046,0.999181413714452,0.9991433519554963,1000,808,0.808,200,184,0.92,100,100,1.0,NOT_RECORDED,llama3-8b-inst,JVP,-0.4835610390487846,0,3,1.006728573646871,0.006706037828008632,NOT_RECORDED,NOT_RECORDED,0.004980661584658014,4,0.01766183845477943,2.612612427289717,2.0304019065759663e-06,NOT_RECORDED,203.4138620619183,4.440892098500626e-16,5.204170427930421e-17,8,1.4502628797746326,5.804615020751953,4.002457141876221,[10481],12.940097189022874,0.13948723401292515,SH2_PUBLICATION_SH1_RECOMPUTED,147.92414923162906,0.6588427309216278,199.699812234352,14.131518398047396
154.66368883180382,0.16034836720166912,0.01615838455601779,211.99582005317936,0.9992441965350546,0.9992414372884509,1000,752,0.752,200,186,0.93,100,100,1.0,NOT_RECORDED,llama3-8b-inst,JVP,-0.4831707649264876,0,4,1.0062446332977102,0.0062252163676784905,NOT_RECORDED,NOT_RECORDED,0.00495869466553629,4,0.018027973893280702,2.8394627039968494,2.3881136494623596e-06,NOT_RECORDED,216.09515558820905,3.3306690738754696e-16,1.6653345369377348e-16,8,1.5732790086385644,5.838664531707764,3.711143732070923,[9513],13.180941826500517,0.1434995616401256,SH2_PUBLICATION_SH1_RECOMPUTED,157.5031515358007,0.6587631862985845,212.15616842038102,14.565581636871938
168.62694062791812,0.13773068284453083,0.01510361111475951,230.8423312669877,0.9994037118109594,0.9993964061740437,1000,807,0.807,200,181,0.905,100,100,1.0,NOT_RECORDED,llama3-8b-inst,JVP,-0.4829740693645356,0,5,1.0050996279035023,0.005086668840053758,NOT_RECORDED,NOT_RECORDED,0.004939745715525356,4,0.021402366333948267,3.6879463355857975,2.4258668677101686e-06,NOT_RECORDED,236.09272033607482,4.440892098500626e-16,1.0408340855860843e-16,8,1.5655659826716721,5.912121772766113,3.7763478755950928,[17558],13.885161910002697,0.1455610708194686,SH2_PUBLICATION_SH1_RECOMPUTED,172.3148869635039,0.6586410274345311,230.98006194983225,15.198028225721659
185.14185726747186,0.20278860572750157,0.016436279645790475,252.9828684936383,0.9991990517628417,0.9992037653180026,1000,732,0.732,200,191,0.955,100,100,1.0,NOT_RECORDED,llama3-8b-inst,JVP,-0.48257700167055567,0,6,1.006559785425314,0.006538363663309953,NOT_RECORDED,NOT_RECORDED,0.004954375316863669,2,0.027568510943879656,5.248786547628899,2.0495797544685836e-06,NOT_RECORDED,260.49062901307593,4.440892098500626e-16,5.4643789493269423e-17,8,1.5284613230319641,6.178123474121094,4.042054176330566,[16069],13.891584851374674,0.14945822443354578,SH2_PUBLICATION_SH1_RECOMPUTED,190.39064381510076,0.6584568855903382,253.1856570993658,15.911808731233725
186.932442652025,0.15605677051359282,0.014310854817192919,255.80443204551528,0.999390309140151,0.999419916971782,1000,781,0.781,200,186,0.93,100,100,1.0,NOT_RECORDED,llama3-8b-inst,JVP,-0.48188773587238026,0,7,1.0051690608132255,0.005155747078341792,NOT_RECORDED,NOT_RECORDED,0.005675964418935209,3,0.057501894816978,11.404765268117108,2.451394852378259e-06,NOT_RECORDED,274.6413861500666,2.220446049250313e-16,1.97758476261356e-16,8,1.4652474916133957,5.841771602630615,3.9868838787078857,[12919],14.574687838308346,0.15274317843926988,SH2_PUBLICATION_SH1_RECOMPUTED,198.33720792014213,0.657857947240694,255.96048881602889,15.998765227855207
196.60796610186574,0.14446335565697138,0.013550581990520184,268.6568327343615,0.9994625645123059,0.999460214109322,1000,728,0.728,200,188,0.94,100,100,1.0,NOT_RECORDED,llama3-8b-inst,JVP,-0.4824568592597547,0,8,1.0046137414932026,0.004603130812028909,NOT_RECORDED,NOT_RECORDED,0.004949834417995107,0,0.031401696510978516,6.373977386634476,1.6925483976723737e-06,NOT_RECORDED,277.6350754675227,2.220446049250313e-16,1.1796119636642288e-16,8,1.4203729064156776,6.054935932159424,4.262919902801514,[4651],15.397583686942943,0.1506824306504392,SH2_PUBLICATION_SH1_RECOMPUTED,202.98194348850024,0.6583281919482811,268.80129609001847,16.395160752185948
215.51680272074066,0.15851114934871846,0.014113663163246816,296.09271088167407,0.9994649434751289,0.9994740404208245,1000,715,0.715,200,188,0.94,100,100,1.0,NOT_RECORDED,llama3-8b-inst,JVP,-0.4820932283483185,0,9,1.0046191525795998,0.004608517033221325,NOT_RECORDED,NOT_RECORDED,0.005130430995977058,2,0.048303196651195916,10.938515782364705,2.0715288203370453e-06,NOT_RECORDED,312.3365609694218,1.1102230246251565e-16,3.382710778154774e-17,8,1.4931615858865086,6.23712682723999,4.177127838134766,[19176],14.518328706991033,0.15341575972178573,SH2_PUBLICATION_SH1_RECOMPUTED,226.4553185031054,0.658176444552069,296.2512220310228,17.211949977588908
1.873781168877798e-09,2.716460500643614e-09,4.9450364292598434e-06,2.401994677294182e-13,8.841587434330681e-05,0.0005877515427616734,1000,747,0.747,200,52,0.26,100,25,0.25,NOT_RECORDED,llama3-8b-inst,JVP,-2.640571750273102e-05,2,10,1.0009140554006155,0.0009136379063670333,NOT_RECORDED,NOT_RECORDED,0.9999471885780729,2,0.055144793021891056,1.093599039968854e-10,0.014180362566960526,NOT_RECORDED,2.8899788403169167e-09,8.881784197001252e-16,9.825373393707667e-22,7,173776.31037026303,6.2120041847229,3.574712900444865e-05,[4228],4402280.675683666,1.3385273772912413e-12,SH2_PUBLICATION_SH1_RECOMPUTED,1.9831410728746837e-09,4.955540336041659e-06,2.7167007001113436e-09,5.21219790502178e-05
114.05947205911282,0.0,0.0,156.1025502463433,1.0,1.0,1000,856,0.856,200,178,0.89,100,100,1.0,NOT_RECORDED,llama3-8b-inst,JVP_L8,-0.4839983837788273,0,1,1.0,0.0,156.10255596219082,156.10255596219082,0.00485338077946751,2,0.0,0.0,1.2008646853040314e-06,-5.715847521514661e-06,156.1025502463433,0.0,2.3175905639050143e-15,8,1.5294591631779502,5.4007086753845215,3.531123161315918,[3557],4.812864700675426,0.13575002458065077,LOCAL_COMPLETED_L8_RAW,114.05947205911282,0.6589061939167116,156.1025502463433,12.494100617745293
132.61711875388878,0.0,0.0,180.95600864797524,1.0,1.0,1000,859,0.859,200,180,0.9,100,100,1.0,NOT_RECORDED,llama3-8b-inst,JVP_L8,-0.48347456668017386,0,2,1.0,0.0,180.95599626489357,182.4921348564721,0.004902055202268542,0,0.00843065653286364,1.1275554109838022,2.6335868651272626e-06,1.238308166762181e-05,182.4921473496675,0.0,7.112366251504909e-16,8,1.6016876494651837,5.669534683227539,3.5397255420684814,[12179],4.6227026955287105,0.14074464124222805,LOCAL_COMPLETED_L8_RAW,133.7446741648726,0.658707205393247,180.95600864797524,13.451989021998763
153.2410168259473,0.0,0.0,210.4532051155213,1.0,1.0,1000,801,0.801,200,183,0.915,100,100,1.0,NOT_RECORDED,llama3-8b-inst,JVP_L8,-0.4828037153638786,0,3,1.0,0.0,210.45319645178793,214.33075625617604,0.004987827844362385,1,0.01755960478850867,2.738946511125063,6.610548233656769e-07,8.663733382263672e-06,214.3307650671594,0.0,3.590877595271991e-15,8,1.445679813815445,5.794607162475586,4.008223056793213,[10481],4.444269335173404,0.1470239633214142,LOCAL_COMPLETED_L8_RAW,155.97996333707238,0.6584406726234859,210.4532051155213,14.507005380695263
162.35990031639201,0.0,0.0,222.69936639245276,1.0,1.0,1000,744,0.744,200,188,0.94,100,100,1.0,NOT_RECORDED,llama3-8b-inst,JVP_L8,-0.482443750051992,0,4,1.0,0.0,222.69938153441066,226.8433867026332,0.004965249032108027,3,0.01808129721039421,2.989735916354863,6.756759084224853e-07,-1.5141957902642389e-05,226.84337124355233,5.551115123125783e-17,2.3592239273284576e-15,8,1.5751522319384073,5.845144271850586,3.710844039916992,[9513],4.3245364553359185,0.15073683157032425,LOCAL_COMPLETED_L8_RAW,165.34963623274686,0.6583320335039485,222.69936639245276,14.923115170514928
176.8783242498868,0.0,0.0,242.35188667657914,1.0,1.0,1000,801,0.801,200,185,0.925,100,100,1.0,NOT_RECORDED,llama3-8b-inst,JVP_L8,-0.4822634651034777,0,5,1.0,0.0,242.35190349912065,247.72834666823377,0.004953467839423702,3,0.021438434751331687,3.8750698453934063,6.745890948304507e-07,-1.682254151091911e-05,247.72832944759062,0.0,9.402201239794294e-16,8,1.559064736900139,5.906165599822998,3.7882747650146484,[17558],4.266149800405183,0.1525989382516466,LOCAL_COMPLETED_L8_RAW,180.75339409528019,0.6582778666143898,242.35188667657914,15.567655143809525
195.1444676528241,0.0,0.0,267.05680068513686,1.0,1.0,1000,727,0.727,200,190,0.95,100,100,1.0,NOT_RECORDED,llama3-8b-inst,JVP_L8,-0.4817785424814721,0,6,1.0,0.0,267.0567955836823,274.79878898292475,0.00497490829253638,2,0.027690786455145982,5.557598042269517,6.806972237303469e-07,5.1014545761063346e-06,274.79879425195026,0.0,7.164407955784213e-16,8,1.5258537798174296,6.18060302734375,4.050586700439453,[16069],4.127772743532116,0.1573401674319893,LOCAL_COMPLETED_L8_RAW,200.7020656950936,0.6581054010197126,267.05680068513686,16.341872618679197
195.96607607160738,0.0,0.0,268.68570776961724,1.0,1.0,1000,782,0.782,200,187,0.935,100,100,1.0,NOT_RECORDED,llama3-8b-inst,JVP_L8,-0.48116709740673175,0,7,1.0,0.0,268.68572019935533,288.3194684523593,0.005706151715164778,3,0.057579098240489714,11.972941097617685,6.880551440076784e-07,-1.2429738092123443e-05,288.31945518908736,2.220446049250313e-16,1.519617764955683e-15,8,1.458416650231281,5.846219062805176,4.008606910705566,[12919],4.109152328456921,0.15979886665096235,LOCAL_COMPLETED_L8_RAW,207.93901716922502,0.6575360286938408,268.68570776961724,16.39163529882291
205.6847466779237,0.0,0.0,281.34163177817135,1.0,1.0,1000,743,0.743,200,186,0.93,100,100,1.0,NOT_RECORDED,llama3-8b-inst,JVP_L8,-0.4817864372517153,0,8,1.0,0.0,281.34161971321305,290.6513143048833,0.004966589693544977,1,0.03160531507471501,6.712894366329853,1.3728988508110928e-06,1.206495829819687e-05,290.651326757645,5.551115123125783e-17,3.2612801348363973e-16,8,1.4205238596532235,6.027727127075195,4.243312835693359,[4651],4.127061496496369,0.15730370691579054,LOCAL_COMPLETED_L8_RAW,212.39764104425353,0.6581122748391534,281.34163177817135,16.773241540566072
225.95696802751544,0.0,0.0,310.88828389718117,1.0,1.0,1000,696,0.696,200,186,0.93,100,100,1.0,NOT_RECORDED,llama3-8b-inst,JVP_L8,-0.48138405752062646,0,9,1.0,0.0,310.88826277215827,327.7336497347344,0.005147349998664773,1,0.04820165762495794,11.443075624252591,2.9741868786092817e-06,2.1125022897194867e-05,327.7336718262193,1.1102230246251565e-16,3.0600522116230877e-15,8,1.493571683187321,6.233575344085693,4.173603057861328,[19176],4.074366723962993,0.16042339200989567,LOCAL_COMPLETED_L8_RAW,237.40004365176802,0.6578877315859951,310.88828389718117,17.632024384544764
3.9172619575391246e-11,0.0,0.0,6.256747503414079e-11,1.0,1.0,1000,746,0.746,200,48,0.24,100,22,0.22,NOT_RECORDED,llama3-8b-inst,JVP_L8,-4.851850132769897e-07,1,10,1.0,0.0,7.684780323649968e-11,8.143592209146354e-11,0.9999990296302279,1,0.05634023300650205,2.3387608453246824e-12,0.006536882710701843,-1.428032820235889e-11,9.661979560537463e-11,0.0,5.3209332471310364e-21,8,377475.30401925964,6.2329230308532715,1.6512134607182816e-05,[4228],8418624.445901077,2.8041985845096075e-14,LOCAL_COMPLETED_L8_RAW,4.151138042071593e-11,2.3607492606159269e-07,6.256747503414079e-11,7.909960495106204e-06
