alias,method,case,status,w0_restored,exception_class,exception_message_sha256,w0_e,w0_g,w0_l,post_e,post_g,post_l,post_e_new_nll,post_e_old_nll,post_e_margin,post_g_new_nll,post_g_old_nll,post_g_margin,post_l_new_nll,post_l_old_nll,post_l_margin,q,coverage,predicted_progress,actual_progress,realization_ratio,structural_p,functional_p,capacity,p_h_risk,energy_ratio,pi_entropy,pi_neff,pi_top1,v_above_one,v_max,edit_core_wall_seconds,evaluator_wall_seconds,model_forwards,backwards,processed_tokens,terminal_file_sha256
qwen2.5-7b-inst,BG-PROGRESS-SIMPLEX-SOFT,7,COMPLETE,True,,,0,3,96,10,14,96,1.160791015625,10.430374145507812,9.269583129882813,4.894287109375,7.77822265625,2.883935546875,11.0875,5.031203002929688,6.056296997070312,1.0638865381479263,0.3338545699317849,1.0638865381479263,1.045435089804232,0.9826565637565088,0.009167170393677187,0.0017090091534321175,0.3883768912521602,0.6323007863444834,0.5290532677636517,1.0655753864265454,2.9025085677184808,0.6432875127542454,1,1.78506654406108,152.12617269530892,2.2709646988660097,26,16,26266,b3c20fbb85aea03c0de59f74b693f255fa3cf4827ce7e3d1af380e9a1d72d6a6
qwen2.5-7b-inst,BG-PROGRESS-SIMPLEX-SOFT,8,FAIL,True,ODEBFContractError,7d1a6d1f2d917d4029f16fbe4608bc2fda02a5cd603f1c496a296c55cb6c3ff4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qwen2.5-7b-inst,BG-PROGRESS-SIMPLEX-SOFT,9,COMPLETE,True,,,0,1,87,10,16,85,0.1658660888671875,10.528125,10.362258911132812,1.7485519409179688,6.32265625,4.574104309082031,8.94453125,5.0525537109375005,3.8919775390624998,0.15278981253504753,0.02732923681267033,0.15278981253505514,0.00577289033681154,0.0377832149996882,0.011691290137554213,0.0030662723806669104,0.516274520611307,0.581614599567268,0.4653180189374861,0.6346418031017369,1.8863463370234654,0.7900498050320456,1,2.3898594523358625,145.64788336772472,2.3185352785512805,26,16,24238,3154c888d86930bf9bc10b43ee71c285672167aa0d677375b58be839972dda14
qwen2.5-7b-inst,BG-PROGRESS-SIMPLEX-SOFT,10,COMPLETE,True,,,3,7,79,8,15,78,2.043408203125,10.053125,8.009716796875,4.79385986328125,8.182421875,3.38856201171875,10.694218750000001,6.6812329101562495,4.01298583984375,0.7467867881059647,0.12015745912741418,0.7467867881059647,0.4004065688699483,0.5361725398020791,0.004760755828594075,0.0007862616003259371,0.2285448199205854,0.9076956563946456,0.8140243645761277,1.4692091396728508,4.345796863314173,0.3330583453894769,2,1.4370689021841045,136.50488444138318,2.5865408862009645,26,16,25356,77db9a533ba2dd62f02fc7bdce42b0fa4eb56fe034d061e3d27f5421382d84e6
llama3-8b-inst,OFFICIAL-ALPHAEDIT,1,COMPLETE,True,,,2,3,93,10,19,92,0.001657867431640625,15.475,15.473342132568359,1.767156982421875,10.56328125,8.796124267578126,12.1584375,5.163970718383789,6.994466781616211,,,,,,,,,,,,,,,,29.972860761918128,2.363813121803105,,,,d6e17895988ec7512423494595ac251ce57dd22d4bd9ebceec45b40aff2960c4
llama3-8b-inst,OFFICIAL-ALPHAEDIT,2,COMPLETE,True,,,0,1,87,10,20,84,0.0006142973899841309,16.575,16.574385702610016,1.189422607421875,9.04296875,7.853546142578125,10.729921874999999,5.112293548583985,5.617628326416016,,,,,,,,,,,,,,,,29.14825430046767,2.3925410816445947,,,,f4d9d5c9820d72e0290413a4319c23e4c8e9f73c1c17c50ff662acaa9f54cc51
llama3-8b-inst,OFFICIAL-ALPHAEDIT,3,COMPLETE,True,,,2,2,88,10,18,87,0.0006016731262207031,16.13125,16.13064832687378,3.011351442337036,9.392578125,6.381226682662964,9.206035766601563,4.535777282714844,4.670258483886719,,,,,,,,,,,,,,,,29.796108099631965,2.2794706374406815,,,,c0816cee91e5e7ab93f293f5f593f8dcff839233e7fc1c9450073aaf35aed877
llama3-8b-inst,OFFICIAL-ALPHAEDIT,4,COMPLETE,True,,,0,0,97,10,15,91,0.0018537282943725587,12.60625,12.604396271705628,3.3589107513427736,7.323876953125,3.9649662017822265,10.1986865234375,4.422004318237304,5.776682205200196,,,,,,,,,,,,,,,,28.372441828250885,2.4726472422480583,,,,bbba8f5b2b91041972d4c6fbf858f2c25fa58fd9ce263a631040495b247dc5ec
llama3-8b-inst,OFFICIAL-ALPHAEDIT,5,COMPLETE,True,,,1,3,86,10,17,84,0.0006321907043457031,13.64375,13.643117809295655,1.8214031219482423,8.7037109375,6.882307815551758,9.3625,5.468271484375,3.894228515625,,,,,,,,,,,,,,,,29.86611193884164,2.44123082049191,,,,86fcf32db6e059e3342b44723b8f7283dec08cac5b3742f80147e587d8cbbc18
llama3-8b-inst,OFFICIAL-ALPHAEDIT,6,COMPLETE,True,,,2,6,87,10,19,82,0.0006456136703491211,15.99375,15.993104386329652,1.6102264881134034,9.65234375,8.042117261886597,9.9065625,3.985700988769531,5.920861511230468,,,,,,,,,,,,,,,,29.043839243240654,2.1761426646262407,,,,f538237cef48775fb3fcdccced5ca3cd321bfb74f1a693877161855051111c87
llama3-8b-inst,OFFICIAL-ALPHAEDIT,7,COMPLETE,True,,,0,1,95,10,20,94,0.0012120246887207032,14.62812557220459,14.62691354751587,0.8887744903564453,10.532754707336426,9.64398021697998,10.626953125,4.465221633911133,6.161731491088867,,,,,,,,,,,,,,,,31.611706799827516,2.443643933162093,,,,b1ac6c4980516e22ff91c2e77687d7fa879ca845e13ae60c0351ac69440ea904
