W0_restored,accuracy,action_freeze_sha256,actual_progress_sum,bf16_path_energy,byte_identical_early_stop_outer_count,case_index,classification,configured_inner_row_maximum,cumulative_bf16_capacity_endpoint,depth,edit_core_wall_seconds,final_inner_movement_norm_mean,final_inner_target_objective_nll_delta_mean,full_six_w_minus_z_gap,inner_observation_forward_calls,inner_observation_wall_seconds,inner_row_count,inner_target_path_norm_sum,layer_energy_top1_share_mean,loc_denominator,loc_numerator,materializations,model_backward_calls,model_forward_calls,negative_actual_count,outer_observation_forward_calls,outer_observation_wall_seconds,outer_row_count,outer_target_path_norm_sum,predicted_progress_sum,processed_tokens,realization_ratio,rephrase_w_minus_z_gap_mean,rewrite_w_minus_z_gap_mean,selected_capacity_mean,selected_energy_mean,simplex_entropy_mean,simplex_top1_share_mean,target_gradient_wall_seconds,terminal_cumulative_structural_p,terminal_evaluator_wall_seconds,terminal_identity_sha256,terminal_sha256,velocity_abs_top1_share_mean,w_eff_denominator,w_eff_numerator,w_full_six_nll,w_gen_denominator,w_gen_numerator,w_gen_strict_numerator,w_rephrase_nll_mean,w_rewrite_nll_mean,z_eff_denominator,z_eff_numerator,z_full_six_nll,z_gen_denominator,z_gen_numerator,z_gen_strict_numerator,z_rephrase_nll_mean,z_rewrite_nll_mean
True,NOT_RECORDED,181d3a7032dc89867de5fe83414648d34e23535c02152ac828eb44fc44f384c2,11.694155167497229,6.980920314103756,0,1,VALID_ENDPOINT,80,8.94105385391658,IL10-FULL,337.4067505891435,0.034024971936816195,-0.0010955015663057564,-5.48830721527338e-05,800,96.74715206120163,80,20.309690629581578,0.4694437413258832,100,92,8,845,2495,0,160,19.205640668980777,8,11.52496734760532,11.982286452932751,506120,0.9759535639072457,0.006377410888671875,-2.689361572265625e-05,0.5283764271572473,0.791373843646789,1.1181054567219206,0.5256329441596833,251.51814192393795,0.014396641082757738,2.4050009292550385,a5f21ba7d5946e9730c1a73775d9a29a027fea6d40aa5449b37948382344a89b,dc88899793bcc5c4a29c5ae4d576b7816487a306b7c27e2961c3711456d86aab,0.4230438546527107,10,10,0.002136326872278005,20,20,10,2.0770328521728514,0.0008887290954589844,10,10,0.002191209944430739,20,20,10,2.0706554412841798,0.0009156227111816406
True,NOT_RECORDED,fefbe4ceb26677fa92f9aa9402be4680c06253d48c72dff049ba2257e4a64de8,11.213894385437015,4.032657576616825,0,2,VALID_ENDPOINT,80,5.65018728831028,IL10-FULL,365.35766078997403,0.024284169782781327,-0.000522943447867874,2.5846832431852557e-05,800,97.60677030635998,80,15.706883330367098,0.4787630218674387,100,86,8,845,2530,0,160,19.333154513966292,8,9.403975631521826,11.391744201444096,536681,0.9843878327267448,-0.0435546875,0.00010051727294921876,0.2473348742797552,0.4333520155331796,1.059905551355649,0.5384751657175383,270.23332220315933,0.011135319869586303,2.413269300945103,519f13a668d4aeb06e418d3572bcbdfed027be7c9e985a265d7b71e0c1998512,c285ca937201bdd9aac194041c70d192aef5c50946d18027c26891a40ec53417,0.4368224255341196,10,10,0.0024228867492638527,20,17,7,1.97574462890625,0.0014768600463867187,10,10,0.002397039916832,20,17,7,2.01929931640625,0.0013763427734375
True,NOT_RECORDED,f0725930987ceac69d6a6e88d74c073d639ec223064ac4191b8b16a29192cbbb,9.482195781334303,4.90975417169942,0,3,VALID_ENDPOINT,80,6.031442104984943,IL10-FULL,331.33045945176855,0.0350379645328611,-0.0011153863684739914,0.0019870821386575696,800,92.60029297089204,80,15.332324876890512,0.49949097734482595,100,87,8,845,2530,1,160,18.383706923108548,8,9.41963830164194,9.620769943704362,555263,0.9855963542231109,0.23767833709716796,0.0005177497863769531,0.32264007653571736,0.5449844406302111,1.0325305469069292,0.5411784469009872,245.4091414641589,0.010594282927634167,2.29733657091856,5737dd55072ecec00fa5b0f6611f6ea9717fddb45b2386bf1eec4aed6c5e4b17,066d5809ccbeb9a6a415e94fcd026d7db5dcbcf600b61fc343250dd126b990f7,0.42847888920867927,10,10,0.004462124244309962,20,18,8,2.933751678466797,0.002204418182373047,10,10,0.002475042105652392,20,19,9,2.6960733413696287,0.0016866683959960937
True,NOT_RECORDED,06048e0f336c618ac2ce5b61406d44a01c933f7717e6685d607a491065aa3822,9.976469022833045,6.0827263340606015,0,4,VALID_ENDPOINT,80,7.8565865595879965,IL10-FULL,330.16383480792865,0.01986168616890432,-0.00015436931425938377,0.00029275890556164103,800,99.6499914508313,80,22.5187414797701,0.46386904264465295,100,92,8,845,2575,2,160,19.761569464579225,8,9.659582599283656,10.014098791684956,545689,0.9962423209881696,0.009118270874023438,6.44683837890625e-05,0.4098681384463659,0.6854841095070958,1.0982632762923819,0.5193218222773978,246.50522503210232,0.015612073833535065,2.4747941619716585,741f0f27363f8133c725d1eefa0d647cb5905b5bb18f408ebe53987042d6f1dd,add487f88054f871abdfb2da70340e8b68cb74e9d06a5e1ad6b41012244d9fe7,0.4294597326751458,10,10,0.0026134661806281657,20,16,8,3.344194030761719,0.0012958526611328125,10,10,0.0023207072750665247,20,16,8,3.3350757598876952,0.00123138427734375
True,NOT_RECORDED,3b44cecb31722a1dba2f0b678854a049c404a30a922671152fc154e4d941ac24,10.0234228928457,5.269201420170536,0,5,VALID_ENDPOINT,80,6.569420599177404,IL10-FULL,344.61862039007246,0.026598823811424168,-0.00045565831969724964,0.0004943484324030577,800,98.73234795639291,80,19.174166340298747,0.40503515225041326,100,87,8,845,2575,0,160,19.64524666685611,8,9.650934649026544,10.296637822443152,529838,0.973465617193805,-0.035015869140625,0.00012340545654296876,0.33283403866855116,0.5741245362790983,1.2864427677699757,0.4342065517939541,246.89763824874535,0.01056807831951784,2.4895276315510273,5e62aaadbecc0d50723075a6ae813cd1000dda8a450a44ed7edc8df5414b704e,cb8467096c0a8372ab7e1f0ae0ba666ca183225a1138efe266a50078a1eacb1a,0.3728184660096142,10,10,0.0023376147379167377,20,17,7,1.4548927307128907,0.0012655258178710938,10,10,0.00184326630551368,20,17,7,1.4899085998535155,0.001142120361328125
True,NOT_RECORDED,f9da3d1e8923931c3daef0eaff97c076493ecf6fd2acf1c9b7bf0dc22f23a464,9.417687924450727,11.02487126396213,0,6,VALID_ENDPOINT,80,13.865906409713748,IL10-FULL,338.1146041690372,0.030346881369547624,-0.00046154199735610763,2.708612009882797e-06,800,88.42426330922171,80,29.489666390091127,0.38780792734784725,100,84,8,845,2635,0,160,17.474853629246354,8,12.564640603612004,9.582457927911312,538385,0.9828050376322914,-0.021077728271484374,-6.341934204101562e-05,0.81374992764,1.2848474350391998,1.220939556070777,0.4426743621253007,252.17361305560917,0.023771169172841087,2.190221408382058,1c98911474bfa6cd4884d3880a60d49f20dc7a68fd095c45dbef7e0206b3afc9,425e6ebb9291aed6be51d9bee751511f04b4d524bd7b9189b17b9a68d892d9d3,0.35509682845207763,10,10,0.0016284150420688092,20,18,8,1.2743370056152343,0.0007740020751953125,10,10,0.0016257064300589264,20,18,8,1.2954147338867188,0.0008374214172363281
True,NOT_RECORDED,c7f6ff36344af75ab7d753a8066dfcbfe7529eab32d2385220229c7b337eef69,11.402349077066177,10.33145682636271,0,7,VALID_ENDPOINT,80,11.284392186529839,IL10-FULL,376.3501604977064,0.05525280391039451,-0.000855891227547545,0.005415130261098966,800,99.4906541602686,80,27.007864201860272,0.33350730848616417,100,93,8,845,2590,1,160,19.676238647662103,8,10.94485742618414,11.494776498089777,593560,0.9919591806731552,0.056571578979492186,0.0002985954284667969,0.7507245998263914,1.199030472844555,1.3839794455355796,0.3676727463491187,273.42114502657205,0.01924524214753509,2.464123888872564,b9fab7c926bd4f97fd6de35353fbe60aec9feb8319e981cab338f10b8f2d607d,a1f8b2a6afec4be30c1a96fb5ce986464b3c25a296f750aa8d4dac9077fb8793,0.2940951112902701,10,10,0.0077321187651250515,20,20,10,0.8757308959960938,0.0012805938720703125,10,10,0.002316988504026085,20,20,10,0.8191593170166016,0.0009819984436035157
True,NOT_RECORDED,7f931da5d04eccc0c970cadda814391a0517be66c5bfbd9035b678489a0f679c,10.095990107976831,2.884266351629102,0,8,VALID_ENDPOINT,80,4.507732804751057,IL10-FULL,364.66320146014914,0.03966999611041007,-0.0013719477719860145,0.0006491311360150571,800,100.66986579680815,80,13.829938801352483,0.47807442659058597,100,81,8,845,2565,0,160,20.315067432355136,8,9.150913727053293,10.41731367763132,531435,0.969154853199395,0.1534088134765625,0.000289154052734375,0.16752523308389122,0.29372810077977596,1.04842924977354,0.5432119337806592,263.81954736821353,0.009274797232330543,2.496323314961046,d82ea61a9c06cf8dc52c61b4b5ce184955711e0e8454af4e6e8b3db2df1b910d,79be54430d8773c01916c0df6c43809b0942307ceaedc16ce1958500adef489f,0.4766221320544384,10,10,0.0043591037159785625,20,19,9,2.734083557128906,0.002216339111328125,10,10,0.0037099725799635054,20,19,9,2.580674743652344,0.00192718505859375
True,NOT_RECORDED,de161a7576dd25f54adc50c01ba1fc996200a5f991a03573a737113802483806,10.15364624032518,5.225400870081031,0,9,VALID_ENDPOINT,80,6.107528014649912,IL10-FULL,341.84908625204116,0.03616244991511355,-0.0012529489074950104,0.00023339263861998916,800,98.62121057370678,80,14.951989108009244,0.39913534477003565,100,94,8,845,2525,0,160,19.545952600426972,8,9.638300199922755,10.21147541998653,540754,0.9943368438660527,-0.025403976440429688,9.6893310546875e-05,0.33683114911964307,0.5791385590180859,1.254515326465997,0.43087620082468103,254.9841594044119,0.012311581377033335,2.4447973207570612,fa3b4129b7ea84cfc2954d2e58799f56ba4a8c4b78a73b33d98b78fc74e09f46,1e559597c68fb37d2f10cacd623e78c5e659e1a104addc6b2b0cf70912414cdf,0.36469163372789803,10,10,0.0027611636207439004,20,20,10,1.0102310180664062,0.0013103485107421875,10,10,0.002527770982123911,20,20,10,1.035634994506836,0.0012134552001953126
True,NOT_RECORDED,8ef94c30705301c923e15c6998568133f158b2caec89f66089fe88c526db18a8,10.393193045823137,10.694112141647688,0,10,VALID_ENDPOINT,80,11.910980541979596,IL10-FULL,361.61466806707904,0.03373767362061918,-0.0003351076258695685,7.607474690303202e-05,800,110.17161094537005,80,28.00217077444766,0.4265660967561469,100,80,8,845,2570,0,160,21.829994506202638,8,11.892470788586593,10.645835291361436,564507,0.9762684431400789,-0.016691970825195312,-5.7220458984375e-06,0.7628415708103503,1.2459525006029588,1.1963040871062682,0.5008159447582283,268.1574917319231,0.02129278199043475,2.725979389157146,011d3d1ed1d59f8531cb019e5670994626bb66c6d063a5b6c8b8c860f1dd5196,4374c5c5dfd98d7f1192097751128424f9d2e3bd2dd70a41d0836c04e9079ef5,0.3959261377725881,10,10,0.001510866911849007,20,18,9,1.0786584854125976,0.00070343017578125,10,10,0.001434792164945975,20,18,9,1.095350456237793,0.0007091522216796875
True,NOT_RECORDED,5af739341ba00601a83cd5edd5bcdd45fb22657c2222714ae56296548f51f6d4,11.694572972343304,7.173595084089597,0,1,VALID_ENDPOINT,120,8.899391496790377,IL15-FULL,464.5684066861868,0.01911278722415378,-0.0002755277339019813,8.507072925567757e-06,1200,145.15252062119544,120,20.610416740681856,0.5100252054143647,100,92,8,1245,3685,0,160,19.157096774317324,8,11.335866209993789,11.920030946843328,742440,0.9810857894995877,-0.00101776123046875,-4.520416259765625e-05,0.5462177450238522,0.8190655579744277,1.0710175607420596,0.5271013768085137,380.54224912822247,0.0143281234298304,2.3923468431457877,f5c1fc9f6791c2c2e1480445c2d2fe183afe937acce17e207f4ac709e1d04a18,dc1d5c1123f4f681d59b18dae661048ba5075334eda99836aaa25356a6aa92bd,0.46574082296857683,10,10,0.0017185220262035728,20,20,10,2.049876403808594,0.0006723403930664062,10,10,0.001710014953278005,20,20,10,2.0508941650390624,0.0007175445556640625
True,NOT_RECORDED,5501f6b364ee25c9c9d63e2903fa8f78ed72f2bcf7fbc90d586b23e23876ae8e,11.214447950059547,4.058809520131464,1,2,VALID_ENDPOINT,120,5.741630503800977,IL15-FULL,455.15262218983844,0.013017309045295392,-0.00015472344675799838,2.9921147506684195e-05,1150,139.54359179362655,115,16.008839428895193,0.566281317717174,100,86,8,1195,3580,0,160,19.21558466553688,8,9.342150990313419,11.353760892094579,754416,0.987729797786033,-0.0009765625,-3.4332275390625e-06,0.2538546827258033,0.44285749204134883,0.888202831899884,0.6093411443283976,369.5106273330748,0.01133137404217958,2.3970793774351478,33f990e15037d9ab994d5ebfdf7523f9decf00e811ecb5e0218227c0775515a4,15e6ad43acf622d5236255da7f8cbf5980ae2c44b96dd7365cd225f866371e2b,0.5275796840932122,10,10,0.0018693221267312766,20,17,7,1.98531494140625,0.0010402679443359375,10,10,0.0018394009792245924,20,17,7,1.98629150390625,0.001043701171875
True,NOT_RECORDED,0236ad2a6773f38ee599ba009cd389bf8923ab26f1532524f4f5ff25c1e42132,9.48442749201786,5.01678898310989,1,3,VALID_ENDPOINT,120,6.3199981077158185,IL15-FULL,419.4172900710255,0.0170754810378656,-0.0002665646257810294,0.00036921737482771295,1100,126.8466614712961,110,15.48526273053242,0.5826637573844097,100,87,8,1145,3420,0,160,18.301584237255156,8,9.162045796616344,9.58395443465561,745755,0.9896152529400745,0.0844818115234375,0.00023508071899414062,0.33135709711343736,0.5602755894658094,0.9113485569273891,0.584399458724851,331.7465496426448,0.01116071367377373,2.2834063270129263,a03f88c8d98bd286bc10e598f284585bebf3a1b57d8535fca338ae913234cb6d,8223641dddceed6570fcfed74b9b35cbaac8d37ddf344344647117eff2f9ac75,0.5042747377313246,10,10,0.002230413560755551,20,19,9,2.6693536758422853,0.0014464378356933594,10,10,0.001861196185927838,20,19,9,2.5848718643188477,0.0012113571166992188
True,NOT_RECORDED,8f741298c2819011976ab454190567143d3bffb81ed227ca18d9edaf89435fb2,9.977542426501168,6.150654741812248,2,4,VALID_ENDPOINT,120,8.171061377969133,IL15-FULL,458.5939219617285,0.01143792355220995,-6.2729800993111e-05,2.5071925483643922e-05,1130,140.2056381125003,113,22.641699931103627,0.560386824320285,100,92,8,1175,3560,0,160,19.725103865843266,8,9.529857037772095,10.010303911234953,749558,0.996727223766202,0.00573883056640625,-3.032684326171875e-05,0.42013544373058853,0.7010929529557718,0.860786716278559,0.6240519631128875,358.2826752406545,0.016315556074906756,2.458563747815788,c9c8fe207daac23895520d633ecf9a6caa251bce8897b27068ef73ff2e0e03c4,8109208f355bb3da34eaa313eac205ac4375bac5c81dfed261fa9a3684935eb9,0.536078774865456,10,10,0.0015400625125039369,20,16,8,3.310602569580078,0.0009746551513671875,10,10,0.001514990587020293,20,16,8,3.3048637390136717,0.0010049819946289062
True,NOT_RECORDED,796fd4914c84f39018ef38347a80558c71c97f1a7ae0c656a43a015052d149a5,10.024040466337466,5.363176987982985,0,5,VALID_ENDPOINT,120,6.6136375433991725,IL15-FULL,454.20579637307674,0.01565246690587948,-0.0001648868230404332,0.0002709169639274478,1200,148.20112897176296,120,19.52045907513748,0.3957799292818577,100,87,8,1245,3750,0,160,19.60716666933149,8,9.56246206112941,10.259750425833047,765578,0.9770257608896521,-0.03625335693359375,9.708404541015625e-05,0.33889453133019665,0.586156700043134,1.296328175789796,0.4263269554496364,367.91819301992655,0.010695180709921901,2.446150043979287,e46bd67a40793dd8fc36ca32e18b67e5642139c91d0636d5373b23455de1e147,30bb81380c506018d2138d7287adc1bea5b39bd88d51867f46410edf39a52aff,0.3665579253590915,10,10,0.0017200412461534143,20,17,7,1.4551399230957032,0.0010030746459960937,10,10,0.0014491242822259665,20,17,7,1.4913932800292968,0.0009059906005859375
True,NOT_RECORDED,4fb9b3aba46343001494960eeae6d0635395ec0e5bd558483418e308b3808b68,9.417918178188849,11.150708096066966,1,6,VALID_ENDPOINT,120,13.95408433761479,IL15-FULL,442.5796049009077,0.01721913573559924,-0.00014370634598890317,7.051875581964894e-06,1180,129.8593802889809,118,29.813900249472777,0.42546317596595334,100,84,8,1225,3770,0,160,17.408032813109457,8,12.3209476136052,9.569954161066564,765077,0.9841131963310501,0.026250839233398438,-3.5762786865234375e-05,0.8146973180522733,1.302936536177982,1.196213642054319,0.46039649402848093,354.59255868801847,0.023914249521815235,2.173249599058181,7871af18803c335d387d44d80ea9b8ad23fadb0fdb36c02ba3269d47327d4050,d5841521f76fbba7a4b2a092fc5ee68fa4317662d43fc57e36916a4550089392,0.3933934225093929,10,10,0.0013981613039504737,20,18,8,1.3049057006835938,0.0006920814514160157,10,10,0.0013911094283685088,20,18,8,1.2786548614501954,0.00072784423828125
