W0_restored,accuracy,action_freeze_sha256,actual_progress_sum,bf16_path_energy,byte_identical_early_stop_outer_count,case_index,classification,configured_inner_row_maximum,cumulative_bf16_capacity_endpoint,depth,edit_core_wall_seconds,final_inner_movement_norm_mean,final_inner_target_objective_nll_delta_mean,full_six_w_minus_z_gap,inner_observation_forward_calls,inner_observation_wall_seconds,inner_row_count,inner_target_path_norm_sum,layer_energy_top1_share_mean,loc_denominator,loc_numerator,materializations,model_backward_calls,model_forward_calls,negative_actual_count,outer_observation_forward_calls,outer_observation_wall_seconds,outer_row_count,outer_target_path_norm_sum,predicted_progress_sum,processed_tokens,realization_ratio,rephrase_w_minus_z_gap_mean,rewrite_w_minus_z_gap_mean,selected_capacity_mean,selected_energy_mean,simplex_entropy_mean,simplex_top1_share_mean,target_gradient_wall_seconds,terminal_cumulative_structural_p,terminal_evaluator_wall_seconds,terminal_identity_sha256,terminal_sha256,velocity_abs_top1_share_mean,w_eff_denominator,w_eff_numerator,w_full_six_nll,w_gen_denominator,w_gen_numerator,w_gen_strict_numerator,w_rephrase_nll_mean,w_rewrite_nll_mean,z_eff_denominator,z_eff_numerator,z_full_six_nll,z_gen_denominator,z_gen_numerator,z_gen_strict_numerator,z_rephrase_nll_mean,z_rewrite_nll_mean
True,NOT_RECORDED,dcd3db5af46b0595a600fc113b97ce7a93a74d16942fc0cdd9c67109768cb4d2,11.693941194016952,6.869021304664463,0,1,VALID_ENDPOINT,64,8.855133507984924,IL8-FULL,277.58402746077627,0.04711501252926503,-0.0019808138080406935,-0.00019244031282141796,640,76.01277439668775,64,20.154079976095463,0.41991527263261286,100,92,8,685,2025,0,160,18.829675568733364,8,11.653374237303137,12.027173761092133,412840,0.972293360543839,-0.005196380615234375,5.283355712890625e-05,0.5185289175499002,0.7770308053290927,1.2581960730587993,0.4529477947940759,196.25406033918262,0.014168024539939726,2.358633914962411,d9a315c15d8a299c84886505c83100bd30aa373c09f69fc1de7407e09939a133,8f08d62ac4c4d8a470150eb071cf681d014bd1644707eb76fb1988e68904b988,0.37351216356280775,10,10,0.0023503003525547684,20,20,10,2.0696590423583983,0.0010347366333007812,10,10,0.0025427406653761864,20,20,10,2.074855422973633,0.000981903076171875
True,NOT_RECORDED,0a0a1deae0bd3510870cf17f558dc32fc8111e94a56b8716125294b21d3a429e,11.213574380986392,3.9884856997319442,0,2,VALID_ENDPOINT,64,5.651846376419975,IL8-FULL,317.9426547563635,0.038652319611308154,-0.0014441069099120794,6.714498158544302e-05,640,76.54914054367691,64,15.60591825221372,0.4769504487638722,100,86,8,685,2080,0,160,18.94100082339719,8,9.506943830114045,11.425904703175188,443559,0.9814167606237963,0.009234619140625,0.000119781494140625,0.24363790307218586,0.4271500889754169,1.0710028812493633,0.5472498160603138,212.74611705727875,0.011146293227881215,2.364096667151898,08575771297165dedb419d938084d7b7db95882e0057596a13158e020e7118de,74d8f40a9d7178c0e419db838c3361d63feb7b4c38b255905c96684cbdee3385,0.4215513349618407,10,10,0.002742891199886799,20,17,7,2.002642822265625,0.0016937255859375,10,10,0.002675746218301356,20,17,7,1.993408203125,0.001573944091796875
True,NOT_RECORDED,56d29b87e1b3bfe1707d8d11529f1fa11d3b3c827002afa0d1393d58fcc36695,9.482971915905365,5.007015837766266,0,3,VALID_ENDPOINT,64,6.0516984861486725,IL8-FULL,295.09645156003535,0.05482612145441143,-0.0031269837476429517,0.0007828505942597984,640,72.7353070336394,64,15.198294280139208,0.4144483756983155,100,87,8,685,2065,1,160,18.755168937146664,8,9.573453875756785,9.649868438288106,455763,0.9827047877958066,0.2193523406982422,0.00037136077880859373,0.33026178336921114,0.5487221828016218,1.1951845328141097,0.495784516719442,200.262283755932,0.010495101435830444,2.2837242810055614,1a13fba79e150eb87e12f3963e1d2f48551074a00d048717f8682876bb2043ed,cf8654dd4bf8d3879b9f51508cf288643ef5b3a59a4511ba7902cf06ee7f827d,0.3770769531884076,10,10,0.0036859896732494234,20,18,8,2.8601612091064452,0.0023522377014160156,10,10,0.002903139078989625,20,19,9,2.640808868408203,0.001980876922607422
True,NOT_RECORDED,bb7de6ad10e47727bbfe35c823ab5125df09c2e84dc591badf0994ade3dc1da1,9.977071330603213,5.8846389729163775,0,4,VALID_ENDPOINT,64,7.788956552493438,IL8-FULL,312.3742420380004,0.16578141913886862,-0.006599068189098035,-2.5972619187086994e-05,640,78.13745071180165,64,22.322254007256365,0.5213295888487801,100,92,8,685,2105,0,160,19.340705904643983,8,9.692344111793464,10.020587698085,448451,0.9956573038635145,-0.009611892700195312,3.5858154296875e-05,0.4040273909162421,0.670251846265347,1.0027326575577946,0.5532163625050807,215.21274925768375,0.015578305422080397,2.413629937916994,2eb80f2e8de0710b0a53cad61be1caa0fb6103edac11f35da57e362a3a699a07,b080e0d94a29f3e8e070a298433bf954d74b7db1da0fdce293f36350c9a65c67,0.4833402686468597,10,10,0.0020111584104597568,20,16,8,3.332307052612305,0.0013860702514648438,10,10,0.0020371310296468438,20,16,8,3.3419189453125,0.0013502120971679687
True,NOT_RECORDED,3cbc8652adc568a960cceea527e4050cd93d8f484edd8dff3adaf05d39bbc302,10.023108402569779,5.248936237190128,0,5,VALID_ENDPOINT,64,6.575965479324651,IL8-FULL,290.88280475279316,0.03259403356662607,-0.0007409630270558406,0.0005686949123628439,640,77.45973095018417,64,18.953488955667105,0.407566347422931,100,87,8,685,2070,0,160,19.179842210374773,8,9.670603991683558,10.302976428624241,428458,0.9728361966084947,-0.02204742431640625,0.0002605438232421875,0.33210014889289086,0.5715835901343082,1.2778588616400617,0.4393746782202763,202.61964695435017,0.010607239590712064,2.405167073942721,6d0cc20f554cd3c6e6b6fbd7830ec17fdadbdee798e609c8112d64a495306220,1ce9060adcfe4f2b06ccdd0d6f1806f092fe092a1b8364658570a95266761267,0.3769484212359662,10,10,0.0026521050138399007,20,17,7,1.4668609619140625,0.001543426513671875,10,10,0.0020834101014770567,20,17,7,1.4889083862304688,0.0012828826904296875
True,NOT_RECORDED,ee9e0277508a89b7a6e2763a2c7242de2876ac0f9ac1fc8b72bba2d50b87c5f5,9.417549332568887,10.936412927159866,0,6,VALID_ENDPOINT,64,13.762211957924205,IL8-FULL,298.7447095969692,0.13173662401602057,-0.007886234105535551,9.26838256418705e-05,640,69.29111839970574,64,29.363866085885817,0.3972595324493803,100,84,8,685,2145,0,160,17.045985082164407,8,12.768202244932356,9.592944642901424,440413,0.9817162178182353,0.0036998748779296874,-5.283355712890625e-05,0.8102266445721507,1.2702922190154333,1.2551422545018145,0.4435637774067185,208.47467093542218,0.023528578759561783,2.138853413052857,f092d25e152a053dafd07bf3e00d26d5a95a0f364a6620e35ad1998cfa579e8b,3a3ea6458ee43d17ffd93c489576083e7661cd29105ac344b29af105674cce54,0.35093033273209906,10,10,0.0017670069239102304,20,18,8,1.3079814910888672,0.0007778167724609375,10,10,0.00167432309826836,20,18,8,1.3042816162109374,0.0008306503295898438
True,NOT_RECORDED,ebb7d7aa2127ab49f3136389d256b2d0eb382715ff2c1fa435ce6c98e57da408,11.406769340205939,9.987437470665904,0,7,VALID_ENDPOINT,64,11.39076448704887,IL8-FULL,292.1802267516032,0.2461897538217909,-0.009110068833979312,0.0014295429224148392,640,77.8454192057252,64,26.735477807060885,0.3844143175346395,100,93,8,685,2045,1,160,19.27534211287275,8,11.418354310392969,11.494407787011006,471739,0.9923755578861486,0.012616729736328125,0.00014400482177734375,0.7355717836041382,1.1598044232723255,1.2266087048312524,0.4289643538396803,205.5143319494091,0.019656327566011458,2.4083018763922155,6e591192b5e4ec6bcd28e8c3aba98e6b117e6b850524143f193bdca9adc39067,29cb739f3e2e9489f7a9a1ed6965e7fcf4706e1a5438f850f1c39d60b6eb6e82,0.35194992009692133,10,10,0.003311855625361204,20,20,10,0.8898929595947266,0.0013113021850585938,10,10,0.0018823127029463649,20,20,10,0.8772762298583985,0.00116729736328125
True,NOT_RECORDED,52804ea5d196b3f065a28f9f5f4bf8c2b01beda722a5452255480adcc1f5a1e6,10.093213224015198,2.763048963982043,0,8,VALID_ENDPOINT,64,4.230336278345868,IL8-FULL,292.04400550201535,0.04868639350632347,-0.002058667349047029,0.0021368162473663684,640,79.38478937093168,64,13.594396602725515,0.5704015335757672,100,81,8,685,2070,1,160,19.568765703588724,8,9.12625594931758,10.45517288222909,431166,0.9653798495451831,0.18102264404296875,0.0017070770263671875,0.15959444102046821,0.2826857839879017,0.8809128252716261,0.6265177599463728,204.70091950148344,0.0086081695211043,2.466258868575096,fa23ed7a868d6914403bb56a597e772fc3377984bb714213a6c4496d9bb24910,a3afb608601180b1a7f5dd4a14d7e9b14543c84bb4f7ae4af17e145dbdfaa629,0.5534938380196275,10,10,0.0071359876776114104,20,19,9,2.7747772216796873,0.004726409912109375,10,10,0.004999171430245042,20,19,9,2.5937545776367186,0.0030193328857421875
True,NOT_RECORDED,081800ecc0a8987dba4ed8fbd939e538d0be1f5ded10863a90e63ea3b096da70,10.153329967637548,5.194070538975744,0,9,VALID_ENDPOINT,64,6.077284065703536,IL8-FULL,284.40710193291306,0.0488868970064564,-0.0022615239708102305,1.760984305292394e-05,640,77.37876393692568,64,14.75551712516449,0.39658823082980826,100,94,8,685,2060,0,160,19.20019134739414,8,9.669969038071107,10.228656328597575,443784,0.9926357520929286,-0.01693439483642578,-4.425048828125e-05,0.3361263964582526,0.5713416917559608,1.2391537846132976,0.4584522166161886,194.66606125654653,0.012295123104719353,2.3991461978293955,f5712b3d14e866ff9ad432249a4d16e9db29b5da307efd337e664a1e9f164f47,e5353fc58703dc3d29a729c29b17283d578f09e299d23f3161cb4f9c9d227e91,0.3661284621026406,10,10,0.0030774363083764912,20,20,10,1.0226648330688477,0.0014946937561035156,10,10,0.0030598264653235673,20,20,10,1.0395992279052735,0.0015389442443847657
True,NOT_RECORDED,62ae2701d9c8c5469a8169c81d70a228326a3fbf7b1e579fe7e2a0198549a047,10.392869300663007,9.551308697537213,0,10,VALID_ENDPOINT,64,11.108586363322775,IL8-FULL,308.698177204933,0.19166041748273543,-0.014851461336365899,0.0001751097617670892,640,86.43830119492486,64,30.052018503268723,0.39146463549273547,100,80,8,685,2120,0,160,21.46395064238459,8,13.797506966730923,10.790068395895652,468159,0.9631884543582937,0.09652266502380372,0.0001140594482421875,0.6652271321137787,1.1002655239810988,1.2994781604246421,0.43885066414817414,216.34842445515096,0.019697192135375713,2.6818074686452746,9bb487c1d80628771ff09c739ebea91212f1db314cd2d61630dfec33fd3b325a,9f63b6d054ca346be2d8e56de51309f96c0f48aa7b9979aca4ee473d4e16c01c,0.35238674232388295,10,10,0.0018346120719797908,20,18,9,1.1746212482452392,0.0008872032165527343,10,10,0.0016595023102127016,20,18,9,1.0780985832214356,0.0007731437683105469
