accepted_z_rephrase_nll_mean,accepted_z_rewrite_nll_mean,case_denominator,cumulative_outer_entry_movement_norm_mean,current_selection_count,depth,global_target_update_ordinal,inner_step_movement_norm_mean,primary_selection_count,rescue_selection_count,target_objective_nll_mean
1.969919557571411,0.003792514801025391,10,0.1077829428540181,10,IL8-FULL,26,0.033336304286075306,87,3,0.005979497849475593
1.9693044567108153,0.003643817901611328,10,0.13739067077118497,10,IL8-FULL,27,0.03114124626323527,86,4,0.005710188703378662
1.965224370956421,0.003537893295288086,10,0.16462542031121188,15,IL8-FULL,28,0.029459657742353724,83,2,0.005449080024845898
1.9638104057312014,0.0033421230316162107,10,0.18926639331516704,21,IL8-FULL,29,0.02734449684794591,75,4,0.005195294723380357
1.9623203563690186,0.0032401084899902344,10,0.2135284616110782,19,IL8-FULL,30,0.026740477633716474,77,4,0.004983806312084197
1.9634988689422606,0.003141317367553711,10,0.23552292048218454,24,IL8-FULL,31,0.024897277575718184,71,5,0.004814962036907673
1.9337599182128904,0.003022909164428711,10,0.029743783544411068,5,IL8-FULL,32,0.029743783544411068,90,5,0.0048299778788350525
1.9333121395111086,0.0028740310668945316,10,0.055271686877785775,9,IL8-FULL,33,0.027574457949020997,85,6,0.004623419262934476
1.9289798069000246,0.002765941619873047,10,0.07894402159664567,22,IL8-FULL,34,0.025118797511862634,76,2,0.00444002422504127
1.9292295742034913,0.0026730155944824216,10,0.10152688593699621,21,IL8-FULL,35,0.023973993693406342,75,4,0.004253925228258595
1.927359457015991,0.0025947761535644533,10,0.12178452393371955,21,IL8-FULL,36,0.022350984110379956,73,6,0.0041160498757380985
1.9291242885589601,0.0025505638122558594,10,0.14183020120242806,24,IL8-FULL,37,0.021632152150781576,72,4,0.003978226587641984
1.9299389171600343,0.0024730205535888673,10,0.15823571018045302,33,IL8-FULL,38,0.019316336713742707,64,3,0.003880527189467102
1.9304366397857666,0.0024592208862304686,10,0.17283292483097215,30,IL8-FULL,39,0.01822933689525341,62,8,0.0037661757657770066
1.9169643115997315,0.002279024124145508,10,0.03664843821846491,9,IL8-FULL,40,0.03664843821846491,84,7,0.003933951191138476
1.9169927406311036,0.002225351333618164,10,0.05606899330896452,20,IL8-FULL,41,0.02293819289246616,76,4,0.003769030576804653
1.9144767379760743,0.0021329402923583986,10,0.07502255744396183,20,IL8-FULL,42,0.021128334112797752,77,3,0.0036224396707257257
1.9154671955108644,0.002092790603637695,10,0.09153735169128155,27,IL8-FULL,43,0.019307046947467547,69,4,0.0035060086083831266
1.9145004177093505,0.002056150436401367,10,0.10611303358680821,34,IL8-FULL,44,0.017161824122910417,59,7,0.0034075061319163067
1.9128346252441406,0.002033100128173828,10,0.12031040218457419,37,IL8-FULL,45,0.01639063467032608,60,3,0.0033155455131782217
1.911142406463623,0.0019836330413818357,10,0.13241903081108383,37,IL8-FULL,46,0.014891186283899918,55,8,0.00325242827355396
1.9099841642379762,0.001925773620605469,10,0.1456758018846173,34,IL8-FULL,47,0.01598452767779,55,11,0.0031795034284004945
1.888453631401062,0.001924591064453125,10,0.019053621813131888,15,IL8-FULL,48,0.019053621813131888,77,8,0.003207121432060376
1.8844710731506347,0.0018093013763427735,10,0.034058075001396466,21,IL8-FULL,49,0.01783114098076868,72,7,0.003121251465054229
1.886437225341797,0.0017620658874511717,10,0.04997937091578962,22,IL8-FULL,50,0.01787107015603697,71,7,0.0030413567315554246
1.884147219657898,0.0017463016510009764,10,0.06362298179166131,29,IL8-FULL,51,0.015671758202087528,63,8,0.0029557817435124888
1.8848033285140993,0.001719245910644531,10,0.07783123413894572,25,IL8-FULL,52,0.016091767302716747,71,4,0.002899438327876851
1.8883328390121459,0.0016780376434326171,10,0.09031376050332598,36,IL8-FULL,53,0.014734802725527385,57,7,0.0028285821358440444
1.8867126369476317,0.0016530704498291017,10,0.10154944780994635,37,IL8-FULL,54,0.013858472796270057,52,11,0.002762847793637775
1.885687952041626,0.0016439437866210937,10,0.11315664729657131,43,IL8-FULL,55,0.013824756242290823,51,6,0.0027109463867964223
1.8631305074691773,0.001585521697998047,10,0.020260526078863358,13,IL8-FULL,56,0.020260526078863358,79,8,0.0028650382126215847
1.8659835147857666,0.0015883827209472658,10,0.03608674016204963,19,IL8-FULL,57,0.017718620544195464,76,5,0.0027482698066160086
1.8675181007385255,0.001540546417236328,10,0.04961387890838196,33,IL8-FULL,58,0.015684165136078447,63,4,0.002677132507087663
1.8672049236297608,0.0015193557739257813,10,0.06123734190339014,33,IL8-FULL,59,0.014470653257460683,59,8,0.002601659661740996
1.8688139486312867,0.0014747238159179689,10,0.07160251857805183,38,IL8-FULL,60,0.01285968918810644,51,11,0.002541101646493189
1.8677360916137693,0.0014507102966308592,10,0.08024583598649034,44,IL8-FULL,61,0.011672589474110952,46,10,0.0025047650386113675
1.8677070379257201,0.0014514350891113282,10,0.09002782698608311,42,IL8-FULL,62,0.01260189248528995,54,4,0.0024607268889667465
1.8673729515075685,0.00143768310546875,10,0.09772665537789946,49,IL8-FULL,63,0.010719331743914113,41,10,0.0024223476351471615
8.17183837890625,8.213367919921875,10,2.3603872280661267,0,IL10-FULL,0,2.3603872280661267,100,0,7.816752096414565
5.817534179687501,4.88194091796875,10,4.269552953573641,0,IL10-FULL,1,2.6334049181537624,100,0,4.74000346660614
3.4438052368164067,1.973509521484375,10,6.67154322647999,0,IL10-FULL,2,3.8162414711763555,100,0,1.9915211273729803
2.5433565902709963,0.7784529113769532,10,7.634680912122533,0,IL10-FULL,3,3.1970876166422553,98,2,0.8272384595009499
2.0834781646728517,0.29130111694335936,10,8.06819756659905,0,IL10-FULL,4,2.449163673325299,97,3,0.34910931140650064
1.8924776077270509,0.19316192626953127,10,8.188469895776056,1,IL10-FULL,5,1.509741115428311,94,5,0.16903135686647147
1.7455001068115235,0.07183151245117188,10,8.294259734185188,1,IL10-FULL,6,1.3188147121082632,96,3,0.0755866958387196
1.6791249465942382,0.02952590942382812,10,8.339212305471765,1,IL10-FULL,7,0.6240434635364565,96,3,0.03767550980555825
1.6380723190307616,0.021568450927734375,10,8.388433723487577,3,IL10-FULL,8,0.31793514710451015,97,0,0.02762543889810331
1.6182603073120116,0.018006057739257814,10,8.406544309171355,4,IL10-FULL,9,0.13071277438704623,95,1,0.022770902935881167
2.1279537010192873,0.014543647766113282,10,0.47686335912592626,1,IL10-FULL,10,0.47686335912592626,99,0,0.02823173225566279
2.1098030662536624,0.012429275512695313,10,0.5587432874457757,2,IL10-FULL,11,0.12473212635490896,98,0,0.02263686287391465
2.1009194755554197,0.010435428619384766,10,0.6317542691505456,1,IL10-FULL,12,0.10101519943453204,98,1,0.019012212313828058
2.083681221008301,0.009385757446289063,10,0.6957686276557526,1,IL10-FULL,13,0.08655899099140874,99,0,0.016572223057155496
2.0780982398986816,0.00839588165283203,10,0.7538663374815855,3,IL10-FULL,14,0.07661786166268396,97,0,0.01454976958280895
2.071930809020996,0.007522315979003906,10,0.8059192448251551,3,IL10-FULL,15,0.06761691851677029,96,1,0.012949894625344313
2.064299259185791,0.00693777084350586,10,0.8540751204221871,4,IL10-FULL,16,0.061473239488140506,95,1,0.01176391681714449
2.0617065620422363,0.006392955780029297,10,0.8985496580641257,2,IL10-FULL,17,0.05670645960890247,97,1,0.010642333422438241
2.0570296669006347,0.006008777618408203,10,0.9395564600419665,4,IL10-FULL,18,0.052214992471925806,96,0,0.009783691189368256
2.0483514976501462,0.0055584716796875005,10,0.977662213268033,3,IL10-FULL,19,0.04838766876175231,95,2,0.009047827455797231
2.034112777709961,0.005048961639404297,10,0.04666244884636054,3,IL10-FULL,20,0.04666244884636054,97,0,0.0083324646926485
2.03270694732666,0.004771299362182617,10,0.08869813390911112,3,IL10-FULL,21,0.04272373138903472,96,1,0.007754806154989637
2.0280376052856446,0.004541263580322266,10,0.12682833785946496,5,IL10-FULL,22,0.03948590615904769,94,1,0.007304156455211342
2.026534080505371,0.004317436218261719,10,0.16185715281896246,9,IL10-FULL,23,0.036749948940864516,90,1,0.006800776660675183
2.024674129486084,0.004133882522583008,10,0.1931576134087019,12,IL10-FULL,24,0.03334755326025748,85,3,0.0064604645885992795
2.021264533996582,0.003949546813964843,10,0.2228607613926342,7,IL10-FULL,25,0.03198816744842799,87,6,0.006140775112435222
2.0189167976379396,0.003823623657226562,10,0.25248361296463095,10,IL10-FULL,26,0.03120409759614314,89,1,0.005875528211472556
2.0224036979675293,0.0036704540252685547,10,0.2789361764328723,16,IL10-FULL,27,0.029109138796402218,83,1,0.005587792998412624
2.016702079772949,0.0035157966613769535,10,0.3058190841866383,11,IL10-FULL,28,0.028499695730685965,83,6,0.005370367885334417
2.0181742668151856,0.0034860992431640626,10,0.3301596486530286,18,IL10-FULL,29,0.02687489562267198,75,7,0.005111127971904352
1.9662717628479005,0.003263568878173828,10,0.030613651503906148,7,IL10-FULL,30,0.030613651503906148,91,2,0.005057994430535473
1.9638603019714356,0.003034791946411133,10,0.05541182298112133,7,IL10-FULL,31,0.026165170744671756,85,8,0.004843748373095877
1.9626961326599122,0.0030459976196289063,10,0.07798058633463952,13,IL10-FULL,32,0.024060910427456318,80,7,0.004617800730047748
1.96280517578125,0.0029397106170654295,10,0.09822562392884293,23,IL10-FULL,33,0.022411164156396733,73,4,0.004422955680638552
1.9603365707397462,0.0028095340728759763,10,0.11420804607134491,32,IL10-FULL,34,0.019335309598815062,64,4,0.004308105788659304
1.9595909690856932,0.002729158401489258,10,0.13108164139087983,35,IL10-FULL,35,0.01941898110779631,61,4,0.004198312688386068
1.9606888580322266,0.0026983165740966796,10,0.14599880079554475,34,IL10-FULL,36,0.01769476292428036,58,8,0.004076859581982717
1.9570004844665525,0.002643270492553711,10,0.16141508411747413,32,IL10-FULL,37,0.01810290881936426,62,6,0.003973115100525319
1.95866455078125,0.002561798095703125,10,0.1753451399748426,35,IL10-FULL,38,0.016930267781376834,59,6,0.0038866734365001323
1.9598625946044923,0.0025270557403564453,10,0.1907685218214908,30,IL10-FULL,39,0.018177907203741094,65,5,0.003800743782194331
1.9151136970520022,0.0023679542541503906,10,0.021411044946539868,12,IL10-FULL,40,0.021411044946539868,86,2,0.0038276334042893724
1.9174349975585936,0.0023146915435791017,10,0.03865501952479804,17,IL10-FULL,41,0.01947188389699712,77,6,0.0036853282735683024
1.9126758956909178,0.0022732830047607422,10,0.054785921298992735,27,IL10-FULL,42,0.017987222695458445,66,7,0.003593363636173308
1.914766845703125,0.0022126007080078124,10,0.07006271794073889,29,IL10-FULL,43,0.01718825444509747,65,6,0.0034995313041144985
1.9114964675903319,0.0021459388732910155,10,0.08434190080510519,31,IL10-FULL,44,0.016797920025822102,61,8,0.0034130144614027817
1.9098968505859375,0.0020997047424316405,10,0.0981726893578762,33,IL10-FULL,45,0.01635086514975323,60,7,0.003314291013521142
1.912772674560547,0.002039899826049805,10,0.11142123866213624,33,IL10-FULL,46,0.015619339923263928,59,8,0.0032463630579877647
1.9110477447509766,0.0019982051849365234,10,0.12303805885354306,42,IL10-FULL,47,0.014831566719414708,53,5,0.0031892503693234176
1.9102485847473143,0.001981163024902344,10,0.13583641191214063,36,IL10-FULL,48,0.015282831116556813,56,8,0.0031137302715796974
1.915131778717041,0.0019226741790771486,10,0.14695763335119832,47,IL10-FULL,49,0.01398451996664227,48,5,0.003052352265221998
1.8865251541137695,0.001797685623168945,10,0.022723553506080473,13,IL10-FULL,50,0.022723553506080473,83,4,0.0032218892429955307
1.8867287063598632,0.0017635440826416014,10,0.04019042872800872,17,IL10-FULL,51,0.01872673685829599,75,8,0.0030804398527834566
1.8851812171936035,0.0017068481445312498,10,0.054661626610042556,30,IL10-FULL,52,0.016224128989234827,60,10,0.0029914754786295817
1.8840686035156249,0.0017082977294921875,10,0.06819066146065991,30,IL10-FULL,53,0.015378578186422534,62,8,0.002905896651209332
1.8850819396972658,0.0016402149200439454,10,0.0814532667448575,30,IL10-FULL,54,0.015191250012122213,61,9,0.002839843367692083
1.8836696052551272,0.0016262245178222657,10,0.09279164188105596,38,IL10-FULL,55,0.01371481638648773,51,11,0.00277377336518839
1.8843595886230466,0.0016001510620117186,10,0.1045379102998657,39,IL10-FULL,56,0.013693119595035077,50,11,0.002714820616529323
1.8873142623901367,0.0015840435028076174,10,0.114695282412548,50,IL10-FULL,57,0.012539851397460463,43,7,0.002663957087206654
1.8854305458068847,0.0015932369232177733,10,0.12298160570930046,54,IL10-FULL,58,0.011310566133488716,40,6,0.002629335970268585
1.8844609832763672,0.001588449478149414,10,0.1315995990175631,54,IL10-FULL,59,0.01114855492256417,38,8,0.0025904231605818496
1.8762769985198975,0.0014977455139160156,10,0.01614511636076353,17,IL10-FULL,60,0.01614511636076353,77,6,0.002669424213236198
1.876097469329834,0.0014766788482666016,10,0.02975575934209811,21,IL10-FULL,61,0.015159460819072667,72,7,0.002600863702245988
1.8752492713928224,0.001447153091430664,10,0.042132121928645294,32,IL10-FULL,62,0.013649676104954083,63,5,0.002535659565473907
1.8778000450134278,0.001424112319946289,10,0.054058261190476256,37,IL10-FULL,63,0.01372767445031002,58,5,0.0024910111288772895
1.874243907928467,0.0013976955413818359,10,0.06349977645451152,49,IL10-FULL,64,0.011742506857292053,43,8,0.002448360614362173
1.8758679771423339,0.0013832569122314454,10,0.07231091665215963,48,IL10-FULL,65,0.011410090181900031,45,7,0.0024025852855993437
1.874578161239624,0.001376333236694336,10,0.08124463845101128,48,IL10-FULL,66,0.011330243970011623,46,6,0.0023654093703953548
1.8727736282348633,0.0013542938232421874,10,0.08885544142727335,49,IL10-FULL,67,0.010268146404768128,42,9,0.0023344422224909067
1.8769393920898438,0.0013350582122802735,10,0.09677146531523897,50,IL10-FULL,68,0.010247762336206796,37,13,0.0023098650679457934
1.8753770065307616,0.0013084793090820312,10,0.10439508674128628,55,IL10-FULL,69,0.009833057706522746,37,8,0.0022724178433418275
1.8576373291015624,0.001309661865234375,10,0.021824105929177787,20,IL10-FULL,70,0.021824105929177787,73,7,0.002455343827605248
1.8546429443359376,0.001296415328979492,10,0.0332926420467194,29,IL10-FULL,71,0.01377055830106573,64,7,0.002389214833965525
1.851970386505127,0.0012706661224365233,10,0.04469941211281732,34,IL10-FULL,72,0.013755806450998529,59,7,0.002323974035680294
1.855588092803955,0.0012547302246093748,10,0.05448532306780833,41,IL10-FULL,73,0.012352643164164033,55,4,0.0022646552592050285
1.8536931800842287,0.0012351131439208986,10,0.0628534468021055,50,IL10-FULL,74,0.010781849829703,42,8,0.0022315022943075746
1.8546144676208496,0.0012288665771484374,10,0.07070425792262124,53,IL10-FULL,75,0.010750738805799524,42,5,0.0021926321316277607
1.8531988525390628,0.001210947036743164,10,0.07804609534458713,55,IL10-FULL,76,0.010020894189697885,41,4,0.0021622643648879602
1.8528798294067381,0.0012110042572021484,10,0.08404042343853266,55,IL10-FULL,77,0.008881918915925126,36,9,0.0021367940836353226
1.8545966911315919,0.0012080097198486329,10,0.0907209193402981,54,IL10-FULL,78,0.008976624856615777,35,11,0.002108232691534795
1.8551775550842287,0.0011882877349853516,10,0.09694111541985222,57,IL10-FULL,79,0.008862558356156831,38,5,0.0020845027582254263
8.17183837890625,8.213367919921875,10,2.3603872280661267,0,IL15-FULL,0,2.3603872280661267,100,0,7.816752096414565
5.817534179687501,4.88194091796875,10,4.269552953573641,0,IL15-FULL,1,2.6334049181537624,100,0,4.74000346660614
3.4438052368164067,1.973509521484375,10,6.67154322647999,0,IL15-FULL,2,3.8162414711763555,100,0,1.9915211273729803
2.5433565902709963,0.7784529113769532,10,7.634680912122533,0,IL15-FULL,3,3.1970876166422553,98,2,0.8272384595009499
2.0834781646728517,0.29130111694335936,10,8.06819756659905,0,IL15-FULL,4,2.449163673325299,97,3,0.34910931140650064
1.8924776077270509,0.19316192626953127,10,8.188469895776056,1,IL15-FULL,5,1.509741115428311,94,5,0.16903135686647147
1.7455001068115235,0.07183151245117188,10,8.294259734185188,1,IL15-FULL,6,1.3188147121082632,96,3,0.0755866958387196
1.6791249465942382,0.02952590942382812,10,8.339212305471765,1,IL15-FULL,7,0.6240434635364565,96,3,0.03767550980555825
1.6380723190307616,0.021568450927734375,10,8.388433723487577,3,IL15-FULL,8,0.31793514710451015,97,0,0.02762543889810331
1.6182603073120116,0.018006057739257814,10,8.406544309171355,4,IL15-FULL,9,0.13071277438704623,95,1,0.022770902935881167
1.6084321212768553,0.015561084747314453,10,8.42040633178247,4,IL15-FULL,10,0.0934947143782787,95,1,0.019611287829466164
1.5978609466552736,0.013665008544921874,10,8.432310540311114,5,IL15-FULL,11,0.08304541679398353,94,1,0.01714368026936427
1.5896340942382812,0.012185783386230468,10,8.44225836369848,4,IL15-FULL,12,0.07450999753537164,96,0,0.01517104165162891
1.5823401260375978,0.010942344665527345,10,8.450779848848308,4,IL15-FULL,13,0.06773181539902781,95,1,0.01357297512004152
1.5755427169799805,0.0097796630859375,10,8.458066356185268,6,IL15-FULL,14,0.061548977002996816,93,1,0.012225666686426847
2.098743705749512,0.009176826477050782,10,0.4603757895106658,0,IL15-FULL,15,0.4603757895106658,100,0,0.019011096936301326
2.0844750213623047,0.007979602813720703,10,0.5189476619758501,0,IL15-FULL,16,0.09728366977732956,99,1,0.015374046632205134
2.0696321105957027,0.007127342224121093,10,0.5712630703408723,3,IL15-FULL,17,0.07621091896462757,97,0,0.013368314976687543
2.0685900497436522,0.006450176239013672,10,0.6183528690836051,7,IL15-FULL,18,0.06590083385565466,92,1,0.011841113359550945
2.05745174407959,0.005862350463867188,10,0.6612644562550772,7,IL15-FULL,19,0.05916506241409773,92,1,0.010705040110624394
2.048357162475586,0.005492506027221679,10,0.701361254859671,5,IL15-FULL,20,0.05422595522960934,94,1,0.009773696534684859
2.046007843017578,0.005193910598754883,10,0.7383122322890794,6,IL15-FULL,21,0.04934152341009831,92,2,0.008936697204480879
2.0432762908935547,0.004847812652587891,10,0.7727903665857446,6,IL15-FULL,22,0.04578457433258303,94,0,0.008288207721780055
2.0415855026245118,0.0044912052154541015,10,0.80461807939704,5,IL15-FULL,23,0.04187012821347402,92,3,0.007693450969527475
2.0360203361511227,0.004337749481201172,10,0.8337774446759809,8,IL15-FULL,24,0.03840279742986886,88,4,0.007222985672415234
2.0357471084594727,0.004077920913696289,10,0.861305385123431,10,IL15-FULL,25,0.03611302816195634,88,2,0.006779177947319112
2.029185543060303,0.003910903930664063,10,0.8871995900954435,8,IL15-FULL,26,0.03425186532330041,91,1,0.006417971400660463
2.026306324005127,0.003688068389892578,10,0.9107321830688757,10,IL15-FULL,27,0.031353372935337055,86,4,0.0061019961006240925
2.029825382232666,0.0035550594329833984,10,0.9340787355223803,9,IL15-FULL,28,0.030607821893548492,90,1,0.005808274653390981
2.0282694244384762,0.0034425067901611333,10,0.9563742583159417,13,IL15-FULL,29,0.029374545274923475,86,1,0.005557784241973422
2.0088808250427244,0.0032424736022949223,10,0.029745786606178513,11,IL15-FULL,30,0.029745786606178513,85,4,0.00528908472508192
2.005504970550537,0.0030992507934570314,10,0.05649685504152803,12,IL15-FULL,31,0.02787013247331529,86,2,0.00505802713742014
2.009548854827881,0.0030357837677001953,10,0.08206331943935218,17,IL15-FULL,32,0.026801722432024187,83,0,0.004839025418623351
2.0048221206665042,0.0029193687438964842,10,0.10583320793250206,17,IL15-FULL,33,0.02619568301393383,80,3,0.004626602975185961
2.0066448593139645,0.002801322937011719,10,0.12643527638934007,21,IL15-FULL,34,0.023752011430362843,75,4,0.004449688202003017
2.005341567993164,0.002721061706542969,10,0.14686570058732432,17,IL15-FULL,35,0.023248305730403575,75,8,0.004308741091517731
2.006207389831543,0.0026426601409912107,10,0.16459397853690516,30,IL15-FULL,36,0.02060715633419754,67,3,0.004170360604766756
2.003378429412842,0.0025606918334960937,10,0.1838867750599928,22,IL15-FULL,37,0.02173234854781874,74,4,0.0040332761907484384
2.003879508972168,0.0024865055084228515,10,0.2022323341128584,24,IL15-FULL,38,0.020826377607597518,69,7,0.0038997645396739245
1.999970645904541,0.0024050426483154296,10,0.22058580852700346,19,IL15-FULL,39,0.021043774985594357,77,4,0.003782733780099079
2.000399227142334,0.002345304489135742,10,0.2377119860499392,26,IL15-FULL,40,0.019588003893771445,69,5,0.0036660941166337577
2.0022370719909666,0.00231114387512207,10,0.2517348834947365,30,IL15-FULL,41,0.0170847933768864,63,7,0.003565719360485673
2.0013500785827634,0.002269458770751953,10,0.26507210477345733,36,IL15-FULL,42,0.016978656001268026,58,6,0.0034848325629718603
2.003438949584961,0.002204046249389648,10,0.27832400143585023,33,IL15-FULL,43,0.016532054725768547,60,7,0.003416690031299367
2.0013574028015135,0.0021741485595703123,10,0.2888507012640576,50,IL15-FULL,44,0.01467648722768399,49,1,0.0033565882500261068
1.9614981651306151,0.0020773983001708984,10,0.022646961905783285,10,IL15-FULL,45,0.022646961905783285,84,6,0.003381977769895457
1.9569317245483397,0.0019970703125,10,0.039126785344343426,21,IL15-FULL,46,0.018589468677986894,73,6,0.003264810589607805
1.9631440925598145,0.0019317054748535158,10,0.05446857089626822,23,IL15-FULL,47,0.017926772308142887,75,2,0.003178106893901713
1.9621669197082519,0.0019224548339843751,10,0.067382875718169,37,IL15-FULL,48,0.015557007664866132,56,7,0.0030975651944754644
1.9634244155883789,0.0019121646881103515,10,0.07970097275505271,34,IL15-FULL,49,0.01497805323996473,56,10,0.0030247004952980204
1.9627915191650391,0.0018988037109375002,10,0.08947304811761461,47,IL15-FULL,50,0.013091730579161012,48,5,0.002967380221816711
1.960255126953125,0.0018714523315429687,10,0.10001928872500472,40,IL15-FULL,51,0.013256841369730335,48,12,0.0029143224383005872
1.9597100257873534,0.0018424320220947264,10,0.11083638851075772,42,IL15-FULL,52,0.0132548888672832,46,12,0.0028630807308945806
1.962270030975342,0.0017684078216552734,10,0.12131859289013917,47,IL15-FULL,53,0.01296131981438954,49,4,0.0028115517622791233
1.9625901985168457,0.0017335987091064455,10,0.13150839763385613,46,IL15-FULL,54,0.01286699944742406,48,6,0.0027658974763471633
1.9636504554748533,0.0017233848571777343,10,0.13881829260253337,56,IL15-FULL,55,0.010690738979513602,38,6,0.0027221862028818577
1.9608783531188965,0.0016971778869628907,10,0.14718131215482771,56,IL15-FULL,56,0.01143623612929855,36,8,0.0026842480804771186
1.9659235191345215,0.0016820716857910156,10,0.15545691451257182,55,IL15-FULL,57,0.010826710528753395,38,7,0.002642515008337796
1.9604182243347168,0.0016471004486083983,10,0.16316755381728104,61,IL15-FULL,58,0.010368271582091883,33,6,0.0026163870265008883
1.9631631278991697,0.001614580154418945,10,0.17068192504970706,63,IL15-FULL,59,0.00984371567441953,32,5,0.00258728614076972
1.915207233428955,0.0015318012237548828,10,0.015643007124199367,14,IL15-FULL,60,0.015643007124199367,83,3,0.0026312716596294194
1.9129047584533692,0.0014896011352539063,10,0.02773941957251494,23,IL15-FULL,61,0.013669909948129628,67,10,0.0025660945172421633
1.9157349395751955,0.0014846038818359375,10,0.04060090313740198,26,IL15-FULL,62,0.014446647786892346,69,5,0.0025085648271488026
1.9183778190612792,0.001458110809326172,10,0.0526172100510485,33,IL15-FULL,63,0.013713526381748466,60,7,0.0024540346174035223
1.9152273941040039,0.001411447525024414,10,0.06338722557689898,34,IL15-FULL,64,0.012508920561895894,53,13,0.002401940107811242
1.9188596534729006,0.0014276981353759765,10,0.07156857944629033,46,IL15-FULL,65,0.010791127808980654,45,9,0.0023637447785586118
1.9208408737182616,0.0014007854461669921,10,0.07917926534351337,48,IL15-FULL,66,0.010377444892072082,43,9,0.0023325554677285252
1.919188919067383,0.0013626766204833986,10,0.086934385980563,52,IL15-FULL,67,0.010125041302358462,40,8,0.002304826524341479
1.9169008064270021,0.0013474082946777345,10,0.09339861432728026,58,IL15-FULL,68,0.009309223910168363,36,6,0.002283711878117174
1.9165284729003909,0.0013410472869873047,10,0.10056419242075332,56,IL15-FULL,69,0.009619054155625851,37,7,0.002256453880108893
1.9183266830444334,0.0013266277313232421,10,0.10752198580997949,53,IL15-FULL,70,0.009296933086201298,41,6,0.002234641497489065
1.9181510543823244,0.0013243865966796875,10,0.11439551116586477,56,IL15-FULL,71,0.008980070297655218,36,8,0.002202302894438617
1.9196530914306642,0.0013112354278564452,10,0.1203811586682372,60,IL15-FULL,72,0.008437786000485703,30,10,0.002186286059441045
