actual_progress,case_index,configured_inner_count,cumulative_structural_p,depth,early_stop_byte_identical,final_full_current_residual_norm,identity_sha256,inner_count,layer_energy_top1_share,negative_actual,outer_net_target_displacement_norm,predicted_progress,realization_ratio,realized_bf16_step_energy,rephrase_w_minus_z_gap_mean,rewrite_w_minus_z_gap_mean,selected_capacity,selected_energy,simplex_entropy,simplex_top1_share,structural_p,transition_index,velocity_abs_top1_share,w_rephrase_nll_mean,w_rewrite_nll_mean,z_rephrase_nll_mean,z_rewrite_nll_mean
11.474521413445473,1,8,0.005663369482942625,IL8-FULL,False,9.374415218214994,3b3572dabc7f55c951e620fe06e9c032bb1ee555450d84a32a098e78b239c81b,8,0.23983215009999992,False,9.374415218214994,11.651538980379703,0.9848073660284435,3.9254221458084793,-0.4501556396484375,0.0468841552734375,1.9277644375145169,3.8555288750284293,1.6055065330029046,0.2284072721813742,0.005663369482942625,1,0.225143399875265,1.9644256591796876,0.0726043701171875,2.414581298828125,0.02572021484375
0.09214659314602613,1,8,0.006689464793666916,IL8-FULL,False,11.397881211495656,18921fd4b6c658b05ec000638adffa1c96f79130b15286e07728f149518689e9,8,0.24272733714191844,False,1.064749892191348,0.20751664885319768,0.44404433887718026,0.8963374897206954,-0.1530792236328125,0.024493026733398437,0.6712552717929373,0.753827506980782,1.5901862881865447,0.24940865544029778,0.006689464793666916,2,0.22348263746303235,2.06812744140625,0.03143043518066406,2.2212066650390625,0.006937408447265625
0.09093922479078173,1,8,0.01012086240255695,IL8-FULL,False,6.939009615005836,9b0e1fa36a79183ee310252a349b76ec25caba22636e1979e8da71eaca426f14,8,0.5940456555550868,False,0.4240133206577083,0.12230406296440034,0.7435503170262779,1.1321324032062345,0.06302032470703126,0.0026292800903320312,0.9013397709335162,1.0154878538204075,1.0497301593746486,0.6113526878528373,0.01012086240255695,3,0.45172847689613455,2.1828628540039063,0.006166648864746094,2.119842529296875,0.0035373687744140623
0.028805175423622133,1,8,0.011930744889842646,IL8-FULL,False,3.4625855369266283,8e3969bce8758d5d396428e56b82e85c0cea888b49bcc0be234180ea1b4d4be6,8,0.5283358536481046,False,0.2785913642281205,0.03394987038336694,0.8484620146807585,0.5193397670933659,0.0343353271484375,0.0003292083740234375,0.4455158583319814,0.41738782379040185,1.1727814324633443,0.5059629617197741,0.011930744889842646,4,0.36401175270052544,2.112841033935547,0.0026031494140625,2.0785057067871096,0.0022739410400390626
0.00353617703076452,1,8,0.012343529653409062,IL8-FULL,False,2.825944807117904,3ddd24063e91ec5455dbd136b421ecc2a6321c94931c3bccb8fc56dc26949a36,8,0.2771495077193132,False,0.17964238323583323,0.0061195150949060915,0.5778524892777939,0.10537164290067019,0.0267425537109375,0.00055694580078125,0.03983450013587623,0.03665206742316442,1.5627538464606707,0.284032400381793,0.012343529653409062,5,0.27275458628705973,2.086260223388672,0.00224761962890625,2.059517669677734,0.001690673828125
0.0021182550117373466,1,8,0.01311170834051846,IL8-FULL,False,2.1142478300518226,f71184d78b43abf4f7ac7ceede193d6aa90117d46730b4cfb38050ea1557d332,8,0.38640230249767193,False,0.1415546353848396,0.0032952013192698365,0.6428302268969466,0.13312566131790576,0.00475311279296875,0.00028896331787109375,0.07234467152458487,0.0619428777419454,1.2065498564669321,0.5841615875554762,0.01311170834051846,6,0.39946810338862826,2.074483871459961,0.0016695022583007812,2.069730758666992,0.0013805389404296874
0.0011686646146699788,1,8,0.013924925750062512,IL8-FULL,False,1.5201974576717387,56bcb60855dc2a3a9205023ad60ced8f4902728a978ecd1a8ce23211a9ce705e,8,0.7938820595639133,False,0.10572940682540101,0.0016733180964365643,0.698411507745433,0.10350475775668541,0.0035587310791015624,8.640289306640624e-05,0.07787483667019379,0.06398612992243823,0.3733395532817496,0.8767557128530671,0.013924925750062512,7,0.760053510773077,2.062908172607422,0.0012552261352539063,2.0593494415283202,0.0011688232421875
0.0007056905538775026,1,8,0.014168024539939726,IL8-FULL,False,0.489697207524637,f0f60417ff7f091fc9da5bb418107bd5689dac42e68a77a921bb9789f6268736,8,0.2969473148348947,False,0.08467801656489302,0.0007761640008538961,0.909202891529545,0.053787436860425794,-0.005196380615234375,5.283355712890625e-05,0.01230199349559445,0.011433307925173065,1.5047209152336005,0.28350108036798766,0.014168024539939726,8,0.29145484111873965,2.0696590423583983,0.0010347366333007812,2.074855422973633,0.000981903076171875
11.072263606125489,2,8,0.004670597372270244,IL8-FULL,False,7.927353946743504,79ec54c1e41a0f3c513fd5dcb5def9fc6da06a6c17b8b70228391ce0860edac3,8,0.25751666807097184,False,7.927353946743504,11.190916691627352,0.9893973756778446,2.5863454099005105,-0.399371337890625,0.09674224853515626,1.2615900546938115,2.5231801093870496,1.6035778377039316,0.22570136443642097,0.004670597372270244,1,0.22647548769389403,2.085821533203125,0.12649078369140626,2.48519287109375,0.02974853515625
0.07688761716708542,2,8,0.004912788282529207,IL8-FULL,False,10.096172845273715,4f90117dce54ac5747ed42078228a926ae998ab3659de435333e18a4833c790d,8,0.271795223427217,False,0.7629503126623892,0.1350604926934466,0.5692828127141591,0.32552076671016195,-0.174383544921875,0.047027587890625,0.1617569557615804,0.21344388426635458,1.5922353226521957,0.24786963231670686,0.004912788282529207,2,0.22495401640064186,2.089691162109375,0.05233917236328125,2.26407470703125,0.00531158447265625
