reference,cell,prompt,prompt_ordinal,cell_target_new_nll,native_target_new_nll,cell_minus_native
OFFICIAL-ALPHAEDIT,Z15,rephrase,2,0.004354044329375029,0.001783448620699346,0.0025705957086756825
OFFICIAL-ALPHAEDIT,Z15,rephrase,3,0.007077385671436787,0.0032430693972855806,0.003834316274151206
OFFICIAL-ALPHAEDIT,Z15,rephrase,4,0.07956428825855255,0.005291859619319439,0.07427242863923311
OFFICIAL-ALPHAEDIT,Z15,rephrase,5,3.7004551887512207,2.3119332790374756,1.3885219097137451
OFFICIAL-ALPHAEDIT,Z15,rephrase,6,5.833230495452881,7.053431510925293,-1.220201015472412
OFFICIAL-ALPHAEDIT,Z15,rephrase,7,0.024334315210580826,0.020070210099220276,0.00426410511136055
OFFICIAL-ALPHAEDIT,Z15,rephrase,8,0.010729009285569191,0.002967242617160082,0.007761766668409109
OFFICIAL-ALPHAEDIT,Z15,rephrase,9,0.004860490560531616,0.0017617909470573068,0.0030986996134743094
OFFICIAL-ALPHAEDIT,Z15,rephrase,10,0.3597969114780426,0.29633331298828125,0.06346359848976135
OFFICIAL-ALPHAEDIT,Z15,rephrase,11,2.9335901737213135,2.646389961242676,0.2872002124786377
OFFICIAL-ALPHAEDIT,Z15,rephrase,12,3.3249998092651367,1.8904510736465454,1.4345487356185913
OFFICIAL-ALPHAEDIT,Z15,rephrase,13,0.06880100816488266,0.011404325254261494,0.057396682910621166
OFFICIAL-ALPHAEDIT,Z15,rephrase,14,0.4661073684692383,0.09870006889104843,0.36740729957818985
OFFICIAL-ALPHAEDIT,Z15,rephrase,15,0.015186753123998642,0.016480037942528725,-0.0012932848185300827
OFFICIAL-ALPHAEDIT,Z15,rephrase,16,0.19791798293590546,0.3164433538913727,-0.11852537095546722
OFFICIAL-ALPHAEDIT,Z15,rephrase,17,0.36679306626319885,0.2294686883687973,0.13732437789440155
OFFICIAL-ALPHAEDIT,Z15,rephrase,18,6.052877902984619,0.9412461519241333,5.111631751060486
OFFICIAL-ALPHAEDIT,Z15,rephrase,19,0.02010970003902912,0.00021824838768225163,0.01989145165134687
OFFICIAL-ALPHAEDIT,Z15,rephrase,20,0.14528881013393402,0.10114254057407379,0.04414626955986023
OFFICIAL-ALPHAEDIT,Z15,rephrase,21,0.17597205936908722,0.24184845387935638,-0.06587639451026917
OFFICIAL-ALPHAEDIT,Z15,rephrase,22,0.3561314046382904,0.1268773376941681,0.22925406694412231
OFFICIAL-ALPHAEDIT,Z15,rephrase,23,1.6568279266357422,0.42910340428352356,1.2277245223522186
OFFICIAL-ALPHAEDIT,Z15,rephrase,24,0.23508408665657043,0.03953332081437111,0.19555076584219933
OFFICIAL-ALPHAEDIT,Z15,rephrase,25,7.295372486114502,9.090566635131836,-1.795194149017334
OFFICIAL-ALPHAEDIT,Z15,rephrase,26,1.609508752822876,0.10220441967248917,1.5073043331503868
OFFICIAL-ALPHAEDIT,Z15,rephrase,27,4.313914775848389,1.5233495235443115,2.790565252304077
OFFICIAL-ALPHAEDIT,Z15,rephrase,28,0.01974896341562271,0.0009535771678201854,0.018795386247802526
OFFICIAL-ALPHAEDIT,Z15,rephrase,29,0.20951774716377258,0.10520798712968826,0.10430976003408432
OFFICIAL-ALPHAEDIT,Z15,rephrase,30,0.015440567396581173,0.07233955711126328,-0.0568989897146821
OFFICIAL-ALPHAEDIT,Z15,rephrase,31,0.11939936876296997,0.034002915024757385,0.08539645373821259
OFFICIAL-ALPHAEDIT,Z15,rephrase,32,3.95529842376709,0.3262750208377838,3.629023402929306
OFFICIAL-ALPHAEDIT,Z15,rephrase,33,0.027930647134780884,0.012035489082336426,0.015895158052444458
OFFICIAL-ALPHAEDIT,Z15,rephrase,34,1.2390766143798828,0.008371382020413876,1.230705232359469
OFFICIAL-ALPHAEDIT,Z15,rephrase,35,0.11211702227592468,0.003104511881247163,0.10901251039467752
OFFICIAL-ALPHAEDIT,Z15,rephrase,36,0.2361854612827301,0.017627596855163574,0.21855786442756653
OFFICIAL-ALPHAEDIT,Z15,rephrase,37,1.4446698427200317,1.3396772146224976,0.10499262809753418
OFFICIAL-ALPHAEDIT,Z15,rephrase,38,0.9010791778564453,0.016825780272483826,0.8842533975839615
OFFICIAL-ALPHAEDIT,Z15,rephrase,39,0.19881443679332733,0.007469345349818468,0.19134509144350886
OFFICIAL-ALPHAEDIT,Z15,rephrase,40,0.34223613142967224,0.61991286277771,-0.2776767313480377
OFFICIAL-ALPHAEDIT,Z15,rephrase,41,3.6725330352783203,2.937455177307129,0.7350778579711914
OFFICIAL-ALPHAEDIT,Z15,rephrase,42,11.223796844482422,11.609288215637207,-0.38549137115478516
OFFICIAL-ALPHAEDIT,Z15,rephrase,43,0.006759160198271275,0.005681200884282589,0.0010779593139886856
OFFICIAL-ALPHAEDIT,Z15,rephrase,44,0.027763469144701958,0.0009192770230583847,0.026844192121643573
OFFICIAL-ALPHAEDIT,Z15,rephrase,45,0.10981767624616623,0.1863146722316742,-0.07649699598550797
OFFICIAL-ALPHAEDIT,Z15,rephrase,46,4.672933101654053,3.1269774436950684,1.5459556579589844
OFFICIAL-ALPHAEDIT,Z15,rephrase,47,3.271048069000244,2.832892894744873,0.4381551742553711
OFFICIAL-ALPHAEDIT,Z15,rephrase,48,0.009570077992975712,0.00036066226311959326,0.009209415729856119
OFFICIAL-ALPHAEDIT,Z15,rephrase,49,0.004760598298162222,0.000651147507596761,0.004109450790565461
OFFICIAL-ALPHAEDIT,Z15,rephrase,50,0.021845661103725433,0.0048837424255907536,0.01696191867813468
OFFICIAL-ALPHAEDIT,Z15,rephrase,51,1.436279535293579,0.007076912093907595,1.4292026231996715
OFFICIAL-ALPHAEDIT,Z15,rephrase,52,2.2157766819000244,2.057497262954712,0.1582794189453125
OFFICIAL-ALPHAEDIT,Z15,rephrase,53,4.564103603363037,5.076593399047852,-0.5124897956848145
OFFICIAL-ALPHAEDIT,Z15,rephrase,54,1.9970873594284058,1.3200527429580688,0.6770346164703369
OFFICIAL-ALPHAEDIT,Z15,rephrase,55,10.023338317871094,10.479859352111816,-0.45652103424072266
OFFICIAL-ALPHAEDIT,Z15,rephrase,56,0.027348531410098076,0.006286489311605692,0.021062042098492384
OFFICIAL-ALPHAEDIT,Z15,rephrase,57,0.030229710042476654,0.00630615372210741,0.023923556320369244
OFFICIAL-ALPHAEDIT,Z15,rephrase,58,0.07494905591011047,0.16002604365348816,-0.08507698774337769
OFFICIAL-ALPHAEDIT,Z15,rephrase,59,0.016463270410895348,0.01018068753182888,0.006282582879066467
OFFICIAL-ALPHAEDIT,Z15,rephrase,60,0.013963858596980572,0.00833059661090374,0.005633261986076832
OFFICIAL-ALPHAEDIT,Z15,rephrase,61,0.018411332741379738,0.0023906242568045855,0.016020708484575152
OFFICIAL-ALPHAEDIT,Z15,rephrase,62,0.04171568527817726,0.01234780065715313,0.029367884621024132
OFFICIAL-ALPHAEDIT,Z15,rephrase,63,0.11726155877113342,0.0008235162240453064,0.11643804254708812
OFFICIAL-ALPHAEDIT,Z15,rephrase,64,0.00614124396815896,0.0007109498255886137,0.005430294142570347
OFFICIAL-ALPHAEDIT,Z15,rephrase,65,0.01084552425891161,0.0013625870924443007,0.009482937166467309
OFFICIAL-ALPHAEDIT,Z15,rephrase,66,0.02470642887055874,0.003939487971365452,0.020766940899193287
OFFICIAL-ALPHAEDIT,Z15,rephrase,67,0.016558483242988586,0.003141232766211033,0.013417250476777554
OFFICIAL-ALPHAEDIT,Z15,rephrase,68,4.3061909675598145,5.5378265380859375,-1.231635570526123
OFFICIAL-ALPHAEDIT,Z15,rephrase,69,1.2774149179458618,1.9775400161743164,-0.7001250982284546
OFFICIAL-ALPHAEDIT,Z15,rephrase,70,0.11027611047029495,0.028857393190264702,0.08141871728003025
OFFICIAL-ALPHAEDIT,Z15,rephrase,71,0.5558817982673645,0.3718011677265167,0.18408063054084778
OFFICIAL-ALPHAEDIT,Z15,rephrase,72,9.942481994628906,11.957305908203125,-2.0148239135742188
OFFICIAL-ALPHAEDIT,Z15,rephrase,73,2.2357707023620605,13.755802154541016,-11.520031452178955
OFFICIAL-ALPHAEDIT,Z15,rephrase,74,0.06013161689043045,0.5200849771499634,-0.45995336025953293
OFFICIAL-ALPHAEDIT,Z15,rephrase,75,0.011784696951508522,0.0014674619305878878,0.010317235020920634
OFFICIAL-ALPHAEDIT,Z15,rephrase,76,0.037794191390275955,0.013301562517881393,0.024492628872394562
OFFICIAL-ALPHAEDIT,Z15,rephrase,77,0.6815800070762634,0.5465201735496521,0.13505983352661133
OFFICIAL-ALPHAEDIT,Z15,rephrase,78,0.009684012271463871,0.003978196531534195,0.005705815739929676
OFFICIAL-ALPHAEDIT,Z15,rephrase,79,0.003830597037449479,0.0011343479854986072,0.002696249051950872
OFFICIAL-ALPHAEDIT,Z15,rephrase,80,0.0045359814539551735,0.0014840076910331845,0.003051973762921989
OFFICIAL-ALPHAEDIT,Z15,rephrase,81,0.0026360545307397842,0.003725969698280096,-0.0010899151675403118
OFFICIAL-ALPHAEDIT,Z15,rephrase,82,1.8378764390945435,0.2862298786640167,1.5516465604305267
OFFICIAL-ALPHAEDIT,Z15,rephrase,83,0.29337048530578613,0.24747192859649658,0.04589855670928955
OFFICIAL-ALPHAEDIT,Z15,rephrase,84,0.3066767454147339,0.02560909278690815,0.28106765262782574
OFFICIAL-ALPHAEDIT,Z15,rephrase,85,0.10115665942430496,0.01182263158261776,0.0893340278416872
OFFICIAL-ALPHAEDIT,Z15,rephrase,86,0.004538829438388348,0.00025817399728111923,0.004280655441107228
OFFICIAL-ALPHAEDIT,Z15,rephrase,87,0.007388646714389324,0.0004961451631970704,0.006892501551192254
OFFICIAL-ALPHAEDIT,Z15,rephrase,88,0.268779456615448,0.007790065370500088,0.2609893912449479
OFFICIAL-ALPHAEDIT,Z15,rephrase,89,0.009934977628290653,0.0026096594519913197,0.007325318176299334
OFFICIAL-ALPHAEDIT,Z15,rephrase,90,0.023178357630968094,0.01792704500257969,0.005251312628388405
OFFICIAL-ALPHAEDIT,Z15,rephrase,91,2.712851047515869,1.5018508434295654,1.2110002040863037
OFFICIAL-ALPHAEDIT,Z15,rephrase,92,0.2919749617576599,0.008595730178058147,0.28337923157960176
OFFICIAL-ALPHAEDIT,Z15,rephrase,93,3.8653149604797363,1.6216075420379639,2.2437074184417725
OFFICIAL-ALPHAEDIT,Z15,rephrase,94,2.3149516582489014,1.973193645477295,0.34175801277160645
OFFICIAL-ALPHAEDIT,Z15,rephrase,95,0.11012236028909683,1.9751777648925781,-1.8650554046034813
OFFICIAL-ALPHAEDIT,Z15,rephrase,96,0.13362427055835724,0.310102641582489,-0.17647837102413177
OFFICIAL-ALPHAEDIT,Z15,rephrase,97,0.08827339112758636,0.23219044506549835,-0.143917053937912
OFFICIAL-ALPHAEDIT,Z15,rephrase,98,0.3329002261161804,0.23500020802021027,0.09790001809597015
OFFICIAL-ALPHAEDIT,Z15,rephrase,99,0.004758225288242102,0.0003131137927994132,0.0044451114954426885
OFFICIAL-ALPHAEDIT,Z15,rephrase,100,5.933936595916748,5.1931891441345215,0.7407474517822266
OFFICIAL-ALPHAEDIT,Z15,rephrase,101,0.1181812733411789,0.12458845227956772,-0.0064071789383888245
OFFICIAL-ALPHAEDIT,Z15,rephrase,102,0.009606798179447651,0.0007331067463383079,0.008873691433109343
OFFICIAL-ALPHAEDIT,Z15,rephrase,103,0.0027759848162531853,0.0017617909470573068,0.0010141938691958785
OFFICIAL-ALPHAEDIT,Z15,rephrase,104,0.008207876235246658,0.004187624901533127,0.0040202513337135315
OFFICIAL-ALPHAEDIT,Z15,rephrase,105,1.1468347311019897,0.1253785341978073,1.0214561969041824
OFFICIAL-ALPHAEDIT,Z15,rephrase,106,6.811856746673584,6.536893844604492,0.2749629020690918
OFFICIAL-ALPHAEDIT,Z15,rephrase,107,3.3008720874786377,2.324988842010498,0.9758832454681396
OFFICIAL-ALPHAEDIT,Z15,rephrase,108,5.4799418449401855,5.813936710357666,-0.33399486541748047
OFFICIAL-ALPHAEDIT,Z15,rephrase,109,0.47720909118652344,0.0463826023042202,0.43082648888230324
OFFICIAL-ALPHAEDIT,Z15,rephrase,110,0.05323309823870659,0.08757609128952026,-0.034342993050813675
OFFICIAL-ALPHAEDIT,Z15,rephrase,111,0.37889352440834045,0.32345545291900635,0.055438071489334106
OFFICIAL-ALPHAEDIT,Z15,rephrase,112,0.024454839527606964,0.18507620692253113,-0.16062136739492416
OFFICIAL-ALPHAEDIT,Z15,rephrase,113,2.8680408000946045,0.5337714552879333,2.334269344806671
OFFICIAL-ALPHAEDIT,Z15,rephrase,114,0.015694433823227882,0.028611017391085625,-0.012916583567857742
OFFICIAL-ALPHAEDIT,Z15,rephrase,115,0.28433939814567566,0.09861733764410019,0.18572206050157547
OFFICIAL-ALPHAEDIT,Z15,rephrase,116,0.017488207668066025,0.0005751386051997542,0.01691306906286627
OFFICIAL-ALPHAEDIT,Z15,rephrase,117,0.004653813783079386,0.0018541302997618914,0.0027996834833174944
OFFICIAL-ALPHAEDIT,Z15,rephrase,118,2.416013240814209,0.7828301787376404,1.6331830620765686
OFFICIAL-ALPHAEDIT,Z15,rephrase,119,3.907787561416626,1.2864843606948853,2.6213032007217407
OFFICIAL-ALPHAEDIT,Z15,rephrase,120,0.16704989969730377,0.10821989178657532,0.058830007910728455
OFFICIAL-ALPHAEDIT,Z15,rephrase,121,1.3133814334869385,1.621059536933899,-0.30767810344696045
OFFICIAL-ALPHAEDIT,Z15,rephrase,122,7.535610198974609,3.953064441680908,3.582545757293701
OFFICIAL-ALPHAEDIT,Z15,rephrase,123,5.364333152770996,3.663334369659424,1.7009987831115723
OFFICIAL-ALPHAEDIT,Z15,rephrase,124,0.010849062353372574,0.0014841266674920917,0.009364935685880482
OFFICIAL-ALPHAEDIT,Z15,rephrase,125,0.024113470688462257,0.0014961488777771592,0.022617321810685098
OFFICIAL-ALPHAEDIT,Z15,rephrase,126,1.0634489059448242,0.8729315996170044,0.19051730632781982
OFFICIAL-ALPHAEDIT,Z15,rephrase,127,0.4622097611427307,0.3176376521587372,0.14457210898399353
OFFICIAL-ALPHAEDIT,Z15,rephrase,128,0.006869390141218901,0.001046705641783774,0.005822684499435127
OFFICIAL-ALPHAEDIT,Z15,rephrase,129,0.020854486152529716,0.0013167529832571745,0.019537733169272542
OFFICIAL-ALPHAEDIT,Z15,rephrase,130,0.01928531751036644,0.002522384049370885,0.016762933460995555
OFFICIAL-ALPHAEDIT,Z15,rephrase,131,0.0029343189671635628,0.0018630543490871787,0.001071264618076384
OFFICIAL-ALPHAEDIT,Z15,rephrase,132,4.54139518737793,2.905571460723877,1.6358237266540527
OFFICIAL-ALPHAEDIT,Z15,rephrase,133,2.4786856174468994,2.617751121520996,-0.13906550407409668
OFFICIAL-ALPHAEDIT,Z15,rephrase,134,0.01686704158782959,0.007835485972464085,0.009031555615365505
OFFICIAL-ALPHAEDIT,Z15,rephrase,135,0.004610859323292971,0.004299207124859095,0.00031165219843387604
OFFICIAL-ALPHAEDIT,Z15,rephrase,136,0.10006659477949142,0.010584997944533825,0.0894815968349576
OFFICIAL-ALPHAEDIT,Z15,rephrase,137,0.004025333561003208,0.0010600429959595203,0.002965290565043688
OFFICIAL-ALPHAEDIT,Z15,rephrase,138,2.4086198806762695,0.04209384322166443,2.366526037454605
OFFICIAL-ALPHAEDIT,Z15,rephrase,139,0.01928520016372204,0.040870364755392075,-0.021585164591670036
OFFICIAL-ALPHAEDIT,Z15,rephrase,140,0.007895687595009804,0.05645309016108513,-0.048557402566075325
OFFICIAL-ALPHAEDIT,Z15,rephrase,141,0.04846911132335663,3.246217966079712,-3.1977488547563553
OFFICIAL-ALPHAEDIT,Z15,rephrase,142,0.29575231671333313,0.15098369121551514,0.144768625497818
OFFICIAL-ALPHAEDIT,Z15,rephrase,143,1.825298547744751,2.3630027770996094,-0.5377042293548584
OFFICIAL-ALPHAEDIT,Z15,rephrase,144,5.891926288604736,6.132623672485352,-0.24069738388061523
OFFICIAL-ALPHAEDIT,Z15,rephrase,145,0.825606107711792,0.2617964446544647,0.5638096630573273
OFFICIAL-ALPHAEDIT,Z15,rephrase,146,0.12474662065505981,0.1376967430114746,-0.012950122356414795
OFFICIAL-ALPHAEDIT,Z15,rephrase,147,7.7032012939453125,7.566268444061279,0.1369328498840332
OFFICIAL-ALPHAEDIT,Z15,rephrase,148,0.08281079679727554,0.29162636399269104,-0.2088155671954155
OFFICIAL-ALPHAEDIT,Z15,rephrase,149,0.8737985491752625,0.25220754742622375,0.6215910017490387
OFFICIAL-ALPHAEDIT,Z15,rephrase,150,1.8852344751358032,4.6168107986450195,-2.7315763235092163
OFFICIAL-ALPHAEDIT,Z15,rephrase,151,0.05906881019473076,0.014870980754494667,0.04419782944023609
OFFICIAL-ALPHAEDIT,Z15,rephrase,152,0.14412684738636017,0.004378731828182936,0.13974811555817723
OFFICIAL-ALPHAEDIT,Z15,rephrase,153,0.03350329399108887,0.002238508081063628,0.03126478591002524
OFFICIAL-ALPHAEDIT,Z15,rephrase,154,2.9614646434783936,2.6944198608398438,0.2670447826385498
OFFICIAL-ALPHAEDIT,Z15,rephrase,155,4.315096378326416,4.353522300720215,-0.03842592239379883
OFFICIAL-ALPHAEDIT,Z15,rephrase,156,4.058243751525879,2.315181255340576,1.7430624961853027
OFFICIAL-ALPHAEDIT,Z15,rephrase,157,1.3301897048950195,1.704843282699585,-0.37465357780456543
OFFICIAL-ALPHAEDIT,Z15,rephrase,158,1.5349013805389404,1.2451560497283936,0.2897453308105469
OFFICIAL-ALPHAEDIT,Z15,rephrase,159,1.1447947025299072,1.061156153678894,0.08363854885101318
OFFICIAL-ALPHAEDIT,Z15,rephrase,160,0.02951548807322979,0.006395705509930849,0.02311978256329894
OFFICIAL-ALPHAEDIT,Z15,rephrase,161,0.0029443029779940844,0.0003401654539629817,0.0026041375240311027
OFFICIAL-ALPHAEDIT,Z15,rephrase,162,0.013290387578308582,0.001029438222758472,0.01226094935555011
OFFICIAL-ALPHAEDIT,Z15,rephrase,163,0.21296995878219604,0.03461099788546562,0.17835896089673042
OFFICIAL-ALPHAEDIT,Z15,rephrase,164,0.005687601864337921,0.0005814530304633081,0.005106148833874613
OFFICIAL-ALPHAEDIT,Z15,rephrase,165,0.03494039922952652,0.013116389513015747,0.021824009716510773
OFFICIAL-ALPHAEDIT,Z15,rephrase,166,0.0009054613183252513,0.0005087750032544136,0.00039668631507083774
OFFICIAL-ALPHAEDIT,Z15,rephrase,167,5.947876930236816,1.4759360551834106,4.471940875053406
OFFICIAL-ALPHAEDIT,Z15,rephrase,168,0.10137954354286194,0.03019813448190689,0.07118140906095505
OFFICIAL-ALPHAEDIT,Z15,rephrase,169,0.40691497921943665,0.23390506207942963,0.17300991714000702
OFFICIAL-ALPHAEDIT,Z15,rephrase,170,0.00464111752808094,0.00038068200228735805,0.004260435525793582
OFFICIAL-ALPHAEDIT,Z15,rephrase,171,0.005219523329287767,0.00043764073052443564,0.004781882598763332
OFFICIAL-ALPHAEDIT,Z15,rephrase,172,0.004422051832079887,0.0019293281948193908,0.0024927236372604966
OFFICIAL-ALPHAEDIT,Z15,rephrase,173,0.015303806401789188,0.005475642159581184,0.009828164242208004
OFFICIAL-ALPHAEDIT,Z15,rephrase,174,2.098419666290283,0.07933758199214935,2.019082084298134
OFFICIAL-ALPHAEDIT,Z15,rephrase,175,2.3882594108581543,0.11295449733734131,2.275304913520813
OFFICIAL-ALPHAEDIT,Z15,rephrase,176,0.005431063007563353,0.0004605186404660344,0.004970544367097318
OFFICIAL-ALPHAEDIT,Z15,rephrase,177,1.2996903657913208,0.6622897386550903,0.6374006271362305
OFFICIAL-ALPHAEDIT,Z15,rephrase,178,0.8224685192108154,0.02194386161863804,0.8005246575921774
OFFICIAL-ALPHAEDIT,Z15,rephrase,179,4.296906471252441,2.56026029586792,1.7366461753845215
OFFICIAL-ALPHAEDIT,Z15,rephrase,180,0.02784358337521553,0.007251963950693607,0.020591619424521923
OFFICIAL-ALPHAEDIT,Z15,rephrase,181,0.1249718889594078,0.012324133887887001,0.1126477550715208
OFFICIAL-ALPHAEDIT,Z15,rephrase,182,0.01973213255405426,0.0006896263221278787,0.01904250623192638
OFFICIAL-ALPHAEDIT,Z15,rephrase,183,0.054109033197164536,0.0016368337674066424,0.05247219942975789
OFFICIAL-ALPHAEDIT,Z15,rephrase,184,0.01657946966588497,0.695512592792511,-0.678933123126626
OFFICIAL-ALPHAEDIT,Z15,rephrase,185,0.013468706980347633,0.9400115013122559,-0.9265427943319082
OFFICIAL-ALPHAEDIT,Z15,rephrase,186,0.002147155813872814,0.0008914072532206774,0.0012557485606521368
OFFICIAL-ALPHAEDIT,Z15,rephrase,187,0.005521048791706562,0.0012848464539274573,0.004236202337779105
OFFICIAL-ALPHAEDIT,Z15,rephrase,188,0.13307498395442963,0.6866661310195923,-0.5535911470651627
OFFICIAL-ALPHAEDIT,Z15,rephrase,189,0.03763244301080704,0.005697795655578375,0.03193464735522866
OFFICIAL-ALPHAEDIT,Z15,rephrase,190,0.014577900990843773,0.2782919108867645,-0.26371400989592075
OFFICIAL-ALPHAEDIT,Z15,rephrase,191,0.038569167256355286,2.4356625080108643,-2.397093340754509
OFFICIAL-ALPHAEDIT,Z15,rephrase,192,5.696107387542725,5.282347679138184,0.413759708404541
OFFICIAL-ALPHAEDIT,Z15,rephrase,193,0.23760075867176056,0.11118818819522858,0.12641257047653198
OFFICIAL-ALPHAEDIT,Z15,rephrase,194,0.0017592919757589698,0.0006575806182809174,0.0011017113574780524
OFFICIAL-ALPHAEDIT,Z15,rephrase,195,0.0010177677031606436,0.00174251280259341,-0.0007247450994327664
OFFICIAL-ALPHAEDIT,Z15,rephrase,196,0.002806892851367593,0.004924549721181393,-0.0021176568698138
OFFICIAL-ALPHAEDIT,Z15,rephrase,197,0.1332533061504364,0.006698534358292818,0.12655477179214358
OFFICIAL-ALPHAEDIT,Z15,rephrase,198,5.819836616516113,5.010168552398682,0.8096680641174316
OFFICIAL-ALPHAEDIT,Z15,rephrase,199,2.849010467529297,0.9250580072402954,1.9239524602890015
OFFICIAL-ALPHAEDIT,Z20,rephrase,0,0.01772703230381012,0.041667547076940536,-0.023940514773130417
OFFICIAL-ALPHAEDIT,Z20,rephrase,1,8.384902954101562,7.764382362365723,0.6205205917358398
OFFICIAL-ALPHAEDIT,Z20,rephrase,2,0.0034181997179985046,0.001783448620699346,0.0016347510972991586
OFFICIAL-ALPHAEDIT,Z20,rephrase,3,0.005289013497531414,0.0032430693972855806,0.0020459441002458334
OFFICIAL-ALPHAEDIT,Z20,rephrase,4,0.0999189242720604,0.005291859619319439,0.09462706465274096
OFFICIAL-ALPHAEDIT,Z20,rephrase,5,3.7233386039733887,2.3119332790374756,1.411405324935913
OFFICIAL-ALPHAEDIT,Z20,rephrase,6,6.858127593994141,7.053431510925293,-0.19530391693115234
OFFICIAL-ALPHAEDIT,Z20,rephrase,7,0.03334154188632965,0.020070210099220276,0.013271331787109375
OFFICIAL-ALPHAEDIT,Z20,rephrase,8,0.008692285045981407,0.002967242617160082,0.005725042428821325
OFFICIAL-ALPHAEDIT,Z20,rephrase,9,0.0037978205364197493,0.0017617909470573068,0.0020360295893624425
OFFICIAL-ALPHAEDIT,Z20,rephrase,10,0.3500707745552063,0.29633331298828125,0.05373746156692505
OFFICIAL-ALPHAEDIT,Z20,rephrase,11,2.945737838745117,2.646389961242676,0.2993478775024414
OFFICIAL-ALPHAEDIT,Z20,rephrase,12,3.543285369873047,1.8904510736465454,1.6528342962265015
OFFICIAL-ALPHAEDIT,Z20,rephrase,13,0.01540476456284523,0.011404325254261494,0.004000439308583736
OFFICIAL-ALPHAEDIT,Z20,rephrase,14,0.41515952348709106,0.09870006889104843,0.31645945459604263
OFFICIAL-ALPHAEDIT,Z20,rephrase,15,0.013583844527602196,0.016480037942528725,-0.002896193414926529
OFFICIAL-ALPHAEDIT,Z20,rephrase,16,0.1646205335855484,0.3164433538913727,-0.15182282030582428
OFFICIAL-ALPHAEDIT,Z20,rephrase,17,0.38908132910728455,0.2294686883687973,0.15961264073848724
OFFICIAL-ALPHAEDIT,Z20,rephrase,18,6.023597717285156,0.9412461519241333,5.082351565361023
OFFICIAL-ALPHAEDIT,Z20,rephrase,19,0.01768569089472294,0.00021824838768225163,0.017467442507040687
OFFICIAL-ALPHAEDIT,Z20,rephrase,20,0.1558978110551834,0.10114254057407379,0.05475527048110962
OFFICIAL-ALPHAEDIT,Z20,rephrase,21,0.18089911341667175,0.24184845387935638,-0.06094934046268463
OFFICIAL-ALPHAEDIT,Z20,rephrase,22,0.26452216506004333,0.1268773376941681,0.13764482736587524
OFFICIAL-ALPHAEDIT,Z20,rephrase,23,1.9272279739379883,0.42910340428352356,1.4981245696544647
OFFICIAL-ALPHAEDIT,Z20,rephrase,24,0.19773603975772858,0.03953332081437111,0.15820271894335747
OFFICIAL-ALPHAEDIT,Z20,rephrase,25,7.311789512634277,9.090566635131836,-1.7787771224975586
OFFICIAL-ALPHAEDIT,Z20,rephrase,26,1.6921844482421875,0.10220441967248917,1.5899800285696983
OFFICIAL-ALPHAEDIT,Z20,rephrase,27,4.271655082702637,1.5233495235443115,2.748305559158325
OFFICIAL-ALPHAEDIT,Z20,rephrase,28,0.013946577906608582,0.0009535771678201854,0.012993000738788396
OFFICIAL-ALPHAEDIT,Z20,rephrase,29,0.17813804745674133,0.10520798712968826,0.07293006032705307
OFFICIAL-ALPHAEDIT,Z20,rephrase,30,0.014654967933893204,0.07233955711126328,-0.05768458917737007
OFFICIAL-ALPHAEDIT,Z20,rephrase,31,0.11304382234811783,0.034002915024757385,0.07904090732336044
OFFICIAL-ALPHAEDIT,Z20,rephrase,32,3.883981943130493,0.3262750208377838,3.5577069222927094
OFFICIAL-ALPHAEDIT,Z20,rephrase,33,0.02811553329229355,0.012035489082336426,0.016080044209957123
OFFICIAL-ALPHAEDIT,Z20,rephrase,34,1.4608176946640015,0.008371382020413876,1.4524463126435876
OFFICIAL-ALPHAEDIT,Z20,rephrase,35,0.28600072860717773,0.003104511881247163,0.28289621672593057
OFFICIAL-ALPHAEDIT,Z20,rephrase,36,0.28358566761016846,0.017627596855163574,0.2659580707550049
OFFICIAL-ALPHAEDIT,Z20,rephrase,37,1.2892029285430908,1.3396772146224976,-0.05047428607940674
OFFICIAL-ALPHAEDIT,Z20,rephrase,38,0.864250898361206,0.016825780272483826,0.8474251180887222
OFFICIAL-ALPHAEDIT,Z20,rephrase,39,0.16044609248638153,0.007469345349818468,0.15297674713656306
OFFICIAL-ALPHAEDIT,Z20,rephrase,40,0.30110201239585876,0.61991286277771,-0.3188108503818512
OFFICIAL-ALPHAEDIT,Z20,rephrase,41,3.5926477909088135,2.937455177307129,0.6551926136016846
OFFICIAL-ALPHAEDIT,Z20,rephrase,42,11.295503616333008,11.609288215637207,-0.3137845993041992
OFFICIAL-ALPHAEDIT,Z20,rephrase,43,0.006053802091628313,0.005681200884282589,0.0003726012073457241
OFFICIAL-ALPHAEDIT,Z20,rephrase,44,0.026232052594423294,0.0009192770230583847,0.02531277557136491
OFFICIAL-ALPHAEDIT,Z20,rephrase,45,0.08771532773971558,0.1863146722316742,-0.09859934449195862
OFFICIAL-ALPHAEDIT,Z20,rephrase,46,4.55727481842041,3.1269774436950684,1.4302973747253418
OFFICIAL-ALPHAEDIT,Z20,rephrase,47,3.2880163192749023,2.832892894744873,0.4551234245300293
OFFICIAL-ALPHAEDIT,Z20,rephrase,48,0.006629260256886482,0.00036066226311959326,0.006268597993766889
OFFICIAL-ALPHAEDIT,Z20,rephrase,49,0.0038740597665309906,0.000651147507596761,0.0032229122589342296
