arm,batch,after_sha256,before_sha256,compute_ks,compute_ks_seconds,history_append,layer,weight_sha256,selected_layer_changed
F48,9,3b93a510312ddca7c1b5159e2fb6a74f7ed9c85913de1141f29607b4842af210,78bf43fe2f45bf7a9b283736b91694194af89ab803cad8688bb3d633112b3c02,1,3.465623529627919,1,7,4fffb5e77728ea2bc3cf6b5394a3c8e3ac363eca20096b7ce85985ef091dec42,False
F48,9,1d40101cb1bad827962b9507e002777997beb9bc4e5d3b7437ecbf75f5583701,d9c74aaa989166729c0e73afb6962ef641fe18ef7e29bba4fd5f664dad309c4c,1,3.476005128584802,1,8,32af1a9b61cc851926c5107fd49c615ad87111a9b03a4611b000c0531f312cbb,True
F48,10,f38200b937fcae3d15d5fa760210f31fe65f48a1613f6ba4a1caac56bf7ec0bd,2cc2d3aa6064722c9eca53038a8a3a34f42ac273dc1f0634bfa3b41e37db5ec1,1,3.7553133061155677,1,4,c978842e07de2a69e4f5a85c347e27752a1381cbfd8a5de8ae392fe3baac1ce9,True
F48,10,cc421b3bf464c0174c597e2d6e04d26d6a1236174943ba860020b1f896438358,85283e45c6ca1205188bbb98c524c457dcc811a1d576912b1dae5a1c0457a6d6,1,3.773460899479687,1,5,499390edc8a328f15c3aa76229c244c205322f4e360e255529b7764c35f98ef5,False
F48,10,7fd3fe0b4568e61abd17279acddd59e702a6aec5a5fba91fa66e0704f5bbcd33,91828007a4db64c7b4a8170ac5473423cc129a47e99d046aad2806f1f6d180ec,1,3.761081305332482,1,6,0897876dda2b8c8adaf4f59d610b4f3f410c9d3c254565c45c13466eba6211fb,False
F48,10,a0720ce9851ae009f5ccb7dacb6da9145900a1c0fe822a14089916e32873f153,3b93a510312ddca7c1b5159e2fb6a74f7ed9c85913de1141f29607b4842af210,1,3.74990416970104,1,7,4fffb5e77728ea2bc3cf6b5394a3c8e3ac363eca20096b7ce85985ef091dec42,False
F48,10,694ddc89f005c5790e4c5724cc2883ff96829582ec1b165286e2d8c18cd65f04,1d40101cb1bad827962b9507e002777997beb9bc4e5d3b7437ecbf75f5583701,1,3.745298132300377,1,8,6a544695184c885c9b5f46ae05a793df3feb28b5030983967504f9e08e815c37,True
G48,1,fa7d22b6e67cda36232c747d31b81cb9bf2b2196082bcad61664926284f6811e,1acbc6ad9de5fde58c6faa370d25575a69e6d5fa78a5333762e896801edd812a,1,4.192558120004833,1,4,3d33f44b13688fb3c18db8eb4d8be5cc6509aea161c96bed254e89240f265015,True
G48,1,2090429967efe7aca966d1ea16f78977c5f5ae959b6770af682b8a2e171b651b,1acbc6ad9de5fde58c6faa370d25575a69e6d5fa78a5333762e896801edd812a,1,4.192783001810312,1,5,499390edc8a328f15c3aa76229c244c205322f4e360e255529b7764c35f98ef5,False
G48,1,e0eb2f5dd38a9cab08bd0bc3f7fcf4df31038e6482a32cdbe0f96bfdd7ecc8d6,1acbc6ad9de5fde58c6faa370d25575a69e6d5fa78a5333762e896801edd812a,1,4.1914541982114315,1,6,0897876dda2b8c8adaf4f59d610b4f3f410c9d3c254565c45c13466eba6211fb,False
G48,1,7d68d5d4ddf7d0c3a07907fab02a1de7031cf6e47ab2056476f3d04b3acdd2a0,1acbc6ad9de5fde58c6faa370d25575a69e6d5fa78a5333762e896801edd812a,1,4.19725991692394,1,7,4fffb5e77728ea2bc3cf6b5394a3c8e3ac363eca20096b7ce85985ef091dec42,False
G48,1,211b572e1e268359001125f96f23264a65ba39b75904ff517d46d2fd055eac5f,1acbc6ad9de5fde58c6faa370d25575a69e6d5fa78a5333762e896801edd812a,1,4.195147748105228,1,8,6b460ccfec10ba9e477dda71ee2ba634d374e3150103516f543a0d199f98d5b2,False
G48,2,1b459da0b64e048bf72751e25add7708ed811e108869dbd3b1e2b768a716ce0c,fa7d22b6e67cda36232c747d31b81cb9bf2b2196082bcad61664926284f6811e,1,3.575720646418631,1,4,2d15aca8fd2cf8b7216556144168d33651d2cdc43a7d84ba096f64a45072f2b4,True
G48,2,99b9f659c71084895bbdeec8232f7c27759dafac67f32569fc6f472894bc9d15,2090429967efe7aca966d1ea16f78977c5f5ae959b6770af682b8a2e171b651b,1,3.58715808019042,1,5,499390edc8a328f15c3aa76229c244c205322f4e360e255529b7764c35f98ef5,False
G48,2,25c720ebc60fa63c3f7fc142534808e2d8ff7475cb34e4a089501e9573be01a7,e0eb2f5dd38a9cab08bd0bc3f7fcf4df31038e6482a32cdbe0f96bfdd7ecc8d6,1,3.57721524592489,1,6,0897876dda2b8c8adaf4f59d610b4f3f410c9d3c254565c45c13466eba6211fb,False
G48,2,c5b7763bdae56a4fb44334c819717df0ec394cd48e2d8602eb93a6a1b5607b4f,7d68d5d4ddf7d0c3a07907fab02a1de7031cf6e47ab2056476f3d04b3acdd2a0,1,3.5709108216688037,1,7,4fffb5e77728ea2bc3cf6b5394a3c8e3ac363eca20096b7ce85985ef091dec42,False
G48,2,0b4852e83ca8866d76d2f6f5ab6940c0058f0e73fea6b63896ef2e64284d665e,211b572e1e268359001125f96f23264a65ba39b75904ff517d46d2fd055eac5f,1,3.5830824095755816,1,8,891f41053f50d26e241d9fdcc25f83fa4449e57dc5bc07bd471c1d738044b311,True
G48,3,0ada458fda6cb8216b65a2c5ef14948badac9e1cc9679ad08390b29b866f4fbf,1b459da0b64e048bf72751e25add7708ed811e108869dbd3b1e2b768a716ce0c,1,3.6315999254584312,1,4,a50e386179205550ac34d43d7dfdf278e415f77d229756dfa5d3890a9077efd6,True
G48,3,e9266fba567b937ea59ad00aa9126eab636a8ddf3970b49974d68a7dc70b765b,99b9f659c71084895bbdeec8232f7c27759dafac67f32569fc6f472894bc9d15,1,3.6298661595210433,1,5,499390edc8a328f15c3aa76229c244c205322f4e360e255529b7764c35f98ef5,False
G48,3,7d3a65ff32570637b2fc0ecbeaa8d3bc1b6b57566712d6865f2dcaad1821456e,25c720ebc60fa63c3f7fc142534808e2d8ff7475cb34e4a089501e9573be01a7,1,3.6246555475518107,1,6,0897876dda2b8c8adaf4f59d610b4f3f410c9d3c254565c45c13466eba6211fb,False
G48,3,b63f9fb1a2a0c4cfea864ec73deb1520d131d910abd6a3f7596140a54a25225e,c5b7763bdae56a4fb44334c819717df0ec394cd48e2d8602eb93a6a1b5607b4f,1,3.6254521561786532,1,7,4fffb5e77728ea2bc3cf6b5394a3c8e3ac363eca20096b7ce85985ef091dec42,False
G48,3,d1355d3d681bf4d920fc1d02aded5e9eda7ac380fc1a01744e4926711d52ab84,0b4852e83ca8866d76d2f6f5ab6940c0058f0e73fea6b63896ef2e64284d665e,1,3.6334857931360602,1,8,891f41053f50d26e241d9fdcc25f83fa4449e57dc5bc07bd471c1d738044b311,False
G48,4,e63345787b7767392ad1fa85531cdec80935765736dd30430475638a8399567b,0ada458fda6cb8216b65a2c5ef14948badac9e1cc9679ad08390b29b866f4fbf,1,3.645096627995372,1,4,17a565ac7046b6abfa8f97ccf70a0fdd1fc7193c0af1968e743487adb869a694,True
G48,4,755b0bfe81ff262e7c6afd75cb5106449cf51c45e785527932ef67774a007dcb,e9266fba567b937ea59ad00aa9126eab636a8ddf3970b49974d68a7dc70b765b,1,3.6522047128528357,1,5,499390edc8a328f15c3aa76229c244c205322f4e360e255529b7764c35f98ef5,False
G48,4,eea61e84879f95b7c193295369dd110024422553f321766cf7bbefce067d4c22,7d3a65ff32570637b2fc0ecbeaa8d3bc1b6b57566712d6865f2dcaad1821456e,1,3.6435051430016756,1,6,0897876dda2b8c8adaf4f59d610b4f3f410c9d3c254565c45c13466eba6211fb,False
G48,4,f788843abe1e8d225aa4d98b9b0b2b9c5f4534ad3385fe6ee863119afa08ea07,b63f9fb1a2a0c4cfea864ec73deb1520d131d910abd6a3f7596140a54a25225e,1,3.6405941201373935,1,7,4fffb5e77728ea2bc3cf6b5394a3c8e3ac363eca20096b7ce85985ef091dec42,False
G48,4,8ecfc9ee92cf004e19cae27c8904616242bd148f5d682859af6904a2c598c68a,d1355d3d681bf4d920fc1d02aded5e9eda7ac380fc1a01744e4926711d52ab84,1,3.638247269205749,1,8,891f41053f50d26e241d9fdcc25f83fa4449e57dc5bc07bd471c1d738044b311,False
G48,5,85652ee2cef8a9271e5ba5db7f765c89c2af1137f92daed20ebbf78cc88ed34b,e63345787b7767392ad1fa85531cdec80935765736dd30430475638a8399567b,1,3.727418945170939,1,4,d25f055a3baa3ffc1cfde5b8960a0c5a086c00114b7bfa8c5e76d508ec870d94,True
G48,5,a86e10239b97979e1b6c10e84f5d64f19332e78114746b06181acc0e33ea740f,755b0bfe81ff262e7c6afd75cb5106449cf51c45e785527932ef67774a007dcb,1,3.7248913580551744,1,5,499390edc8a328f15c3aa76229c244c205322f4e360e255529b7764c35f98ef5,False
G48,5,581b2d2ccc077ce57fdd4da17b2fad6bd5e9ae8084d69b687b4c3e75074898e4,eea61e84879f95b7c193295369dd110024422553f321766cf7bbefce067d4c22,1,3.7141756657510996,1,6,0897876dda2b8c8adaf4f59d610b4f3f410c9d3c254565c45c13466eba6211fb,False
G48,5,213a13c562d82594576826f016bd5a4827e1ec72bcf7b5851875653612822911,f788843abe1e8d225aa4d98b9b0b2b9c5f4534ad3385fe6ee863119afa08ea07,1,3.7163328966125846,1,7,4fffb5e77728ea2bc3cf6b5394a3c8e3ac363eca20096b7ce85985ef091dec42,False
G48,5,c4c37948fa5805dfa34afd4f66ded80b660814f70de99953ca57e32cc56e7da7,8ecfc9ee92cf004e19cae27c8904616242bd148f5d682859af6904a2c598c68a,1,3.7189307659864426,1,8,891f41053f50d26e241d9fdcc25f83fa4449e57dc5bc07bd471c1d738044b311,False
G48,6,c9356c214bd02a9c4e389416ab6d33861097173466b03f59163a7f59641f3d1d,85652ee2cef8a9271e5ba5db7f765c89c2af1137f92daed20ebbf78cc88ed34b,1,3.7844036733731627,1,4,b6737635284975ba2234fb267bf3c40e224eddca3838a2f1e1b994f73bd6dab7,True
G48,6,ef249417b6f0fc89461a21397a81e859ebe5dd2df1a8ce750926771b94fa4e1a,a86e10239b97979e1b6c10e84f5d64f19332e78114746b06181acc0e33ea740f,1,3.7856113836169243,1,5,499390edc8a328f15c3aa76229c244c205322f4e360e255529b7764c35f98ef5,False
G48,6,017d82e0b35df4730a5767ff7ec5035e8c4c7b391357c413904fdaea5889bfc8,581b2d2ccc077ce57fdd4da17b2fad6bd5e9ae8084d69b687b4c3e75074898e4,1,3.7810687413439155,1,6,0897876dda2b8c8adaf4f59d610b4f3f410c9d3c254565c45c13466eba6211fb,False
G48,6,66a430293aac1de43987d710208ba3d7a726f6836f583a88e079820c2d4384c1,213a13c562d82594576826f016bd5a4827e1ec72bcf7b5851875653612822911,1,3.794576141051948,1,7,4fffb5e77728ea2bc3cf6b5394a3c8e3ac363eca20096b7ce85985ef091dec42,False
G48,6,036eb935f92d5792c46f282a7ed66f79f69d5e70dae03700c38926a4b7ecf399,c4c37948fa5805dfa34afd4f66ded80b660814f70de99953ca57e32cc56e7da7,1,3.780972322449088,1,8,891f41053f50d26e241d9fdcc25f83fa4449e57dc5bc07bd471c1d738044b311,False
G48,7,05806d5375c3d0fca34f243d7886819369e9bdd216263dc1ec282b6d3eb05de7,c9356c214bd02a9c4e389416ab6d33861097173466b03f59163a7f59641f3d1d,1,3.753591780550778,1,4,4b34f743c666d741b4d7a2306e9d38412bb196060df057256c53149db20fb2d8,True
G48,7,6f3ad524f8e0873c7e2755b3c8d9b24971c3c2ae548bdb34985d5b45dd9ae9c7,ef249417b6f0fc89461a21397a81e859ebe5dd2df1a8ce750926771b94fa4e1a,1,3.756301431916654,1,5,499390edc8a328f15c3aa76229c244c205322f4e360e255529b7764c35f98ef5,False
G48,7,549b66a4dcad6a5c895c0dfdbe0f6d2412ed19991674e70c2877e25aacf729cc,017d82e0b35df4730a5767ff7ec5035e8c4c7b391357c413904fdaea5889bfc8,1,3.7547181490808725,1,6,0897876dda2b8c8adaf4f59d610b4f3f410c9d3c254565c45c13466eba6211fb,False
G48,7,0c8b8a9b72c45273f8dd63378f80bae8464d4fe0e57a5d3852d187ca3a7d30d6,66a430293aac1de43987d710208ba3d7a726f6836f583a88e079820c2d4384c1,1,3.7583248000591993,1,7,4fffb5e77728ea2bc3cf6b5394a3c8e3ac363eca20096b7ce85985ef091dec42,False
G48,7,64b9889df38cc6f7b736c700f399e9853ecb9eb54e6c3317d5011a6b3688d47c,036eb935f92d5792c46f282a7ed66f79f69d5e70dae03700c38926a4b7ecf399,1,3.7538693165406585,1,8,891f41053f50d26e241d9fdcc25f83fa4449e57dc5bc07bd471c1d738044b311,False
G48,8,5f516e2e4afa1d449e9bb060bfe52747254e75d2e8cccc9c81e0dc50a2978d13,05806d5375c3d0fca34f243d7886819369e9bdd216263dc1ec282b6d3eb05de7,1,3.8334921915084124,1,4,73f8da719dadf88e58a7e46c1b7c7c4f0160bc32c38c0398252b956212325e5f,True
G48,8,54fe997885e4f4fdfabd6c570362b5d52fa03ff0afef30c2a16238a3346ad779,6f3ad524f8e0873c7e2755b3c8d9b24971c3c2ae548bdb34985d5b45dd9ae9c7,1,3.82755090482533,1,5,499390edc8a328f15c3aa76229c244c205322f4e360e255529b7764c35f98ef5,False
G48,8,0a271920df84252dfd3818a48428afb50e8d1b4832b999b5a13d4aca2c1e7e37,549b66a4dcad6a5c895c0dfdbe0f6d2412ed19991674e70c2877e25aacf729cc,1,3.8335533449426293,1,6,0897876dda2b8c8adaf4f59d610b4f3f410c9d3c254565c45c13466eba6211fb,False
G48,8,5650d3f740f8c957eb7151730fe7662e8da4e6eb5e8b2cfd5f0208bb5b89d7c9,0c8b8a9b72c45273f8dd63378f80bae8464d4fe0e57a5d3852d187ca3a7d30d6,1,3.8320386949926615,1,7,4fffb5e77728ea2bc3cf6b5394a3c8e3ac363eca20096b7ce85985ef091dec42,False
G48,8,a7066aacecd76dd95c670089f668e8c03dfdf3daded77842df8c1eca3bbb9bad,64b9889df38cc6f7b736c700f399e9853ecb9eb54e6c3317d5011a6b3688d47c,1,3.8329251557588577,1,8,891f41053f50d26e241d9fdcc25f83fa4449e57dc5bc07bd471c1d738044b311,False
G48,9,2cc2d3aa6064722c9eca53038a8a3a34f42ac273dc1f0634bfa3b41e37db5ec1,5f516e2e4afa1d449e9bb060bfe52747254e75d2e8cccc9c81e0dc50a2978d13,1,3.4595984276384115,1,4,0e000aa2fb8811d5e0dd94d55796c8c7379e19f93d336bcd927760692bf6e142,True
G48,9,85ceccdc891c5d7cac3d0da10fefa829a145e94d2af87b0bb7ad67d89b0ed39f,54fe997885e4f4fdfabd6c570362b5d52fa03ff0afef30c2a16238a3346ad779,1,3.459086892195046,1,5,499390edc8a328f15c3aa76229c244c205322f4e360e255529b7764c35f98ef5,False
G48,9,d2cb57f0fb9ee32c27238a97132a8b9c7e80071fb97cbf0aabc6408ae5a8da72,0a271920df84252dfd3818a48428afb50e8d1b4832b999b5a13d4aca2c1e7e37,1,3.4629811802878976,1,6,0897876dda2b8c8adaf4f59d610b4f3f410c9d3c254565c45c13466eba6211fb,False
G48,9,c4319f60a2316f77f29c22a2e1a4394376ea7726c4185d6b394fe97510c2e4bc,5650d3f740f8c957eb7151730fe7662e8da4e6eb5e8b2cfd5f0208bb5b89d7c9,1,3.465074710547924,1,7,4fffb5e77728ea2bc3cf6b5394a3c8e3ac363eca20096b7ce85985ef091dec42,False
G48,9,55d964fd9d38373ceeb771d6144c418fa80e95724191fdf348495de5a760fc3f,a7066aacecd76dd95c670089f668e8c03dfdf3daded77842df8c1eca3bbb9bad,1,3.4617285365238786,1,8,891f41053f50d26e241d9fdcc25f83fa4449e57dc5bc07bd471c1d738044b311,False
G48,10,f38200b937fcae3d15d5fa760210f31fe65f48a1613f6ba4a1caac56bf7ec0bd,2cc2d3aa6064722c9eca53038a8a3a34f42ac273dc1f0634bfa3b41e37db5ec1,1,3.7479839166626334,1,4,de6ddcf25bf381d751919b3455995c11b7f990b10c446731094bc4d5f8ae94b9,True
G48,10,733af423dfb922bcf1a9bb934cf279154d34bea43e968139fd0f0b8fbaabf116,85ceccdc891c5d7cac3d0da10fefa829a145e94d2af87b0bb7ad67d89b0ed39f,1,3.7451179726049304,1,5,499390edc8a328f15c3aa76229c244c205322f4e360e255529b7764c35f98ef5,False
G48,10,b67ef4a404788a9332961cd76e914f0552111f8d1a6c52e989777cd2bfb010ee,d2cb57f0fb9ee32c27238a97132a8b9c7e80071fb97cbf0aabc6408ae5a8da72,1,3.748062741011381,1,6,0897876dda2b8c8adaf4f59d610b4f3f410c9d3c254565c45c13466eba6211fb,False
G48,10,6d97479aaa3d1f2df0584e70cb60cd44f6a5e002307426445f225b4b34427128,c4319f60a2316f77f29c22a2e1a4394376ea7726c4185d6b394fe97510c2e4bc,1,3.745690079405904,1,7,4fffb5e77728ea2bc3cf6b5394a3c8e3ac363eca20096b7ce85985ef091dec42,False
G48,10,b90ead0413d9ec62e2a608e50dad64ce02b3d446647f84b1757d86fbf8b192de,55d964fd9d38373ceeb771d6144c418fa80e95724191fdf348495de5a760fc3f,1,3.744571229442954,1,8,d3c6e854bbebdd14058fcc3efe5f1c133cc9d57b32959167395893b504a196af,True
C4,1,fa7d22b6e67cda36232c747d31b81cb9bf2b2196082bcad61664926284f6811e,1acbc6ad9de5fde58c6faa370d25575a69e6d5fa78a5333762e896801edd812a,1,4.201238886453211,1,4,3d33f44b13688fb3c18db8eb4d8be5cc6509aea161c96bed254e89240f265015,True
C4,1,2090429967efe7aca966d1ea16f78977c5f5ae959b6770af682b8a2e171b651b,1acbc6ad9de5fde58c6faa370d25575a69e6d5fa78a5333762e896801edd812a,1,4.212157792411745,1,5,499390edc8a328f15c3aa76229c244c205322f4e360e255529b7764c35f98ef5,False
C4,1,e0eb2f5dd38a9cab08bd0bc3f7fcf4df31038e6482a32cdbe0f96bfdd7ecc8d6,1acbc6ad9de5fde58c6faa370d25575a69e6d5fa78a5333762e896801edd812a,1,4.202561470679939,1,6,0897876dda2b8c8adaf4f59d610b4f3f410c9d3c254565c45c13466eba6211fb,False
C4,1,7d68d5d4ddf7d0c3a07907fab02a1de7031cf6e47ab2056476f3d04b3acdd2a0,1acbc6ad9de5fde58c6faa370d25575a69e6d5fa78a5333762e896801edd812a,1,4.202760513871908,1,7,4fffb5e77728ea2bc3cf6b5394a3c8e3ac363eca20096b7ce85985ef091dec42,False
C4,1,211b572e1e268359001125f96f23264a65ba39b75904ff517d46d2fd055eac5f,1acbc6ad9de5fde58c6faa370d25575a69e6d5fa78a5333762e896801edd812a,1,4.201471389271319,1,8,6b460ccfec10ba9e477dda71ee2ba634d374e3150103516f543a0d199f98d5b2,False
C4,2,1b459da0b64e048bf72751e25add7708ed811e108869dbd3b1e2b768a716ce0c,fa7d22b6e67cda36232c747d31b81cb9bf2b2196082bcad61664926284f6811e,1,3.586874771863222,1,4,af3e9975e74a015888cb633d03f300f36693f3ea0b5afc71e61666905933ec24,True
C4,2,5c4d05d885b88268a88bf6d6a144819f419a1adb98c32ad9363af4545b459a9c,2090429967efe7aca966d1ea16f78977c5f5ae959b6770af682b8a2e171b651b,1,3.5779943708330393,1,5,499390edc8a328f15c3aa76229c244c205322f4e360e255529b7764c35f98ef5,False
C4,2,e0c06d62523ac2fe69050b55f30a45fb2288ac4efd3f6c38e078fd5b507eb10f,e0eb2f5dd38a9cab08bd0bc3f7fcf4df31038e6482a32cdbe0f96bfdd7ecc8d6,1,3.581983189098537,1,6,0897876dda2b8c8adaf4f59d610b4f3f410c9d3c254565c45c13466eba6211fb,False
C4,2,460a353d36cd179735c9c076c355201dbfe4f41160145d2bf8e1d02c868af92d,7d68d5d4ddf7d0c3a07907fab02a1de7031cf6e47ab2056476f3d04b3acdd2a0,1,3.58422776684165,1,7,4fffb5e77728ea2bc3cf6b5394a3c8e3ac363eca20096b7ce85985ef091dec42,False
C4,2,757ba73c0ca5699b83dd8a85df994e1a66a059944acde246d6ba295e4da4942e,211b572e1e268359001125f96f23264a65ba39b75904ff517d46d2fd055eac5f,1,3.5811730455607176,1,8,6b460ccfec10ba9e477dda71ee2ba634d374e3150103516f543a0d199f98d5b2,False
C4,3,0ada458fda6cb8216b65a2c5ef14948badac9e1cc9679ad08390b29b866f4fbf,1b459da0b64e048bf72751e25add7708ed811e108869dbd3b1e2b768a716ce0c,1,3.6349865878000855,1,4,0ed824558d37d6894138834dc7a9a380e2e02fcb3be305abb327ac7abafce255,True
C4,3,8a0feba091cbc1e1e3a0b0215f40b60d7115602baa186ed9f78668b9b408ae06,5c4d05d885b88268a88bf6d6a144819f419a1adb98c32ad9363af4545b459a9c,1,3.6334743769839406,1,5,499390edc8a328f15c3aa76229c244c205322f4e360e255529b7764c35f98ef5,False
C4,3,758e9ec3b8e56f9284ce5214a639f9c47494270efd772392988fc2badebd20f1,e0c06d62523ac2fe69050b55f30a45fb2288ac4efd3f6c38e078fd5b507eb10f,1,3.635235999710858,1,6,0897876dda2b8c8adaf4f59d610b4f3f410c9d3c254565c45c13466eba6211fb,False
C4,3,8150bf617f246f6945aefc03582f236eac037a62a89d7df5d7cd1907bb21a6df,460a353d36cd179735c9c076c355201dbfe4f41160145d2bf8e1d02c868af92d,1,3.636828377842903,1,7,4fffb5e77728ea2bc3cf6b5394a3c8e3ac363eca20096b7ce85985ef091dec42,False
C4,3,9b3facacb3deac805b977fd4a448932a5cb9335bf7bc30902831e894fab3c586,757ba73c0ca5699b83dd8a85df994e1a66a059944acde246d6ba295e4da4942e,1,3.634037653915584,1,8,6b460ccfec10ba9e477dda71ee2ba634d374e3150103516f543a0d199f98d5b2,False
C4,4,e63345787b7767392ad1fa85531cdec80935765736dd30430475638a8399567b,0ada458fda6cb8216b65a2c5ef14948badac9e1cc9679ad08390b29b866f4fbf,1,3.651796883903444,1,4,084270597dad22018690f1d811b13c0b0754f1cbbeade4f625e1509263daf1c6,True
C4,4,30ce5e059d812172c6b3aeb073c91733cd454905425594eb8ef734cf126ccbc2,8a0feba091cbc1e1e3a0b0215f40b60d7115602baa186ed9f78668b9b408ae06,1,3.6455138716846704,1,5,499390edc8a328f15c3aa76229c244c205322f4e360e255529b7764c35f98ef5,False
C4,4,d4cdcf99023683490d5f70bc7e2eeadd41690268626ad4c8a60eb406675e0996,758e9ec3b8e56f9284ce5214a639f9c47494270efd772392988fc2badebd20f1,1,3.65125104598701,1,6,0897876dda2b8c8adaf4f59d610b4f3f410c9d3c254565c45c13466eba6211fb,False
C4,4,dbf8c55c5c1ee218e388d1b7e00018e36557b551c4907e1e18b643352f088d30,8150bf617f246f6945aefc03582f236eac037a62a89d7df5d7cd1907bb21a6df,1,3.6502017164602876,1,7,4fffb5e77728ea2bc3cf6b5394a3c8e3ac363eca20096b7ce85985ef091dec42,False
C4,4,72eeaa80f5486648a61fdb4a546b32bb2199c8b4b43878f2aa5f589dd4383a64,9b3facacb3deac805b977fd4a448932a5cb9335bf7bc30902831e894fab3c586,1,3.6560531985014677,1,8,6b460ccfec10ba9e477dda71ee2ba634d374e3150103516f543a0d199f98d5b2,False
C4,5,85652ee2cef8a9271e5ba5db7f765c89c2af1137f92daed20ebbf78cc88ed34b,e63345787b7767392ad1fa85531cdec80935765736dd30430475638a8399567b,1,3.721130152232945,1,4,a9e896b8f71f4c15373daa22ec18c44e212e5c1ce13cc4e0b654299d2c81bbb7,True
C4,5,2d102370e78623efa1e666caa42132cb98800f568d439b8b5dbc8f9a4d4e9f8e,30ce5e059d812172c6b3aeb073c91733cd454905425594eb8ef734cf126ccbc2,1,3.7204409213736653,1,5,499390edc8a328f15c3aa76229c244c205322f4e360e255529b7764c35f98ef5,False
C4,5,d50ce4b1e77c189b0b9e6bab18008ee8da561631b75d54b172030a2732cbc1d8,d4cdcf99023683490d5f70bc7e2eeadd41690268626ad4c8a60eb406675e0996,1,3.720004520379007,1,6,0897876dda2b8c8adaf4f59d610b4f3f410c9d3c254565c45c13466eba6211fb,False
C4,5,d6e19afc84a21b546fc02f7d3e2a6f885563f2f0002256d72d751e24ae445a9f,dbf8c55c5c1ee218e388d1b7e00018e36557b551c4907e1e18b643352f088d30,1,3.7199601773172617,1,7,4fffb5e77728ea2bc3cf6b5394a3c8e3ac363eca20096b7ce85985ef091dec42,False
C4,5,bc103e19a5beedcbfd22c119c507716fe3071fe2cbc7de4939f07ba7fd706353,72eeaa80f5486648a61fdb4a546b32bb2199c8b4b43878f2aa5f589dd4383a64,1,3.7222320856526494,1,8,6b460ccfec10ba9e477dda71ee2ba634d374e3150103516f543a0d199f98d5b2,False
C4,6,c9356c214bd02a9c4e389416ab6d33861097173466b03f59163a7f59641f3d1d,85652ee2cef8a9271e5ba5db7f765c89c2af1137f92daed20ebbf78cc88ed34b,1,3.7944942004978657,1,4,b008b6f75759e04a8749073c1ec7757dc61883a07d20c50c90106a97db6ab940,True
C4,6,b6165ab521b1a673e518c4fd97fb11b6bff6531705bee5783c15a697760832e1,2d102370e78623efa1e666caa42132cb98800f568d439b8b5dbc8f9a4d4e9f8e,1,3.7908467166125774,1,5,499390edc8a328f15c3aa76229c244c205322f4e360e255529b7764c35f98ef5,False
C4,6,55e5a7de5d6db4d8d8ab97b79fb571b9e3b9cdff695313c7e8114be1dfd065f2,d50ce4b1e77c189b0b9e6bab18008ee8da561631b75d54b172030a2732cbc1d8,1,3.79331973195076,1,6,0897876dda2b8c8adaf4f59d610b4f3f410c9d3c254565c45c13466eba6211fb,False
C4,6,f1037487f3532f604604e6014373b09170a521e2363627ef2c93ed4305066b85,d6e19afc84a21b546fc02f7d3e2a6f885563f2f0002256d72d751e24ae445a9f,1,3.792067996226251,1,7,4fffb5e77728ea2bc3cf6b5394a3c8e3ac363eca20096b7ce85985ef091dec42,False
C4,6,c0204d2de5c07df37742db64567407aca405dd1c57a75a4e1b8121d550ac1322,bc103e19a5beedcbfd22c119c507716fe3071fe2cbc7de4939f07ba7fd706353,1,3.794608195312321,1,8,6b460ccfec10ba9e477dda71ee2ba634d374e3150103516f543a0d199f98d5b2,False
C4,7,05806d5375c3d0fca34f243d7886819369e9bdd216263dc1ec282b6d3eb05de7,c9356c214bd02a9c4e389416ab6d33861097173466b03f59163a7f59641f3d1d,1,3.7593521224334836,1,4,c0e6fd74644cacd3e7c75da198eb09fb13a8369166162a25636a6bd9ce05644b,True
C4,7,03fc170d00ed29ef7fca06221870670ebd40e1fb331fffb4e6701c14701072a8,b6165ab521b1a673e518c4fd97fb11b6bff6531705bee5783c15a697760832e1,1,3.762084975838661,1,5,499390edc8a328f15c3aa76229c244c205322f4e360e255529b7764c35f98ef5,False
C4,7,a09ce199330865a1590c6f6d8616d21d6218ea5a161706a617ffdd736a285d0e,55e5a7de5d6db4d8d8ab97b79fb571b9e3b9cdff695313c7e8114be1dfd065f2,1,3.764543253928423,1,6,0897876dda2b8c8adaf4f59d610b4f3f410c9d3c254565c45c13466eba6211fb,False
C4,7,1fadb77b26141daf158fe3ec1f4a0b625ddc082b3ce2d3fd73feb8806a6ba5a8,f1037487f3532f604604e6014373b09170a521e2363627ef2c93ed4305066b85,1,3.760632960125804,1,7,4fffb5e77728ea2bc3cf6b5394a3c8e3ac363eca20096b7ce85985ef091dec42,False
C4,7,0ae50d51b97e288a57b3a554a2cf4d79f51dd8633785deec713acbdee18755ae,c0204d2de5c07df37742db64567407aca405dd1c57a75a4e1b8121d550ac1322,1,3.761554260738194,1,8,6b460ccfec10ba9e477dda71ee2ba634d374e3150103516f543a0d199f98d5b2,False
C4,8,5f516e2e4afa1d449e9bb060bfe52747254e75d2e8cccc9c81e0dc50a2978d13,05806d5375c3d0fca34f243d7886819369e9bdd216263dc1ec282b6d3eb05de7,1,3.838287121616304,1,4,c6031a56eb2b3dddde4950aba76915def830fd18f54480b6291d8737e784c13b,True
