arm,batch,path,layer,targets,Adam,loss,clamp,solve,key,seconds,target_seconds,key_seconds,solve_seconds,input_state,output_state,evidence,evidence_sha,evidence_bytes
F48,1,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/F48/attempt-v1/output/B001/episode/fits/000-L4/receipt.json,4,100,2400,2500,2400,1,1,286.59898862894624,276.37585044652224,4.248376922681928,0.15127819124609232,cecd4a95bf5343b2bad2d5cfa39ac285174d139f8161f5ae4ae53e24dde7b286,43fe5eb0dd98723cb1b54480c52b025998de11ef3092d25f90616a4e682c5f90,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/F48/attempt-v1/output/B001/episode/fits/000-L4/native-evidence.pt,65de36b5091b8a7e8cba2d00714720274f39b063714183efc1256ed99b1041f1,17897237
F48,1,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/F48/attempt-v1/output/B001/episode/fits/001-L8/receipt.json,8,100,864,964,852,1,1,107.39188658446074,97.44244187232107,4.222877491265535,0.12009516544640064,870dab65cdd1ef62442b9e5b50a4f36acf61e1568222e4c7b26891d1979bc2d6,c5b614356cd1d3cde1040f6dd2ef72b5121a6e243a4dfff62f853fffc2201155,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/F48/attempt-v1/output/B001/episode/fits/001-L8/native-evidence.pt,d4a278eb5823d0430702020b1a2055c53575b85b0906ea753019acfd4336df47,17553941
F48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/F48/attempt-v1/output/B002/episode/fits/000-L4/receipt.json,4,100,2400,2500,2400,1,1,298.6746608596295,289.28710800316185,3.6091678896918893,0.11998909991234541,322c35d49b5a852357ee2683dd54cecf530737fee8139fd4f88df00e0b0e84d3,b14d0f972115b8a14b82eaebd8c39dca789cff38bae1711b1acda958f23a3dd4,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/F48/attempt-v1/output/B002/episode/fits/000-L4/native-evidence.pt,a9573c3daecf2602af005435d8d2b2d9453b5fd598b80d62a05d8704ec80f34f,17897237
F48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/F48/attempt-v1/output/B002/episode/fits/001-L8/receipt.json,8,100,528,628,523,1,1,75.59271198511124,66.563307126984,3.607195222750306,0.12010514177381992,8307b1ab9d78b946b1c2a037779ea8ed42dfff28ecab15a5a17b36145f44db55,660f59e0bbdb95c746f3621edabc21101e9adf8473078b877474d237f59e64a4,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/F48/attempt-v1/output/B002/episode/fits/001-L8/native-evidence.pt,517b9789356b3fe240274e0b709fc88f75b51632b9296ba57c4610f2b61995a9,17479317
F48,3,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/F48/attempt-v1/output/B003/episode/fits/000-L4/receipt.json,4,100,2376,2476,2376,1,1,285.1598785845563,277.55396242439747,3.652783473022282,0.11990379355847836,aeebe2d8a8d853018d5b7f5bc58bee0563fecb4534d85efa4f54c2801edf0ad7,1acd098b2c73ff3f6a596556994bc1e693667d0dad60a20c958ad7687b3b0b4b,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/F48/attempt-v1/output/B003/episode/fits/000-L4/native-evidence.pt,684a030717ef28ad06bf130e1d75e994f673a34bc6a6ee6ca13ba7cbea786113,17891925
F48,3,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/F48/attempt-v1/output/B003/episode/fits/001-L8/receipt.json,8,100,528,628,523,1,1,73.62876276858151,64.09475480299443,3.6592551935464144,0.12013071030378342,c870a66a54ca733bba77cefceaa5f35f597c6e424e65c4a16925b5ea8d60877a,e48186a1b2cbc6d0db73e18358aa8d4b41b26d45095d7e4bac6b016b6242b75e,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/F48/attempt-v1/output/B003/episode/fits/001-L8/native-evidence.pt,77c60a327d2e83c8fd7e4d115507e98a59801a3b7a41c99ae885e5f26231d005,17479317
F48,4,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/F48/attempt-v1/output/B004/episode/fits/000-L4/receipt.json,4,100,2400,2500,2400,1,1,298.0680753523484,288.6817902531475,3.674331576563418,0.12010109424591064,e73de5bfcfd655266a90c3a32689c883e2d6ec857781efeadcdefbd39432db55,5e5eaf2ebca2ecb45572c599a723d006ccbbcd861a00445b9ea0d52f82f9add0,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/F48/attempt-v1/output/B004/episode/fits/000-L4/native-evidence.pt,92f0ac9e3633c4aad3b527fe6fca2bf01f774d01cf5e387d64687a994b3a5a7c,17897237
F48,4,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/F48/attempt-v1/output/B004/episode/fits/001-L8/receipt.json,8,100,336,436,323,1,1,53.49729478172958,44.23420418146998,3.682107542641461,0.1200802605599165,d7809bc8c89e9cf87285d3ba7275dd8b0cd67a3db862a802f530553787be04dd,305b15d7ffb841be5d1cdc3b983d64f8af7bd24975d3facf79893c5e51307989,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/F48/attempt-v1/output/B004/episode/fits/001-L8/native-evidence.pt,1712ebd72cb16aad16a464340849342b9d9f721c878747090848c433c04b5d30,17436117
F48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/F48/attempt-v1/output/B005/episode/fits/000-L4/receipt.json,4,100,2400,2500,2398,1,1,292.41976742539555,282.76121935620904,3.753521306440234,0.12015603762120008,5c6fa9b2e8059e6f6f71aef3c4febd5f72346104bb75a70d5ffed660588b840d,8ec9f2eba4e8d57f21fa85a2e16afd3f1baabc8dd78bb5b3065af3379ce1ab9d,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/F48/attempt-v1/output/B005/episode/fits/000-L4/native-evidence.pt,a7987f61a8b7eaa3e45512b0a3f502051af0344cbce3939deb07fb57e03808f7,17897173
F48,5,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/F48/attempt-v1/output/B005/episode/fits/001-L8/receipt.json,8,100,240,340,237,1,1,43.95083392225206,34.523907005786896,3.7509394576773047,0.1200754614546895,91a35dd9c48841302f69f37113d4da01885bc50f29a0c90c3645f878e55db621,2c273be3bc741e471d246aa78037a3c9af9592cc60109eb40df4362d2f25c0dd,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/F48/attempt-v1/output/B005/episode/fits/001-L8/native-evidence.pt,16113fceda7737f38dd51a28e841b63afddf9fe9501fe1d7e4276d0b4bc4b3ac,17415189
F48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/F48/attempt-v1/output/B006/episode/fits/000-L4/receipt.json,4,100,2400,2500,2400,1,1,295.144065245986,286.28132950887084,3.8194020465016365,0.11993662361055613,673ad325f04300a8afbfbfff6aa418dc6672db94ba07c64ba219aab2ff2feaa4,540c2b944fcc85dbc885070a1fcbdc1123427bd3859808f6a957c49cf0527bba,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/F48/attempt-v1/output/B006/episode/fits/000-L4/native-evidence.pt,939cb5d2723ed858c95193fb3079a4be00adfc555efc266d10555076f77e12eb,17897237
F48,6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/F48/attempt-v1/output/B006/episode/fits/001-L8/receipt.json,8,100,264,364,261,1,1,42.532029120251536,34.2022996423766,3.8114502243697643,0.12003299128264189,a7ee374361ecc0f2ff1455495da3e6f8dd66a2b1a3a6d988a9614b9cb842eabc,df67933e624d39c43d9e1cc941d24820c6fd298c2839c1e14cd1e2fb5a8786a4,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/F48/attempt-v1/output/B006/episode/fits/001-L8/native-evidence.pt,830038bed431a313efca26b51bd93c865dd8a6f6fa6b41f706869529a6fbf75a,17420565
F48,7,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/F48/attempt-v1/output/B007/episode/fits/000-L4/receipt.json,4,100,2400,2500,2400,1,1,295.24927923455834,285.6709031853825,3.7887210734188557,0.1200485983863473,1a59b101fd14e9c7394e59df15c882afdbff71d9535ae35c7b4927f8a8739339,a94099ea8172ced0d7cdc6e203fa712d065bafef09ef35e4ba3eb152abc64c84,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/F48/attempt-v1/output/B007/episode/fits/000-L4/native-evidence.pt,f87f19c0c4293b72c30207bbfde40129d457b7b18756cc697f21945ccb778c96,17897237
F48,7,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/F48/attempt-v1/output/B007/episode/fits/001-L8/receipt.json,8,100,288,388,277,1,1,50.07729668263346,40.18295981083065,3.787757756188512,0.11998183000832796,ed2cb6415741f39475714ca66eed482bddaaef69435534e2f3421c7cf0b20794,b3a718b74c9e4cdc93971a1465bad25b5ce38eebceaad00fa43339c43cd68973,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/F48/attempt-v1/output/B007/episode/fits/001-L8/native-evidence.pt,4e0c9b597f06559838d917a78f8d9d86092c14c6abd5ea66f802fa94a3de5b94,17425493
F48,8,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/F48/attempt-v1/output/B008/episode/fits/000-L4/receipt.json,4,100,2400,2500,2400,1,1,297.9558420004323,288.1821620138362,3.8644829969853163,0.11998273618519306,6246c8de48d9533ab497304b93f01d84f4ac74d2b6fb521d0493d77e93f02947,df718ed394780b2dffad369b14376c49b639e650f2ed2e54fcad5516edea0f7c,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/F48/attempt-v1/output/B008/episode/fits/000-L4/native-evidence.pt,4cbc1604992044ec7df80300a466bc3de86c9c168773d0fe1c80b69eaddf964d,17897237
F48,8,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/F48/attempt-v1/output/B008/episode/fits/001-L8/receipt.json,8,100,336,436,336,1,1,54.739141943864524,45.067469268105924,3.862796116620302,0.12009717710316181,14eb072ae55a2332f0fd35115d3669e1571f280af38fddaa628d535afc2e4a19,21ceca70e593d8b540e36d7a2dd54fa502bba0c741fc54ecc784b67e8913d7a9,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/F48/attempt-v1/output/B008/episode/fits/001-L8/native-evidence.pt,eeb9da6bd6cd00646c89538f96bd7679a7ee389f6224faf8d61d6c1eef69e919,17436757
F48,9,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/F48/attempt-v1/output/B009/episode/fits/000-L4/receipt.json,4,100,2400,2500,2394,1,1,285.1438800310716,276.60171106271446,3.489541495218873,0.11993435677140951,587ac1327ab26828605818345bc456a6ca087edadaced6d9d5dfc4fdc6c23f39,b7e470ac2aa4b12aada42719af68fd323b9701f5765d440b2119e6d62e9a06c1,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/F48/attempt-v1/output/B009/episode/fits/000-L4/native-evidence.pt,5d8f6a86f8cf14125c047d8129fa47169a4f8f6372102d42858ade77ba51b41e,17896981
F48,9,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/F48/attempt-v1/output/B009/episode/fits/001-L8/receipt.json,8,100,312,412,308,1,1,50.324581960216165,40.76233336236328,3.49823696911335,0.11991523299366236,23451ec9870480e705dacdde56f65c8f40b624306e98ad139aa1c82e6199e720,735d8af7e5b3bea76b0c20521a80771d6d380b1d2f443b59a810bd3e132e1520,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/F48/attempt-v1/output/B009/episode/fits/001-L8/native-evidence.pt,e28f630a5f93e356870815f49e80b0a60c594f8687fb0af2c6d78b2ea0a10497,17431189
F48,10,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/F48/attempt-v1/output/B010/episode/fits/000-L4/receipt.json,4,100,2400,2500,2400,1,1,293.3920632544905,283.8350196937099,3.7801142912358046,0.11997992731630802,1aed0968a1454cbbb3411084084e3adfa92026cc636c4c559583ef2f209f55bc,ef523778037430e9a32bb615751f475e55457ce7b4efaabd320aca6ea655cb79,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/F48/attempt-v1/output/B010/episode/fits/000-L4/native-evidence.pt,62ac24ec56413125879ccb5de6acbce7148749974b9100ce6988d7743ad1f741,17897237
F48,10,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/F48/attempt-v1/output/B010/episode/fits/001-L8/receipt.json,8,100,240,340,240,1,1,45.41489826422185,35.77245360799134,3.7765799639746547,0.1200870368629694,e55e9f973c2abf80861aa6b994490d756634d4d860094fa839b8c6cac505d7ab,315c2d822f3bf25dc29a64afe1e1f2f82306361f07acf9d4cbe01057e55bfede,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/F48/attempt-v1/output/B010/episode/fits/001-L8/native-evidence.pt,176b0b3dee0c097d816942802e4a8093b55656c2ee0c8f8b1ce9b86448a9449a,17415317
G48,1,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/G48/attempt-v1/output/B001/episode/fits/000-L4/receipt.json,4,100,2400,2500,2400,1,1,288.7589284013957,278.03509937319905,4.243967573158443,0.1650290684774518,cecd4a95bf5343b2bad2d5cfa39ac285174d139f8161f5ae4ae53e24dde7b286,43fe5eb0dd98723cb1b54480c52b025998de11ef3092d25f90616a4e682c5f90,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/G48/attempt-v1/output/B001/episode/fits/000-L4/native-evidence.pt,65de36b5091b8a7e8cba2d00714720274f39b063714183efc1256ed99b1041f1,17897237
G48,1,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/G48/attempt-v1/output/B001/episode/fits/001-L8/receipt.json,8,100,864,964,852,1,1,108.54232444334775,98.25176414195448,4.233261227607727,0.12003226298838854,870dab65cdd1ef62442b9e5b50a4f36acf61e1568222e4c7b26891d1979bc2d6,c5b614356cd1d3cde1040f6dd2ef72b5121a6e243a4dfff62f853fffc2201155,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/G48/attempt-v1/output/B001/episode/fits/001-L8/native-evidence.pt,d4a278eb5823d0430702020b1a2055c53575b85b0906ea753019acfd4336df47,17553941
G48,1,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/G48/attempt-v1/output/B001/episode/fits/002-L8/receipt.json,8,100,0,100,0,1,1,18.202124972827733,7.6835802076384425,4.230689722113311,0.11993295326828957,43fe5eb0dd98723cb1b54480c52b025998de11ef3092d25f90616a4e682c5f90,217e994a060d32699f78016d191ccf4c53a48cc7e836f8ec5ff72e86ceb16405,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/G48/attempt-v1/output/B001/episode/fits/002-L8/native-evidence.pt,15c4cb0196a73971564da4891eb7b21cfe04a1cf7ffd19e0541dd1feb3daa836,17361749
G48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/G48/attempt-v1/output/B002/episode/fits/000-L4/receipt.json,4,100,2400,2500,2400,1,1,299.0056162821129,289.59792330209166,3.6041442155838013,0.12005397118628025,9e7a08f589c8b37d6f64abba5608048cef032468c00d93dc4f7f4aa762ffaf74,282b1cdd3103d551dcef4f71b98f158bb9003ce2b770734ca719c69235b0383f,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/G48/attempt-v1/output/B002/episode/fits/000-L4/native-evidence.pt,e917b5160ef970b6d75a17a62f161fc457301c62ed727e2bc6eb1d733a8c8cab,17897237
G48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/G48/attempt-v1/output/B002/episode/fits/001-L8/receipt.json,8,100,456,556,456,1,1,65.60359505191445,56.11586004123092,3.6051342440769076,0.12007654830813408,81828e43192ae599f154d6310ca5874631aec2667a78c92fdf8083c89b82748f,7f3238d31d384ece992f292b17bf7d136c95c0a80f1762e6f5f8d3b2c2533393,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/G48/attempt-v1/output/B002/episode/fits/001-L8/native-evidence.pt,767b4b65345de34f04642b371a2eeae3d102a2d22fef52ebb3819d932978e4a9,17463509
G48,2,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/G48/attempt-v1/output/B002/episode/fits/002-L8/receipt.json,8,100,120,220,120,1,1,30.28914429154247,21.275649239309132,3.6008485052734613,0.12006552424281836,282b1cdd3103d551dcef4f71b98f158bb9003ce2b770734ca719c69235b0383f,ed5cec79ad427ba37b62a522cd453fabb1e8460a48436f75015f8901611a28d8,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/G48/attempt-v1/output/B002/episode/fits/002-L8/native-evidence.pt,c9e052314110e6126c694d258a7c49a5b430b915fa087617945fe856e432be0a,17388565
G48,3,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/G48/attempt-v1/output/B003/episode/fits/000-L4/receipt.json,4,100,2376,2476,2376,1,1,286.3717952929437,277.06801408343017,3.6587292049080133,0.11994021106511354,5f4deff7396107377578cd98bb2b2c152f48e25ca6bdbef432886a1cf403b659,f79a76bb89f8fda1c1d88869ea6ca0d7cca15bcc968dbbeb84ae603cc34ce478,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/G48/attempt-v1/output/B003/episode/fits/000-L4/native-evidence.pt,25c2732be7d7f2daad37a000ef35252d6b03ac44119c54359b32031582af6dd9,17891925
G48,3,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/G48/attempt-v1/output/B003/episode/fits/001-L8/receipt.json,8,100,456,556,456,1,1,60.82902246713638,53.348986283876,3.653519766405225,0.12008284963667393,d42805c5c39c246a1e409af2390e80cb2c9ff7eac2e0086367890fa6ec40cfd2,86ee5578f4f356d2c415adcef501427ec0ee91087e6ad848343ca45b882bdfa3,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/G48/attempt-v1/output/B003/episode/fits/001-L8/native-evidence.pt,a302d4134d65066c24244e8ad94296c5294693af32eda7f873e3674f0840ee16,17463509
G48,3,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/G48/attempt-v1/output/B003/episode/fits/002-L8/receipt.json,8,100,0,100,0,1,1,16.67538345232606,7.596608115360141,3.65224970318377,0.12000737618654966,f79a76bb89f8fda1c1d88869ea6ca0d7cca15bcc968dbbeb84ae603cc34ce478,54c8cac11dcc38dc93f6599822f80faf7a9b452ca2c00b851e5febaf1d615270,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/G48/attempt-v1/output/B003/episode/fits/002-L8/native-evidence.pt,52b7cc9c966e4459d17578ec4d1d80c3a3b1adcc52772e600d2da616ea929e62,17361749
G48,4,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/G48/attempt-v1/output/B004/episode/fits/000-L4/receipt.json,4,100,2400,2500,2399,1,1,294.9257992999628,287.37317354697734,3.6741027301177382,0.1198755893856287,5031bfba66bd6a57acac76e6ce0f130bc3dd0e29451c15f91fad930543b10583,32c328900304a22136d7ab7af6715bbaa0d7432fbb5609419105d54e8042087e,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/G48/attempt-v1/output/B004/episode/fits/000-L4/native-evidence.pt,6429478cba6ecca75fae157e14a40048adc1cbde2346d7b25c5d487dd80a33a7,17897237
G48,4,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/G48/attempt-v1/output/B004/episode/fits/001-L8/receipt.json,8,100,336,436,327,1,1,54.02180703636259,44.68449352122843,3.671496167778969,0.12006093189120293,8b8d77a437820e7a0e8f23512b7feb7669cd2100fdfb92626ff806fa7c4c3903,658f6fe55448811078bf8ca003671c5e3c978188299e70754791a84dbdc336b6,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/G48/attempt-v1/output/B004/episode/fits/001-L8/native-evidence.pt,f9f140996095d0c1443f32688e02ca5c7c967f04c311c70dd61afe6fccce2977,17436309
G48,4,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/G48/attempt-v1/output/B004/episode/fits/002-L8/receipt.json,8,100,48,148,44,1,1,22.45326943974942,13.163682078011334,3.668598643504083,0.11998720187693834,32c328900304a22136d7ab7af6715bbaa0d7432fbb5609419105d54e8042087e,b2aa24fbecc02feeea2ac5f5b4fbf893aaf89bb1cb3b2569aaa84f2f49f0ec24,/data/janghj/ODE-edit/local/sequential-local-z-allocation/20260917-v2/arms/G48/attempt-v1/output/B004/episode/fits/002-L8/native-evidence.pt,b49712435362b60cb4fb9f02b20cbfc1384603d054e627563dd7e34aecd953e4,17372309
