arm,batch,layer,fit,name,shape,dtype,sha256,finite
C48,4,8,015-L8,anchors,"(4096, 100)",torch.float32,812957bec259e473d3d0f8559530f8e010daba22b094d0a91ffde10b32f4539e,True
C48,4,8,015-L8,radii,"(100,)",torch.float32,b84887bc04aeece072219ed827c6c014f472cb68af0ab7440f4c3040eb05f817,True
C48,4,8,016-L8,target,"(4096, 100)",torch.float32,f6c9a2bf97f9a71eaa4cf78ba358af1b928437b0de3a798c0e654b1c230a34c5,True
C48,4,8,016-L8,anchors,"(4096, 100)",torch.float32,f9118b9f5290c43f7e1b705ded745d70f0b75ed9cffe41f09243d4cc1fb7e8cf,True
C48,4,8,016-L8,radii,"(100,)",torch.float32,32d501d8ab07f2681a5baca2cb07d2496820c94a0dbec091d73bbe6901df9604,True
C48,4,8,017-L8,target,"(4096, 100)",torch.float32,bf9c78e62cd4514f2016c272bd6d11711bef76a472b5e1e5aad6c2e01f927102,True
C48,4,8,017-L8,anchors,"(4096, 100)",torch.float32,949ba1e65ab7f5960bbe9c2edadc1c98e6e5e7875c320c74ce08fd4deaaff432,True
C48,4,8,017-L8,radii,"(100,)",torch.float32,3c33722922cbce87fe89ce8620e219dc221ede0b980c94de1a9b8727f4490cdc,True
C48,4,8,018-L8,target,"(4096, 100)",torch.float32,4210fd18ef8bc3d3dc7435aec71a158ec34d1fc6b4a8fd2816af5e13cc320bfc,True
C48,4,8,018-L8,anchors,"(4096, 100)",torch.float32,d11851b2d3b2e6cf015a85abe2a890968d17f67d4c14997eb8a1be2d361a901c,True
C48,4,8,018-L8,radii,"(100,)",torch.float32,2b23ed51c8b27989002fb90bb7c5bcdad5b0e3b8019d3eb77cbf45e10f17c5a8,True
C48,4,8,019-L8,target,"(4096, 100)",torch.float32,8c8a92ff6ef5a5d70e4d74d19397b1d7d7bfe5ad3fce63e40c3646dc74d06a3f,True
C48,4,8,019-L8,anchors,"(4096, 100)",torch.float32,198a47598e896ffecce274a8c1d8f5397194c9bb37a505f626382715c61e334b,True
C48,4,8,019-L8,radii,"(100,)",torch.float32,d0e6d4e04da88bf2f2fca30fc6f888ec9da353b464ce2598691ca74299d08fa2,True
C48,4,8,020-L8,target,"(4096, 100)",torch.float32,a7fc63d19f46fb3c331ddf0b4d01a8a7af28fbf5ba4bcde628386e5edc039997,True
C48,4,8,020-L8,anchors,"(4096, 100)",torch.float32,628198474e4c3f88a85a19920a66d6cf4b6191504ed90365b604d44a3bd1d6ac,True
C48,4,8,020-L8,radii,"(100,)",torch.float32,56c71429fd7945bcea6c60659724de8da759dea0a0e50b60d4ee9f6409c788aa,True
C48,4,8,021-L8,target,"(4096, 100)",torch.float32,9b0f4f510b43ec567b323ef207456303e1bbcac12ed8ec397d78eee359ba490f,True
C48,4,8,021-L8,anchors,"(4096, 100)",torch.float32,00fdb33aa11f5fc39f645b31a89115d8336525b7186b78435a39bcd2267947f0,True
C48,4,8,021-L8,radii,"(100,)",torch.float32,7c89145739add3b0165862418244ab80e283884d01b959e242d4839969cbebc9,True
C48,4,8,022-L8,target,"(4096, 100)",torch.float32,acb14f81cbb85717ac40a70b3280b1f7454665c978975cab9738c8e4b43c1255,True
C48,4,8,022-L8,anchors,"(4096, 100)",torch.float32,ee20d5e3fdc6af68b5010bb5c84f9bec9390ff03e4e596531f453f77dddf979c,True
C48,4,8,022-L8,radii,"(100,)",torch.float32,cecf523676e1fa4183c9c3e341be110257783a607e4a56cc93c6142559da170b,True
C48,4,8,023-L8,target,"(4096, 100)",torch.float32,49433fd60e9aefd56bcf311f8bdd1820921a4574b9bf8dce0dcf3b3e67872989,True
C48,4,8,023-L8,anchors,"(4096, 100)",torch.float32,0264b5b0efce37df122e126812a67e3fceaa65d5bda75be2bfd564134531fa24,True
C48,4,8,023-L8,radii,"(100,)",torch.float32,ff9d3c0ca9aac5621410c2a923d864d04d1137da12165d0ebe7a210e71312ab3,True
C48,5,4,000-L4,target,"(4096, 100)",torch.float32,54f13cd16639fd50248ae35f1e975a3351224f20f936ec3e4c2e0e550d63a477,True
C48,5,4,000-L4,anchors,"(4096, 100)",torch.float32,23949eeea758060bfe968f4170e7e8573f14bcd62e2363131a7c00077cc64eaf,True
C48,5,4,000-L4,radii,"(100,)",torch.float32,def75116c97b43a4f47561c6d1a066d838e814c99a206bb251e7d4fb081d3393,True
C48,5,8,001-L8,target,"(4096, 100)",torch.float32,490e58b8324585dd859b84c7c254a4d3a2d645a80517823af6a11fb14543f2c1,True
C48,5,8,001-L8,anchors,"(4096, 100)",torch.float32,63932b04c0ec8c1121b2896848ee32c261852ea0654d7f6337dd574992f2e9ae,True
C48,5,8,001-L8,radii,"(100,)",torch.float32,e9647eaef7b3ec1848dd5a8033d203792c00ee8338f2934da5c7fb1b3d994052,True
C48,5,8,002-L8,target,"(4096, 100)",torch.float32,dfd885e1896f64bd51affdd7e65f9376baa0fc3ba10ab3972af5c9077b69209f,True
C48,5,8,002-L8,anchors,"(4096, 100)",torch.float32,a8455eb319ed3e4b65e87a7e048b5ae3c989d99df765a143b1441ef7964fad4d,True
C48,5,8,002-L8,radii,"(100,)",torch.float32,b20698d428ee97fa68febd22e505009c6bc42ffd1c268de0f866372b9a5cfd7b,True
C48,5,8,003-L8,target,"(4096, 100)",torch.float32,c931a518e13e64d7ff6070fc42d32eb9d630a16c76108aca876910a25022055f,True
C48,5,8,003-L8,anchors,"(4096, 100)",torch.float32,c245cefe119cba2a591dafc2297f66601d4dd73c607a17bc0ad520f11ac2fd6a,True
C48,5,8,003-L8,radii,"(100,)",torch.float32,e7b7d6dc63119824fbda7e8d5f73649b3d9be0ebac2db87072a617a4c48ca714,True
C48,5,8,004-L8,target,"(4096, 100)",torch.float32,0abf5fb8a8333f272c8b8340badb29367ca4171a0016ad82193e8a44ddb3505e,True
C48,5,8,004-L8,anchors,"(4096, 100)",torch.float32,757e4d25b2d3db72941a22b17954693f7d74ad0b629fc23ca2fabf046524d9a8,True
C48,5,8,004-L8,radii,"(100,)",torch.float32,f3adf36c3a9e4622b5bab696198adb18d3a4cffa811ca6f6829935e62b011703,True
C48,5,8,005-L8,target,"(4096, 100)",torch.float32,c4a33fe8fe2f3e2df2c3966fc4659cf0638dd4786c6d19c3b2f923a5f9411198,True
C48,5,8,005-L8,anchors,"(4096, 100)",torch.float32,85a3d5e9874d2d275d99cbba1d180fbc5da1b0a2b747514efc72291fa943f078,True
C48,5,8,005-L8,radii,"(100,)",torch.float32,e5f4bc192cc708eff5ab02e5523dd8ea64d60b6a7cbdf0fcfd06d7d0cd14bab1,True
C48,5,8,006-L8,target,"(4096, 100)",torch.float32,4950df69a92a9845bf873b0483c870f445cb64145e7e27e7a216ca550055b7b3,True
C48,5,8,006-L8,anchors,"(4096, 100)",torch.float32,235de0e70217cdcef9c882bdcff057c980b7cce00c0f02344231f9a6faf2ab28,True
C48,5,8,006-L8,radii,"(100,)",torch.float32,f194e36111e3b7c76cab6448b914b213feecad1390c8a23fefff1210c042dce0,True
C48,5,8,007-L8,target,"(4096, 100)",torch.float32,5deede43899b5f7356df3c92fa885c96110032ae1f9360b159b233f311f58272,True
C48,5,8,007-L8,anchors,"(4096, 100)",torch.float32,1edf288a5acbcb32566f1cb4106e39565667e04a4ea1de392821f9848236bcd9,True
C48,5,8,007-L8,radii,"(100,)",torch.float32,faaaad4a50b3573335c91865a35a058a60e6c168ff056060242b0e26fa5619c3,True
C48,5,8,008-L8,target,"(4096, 100)",torch.float32,9d4a37ea3f203d77bbc1a00cba3e1a6b61a4bfe88335b85484354c69133a050a,True
C48,5,8,008-L8,anchors,"(4096, 100)",torch.float32,c44237b0aabd051b9532a4677cbd5e86c62949a3adaec977ef27a125e1e8e10d,True
C48,5,8,008-L8,radii,"(100,)",torch.float32,616273677641244dab6879d784153b211510d067f511502a68318601c2d66ade,True
C48,5,8,009-L8,target,"(4096, 100)",torch.float32,6e755633c9a5b96d3bbf31e06d0781296f74f5c191710fee2b690224fb608375,True
C48,5,8,009-L8,anchors,"(4096, 100)",torch.float32,a85afd75b9ffc28fc56c1e48b523b8f8392310fb8ff122f1570aed76844b52dd,True
C48,5,8,009-L8,radii,"(100,)",torch.float32,2108ffef0e04d8e09180d64c85eeb15935f013920153c46e998637f05719c540,True
C48,5,8,010-L8,target,"(4096, 100)",torch.float32,9027715c1a0292b8a03f3d76d8b924390fb6dd91fff624d4d32eb4f67bc3f8ee,True
C48,5,8,010-L8,anchors,"(4096, 100)",torch.float32,cfc911736cd4610312b1fafb256bb54f5cccfe05dac5d5aca305ee0bd1b454ac,True
C48,5,8,010-L8,radii,"(100,)",torch.float32,2189adda0e1772c88f8a4a1297dc13ccf3b2d586a14c1a55d00b2d927f60596a,True
C48,5,8,011-L8,target,"(4096, 100)",torch.float32,cf62f2440fae645b6bc2dc8b8519e6eb4ff6b960b6452b7068c0221729abc7c2,True
C48,5,8,011-L8,anchors,"(4096, 100)",torch.float32,9be0870244f439d873651c037dc4b7671eece7e2ec7d611f57e96a5450dcc01d,True
C48,5,8,011-L8,radii,"(100,)",torch.float32,32316cff73a6cff21b68e29494e1118e83eeb5fbd8f9f9757bc5a2f782a297e9,True
C48,5,8,012-L8,target,"(4096, 100)",torch.float32,3d2ec46a6b1fb9670759aa7532e6c328ae25fd5a9887395cffb781aeb828c49e,True
C48,5,8,012-L8,anchors,"(4096, 100)",torch.float32,29a823686c7d9249de5d21bf2a1f5072850c493bc74869305bba4d51dfa6fcde,True
C48,5,8,012-L8,radii,"(100,)",torch.float32,7722c9b2615011e19cd05a24ef4574be22850a57b01a9215796951ca3a68afd6,True
C48,5,8,013-L8,target,"(4096, 100)",torch.float32,96cf2a8836e20569837250077574459f592ecb047fd04c5d2f8c1cb0cdeeb515,True
C48,5,8,013-L8,anchors,"(4096, 100)",torch.float32,0d2f908734c5ef0380546e5fabd02d9a40abe68835101ef2cbccfdd5391c86af,True
C48,5,8,013-L8,radii,"(100,)",torch.float32,6a9e00b1e64ae655a0d409f2294d907be3185dbc9d0c4a2e5c935f5673425242,True
C48,6,4,000-L4,target,"(4096, 100)",torch.float32,11595aed39ab3cdead672f555a3c4a3a19f1aaa5aef695bd13bfbcb52cc190a4,True
C48,6,4,000-L4,anchors,"(4096, 100)",torch.float32,e8028f70ea3ab60f891c95948b4cf15e06211d98486f66798a15b8142d0a3449,True
C48,6,4,000-L4,radii,"(100,)",torch.float32,35551817d1fc37cbe948ed76c0f7139182741a4ac16ce24f1dd16d346c83ceef,True
C48,6,8,001-L8,target,"(4096, 100)",torch.float32,6867958664ba4c62bec838d1360fb9a460ce24e16d3a812b17ced276370534fd,True
C48,6,8,001-L8,anchors,"(4096, 100)",torch.float32,6867958664ba4c62bec838d1360fb9a460ce24e16d3a812b17ced276370534fd,True
C48,6,8,001-L8,radii,"(100,)",torch.float32,d93af1b82a657344f7666ec827274ab34c2d81072b67f101fa66300d6e643d9f,True
C48,6,8,002-L8,target,"(4096, 100)",torch.float32,6a91ce423436129fad4cf18afbd9315b8f6d02957af57c3a2411e1ce4cae6d22,True
C48,6,8,002-L8,anchors,"(4096, 100)",torch.float32,9e9d6c2b3bb83513159822cd9d1fafd7c09c3be87238259e332c001fba3d57db,True
C48,6,8,002-L8,radii,"(100,)",torch.float32,4fc6a6b67d2957bfcc3daf126c6c28a76bde1ecfb5d7f19cfc4ab92bea324fe0,True
C48,6,8,003-L8,target,"(4096, 100)",torch.float32,fdcdd14f8354d0a4512e14a31c0d1a951e30aa4816a5c773b065844f8e72e353,True
C48,6,8,003-L8,anchors,"(4096, 100)",torch.float32,fdcdd14f8354d0a4512e14a31c0d1a951e30aa4816a5c773b065844f8e72e353,True
C48,6,8,003-L8,radii,"(100,)",torch.float32,e80af1aa5bf933bbbc423f29382d4b2cbcf2fb5791fbfdac16800369a7964e7f,True
C48,6,8,004-L8,target,"(4096, 100)",torch.float32,8bc6ca13eaba5207818a23ca398c6695e31a917a4671c9abc210a8b4dc39b322,True
C48,6,8,004-L8,anchors,"(4096, 100)",torch.float32,8bc6ca13eaba5207818a23ca398c6695e31a917a4671c9abc210a8b4dc39b322,True
C48,6,8,004-L8,radii,"(100,)",torch.float32,6b66ca6cbce8ce1ad7580ca38b7c73806c67a1145de5c2ca9621ad22aba6bc18,True
C48,6,8,005-L8,target,"(4096, 100)",torch.float32,d769571310fabe21c74ed0837a53c86fb1ffe3339e7b8c6d7a3122969819e9b5,True
C48,6,8,005-L8,anchors,"(4096, 100)",torch.float32,d769571310fabe21c74ed0837a53c86fb1ffe3339e7b8c6d7a3122969819e9b5,True
C48,6,8,005-L8,radii,"(100,)",torch.float32,0b1c2472128046d0ef6bf1b4f67179623702751500bdd6a0818a84b117f1eb94,True
C48,6,8,006-L8,target,"(4096, 100)",torch.float32,f69fb6b70485bf654bf50f299747985f9b6493f6f49fbe02bc9ba0207b568d4a,True
C48,6,8,006-L8,anchors,"(4096, 100)",torch.float32,f69fb6b70485bf654bf50f299747985f9b6493f6f49fbe02bc9ba0207b568d4a,True
C48,6,8,006-L8,radii,"(100,)",torch.float32,48f48790a2e5d3a78e29eeaefe19314fe80adc8c525d207111ec19cfacd52aff,True
C48,6,8,007-L8,target,"(4096, 100)",torch.float32,70a6dfbeaf18c928f968b1083d4711769edcd1d48bb7efc8a27f79e38adec7cd,True
C48,6,8,007-L8,anchors,"(4096, 100)",torch.float32,70a6dfbeaf18c928f968b1083d4711769edcd1d48bb7efc8a27f79e38adec7cd,True
C48,6,8,007-L8,radii,"(100,)",torch.float32,c994229fb2d3939b928c73aa55973a81e34de541fb269278cc025641dbbb9c36,True
C48,6,8,008-L8,target,"(4096, 100)",torch.float32,031ac9e745cfa1a44e3da7eed6b6130eda806af47f0637ef11e57f9f329c2d42,True
C48,6,8,008-L8,anchors,"(4096, 100)",torch.float32,22d5f304f71c841deb5e6fc1c93d74600394c196b1a647f945b950dbe161e523,True
C48,6,8,008-L8,radii,"(100,)",torch.float32,796d30f27e010c6b976fb425f0c37b8a59eedc4030bdd435f33f360b659d14e7,True
C48,6,8,009-L8,target,"(4096, 100)",torch.float32,52480653d8bdcc2366045050222064331a9e834e7e2709764c2ea9b7bca24b0d,True
C48,6,8,009-L8,anchors,"(4096, 100)",torch.float32,52480653d8bdcc2366045050222064331a9e834e7e2709764c2ea9b7bca24b0d,True
C48,6,8,009-L8,radii,"(100,)",torch.float32,0639d164537dc61fc13798a27cde400bc31bf90c58f6d6d956e547a399fa2fa3,True
C48,6,8,010-L8,target,"(4096, 100)",torch.float32,ee6fdd1eb29eb3f880f33dd68d4091e0641db5338dc99fff87e09f11389de76e,True
C48,6,8,010-L8,anchors,"(4096, 100)",torch.float32,ee6fdd1eb29eb3f880f33dd68d4091e0641db5338dc99fff87e09f11389de76e,True
C48,6,8,010-L8,radii,"(100,)",torch.float32,9395a2d99613b0a65df39ea4d4c70619094a4ce378cae7483013165ccb5c5f6a,True
C48,6,8,011-L8,target,"(4096, 100)",torch.float32,a87077beb431d118ed92cf026f5e9d6ea53ef163e41cbf6104a5b4b9f458d274,True
C48,6,8,011-L8,anchors,"(4096, 100)",torch.float32,a87077beb431d118ed92cf026f5e9d6ea53ef163e41cbf6104a5b4b9f458d274,True
C48,6,8,011-L8,radii,"(100,)",torch.float32,e9a2a54487f842dbf8ea9e092424ec256583d0e5502e8e0a31664b0160f19dcc,True
C48,6,8,012-L8,target,"(4096, 100)",torch.float32,8d13c18f865ef83369c6908a5752ffd1e53f9b5f72ff70da576cda4194566f10,True
C48,6,8,012-L8,anchors,"(4096, 100)",torch.float32,8d13c18f865ef83369c6908a5752ffd1e53f9b5f72ff70da576cda4194566f10,True
C48,6,8,012-L8,radii,"(100,)",torch.float32,e2742cd7982e3ce2451ea213b9f09bb50c0403b1b43d697c955ce5c73a3f2d27,True
C48,6,8,013-L8,target,"(4096, 100)",torch.float32,6bc3cd2860d7e6be72e6f3c28f5113231609d1313b89dfa5baef5c812410d1fc,True
C48,6,8,013-L8,anchors,"(4096, 100)",torch.float32,6bc3cd2860d7e6be72e6f3c28f5113231609d1313b89dfa5baef5c812410d1fc,True
C48,6,8,013-L8,radii,"(100,)",torch.float32,869087dc6ffb0b25085284ff6cedfc28f0f4c1ad3c1ae30c96ce5dc10eac2d96,True
C48,6,8,014-L8,target,"(4096, 100)",torch.float32,7ff377a6107b190f6344a7b1bffd568c948c7fb2e02ea186a1aa10dd91b1c4ac,True
C48,6,8,014-L8,anchors,"(4096, 100)",torch.float32,7ff377a6107b190f6344a7b1bffd568c948c7fb2e02ea186a1aa10dd91b1c4ac,True
C48,6,8,014-L8,radii,"(100,)",torch.float32,18f9b1e9c284851bdd6e561d84b7e8d6f4105ed703fc852d66cf414e629df2c1,True
C48,6,8,015-L8,target,"(4096, 100)",torch.float32,e8c7376686be5ccf6ce849dee87d75f4436d2307b75f6d0b67be6392aa482021,True
C48,6,8,015-L8,anchors,"(4096, 100)",torch.float32,e8c7376686be5ccf6ce849dee87d75f4436d2307b75f6d0b67be6392aa482021,True
C48,6,8,015-L8,radii,"(100,)",torch.float32,2d5df1df16aa65382cbdeeb597d851502d517f0ce7e41d7d9c2e370200e30688,True
C48,6,8,016-L8,target,"(4096, 100)",torch.float32,75dd55020cde9268afe66c8c3e6b16d710a0d11de150ff46df4c8c456e614557,True
C48,6,8,016-L8,anchors,"(4096, 100)",torch.float32,75dd55020cde9268afe66c8c3e6b16d710a0d11de150ff46df4c8c456e614557,True
C48,6,8,016-L8,radii,"(100,)",torch.float32,a80c614b5f470b5be7c4291da361436cde907b79f9ce40e9e1d8d9034c284283,True
C48,6,8,017-L8,target,"(4096, 100)",torch.float32,6f7ae8a87a692cec46804e1a06775ec2653af78a766f4c85814b00cfedebd3d5,True
C48,6,8,017-L8,anchors,"(4096, 100)",torch.float32,6f7ae8a87a692cec46804e1a06775ec2653af78a766f4c85814b00cfedebd3d5,True
C48,6,8,017-L8,radii,"(100,)",torch.float32,acd8f4fb752323af6c04ab4226eb32465810f58c626cb710747ecd9e467b617f,True
C48,6,8,018-L8,target,"(4096, 100)",torch.float32,ce5acf0b2c08dcd885224d1ef4196e5e1f8f90181772a2b34059bbcc26609203,True
C48,6,8,018-L8,anchors,"(4096, 100)",torch.float32,ce5acf0b2c08dcd885224d1ef4196e5e1f8f90181772a2b34059bbcc26609203,True
C48,6,8,018-L8,radii,"(100,)",torch.float32,5db7ae8beaee7473c6810af6cbd139cfbf144c5e8f39e85017a948f2d61cc789,True
C48,6,8,019-L8,target,"(4096, 100)",torch.float32,7ec94262df87a6cff152782e0dad2f2db86d12231571610336f4e84b2e73c43e,True
C48,6,8,019-L8,anchors,"(4096, 100)",torch.float32,7ec94262df87a6cff152782e0dad2f2db86d12231571610336f4e84b2e73c43e,True
C48,6,8,019-L8,radii,"(100,)",torch.float32,e6df0664d15c7c5d3ec5d72d2fe949300af0a9efe56aed0d39b0c83eff55cd49,True
C48,6,8,020-L8,target,"(4096, 100)",torch.float32,a8cf48dfa429879139e6e0907f9b50c0dd8a61509baa48b2fe860381d06a7776,True
C48,6,8,020-L8,anchors,"(4096, 100)",torch.float32,a8cf48dfa429879139e6e0907f9b50c0dd8a61509baa48b2fe860381d06a7776,True
C48,6,8,020-L8,radii,"(100,)",torch.float32,fdf80c9ba27e384d6bb9b3b93cfa2df3a7e3348b45112d469d1827405fcc5f91,True
C48,7,4,000-L4,target,"(4096, 100)",torch.float32,3a5a36c934bfe057b75bf14fdab486020774bd30ac403a908059a5e372fdccdc,True
C48,7,4,000-L4,anchors,"(4096, 100)",torch.float32,147a9f243634d3e4949db0198733f27f17804ff88787d7a5bca9de1855fbb2d9,True
C48,7,4,000-L4,radii,"(100,)",torch.float32,bb7754e90b49d9be6c907c3669b1f95720950029021e5657503d5de80d268a98,True
C48,7,8,001-L8,target,"(4096, 100)",torch.float32,5b8d4a123b7aa90cd8871a91934084340fdde508fb63b68c1df6a8f2414a5dfe,True
C48,7,8,001-L8,anchors,"(4096, 100)",torch.float32,155c0e166ad8266c5930fd9aa63c42076bb56903b30da5256f377d960d482ade,True
C48,7,8,001-L8,radii,"(100,)",torch.float32,3c61bfa90c599a08825fb1cb49b36368581a1c638723bf18b1d6c8881d60fa2c,True
C48,7,8,002-L8,target,"(4096, 100)",torch.float32,f144347fd5e23b989e6e96f178d9d1621cc6ad3ebf854f597a0d877dbd805424,True
C48,7,8,002-L8,anchors,"(4096, 100)",torch.float32,43035c3bedffa0496680cf397109075ca70ab1dd2b2c1a8d2c4ad03062680323,True
C48,7,8,002-L8,radii,"(100,)",torch.float32,3b97bc225079d71f91c6355ba7cababac0b5f75bf13c968ea2cb3910778222bd,True
C48,7,8,003-L8,target,"(4096, 100)",torch.float32,29b190c0407e2fc11acec7a6b79dc09d1d97ea90cd40a7ce813926ee6f9a3271,True
C48,7,8,003-L8,anchors,"(4096, 100)",torch.float32,23bc18e6f7d82f1dc56012dcbcc5bb054034fc2ff658a2b137614a1748dd1122,True
C48,7,8,003-L8,radii,"(100,)",torch.float32,02c9a2d5fc14e79f87aaa6390fdd23bbd90af9c1b65d4c7649ee1137ea8431dd,True
C48,7,8,004-L8,target,"(4096, 100)",torch.float32,cdadc4faab5f5486a3a4d9669abcd89947ce9754243061a669bd8ad0ce57514b,True
C48,7,8,004-L8,anchors,"(4096, 100)",torch.float32,98c5909ee6879daa6dc443ba093d020b0c365d7933efe6be5c067a8e1036558f,True
C48,7,8,004-L8,radii,"(100,)",torch.float32,d5055a0571e1ec62e33f51a262b0b8e28efdb55ae8bde10448aaf1d82fd1e6ae,True
C48,7,8,005-L8,target,"(4096, 100)",torch.float32,a0a7574baaf97c67263e82a08a1982aa29359ea1e10d53c312f4b07b9b979dcf,True
C48,7,8,005-L8,anchors,"(4096, 100)",torch.float32,fe99110affa602d178374f6c1512b7f45a7bb1a7b79253baba1b0ba2e61a9427,True
C48,7,8,005-L8,radii,"(100,)",torch.float32,3a9de595d017d39aee6551703cff91f50ae5c48536f4e5768fa71bc233dc4d29,True
C48,7,8,006-L8,target,"(4096, 100)",torch.float32,a8823f9e3c16baed468308614acd0bd38c954a1b5433437f952fc794681d1972,True
C48,7,8,006-L8,anchors,"(4096, 100)",torch.float32,7c65a4a8e706339a75eb482ced7c6742d850420a4cfc3f818d03e576ee0dac77,True
C48,7,8,006-L8,radii,"(100,)",torch.float32,d2568fa0f60f4eb29d311e8c2244d69dd29ed19b2c8cfb98ef1509adc7172c50,True
C48,7,8,007-L8,target,"(4096, 100)",torch.float32,355d387ea846c71ecad318276dae65f3623851b8e906703c6172d05da0f29412,True
C48,7,8,007-L8,anchors,"(4096, 100)",torch.float32,50ae17abafdee69e6fcc5486a773c53a3d2aa1a9a3ef0ea7e21cf08b9fec3dab,True
C48,7,8,007-L8,radii,"(100,)",torch.float32,ad0eca077bd203eacfac36fbddbec1f8ae00e9e51c315ee75b8ce8ba0470a618,True
C48,7,8,008-L8,target,"(4096, 100)",torch.float32,8268216aac8395b47e6e76357ec43e01577549b57d6a5261ecfd5a6bbd357cdf,True
C48,7,8,008-L8,anchors,"(4096, 100)",torch.float32,02afadb2c6184b60127babe90166e106ff2b62aa1ab256cba597b50074f8f53a,True
C48,7,8,008-L8,radii,"(100,)",torch.float32,1ed8ab46460ce4b8e72f5a86a9c5bfd1d68f41e4db49d45792a7a8d7013d8dbc,True
C48,7,8,009-L8,target,"(4096, 100)",torch.float32,41268094b1201a856c051b90c6d70ebc2ee9944dbbef5a92076f5a6612775d44,True
C48,7,8,009-L8,anchors,"(4096, 100)",torch.float32,0a85c965f9b79079da3c9ecf7e0f68074341dcde4ebb5548b92303002606ae55,True
C48,7,8,009-L8,radii,"(100,)",torch.float32,9f8b3e2ed129a3fa49785b1fd96d61a9dd22f95a6f4839ba750484dc621e94e1,True
C48,7,8,010-L8,target,"(4096, 100)",torch.float32,ebd8c4b1886d3cbc51440ed8e46615eadddd17a138ae49ccc71891507106d1e8,True
C48,7,8,010-L8,anchors,"(4096, 100)",torch.float32,9e1620872615601d390ef70ab31b9d6122a5caad675f1498ac31412e8d7b8117,True
C48,7,8,010-L8,radii,"(100,)",torch.float32,ed92d71a58957ef8cd0874eb0a1687ec24a77a097304636096e54f13db1719a3,True
C48,7,8,011-L8,target,"(4096, 100)",torch.float32,e7f3f0d7425465c61d9cc7332e4e8380e55d5959e49c4499d99c452ee2d464c4,True
C48,7,8,011-L8,anchors,"(4096, 100)",torch.float32,cbb424234fdaface84fc1c2fa69aedd202c61a4c0fbd426fcc31544b93f07893,True
C48,7,8,011-L8,radii,"(100,)",torch.float32,2f8f8fff99ecf2bd6256a3dca7d350eee68ee1154d2bfe9065439f0fdc4c64e6,True
C48,7,8,012-L8,target,"(4096, 100)",torch.float32,9f41a0861daf7d0e569da6b52b0c6c602e829faf62e36e0c26981fa4264ca35f,True
C48,7,8,012-L8,anchors,"(4096, 100)",torch.float32,bf65bd1b922b76477037305ebe2c8d5098bb0b7d68fbfec90971cb7b1c945cfd,True
C48,7,8,012-L8,radii,"(100,)",torch.float32,f21a959dc3bb01d8d4b762e8384178345392137b361a793183005763225f219b,True
C48,7,8,013-L8,target,"(4096, 100)",torch.float32,15a065aa047a1779c1b5d0bc74a4ed3fc97c3db19132b4ab9b3b5391edf540a4,True
C48,7,8,013-L8,anchors,"(4096, 100)",torch.float32,fda04efa4901b91d562e9d81393ca22921ac0ab9da7439e23cda279e07d7a2ac,True
C48,7,8,013-L8,radii,"(100,)",torch.float32,a02f33b0e129e3be6f5e103988c30b7266858529146f5c9d326e1ae14541c5da,True
C48,7,8,014-L8,target,"(4096, 100)",torch.float32,b2a6d2ab56bb9f56c27a150d54b951b2d045d9dd59952391ebc3f4a74d7fc0b6,True
C48,7,8,014-L8,anchors,"(4096, 100)",torch.float32,30ca5103be60d8109c76d3d7cf5b87f816ecb053497fac001e84f7da3d172ac7,True
C48,7,8,014-L8,radii,"(100,)",torch.float32,1a2f5b894d2cfe84788fc09c3a53f4cb52b39543cbf5579a0f6fcf228a4281c6,True
C48,7,8,015-L8,target,"(4096, 100)",torch.float32,34a606e0cabfe956345ea03bb14c80dccb830e01557db4dd9b7629d2e64b99da,True
C48,7,8,015-L8,anchors,"(4096, 100)",torch.float32,2354213e52c539ad04c1f8e9181dae0947fb1e8c6321c56ec2045e9f05cd589c,True
C48,7,8,015-L8,radii,"(100,)",torch.float32,d6be0805801df87290a31c881b5fa5373ae12673732ed4e25f845826f9fd616f,True
C48,7,8,016-L8,target,"(4096, 100)",torch.float32,b226a06a19e459a80f5156531d63be89c1eec27d55a6163b0203c2635ed79fed,True
C48,7,8,016-L8,anchors,"(4096, 100)",torch.float32,463131cf39106b87a084e741d0651724e008b74adcb57d61a12cb9c843afcf51,True
C48,7,8,016-L8,radii,"(100,)",torch.float32,70f5009b3baaa222e4cb069ea9d859937207fa51d6328498ce6be95af16367ae,True
C48,7,8,017-L8,target,"(4096, 100)",torch.float32,b2249b1fbaeb1b75d2f493cffc6f038b27fd8a02c347bdc3365328c97b76b0bb,True
C48,7,8,017-L8,anchors,"(4096, 100)",torch.float32,9de3629a4c9d3356cbacdab6d79b91e98b1054f08293b1135b9c215ea5a502dd,True
C48,7,8,017-L8,radii,"(100,)",torch.float32,1c3229843892ccf3c37125d6d3d439a2c5d5615c2c8ac7bc2863da0899b222bd,True
C48,7,8,018-L8,target,"(4096, 100)",torch.float32,c647f1a1a6421b36105f5a0cc4c812f48d5f2789456b98ed4a471e71de073924,True
C48,7,8,018-L8,anchors,"(4096, 100)",torch.float32,e09f9052a74777ad51f5a391c4fc4c35216a7cc191ece6615efc2b8da4dd4ad2,True
C48,7,8,018-L8,radii,"(100,)",torch.float32,7d7b9de060123e4fdf564d0997f680c4cb42910c75026132b87cfc02d6e304b8,True
