arm,batch,event,count
C48,3,EXACT_ZERO_SKIP,2
C48,3,SCORE_RESERVED,22
C48,3,SCORE_COMPLETE,22
C48,3,BASELINE_COMPLETE,1
C48,3,ARM_POLICY_BEGIN,1
C48,3,RAW_CALLBACK,41
C48,3,GATE_PROPOSAL,21
C48,3,FIT_CACHE_HIT,22
C48,3,CANDIDATE_COMPLETE,21
C48,3,RAW_CALLBACK_RETURN,20
C48,3,RAW_CALLBACK_CACHE_HIT,21
C48,3,SEARCH_STOP,1
C48,3,PRUNING_ATTEMPT,1
C48,3,PRUNING_RESULT,1
C48,3,PRUNING_COMPLETE,1
C48,3,ARM_POLICY_COMPLETE,1
C48,3,SELECTION_SEALED,1
C48,3,FINALIZATION_BEGIN,1
C48,3,FINALIZATION_COMPLETE,1
C48,4,CONTROLLER_START,1
C48,4,FIT_RESERVED,24
C48,4,FIT_COMPLETE,24
C48,4,GATE_MATERIALIZED,51
C48,4,EXACT_ZERO_SKIP,2
C48,4,SCORE_RESERVED,26
C48,4,SCORE_COMPLETE,26
C48,4,BASELINE_COMPLETE,1
C48,4,ARM_POLICY_BEGIN,1
C48,4,RAW_CALLBACK,50
C48,4,GATE_PROPOSAL,26
C48,4,FIT_CACHE_HIT,27
C48,4,CANDIDATE_COMPLETE,25
C48,4,RAW_CALLBACK_RETURN,24
C48,4,RAW_CALLBACK_CACHE_HIT,25
C48,4,BUDGET_STOP,1
C48,4,INCOMPLETE_BUDGET,1
C48,4,SEARCH_STOP,1
C48,4,PRUNING_ATTEMPT,1
C48,4,PRUNING_RESULT,1
C48,4,PRUNING_COMPLETE,1
C48,4,ARM_POLICY_COMPLETE,1
C48,4,SELECTION_SEALED,1
C48,4,FINALIZATION_BEGIN,1
C48,4,FINALIZATION_COMPLETE,1
C48,5,CONTROLLER_START,1
C48,5,FIT_RESERVED,14
C48,5,FIT_COMPLETE,14
C48,5,GATE_MATERIALIZED,30
C48,5,EXACT_ZERO_SKIP,2
C48,5,SCORE_RESERVED,16
C48,5,SCORE_COMPLETE,16
C48,5,BASELINE_COMPLETE,1
C48,5,ARM_POLICY_BEGIN,1
C48,5,RAW_CALLBACK,29
C48,5,GATE_PROPOSAL,15
C48,5,FIT_CACHE_HIT,16
C48,5,CANDIDATE_COMPLETE,15
C48,5,RAW_CALLBACK_RETURN,14
C48,5,RAW_CALLBACK_CACHE_HIT,15
C48,5,SEARCH_STOP,1
C48,5,PRUNING_ATTEMPT,1
C48,5,PRUNING_RESULT,1
C48,5,PRUNING_COMPLETE,1
C48,5,ARM_POLICY_COMPLETE,1
C48,5,SELECTION_SEALED,1
C48,5,FINALIZATION_BEGIN,1
C48,5,FINALIZATION_COMPLETE,1
C48,6,CONTROLLER_START,1
C48,6,FIT_RESERVED,21
C48,6,FIT_COMPLETE,21
C48,6,GATE_MATERIALIZED,44
C48,6,EXACT_ZERO_SKIP,2
C48,6,SCORE_RESERVED,23
C48,6,SCORE_COMPLETE,23
C48,6,BASELINE_COMPLETE,1
C48,6,ARM_POLICY_BEGIN,1
C48,6,RAW_CALLBACK,43
C48,6,GATE_PROPOSAL,22
C48,6,FIT_CACHE_HIT,23
C48,6,CANDIDATE_COMPLETE,22
C48,6,RAW_CALLBACK_RETURN,21
C48,6,RAW_CALLBACK_CACHE_HIT,22
C48,6,SEARCH_STOP,1
C48,6,PRUNING_ATTEMPT,1
C48,6,PRUNING_RESULT,1
C48,6,PRUNING_COMPLETE,1
C48,6,ARM_POLICY_COMPLETE,1
C48,6,SELECTION_SEALED,1
C48,6,FINALIZATION_BEGIN,1
C48,6,FINALIZATION_COMPLETE,1
C48,7,CONTROLLER_START,1
C48,7,FIT_RESERVED,19
C48,7,FIT_COMPLETE,19
C48,7,GATE_MATERIALIZED,40
C48,7,EXACT_ZERO_SKIP,2
C48,7,SCORE_RESERVED,21
C48,7,SCORE_COMPLETE,21
C48,7,BASELINE_COMPLETE,1
C48,7,ARM_POLICY_BEGIN,1
C48,7,RAW_CALLBACK,39
C48,7,GATE_PROPOSAL,20
C48,7,FIT_CACHE_HIT,21
C48,7,CANDIDATE_COMPLETE,20
C48,7,RAW_CALLBACK_RETURN,19
C48,7,RAW_CALLBACK_CACHE_HIT,20
C48,7,SEARCH_STOP,1
C48,7,PRUNING_ATTEMPT,1
C48,7,PRUNING_RESULT,1
C48,7,PRUNING_COMPLETE,1
C48,7,ARM_POLICY_COMPLETE,1
C48,7,SELECTION_SEALED,1
C48,7,FINALIZATION_BEGIN,1
C48,7,FINALIZATION_COMPLETE,1
C48,8,CONTROLLER_START,1
C48,8,FIT_RESERVED,5
C48,8,FIT_COMPLETE,5
C48,8,GATE_MATERIALIZED,16
C48,8,EXACT_ZERO_SKIP,2
C48,8,SCORE_RESERVED,9
C48,8,SCORE_COMPLETE,9
C48,8,BASELINE_COMPLETE,1
C48,8,ARM_POLICY_BEGIN,1
C48,8,RAW_CALLBACK,15
C48,8,GATE_PROPOSAL,8
C48,8,FIT_CACHE_HIT,11
C48,8,CANDIDATE_COMPLETE,8
C48,8,RAW_CALLBACK_RETURN,7
C48,8,RAW_CALLBACK_CACHE_HIT,8
C48,8,SEARCH_STOP,1
C48,8,PRUNING_ATTEMPT,1
C48,8,PRUNING_RESULT,1
C48,8,PRUNING_COMPLETE,1
C48,8,ARM_POLICY_COMPLETE,1
C48,8,SELECTION_SEALED,1
C48,8,FINALIZATION_BEGIN,1
C48,8,FINALIZATION_COMPLETE,1
C48,9,CONTROLLER_START,1
C48,9,FIT_RESERVED,16
C48,9,FIT_COMPLETE,16
C48,9,GATE_MATERIALIZED,34
C48,9,EXACT_ZERO_SKIP,2
C48,9,SCORE_RESERVED,18
C48,9,SCORE_COMPLETE,18
C48,9,BASELINE_COMPLETE,1
C48,9,ARM_POLICY_BEGIN,1
C48,9,RAW_CALLBACK,33
C48,9,GATE_PROPOSAL,17
C48,9,FIT_CACHE_HIT,18
C48,9,CANDIDATE_COMPLETE,17
C48,9,RAW_CALLBACK_RETURN,16
C48,9,RAW_CALLBACK_CACHE_HIT,17
C48,9,SEARCH_STOP,1
C48,9,PRUNING_ATTEMPT,1
C48,9,PRUNING_RESULT,1
C48,9,PRUNING_COMPLETE,1
C48,9,ARM_POLICY_COMPLETE,1
C48,9,SELECTION_SEALED,1
C48,9,FINALIZATION_BEGIN,1
C48,9,FINALIZATION_COMPLETE,1
C48,10,CONTROLLER_START,1
C48,10,FIT_RESERVED,11
C48,10,FIT_COMPLETE,11
C48,10,GATE_MATERIALIZED,25
C48,10,EXACT_ZERO_SKIP,2
C48,10,SCORE_RESERVED,13
C48,10,SCORE_COMPLETE,13
C48,10,BASELINE_COMPLETE,1
C48,10,ARM_POLICY_BEGIN,1
C48,10,RAW_CALLBACK,24
C48,10,GATE_PROPOSAL,13
C48,10,FIT_CACHE_HIT,14
C48,10,CANDIDATE_COMPLETE,12
C48,10,RAW_CALLBACK_RETURN,11
C48,10,RAW_CALLBACK_CACHE_HIT,12
C48,10,BUDGET_STOP,1
C48,10,INCOMPLETE_BUDGET,1
C48,10,SEARCH_STOP,1
C48,10,PRUNING_ATTEMPT,1
C48,10,PRUNING_RESULT,1
C48,10,PRUNING_COMPLETE,1
C48,10,ARM_POLICY_COMPLETE,1
C48,10,SELECTION_SEALED,1
C48,10,FINALIZATION_BEGIN,1
C48,10,FINALIZATION_COMPLETE,1
C45678,1,CONTROLLER_START,1
C45678,1,FIT_RESERVED,33
C45678,1,FIT_COMPLETE,33
C45678,1,GATE_MATERIALIZED,67
C45678,1,EXACT_ZERO_SKIP,14
C45678,1,SCORE_RESERVED,16
C45678,1,SCORE_COMPLETE,16
C45678,1,BASELINE_COMPLETE,1
C45678,1,ARM_POLICY_BEGIN,1
C45678,1,RAW_CALLBACK,42
C45678,1,GATE_PROPOSAL,16
C45678,1,FIT_CACHE_HIT,34
C45678,1,CANDIDATE_COMPLETE,15
C45678,1,RAW_CALLBACK_RETURN,20
C45678,1,RAW_CALLBACK_CACHE_HIT,21
C45678,1,RAW_BOUNDS_REJECTED,9
C45678,1,BUDGET_STOP,1
C45678,1,INCOMPLETE_BUDGET,1
C45678,1,SEARCH_STOP,1
C45678,1,PRUNING_ATTEMPT,4
C45678,1,PRUNING_RESULT,4
C45678,1,PRUNING_COMPLETE,1
C45678,1,ARM_POLICY_COMPLETE,1
C45678,1,SELECTION_SEALED,1
C45678,1,FINALIZATION_BEGIN,1
C45678,1,FINALIZATION_COMPLETE,1
C45678,2,CONTROLLER_START,1
C45678,2,FIT_RESERVED,34
C45678,2,FIT_COMPLETE,34
C45678,2,GATE_MATERIALIZED,66
C45678,2,EXACT_ZERO_SKIP,13
C45678,2,SCORE_RESERVED,15
C45678,2,SCORE_COMPLETE,15
C45678,2,BASELINE_COMPLETE,1
C45678,2,ARM_POLICY_BEGIN,1
C45678,2,RAW_CALLBACK,24
C45678,2,GATE_PROPOSAL,15
C45678,2,FIT_CACHE_HIT,32
C45678,2,CANDIDATE_COMPLETE,14
C45678,2,RAW_CALLBACK_RETURN,11
C45678,2,RAW_CALLBACK_CACHE_HIT,12
C45678,2,RAW_BOUNDS_REJECTED,1
C45678,2,BUDGET_STOP,1
C45678,2,INCOMPLETE_BUDGET,1
C45678,2,SEARCH_STOP,1
C45678,2,PRUNING_ATTEMPT,4
C45678,2,PRUNING_RESULT,4
C45678,2,PRUNING_COMPLETE,1
C45678,2,ARM_POLICY_COMPLETE,1
C45678,2,SELECTION_SEALED,1
C45678,2,FINALIZATION_BEGIN,1
C45678,2,FINALIZATION_COMPLETE,1
C45678,3,CONTROLLER_START,1
C45678,3,FIT_RESERVED,33
C45678,3,FIT_COMPLETE,33
C45678,3,GATE_MATERIALIZED,69
C45678,3,EXACT_ZERO_SKIP,14
C45678,3,SCORE_RESERVED,16
C45678,3,SCORE_COMPLETE,16
C45678,3,BASELINE_COMPLETE,1
C45678,3,ARM_POLICY_BEGIN,1
C45678,3,RAW_CALLBACK,30
C45678,3,GATE_PROPOSAL,16
C45678,3,FIT_CACHE_HIT,36
C45678,3,CANDIDATE_COMPLETE,15
C45678,3,RAW_CALLBACK_RETURN,14
C45678,3,RAW_CALLBACK_CACHE_HIT,15
C45678,3,RAW_BOUNDS_REJECTED,3
C45678,3,BUDGET_STOP,1
C45678,3,INCOMPLETE_BUDGET,1
C45678,3,SEARCH_STOP,1
C45678,3,PRUNING_ATTEMPT,4
C45678,3,PRUNING_RESULT,4
C45678,3,PRUNING_COMPLETE,1
C45678,3,ARM_POLICY_COMPLETE,1
C45678,3,SELECTION_SEALED,1
C45678,3,FINALIZATION_BEGIN,1
C45678,3,FINALIZATION_COMPLETE,1
C45678,4,CONTROLLER_START,1
C45678,4,FIT_RESERVED,33
C45678,4,FIT_COMPLETE,33
C45678,4,GATE_MATERIALIZED,64
C45678,4,EXACT_ZERO_SKIP,14
C45678,4,SCORE_RESERVED,15
C45678,4,SCORE_COMPLETE,15
C45678,4,BASELINE_COMPLETE,1
C45678,4,ARM_POLICY_BEGIN,1
C45678,4,RAW_CALLBACK,22
C45678,4,GATE_PROPOSAL,15
C45678,4,FIT_CACHE_HIT,31
C45678,4,CANDIDATE_COMPLETE,14
C45678,4,RAW_CALLBACK_RETURN,10
C45678,4,RAW_CALLBACK_CACHE_HIT,11
C45678,4,BUDGET_STOP,1
C45678,4,INCOMPLETE_BUDGET,1
C45678,4,SEARCH_STOP,1
C45678,4,PRUNING_ATTEMPT,4
C45678,4,PRUNING_RESULT,4
C45678,4,PRUNING_COMPLETE,1
C45678,4,ARM_POLICY_COMPLETE,1
C45678,4,SELECTION_SEALED,1
C45678,4,FINALIZATION_BEGIN,1
C45678,4,FINALIZATION_COMPLETE,1
C45678,5,CONTROLLER_START,1
C45678,5,FIT_RESERVED,33
C45678,5,FIT_COMPLETE,33
C45678,5,GATE_MATERIALIZED,64
C45678,5,EXACT_ZERO_SKIP,11
C45678,5,SCORE_RESERVED,14
C45678,5,SCORE_COMPLETE,14
C45678,5,BASELINE_COMPLETE,1
C45678,5,ARM_POLICY_BEGIN,1
C45678,5,RAW_CALLBACK,64
C45678,5,GATE_PROPOSAL,15
C45678,5,FIT_CACHE_HIT,31
C45678,5,CANDIDATE_COMPLETE,13
C45678,5,RAW_CALLBACK_RETURN,31
C45678,5,RAW_CALLBACK_CACHE_HIT,32
C45678,5,RAW_BOUNDS_REJECTED,21
C45678,5,BUDGET_STOP,2
C45678,5,INCOMPLETE_BUDGET,2
C45678,5,SEARCH_STOP,1
C45678,5,PRUNING_ATTEMPT,4
C45678,5,PRUNING_RESULT,3
C45678,5,PRUNING_INCOMPLETE,1
C45678,5,ARM_POLICY_COMPLETE,1
C45678,5,SELECTION_SEALED,1
C45678,5,FINALIZATION_BEGIN,1
C45678,5,FINALIZATION_COMPLETE,1
C45678,6,CONTROLLER_START,1
C45678,6,FIT_RESERVED,33
C45678,6,FIT_COMPLETE,33
C45678,6,GATE_MATERIALIZED,54
C45678,6,EXACT_ZERO_SKIP,4
C45678,6,SCORE_RESERVED,11
C45678,6,SCORE_COMPLETE,11
C45678,6,BASELINE_COMPLETE,1
C45678,6,ARM_POLICY_BEGIN,1
C45678,6,RAW_CALLBACK,28
C45678,6,GATE_PROPOSAL,11
C45678,6,FIT_CACHE_HIT,21
C45678,6,CANDIDATE_COMPLETE,10
C45678,6,RAW_CALLBACK_RETURN,13
C45678,6,RAW_CALLBACK_CACHE_HIT,14
C45678,6,RAW_BOUNDS_REJECTED,3
C45678,6,BUDGET_STOP,1
C45678,6,INCOMPLETE_BUDGET,1
C45678,6,SEARCH_STOP,1
C45678,6,PRUNING_COMPLETE,1
C45678,6,ARM_POLICY_COMPLETE,1
C45678,6,SELECTION_SEALED,1
C45678,6,FINALIZATION_BEGIN,1
C45678,6,FINALIZATION_COMPLETE,1
C45678,7,CONTROLLER_START,1
C45678,7,FIT_RESERVED,33
C45678,7,FIT_COMPLETE,33
C45678,7,GATE_MATERIALIZED,73
C45678,7,EXACT_ZERO_SKIP,14
C45678,7,SCORE_RESERVED,17
C45678,7,SCORE_COMPLETE,17
C45678,7,BASELINE_COMPLETE,1
C45678,7,ARM_POLICY_BEGIN,1
C45678,7,RAW_CALLBACK,32
C45678,7,GATE_PROPOSAL,17
C45678,7,FIT_CACHE_HIT,40
C45678,7,CANDIDATE_COMPLETE,16
C45678,7,RAW_CALLBACK_RETURN,15
C45678,7,RAW_CALLBACK_CACHE_HIT,16
C45678,7,RAW_BOUNDS_REJECTED,3
C45678,7,BUDGET_STOP,1
C45678,7,INCOMPLETE_BUDGET,1
C45678,7,SEARCH_STOP,1
C45678,7,PRUNING_ATTEMPT,4
C45678,7,PRUNING_RESULT,4
C45678,7,PRUNING_COMPLETE,1
C45678,7,ARM_POLICY_COMPLETE,1
C45678,7,SELECTION_SEALED,1
C45678,7,FINALIZATION_BEGIN,1
C45678,7,FINALIZATION_COMPLETE,1
C45678,8,CONTROLLER_START,1
C45678,8,FIT_RESERVED,33
C45678,8,FIT_COMPLETE,33
C45678,8,GATE_MATERIALIZED,54
C45678,8,EXACT_ZERO_SKIP,4
C45678,8,SCORE_RESERVED,11
C45678,8,SCORE_COMPLETE,11
C45678,8,BASELINE_COMPLETE,1
C45678,8,ARM_POLICY_BEGIN,1
C45678,8,RAW_CALLBACK,36
C45678,8,GATE_PROPOSAL,11
C45678,8,FIT_CACHE_HIT,21
C45678,8,CANDIDATE_COMPLETE,10
C45678,8,RAW_CALLBACK_RETURN,17
C45678,8,RAW_CALLBACK_CACHE_HIT,18
C45678,8,RAW_BOUNDS_REJECTED,7
C45678,8,BUDGET_STOP,1
C45678,8,INCOMPLETE_BUDGET,1
C45678,8,SEARCH_STOP,1
C45678,8,PRUNING_COMPLETE,1
C45678,8,ARM_POLICY_COMPLETE,1
C45678,8,SELECTION_SEALED,1
C45678,8,FINALIZATION_BEGIN,1
C45678,8,FINALIZATION_COMPLETE,1
C45678,9,CONTROLLER_START,1
C45678,9,FIT_RESERVED,33
C45678,9,FIT_COMPLETE,33
C45678,9,GATE_MATERIALIZED,58
C45678,9,EXACT_ZERO_SKIP,4
C45678,9,SCORE_RESERVED,12
C45678,9,SCORE_COMPLETE,12
C45678,9,BASELINE_COMPLETE,1
C45678,9,ARM_POLICY_BEGIN,1
C45678,9,RAW_CALLBACK,38
C45678,9,GATE_PROPOSAL,12
C45678,9,FIT_CACHE_HIT,25
C45678,9,CANDIDATE_COMPLETE,11
C45678,9,RAW_CALLBACK_RETURN,18
C45678,9,RAW_CALLBACK_CACHE_HIT,19
C45678,9,RAW_BOUNDS_REJECTED,7
C45678,9,BUDGET_STOP,1
C45678,9,INCOMPLETE_BUDGET,1
C45678,9,SEARCH_STOP,1
C45678,9,PRUNING_COMPLETE,1
C45678,9,ARM_POLICY_COMPLETE,1
C45678,9,SELECTION_SEALED,1
C45678,9,FINALIZATION_BEGIN,1
C45678,9,FINALIZATION_COMPLETE,1
C45678,10,CONTROLLER_START,1
C45678,10,FIT_RESERVED,33
C45678,10,FIT_COMPLETE,33
C45678,10,GATE_MATERIALIZED,64
C45678,10,EXACT_ZERO_SKIP,14
C45678,10,SCORE_RESERVED,15
C45678,10,SCORE_COMPLETE,15
C45678,10,BASELINE_COMPLETE,1
C45678,10,ARM_POLICY_BEGIN,1
C45678,10,RAW_CALLBACK,26
C45678,10,GATE_PROPOSAL,15
C45678,10,FIT_CACHE_HIT,31
C45678,10,CANDIDATE_COMPLETE,14
C45678,10,RAW_CALLBACK_RETURN,12
C45678,10,RAW_CALLBACK_CACHE_HIT,13
C45678,10,RAW_BOUNDS_REJECTED,2
C45678,10,BUDGET_STOP,1
C45678,10,INCOMPLETE_BUDGET,1
C45678,10,SEARCH_STOP,1
C45678,10,PRUNING_ATTEMPT,4
C45678,10,PRUNING_RESULT,4
C45678,10,PRUNING_COMPLETE,1
C45678,10,ARM_POLICY_COMPLETE,1
C45678,10,SELECTION_SEALED,1
C45678,10,FINALIZATION_BEGIN,1
C45678,10,FINALIZATION_COMPLETE,1
