arm,view,batch,population,metric,n,count,percent,strict_count,strict_percent,token_correct,token_count,ties,new_nll_mean,new_nll_p00,new_nll_p50,new_nll_p95,new_nll_p99,new_nll_p100,true_nll_mean,true_nll_p00,true_nll_p50,true_nll_p95,true_nll_p99,true_nll_p100,desired_margin_mean,desired_margin_p00,desired_margin_p50,desired_margin_p95,desired_margin_p99,desired_margin_p100,two_P_n,two_P_strict
N4,ENTRY,2,CURRENT100,NS,1000,881,88.1,186,18.6,196,1010,0,11.04870445394516,0.674769401550293,10.940295696258545,16.927821350097656,18.644108085632325,22.007766723632812,4.9906412647319955,0.0010901705827564,4.560280084609985,11.886250114440914,14.846976976394652,17.886899948120117,6.058063189213164,-11.158666610717773,6.518204092979431,13.679417268279938,17.041792438426054,18.420170418918133,,
N4,AT_WRITE,2,CURRENT100,NS,1000,869,86.9,191,19.1,201,1010,0,10.661985225580633,0.10957358032464981,10.532875061035156,16.55977449417114,18.260329017639158,21.35472869873047,4.938805981725687,0.0012251974549144506,4.480934143066406,11.86575045585632,15.176575107574461,19.523468017578125,5.723179243854945,-11.036842286586761,6.111349582672119,12.981111913919449,16.447216928601264,18.305434208363295,,
N4,ENTRY,3,CURRENT100,RS,100,8,8.0,1,1.0,3,102,0,10.305409260392189,0.02320200204849243,10.10120677947998,16.289362144470214,18.41352834701539,19.905067443847656,4.550780292500276,0.0009667966514825821,4.470883131027222,10.359640550613403,11.651932172775295,16.776657104492188,-5.754628967891913,-16.601850032806396,-5.569367676973343,0.8171049594879127,3.6168447369337478,11.268639504909515,,
N4,AT_WRITE,3,CURRENT100,RS,100,100,100.0,100,100.0,102,102,0,0.0016508737414551433,2.3007127310847864e-05,0.0006519814196508378,0.006242760340683157,0.009560675388202195,0.033706627786159515,14.839247713088989,5.766578674316406,14.974984169006348,21.39257287979126,24.42192161560059,24.962051391601562,14.837596839347533,5.758667729794979,14.974262147617992,21.392513616824907,24.42161653180083,24.96191597901634,,
N4,ENTRY,3,CURRENT100,PS,200,24,12.0,2,1.0,6,204,0,10.073886891305447,0.515693724155426,10.112915992736816,15.254580402374266,18.37220796585083,18.7915096282959,4.934483698960394,0.004763208329677582,4.510379076004028,10.430179071426387,11.877069978713985,13.793558120727539,-5.139403192345053,-15.145433589816093,-4.914260387420654,1.12593586444854,3.221485179662697,6.743192672729492,100,0
N4,AT_WRITE,3,CURRENT100,PS,200,190,95.0,126,63.0,130,204,0,1.671447601339678,0.00013684290752280504,0.528417706489563,6.69509618282318,9.359334239959708,10.803008079528809,10.139908123277127,0.05577855557203293,10.039403438568115,18.02086896896362,20.891732292175288,21.95586395263672,8.46846052193745,-5.970521874725819,8.417124941479415,18.009575475868765,20.891059653777624,21.91646871715784,100,45
N4,ENTRY,3,CURRENT100,NS,1000,880,88.0,164,16.4,194,1030,0,10.532356438457965,0.8988519310951233,10.545504570007324,16.78390951156616,20.452598438262932,24.935413360595703,5.2189405240246565,0.0008925982983782887,4.7713775634765625,11.607541704177855,14.506246786117554,19.412527084350586,5.3134159144333095,-7.956724166870117,5.274303317070007,12.412557055288925,14.188955149650571,19.373995225294493,,
N4,AT_WRITE,3,CURRENT100,NS,1000,861,86.1,171,17.1,201,1030,0,10.005471333563328,0.5539530515670776,9.981317520141602,16.253708934783933,19.46930521011352,24.261606216430664,5.173036858623266,0.0009806115413084626,4.73225212097168,11.570193004608152,14.41599419593811,19.146657943725586,4.8324344749400625,-9.25070333480835,4.751250326633453,12.066425973176955,13.527641184790989,18.96556387061719,,
N4,ENTRY,4,CURRENT100,RS,100,13,13.0,1,1.0,2,101,0,9.855315418243409,2.2744197845458984,10.08629560470581,16.403242874145505,18.349705009460465,21.359453201293945,4.755172038590535,0.011434614658355713,4.010544419288635,11.40878458023071,14.203686466217045,15.044699668884277,-5.100143379652873,-16.843302562832832,-5.048891484737396,3.1505808353424065,4.325958852767964,8.121262550354004,,
N4,AT_WRITE,4,CURRENT100,RS,100,100,100.0,100,100.0,101,101,0,0.0013220222789095714,8.928377064876258e-05,0.0007687234319746494,0.004883272526785731,0.009172180257737646,0.010783258825540543,15.166733617782592,5.320904731750488,15.276818752288818,22.34269981384277,26.3418427848816,28.06131935119629,15.165411595503683,5.310121472924948,15.275623502326198,22.342449631338237,26.341292164674098,28.06094319742988,,
N4,ENTRY,4,CURRENT100,PS,200,32,16.0,1,0.5,3,202,0,9.074945721626282,0.7815401554107666,8.871500015258789,14.904849529266354,17.467039508819575,18.97614860534668,4.565787726294948,0.0023606547620147467,4.135059118270874,11.3653043270111,12.806930255889883,16.714466094970703,-4.509157995331334,-18.738731250166893,-4.28979566693306,3.0214817047119134,5.195579161643952,8.751771926879883,100,0
N4,AT_WRITE,4,CURRENT100,PS,200,196,98.0,150,75.0,152,202,0,1.320231317259968,0.00014828535495325923,0.11126188561320305,7.1516387939453105,10.967513399124146,11.923820495605469,10.765101370811463,1.1050677299499512,10.402281284332275,17.305985832214354,24.33630628585815,25.702646255493164,9.444870053551494,-9.179571628570557,9.008668169379234,17.25239100540057,24.137025217574546,25.6988915449474,100,59
N4,ENTRY,4,CURRENT100,NS,1000,843,84.3,200,20.0,200,1000,0,10.115054806002881,0.004036375787109137,10.045472145080566,16.62901611328125,20.868642807006832,22.46758460998535,5.355355873651919,0.0019462230848148465,4.968271732330322,12.161071014404294,14.548205652236936,18.104076385498047,4.759698932350963,-9.443110466003418,4.333589553833008,13.192094859667113,16.686324571371077,20.827828753739595,,
N4,AT_WRITE,4,CURRENT100,NS,1000,811,81.1,188,18.8,188,1000,0,9.71600754449633,0.001998928841203451,9.678689956665039,16.262613105773926,20.54682334899902,26.635025024414062,5.49454720687028,0.002300951164215803,5.056464672088623,12.423574256896968,15.28430652618408,18.118967056274414,4.221460337626049,-14.027406454086304,3.9824960231781006,12.283037341968155,16.461648124605418,20.49547240510583,,
N4,ENTRY,5,CURRENT100,RS,100,8,8.0,2,2.0,3,101,0,10.091987255811691,0.28440308570861816,9.953293323516846,15.989979124069214,17.679244003295906,19.212047576904297,4.498116959808394,0.011453471146523952,4.113632559776306,10.211845874786377,12.94209601402283,13.711027145385742,-5.593870296003297,-16.793687343597412,-5.4930431842803955,0.34986819624900634,5.898949468135839,6.925494909286499,,
N4,AT_WRITE,5,CURRENT100,RS,100,100,100.0,100,100.0,101,101,0,0.0014804163601365872,6.246371776796877e-05,0.0009017691772896796,0.003393565770238638,0.0118661777116359,0.02577628381550312,15.032467918395996,8.475171089172363,15.073835372924805,21.035210037231444,23.749658298492434,24.075923919677734,15.03098750203586,8.473348967381753,15.073225279396866,21.03472540226212,23.74839889068273,24.075285281054676,,
N4,ENTRY,5,CURRENT100,PS,200,28,14.0,2,1.0,4,202,0,9.33164884775877,0.9188118577003479,9.175367832183838,14.749519824981688,16.046762008666988,16.72409439086914,4.593644490409642,0.019075283780694008,3.963504195213318,11.084711170196533,14.40924603462219,15.087390899658203,-4.738004357349127,-15.02388471364975,-5.0352089405059814,1.4825663089752135,4.649753918647764,5.59669303894043,100,1
N4,AT_WRITE,5,CURRENT100,PS,200,193,96.5,125,62.5,127,202,0,1.663769121098303,0.0001515035255579278,0.49562908709049225,7.151304912567137,8.62582192420959,9.075210571289062,9.715006547868251,0.9602039456367493,9.79620361328125,16.317923641204832,18.426333961486808,19.836856842041016,8.05123742676995,-6.43320631980896,8.022066801786423,15.780968407168983,18.421175571812775,19.836651584715582,100,46
N4,ENTRY,5,CURRENT100,NS,1000,866,86.6,251,25.1,251,1000,0,10.025283066809177,0.1367037296295166,9.889228343963623,16.06605815887451,18.766465396881095,21.66663360595703,4.8086724422879055,0.0007637205999344587,4.0960400104522705,11.768317317962644,15.597747831344604,18.282649993896484,5.216610624521272,-8.722646474838257,5.267423510551453,12.297810125630344,15.142137844897805,19.498677730560303,,
N4,AT_WRITE,5,CURRENT100,NS,1000,859,85.9,239,23.9,239,1000,0,9.600272670432926,0.03231622651219368,9.373302936553955,15.916757440567016,18.443184967041013,20.924781799316406,4.844892238036846,0.0008897398365661502,4.160866737365723,11.78559718132019,15.544155197143555,18.328392028808594,4.7553804323960795,-9.786375027149916,4.7813040018081665,11.758019083738326,14.856067585712296,18.880943179130554,,
N4,ENTRY,6,CURRENT100,RS,100,12,12.0,0,0.0,4,104,0,10.391547628641128,1.2244062423706055,10.44648551940918,16.303949737548827,18.748809528350836,19.868717193603516,5.051644328460097,0.03681836277246475,4.741328001022339,11.622717332839965,14.413415899276734,14.522557258605957,-5.339903300181032,-18.973997950553894,-5.178685426712036,2.5142822742462148,5.409184073209769,6.665415644645691,,
N4,AT_WRITE,6,CURRENT100,RS,100,100,100.0,100,100.0,104,104,0,0.0011558585344755557,7.4741430580616e-05,0.0007030875713098794,0.0033993373974226405,0.005273390552029033,0.008997846394777298,15.344576201438905,6.606728553771973,15.332808017730713,21.871282482147215,22.608932266235364,25.094257354736328,15.343420342904428,6.6030442719347775,15.33197781452327,21.870874923537485,22.608638166544566,25.093887159222504,,
N4,ENTRY,6,CURRENT100,PS,200,29,14.5,0,0.0,7,208,0,9.827299037575722,1.6631180047988892,9.773265361785889,14.659610843658443,17.942530288696286,20.69275665283203,5.638660833630711,0.03246268257498741,5.302875518798828,11.331842565536498,13.193052206039427,13.467178344726562,-4.188638203945011,-16.25085163116455,-4.094770312309265,2.938748288154601,5.353065265417098,7.221353530883789,100,0
N4,AT_WRITE,6,CURRENT100,PS,200,192,96.0,119,59.5,126,208,0,1.7140516546933213,0.0004295380203984678,0.3631765842437744,6.442611026763914,10.615028018951413,10.966060638427734,10.764795967936516,0.9829126596450806,10.70176076889038,16.732071399688717,20.154012546539303,21.73828125,9.050744313243195,-4.0150251388549805,8.858453419059515,16.665820032835466,19.91679313109896,21.73270353442058,100,42
N4,ENTRY,6,CURRENT100,NS,1000,821,82.1,159,15.9,179,1020,0,10.187906829893588,0.04290592670440674,10.23887014389038,15.800866174697875,17.69560245513916,21.523303985595703,5.583667805384379,0.0058784219436347485,5.3210837841033936,12.315580224990844,14.369401273727417,17.028305053710938,4.60423902450921,-9.496420711278915,4.41764497756958,12.19739011004567,15.591463391333816,17.53154704719782,,
N4,AT_WRITE,6,CURRENT100,NS,1000,806,80.6,157,15.7,177,1020,0,9.861781013520435,0.02554483339190483,9.975220203399658,15.604123401641845,17.384484844207762,21.161273956298828,5.625025840817485,0.006293241400271654,5.2214601039886475,12.345015239715574,14.258999710083005,16.870935440063477,4.236755172702949,-11.911667823791504,4.046460151672363,11.87164860293269,15.286283864080904,17.156956359744072,,
N4,ENTRY,7,CURRENT100,RS,100,9,9.0,0,0.0,1,101,0,9.73856631398201,1.285838007926941,9.663432121276855,16.573506927490232,17.669281787872315,17.942781448364258,3.8696412892860828,0.001517931348644197,3.223776698112488,9.99227385520935,15.663263864517214,15.989800453186035,-5.868925024695927,-17.66500123369042,-5.478930562734604,0.9172120094299304,4.430393574237829,5.495722770690918,,
N4,AT_WRITE,7,CURRENT100,RS,100,100,100.0,100,100.0,101,101,0,0.0021151891891258855,9.417489309271332e-06,0.000767293997341767,0.00535176387056708,0.010083621926606017,0.07097778469324112,14.7585680437088,3.701559543609619,14.514630317687988,21.46307144165039,24.15131469726564,27.074644088745117,14.756452854519676,3.630581758916378,14.512747392640449,21.462459630987723,24.150753772410695,27.07392158388393,,
N4,ENTRY,7,CURRENT100,PS,200,25,12.5,3,1.5,5,202,0,9.080946519374848,0.6220496892929077,9.145606994628906,15.284626770019525,18.37766759872436,21.543243408203125,3.979544317745604,0.009770783595740795,3.5968148708343506,9.894563293457031,10.62895481109619,12.839517593383789,-5.101402201629244,-21.482078593224287,-4.998194217681885,1.535477495193477,2.3793552494049024,3.262329339981079,100,0
N4,AT_WRITE,7,CURRENT100,PS,200,195,97.5,151,75.5,153,202,0,1.4341043428125704,0.00017033556650858372,0.213016115128994,6.568239831924437,9.719192953109733,13.64362907409668,9.965206660032273,2.1233434677124023,9.63554859161377,16.54387903213501,20.118614006042474,21.085866928100586,8.531102317219702,-7.185342311859131,8.090538918972015,16.487801612282055,20.105876490739895,20.950223922729492,100,61
N4,ENTRY,7,CURRENT100,NS,1000,868,86.8,249,24.9,259,1010,0,9.734304212659598,0.4358008801937103,9.578219890594482,15.860093879699706,18.449116802215578,20.383296966552734,4.59098095395742,0.004713733214884996,3.98666775226593,11.732297563552857,14.541233577728269,19.926847457885742,5.1433232587021775,-12.44373869895935,4.943264961242676,12.60366156995296,16.87228163421154,20.356473559513688,,
N4,AT_WRITE,7,CURRENT100,NS,1000,848,84.8,234,23.4,244,1010,0,9.377139761649072,0.03154689818620682,9.146822929382324,15.753506660461424,18.19456247329712,21.602855682373047,4.7044129344783725,0.004960254766047001,4.109460830688477,11.797147321701049,14.713273887634275,19.821916580200195,4.6727268271707,-10.243818283081055,4.600405931472778,12.249435347318647,16.067036210000513,19.93118467926979,,
N4,ENTRY,8,CURRENT100,RS,100,14,14.0,1,1.0,3,102,0,9.58290545642376,0.903474748134613,9.367831707000732,15.084914731979369,16.550744113922118,16.630529403686523,4.786757542602718,0.03735698387026787,4.527583837509155,9.754016017913818,13.754604282379157,14.877839088439941,-4.796147913821041,-15.980040371418,-5.232433259487152,1.9806457847356786,3.990681569576267,4.689807653427124,,
N4,AT_WRITE,8,CURRENT100,RS,100,100,100.0,100,100.0,102,102,0,0.0012872697522652743,1.156323378381785e-05,0.000777061766711995,0.004279659083113071,0.007024810034781696,0.00736285001039505,15.37054235458374,7.2123494148254395,15.168925762176514,22.414465618133544,25.351808147430425,26.242090225219727,15.369255084831474,7.208124277647585,15.168453807971673,22.414312517966753,25.35175569602525,26.24145944940392,,
N4,ENTRY,8,CURRENT100,PS,200,26,13.0,1,0.5,5,204,0,9.006457896232606,1.8527718782424927,8.75625991821289,15.41818466186523,16.7256196975708,17.113235473632812,4.583534249821678,0.0103707704693079,4.0553367137908936,10.48368501663208,12.349104595184311,16.240095138549805,-4.422923646410927,-13.942058086395264,-4.093161940574646,2.488772416114803,4.902109793424606,6.360304832458496,100,0
N4,AT_WRITE,8,CURRENT100,PS,200,193,96.5,138,69.0,142,204,0,1.5235900109981595,0.00028713393840007484,0.27294206619262695,6.63949859142303,11.059019060134878,16.140460968017578,10.240232463479042,0.28850609064102173,9.859660148620605,16.478605270385742,20.182208938598613,22.615962982177734,8.716642452480883,-6.588186204433441,8.690806694328785,16.009191087560605,20.179529819735308,22.615452062513214,100,53
N4,ENTRY,8,CURRENT100,NS,1000,864,86.4,215,21.5,215,1000,0,9.735316346755251,0.026448598131537437,9.57786226272583,15.957832145690917,17.685708217620846,21.917572021484375,4.996657065094449,0.007122483104467392,4.278529644012451,11.756469297409055,14.100081071853635,18.378215789794922,4.738659281660802,-11.17532886005938,4.527028799057007,12.309220145642756,14.851082767844199,17.226150915026665,,
N4,AT_WRITE,8,CURRENT100,NS,1000,834,83.4,206,20.6,206,1000,0,9.339494292178657,0.002154530957341194,9.242921352386475,15.72581214904785,17.691647148132326,21.825927734375,5.104960525060073,0.005323401652276516,4.44248104095459,11.949462795257565,14.10246401786804,18.21695899963379,4.2345337671185845,-14.056411631405354,4.086388111114502,11.81256204843521,15.155957413399591,16.880986124277115,,
N4,ENTRY,9,CURRENT100,RS,100,14,14.0,1,1.0,1,100,0,9.665510055720807,0.16817638278007507,9.48271656036377,15.006353378295898,16.684494743347173,17.720474243164062,4.124834049048659,0.0003948624071199447,3.2325046062469482,11.020762300491333,13.130305919647231,16.07258415222168,-5.540676006672147,-17.378954857587814,-6.030244946479797,2.420697391033172,5.057608530521405,7.347347259521484,,
N4,AT_WRITE,9,CURRENT100,RS,100,100,100.0,100,100.0,100,100,0,0.0020751445917994715,3.45700973412022e-05,0.0007787889917381108,0.006868870230391618,0.02402552453801041,0.03385714441537857,14.77670721054077,7.073975086212158,14.55621862411499,22.176048469543453,24.404743938446057,26.62939453125,14.774632065948971,7.072464177617803,14.55571086263808,22.175200471383867,24.403971704728622,26.62915923979017,,
N4,ENTRY,9,CURRENT100,PS,200,22,11.0,3,1.5,3,200,0,9.547313839644193,0.0893944799900055,9.731215953826904,14.68623113632202,15.824367351531977,16.355091094970703,4.398979781186208,0.031125901266932487,3.725458025932312,10.111082458496089,12.308472433090204,13.140264511108398,-5.148334058457985,-15.379928890615702,-5.316117644309998,2.9133121013641357,4.256618996560573,6.295170783996582,100,0
N4,AT_WRITE,9,CURRENT100,PS,200,197,98.5,146,73.0,146,200,0,1.254867896593787,0.0001958416833076626,0.1039460115134716,6.782199335098263,9.006352186202998,10.52855396270752,10.581692443825304,0.055540867149829865,10.223945617675781,18.6981351852417,21.224267024993893,22.875185012817383,9.326824547231517,-4.243322543799877,8.915718823671341,18.601292058452962,21.212519537961338,22.874989171134075,100,56
N4,ENTRY,9,CURRENT100,NS,1000,858,85.8,242,24.2,252,1010,0,9.649081372067332,0.12788517773151398,9.681776523590088,15.812025594711303,18.048405666351318,20.07775115966797,4.902752507401164,0.005613041575998068,4.3833863735198975,11.983503484725953,15.237708330154417,19.56233787536621,4.746328864666167,-11.172642946243286,4.8696677684783936,12.346401531249281,15.73241892397403,19.167636170983315,,
N4,AT_WRITE,9,CURRENT100,NS,1000,816,81.6,212,21.2,222,1010,0,9.021891875817818,0.00036066226311959326,9.17404842376709,15.118551063537598,17.918299160003663,20.150178909301758,5.077227624849416,0.005611974745988846,4.567970514297485,12.131651163101195,15.173303976058959,17.20741081237793,3.9446642509684025,-17.133485620695865,4.0702033042907715,11.463549707084885,15.743226012513038,18.961245119571686,,
N4,ENTRY,10,CURRENT100,RS,100,12,12.0,2,2.0,3,101,0,9.604680104255676,0.46213197708129883,9.250993251800537,16.943107032775877,18.995567417144777,19.30600929260254,4.436197263938375,0.006402101833373308,3.358864426612854,11.748842477798462,12.805040454864525,17.233999252319336,-5.168482840317301,-16.68626681296155,-5.003106385469437,1.281235265731811,5.533981864452375,8.037605047225952,,
N4,AT_WRITE,10,CURRENT100,RS,100,99,99.0,99,99.0,100,101,0,0.021543193214311033,3.218599158572033e-05,0.001082549395505339,0.006553407479077575,0.03876571267844249,1.9790524244308472,14.612677458226681,0.39114078879356384,14.389101505279541,21.33440532684326,23.688784904479984,24.54429817199707,14.59113426501237,-1.5879116356372833,14.386845032306155,21.333967620806654,23.68857861190671,24.54351741762366,,
N4,ENTRY,10,CURRENT100,PS,200,33,16.5,0,0.0,2,202,0,8.969988201856614,1.596036434173584,8.924342155456543,14.707317018508911,17.18745880126953,17.45530891418457,4.6719696860434485,0.002433198504149914,3.9471073150634766,10.388689374923706,12.92238110542297,13.5835599899292,-4.2980185158131645,-17.342583280988038,-4.528022289276123,2.257131934165953,4.390756397247303,7.7383058071136475,100,0
N4,AT_WRITE,10,CURRENT100,PS,200,195,97.5,128,64.0,130,202,0,1.4493373572420387,0.00014602071314584464,0.2584042251110077,6.234875297546384,8.071067314147948,12.167213439941406,10.10872696697712,1.3149549961090088,9.928400993347168,16.19660558700561,19.416929168701156,22.519529342651367,8.659389609735081,-2.3941850662231445,8.75773886591196,16.18814634386217,19.415740285316698,22.51938332193822,100,47
N4,ENTRY,10,CURRENT100,NS,1000,839,83.9,206,20.6,206,1000,0,9.587100206054748,0.1103634387254715,9.485710144042969,15.773605155944823,18.56596216201782,20.062366485595703,5.1039044370339255,0.00427617970854044,4.640180587768555,12.215671443939204,14.337263679504392,19.684083938598633,4.4831957690208215,-13.64902501553297,4.577082633972168,12.156440925598142,15.093531474620104,17.58953022956848,,
N4,AT_WRITE,10,CURRENT100,NS,1000,810,81.0,195,19.5,195,1000,0,9.236882242679595,0.07852734625339508,9.223390579223633,15.623628711700437,18.34307466506958,19.548545837402344,5.191554243872408,0.004627115558832884,4.640138149261475,12.31676950454712,14.347827205657955,19.87862205505371,4.045327998807188,-13.55238689482212,4.183390378952026,11.793802118301391,14.8434394261986,17.79045979678631,,
N4,W10_ALL1000,0,ALL,RS,1000,999,99.9,993,99.3,1008,1015,0,0.02487637886945231,1.2159273865108844e-05,0.0008500776602886617,0.006511541875079272,0.05289106994867303,5.398934841156006,14.883158150047064,0.39114078879356384,14.751105785369873,21.876307868957518,24.68267318725586,28.021175384521484,14.858281771177612,-1.5879116356372833,14.747726555622648,21.875227743037975,24.681970377006653,28.02077087003272,,
N4,W10_FIRST500,0,ALL,RS,500,500,100.0,495,99.0,502,507,0,0.033116099474566,2.658331868587993e-05,0.0008953376673161983,0.008548789611086247,0.616847867965691,5.195210933685303,14.86284826374054,3.0105702877044678,14.771261215209961,21.91748113632202,24.683601150512693,28.021175384521484,14.829732164265973,0.3142108917236328,14.768063059542328,21.915516753250266,24.68289701004323,28.02077087003272,,
N4,W10_LAST500,0,ALL,RS,500,499,99.8,498,99.6,506,508,0,0.016636658264338623,1.2159273865108844e-05,0.000818513537524268,0.00565038716886192,0.028137808423489143,5.398934841156006,14.903468036353589,0.39114078879356384,14.724240779876709,21.825797557830807,24.547365055084224,26.840633392333984,14.88683137808925,-1.5879116356372833,14.72241972910706,21.825480197029535,24.54659160520401,26.840441483800532,,
N4,W5_FIRST500,0,ALL,RS,500,500,100.0,499,99.8,506,507,0,0.009749503969414946,2.706014311115723e-05,0.0008038626983761787,0.005236178776249285,0.026310287844389192,1.9840627908706665,14.936943712234497,3.284268856048584,14.909090995788574,21.784959030151356,24.60810577392578,27.888229370117188,14.927194208265082,1.3002060651779175,14.907467876269948,21.78295481834792,24.607485102992936,27.887816991016734,,
N4,POOLED_ATWRITE,0,ALL,RS,1000,999,99.9,999,99.9,1014,1015,0,0.004063135722110928,9.417489309271332e-06,0.0007805757049936801,0.005301944725215434,0.0191749464161694,1.9790524244308472,14.99018040022254,0.39114078879356384,14.904724597930908,21.88801507949829,24.548475704193113,28.06131935119629,14.98611726450043,-1.5879116356372833,14.903574958996614,21.88770123436989,24.547701403237586,28.06094319742988,,
N4,POOLED_ENTRY,0,ALL,RS,1000,106,10.6,8,0.8,22,1015,0,10.194490433424711,0.02320200204849243,9.993223190307617,16.44760866165161,19.212987194061277,21.359453201293945,4.544234761884814,0.0003948624071199447,4.029334783554077,11.002287197113036,14.29215118408203,17.233999252319336,-5.650255671539897,-19.781265690922737,-5.721725225448608,1.9861518859863272,5.03810000658035,11.268639504909515,,
N4,W10,0,ACTIVE,RS,999,998,99.89989989989989,993,99.3993993993994,1008,1014,0,0.021171200239063933,1.2159273865108844e-05,0.0008469808381050825,0.006506650568917393,0.0488054879009723,5.398934841156006,14.888054632299298,0.39114078879356384,14.766369819641113,21.87841110229492,24.6843733215332,28.021175384521484,14.866883432060233,-1.5879116356372833,14.761447879951447,21.877280645957214,24.68367710224556,28.02077087003272,,
N4,W10,0,SUPERSEDED,RS,1,1,100.0,0,0.0,0,1,0,3.7263498306274414,3.7263498306274414,3.7263498306274414,3.7263498306274414,3.7263498306274414,3.7263498306274414,9.991572380065918,9.991572380065918,9.991572380065918,9.991572380065918,9.991572380065918,9.991572380065918,6.265222549438477,6.265222549438477,6.265222549438477,6.265222549438477,6.265222549438477,6.265222549438477,,
N4,W10_COHORT,1,ALL,RS,100,100,100.0,99,99.0,100,101,0,0.039512507115287004,0.00010990492592100054,0.0012413899530656636,0.010014314437285066,0.06320954764263734,3.7263498306274414,14.904011640548706,3.6182661056518555,14.746248245239258,21.438928413391114,24.95388772964478,25.954275131225586,14.86449913343342,3.5920579750090837,14.7445705349528,21.43861886299637,24.953683498689358,25.952001416590065,,
