arm,batch,layer,targets,zero_adam,cap_stop,loss_stop,Adam,loss_evaluations,clamp_hits,loss_mean,loss_p00,loss_p50,loss_p95,loss_p99,loss_p100,nll_mean,nll_p00,nll_p50,nll_p95,nll_p99,nll_p100,kl_mean,kl_p00,kl_p50,kl_p95,kl_p99,kl_p100,decay_mean,decay_p00,decay_p50,decay_p95,decay_p99,decay_p100,delta_norm_mean,delta_norm_p00,delta_norm_p50,delta_norm_p95,delta_norm_p99,delta_norm_p100,radius_mean,radius_p00,radius_p50,radius_p95,radius_p99,radius_p100,loss_component_residual_mean,loss_component_residual_p00,loss_component_residual_p50,loss_component_residual_p95,loss_component_residual_p99,loss_component_residual_p100
G48,2,8,200,176,24,176,576,776,576,0.017706543707754464,0.00043870246736332774,0.00556539511308074,0.07340842261910437,0.09989777036011192,0.1468765139579773,0.00845440871475148,0.000128950530779548,0.00327777280472219,0.04045372325927016,0.046497536115348334,0.04753510653972626,0.0015442035085288807,0.0,0.0,0.004325327114202077,0.03881170459091635,0.06984809041023254,0.007707931436598301,0.0,0.0,0.06524826884269713,0.06989933148026466,0.07617605477571487,0.5286469727948774,0.0,0.0,4.380907076508939,5.0080972913374255,5.027612123162611,4.592798584699631,3.6921050548553467,4.577904224395752,5.269794726371765,5.735174102783203,5.845449924468994,4.787580110132694e-11,-3.6961864680051804e-09,0.0,6.766640581188278e-11,3.499444574117654e-09,5.122274160385132e-09
G48,3,4,100,1,99,1,2376,2476,2376,0.13718182720243932,0.039833322167396545,0.1345631182193756,0.17666973695158958,0.2285824716091156,0.22876834869384766,0.0015913493567495606,0.00016596188652329147,0.0008170583168976009,0.004406079067848622,0.008520971890539093,0.039833322167396545,0.012427821676828899,0.0,0.00688103586435318,0.05053945183753967,0.10192362725734715,0.11027458310127258,0.1231626557558775,0.0,0.12331808358430862,0.14707842320203782,0.15039759755134585,0.1531399041414261,2.2675802832311227,0.0,2.271771604518949,2.7466031865986045,2.8192307665409335,2.8966158651459883,2.2937311923503874,1.8365559577941895,2.280687689781189,2.746603178977966,2.8192309260368353,2.896615982055664,4.1298335418105124e-10,-1.1175870895385742e-08,8.585629984736443e-10,6.353366188704967e-09,7.940689101815236e-09,1.0360963642597198e-08
G48,3,8,200,181,19,181,456,656,456,0.013527326128678397,0.0003878626157529652,0.004789960570633411,0.06776746921241282,0.0765062440931797,0.0794631764292717,0.007056460156672983,2.7358037186786532e-05,0.0027150146197527647,0.028269718680530714,0.042832675352692556,0.049946486949920654,0.00040849441924365235,0.0,0.0,0.0024259807192720416,0.010955749377608296,0.015743909403681755,0.006062371581792831,0.0,0.0,0.0641890499740839,0.06821490138769146,0.07821012288331985,0.4235203216494171,0.0,0.0,4.335950493567275,5.022968466410488,5.853491524080831,4.6182111966609956,3.5960817337036133,4.579969644546509,5.485078310966491,5.855413188934325,6.206107139587402,-2.903107088059187e-11,-3.5797711461782455e-09,0.0,0.0,2.6715861167758625e-09,4.190951585769653e-09
G48,4,4,100,0,100,0,2400,2500,2399,0.13513503648340702,0.10028701275587082,0.1342492774128914,0.16212082803249359,0.18029343128204356,0.20205190777778625,0.0010320956267241854,0.00018256407929584384,0.0007381310570053756,0.0026410326943732795,0.005082405977882445,0.005119181703776121,0.009279524590820074,0.0011262516491115093,0.006497092079371214,0.023518406879156826,0.04595269605517395,0.06029212474822998,0.1248234160989523,0.09538184106349945,0.12454128637909889,0.14680928066372873,0.14957830429077149,0.15124836564064026,2.2839997626821433,1.859524498678,2.2582907313595393,2.7473782369006043,2.9075511740685274,2.9486740466424495,2.284167091846466,1.8595243692398071,2.2582907676696777,2.74737833738327,2.907551109790802,2.948674201965332,1.669104676693678e-10,-7.334165275096893e-09,5.238689482212067e-10,6.868503987789154e-09,7.697672117501504e-09,9.10949893295765e-09
G48,4,8,200,184,16,184,384,584,371,0.014570776007167297,0.00036815667408518493,0.004031484480947256,0.06761458143591878,0.153604565560817,0.3743187189102173,0.006248070336623641,5.1119444833602756e-05,0.0028728748438879848,0.026984233409166326,0.039013693928718535,0.0469476543366909,0.0032390274519275408,0.0,0.0,0.003642247198149561,0.0909701550006859,0.30919337272644043,0.005083678252995014,0.0,0.0,0.06081407796591519,0.07124626137316226,0.07379337400197983,0.3471537798625346,0.0,0.0,4.215758945115965,4.647413170015951,5.127884196711313,4.644066504240036,3.4011240005493164,4.556409597396851,5.4682180166244505,5.885254588127135,6.028025150299072,-3.4378899727016685e-11,-1.0884832590818405e-08,0.0,0.0,1.9642175175249447e-09,1.0579242371022701e-08
G48,5,4,100,0,100,0,2400,2500,2399,0.13555124774575233,0.09286297112703323,0.13212939351797104,0.15748927146196365,0.23717846840620085,0.3220145106315613,0.0010513533430639654,0.0001987591094803065,0.0007004556828178465,0.0024896236485801634,0.004618747681379325,0.005825340747833252,0.011737904197652825,0.0007680663256905973,0.005617627641186118,0.0339638976380229,0.10760240405798015,0.21566057205200195,0.12276199042797088,0.09069670736789703,0.12065079435706139,0.14578962549567223,0.1473296196758747,0.1498749703168869,2.3210361389396166,1.8765642511035405,2.3311197265881445,2.7440538287981617,3.0587550125425165,3.1009949819618887,2.321086205244064,1.8765642642974854,2.331119656562805,2.744053840637207,3.058755054473877,3.100994825363159,-2.2293534129858017e-10,-8.440110832452774e-09,-4.0745362639427185e-10,6.70697772875428e-09,7.85454176366332e-09,1.3271346688270569e-08
G48,5,8,200,186,14,186,336,536,331,0.010723854983370983,0.0002815895713865757,0.003403751878067851,0.06281795427203178,0.07600336141884326,0.09075886011123657,0.0059961974041289065,9.514370321994647e-05,0.00301129010040313,0.024543019011616696,0.038847816474735716,0.04243417829275131,0.0003819661494344473,0.0,0.0,0.002805903414264321,0.007492841100320218,0.021330535411834717,0.0043456914089620114,0.0,0.0,0.057677897997200474,0.06670586250722407,0.07263050228357315,0.3154409629722179,0.0,0.0,4.246012499405238,4.8807660182995525,5.082685481684621,4.662119498252869,3.475721597671509,4.662591934204102,5.3666047811508175,5.6495079517364495,5.766529560089111,2.0845618564635517e-11,-1.862645149230957e-09,0.0,0.0,1.7526326701044978e-09,3.14321368932724e-09
G48,6,4,100,0,100,0,2400,2500,2400,0.13409400619566442,0.0917249247431755,0.13447578996419907,0.16109752878546713,0.2122433575987817,0.23586541414260864,0.0011471235129283741,8.296464511658996e-05,0.0007646405720151961,0.0037140902131795875,0.004995702635496856,0.005219276994466782,0.012990448989439756,0.001100959605537355,0.006617068778723478,0.04934866055846214,0.09737922348082068,0.10231096297502518,0.1199564341455698,0.08749590069055557,0.12131144478917122,0.14064669609069824,0.14598006278276443,0.14764289557933807,2.380364730951481,1.9049342021011408,2.318459876892277,2.860286787712512,3.150026508374793,3.2144359366905793,2.3803647422790526,1.9049341678619385,2.3184598684310913,2.860286724567413,3.150026516914368,3.2144360542297363,-4.5227352529764173e-10,-1.068110577762127e-08,-6.83940015733242e-10,6.1758328229188916e-09,7.452908903360368e-09,7.683411240577698e-09
G48,6,8,200,187,13,187,312,512,312,0.012158080654844526,0.00017490015306975693,0.004008026793599129,0.05786848030984399,0.08232772871851833,0.22636699676513672,0.006507331109060033,5.819194484502077e-05,0.0028639270458370447,0.022377797774970416,0.03793645892292255,0.049601055681705475,0.0017401304679015084,0.0,0.0,0.0017602840787731024,0.02023530470207239,0.170661062002182,0.00391061907634139,0.0,0.0,0.054056678898632506,0.0661325442045927,0.07429108023643494,0.30721034729169067,0.0,0.0,4.26113166146128,5.208465943456357,5.6260336271660485,4.739940998554229,3.736264705657959,4.673331022262573,5.588173747062683,6.151216816902161,6.526862144470215,1.5415935195051134e-12,-6.948539521545172e-09,0.0,0.0,2.690949258976613e-09,3.914465196430683e-09
G48,7,4,100,0,100,0,2400,2500,2400,0.13154517605900765,0.09876924753189087,0.13093189150094986,0.16448834240436555,0.18595925122499476,0.20461201667785645,0.0011615689854079393,0.00013564740947913378,0.0007084785611368716,0.003565474890638143,0.006198089625686422,0.00919167511165142,0.0107367383496603,0.0007653908687643707,0.0062129502184689045,0.03416803497821091,0.07150662422180176,0.07367418706417084,0.11964686900377274,0.0925413966178894,0.11961987242102623,0.14398908689618112,0.14912310898303988,0.1517142355442047,2.392365688476377,1.8538143436986472,2.3512005514465804,2.970223864519608,3.0270924491335416,3.039179655683954,2.3923656928539274,1.8538143634796143,2.351200580596924,2.9702237844467163,3.0270924806594848,3.039179801940918,-2.7983332984149457e-10,-8.381903171539307e-09,-8.731149137020111e-11,6.242771632969379e-09,6.9919042289257085e-09,7.683411240577698e-09
G48,7,8,200,184,16,184,384,584,380,0.012400620102125686,0.00034727947786450386,0.003341707633808255,0.06777487099170684,0.07755011938512321,0.4498288035392761,0.0050356888401438486,8.765171514824033e-05,0.0024856451200321317,0.017411002237349735,0.02928752973675726,0.032679520547389984,0.0022822925163200124,0.0,0.0,0.002621462882962072,0.012225178731605356,0.37750881910324097,0.005082638617604971,0.0,0.0,0.059144253842532635,0.07035842351615428,0.0799860879778862,0.3545810892973112,0.0,0.0,4.32007817657259,4.943761749305743,5.0597898476105945,4.605493329763412,3.5162365436553955,4.625169277191162,5.2864550113677975,5.550509047508239,5.770476341247559,1.280568540096283e-10,-3.230525180697441e-09,0.0,0.0,3.146706148982045e-09,2.9336661100387573e-08
G48,8,4,100,0,100,0,2400,2500,2400,0.13114289924502373,0.09972421079874039,0.13176456838846207,0.15245048105716705,0.16352872222661982,0.18159092962741852,0.000950110319245141,0.00017074777861125767,0.0006951994728296995,0.002473432954866438,0.0036547385482117644,0.005793812684714794,0.009023424662882463,0.0013155820779502392,0.005764450877904892,0.031003294233232732,0.04692825626581916,0.06357121467590332,0.12116936475038528,0.09169968962669373,0.1225975975394249,0.14315378442406654,0.1465961162745953,0.15104953944683075,2.355997775610134,1.8619721281719888,2.2940905354143784,2.9001182339732647,3.0664910682424016,3.067076779953176,2.3559977650642394,1.8619719743728638,2.2940906286239624,2.9001180648803713,3.0664910817146303,3.0670766830444336,-4.874891601502895e-10,-7.712515071034431e-09,-3.2014213502407074e-10,5.005858838558197e-09,7.278867997229101e-09,7.566995918750763e-09
G48,8,8,200,191,9,191,216,416,216,0.009835956725146389,0.00032732466934248805,0.0029159245314076543,0.04653773847967383,0.0839601607620714,0.1278982311487198,0.006246440986251401,0.00010831496183527634,0.002634292934089899,0.02438064282760023,0.042380406111478766,0.04821134731173515,0.0008012268284801394,0.0,0.0,0.0,0.02101970663294166,0.06593593209981918,0.00278828889131546,0.0,0.0,0.0,0.06484681181609628,0.07164496183395386,0.20603079475205754,0.0,0.0,0.0,4.724514605562804,5.327595994892706,4.766426101922989,3.5560436248779297,4.700832843780518,5.673310089111328,6.282133965492244,7.823880672454834,1.9099388737231493e-11,-1.6298145055770874e-09,0.0,0.0,1.5174737200140916e-09,3.4924596548080444e-09
G48,9,4,100,0,100,0,2400,2500,2398,0.12648286893963814,0.07821138948202133,0.12441696599125862,0.15663126856088638,0.17442030638456352,0.1887190043926239,0.000942194962844951,0.00012744427658617496,0.0007194390636868775,0.002303704456426203,0.00450511844363064,0.0053545283153653145,0.00997729894836084,8.400053775403649e-05,0.00581723265349865,0.0284068202599883,0.060208508670330126,0.07501984387636185,0.11556337520480156,0.07741427421569824,0.11328727379441261,0.13763489127159118,0.14943493768572808,0.1510486900806427,2.4755541671276293,1.8619826990489485,2.482626856437985,2.9688276660468667,3.1592818847816972,3.6330510276433623,2.4761770331859587,1.8619825839996338,2.4826269149780273,2.9688276171684262,3.159281740188601,3.6330509185791016,-1.7636921256780623e-10,-9.255018085241318e-09,-2.6193447411060333e-10,5.378387868404387e-09,7.579801604151732e-09,8.847564458847046e-09
G48,9,8,200,188,12,188,288,488,278,0.009241158777404052,0.00012140344915678725,0.002882368629798293,0.05199894271790972,0.07109865374863147,0.08227517455816269,0.005368083776593266,2.9503804398700595e-05,0.002394649665802717,0.01969560245051978,0.03910998530685901,0.04463475942611694,0.00023057252805301685,0.0,0.0,9.014454226416656e-05,0.010130134746432293,0.017424026504158974,0.0036425024829804895,0.0,0.0,0.051617242768406804,0.06661414466798303,0.06997045874595642,0.2722592724812877,0.0,0.0,3.75223053894936,5.099069476099225,5.624231324055202,4.712956922054291,3.6325464248657227,4.720626592636108,5.527184987068176,5.681174502372741,5.917752265930176,-1.0222720447927714e-11,-1.367880031466484e-09,0.0,0.0,4.829780664294933e-10,1.6298145055770874e-09
G48,10,4,100,0,100,0,2400,2500,2400,0.12902655974030494,0.08796426653862,0.12800545990467072,0.15916832089424132,0.18748506799340264,0.21956351399421692,0.0009915335694677197,0.00019639308447949588,0.0007013354043010622,0.002775338408537208,0.0047230807039886765,0.00570679921656847,0.01063575511216186,0.001045495504513383,0.006006398005411029,0.032907292060554004,0.07668941602110874,0.09836266934871674,0.11739927083253861,0.08514054119586945,0.11805761232972145,0.14292449802160262,0.1507751487195492,0.15370632708072662,2.444874653751728,1.8297878575942312,2.382316710541167,3.037350934576805,3.288119826500281,3.3033620515687607,2.4448746621608732,1.8297879695892334,2.3823167085647583,3.0373508691787716,3.2881197357177734,3.3033618927001953,2.2613676264882086e-10,-7.334165275096893e-09,1.8917489796876907e-10,6.082700565457342e-09,7.044873200356961e-09,7.2177499532699585e-09
G48,10,8,200,185,15,185,360,560,356,0.01103551370339119,0.00019249843899160624,0.0035129071911796927,0.06119105387479066,0.0734520886093378,0.19641804695129395,0.005592712846882932,3.697361535159871e-05,0.002727226819843054,0.018826097436249252,0.030774024277925485,0.03168860822916031,0.000940935249964241,0.0,0.0,0.0025430261972360217,0.008376154731959068,0.12877357006072998,0.0045018655806779865,0.0,0.0,0.05775127634406089,0.06700998596847056,0.07045076787471771,0.35128526020751677,0.0,0.0,4.529575138784572,5.031065274531012,5.502623796701294,4.6611572825908665,3.2401657104492188,4.636722087860107,5.525935983657836,5.903452901840209,6.222465991973877,2.586602931842208e-11,-3.14321368932724e-09,0.0,0.0,1.8501305021345465e-09,3.6161509342491627e-09
C4,1,4,100,0,100,0,2400,2500,2400,0.13699554868042468,0.1010408028960228,0.1340358555316925,0.1735701732337475,0.2127826869487766,0.2835404872894287,0.0013409716775640845,0.00018465425819158554,0.0009206025570165366,0.0035810322733595946,0.006947249327786276,0.008854210376739502,0.011168086056131869,0.0006822175346314907,0.006353119621053338,0.02504801154136654,0.0732975257933144,0.1547127068042755,0.12448649019002915,0.089842788875103,0.12560584396123886,0.15038599595427513,0.1525848600268364,0.15774312615394592,2.2963063782977344,1.7829619037385918,2.2391483624568607,2.8824150530036983,2.944582682122434,3.130468439133629,2.296306382417679,1.7829619646072388,2.2391483783721924,2.882414972782135,2.9445825505256664,3.1304683685302734,7.566995918750763e-10,-7.8580342233181e-09,1.3387762010097504e-09,6.199115887284277e-09,8.551287464797554e-09,1.955777406692505e-08
C4,2,4,100,0,100,0,2400,2500,2400,0.1354123243689537,0.0989706814289093,0.1343250572681427,0.1595003493130207,0.18885359644889865,0.25530365109443665,0.0012794493648107164,0.00018096031271852553,0.0009205260721500963,0.004106302373111248,0.00494408689439298,0.007467984221875668,0.01056756891659461,0.0009226063266396523,0.005497409962117672,0.03722105380147695,0.04929870590567635,0.1384609192609787,0.12356530584394931,0.09276917576789856,0.12130844220519066,0.14676667302846907,0.15498030573129656,0.1573793888092041,2.3108997718809507,1.7870826492857368,2.318477855650684,2.7387559386031897,2.885037938863294,3.0317179717325824,2.3108997702598573,1.7870826721191406,2.3184778690338135,2.738755929470062,2.8850379824638375,3.0317180156707764,2.435990609228611e-10,-1.4901161193847656e-08,1.1204974725842476e-09,5.887704901397228e-09,7.109483703970913e-09,7.916241884231567e-09
C4,3,4,100,0,100,0,2400,2500,2400,0.13791604071855545,0.10106609016656876,0.13658440858125687,0.16967693269252776,0.22766785666346584,0.29110538959503174,0.0011245777165459004,0.00017548928735777736,0.0007618471863679588,0.003353793709538876,0.004568810835480714,0.009101434610784054,0.013036353717325255,0.0006123477360233665,0.007450815988704562,0.042404654622077945,0.10982688888907467,0.17583943903446198,0.12375510938465595,0.09689105302095413,0.1228170171380043,0.14661036506295205,0.1497095872461796,0.1528921127319336,2.303076681534714,1.839532133465312,2.2899923026934306,2.7566617662574417,2.823670529023043,2.902744719212245,2.30307669878006,1.8395322561264038,2.289992332458496,2.7566616535186768,2.823670415878296,2.902744770050049,-9.997165761888027e-11,-8.149072527885437e-09,-5.675246939063072e-10,7.395283319056034e-09,1.0411604307591972e-08,2.1187588572502136e-08
C4,4,4,100,0,100,0,2400,2500,2400,0.13454841017723085,0.10297676920890808,0.13340095430612564,0.1597631499171257,0.17706665068864832,0.1980409324169159,0.0011233556900697294,0.00018049564096145332,0.0007532349263783544,0.002894012921024113,0.005808258522301925,0.008298246189951897,0.009017657059011981,0.001548654749058187,0.0058996123261749744,0.02276712404564022,0.044828054308891356,0.056128643453121185,0.12440739721059799,0.09545781463384628,0.12326027452945709,0.146611101180315,0.14938990518450737,0.15112893283367157,2.2920288890955978,1.860993822094131,2.281761582463979,2.764085328049557,2.9280464687190957,2.9463279767300747,2.2920288956165313,1.8609938621520996,2.2817615270614624,2.7640854358673095,2.928046352863312,2.9463279247283936,2.1755113266408442e-10,-7.62520357966423e-09,9.022187441587448e-10,6.548361852765082e-09,8.268980309367182e-09,8.614733815193176e-09
C4,5,4,100,0,100,0,2400,2500,2400,0.13304314590990543,0.09220774471759796,0.1302216798067093,0.1586465932428837,0.22158538371324546,0.23556655645370483,0.0010009059679578058,0.00014811332221142948,0.000785270327469334,0.0024799361359328026,0.003937664558179679,0.004386279731988907,0.00966527068580035,0.0009569851099513471,0.005475739948451519,0.020067762210965134,0.10563887178897863,0.1156211793422699,0.12237696841359139,0.09053418040275574,0.1201380081474781,0.1454371504485607,0.14712964296340944,0.14942389726638794,2.328417759688198,1.8822293944576811,2.3410645110690336,2.7560365728897014,3.0504455804939554,3.1065611575782905,2.3284177660942076,1.8822293281555176,2.341064453125,2.756036627292633,3.050445423126221,3.1065611839294434,8.425558917224407e-10,-7.566995918750763e-09,1.3969838619232178e-09,6.594927981495856e-09,7.685739547014238e-09,7.916241884231567e-09
C4,6,4,100,0,100,0,2400,2500,2400,0.1345793253183365,0.09220875799655914,0.1311136856675148,0.17470760941505425,0.2487293472886087,0.2812223434448242,0.001070707616090658,0.00010255338565912098,0.0007367753714788705,0.00327137253480032,0.0037088538869284138,0.004529330413788557,0.014047445914475248,0.0012427489273250103,0.006662136176601052,0.0598752919584512,0.1122460582852365,0.13809692859649658,0.1194611719250679,0.08745703101158142,0.12040427327156067,0.14064744338393212,0.14530193641781808,0.14710891246795654,2.39018032042372,1.9118487053210989,2.3358815987213952,2.8959018355319612,3.1621254326334545,3.215864786551161,2.3901803302764892,1.911848783493042,2.3358817100524902,2.895901894569397,3.1621255302429203,3.215864896774292,-1.3729732017964125e-10,-7.908965926617384e-09,0.0,6.592017598450183e-09,7.220078259706498e-09,7.450580596923828e-09
C4,7,4,100,0,100,0,2400,2500,2400,0.13225170448422433,0.0989241823554039,0.13070856034755707,0.15948457941412925,0.21721532136201893,0.2842482924461365,0.00129211290855892,0.0001549083535792306,0.0007422022172249854,0.0036606111563742155,0.008288292475044735,0.009963978081941605,0.011731580656487495,0.0009356020018458366,0.005861582234501839,0.03308543171733616,0.10129703648388413,0.15405742824077606,0.11922801107168197,0.09202336519956589,0.11956280842423439,0.14366783201694489,0.14872512236237528,0.1518525928258896,2.4012703109863343,1.8521250051282914,2.352324174661307,2.9726693657106305,3.037083529828739,3.056289196520736,2.401270326375961,1.8521250486373901,2.35232412815094,2.9726693630218506,3.0370833134651187,3.0562891960144043,-1.5250407159328461e-10,-9.400537237524986e-09,-2.3283064365386963e-10,6.525078788399696e-09,7.568160071969033e-09,7.683411240577698e-09
C4,8,4,100,0,100,0,2400,2500,2400,0.131956886947155,0.09786074608564377,0.13205019384622574,0.15839244872331618,0.17393151119351405,0.2111174464225769,0.0009582686398061924,0.00016280233103316277,0.0006842087605036795,0.002689657302107662,0.00449334791395814,0.005938328802585602,0.010313733586808666,0.0013659403193742037,0.005429333541542292,0.03316883724182844,0.07070277892053153,0.12044728547334671,0.12068488463759422,0.09032346308231354,0.12262767925858498,0.14309649392962456,0.14594036310911182,0.14999569952487946,2.3656254182797247,1.8750535287943482,2.293528770361041,2.9017110830858432,3.0734646258926155,3.113808772681158,2.3656254243850707,1.8750536441802979,2.2935287952423096,2.9017109990119936,3.073464689254761,3.1138086318969727,8.294591680169106e-11,-7.8580342233181e-09,1.1641532182693481e-10,6.193295121192931e-09,7.2846887633204505e-09,8.149072527885437e-09
C4,9,4,100,0,100,0,2400,2500,2395,0.1261257617175579,0.07996810227632523,0.12418035790324211,0.15472679808735848,0.18590487033128758,0.22137443721294403,0.001121376832961687,6.96552378940396e-05,0.0007681972638238221,0.0036436203983612352,0.005126550411805515,0.005891503766179085,0.010091670680558308,0.001526083331555128,0.007163833826780319,0.02166435085237024,0.06255507417023205,0.10802631080150604,0.1149127148091793,0.0774233490228653,0.11269115284085274,0.13727678433060644,0.1487680897116661,0.15046975016593933,2.4832688492858885,1.834713007537261,2.492152239126641,2.9886191341394013,3.178116322480916,3.6326255166955255,2.4870309793949126,1.8691465854644775,2.492152214050293,2.988619041442871,3.178116335868838,3.6326255798339844,-6.051413947716355e-10,-9.19681042432785e-09,-7.566995918750763e-10,5.649053491652012e-09,7.103080861270429e-09,7.275957614183426e-09
C4,10,4,100,0,100,0,2400,2500,2400,0.12810014083981514,0.08875620365142822,0.12677700072526932,0.15672726854681968,0.20457525983452804,0.21737612783908844,0.0009559180453652516,0.00011679489398375154,0.0007205622387118638,0.0023956629098393018,0.003978294841945173,0.0042237392626702785,0.010179659679997712,0.0010495788883417845,0.00592014379799366,0.02957861125469205,0.0962578430771828,0.10111351311206818,0.116964563280344,0.0838916003704071,0.11767525970935822,0.14252920672297478,0.15011112660169604,0.15301313996315002,2.454549704970837,1.8380774639284039,2.390052836756272,3.046234277007319,3.292984415470276,3.352540161310078,2.4545497035980226,1.838077425956726,2.390052914619446,3.0462342500686646,3.2929845285415653,3.3525402545928955,-1.6589183360338212e-10,-1.0011717677116394e-08,-7.275957614183426e-10,6.298068910837173e-09,6.986083462834359e-09,7.101334631443024e-09
C48,1,4,100,0,100,0,2400,2500,2400,0.13699554868042468,0.1010408028960228,0.1340358555316925,0.1735701732337475,0.2127826869487766,0.2835404872894287,0.0013409716775640845,0.00018465425819158554,0.0009206025570165366,0.0035810322733595946,0.006947249327786276,0.008854210376739502,0.011168086056131869,0.0006822175346314907,0.006353119621053338,0.02504801154136654,0.0732975257933144,0.1547127068042755,0.12448649019002915,0.089842788875103,0.12560584396123886,0.15038599595427513,0.1525848600268364,0.15774312615394592,2.2963063782977344,1.7829619037385918,2.2391483624568607,2.8824150530036983,2.944582682122434,3.130468439133629,2.296306382417679,1.7829619646072388,2.2391483783721924,2.882414972782135,2.9445825505256664,3.1304683685302734,7.566995918750763e-10,-7.8580342233181e-09,1.3387762010097504e-09,6.199115887284277e-09,8.551287464797554e-09,1.955777406692505e-08
C48,1,8,700,341,352,348,8596,9296,8433,0.04180424719637293,0.0002749470295384526,0.05134063959121704,0.07863405086100099,0.105891905426979,0.178999662399292,0.0067732394877800415,2.7099446015199646e-05,0.0013498521875590086,0.031084708683192606,0.04478271812200546,0.04839019104838371,0.0033721222462398666,0.0,0.0006404643936548382,0.012347540445625771,0.048449670001864426,0.11510717123746872,0.031658885436398644,0.0,0.047571102157235146,0.06976872272789478,0.07387626625597477,0.07824409753084183,2.307078782287642,0.0,3.6474279487707086,5.108136463444287,5.451415028232921,6.393554714013115,4.625057752813611,3.594520092010498,4.587753772735596,5.371918630599973,5.884041204452514,6.401798248291016,2.5954380232308592e-11,-5.471520125865936e-09,0.0,3.026798367500305e-09,3.958120942115784e-09,8.731149137020111e-09
C48,2,4,100,0,100,0,2400,2500,2400,0.1354123243689537,0.0989706814289093,0.1343250572681427,0.1595003493130207,0.18885359644889865,0.25530365109443665,0.0012794493648107164,0.00018096031271852553,0.0009205260721500963,0.004106302373111248,0.00494408689439298,0.007467984221875668,0.01056756891659461,0.0009226063266396523,0.005497409962117672,0.03722105380147695,0.04929870590567635,0.1384609192609787,0.12356530584394931,0.09276917576789856,0.12130844220519066,0.14676667302846907,0.15498030573129656,0.1573793888092041,2.3108997718809507,1.7870826492857368,2.318477855650684,2.7387559386031897,2.885037938863294,3.0317179717325824,2.3108997702598573,1.7870826721191406,2.3184778690338135,2.738755929470062,2.8850379824638375,3.0317180156707764,2.435990609228611e-10,-1.4901161193847656e-08,1.1204974725842476e-09,5.887704901397228e-09,7.109483703970913e-09,7.916241884231567e-09
C48,2,8,1200,886,306,894,7508,8708,7389,0.029037615976703818,0.00043870246736332774,0.014981477055698633,0.07893534786999225,0.11183926656842232,0.18024402856826782,0.01023137787776856,4.87939796585124e-05,0.005991627695038915,0.03904050942510366,0.04764543674886226,0.04998069256544113,0.002191650807599217,0.0,0.0,0.010262764291837811,0.05204563964158296,0.12205620855093002,0.016614587254201372,0.0,0.0,0.06862866617739201,0.07569611959159374,0.08031333237886429,1.1410861445792406,0.0,0.0,4.734417579831461,5.030676560914117,5.432500360937591,4.532089067697525,3.501908779144287,4.506377935409546,5.19668824672699,5.661462850570678,5.845449924468994,3.713466867338866e-11,-5.180481821298599e-09,0.0,1.9805156625807272e-09,3.6088749766349792e-09,9.313225746154785e-09
C48,3,4,100,1,99,1,2376,2476,2376,0.13664292658679186,0.014359633438289165,0.13506635278463364,0.17197034806013106,0.2300153169035912,0.24027635157108307,0.0012158629919576925,0.00013144686818122864,0.0007499460480175912,0.0029498460353352077,0.0059278173744678935,0.014359633438289165,0.012270129233947956,0.0,0.0064660252537578344,0.030119513627141655,0.10723866358399407,0.13772234320640564,0.12315693385899067,0.0,0.12331125512719154,0.14707212075591086,0.15038833260536194,0.15313689410686493,2.2676868125395906,0.0,2.271882594103652,2.7467051200955948,2.8192880648456757,2.8966915679235132,2.2938534772396086,1.8365918397903442,2.2808144092559814,2.746705138683319,2.819288094043732,2.8966915607452393,5.018955562263727e-10,-6.868503987789154e-09,2.0372681319713593e-10,6.819027476012706e-09,7.690396159887317e-09,8.381903171539307e-09
C48,3,8,1900,1824,76,1824,1824,3724,1820,0.00784156950667047,0.0003921491443179548,0.0027050315402448177,0.03299594931304448,0.07220998056232929,0.5711639523506165,0.0044538210426636445,5.946328747086227e-05,0.0024855525698512793,0.015038086008280516,0.03293722473084925,0.04897895082831383,0.0008678002753310322,0.0,0.0,0.0,0.0085802539344877,0.4917057454586029,0.002519948208018353,0.0,0.0,0.0,0.06380141951143742,0.07817266136407852,0.18038113094813957,0.0,0.0,0.0,4.776662400953749,5.331889260026098,4.662376929584302,3.5978050231933594,4.64055061340332,5.379603052139283,6.02741867542266,7.710453033447266,-1.9342558899600254e-11,-2.1245796233415604e-08,0.0,0.0,1.0494841262698158e-09,4.511093720793724e-09
C48,4,4,100,0,100,0,2400,2500,2399,0.13472603261470795,0.099650539457798,0.135392427444458,0.15952813550829886,0.17956636443734172,0.18437516689300537,0.0009744673439126927,0.00016898666217457503,0.0006886009068693966,0.0022854527225717896,0.004913438162766399,0.005331159569323063,0.008927281034411863,0.000951196881942451,0.0065752814989537,0.02412682119756936,0.04302040528506042,0.045732997357845306,0.12482428438961506,0.09572058171033859,0.12449415773153305,0.1469082459807396,0.149578764885664,0.15131065249443054,2.2839080620641417,1.858758906162836,2.2591469108505002,2.7478130524251707,2.907270381201569,2.9382398589174112,2.28409836769104,1.8587589263916016,2.2591469287872314,2.7478129863739014,2.907270212173462,2.938239812850952,-1.5323166735470294e-10,-8.149072527885437e-09,-5.529727786779404e-10,6.469781510531902e-09,7.222406566143038e-09,7.683411240577698e-09
