arm,batch,layer,targets,zero_adam,cap_stop,loss_stop,Adam,loss_evaluations,clamp_hits,loss_mean,loss_p00,loss_p50,loss_p95,loss_p99,loss_p100,nll_mean,nll_p00,nll_p50,nll_p95,nll_p99,nll_p100,kl_mean,kl_p00,kl_p50,kl_p95,kl_p99,kl_p100,decay_mean,decay_p00,decay_p50,decay_p95,decay_p99,decay_p100,delta_norm_mean,delta_norm_p00,delta_norm_p50,delta_norm_p95,delta_norm_p99,delta_norm_p100,radius_mean,radius_p00,radius_p50,radius_p95,radius_p99,radius_p100,loss_component_residual_mean,loss_component_residual_p00,loss_component_residual_p50,loss_component_residual_p95,loss_component_residual_p99,loss_component_residual_p100
F48,6,4,100,0,100,0,2400,2500,2400,0.13299900144338608,0.09239459037780762,0.1337537169456482,0.16335460245609285,0.18332239657640456,0.1837557852268219,0.0011071662086760625,0.0001107787829823792,0.0007227012247312814,0.003256352350581437,0.006201453134417541,0.0076173460111021996,0.010247414091136307,0.0012130069080740213,0.005919883726164699,0.034482083469629284,0.06792586818337448,0.08178676664829254,0.12164442129433155,0.08978107571601868,0.12356541305780411,0.1427017107605934,0.1483074262738228,0.14947859942913055,2.3459484939304542,1.8815400465110823,2.2761244464500323,2.8116447671395592,3.1075181807006533,3.1326206518985074,2.3459484899044036,1.881540060043335,2.2761244773864746,2.811644697189331,3.107518079280853,3.1326205730438232,-1.5075784176588058e-10,-7.450580596923828e-09,-1.3096723705530167e-10,6.51925802230835e-09,7.695052772760397e-09,8.847564458847046e-09
F48,6,8,100,89,11,89,264,364,261,0.018222423425177114,0.0010342564200982451,0.008511926047503948,0.06976259052753449,0.07915690004825594,0.08385492861270905,0.010804737153612222,2.2669262762065046e-05,0.005902289412915707,0.033527637273073195,0.04506695650517941,0.046730637550354004,0.0006174755864776671,0.0,0.0,0.0037807499873451886,0.008506643977016294,0.02470186911523342,0.0068002106621861454,0.0,0.0,0.06117943357676267,0.07297995492815972,0.07456709444522858,0.5033922712978265,0.0,0.0,4.576334068671647,5.198905514196403,5.473589627707957,4.632699947357178,3.77177095413208,4.630244731903076,5.380799579620361,5.682463207244875,5.948619365692139,2.2901076590642333e-11,-1.8044374883174896e-09,0.0,1.1095835361629094e-11,3.2031675800681123e-09,3.3760443329811096e-09
F48,7,4,100,0,100,0,2400,2500,2400,0.13369578659534453,0.09928078204393387,0.1336599439382553,0.15734192505478858,0.17301431044936247,0.3029937744140625,0.0011340525554624037,5.7813140301732346e-05,0.0006891748926136643,0.003721010510344056,0.007697857064194984,0.009079542011022568,0.01093891896540299,0.0011477468069642782,0.006094048963859677,0.030152765847742555,0.04963813126087251,0.17120705544948578,0.1216228149086237,0.09337297081947327,0.12162073701620102,0.14612221345305443,0.15142564088106156,0.15349498391151428,2.352610695786064,1.832307475253718,2.3125176804574172,2.89371609201384,2.9995148718776687,3.0121130097317703,2.352610696554184,1.8323074579238892,2.3125176429748535,2.8937161445617674,2.999514994621277,3.012113094329834,1.658554538153112e-10,-7.799826562404633e-09,-1.4551915228366852e-10,6.763730198144912e-09,8.681672625243669e-09,9.546056389808655e-09
F48,7,8,100,88,11,89,288,388,277,0.018567191831534727,0.0005026861908845603,0.008535518310964108,0.06877401694655418,0.0765794223546982,0.07884393632411957,0.010685525357112056,0.00013941465294919908,0.0056412911508232355,0.03568793460726738,0.04890422001481057,0.049521081149578094,0.0005959233653265983,0.0,0.0,0.003837535087950527,0.009309945208951887,0.020140839740633965,0.007285743057727814,0.0,0.0,0.05947554279118775,0.07102711163461212,0.07681699842214584,0.5244815118113522,0.0,0.0,4.764161237050696,5.449018292904574,5.5065290823682105,4.5576629543304445,3.4829885959625244,4.569739103317261,5.222704839706421,5.494893779754639,5.506529331207275,5.1368260756134984e-11,-3.4924596548080444e-09,0.0,8.745701052248461e-10,2.503074938431382e-09,2.5174813345074654e-09
F48,8,4,100,0,100,0,2400,2500,2400,0.13439811311662198,0.09925282746553421,0.13532109558582306,0.15816521123051644,0.19150804013013842,0.19444522261619568,0.0010128905792953446,0.00017996050883084536,0.0007702851726207882,0.0024643358425237238,0.004342326330952357,0.006488155107945204,0.009834438787656836,0.0009345117141492665,0.005664074793457985,0.029307793360203498,0.050768289268016915,0.0706043541431427,0.12355078376829624,0.0938594713807106,0.12486197054386139,0.14575606733560562,0.1492185525596142,0.1529516577720642,2.3099359572344,1.838816166854152,2.2525058125275406,2.8553854669476713,2.9703502679672584,2.996501332554874,2.3099359500408174,1.8388162851333618,2.2525057792663574,2.855385482311249,2.970350248813629,2.9965012073516846,-1.862645149230957e-11,-7.450580596923828e-09,-1.1641532182693481e-10,6.785558070987462e-09,7.162452675402166e-09,7.450580596923828e-09
F48,8,8,100,86,14,86,336,436,336,0.01927655372186564,0.0004977146163582802,0.008879373781383038,0.07226173952221869,0.08021007895469667,0.08232447504997253,0.009305235255815204,9.58185046329163e-05,0.006137708434835076,0.024498687963932744,0.03358849868178374,0.04610125720500946,0.0012774307921063154,0.0,0.0,0.012353567313402892,0.020033850800246007,0.021661704406142235,0.008693887814879418,0.0,0.0,0.06282598339021206,0.06729377694427968,0.07013271749019623,0.636796359834277,0.0,0.0,4.671572828803716,4.903562355512721,5.006341723026065,4.674101872444153,3.441227436065674,4.666561126708984,5.353237509727478,5.685485849380494,5.733921051025391,-1.4093529898673297e-10,-4.190951585769653e-09,0.0,4.3655745685098074e-11,2.3405300453305307e-09,3.550667315721512e-09
F48,9,4,100,0,100,0,2400,2500,2394,0.12925566039979458,0.08955519646406174,0.12596473097801208,0.15741950273513794,0.1771506693959242,0.2908044457435608,0.0010919273244508077,0.0001789346570149064,0.0008226585923694074,0.0030944603728130455,0.0040002037584781856,0.008099833503365517,0.010387034340528772,0.0015987877268344164,0.005579548887908459,0.025532397627830505,0.06243603855371533,0.17478489875793457,0.11777669869363308,0.08670041710138321,0.11546261608600616,0.14076028838753699,0.1528289048373699,0.15370841324329376,2.414141496908657,1.5567765033681347,2.4310580833532613,2.9133377796939373,3.047522179287535,3.24392953450641,2.420425196886063,1.8297632932662964,2.431058168411255,2.913337731361389,3.047522099018098,3.243929386138916,4.118192009627819e-11,-1.3737007975578308e-08,2.9103830456733704e-11,5.7276338338851915e-09,6.986374501138926e-09,7.130438461899757e-09
F48,9,8,100,87,13,87,312,412,308,0.018344007257255726,0.0007765581249259412,0.009364049881696701,0.065609697625041,0.07806577518582367,0.12275665998458862,0.009226654880658316,2.4636097805341706e-05,0.0059324323665350676,0.029006386641412973,0.04250768635421993,0.04544895887374878,0.0010269695380702615,0.0,0.0,0.002888001920655363,0.012048036810010926,0.06134446710348129,0.008090382888913155,0.0,0.0,0.06124683041125536,0.07250032499432565,0.07677984982728958,0.5912297733477854,0.0,0.0,4.611026112109286,5.087342835559924,5.262485311397941,4.629382092952728,3.6630702018737793,4.6427671909332275,5.370248341560364,5.516600069999696,5.71221923828125,-5.038600647822022e-11,-3.725290298461914e-09,0.0,9.6588337328283e-11,1.99754140339792e-09,2.3865140974521637e-09
F48,10,4,100,0,100,0,2400,2500,2400,0.13126141734421254,0.09464750438928604,0.12857377529144287,0.16425671800971028,0.19552496865391747,0.22515101730823517,0.0009120764872932341,0.00018600563635118306,0.0006106898072175682,0.0022912057582288965,0.0052974204113706985,0.006029851268976927,0.009968645957997069,0.0007974503096193075,0.005331930471584201,0.03651324063539505,0.09017015188932424,0.10178519785404205,0.1203806947171688,0.0927019789814949,0.12080197781324387,0.14648305773735046,0.1543630985915661,0.15683141350746155,2.3810006366294623,1.793326922102179,2.328217499439573,2.943798300785522,3.0280168227034956,3.0339154776372386,2.3810006475448606,1.7933268547058105,2.3282175064086914,2.943798327445984,3.0280167841911316,3.0339155197143555,1.8175342120230198e-10,-7.683411240577698e-09,-1.7462298274040222e-10,6.215122994035481e-09,7.36879883334041e-09,7.916241884231567e-09
F48,10,8,100,90,10,90,240,340,240,0.016527765725622885,0.0006462308811023831,0.007064887089654803,0.06818283423781393,0.0798285542428495,0.109827920794487,0.009328098754995153,5.217135912971571e-05,0.005481751402840018,0.02773358449339866,0.04497912745922805,0.047866340726614,0.0005909447622252629,0.0,0.0,0.0028380795381963233,0.010792997321114044,0.030036773532629013,0.006608722247183323,0.0,0.0,0.06655182391405105,0.0761026803404093,0.07973897457122803,0.4322313542873988,0.0,0.0,4.112741700364114,4.88563115369188,5.332793593231529,4.579618124961853,3.527132987976074,4.548416614532471,5.342201924324035,5.6710659551620495,5.861843585968018,-3.878085408359766e-11,-3.725290298461914e-09,0.0,0.0,1.5390105545520913e-09,4.0745362639427185e-09
G48,1,4,100,0,100,0,2400,2500,2400,0.13699554868042468,0.1010408028960228,0.1340358555316925,0.1735701732337475,0.2127826869487766,0.2835404872894287,0.0013409716775640845,0.00018465425819158554,0.0009206025570165366,0.0035810322733595946,0.006947249327786276,0.008854210376739502,0.011168086056131869,0.0006822175346314907,0.006353119621053338,0.02504801154136654,0.0732975257933144,0.1547127068042755,0.12448649019002915,0.089842788875103,0.12560584396123886,0.15038599595427513,0.1525848600268364,0.15774312615394592,2.2963063782977344,1.7829619037385918,2.2391483624568607,2.8824150530036983,2.944582682122434,3.130468439133629,2.296306382417679,1.7829619646072388,2.2391483783721924,2.882414972782135,2.9445825505256664,3.1304683685302734,7.566995918750763e-10,-7.8580342233181e-09,1.3387762010097504e-09,6.199115887284277e-09,8.551287464797554e-09,1.955777406692505e-08
G48,1,8,200,164,36,164,864,1064,852,0.01886940991753363,0.0002749470295384526,0.0070357732474803925,0.06988460123538971,0.07391666397452352,0.07936631143093109,0.00712404843296099,9.098828013520688e-05,0.002831316669471562,0.02951564714312553,0.04415822271257638,0.047816209495067596,0.0007588669937103987,0.0,0.0,0.004745750641450283,0.009503173818811772,0.02721320651471615,0.01098649449646473,0.0,0.0,0.06521318517625331,0.07068313024938104,0.0753554105758667,0.8264814158365905,0.0,0.0,4.8465317083115655,5.2757657010885595,6.343736094528764,4.730818899869919,3.665297269821167,4.649435758590698,5.539309215545654,6.250034294128417,6.401798248291016,-5.602487362921238e-12,-3.259629011154175e-09,0.0,1.2922100722789725e-09,2.7375062927603706e-09,3.3178366720676422e-09
G48,2,4,100,0,100,0,2400,2500,2400,0.1354123243689537,0.0989706814289093,0.1343250572681427,0.1595003493130207,0.18885359644889865,0.25530365109443665,0.0012794493648107164,0.00018096031271852553,0.0009205260721500963,0.004106302373111248,0.00494408689439298,0.007467984221875668,0.01056756891659461,0.0009226063266396523,0.005497409962117672,0.03722105380147695,0.04929870590567635,0.1384609192609787,0.12356530584394931,0.09276917576789856,0.12130844220519066,0.14676667302846907,0.15498030573129656,0.1573793888092041,2.3108997718809507,1.7870826492857368,2.318477855650684,2.7387559386031897,2.885037938863294,3.0317179717325824,2.3108997702598573,1.7870826721191406,2.3184778690338135,2.738755929470062,2.8850379824638375,3.0317180156707764,2.435990609228611e-10,-1.4901161193847656e-08,1.1204974725842476e-09,5.887704901397228e-09,7.109483703970913e-09,7.916241884231567e-09
