endpoint,panel,metric,quantity,population,denominator,mean,median,p90,p95,p99,min,max
Middle-B060,cohort_B047,NS,new_nll,baseline,1000,8.301209711112081,8.355196475982666,13.116475486755371,14.132865476608275,16.09708215713501,0.08503714948892593,21.069854736328125
Middle-B060,cohort_B047,NS,new_nll,replay,1000,8.325889815203846,8.321791648864746,13.079042625427247,14.150667905807495,16.19706169128418,0.09007994830608368,21.129924774169922
Middle-B060,cohort_B047,NS,new_nll,paired_delta,1000,0.024680104091763497,0.0190277099609375,0.2999876022338867,0.4019631385803221,0.6180379772186277,-1.8313708305358887,1.2219772338867188
Middle-B060,cohort_B047,NS,true_nll,baseline,1000,5.64493804759439,5.154034376144409,10.609022903442384,12.257669591903685,15.504082374572752,0.01516773272305727,18.65741729736328
Middle-B060,cohort_B047,NS,true_nll,replay,1000,5.660178164042533,5.152747392654419,10.611799240112306,12.404135799407959,15.405739650726318,0.02027500979602337,18.845199584960938
Middle-B060,cohort_B047,NS,true_nll,paired_delta,1000,0.015240116448141635,0.00531005859375,0.2865324020385742,0.4035302758216857,0.7153456497192382,-1.3605475425720215,1.0915822982788086
Middle-B060,cohort_B047,NS,desired_margin,baseline,1000,2.6562716635176913,2.602165460586548,8.34195218384266,10.15913252979517,13.935159629881381,-11.519464045763016,18.177699476480484
Middle-B060,cohort_B047,NS,desired_margin,replay,1000,2.6657116511613133,2.653798818588257,8.392225837707521,10.153780975937842,13.688049068748949,-11.353205174207687,17.97074519097805
Middle-B060,cohort_B047,NS,desired_margin,paired_delta,1000,0.009439987643621863,0.009100198745727539,0.3092501163482666,0.4194852828979485,0.765835622549057,-1.6753435134887695,1.1421527862548828
Middle-B060,cohort_B048,RS,new_nll,baseline,100,0.028754644865111912,0.0024226739769801497,0.011243931856006384,0.014639730472117661,0.3095972454547979,0.00012110930401831865,2.179283857345581
Middle-B060,cohort_B048,RS,new_nll,replay,100,0.02817878615896916,0.0023672551615163684,0.011745062097907068,0.013935624947771421,0.29901228517294876,0.00012790338951162994,2.1273889541625977
Middle-B060,cohort_B048,RS,new_nll,paired_delta,100,-0.0005758587061427534,-5.5997297749854624e-06,0.000746428640559316,0.0015811708057299255,0.002628436936065558,-0.0518949031829834,0.00330202654004097
Middle-B060,cohort_B048,RS,true_nll,baseline,100,14.152893886566162,13.943300724029541,19.370585823059088,21.921598052978517,23.22922199249268,5.69596004486084,24.0395450592041
Middle-B060,cohort_B048,RS,true_nll,replay,100,14.166205201148987,13.98352575302124,19.490294837951662,21.75715618133545,23.162258548736578,5.763351917266846,23.863792419433594
Middle-B060,cohort_B048,RS,true_nll,paired_delta,100,0.013311314582824706,0.016851425170898438,0.2480967521667481,0.29445095062255855,0.38114997863769556,-0.579010009765625,0.4269142150878906
Middle-B060,cohort_B048,RS,desired_margin,baseline,100,14.12413924170105,13.93852052721195,19.37030477422814,21.92128202571039,23.228757656582022,5.681346898898482,24.03937520038744
Middle-B060,cohort_B048,RS,desired_margin,replay,100,14.138026414990017,13.981180622300599,19.48726544588572,21.756927969440586,23.16174888888942,5.751628013327718,23.863584420862026
Middle-B060,cohort_B048,RS,desired_margin,paired_delta,100,0.01388717328896746,0.017012472497299314,0.24825498956779488,0.29513244287809354,0.38145731618744344,-0.5811848910525441,0.428414223017171
Middle-B060,cohort_B048,PS,new_nll,baseline,200,1.4396047377678043,0.4303502142429352,4.673709964752197,6.043983912467953,9.446466207504272,0.00044109628652222455,9.865275382995605
Middle-B060,cohort_B048,PS,new_nll,replay,200,1.439181144858594,0.43068744242191315,4.530077457427978,5.892717075347901,9.372297201156615,0.0004457433824427426,9.7449369430542
Middle-B060,cohort_B048,PS,new_nll,paired_delta,200,-0.0004235929092101287,4.402259946800768e-06,0.10011789202690125,0.17520753443241116,0.32571197628974874,-0.7456498146057129,0.4013683795928955
Middle-B060,cohort_B048,PS,true_nll,baseline,200,10.205389865636825,10.106067657470703,15.199594116210937,16.739105606079097,19.340499286651607,1.066880702972412,19.766910552978516
Middle-B060,cohort_B048,PS,true_nll,replay,200,10.205401063561439,10.243608474731445,15.227365779876708,16.607751846313466,19.618901062011716,1.1736500263214111,19.867151260375977
Middle-B060,cohort_B048,PS,true_nll,paired_delta,200,1.1197924613952637e-05,0.0045623779296875,0.2298495769500732,0.2910443305969238,0.4954876327514639,-0.48006200790405273,0.8221073150634766
Middle-B060,cohort_B048,PS,desired_margin,baseline,200,8.765785127869021,8.890568010159768,14.626927092671394,16.36582021366339,19.331448571924117,-7.488600730895996,19.70998800173402
Middle-B060,cohort_B048,PS,desired_margin,replay,200,8.766219918702845,8.966133399982937,14.486028274148701,16.445440996252,19.611615295312365,-7.251022815704346,19.75950399786234
Middle-B060,cohort_B048,PS,desired_margin,paired_delta,200,0.00043479083382408134,-0.01254001259803772,0.2720149517059326,0.3119031884707504,0.7586106681823728,-0.6363048553466797,0.8255447219125926
Middle-B060,cohort_B048,NS,new_nll,baseline,1000,8.332330113075209,8.312427043914795,13.6210280418396,14.737835216522216,18.158007678985594,0.0006127863889560103,23.330930709838867
Middle-B060,cohort_B048,NS,new_nll,replay,1000,8.323591519314563,8.345498085021973,13.60353479385376,14.703274440765378,18.292332439422605,0.0006206493126228452,23.39777374267578
Middle-B060,cohort_B048,NS,new_nll,paired_delta,1000,-0.008738593760645017,-7.856136653572321e-05,0.23045663833618166,0.3195388317108154,0.5729075241088867,-1.8313140869140625,0.830876350402832
Middle-B060,cohort_B048,NS,true_nll,baseline,1000,5.902890973167494,5.689294815063477,10.402901363372804,12.025501203536983,15.033648004531859,0.021551351994276047,22.04894256591797
Middle-B060,cohort_B048,NS,true_nll,replay,1000,5.9193080734442916,5.70357346534729,10.509058856964112,11.966914558410643,15.115645885467528,0.023110564798116684,22.102888107299805
Middle-B060,cohort_B048,NS,true_nll,paired_delta,1000,0.01641710027679801,0.01338815689086914,0.2656375885009766,0.3641511917114258,0.6976771175861358,-0.8420696258544922,1.295022964477539
Middle-B060,cohort_B048,NS,desired_margin,baseline,1000,2.4294391399077138,2.494163155555725,8.339152133464813,9.992791092395782,12.26064625442028,-16.78165955247823,17.081953793764114
Middle-B060,cohort_B048,NS,desired_margin,replay,1000,2.404283445870271,2.4644312858581543,8.450829601287841,9.941666236519811,12.424104582071305,-16.6822769184364,17.190647959709167
Middle-B060,cohort_B048,NS,desired_margin,paired_delta,1000,-0.025155694037443027,-0.013999462127685547,0.2715152740478516,0.3745610475540159,0.6099360132217402,-1.6753075122833252,0.9732685089111328
Middle-B060,cohort_B049,RS,new_nll,baseline,100,0.020382115952670574,0.0020943324780091643,0.017223015986382963,0.06280882731080055,0.4863169294595727,9.643566590966657e-05,0.657041609287262
Middle-B060,cohort_B049,RS,new_nll,replay,100,0.020709461706283037,0.002224532305262983,0.015998525545001054,0.05103844478726384,0.49189565122127626,0.00010549465514486656,0.669992983341217
Middle-B060,cohort_B049,RS,new_nll,paired_delta,100,0.0003273457536124624,5.776208126917481e-06,0.000629893480800093,0.0013506409479305138,0.013035949021577878,-0.012207373976707458,0.021408870816230774
Middle-B060,cohort_B049,RS,true_nll,baseline,100,13.68501262664795,13.449167728424072,19.154842758178717,20.36844959259033,23.491539573669435,5.231595039367676,23.628873825073242
Middle-B060,cohort_B049,RS,true_nll,replay,100,13.664844756126405,13.470699310302734,18.858520889282236,20.098252201080317,23.326016960144045,5.142154216766357,23.798799514770508
Middle-B060,cohort_B049,RS,true_nll,paired_delta,100,-0.02016787052154541,0.0036334991455078125,0.17075777053833016,0.20507831573486324,0.4118173933029181,-1.1413040161132812,0.5289220809936523
Middle-B060,cohort_B049,RS,desired_margin,baseline,100,13.664630510695279,13.44531188486144,19.153759282905963,20.36572892006952,23.489021139247345,4.747002601623535,23.628076632739976
Middle-B060,cohort_B049,RS,desired_margin,replay,100,13.64413529442012,13.468171630753204,18.857194198772785,20.096201282989927,23.32279942471825,4.652057528495789,23.79805104137631
Middle-B060,cohort_B049,RS,desired_margin,paired_delta,100,-0.020495216275157872,0.0034907343797385693,0.17089937609271155,0.20509598636126608,0.42390509309829266,-1.1423777069430798,0.5291620368370786
Middle-B060,cohort_B049,PS,new_nll,baseline,200,1.4520990545062522,0.2927819639444351,4.859329271316528,6.526455497741683,9.399288482666007,0.00045098623377270997,10.434976577758789
Middle-B060,cohort_B049,PS,new_nll,replay,200,1.4479202312300914,0.275476336479187,4.806017351150512,6.314544296264647,8.93504858970641,0.00048101297579705715,10.597139358520508
Middle-B060,cohort_B049,PS,new_nll,paired_delta,200,-0.004178823276160984,8.336256723850965e-05,0.09433077573776244,0.1294718503952026,0.2486695528030387,-1.048983097076416,0.5879793167114258
Middle-B060,cohort_B049,PS,true_nll,baseline,200,9.855297926664353,10.089946269989014,14.156243801116942,15.023102474212639,17.69370426177978,1.1121149063110352,20.634239196777344
Middle-B060,cohort_B049,PS,true_nll,replay,200,9.872212054133415,10.146101474761963,14.262069702148438,15.384940719604492,17.51997465133666,1.2122248411178589,21.178874969482422
Middle-B060,cohort_B049,PS,true_nll,paired_delta,200,0.016914127469062804,-0.0006411075592041016,0.21027374267578122,0.3269321799278255,0.5306370449066161,-0.39257049560546875,0.6535115242004395
Middle-B060,cohort_B049,PS,desired_margin,baseline,200,8.4031988721581,8.44917199574411,13.090634583123027,14.86260247795435,16.216612007128997,-5.0693359375,17.657947858795524
Middle-B060,cohort_B049,PS,desired_margin,replay,200,8.424291822903324,8.501819767057896,13.360029868269338,14.795023688091895,16.394327986208367,-5.106443405151367,17.478706166148186
Middle-B060,cohort_B049,PS,desired_margin,paired_delta,200,0.021092950745223788,-0.001422971487045288,0.24403736740350712,0.3953011900186539,0.553873901367186,-0.43758243322372437,1.5936188697814941
Middle-B060,cohort_B049,NS,new_nll,baseline,1000,7.936608316605561,7.8996477127075195,12.900515079498293,14.546697092056268,17.427953491210936,0.00018249277491122484,26.009923934936523
Middle-B060,cohort_B049,NS,new_nll,replay,1000,7.940810954640386,7.915155649185181,12.914964962005618,14.6644953250885,17.327542819976806,0.0001995364436879754,26.264188766479492
Middle-B060,cohort_B049,NS,new_nll,paired_delta,1000,0.004202638034825213,0.007031045854091644,0.2535369873046875,0.3452702760696411,0.5973544406890867,-0.8637266159057617,1.3065662384033203
Middle-B060,cohort_B049,NS,true_nll,baseline,1000,5.854474884646945,5.554113388061523,10.67254114151001,12.343221998214718,15.032174110412598,0.008408027701079845,20.653717041015625
Middle-B060,cohort_B049,NS,true_nll,replay,1000,5.854908875476569,5.640742063522339,10.691083431243896,12.318193864822387,14.876181964874267,0.008231405168771744,20.791887283325195
Middle-B060,cohort_B049,NS,true_nll,paired_delta,1000,0.0004339908296242356,0.0025222599506378174,0.27021255493164065,0.37765502929687483,0.6613546752929684,-3.9039041996002197,0.9962568283081055
Middle-B060,cohort_B049,NS,desired_margin,baseline,1000,2.0821334319586167,2.2670035362243652,7.663410019874573,8.972306334972378,12.627205958366394,-15.664879016112536,16.721217155456543
Middle-B060,cohort_B049,NS,desired_margin,replay,1000,2.0859020791638176,2.209589511156082,7.548896056413651,9.06242704391479,12.576175831034778,-15.52019476564601,16.18680727481842
Middle-B060,cohort_B049,NS,desired_margin,paired_delta,1000,0.0037686472052009777,-0.003282308578491211,0.3166431069374085,0.4363043129444121,0.8009809064865108,-1.0888274908065796,3.1145803928375244
Middle-B060,cohort_B050,RS,new_nll,baseline,100,0.005718877855470055,0.001896543602924794,0.009610208868980409,0.0177313208580017,0.05901997104287183,5.185469490243122e-05,0.1276133507490158
Middle-B060,cohort_B050,RS,new_nll,replay,100,0.00562151743004506,0.0018511551897972822,0.009574074205011138,0.015697217267006607,0.06554890297353297,4.625213477993384e-05,0.12173455208539963
Middle-B060,cohort_B050,RS,new_nll,paired_delta,100,-9.73604254249949e-05,-3.799043770413846e-05,0.0001772068382706497,0.00034917036537080993,0.004559546737000357,-0.00587879866361618,0.006654262542724609
Middle-B060,cohort_B050,RS,true_nll,baseline,100,13.57222259759903,13.188324451446533,19.44493560791016,20.286865806579588,22.604385795593284,2.5702764987945557,26.992212295532227
Middle-B060,cohort_B050,RS,true_nll,replay,100,13.646884245872497,13.370511054992676,19.406982612609866,20.426593494415282,22.499377956390404,2.5829086303710938,26.865234375
Middle-B060,cohort_B050,RS,true_nll,paired_delta,100,0.07466164827346802,0.04723978042602539,0.30545835494995144,0.36732997894287084,0.6574609375000001,-0.5008754730224609,0.6765098571777344
Middle-B060,cohort_B050,RS,desired_margin,baseline,100,13.56650371974356,13.187789420815534,19.443904407101222,20.281158066098577,22.60396408278759,2.44266314804554,26.991291232057847
Middle-B060,cohort_B050,RS,desired_margin,replay,100,13.641262728442452,13.343585250142496,19.405915931961502,20.42628303502315,22.498924145129298,2.461174078285694,26.864264958247077
Middle-B060,cohort_B050,RS,desired_margin,paired_delta,100,0.07475900869889301,0.04812338529154658,0.3058912624488588,0.36783652735757616,0.6577471388748383,-0.5011000572703779,0.6767541369772516
Middle-B060,cohort_B050,PS,new_nll,baseline,200,1.405673902840499,0.2437768056988716,4.691944026947018,6.126644754409786,8.999579324722287,0.00015352977789007127,11.304275512695312
Middle-B060,cohort_B050,PS,new_nll,replay,200,1.3908070058003068,0.2416251003742218,4.627602672576902,6.026676821708677,9.143513174057004,0.000144709600135684,11.506769180297852
Middle-B060,cohort_B050,PS,new_nll,paired_delta,200,-0.01486689704019227,-2.2388339857570827e-05,0.07244977355003356,0.12186079025268545,0.22771891713142392,-1.0856647491455078,0.2992992401123047
Middle-B060,cohort_B050,PS,true_nll,baseline,200,9.368280035611242,8.917046546936035,14.291914749145505,15.717747116088866,19.681928558349608,0.02668912336230278,23.41092300415039
Middle-B060,cohort_B050,PS,true_nll,replay,200,9.391754650166257,8.92402458190918,14.430971908569335,15.81698427200317,20.030547447204587,0.02389746718108654,23.736759185791016
Middle-B060,cohort_B050,PS,true_nll,paired_delta,200,0.02347461455501616,0.013870000839233398,0.263703155517578,0.34843914508819573,0.6046591567993154,-0.9028205871582031,0.8460931777954102
Middle-B060,cohort_B050,PS,desired_margin,baseline,200,7.962606132770743,8.091991446912289,13.808643432869575,15.446735263615842,19.661050454438662,-6.088119436055422,23.409922861726955
Middle-B060,cohort_B050,PS,desired_margin,replay,200,8.00094764436595,8.134395790286362,13.373571856110354,15.407854233204844,20.009278520843942,-5.9982864279299974,23.7358736146125
Middle-B060,cohort_B050,PS,desired_margin,paired_delta,200,0.03834151159520843,0.02436522301286459,0.3132520154118537,0.3902695854660121,0.7484308469295486,-0.912062793970108,1.4141521453857422
Middle-B060,cohort_B050,NS,new_nll,baseline,1000,8.038910847253282,7.903088569641113,13.006717681884766,14.40082921981811,17.16414785385132,0.001293656532652676,20.815776824951172
Middle-B060,cohort_B050,NS,new_nll,replay,1000,8.034200828572851,7.91268515586853,13.002969360351562,14.529899263381955,17.429018478393555,0.0010941001819446683,20.959049224853516
Middle-B060,cohort_B050,NS,new_nll,paired_delta,1000,-0.004710018680430948,-0.00803995132446289,0.24111590385437015,0.33520848751068033,0.6163713908195493,-1.2748260498046875,0.9761972427368164
Middle-B060,cohort_B050,NS,true_nll,baseline,1000,5.476595992820803,5.049649953842163,10.290047454833985,11.8329523563385,15.00895303726196,0.003418080974370241,18.85283660888672
Middle-B060,cohort_B050,NS,true_nll,replay,1000,5.480082445213106,5.003210067749023,10.361690044403078,11.767777395248412,15.18682250022888,0.004137290176004171,19.051767349243164
Middle-B060,cohort_B050,NS,true_nll,paired_delta,1000,0.0034864523923024537,0.007012128829956055,0.2548666000366211,0.3739248752593994,0.543957986831665,-0.9763398170471191,1.0915637016296387
Middle-B060,cohort_B050,NS,desired_margin,baseline,1000,2.5623148544324796,2.45504093170166,7.916742134094241,9.98212506175041,14.07639820575714,-15.320001294836402,19.860691785812378
Middle-B060,cohort_B050,NS,desired_margin,replay,1000,2.554118383359746,2.4580020904541016,7.9225399851799025,10.027261098474261,14.243104832172394,-15.294665272347629,20.071296870708466
Middle-B060,cohort_B050,NS,desired_margin,paired_delta,1000,-0.008196471072733403,-0.0012992620468139648,0.28249680399894717,0.37741564512252807,0.6471051938086748,-1.5704709887504578,1.0044358521699905
Middle-B060,cohort_B051,RS,new_nll,baseline,100,0.0296098297916069,0.001878938463050872,0.01372295198962096,0.054425938613712664,0.262742333859213,2.7417760065873154e-05,1.7585904598236084
Middle-B060,cohort_B051,RS,new_nll,replay,100,0.03322736891039312,0.0018280118238180876,0.017790891043841905,0.10625552944838973,0.3554542061686591,2.7179348762729205e-05,1.8081839084625244
Middle-B060,cohort_B051,RS,new_nll,paired_delta,100,0.003617539118786226,-8.337628969457e-07,0.0005234342999756349,0.008012098167091577,0.09391905538737813,-0.01922554522752762,0.17031175643205643
Middle-B060,cohort_B051,RS,true_nll,baseline,100,14.065640087127685,13.944912910461426,19.62591190338135,21.004423904418946,22.134855842590337,4.931808948516846,22.964431762695312
Middle-B060,cohort_B051,RS,true_nll,replay,100,14.10024263381958,13.976195335388184,19.541646003723148,21.15424690246582,21.900705089569097,4.799333572387695,23.19339370727539
Middle-B060,cohort_B051,RS,true_nll,paired_delta,100,0.03460254669189453,0.04624795913696289,0.24968948364257815,0.28903937339782715,0.49434385299682687,-0.5915660858154297,0.6324806213378906
Middle-B060,cohort_B051,RS,desired_margin,baseline,100,14.036030257336078,13.944003136857646,19.62531645491836,21.003513672959524,22.133024873220716,4.83513180911541,22.96393954945961
Middle-B060,cohort_B051,RS,desired_margin,replay,100,14.067015264909188,13.922535749341478,19.541289822157708,21.15358946051856,21.89849461790233,4.797575351432897,23.192863724019844
Middle-B060,cohort_B051,RS,desired_margin,paired_delta,100,0.030985007573108306,0.04199097235687077,0.2497863434662577,0.29256728020263834,0.46247932264406716,-0.6293181292712688,0.4932146387291141
Middle-B060,cohort_B051,PS,new_nll,baseline,200,1.2662145191631862,0.19900206476449966,4.142386293411254,6.7465632915496805,8.407201814651469,0.0005791893927380443,11.213407516479492
Middle-B060,cohort_B051,PS,new_nll,replay,200,1.269554826062231,0.1943303868174553,4.055377960205078,6.791122508049005,8.843176965713484,0.0005801424849778414,10.816884994506836
Middle-B060,cohort_B051,PS,new_nll,paired_delta,200,0.003340306899044663,-0.0005875467322766781,0.06472249627113343,0.12592558860778788,0.2964178037643429,-0.5170875787734985,2.0832595825195312
Middle-B060,cohort_B051,PS,true_nll,baseline,200,10.358560721874237,10.151869297027588,15.110342407226563,15.86322102546691,19.110606594085684,2.456549644470215,20.534873962402344
Middle-B060,cohort_B051,PS,true_nll,replay,200,10.4060788500309,10.20195484161377,15.246289920806884,16.0432424545288,19.19795354843139,2.2251601219177246,20.596593856811523
Middle-B060,cohort_B051,PS,true_nll,paired_delta,200,0.04751812815666199,0.023804664611816406,0.22709031105041494,0.35141230821609476,0.9853007936477657,-0.4997425079345703,3.048625946044922
Middle-B060,cohort_B051,PS,desired_margin,baseline,200,9.09234620271105,9.240758746862411,14.960873949620872,15.801548426423688,19.09861742640146,-5.07696008682251,20.5181105453521
Middle-B060,cohort_B051,PS,desired_margin,replay,200,9.136524023968668,9.190171353518963,15.08376709993463,15.921158838737755,19.18605460010934,-5.2536234855651855,20.580572882667184
Middle-B060,cohort_B051,PS,desired_margin,paired_delta,200,0.04417782125761732,0.022057964699342847,0.241350381495431,0.3774260053178295,0.9731692332215607,-0.7139213979244232,1.2855349406599998
Middle-B060,cohort_B051,NS,new_nll,baseline,1000,8.439144140245393,8.53221082687378,13.878305625915528,15.259823846817016,17.894858627319334,0.013570791110396385,21.415307998657227
Middle-B060,cohort_B051,NS,new_nll,replay,1000,8.438976430344395,8.465896606445312,13.969417762756349,15.245225620269771,17.95110876083374,0.014416229911148548,21.288394927978516
Middle-B060,cohort_B051,NS,new_nll,paired_delta,1000,-0.0001677099009975791,-0.002449512481689453,0.24047565460205084,0.3521712779998779,0.7104874324798583,-1.4132871627807617,1.4349355697631836
Middle-B060,cohort_B051,NS,true_nll,baseline,1000,5.979846224299632,5.503217458724976,11.040945911407471,12.287003898620606,15.460190181732177,0.008389114402234554,20.0593318939209
Middle-B060,cohort_B051,NS,true_nll,replay,1000,5.992416940798983,5.409444332122803,10.930738735198975,12.47400722503662,15.346815729141236,0.009979946538805962,20.29424476623535
Middle-B060,cohort_B051,NS,true_nll,paired_delta,1000,0.012570716499350964,0.003328680992126465,0.2600034952163697,0.3623347043991086,0.7111312580108642,-1.4165515899658203,1.0916118621826172
Middle-B060,cohort_B051,NS,desired_margin,baseline,1000,2.459297915945761,2.692995548248291,8.710041975975038,10.25013888478279,13.875005801916123,-13.165964120998979,17.559588193893433
Middle-B060,cohort_B051,NS,desired_margin,replay,1000,2.4465594895454124,2.6301236152648926,8.617040300369263,10.230553224682806,13.791874472796914,-12.918455556035042,17.548240810632706
Middle-B060,cohort_B051,NS,desired_margin,paired_delta,1000,-0.012738426400348545,-0.002352118492126465,0.2901758193969727,0.40191330909729,0.743053238391876,-1.3339710235595703,1.8255205154418945
Middle-B060,cohort_B052,RS,new_nll,baseline,100,0.005342965161544271,0.0026994177605956793,0.009784157387912275,0.011194770224392412,0.03423175171017692,0.0002494739310350269,0.12190594524145126
Middle-B060,cohort_B052,RS,new_nll,replay,100,0.005249247655592626,0.0028056957526132464,0.00892426129430533,0.011199801601469505,0.034108887091279454,0.00014137222024146467,0.11666289716959
Middle-B060,cohort_B052,RS,new_nll,paired_delta,100,-9.371750595164485e-05,-8.163289749063551e-06,0.0004659645259380345,0.0010918763466179371,0.00203829304547982,-0.005243048071861267,0.005108191631734371
Middle-B060,cohort_B052,RS,true_nll,baseline,100,13.178986620903014,12.967725276947021,18.589163970947265,19.1112811088562,20.39767044067384,5.098104476928711,22.361446380615234
Middle-B060,cohort_B052,RS,true_nll,replay,100,13.189959988594055,12.97617769241333,18.35925045013428,19.27159099578857,20.282402019500744,5.159865856170654,22.392547607421875
Middle-B060,cohort_B052,RS,true_nll,paired_delta,100,0.010973367691040039,-0.001384735107421875,0.2658946990966797,0.39948000907897946,0.7444262123107941,-0.718658447265625,1.3308734893798828
Middle-B060,cohort_B052,RS,desired_margin,baseline,100,13.17364365574147,12.96645401965361,18.587354809721,19.106255683569177,20.3973324013161,5.064758323132992,22.358534526545554
Middle-B060,cohort_B052,RS,desired_margin,replay,100,13.184710740938463,12.973873864102643,18.353999407589438,19.270729564265636,20.28205289186067,5.126590847969055,22.389612337574363
Middle-B060,cohort_B052,RS,desired_margin,paired_delta,100,0.011067085196991684,-0.001459061269997619,0.265980026347097,0.39963169220136474,0.7484345420806524,-0.7237666388973594,1.331084437741083
Middle-B060,cohort_B052,PS,new_nll,baseline,200,1.3031653451733292,0.2041487693786621,4.471286392211912,5.875827717781066,8.428281517028807,0.0012229352723807096,11.915470123291016
Middle-B060,cohort_B052,PS,new_nll,replay,200,1.317278816731996,0.1951049044728279,4.460028409957884,5.896871495246884,8.319789962768551,0.0018228357657790184,11.554472923278809
Middle-B060,cohort_B052,PS,new_nll,paired_delta,200,0.014113471558666789,0.0010369019582867622,0.09867990016937256,0.19492008686065673,0.4648091626167287,-0.36099720001220703,0.6350350379943848
Middle-B060,cohort_B052,PS,true_nll,baseline,200,9.542653995156288,9.399828433990479,14.746234798431395,16.361025142669675,17.784283084869383,1.7823604345321655,19.52035140991211
Middle-B060,cohort_B052,PS,true_nll,replay,200,9.546015603542328,9.401827335357666,14.540917301177979,16.332596111297605,17.958617401123046,1.83749520778656,19.4924259185791
Middle-B060,cohort_B052,PS,true_nll,paired_delta,200,0.003361608386039734,0.0006771087646484375,0.2560040473937988,0.3092644214630126,0.38517587661743136,-0.5978412628173828,0.6265478134155273
Middle-B060,cohort_B052,PS,desired_margin,baseline,200,8.23948864998296,8.085754878818989,13.421110021695494,15.744986998965029,17.536410738955016,-3.7563064098358154,19.51664028619416
Middle-B060,cohort_B052,PS,desired_margin,replay,200,8.228736786810332,8.022303847130388,13.41968974918127,15.912559654423967,17.329491601926268,-3.8265408277511597,19.488620853982866
Middle-B060,cohort_B052,PS,desired_margin,paired_delta,200,-0.010751863172627054,-0.010478360578417778,0.2161426931619644,0.30675250969361506,0.41849991064518655,-0.5993332979269326,0.7674603164196014
Middle-B060,cohort_B052,NS,new_nll,baseline,1000,7.866899399401154,7.799387454986572,12.506589794158936,13.984602069854734,16.865842361450195,0.004724885802716017,20.313440322875977
Middle-B060,cohort_B052,NS,new_nll,replay,1000,7.881230570290238,7.875927448272705,12.564716720581055,13.988951492309567,16.998334426879882,0.004968083463609219,20.686798095703125
Middle-B060,cohort_B052,NS,new_nll,paired_delta,1000,0.014331170889083296,0.005518190562725067,0.26732163429260253,0.4048820972442624,0.6810010337829586,-1.3145780563354492,1.3918828964233398
Middle-B060,cohort_B052,NS,true_nll,baseline,1000,5.483545944093726,5.127458095550537,10.256568813323975,11.617534780502316,15.045894556045532,0.008408027701079845,18.38080596923828
Middle-B060,cohort_B052,NS,true_nll,replay,1000,5.49832032040786,5.142756462097168,10.323762607574464,11.70672903060913,15.09965266227722,0.007477509789168835,18.2845458984375
Middle-B060,cohort_B052,NS,true_nll,paired_delta,1000,0.014774376314133406,0.011662721633911133,0.23872613906860354,0.35365102291107164,0.6662778949737548,-1.6431550979614258,3.0148873329162598
Middle-B060,cohort_B052,NS,desired_margin,baseline,1000,2.383353455307428,2.5048792362213135,7.769998076558114,9.66058034300804,12.905484515577553,-12.97494487464428,15.723301768302917
Middle-B060,cohort_B052,NS,desired_margin,replay,1000,2.3829102498823778,2.531059443950653,7.890592718124392,9.728978967666624,12.85671620428562,-12.918481409549713,15.773620963096619
Middle-B060,cohort_B052,NS,desired_margin,paired_delta,1000,-0.00044320542505010965,-0.004209995269775391,0.2875391006469727,0.40129043757915484,0.8704113602638244,-4.329465389251709,1.9682846069335938
Middle-B060,cohort_B053,RS,new_nll,baseline,100,0.04893169116825447,0.0020641813753172755,0.0117713820189238,0.06212117020040734,0.5594973814487593,5.352353764465079e-05,3.169792413711548
Middle-B060,cohort_B053,RS,new_nll,replay,100,0.04995147319856187,0.0020346149103716016,0.015362290479242804,0.05068682450801114,0.656915245652212,5.221230458118953e-05,3.2229983806610107
Middle-B060,cohort_B053,RS,new_nll,paired_delta,100,0.0010197820303073967,5.242502084001899e-06,0.000713018234819177,0.002073059137910602,0.05365255177021049,-0.047112733125686646,0.09786444902420044
Middle-B060,cohort_B053,RS,true_nll,baseline,100,13.781805543899535,13.671221256256104,18.824175262451174,20.021182346343995,21.95613239288331,2.493523597717285,23.62059783935547
Middle-B060,cohort_B053,RS,true_nll,replay,100,13.797582559585571,13.792214393615723,18.17082061767579,20.17058048248291,21.79573623657227,2.5382485389709473,22.625247955322266
Middle-B060,cohort_B053,RS,true_nll,paired_delta,100,0.015777015686035158,0.010428428649902344,0.3488862991333008,0.5223655223846435,0.9653930473327706,-1.9404449462890625,2.308521270751953
Middle-B060,cohort_B053,RS,desired_margin,baseline,100,13.73287385273128,13.669592219637707,18.823602353525352,20.020961974005694,21.94983550200007,1.9603928327560425,23.619416339090094
Middle-B060,cohort_B053,RS,desired_margin,replay,100,13.74763108638701,13.77814307853987,18.169199083454448,20.170355050763465,21.789305392436805,1.9072533249855042,22.62440252286615
Middle-B060,cohort_B053,RS,desired_margin,paired_delta,100,0.01475723365572776,0.005968614364974201,0.3489132654678543,0.524178387306165,0.9653431687367334,-1.9406356766121462,2.3087836320337374
Middle-B060,cohort_B053,PS,new_nll,baseline,200,1.7874335797131062,0.3039536476135254,5.90240249633789,6.779415321350096,10.333331251144362,0.0005970602505840361,15.673696517944336
Middle-B060,cohort_B053,PS,new_nll,replay,200,1.7825700339331525,0.3357982784509659,5.510136175155639,7.0032873153686515,10.602936601638755,0.0006014683749526739,15.502420425415039
