entry_n,endpoint_n,tensor,comparison_scope,evidence_mode,shape,dtype,element_count,difference_frobenius,reference_frobenius,actual_frobenius,relative_frobenius,max_abs,changed_elements,changed_fraction,finite,bitexact,actual_tensor_sha256,reference_tensor_sha256,tensor_hash_scheme,norm_denominator,actual_file_sha256,reference_file_sha256,status,execution_expected_tensor_SHA_exact
5000,6000,weight_L4,EXACT_LOCAL_ORIGINAL_CP_VS_REPLAY_ENDPOINT,NEW_CPU_FULL_TENSOR_REDUCTION,"[4096, 14336]",torch.float32,58720256,8.819284178217927,107.37374967399296,107.37217994373039,0.08213631548674553,0.023498925380408764,58720238,0.9999996934618268,True,False,e473d5da713a3a4f3aa46c351a22ca0ea71e385c325fa08e921e8f8350223efa,a701a42be9f9f76b19d8da38d17210f369af222682615043ebd9e1fb2d681e3b,"SHA256(str((str(dtype),list(shape))).encode()+contiguous_tensor_bytes)",ORIGINAL_REFERENCE_TENSOR_FROBENIUS,ec9a2c6841f90c813eb967434a2f95e076443091bbade2549e96ce832661972d,5a47c2f1848f2aba7dccf97cc7ecc3b6ba7a2bbb514eda01de294d1a89cd24d7,NONEXACT_CAUSE_UNRESOLVED,True
5000,6000,history_M4,EXACT_LOCAL_ORIGINAL_CP_VS_REPLAY_ENDPOINT,NEW_CPU_FULL_TENSOR_REDUCTION,"[1, 14336, 14336]",torch.float32,205520896,0.0013927521571725056,3303.830984346791,3303.831124487854,4.2155672120372406e-07,7.62939453125e-05,200219295,0.9742040780125832,True,False,78f9645f0b3f4d14af53e1219259d33fe457deecf5a3df1b19ce89bfb075eab2,6b86b57fb7a57cbdd37728da53d336f24639da5ad8c78e9e62dff442fd6129af,"SHA256(str((str(dtype),list(shape))).encode()+contiguous_tensor_bytes)",ORIGINAL_REFERENCE_TENSOR_FROBENIUS,ec9a2c6841f90c813eb967434a2f95e076443091bbade2549e96ce832661972d,5a47c2f1848f2aba7dccf97cc7ecc3b6ba7a2bbb514eda01de294d1a89cd24d7,NONEXACT_CAUSE_UNRESOLVED,True
9000,10000,weight_L4,EXACT_LOCAL_ORIGINAL_CP_VS_REPLAY_ENDPOINT,NEW_CPU_FULL_TENSOR_REDUCTION,"[4096, 14336]",torch.float32,58720256,9.630475529518163,129.55399392244018,129.55309822592375,0.07433561280467833,0.03030230477452278,58720229,0.9999995401927403,True,False,ab02e98ae5093e6138b93b4cecb504ab346af68a492878b200f3d6aba1f523aa,c598d490286bfbc3bd36528b1b747ee2a2b52a55d4f6ee4d49d69a67544af957,"SHA256(str((str(dtype),list(shape))).encode()+contiguous_tensor_bytes)",ORIGINAL_REFERENCE_TENSOR_FROBENIUS,6d89383bbea0cdaef336724563515eea2fc40c3e0866944ebc28f275f1312750,8ace335a744bfe11d8ecf587e78d7752208b98f80be760a6a6ccd10043823ee7,NONEXACT_CAUSE_UNRESOLVED,True
9000,10000,history_M4,EXACT_LOCAL_ORIGINAL_CP_VS_REPLAY_ENDPOINT,NEW_CPU_FULL_TENSOR_REDUCTION,"[1, 14336, 14336]",torch.float32,205520896,0.0014016723559798392,5460.987193151542,5460.987355091724,2.566701415703069e-07,0.0001220703125,197216607,0.9595939431871686,True,False,d2122a9b6cb9567648b5d43e1b4212b848ea392a47218e619e4a1ab602a42c44,9050e5fcb9c1d1c83d0545c301c18ace882fb609a387f75cbd12f44ed6c0fab8,"SHA256(str((str(dtype),list(shape))).encode()+contiguous_tensor_bytes)",ORIGINAL_REFERENCE_TENSOR_FROBENIUS,6d89383bbea0cdaef336724563515eea2fc40c3e0866944ebc28f275f1312750,8ace335a744bfe11d8ecf587e78d7752208b98f80be760a6a6ccd10043823ee7,NONEXACT_CAUSE_UNRESOLVED,True
0,100,weight_L4,PRIOR_VALIDATED_ENDPOINT_COMPARISON_REUSED,HASH_BOUND_PRIOR_RECEIPT_NO_NEW_TENSOR_LOAD,"[4096, 14336]",torch.float32,58720256,0.0046270234872956666,,,5.948168379229658e-05,4.1486695408821106e-05,58646131,0.9987376587731498,True,False,5494c3b1dcd8e5e3f5b724585fdfe6571d710317f2f1a7514a4d450d8a5d158f,e2a584c279634e7d6de0ea99a9d4ab38677d26c4ee502e40c62ee3b519053cf1,,ORIGINAL_REFERENCE_TENSOR_FROBENIUS,38da528177819ec17742852e53124d7d3c2494a12a255b797cc2d3bafb95672e,70305292c2359d73bcef54ed49870b4f4bf6ed35f6e8e218e5affe4f061d5ce4,NONEXACT_CAUSE_UNRESOLVED,
0,100,history_M4,PRIOR_VALIDATED_ENDPOINT_COMPARISON_REUSED,HASH_BOUND_PRIOR_RECEIPT_NO_NEW_TENSOR_LOAD,"[1, 14336, 14336]",torch.float32,205520896,0.0003420959283885079,,,3.5410491023713055e-06,1.71661376953125e-05,204305037,0.9940840127516766,True,False,6b3b03add094cd8ed9508b2d8c638a62d3a738dae6002a27a3c49c00f29b79ce,2edeaba9aa0e7ca6cb4539c52dbb6a56151d8cc45401d732916a908437a1797b,,ORIGINAL_REFERENCE_TENSOR_FROBENIUS,38da528177819ec17742852e53124d7d3c2494a12a255b797cc2d3bafb95672e,70305292c2359d73bcef54ed49870b4f4bf6ed35f6e8e218e5affe4f061d5ce4,NONEXACT_CAUSE_UNRESOLVED,
1000,2000,weight_L4,PRIOR_VALIDATED_ENDPOINT_COMPARISON_REUSED,HASH_BOUND_PRIOR_RECEIPT_NO_NEW_TENSOR_LOAD,"[4096, 14336]",torch.float32,58720256,10.407441609536702,,,0.12083878923444655,0.024753703735768795,58720238,0.9999996934618268,True,False,0ddaa2dfa31b068456f3b6bb8c7dac6e37e23b80248c82f52280e8cb953bcdf6,9ad34618db2758450b891daf8d78381a75726af4723067981935a49a2e64be62,,ORIGINAL_REFERENCE_TENSOR_FROBENIUS,f9e455aba70794689aa4fe2ef2b97f58161bf760e85b1b89bb28843225e2d7bd,47b8302f8150ef41ca521d6f4ced4b6798d38de19191587a6dfb96f7ae30ef4f,NONEXACT_CAUSE_UNRESOLVED,
1000,2000,history_M4,PRIOR_VALIDATED_ENDPOINT_COMPARISON_REUSED,HASH_BOUND_PRIOR_RECEIPT_NO_NEW_TENSOR_LOAD,"[1, 14336, 14336]",torch.float32,205520896,0.0013804573614868184,,,1.209383755894224e-06,6.866455078125e-05,203278084,0.9890871826483278,True,False,c811a916bff3506e92ad58017ab993bcb7368649efc5fda4fc9b5ec32f1a9aa0,0d338e771e976fd35894486164e8b0cce1a0a9a995f75f2e43b10511cdfce3f8,,ORIGINAL_REFERENCE_TENSOR_FROBENIUS,f9e455aba70794689aa4fe2ef2b97f58161bf760e85b1b89bb28843225e2d7bd,47b8302f8150ef41ca521d6f4ced4b6798d38de19191587a6dfb96f7ae30ef4f,NONEXACT_CAUSE_UNRESOLVED,
