entry_n,instrumented_batch,category,panel,metric,value,status,detail
5000,51,signed_R,Current,diagnostic_factor_derivative_median,29.79169750213623,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Current,diagnostic_factor_derivative_p90,59.318538665771484,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Current,diagnostic_factor_derivative_p95,64.26011390686034,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Current,diagnostic_factor_derivative_p99,125.56411743164074,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Current,diagnostic_factor_derivative_min,3.454758644104004,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Current,diagnostic_factor_derivative_max,151.00137329101562,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Current,diagnostic_factor_derivative_positive,32,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Current,diagnostic_factor_derivative_negative,0,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Current,diagnostic_factor_derivative_zero,0,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Current,factor_minus_actual_derivative_count,32,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Current,factor_minus_actual_derivative_mean,-1.043081283569336e-07,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Current,factor_minus_actual_derivative_median,0.0,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Current,factor_minus_actual_derivative_p90,3.814697265625e-06,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Current,factor_minus_actual_derivative_p95,1.1062622070312495e-05,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Current,factor_minus_actual_derivative_p99,1.52587890625e-05,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Current,factor_minus_actual_derivative_min,-1.52587890625e-05,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Current,factor_minus_actual_derivative_max,1.52587890625e-05,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Current,factor_minus_actual_derivative_positive,13,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Current,factor_minus_actual_derivative_negative,13,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Current,factor_minus_actual_derivative_zero,6,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Historical,event_derivative_count,32,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Historical,event_derivative_mean,0.049000285274814814,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Historical,event_derivative_median,-0.0005001598037779331,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Historical,event_derivative_p90,0.28490814268589026,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Historical,event_derivative_p95,0.6727119296789169,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Historical,event_derivative_p99,0.9191482448577885,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Historical,event_derivative_min,-0.9634535312652588,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Historical,event_derivative_max,1.0123088359832764,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Historical,event_derivative_positive,16,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Historical,event_derivative_negative,16,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Historical,event_derivative_zero,0,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Historical,raw_all_position_derivative_count,32,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Historical,raw_all_position_derivative_mean,0.049000285274814814,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Historical,raw_all_position_derivative_median,-0.0005001598037779331,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Historical,raw_all_position_derivative_p90,0.28490814268589026,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Historical,raw_all_position_derivative_p95,0.6727119296789169,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Historical,raw_all_position_derivative_p99,0.9191482448577885,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Historical,raw_all_position_derivative_min,-0.9634535312652588,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Historical,raw_all_position_derivative_max,1.0123088359832764,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Historical,raw_all_position_derivative_positive,16,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Historical,raw_all_position_derivative_negative,16,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Historical,raw_all_position_derivative_zero,0,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Historical,diagnostic_factor_derivative_count,32,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Historical,diagnostic_factor_derivative_mean,0.049000178871210665,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Historical,diagnostic_factor_derivative_median,-0.0005006380379199982,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Historical,diagnostic_factor_derivative_p90,0.2849086374044419,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Historical,diagnostic_factor_derivative_p95,0.6727112859487533,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Historical,diagnostic_factor_derivative_p99,0.9191493594646458,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Historical,diagnostic_factor_derivative_min,-0.963455080986023,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Historical,diagnostic_factor_derivative_max,1.01231050491333,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Historical,diagnostic_factor_derivative_positive,16,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Historical,diagnostic_factor_derivative_negative,16,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Historical,diagnostic_factor_derivative_zero,0,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Historical,factor_minus_actual_derivative_count,32,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Historical,factor_minus_actual_derivative_mean,-1.0640360414981842e-07,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Historical,factor_minus_actual_derivative_median,-1.6298145055770874e-08,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Historical,factor_minus_actual_derivative_p90,6.772577762603763e-07,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Historical,factor_minus_actual_derivative_p95,8.99285078048706e-07,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Historical,factor_minus_actual_derivative_p99,1.4379620552062997e-06,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Historical,factor_minus_actual_derivative_min,-1.5497207641601562e-06,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Historical,factor_minus_actual_derivative_max,1.6689300537109375e-06,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Historical,factor_minus_actual_derivative_positive,15,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Historical,factor_minus_actual_derivative_negative,17,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_R,Historical,factor_minus_actual_derivative_zero,0,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_P,Historical,event_derivative_count,32,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_P,Historical,event_derivative_mean,0.040976457472424954,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_P,Historical,event_derivative_median,0.04676743410527706,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_P,Historical,event_derivative_p90,0.25459328293800365,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_P,Historical,event_derivative_p95,0.4677617937326429,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_P,Historical,event_derivative_p99,0.7787523806095127,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_P,Historical,event_derivative_min,-0.928899884223938,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_P,Historical,event_derivative_max,0.849103569984436,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_P,Historical,event_derivative_positive,23,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_P,Historical,event_derivative_negative,9,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_P,Historical,event_derivative_zero,0,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_P,Historical,raw_all_position_derivative_count,32,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_P,Historical,raw_all_position_derivative_mean,0.040976457472424954,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_P,Historical,raw_all_position_derivative_median,0.04676743410527706,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_P,Historical,raw_all_position_derivative_p90,0.25459328293800365,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_P,Historical,raw_all_position_derivative_p95,0.4677617937326429,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_P,Historical,raw_all_position_derivative_p99,0.7787523806095127,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_P,Historical,raw_all_position_derivative_min,-0.928899884223938,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_P,Historical,raw_all_position_derivative_max,0.849103569984436,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_P,Historical,raw_all_position_derivative_positive,23,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_P,Historical,raw_all_position_derivative_negative,9,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_P,Historical,raw_all_position_derivative_zero,0,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_P,Historical,diagnostic_factor_derivative_count,32,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_P,Historical,diagnostic_factor_derivative_mean,0.04097674513468519,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_P,Historical,diagnostic_factor_derivative_median,0.04676830396056175,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_P,Historical,diagnostic_factor_derivative_p90,0.25459180772304546,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_P,Historical,diagnostic_factor_derivative_p95,0.4677650123834608,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_P,Historical,diagnostic_factor_derivative_p99,0.7787541645765308,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_P,Historical,diagnostic_factor_derivative_min,-0.928900957107544,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_P,Historical,diagnostic_factor_derivative_max,0.8491052985191345,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_P,Historical,diagnostic_factor_derivative_positive,23,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_P,Historical,diagnostic_factor_derivative_negative,9,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_P,Historical,diagnostic_factor_derivative_zero,0,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_P,Historical,factor_minus_actual_derivative_count,32,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_P,Historical,factor_minus_actual_derivative_mean,2.8766226023435593e-07,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_P,Historical,factor_minus_actual_derivative_median,1.3969838619232178e-07,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_P,Historical,factor_minus_actual_derivative_p90,1.6048550605773937e-06,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_P,Historical,factor_minus_actual_derivative_p95,1.8090009689331053e-06,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_P,Historical,factor_minus_actual_derivative_p99,3.5524368286132843e-06,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_P,Historical,factor_minus_actual_derivative_min,-1.564621925354004e-06,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_P,Historical,factor_minus_actual_derivative_max,4.291534423828125e-06,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_P,Historical,factor_minus_actual_derivative_positive,17,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_P,Historical,factor_minus_actual_derivative_negative,15,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_P,Historical,factor_minus_actual_derivative_zero,0,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_N,Current,event_derivative_count,32,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_N,Current,event_derivative_mean,-0.05445226770825684,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_N,Current,event_derivative_median,-0.010997340083122253,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_N,Current,event_derivative_p90,0.2924528330564499,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_N,Current,event_derivative_p95,0.36153571307659144,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_N,Current,event_derivative_p99,0.5570685118436817,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_N,Current,event_derivative_min,-0.648181676864624,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_N,Current,event_derivative_max,0.6289360523223877,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_N,Current,event_derivative_positive,15,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_N,Current,event_derivative_negative,17,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
5000,51,signed_N,Current,event_derivative_zero,0,RECORDED,"Signed values retained, not clipped progress_slope; pair2 diagnostic, not canonical MB16 evaluator."
