checkpoint_batch,edits,cohort,metric_tag,numerator,denominator,rate,strict_numerator,strict_denominator,token_correct,token_denominator,requests,new_nll_mean,new_nll_q01,new_nll_q05,new_nll_q50,new_nll_q95,new_nll_q99,true_nll_mean,true_nll_q01,true_nll_q05,true_nll_q50,true_nll_q95,true_nll_q99,safety_margin_mean,safety_margin_q01,safety_margin_q05,safety_margin_q50,safety_margin_q95,safety_margin_q99
5,500,first100,PS,193,200,0.965,131,200,133,202,100,1.4639034316111066,0.0008168339298572392,0.0026271191309206188,0.32701995968818665,5.546733546257016,9.137236070632932,9.974352639317512,1.5644534075260161,4.333871400356294,9.684076309204102,16.470310974121087,19.21424591064453,8.510449207706406,-1.8258573138713836,0.9680689424276352,8.608432650566101,15.593111518654036,19.211425621455998
5,500,first100,NS,846,1000,0.846,155,1000,185,1030,100,10.41441010564845,1.2914189577102662,4.083270478248596,10.485747814178467,16.590384864807127,19.836413650512693,5.419369489004254,0.019468158874660732,0.2765135183930397,5.1591637134552,11.831461143493652,14.416063385009766,4.995040616644197,-6.595108170509338,-2.748215436935425,4.752802848815918,13.008971750736235,16.417731038480998
10,1000,all_seen,RS,998,1000,0.998,995,1000,1010,1015,1000,0.03190484238398858,7.100329945387784e-05,0.0001834760645579081,0.0011623300379142165,0.008037822926416992,0.08885138154029744,14.5287674780488,5.717497234344482,8.157227849960327,14.464827537536621,21.65675296783447,24.35044054031372,14.496862635664813,5.203026023358107,7.985488017741591,14.463486472493969,21.654504894030104,24.350200604609707
10,1000,all_seen,PS,1943,2000,0.9715,1347,2000,1376,2030,1000,1.5436600844235435,0.0007711654959712177,0.002560808777343482,0.2932027131319046,6.975954914093017,10.035090398788451,10.181154037229717,1.7907536435127258,3.9093461871147155,9.962728500366211,16.895080947875975,20.492758083343507,8.637493952806173,-3.1659762978553765,1.2939382791519165,8.574429869651794,16.500265240133736,20.459754145890475
10,1000,all_seen,NS,8072,10000,0.8072,1813,10000,1923,10110,1000,9.272972217135653,0.4157020628452302,2.8278811097145082,9.268556594848633,15.48057951927185,18.127093658447265,5.302156480057764,0.026243083868175743,0.21686826199293138,4.844059705734253,12.302041196823113,15.139921169281006,3.970815737077887,-8.699756546020508,-3.856557440757751,3.975939393043518,11.632867240905759,14.959556524381044
10,1000,first100,RS,100,100,1.0,99,100,100,101,100,0.0644562000548467,9.165463052340783e-05,0.00016993031749734655,0.0021353777265176177,0.030353729147464037,1.3045586025715044,14.116591687202453,5.1882671356201175,6.944411325454712,14.406761169433594,20.51537809371948,22.854967041015644,14.052135487147607,4.17690841736272,6.897891013300978,14.405791372904787,20.511157771342546,22.84818990329719
10,1000,first100,PS,193,200,0.965,133,200,135,202,100,1.4315396803661133,0.0008461065695155412,0.002674352109897882,0.35040269792079926,5.953314352035521,8.669015083312987,9.894325522184372,1.9042730987071992,4.503521418571473,9.445577144622803,16.66247568130493,19.168093185424805,8.462785841818258,-1.4216845560073852,1.2629535496234898,8.499927200376987,15.285765278729373,19.131219236496836
10,1000,first100,NS,828,1000,0.828,139,1000,169,1030,100,9.90959881928563,0.6208726435899734,3.6807454347610475,9.759498596191406,16.245542907714842,19.33379337310791,5.572238488868577,0.019514231123030187,0.3602553725242616,5.232938289642334,11.90488004684448,14.064475641250608,4.337360330417054,-8.062804989814758,-3.6454736113548276,4.2272220849990845,12.441677796840668,15.459615911551518
10,1000,first1000,RS,998,1000,0.998,995,1000,1010,1015,1000,0.03190484238398858,7.100329945387784e-05,0.0001834760645579081,0.0011623300379142165,0.008037822926416992,0.08885138154029744,14.5287674780488,5.717497234344482,8.157227849960327,14.464827537536621,21.65675296783447,24.35044054031372,14.496862635664813,5.203026023358107,7.985488017741591,14.463486472493969,21.654504894030104,24.350200604609707
10,1000,first1000,PS,1943,2000,0.9715,1347,2000,1376,2030,1000,1.5436600844235435,0.0007711654959712177,0.002560808777343482,0.2932027131319046,6.975954914093017,10.035090398788451,10.181154037229717,1.7907536435127258,3.9093461871147155,9.962728500366211,16.895080947875975,20.492758083343507,8.637493952806173,-3.1659762978553765,1.2939382791519165,8.574429869651794,16.500265240133736,20.459754145890475
10,1000,first1000,NS,8072,10000,0.8072,1813,10000,1923,10110,1000,9.272972217135653,0.4157020628452302,2.8278811097145082,9.268556594848633,15.48057951927185,18.127093658447265,5.302156480057764,0.026243083868175743,0.21686826199293138,4.844059705734253,12.302041196823113,15.139921169281006,3.970815737077887,-8.699756546020508,-3.856557440757751,3.975939393043518,11.632867240905759,14.959556524381044
20,2000,all_seen,RS,1997,2000,0.9985,1982,2000,2006,2024,2000,0.045510408950843156,8.399253245443107e-05,0.00019498950059642083,0.0013474085135385394,0.015119755454361436,1.0480178630352017,14.294991709403694,5.20924247264862,7.944204807281494,14.165019989013672,21.52253656387329,24.03330072402954,14.249481300452851,4.0156717554293575,7.839752817549743,14.158028016339813,21.5221271221817,24.032784007743466
20,2000,all_seen,PS,3873,4000,0.96825,2781,4000,2826,4048,2000,1.4175091526391062,0.0007278975704684854,0.003034536703489721,0.2446272298693657,6.494323182106008,9.56915957450866,10.14707915030606,1.7478494548797607,4.081504154205322,9.928738594055176,17.09212837219238,19.9431500816345,8.729569997666955,-3.100658197402954,1.0925669670104983,8.70791887678206,16.70738966166973,19.88788014873978
20,2000,all_seen,NS,15318,20000,0.7659,3083,20000,3353,20270,2000,8.777516842566543,0.18821417897939685,2.004497468471527,8.823408126831055,15.179056215286254,17.735620689392082,5.522313685843571,0.05583097673952579,0.33348369747400286,5.064066410064697,12.248984050750732,15.09662914276123,3.2552031567229713,-9.589457128047943,-4.749599087238312,3.2736237049102783,10.956665623188018,14.347258499748989
20,2000,first100,RS,100,100,1.0,99,100,100,101,100,0.050222825614837346,0.00012062059839081485,0.0002573276789917145,0.002365352353081107,0.13256705924868578,0.8790440613031468,13.79930447101593,4.038822817802429,6.906615924835205,14.237264156341553,20.422960853576658,23.13144487380983,13.749081645401093,3.879762432575226,6.899382945970865,14.235291391079954,20.41814548654656,23.129799940038225
20,2000,first100,PS,195,200,0.975,138,200,140,202,100,1.4422789989609737,0.0007320251181954518,0.003849027317482978,0.420550674200058,6.270835471153257,8.89222807884216,9.911936883330345,2.5244601798057555,4.50798044204712,9.6579270362854,16.534297657012935,19.229289760589598,8.469657884369372,-1.9450812816619873,2.340195775032044,8.626697704195976,15.75297317630029,19.22689832713455
20,2000,first100,NS,772,1000,0.772,123,1000,153,1030,100,9.170999008592219,0.5358846417069436,2.565619289875031,9.06464958190918,16.073427486419675,17.93931697845459,5.915540710492874,0.06074031658470631,0.47391921877861026,5.506061553955078,12.256440305709837,14.055031385421753,3.255458298099344,-9.035944900512696,-4.952193665504455,3.177041530609131,10.906774026155468,14.161935287602244
20,2000,first1000,RS,998,1000,0.998,990,1000,1005,1015,1000,0.0508281055889438,8.793324923317414e-05,0.00020529309040284716,0.0015985698555596173,0.023370673507452002,1.6144546008110037,14.121597492098807,4.6158934545516965,7.64830105304718,14.024878978729248,21.06812400817871,24.31050197601318,14.070769386509864,3.9086717104911806,7.509232635609806,14.023822821473004,21.066534840292295,24.308997790713327
20,2000,first1000,PS,1935,2000,0.9675,1348,2000,1377,2030,1000,1.5283115279583908,0.0007192873471649363,0.003155932656954974,0.32206176221370697,6.82823667526245,9.69902072906494,10.091426318112761,1.716824200153351,3.933282566070557,9.933849811553955,16.83525371551513,20.57828357696533,8.56311479015437,-3.2757729148864745,1.1884920880198482,8.574324218556285,16.28257952486165,20.57413408782333
20,2000,first1000,NS,7570,10000,0.757,1536,10000,1646,10110,1000,8.69293263923361,0.21057432889938354,2.0461504936218264,8.73281478881836,15.08045473098755,17.69970682144166,5.593824151024641,0.05583007633686066,0.3435375466942787,5.172055244445801,12.334948873519897,15.179365825653084,3.0991084882089694,-9.742677475512027,-4.915150000527501,3.146620750427246,10.830646061897275,14.21344829123468
30,3000,all_seen,RS,2993,3000,0.9976666666666667,2960,3000,3000,3040,3000,0.05684737807424123,9.223989400197752e-05,0.00022100152054918003,0.0017121669952757657,0.03594829626381387,1.6798474466800626,14.085775822331508,5.1091157865524295,7.655350375175476,13.923683166503906,21.36193675994873,24.21263025283812,14.028928444257268,4.518797636767849,7.48247942479793,13.915731605178735,21.361664013445623,24.21212488433345
30,3000,all_seen,PS,5787,6000,0.9645,4161,6000,4238,6080,3000,1.4396345260825418,0.0007585925445891917,0.0031578814727254213,0.2550103962421417,6.591391682624817,9.788618288040166,10.065711913984268,1.715439202785492,3.9306249618530273,9.91650915145874,16.882914924621584,19.78840175628664,8.626077387901727,-3.3862908926606177,0.9573783874511719,8.683841317892075,16.551925960881636,19.756981952282953
30,3000,all_seen,NS,22181,30000,0.7393666666666666,4112,30000,4486,30390,3000,8.512912787364563,0.15047669410705566,1.781214302778244,8.564157485961914,14.868297481536864,17.694474697113026,5.7143812864075185,0.07922772109508515,0.4543064862489701,5.33827018737793,12.260376214981079,15.259250631332394,2.7985315009570453,-9.7503820994962,-5.206763255596161,2.82381534576416,10.456679207086562,13.733081603050213
30,3000,first100,RS,99,100,0.99,97,100,98,101,100,0.12423113233453478,0.0001231105836632196,0.00023103663043002597,0.0036721043288707733,0.256062054634094,3.509182190895086,13.393862714767456,3.1586340856552124,5.913078403472901,14.262609481811523,19.574844074249263,22.79115514755251,13.269631582432922,1.7067751249670982,5.739463950693608,13.997388904797845,19.565222376468586,22.79083117252421
30,3000,first100,PS,194,200,0.97,134,200,136,202,100,1.5038881749028223,0.0013878870045300573,0.0032719993847422305,0.4313860088586807,5.94679601192474,9.883890018463134,9.857020153105259,1.7087150490283967,4.308248209953309,9.76429796218872,16.33497819900512,19.077401123046865,8.353131978202436,-1.4552951240539551,1.317063952982426,8.403309054672718,15.936345927556975,19.074691587097465
30,3000,first100,NS,729,1000,0.729,92,1000,122,1030,100,8.923227285245433,0.2613003692030907,2.01063985824585,8.919525146484375,15.764006757736206,18.20302673339844,6.270524099724367,0.13425259292125702,0.7211223900318146,5.8816235065460205,12.671723031997677,14.856706428527831,2.6527031855210663,-8.985587244182826,-5.453486169874668,2.701965808868408,10.457184672355652,13.560380406975742
30,3000,first1000,RS,994,1000,0.994,979,1000,994,1015,1000,0.08823897913490873,9.759903492522426e-05,0.00022441014807554892,0.002130859182216227,0.07803893573582167,2.362836642265317,13.695536646544934,4.296081213951111,6.789226508140564,13.688422203063965,20.82220058441162,23.840546379089346,13.607297667410025,2.374143501520157,6.617231774516404,13.669794959314459,20.82153774095641,23.837087109928536
30,3000,first1000,PS,1926,2000,0.963,1329,2000,1358,2030,1000,1.563968164482465,0.0009814320906298235,0.0033793503185734156,0.36318984627723694,7.00601601600647,9.877370471954345,9.945652662277222,1.3843390798568727,3.6983443379402163,9.758259773254395,16.674590110778805,20.19149677276611,8.381684497794756,-3.8893087968230247,0.7510198682546616,8.512537807226181,16.309699288289995,20.173159302261194
30,3000,first1000,NS,7278,10000,0.7278,1366,10000,1476,10110,1000,8.396526865186193,0.15047669410705566,1.7465108036994934,8.455501079559326,14.759750604629504,17.53825983047486,5.801815925498703,0.07548009857535362,0.4387970566749573,5.46765923500061,12.31888470649719,15.507040758132945,2.5947109396874906,-10.296000805497169,-5.42337720990181,2.635596752166748,10.384345135092735,13.654790009260177
40,4000,all_seen,RS,3993,4000,0.99825,3933,4000,3986,4053,4000,0.07966537513579124,9.725455514853821e-05,0.0002331342693651095,0.002019094186834991,0.06852410286664963,2.613278732299799,13.838474044375122,4.724553217887879,7.5260563611984255,13.633859634399414,20.900061511993407,24.039374198913567,13.75880866923933,3.706410078406334,7.325036809896119,13.614297294639982,20.895263965689807,24.03899758518178
40,4000,all_seen,PS,7728,8000,0.966,5533,8000,5637,8106,4000,1.416385314392759,0.0008150152198504656,0.0031635200837627055,0.2622668743133545,6.487968945503221,9.640690746307376,10.007078826861456,1.8332398748397825,4.01617615222931,9.86814022064209,16.744293308258055,19.795053596496587,8.590693512468697,-3.1514722013473517,1.0072640895843508,8.59385222196579,16.43974477809387,19.743318423694
40,4000,all_seen,NS,28784,40000,0.7196,4928,40000,5378,40470,4000,8.3639914047662,0.17468658909201623,1.7089406430721283,8.383939266204834,14.762428140640257,17.60721273422243,5.826423302714748,0.0995598427951336,0.5280039936304093,5.505749702453613,12.33509440422057,15.356640911102295,2.5375681020514516,-9.719146072864532,-5.3431850373744965,2.57399320602417,10.099200630187982,13.313200747072706
40,4000,first100,RS,100,100,1.0,97,100,98,101,100,0.17806274669419508,0.00015403275581775234,0.00031965006928658113,0.0055257894564419985,0.30414170622825537,4.333707537651063,13.016433801651,4.33660521030426,5.398304724693299,13.202518939971924,19.69863185882568,22.754813537597677,12.838371054956806,1.813925757408142,5.054759718105197,13.06914830673486,19.698241047353076,22.753303073026494
40,4000,first100,PS,195,200,0.975,132,200,134,202,100,1.5319985690672184,0.001805189228616655,0.005197598319500686,0.43872009217739105,6.204244709014886,10.247950267791747,9.665458814501763,2.276272077560425,4.255409479141235,9.32176923751831,16.128306579589843,18.26086771011351,8.133460245434543,-2.051057858467102,1.022222876548767,7.984200015664101,15.75744247108232,18.256291474009615
40,4000,first100,NS,707,1000,0.707,82,1000,112,1030,100,8.805348648224957,0.1975342309474945,1.70579891204834,8.845585346221924,15.644217252731321,18.589739990234374,6.443597397830337,0.16276477605104447,0.8132067561149597,6.069886684417725,12.839302730560302,15.244072790145873,2.36175125039462,-9.279716826677323,-5.950131809711456,2.5321097373962402,10.19801412820816,13.12799510732293
40,4000,first1000,RS,995,1000,0.995,978,1000,993,1015,1000,0.1272732021023112,0.00012736462944303638,0.00025360349682159724,0.002888497314415872,0.24844474121928156,4.309681930541992,13.26651031023264,3.6366522216796877,6.299264073371887,13.24057388305664,20.238849639892578,23.489738979339595,13.139237108130327,2.145787251293659,6.010988723486662,13.179813087263028,20.238208620273507,23.48839622209314
40,4000,first1000,PS,1918,2000,0.959,1308,2000,1337,2030,1000,1.6093814569743918,0.0008318039606092498,0.00360121593112126,0.4113733023405075,6.97653534412384,9.844519262313844,9.82770166485384,1.3977003931999208,3.646186113357544,9.629112720489502,16.47109889984131,20.011779556274416,8.218320207879449,-3.631305113211274,0.5591117858886719,8.172099456656724,16.00112713850103,19.92102390572196
40,4000,first1000,NS,7056,10000,0.7056,1224,10000,1334,10110,1000,8.238947323252106,0.19770936995744712,1.6198489725589755,8.23047685623169,14.662065124511715,17.394620132446295,5.908704012952582,0.095534490570426,0.5288825094699859,5.597396373748779,12.395199394226061,15.76687673568726,2.3302433102995246,-10.115001782155595,-5.499747574329376,2.3527464866638184,10.030689334869383,13.201218187808992
50,5000,all_seen,RS,4988,5000,0.9976,4905,5000,4974,5069,5000,0.09442052200518447,0.00010691905401472468,0.0002721118289628066,0.0024704195093363523,0.11852968931198124,2.9866743516922036,13.573340511059762,4.677249493598938,7.216192150115967,13.320230484008789,20.655246543884278,23.804224853515628,13.478919989054578,3.418979038596153,6.873127398709767,13.288103871105704,20.65229246187446,23.804023591116277
50,5000,all_seen,PS,9654,10000,0.9654,6949,10000,7084,10138,5000,1.4255407513443992,0.0008883546630386263,0.0033051646081730724,0.2797677665948868,6.466696333885192,9.641423292160043,9.960918338931165,1.9050495243072512,4.045227813720703,9.796820163726807,16.64515647888183,19.608126983642578,8.535377587586767,-2.9836102002859115,0.9458678245544435,8.569611311657354,16.343232419015834,19.498044362319646
50,5000,all_seen,NS,35406,50000,0.70812,5763,50000,6296,50560,5000,8.27210081605726,0.13721951231360438,1.6126361787319186,8.256957530975342,14.69909243583679,17.52046649932862,5.93930671634411,0.1318284124135971,0.6218113005161285,5.592927932739258,12.405475616455076,15.447362976074231,2.332794099713152,-9.776431833505631,-5.4871665954589846,2.3950605392456055,9.831081700325011,13.065955359190715
50,5000,first100,RS,100,100,1.0,97,100,98,101,100,0.2106894273776561,0.0001877286059607286,0.0003295056420029141,0.006090414710342884,0.6897975534200661,5.56869299888611,12.73612538576126,3.9699800562858583,5.103418564796447,12.78248929977417,18.73303117752075,22.085376434326196,12.525435958383605,1.385598578453064,4.157388044893741,12.55024525988847,18.731368018116335,22.0833794658464
50,5000,first100,PS,194,200,0.97,133,200,135,202,100,1.5223136549716583,0.0013590156799182297,0.005294903554022313,0.4637274593114853,6.458953285217285,9.272969856262204,9.61725039422512,2.434982931613922,4.376067662239075,9.335282802581787,16.65452289581299,18.40374866485595,8.094936739253463,-1.54037278175354,1.407599733769894,7.682731244713068,16.099090019194406,18.06681301936739
50,5000,first100,NS,693,1000,0.693,81,1000,111,1030,100,8.69133328253869,0.1976661817729473,1.4939019143581391,8.789019107818604,15.528651189804076,18.188265113830564,6.519098636202282,0.19115577012300491,0.8258330494165421,6.275910377502441,12.627466964721679,14.87808629035949,2.1722346463364084,-9.461494487226009,-5.8239584336522965,2.229010581970215,9.980316230654717,13.06436869829893
50,5000,first1000,RS,994,1000,0.994,970,1000,985,1015,1000,0.1612568181510942,0.00012299257999984548,0.00030863291322020815,0.0037783441366627812,0.45272691845893787,5.567751517295835,12.88783990764618,2.7656225824356078,6.058282327651978,12.656310558319092,19.7612904548645,22.627996959686275,12.726583089495085,1.694511399269104,5.495613259635865,12.609804772771895,19.75649007731117,22.62758128426299
50,5000,first1000,PS,1910,2000,0.955,1312,2000,1341,2030,1000,1.6471450597079311,0.0011064712435472756,0.00451158860232681,0.4341942369937897,7.205236530303954,10.065929145812987,9.721078191723674,1.3940663540363314,3.744802689552307,9.49063491821289,16.325652694702143,19.65385366439819,8.073933132015743,-3.9805487155914308,0.23555583953857423,7.9721391797065735,15.970552540384233,19.643150905766525
50,5000,first1000,NS,6914,10000,0.6914,1120,10000,1230,10110,1000,8.175478656674432,0.13508243903517725,1.465671193599701,8.153544902801514,14.661783266067502,17.222893371582035,6.0951794347061545,0.13182392686605454,0.631381094455719,5.773309230804443,12.605914449691772,15.792233228683486,2.080299221968279,-10.3089706684649,-5.758962297439575,2.163998603820801,9.61366044580936,12.951030688444153
60,6000,all_seen,RS,5984,6000,0.9973333333333333,5860,6000,5945,6085,6000,0.11292289724070118,0.00011693508975440636,0.0003317404698464088,0.0030875771772116423,0.19168670997023593,3.8169206690788324,13.308732104182864,4.760865678787232,7.0379044771194454,13.093970775604248,20.378165149688723,23.40176643371584,13.195809206942164,3.158134827613831,6.586277102353051,13.061018160311505,20.36437421906303,23.39964930877266
60,6000,all_seen,PS,11596,12000,0.9663333333333334,8286,12000,8452,12170,6000,1.4457917227252535,0.000962117433664389,0.0037304650060832503,0.3034280389547348,6.548985290527334,9.637249708175661,9.876687508194397,2.00468056678772,4.008623480796814,9.713360786437988,16.406126689910888,19.59146158218384,8.430895785469144,-2.8363706874847407,1.0035609841346744,8.406476717442274,16.06449530280661,19.45869203250158
60,6000,all_seen,NS,41621,60000,0.6936833333333333,6148,60000,6834,60730,6000,8.232115717702868,0.12762234181165696,1.599678236246109,8.220359802246094,14.654604768753051,17.564633083343512,6.09268642512185,0.14253543347120284,0.7010196506977082,5.7819952964782715,12.479630851745602,15.528373460769656,2.139429292581016,-10.039291698485613,-5.740686115622521,2.206989288330078,9.58194615244865,12.824000992774964
60,6000,first100,RS,99,100,0.99,94,100,95,101,100,0.36969434269194607,0.00019730761472601442,0.0004201599382213317,0.00741453655064106,1.6375848174095096,6.5099037075042725,12.34386036157608,3.4785264348983764,5.1047237634658815,12.710316181182861,19.212767601013184,21.224484481811555,11.974166018884134,0.5627902364730835,3.3003182649612426,12.668135751970112,19.20728738673497,21.223952153171442
60,6000,first100,PS,194,200,0.97,131,200,133,202,100,1.5924932875559898,0.001833227757597342,0.00455147281754762,0.523650586605072,5.842068529129016,10.094286222457885,9.485144315361977,2.2937591099739074,4.153402972221374,9.154808044433594,16.399529457092285,18.73092952728271,7.892651027805987,-1.3247049236297608,1.210072946548462,7.83100726082921,15.697238659602583,17.664525966641946
60,6000,first100,NS,695,1000,0.695,79,1000,109,1030,100,8.673142587789334,0.16615371227264406,1.5065910995006564,8.624452114105225,15.463023328781127,17.620611763000483,6.590667765917722,0.21002664074301722,0.9716046661138534,6.353173494338989,12.761782693862914,15.464665212631225,2.082474821871612,-9.715263606756926,-6.157088112831116,2.049260139465332,10.065318274497983,13.01146686226129
60,6000,first1000,RS,992,1000,0.992,957,1000,972,1015,1000,0.20768611371568113,0.00010054797749035061,0.00041628158796811474,0.005611263448372483,0.9717165499925611,5.9135567283630355,12.503571469545365,3.230090546607971,5.616931915283203,12.34803819656372,19.563941574096678,22.385888595581054,12.295885355829684,0.7360478162765504,5.10946506485343,12.327223586646141,19.55969264267478,22.384566835121365
60,6000,first1000,PS,1914,2000,0.957,1287,2000,1316,2030,1000,1.6979076137969096,0.0014120665995869786,0.005096094240434468,0.490585133433342,7.223348927497862,9.804058341979978,9.570369514495134,1.3243319666385651,3.629825437068939,9.363093376159668,16.08340139389038,19.66524549484253,7.872461900698225,-3.747958264350891,0.3262454032897951,7.822467610239983,15.536479895166119,19.664547704307186
60,6000,first1000,NS,6688,10000,0.6688,967,10000,1076,10110,1000,8.082338256548187,0.0843166144192219,1.409334844350815,8.063694477081299,14.522915315628046,17.16267026901245,6.248781666544871,0.18969018131494533,0.7362918049097061,6.013285160064697,12.669341421127319,15.736152973175056,1.8335565900033157,-10.733900544773787,-5.905517983436584,1.888843059539795,9.2344054043293,12.583482482433324
70,7000,all_seen,RS,6981,7000,0.9972857142857143,6818,7000,6923,7106,7000,0.12776887536117648,0.00012742303471895865,0.00035338118177605807,0.0034828856587409973,0.31397810429334616,3.956331248283395,13.15328161589695,4.521152906417846,6.92019829750061,12.898398399353027,20.272976398468014,23.042989673614503,13.025512740535772,2.941443819887936,6.3311132371425645,12.852585192944389,20.265877180569802,23.04105260045064
70,7000,all_seen,PS,13492,14000,0.9637142857142857,9671,14000,9878,14212,7000,1.458326438828437,0.0009699645795626566,0.003980197384953499,0.3211546987295151,6.556942343711853,9.760243721008305,9.784854757598335,1.9547824358940125,3.996352958679199,9.607118129730225,16.368204879760743,19.319157123565677,8.326528318769899,-3.0532029938697813,0.7716764330863953,8.305666781961918,16.02402976648882,19.231437621340163
70,7000,all_seen,NS,47659,70000,0.6808428571428572,6707,70000,7470,70900,7000,8.198011465158384,0.09944136440753937,1.5206961333751678,8.188159942626953,14.655354499816896,17.504956760406454,6.259402891430565,0.1577685409784317,0.749527034163475,5.964240312576294,12.71625089645386,15.930959806442246,1.9386085737278178,-10.463106591403484,-5.924671220779419,2.0178656578063965,9.396813553571702,12.700835069119918
70,7000,first100,RS,99,100,0.99,91,100,92,101,100,0.4960734769261035,0.0001582092086027842,0.000644422514596954,0.009418445639312267,4.001645922660825,6.443718314170839,12.010341496467591,2.8757090330123902,5.103345251083374,12.24692964553833,19.006448650360106,19.969579620361362,11.514268019541486,0.40211471557617184,2.4872078180313113,12.19879934733035,18.99665015034843,19.965873453342102
70,7000,first100,PS,193,200,0.965,122,200,124,202,100,1.6846444364613853,0.0023226238531060517,0.011235488299280408,0.6716123521327972,7.146846199035643,9.870083904266357,9.246740084290504,2.1957028776407244,3.543680286407471,9.048070907592773,15.871758556365963,17.571534118652345,7.5620956478291195,-2.040646357536316,0.5555939197540284,7.441333649680018,15.596624748408788,17.51326280236244
70,7000,first100,NS,681,1000,0.681,69,1000,99,1030,100,8.642072668036446,0.11624919854104519,1.5114641785621643,8.622108459472656,15.646715593338012,17.769407310485835,6.778552952536382,0.24789873406291008,1.1539787590503694,6.592889308929443,12.95039219856262,15.970161247253417,1.8635197155000642,-10.369632019847632,-6.7220200300216675,2.0098509788513184,9.56888315081596,12.779665085673331
