cohort,view,start_batch,end_batch,age_batches,metric_tag,anchor_is_arrival_current,joint_margin_definition,rows,requests,n11,n10,n01,n00,start_success,end_success,loss_numerator,loss_denominator,gain_numerator,gain_denominator,net_success_delta,margin_delta_mean,strict_start,strict_end,strict_lost,strict_gained,token_correct_start,token_correct_end,token_denominator_start,token_denominator_end
age,separate_active_version,64,70,6.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,93,1,0,6,94,93,1,94,0,6,-1,0.0053291329741477,60,58,2,0,251,247,306,306
age,original_all_case,65,70,5.0,RS,True,paired_target_mean_NLL,100,100,99,0,0,1,99,99,0,99,0,1,0,-0.0553639096846382,98,98,0,0,101,101,103,103
age,original_all_case,65,70,5.0,PS,True,paired_target_mean_NLL,200,100,188,1,2,9,189,190,1,189,2,11,1,-0.0137676860700594,148,149,0,1,154,155,206,206
age,original_all_case,65,70,5.0,NS,True,paired_target_mean_NLL,1000,100,676,27,20,277,703,696,27,703,20,297,-7,-0.1855404034801759,93,100,10,17,103,108,1010,1010
age,original_all_case,65,70,5.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,92,0,1,7,92,93,0,92,1,8,1,0.0029991896147839,63,64,0,1,255,256,309,309
age,interval_target_conflict_free,65,70,5.0,RS,True,paired_target_mean_NLL,100,100,99,0,0,1,99,99,0,99,0,1,0,-0.0553639096846382,98,98,0,0,101,101,103,103
age,interval_target_conflict_free,65,70,5.0,PS,True,paired_target_mean_NLL,200,100,188,1,2,9,189,190,1,189,2,11,1,-0.0137676860700594,148,149,0,1,154,155,206,206
age,interval_target_conflict_free,65,70,5.0,NS,True,paired_target_mean_NLL,1000,100,676,27,20,277,703,696,27,703,20,297,-7,-0.1855404034801759,93,100,10,17,103,108,1010,1010
age,interval_target_conflict_free,65,70,5.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,92,0,1,7,92,93,0,92,1,8,1,0.0029991896147839,63,64,0,1,255,256,309,309
age,separate_active_version,65,70,5.0,RS,True,paired_target_mean_NLL,100,100,99,0,0,1,99,99,0,99,0,1,0,-0.0553639096846382,98,98,0,0,101,101,103,103
age,separate_active_version,65,70,5.0,PS,True,paired_target_mean_NLL,200,100,188,1,2,9,189,190,1,189,2,11,1,-0.0137676860700594,148,149,0,1,154,155,206,206
age,separate_active_version,65,70,5.0,NS,True,paired_target_mean_NLL,1000,100,676,27,20,277,703,696,27,703,20,297,-7,-0.1855404034801759,93,100,10,17,103,108,1010,1010
age,separate_active_version,65,70,5.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,92,0,1,7,92,93,0,92,1,8,1,0.0029991896147839,63,64,0,1,255,256,309,309
age,original_all_case,66,70,4.0,RS,True,paired_target_mean_NLL,100,100,100,0,0,0,100,100,0,100,0,0,0,-0.1205786062523839,99,99,0,0,102,102,103,103
age,original_all_case,66,70,4.0,PS,True,paired_target_mean_NLL,200,100,196,1,0,3,197,196,1,197,0,3,-1,0.1099262779168202,143,149,2,8,149,155,206,206
age,original_all_case,66,70,4.0,NS,True,paired_target_mean_NLL,1000,100,687,30,11,272,717,698,30,717,11,283,-19,-0.0925902753501141,104,101,16,13,110,105,1010,1010
age,original_all_case,66,70,4.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,96,1,0,3,97,96,1,97,0,3,-1,0.1133407327346503,55,59,2,6,251,257,309,309
age,interval_target_conflict_free,66,70,4.0,RS,True,paired_target_mean_NLL,98,98,98,0,0,0,98,98,0,98,0,0,0,-0.1238336884775983,97,97,0,0,100,100,101,101
age,interval_target_conflict_free,66,70,4.0,PS,True,paired_target_mean_NLL,196,98,192,1,0,3,193,192,1,193,0,3,-1,0.0911787665429482,142,148,2,8,148,154,202,202
age,interval_target_conflict_free,66,70,4.0,NS,True,paired_target_mean_NLL,980,98,673,29,11,267,702,684,29,702,11,278,-18,-0.0866746268131501,104,101,16,13,110,105,990,990
age,interval_target_conflict_free,66,70,4.0,RP_JOINT,True,minimum RS/PS safety margin,98,98,94,1,0,3,95,94,1,95,0,3,-1,0.0860006927645632,55,59,2,6,248,254,303,303
age,separate_active_version,66,70,4.0,RS,True,paired_target_mean_NLL,98,98,98,0,0,0,98,98,0,98,0,0,0,-0.1238336884775983,97,97,0,0,100,100,101,101
age,separate_active_version,66,70,4.0,PS,True,paired_target_mean_NLL,196,98,192,1,0,3,193,192,1,193,0,3,-1,0.0911787665429482,142,148,2,8,148,154,202,202
age,separate_active_version,66,70,4.0,NS,True,paired_target_mean_NLL,980,98,673,29,11,267,702,684,29,702,11,278,-18,-0.0866746268131501,104,101,16,13,110,105,990,990
age,separate_active_version,66,70,4.0,RP_JOINT,True,minimum RS/PS safety margin,98,98,94,1,0,3,95,94,1,95,0,3,-1,0.0860006927645632,55,59,2,6,248,254,303,303
age,original_all_case,67,70,3.0,RS,True,paired_target_mean_NLL,100,100,100,0,0,0,100,100,0,100,0,0,0,-0.1000241960486891,99,99,0,0,100,100,101,101
age,original_all_case,67,70,3.0,PS,True,paired_target_mean_NLL,200,100,190,0,2,8,190,192,0,190,2,10,2,-0.0339118991962459,148,147,1,0,150,149,202,202
age,original_all_case,67,70,3.0,NS,True,paired_target_mean_NLL,1000,100,660,16,16,308,676,676,16,676,16,324,0,-0.0709079883669037,96,98,8,10,115,114,1020,1020
age,original_all_case,67,70,3.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,92,0,0,8,92,92,0,92,0,8,0,-0.0117024874463095,62,62,0,0,250,249,303,303
age,interval_target_conflict_free,67,70,3.0,RS,True,paired_target_mean_NLL,100,100,100,0,0,0,100,100,0,100,0,0,0,-0.1000241960486891,99,99,0,0,100,100,101,101
age,interval_target_conflict_free,67,70,3.0,PS,True,paired_target_mean_NLL,200,100,190,0,2,8,190,192,0,190,2,10,2,-0.0339118991962459,148,147,1,0,150,149,202,202
age,interval_target_conflict_free,67,70,3.0,NS,True,paired_target_mean_NLL,1000,100,660,16,16,308,676,676,16,676,16,324,0,-0.0709079883669037,96,98,8,10,115,114,1020,1020
age,interval_target_conflict_free,67,70,3.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,92,0,0,8,92,92,0,92,0,8,0,-0.0117024874463095,62,62,0,0,250,249,303,303
age,separate_active_version,67,70,3.0,RS,True,paired_target_mean_NLL,100,100,100,0,0,0,100,100,0,100,0,0,0,-0.1000241960486891,99,99,0,0,100,100,101,101
age,separate_active_version,67,70,3.0,PS,True,paired_target_mean_NLL,200,100,190,0,2,8,190,192,0,190,2,10,2,-0.0339118991962459,148,147,1,0,150,149,202,202
age,separate_active_version,67,70,3.0,NS,True,paired_target_mean_NLL,1000,100,660,16,16,308,676,676,16,676,16,324,0,-0.0709079883669037,96,98,8,10,115,114,1020,1020
age,separate_active_version,67,70,3.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,92,0,0,8,92,92,0,92,0,8,0,-0.0117024874463095,62,62,0,0,250,249,303,303
age,original_all_case,68,70,2.0,RS,True,paired_target_mean_NLL,100,100,100,0,0,0,100,100,0,100,0,0,0,-0.1190437578963974,98,98,0,0,98,98,100,100
age,original_all_case,68,70,2.0,PS,True,paired_target_mean_NLL,200,100,197,0,1,2,197,198,0,197,1,3,1,-0.0798422256051708,147,144,4,1,147,144,200,200
age,original_all_case,68,70,2.0,NS,True,paired_target_mean_NLL,1000,100,676,20,10,294,696,686,20,696,10,304,-10,-0.0270955821643583,100,101,8,9,127,124,1030,1030
age,original_all_case,68,70,2.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,97,0,1,2,97,98,0,97,1,3,1,-0.1153169932344462,61,58,3,0,245,242,300,300
age,interval_target_conflict_free,68,70,2.0,RS,True,paired_target_mean_NLL,100,100,100,0,0,0,100,100,0,100,0,0,0,-0.1190437578963974,98,98,0,0,98,98,100,100
age,interval_target_conflict_free,68,70,2.0,PS,True,paired_target_mean_NLL,200,100,197,0,1,2,197,198,0,197,1,3,1,-0.0798422256051708,147,144,4,1,147,144,200,200
age,interval_target_conflict_free,68,70,2.0,NS,True,paired_target_mean_NLL,1000,100,676,20,10,294,696,686,20,696,10,304,-10,-0.0270955821643583,100,101,8,9,127,124,1030,1030
age,interval_target_conflict_free,68,70,2.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,97,0,1,2,97,98,0,97,1,3,1,-0.1153169932344462,61,58,3,0,245,242,300,300
age,separate_active_version,68,70,2.0,RS,True,paired_target_mean_NLL,100,100,100,0,0,0,100,100,0,100,0,0,0,-0.1190437578963974,98,98,0,0,98,98,100,100
age,separate_active_version,68,70,2.0,PS,True,paired_target_mean_NLL,200,100,197,0,1,2,197,198,0,197,1,3,1,-0.0798422256051708,147,144,4,1,147,144,200,200
age,separate_active_version,68,70,2.0,NS,True,paired_target_mean_NLL,1000,100,676,20,10,294,696,686,20,696,10,304,-10,-0.0270955821643583,100,101,8,9,127,124,1030,1030
age,separate_active_version,68,70,2.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,97,0,1,2,97,98,0,97,1,3,1,-0.1153169932344462,61,58,3,0,245,242,300,300
age,original_all_case,69,70,1.0,RS,True,paired_target_mean_NLL,100,100,100,0,0,0,100,100,0,100,0,0,0,0.0282522535909083,100,100,0,0,100,100,100,100
age,original_all_case,69,70,1.0,PS,True,paired_target_mean_NLL,200,100,194,1,1,4,195,195,1,195,1,5,0,0.0568114978660014,150,152,0,2,150,152,200,200
age,original_all_case,69,70,1.0,NS,True,paired_target_mean_NLL,1000,100,657,16,17,310,673,674,16,673,17,327,1,-0.0231890371728222,109,104,8,3,136,131,1030,1030
age,original_all_case,69,70,1.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,95,1,1,3,96,96,1,96,1,4,0,0.0531290585454553,61,63,0,2,250,252,300,300
age,interval_target_conflict_free,69,70,1.0,RS,True,paired_target_mean_NLL,100,100,100,0,0,0,100,100,0,100,0,0,0,0.0282522535909083,100,100,0,0,100,100,100,100
age,interval_target_conflict_free,69,70,1.0,PS,True,paired_target_mean_NLL,200,100,194,1,1,4,195,195,1,195,1,5,0,0.0568114978660014,150,152,0,2,150,152,200,200
age,interval_target_conflict_free,69,70,1.0,NS,True,paired_target_mean_NLL,1000,100,657,16,17,310,673,674,16,673,17,327,1,-0.0231890371728222,109,104,8,3,136,131,1030,1030
age,interval_target_conflict_free,69,70,1.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,95,1,1,3,96,96,1,96,1,4,0,0.0531290585454553,61,63,0,2,250,252,300,300
age,separate_active_version,69,70,1.0,RS,True,paired_target_mean_NLL,100,100,100,0,0,0,100,100,0,100,0,0,0,0.0282522535909083,100,100,0,0,100,100,100,100
age,separate_active_version,69,70,1.0,PS,True,paired_target_mean_NLL,200,100,194,1,1,4,195,195,1,195,1,5,0,0.0568114978660014,150,152,0,2,150,152,200,200
age,separate_active_version,69,70,1.0,NS,True,paired_target_mean_NLL,1000,100,657,16,17,310,673,674,16,673,17,327,1,-0.0231890371728222,109,104,8,3,136,131,1030,1030
age,separate_active_version,69,70,1.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,95,1,1,3,96,96,1,96,1,4,0,0.0531290585454553,61,63,0,2,250,252,300,300
age,original_all_case,70,70,0.0,RS,True,paired_target_mean_NLL,100,100,100,0,0,0,100,100,0,100,0,0,0,0.0,100,100,0,0,102,102,102,102
age,original_all_case,70,70,0.0,PS,True,paired_target_mean_NLL,200,100,196,0,0,4,196,196,0,196,0,4,0,0.0,147,147,0,0,150,150,204,204
age,original_all_case,70,70,0.0,NS,True,paired_target_mean_NLL,1000,100,671,0,0,329,671,671,0,671,0,329,0,0.0,119,119,0,0,142,142,1030,1030
age,original_all_case,70,70,0.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,96,0,0,4,96,96,0,96,0,4,0,0.0,57,57,0,0,252,252,306,306
age,interval_target_conflict_free,70,70,0.0,RS,True,paired_target_mean_NLL,100,100,100,0,0,0,100,100,0,100,0,0,0,0.0,100,100,0,0,102,102,102,102
age,interval_target_conflict_free,70,70,0.0,PS,True,paired_target_mean_NLL,200,100,196,0,0,4,196,196,0,196,0,4,0,0.0,147,147,0,0,150,150,204,204
age,interval_target_conflict_free,70,70,0.0,NS,True,paired_target_mean_NLL,1000,100,671,0,0,329,671,671,0,671,0,329,0,0.0,119,119,0,0,142,142,1030,1030
age,interval_target_conflict_free,70,70,0.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,96,0,0,4,96,96,0,96,0,4,0,0.0,57,57,0,0,252,252,306,306
age,separate_active_version,70,70,0.0,RS,True,paired_target_mean_NLL,100,100,100,0,0,0,100,100,0,100,0,0,0,0.0,100,100,0,0,102,102,102,102
age,separate_active_version,70,70,0.0,PS,True,paired_target_mean_NLL,200,100,196,0,0,4,196,196,0,196,0,4,0,0.0,147,147,0,0,150,150,204,204
age,separate_active_version,70,70,0.0,NS,True,paired_target_mean_NLL,1000,100,671,0,0,329,671,671,0,671,0,329,0,0.0,119,119,0,0,142,142,1030,1030
age,separate_active_version,70,70,0.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,96,0,0,4,96,96,0,96,0,4,0,0.0,57,57,0,0,252,252,306,306
at_write,original_all_case,0,80,,RS,True,paired_target_mean_NLL,8000,8000,7980,17,1,2,7997,7981,17,7997,1,3,-16,-1.4127004803214054,7951,7763,194,6,8078,7888,8127,8127
at_write,original_all_case,0,80,,PS,True,paired_target_mean_NLL,16000,8000,15283,251,123,343,15534,15406,251,15534,123,466,-128,-0.5147599898715667,11351,11005,875,529,11594,11245,16254,16254
at_write,original_all_case,0,80,,NS,True,paired_target_mean_NLL,80000,8000,50513,8844,3008,17635,59357,53521,8844,59357,3008,20643,-5836,-1.1153922570920656,10821,7077,5597,1853,11820,7943,81050,81050
at_write,original_all_case,0,80,,RP_JOINT,True,minimum RS/PS safety margin,8000,8000,7430,186,88,296,7616,7518,186,7616,88,384,-98,-0.5578035216360658,4499,4290,520,311,19672,19133,24381,24381
at_write,interval_target_conflict_free,0,80,,RS,True,paired_target_mean_NLL,7852,7852,7841,8,1,2,7849,7842,8,7849,1,3,-7,-1.3337995434652612,7816,7695,126,5,7942,7819,7978,7978
at_write,interval_target_conflict_free,0,80,,PS,True,paired_target_mean_NLL,15704,7852,15067,214,110,313,15281,15177,214,15281,110,423,-104,-0.4751324964367733,11231,10972,783,524,11472,11210,15956,15956
at_write,interval_target_conflict_free,0,80,,NS,True,paired_target_mean_NLL,78520,7852,49726,8641,2881,17272,58367,52607,8641,58367,2881,20153,-5760,-1.1245106310525892,10720,7008,5534,1822,11709,7864,79560,79560
at_write,interval_target_conflict_free,0,80,,RP_JOINT,True,minimum RS/PS safety margin,7852,7852,7347,155,82,268,7502,7429,155,7502,82,350,-73,-0.5198872846587519,4462,4286,486,310,19414,19029,23934,23934
at_write,separate_active_version,0,80,,RS,True,paired_target_mean_NLL,7848,7848,7837,8,1,2,7845,7838,8,7845,1,3,-7,-1.3332983996320378,7812,7691,126,5,7938,7815,7974,7974
at_write,separate_active_version,0,80,,PS,True,paired_target_mean_NLL,15696,7848,15059,214,110,313,15273,15169,214,15273,110,423,-104,-0.475945338469173,11227,10966,783,522,11468,11204,15948,15948
at_write,separate_active_version,0,80,,NS,True,paired_target_mean_NLL,78480,7848,49700,8632,2880,17268,58332,52580,8632,58332,2880,20148,-5752,-1.1246740865808438,10710,6999,5530,1819,11699,7855,79520,79520
at_write,separate_active_version,0,80,,RP_JOINT,True,minimum RS/PS safety margin,7848,7848,7343,155,82,268,7498,7425,155,7498,82,350,-73,-0.5204574468887133,4461,4284,486,309,19406,19019,23922,23922
first100,original_all_case,1,80,,RS,False,paired_target_mean_NLL,100,100,99,1,0,0,100,99,1,100,0,0,-1,-3.5572121611343754,100,91,9,0,101,92,101,101
first100,original_all_case,1,80,,PS,False,paired_target_mean_NLL,200,100,187,3,6,4,190,193,3,190,6,10,3,-0.9661266637968948,129,124,22,17,131,126,202,202
first100,original_all_case,1,80,,NS,False,paired_target_mean_NLL,1000,100,642,225,27,106,867,669,225,867,27,133,-198,-3.9012684082625775,153,59,119,25,182,89,1030,1030
first100,original_all_case,1,80,,RP_JOINT,False,minimum RS/PS safety margin,100,100,88,4,5,3,92,93,4,92,5,8,1,-1.0894130862446036,46,42,14,10,232,218,303,303
first100,interval_target_conflict_free,1,80,,RS,False,paired_target_mean_NLL,95,95,95,0,0,0,95,95,0,95,0,0,0,-3.250754133442043,95,89,6,0,96,90,96,96
first100,interval_target_conflict_free,1,80,,PS,False,paired_target_mean_NLL,190,95,180,3,4,3,183,184,3,183,4,7,1,-0.9612650910101366,125,123,18,16,127,125,192,192
first100,interval_target_conflict_free,1,80,,NS,False,paired_target_mean_NLL,950,95,611,218,24,97,829,635,218,829,24,121,-194,-4.090354672437472,152,57,118,23,181,87,980,980
first100,interval_target_conflict_free,1,80,,RP_JOINT,False,minimum RS/PS safety margin,95,95,86,3,4,2,89,90,3,89,4,6,1,-1.120344557332512,46,42,14,10,223,215,288,288
first100,separate_active_version,1,80,,RS,False,paired_target_mean_NLL,95,95,95,0,0,0,95,95,0,95,0,0,0,-3.250754133442043,95,89,6,0,96,90,96,96
first100,separate_active_version,1,80,,PS,False,paired_target_mean_NLL,190,95,180,3,4,3,183,184,3,183,4,7,1,-0.9612650910101366,125,123,18,16,127,125,192,192
first100,separate_active_version,1,80,,NS,False,paired_target_mean_NLL,950,95,611,218,24,97,829,635,218,829,24,121,-194,-4.090354672437472,152,57,118,23,181,87,980,980
first100,separate_active_version,1,80,,RP_JOINT,False,minimum RS/PS safety margin,95,95,86,3,4,2,89,90,3,89,4,6,1,-1.120344557332512,46,42,14,10,223,215,288,288
first1000_from_B10,original_all_case,10,80,,RS,False,paired_target_mean_NLL,1000,1000,994,4,0,2,998,994,4,998,0,2,-4,-2.8277438985909464,995,940,55,0,1010,954,1015,1015
first1000_from_B10,original_all_case,10,80,,PS,False,paired_target_mean_NLL,2000,1000,1884,59,14,43,1943,1898,59,1943,14,57,-45,-1.1260747768693982,1347,1260,195,108,1376,1287,2030,2030
first1000_from_B10,original_all_case,10,80,,NS,False,paired_target_mean_NLL,10000,1000,6040,2032,402,1526,8072,6442,2032,8072,402,1928,-1630,-2.4782257857573637,1813,843,1228,258,1923,943,10110,10110
first1000_from_B10,original_all_case,10,80,,RP_JOINT,False,minimum RS/PS safety margin,1000,1000,906,48,10,36,954,916,48,954,10,46,-38,-1.193453747608175,513,454,119,60,2386,2241,3045,3045
first1000_from_B10,interval_target_conflict_free,10,80,,RS,False,paired_target_mean_NLL,970,970,966,2,0,2,968,966,2,968,0,2,-2,-2.678039403120727,966,928,38,0,981,942,985,985
first1000_from_B10,interval_target_conflict_free,10,80,,PS,False,paired_target_mean_NLL,1940,970,1839,51,12,38,1890,1851,51,1890,12,50,-39,-1.0300551462517815,1315,1252,169,106,1344,1279,1970,1970
first1000_from_B10,interval_target_conflict_free,10,80,,NS,False,paired_target_mean_NLL,9700,970,5868,1988,374,1470,7856,6242,1988,7856,374,1844,-1614,-2.523711344186732,1793,828,1215,250,1903,928,9810,9810
first1000_from_B10,interval_target_conflict_free,10,80,,RP_JOINT,False,minimum RS/PS safety margin,970,970,889,40,9,32,929,898,40,929,9,41,-31,-1.103392084619239,502,453,109,60,2325,2221,2955,2955
first1000_from_B10,separate_active_version,10,80,,RS,False,paired_target_mean_NLL,969,969,965,2,0,2,967,965,2,967,0,2,-2,-2.675683851011617,965,927,38,0,980,941,984,984
first1000_from_B10,separate_active_version,10,80,,PS,False,paired_target_mean_NLL,1938,969,1837,51,12,38,1888,1849,51,1888,12,50,-39,-1.0332348168425516,1315,1250,169,104,1344,1277,1968,1968
first1000_from_B10,separate_active_version,10,80,,NS,False,paired_target_mean_NLL,9690,969,5866,1983,374,1467,7849,6240,1983,7849,374,1841,-1609,-2.523077614849413,1791,827,1214,250,1901,927,9800,9800
first1000_from_B10,separate_active_version,10,80,,RP_JOINT,False,minimum RS/PS safety margin,969,969,888,40,9,32,928,897,40,928,9,41,-31,-1.1069742953111044,502,452,109,59,2324,2218,2952,2952
adjacent_checkpoint_matched,original_all_case,70,80,,RS,False,paired_target_mean_NLL,7000,7000,6978,3,3,16,6981,6981,3,6981,3,19,0,-0.3315457944207478,6818,6776,57,15,6923,6880,7106,7106
adjacent_checkpoint_matched,original_all_case,70,80,,PS,False,paired_target_mean_NLL,14000,7000,13398,94,66,442,13492,13464,94,13492,66,508,-28,-0.128956054576643,9671,9574,390,293,9878,9775,14212,14212
adjacent_checkpoint_matched,original_all_case,70,80,,NS,False,paired_target_mean_NLL,70000,7000,44588,3071,2199,20142,47659,46787,3071,47659,2199,22341,-872,-0.1622486669299816,6707,6138,1770,1201,7470,6861,70900,70900
adjacent_checkpoint_matched,original_all_case,70,80,,RP_JOINT,False,minimum RS/PS safety margin,7000,7000,6513,72,53,362,6585,6566,72,6585,53,415,-19,-0.1602876983357793,3772,3715,243,186,16801,16655,21318,21318
adjacent_checkpoint_matched,interval_target_conflict_free,70,80,,RS,False,paired_target_mean_NLL,6854,6854,6843,2,1,8,6845,6844,2,6845,1,9,-1,-0.3219806889119943,6743,6709,45,11,6847,6812,6959,6959
adjacent_checkpoint_matched,interval_target_conflict_free,70,80,,PS,False,paired_target_mean_NLL,13708,6854,13186,88,53,381,13274,13239,88,13274,53,434,-35,-0.1236295093136546,9623,9541,370,288,9828,9740,13918,13918
adjacent_checkpoint_matched,interval_target_conflict_free,70,80,,NS,False,paired_target_mean_NLL,68540,6854,43732,2994,2145,19669,46726,45877,2994,46726,2145,21814,-849,-0.163930065391479,6643,6070,1753,1180,7396,6783,69430,69430
adjacent_checkpoint_matched,interval_target_conflict_free,70,80,,RP_JOINT,False,minimum RS/PS safety margin,6854,6854,6435,66,44,309,6501,6479,66,6501,44,353,-22,-0.1536705565909173,3764,3711,237,184,16675,16552,20877,20877
adjacent_checkpoint_matched,separate_active_version,70,80,,RS,False,paired_target_mean_NLL,6850,6850,6839,2,1,8,6841,6840,2,6841,1,9,-1,-0.3220080355069497,6739,6705,45,11,6843,6808,6955,6955
adjacent_checkpoint_matched,separate_active_version,70,80,,PS,False,paired_target_mean_NLL,13700,6850,13178,88,53,381,13266,13231,88,13266,53,434,-35,-0.1236260448575369,9618,9535,370,287,9823,9734,13910,13910
adjacent_checkpoint_matched,separate_active_version,70,80,,NS,False,paired_target_mean_NLL,68500,6850,43706,2992,2144,19658,46698,45850,2992,46698,2144,21802,-848,-0.1639813020628525,6635,6061,1752,1178,7388,6774,69390,69390
adjacent_checkpoint_matched,separate_active_version,70,80,,RP_JOINT,False,minimum RS/PS safety margin,6850,6850,6431,66,44,309,6497,6475,66,6497,44,353,-22,-0.153769874035272,3763,3709,237,183,16666,16542,20865,20865
age,original_all_case,1,80,79.0,RS,True,paired_target_mean_NLL,100,100,99,1,0,0,100,99,1,100,0,0,-1,-3.5572121611343754,100,91,9,0,101,92,101,101
age,original_all_case,1,80,79.0,PS,True,paired_target_mean_NLL,200,100,187,3,6,4,190,193,3,190,6,10,3,-0.9661266637968948,129,124,22,17,131,126,202,202
age,original_all_case,1,80,79.0,NS,True,paired_target_mean_NLL,1000,100,642,225,27,106,867,669,225,867,27,133,-198,-3.9012684082625775,153,59,119,25,182,89,1030,1030
age,original_all_case,1,80,79.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,88,4,5,3,92,93,4,92,5,8,1,-1.0894130862446036,46,42,14,10,232,218,303,303
age,interval_target_conflict_free,1,80,79.0,RS,True,paired_target_mean_NLL,95,95,95,0,0,0,95,95,0,95,0,0,0,-3.250754133442043,95,89,6,0,96,90,96,96
age,interval_target_conflict_free,1,80,79.0,PS,True,paired_target_mean_NLL,190,95,180,3,4,3,183,184,3,183,4,7,1,-0.9612650910101366,125,123,18,16,127,125,192,192
age,interval_target_conflict_free,1,80,79.0,NS,True,paired_target_mean_NLL,950,95,611,218,24,97,829,635,218,829,24,121,-194,-4.090354672437472,152,57,118,23,181,87,980,980
age,interval_target_conflict_free,1,80,79.0,RP_JOINT,True,minimum RS/PS safety margin,95,95,86,3,4,2,89,90,3,89,4,6,1,-1.120344557332512,46,42,14,10,223,215,288,288
age,separate_active_version,1,80,79.0,RS,True,paired_target_mean_NLL,95,95,95,0,0,0,95,95,0,95,0,0,0,-3.250754133442043,95,89,6,0,96,90,96,96
age,separate_active_version,1,80,79.0,PS,True,paired_target_mean_NLL,190,95,180,3,4,3,183,184,3,183,4,7,1,-0.9612650910101366,125,123,18,16,127,125,192,192
age,separate_active_version,1,80,79.0,NS,True,paired_target_mean_NLL,950,95,611,218,24,97,829,635,218,829,24,121,-194,-4.090354672437472,152,57,118,23,181,87,980,980
age,separate_active_version,1,80,79.0,RP_JOINT,True,minimum RS/PS safety margin,95,95,86,3,4,2,89,90,3,89,4,6,1,-1.120344557332512,46,42,14,10,223,215,288,288
age,original_all_case,2,80,78.0,RS,True,paired_target_mean_NLL,100,100,99,1,0,0,100,99,1,100,0,0,-1,-3.559765258980042,100,91,9,0,102,93,102,102
age,original_all_case,2,80,78.0,PS,True,paired_target_mean_NLL,200,100,182,6,5,7,188,187,6,188,5,12,-1,-1.076186621384768,129,131,17,19,133,135,204,204
age,original_all_case,2,80,78.0,NS,True,paired_target_mean_NLL,1000,100,613,250,31,106,863,644,250,863,31,137,-219,-4.221919114607037,188,69,141,22,198,79,1010,1010
age,original_all_case,2,80,78.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,88,3,3,6,91,91,3,91,3,9,0,-0.9960072888876312,49,52,10,13,235,228,306,306
age,interval_target_conflict_free,2,80,78.0,RS,True,paired_target_mean_NLL,100,100,99,1,0,0,100,99,1,100,0,0,-1,-3.559765258980042,100,91,9,0,102,93,102,102
age,interval_target_conflict_free,2,80,78.0,PS,True,paired_target_mean_NLL,200,100,182,6,5,7,188,187,6,188,5,12,-1,-1.076186621384768,129,131,17,19,133,135,204,204
age,interval_target_conflict_free,2,80,78.0,NS,True,paired_target_mean_NLL,1000,100,613,250,31,106,863,644,250,863,31,137,-219,-4.221919114607037,188,69,141,22,198,79,1010,1010
age,interval_target_conflict_free,2,80,78.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,88,3,3,6,91,91,3,91,3,9,0,-0.9960072888876312,49,52,10,13,235,228,306,306
age,separate_active_version,2,80,78.0,RS,True,paired_target_mean_NLL,100,100,99,1,0,0,100,99,1,100,0,0,-1,-3.559765258980042,100,91,9,0,102,93,102,102
age,separate_active_version,2,80,78.0,PS,True,paired_target_mean_NLL,200,100,182,6,5,7,188,187,6,188,5,12,-1,-1.076186621384768,129,131,17,19,133,135,204,204
age,separate_active_version,2,80,78.0,NS,True,paired_target_mean_NLL,1000,100,613,250,31,106,863,644,250,863,31,137,-219,-4.221919114607037,188,69,141,22,198,79,1010,1010
age,separate_active_version,2,80,78.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,88,3,3,6,91,91,3,91,3,9,0,-0.9960072888876312,49,52,10,13,235,228,306,306
age,original_all_case,3,80,77.0,RS,True,paired_target_mean_NLL,100,100,100,0,0,0,100,100,0,100,0,0,0,-2.60476995808247,100,94,6,0,102,95,102,102
age,original_all_case,3,80,77.0,PS,True,paired_target_mean_NLL,200,100,187,4,3,6,191,190,4,191,3,9,-1,-0.7298773463492034,122,124,20,22,126,127,204,204
age,original_all_case,3,80,77.0,NS,True,paired_target_mean_NLL,1000,100,598,268,29,105,866,627,268,866,29,134,-239,-3.5058024863426107,170,76,118,24,200,104,1030,1030
age,original_all_case,3,80,77.0,RP_JOINT,True,minimum RS/PS safety margin,100,100,89,3,2,6,92,91,3,92,2,8,-1,-1.0768634773773371,44,45,9,10,228,222,306,306
