cell,outer_K,rewrite_W_minus_z_target_new_nll,rephrase_W_minus_z_target_new_nll,accepted_z_locality_numerator,accepted_z_locality_denominator,post_W_locality_numerator,post_W_locality_denominator,writer_edit_core_wall_seconds,writer_native_apply_count,native_compute_z_call_count,cache_status
Z0-COARSE,1,-0.36437944293022184,0.06721998691558717,893,1000,888,1000,47.166537795215845,5,0,ALPHA_CACHE_BATCH_ENTRY_SNAPSHOT
Z0-COARSE,4,-0.008860012860968713,0.6495054225577044,880,1000,880,1000,45.875077188014984,5,0,ALPHA_CACHE_BATCH_ENTRY_SNAPSHOT
Z0-COARSE,8,0.004307440446427793,0.7136820734525098,889,1000,889,1000,46.18426895607263,5,0,ALPHA_CACHE_BATCH_ENTRY_SNAPSHOT
Z1-REFINE,1,-0.3185748887062072,0.2088321097195145,893,1000,890,1000,47.938702213577926,5,0,ALPHA_CACHE_BATCH_ENTRY_SNAPSHOT
Z1-REFINE,4,-0.0015330834637279633,1.0321818665973843,886,1000,886,1000,45.461896216496825,5,0,ALPHA_CACHE_BATCH_ENTRY_SNAPSHOT
Z1-REFINE,8,-4.2680381739046425e-05,0.9308588786685144,892,1000,892,1000,45.58979086577892,5,0,ALPHA_CACHE_BATCH_ENTRY_SNAPSHOT
