arm,comparison_status,old_dtype,new_dtype,old_accepted_z_sha256,new_accepted_z_sha256,old_rewrite_nll,new_rewrite_nll,delta_rewrite_nll,old_rephrase_nll,new_rephrase_nll,delta_rephrase_nll,old_locality,new_locality,old_energy,new_energy,delta_energy,old_final_residual_norm,new_final_residual_norm
C0-PIRU-CONTROL,EXACT_SAME_STREAM_METHOD_ARM_PAIRED_BUT_TARGET_DTYPE_DIFFERS,BF16_WEIGHT_MATERIALIZATION,FULL_FP32,467a195af3602208e97606ed5c2a78f1d148b4afd35bb2d2332e4f1b3410e461,5772bc53771f446591d9c5a05cd598388fc26bcb41e5695f30438ac5bea45e57,0.028274173736572265,0.051422267757589,0.023148094021016734,2.276501808166504,2.169413207754842,-0.10708860041166224,891,886,41.40475540616442,44.80716777517783,3.402412369013412,1.294668486197723,1.2685059138847496
C1-JOINT-PC-REMAINING,EXACT_SAME_STREAM_METHOD_ARM_PAIRED_BUT_TARGET_DTYPE_DIFFERS,BF16_WEIGHT_MATERIALIZATION,FULL_FP32,467a195af3602208e97606ed5c2a78f1d148b4afd35bb2d2332e4f1b3410e461,5772bc53771f446591d9c5a05cd598388fc26bcb41e5695f30438ac5bea45e57,0.026397056579589843,0.050670337422052396,0.024273280842462552,2.2971811294555664,2.185594406169839,-0.11158672328572727,889,886,40.939219597855185,44.52747811015942,3.588258512304236,1.2780584832693964,1.2563303571087874
C2-JOINT-PC-FIXED-QUOTA,EXACT_SAME_STREAM_METHOD_ARM_PAIRED_BUT_TARGET_DTYPE_DIFFERS,BF16_WEIGHT_MATERIALIZATION,FULL_FP32,467a195af3602208e97606ed5c2a78f1d148b4afd35bb2d2332e4f1b3410e461,5772bc53771f446591d9c5a05cd598388fc26bcb41e5695f30438ac5bea45e57,0.2115357971191406,0.2051465783128515,-0.006389218806289121,2.6334014701843262,2.5248169893218435,-0.10858448086248274,892,890,12.038146030757739,12.756557230397709,0.71841119963997,25.581469302292867,26.974921842947996
C3-DIRECT-OFFICIAL-ALPHAEDIT,NOT_METHOD_MATCHED_FORMER_C3_WAS_UNIFORM_REMAINING,BF16_WEIGHT_MATERIALIZATION,FULL_FP32,467a195af3602208e97606ed5c2a78f1d148b4afd35bb2d2332e4f1b3410e461,5772bc53771f446591d9c5a05cd598388fc26bcb41e5695f30438ac5bea45e57,0.02633899688720703,0.050549271734198556,,2.2945365142822265,2.188111289780354,,891,886,39.77675441834436,43.219772439906286,,1.3012673510163824,
