endpoint,layer,allocation_pi,applied_coefficient,beta,suffix_mass,entry_residual_norm,current_residual_norm,key_norm,q_norm,update_norm,update_norm_share,update_energy,update_energy_share,storage_dtype
C0-PIRU-CONTROL,4,0.19783226702389828,0.024729033377987285,0.19783226702389828,1.0,28.11864690055349,28.11864690055349,28.4580977190703,3.298148222074917,1.7934134697774102,0.12704030047607504,3.2163318735790503,0.0717816374763332,torch.float32
C0-PIRU-CONTROL,5,0.2227335399693685,0.03470806833986743,0.2776645467189394,0.8021677329761017,28.11864690055349,26.436600780404007,34.00870480076813,2.908780205228338,2.100509767031819,0.14879412720691382,4.412141281396067,0.09846954182719624,torch.float32
C0-PIRU-CONTROL,6,0.2187894688823986,0.04719894673178534,0.3775915738542827,0.5794341930067333,28.11864690055349,25.35280903458402,37.04732589417563,2.7790076542604267,2.5920713452159725,0.18361494886760943,6.718833858689741,0.14994997881593028,torch.float32
C0-PIRU-CONTROL,7,0.17471797119770177,0.060557509756286716,0.48446007805029373,0.36064472412433457,28.11864690055349,23.002628152218094,37.110634704629206,2.830280384740774,2.995504669766458,0.21219301613244196,8.973048226592654,0.20025921458850907,torch.float32
C0-PIRU-CONTROL,8,0.18592675292663283,0.125,1.0,0.18592675292663283,28.11864690055349,18.855850167597513,38.41923785815465,2.734492567562843,4.6353869886904,0.32835760731695973,21.486812534920258,0.47953962729203115,torch.float32
C1-JOINT-PC-REMAINING,4,0.1857554316520691,0.023219428956508636,0.1857554316520691,1.0,28.11864690055349,28.11864690055349,28.4580977190703,3.298148222074917,1.6839330130485,0.12036405239016391,2.8356303924345996,0.06368270813405458,torch.float32
C1-JOINT-PC-REMAINING,5,0.21441730856895447,0.032916600998026686,0.2633328079842135,0.8142445683479309,28.11864690055349,26.400220610159096,34.04413436846675,2.907090772610042,1.987651159717304,0.1420731979643736,3.9507571327255437,0.0887262719651845,torch.float32
C1-JOINT-PC-REMAINING,6,0.2184046357870102,0.045514069306279874,0.364112554450239,0.5998272597789764,28.11864690055349,25.215945738432218,37.11580153392685,2.7761026592253253,2.484750155010024,0.17760480703010043,6.1739833328223375,0.1386555806629903,torch.float32
C1-JOINT-PC-REMAINING,7,0.2008584886789322,0.06582543746905624,0.5266034997524499,0.38142262399196625,28.11864690055349,22.922347539819164,37.12496998807713,2.8309821987161365,3.253165050399019,0.232529516035327,10.58308284513765,0.23767532531162378,torch.float32
C1-JOINT-PC-REMAINING,8,0.18056413531303406,0.125,1.0,0.18056413531303406,28.11864690055349,18.790272527971883,38.58034923390742,2.7258757206365245,4.580832283224999,0.327428426580035,20.984024407036355,0.4712601139261468,torch.float32
C2-JOINT-PC-FIXED-QUOTA,4,0.1857554316520691,0.1857554316520691,,,28.11864690055349,28.11864690055349,28.4580977190703,3.298148222074917,1.6839330130485,0.21149512043102664,2.8356303924345996,0.2222880626196068,torch.float32
C2-JOINT-PC-FIXED-QUOTA,5,0.21441730856895447,0.21441730856895447,,,28.11864690055349,26.400220610159096,34.04413436846675,2.907090772610042,1.7137443885261079,0.2152393076391847,2.9369198292047236,0.23022824859149252,torch.float32
C2-JOINT-PC-FIXED-QUOTA,6,0.2184046357870102,0.2184046357870102,,,28.11864690055349,26.627110236737686,37.18019715489634,2.7711716731612683,1.6516116680435315,0.2074356912842915,2.7278211020175367,0.21383677843139212,torch.float32
C2-JOINT-PC-FIXED-QUOTA,7,0.2008584886789322,0.2008584886789322,,,28.11864690055349,27.42042920507347,37.13806746401378,2.828459639526311,1.5404042332464756,0.19346849090697374,2.3728452018036625,0.18600984254238667,torch.float32
