P_terminal,W0_restore_bytes,W0_restore_pointer,accepted_steps,action_freeze_sha256,actual_recorded_steps,actual_sum,alias,arm,backwards,capacity_terminal,case,delta_eff_correct_vs_r36,delta_eff_nll_vs_r36,delta_gen_correct_vs_r36,delta_loc_correct_vs_r36,delta_w8_full6_nll_vs_r36,delta_z8_full6_nll_vs_official_eff_nll,delta_z8_full6_nll_vs_r36,direct_z_runtime,edit_core_wall,eff_correct,eff_denominator,eff_margin_mean,eff_nll_mean,energy_terminal,finite_demand_sum,functional_p_mean,gen_correct,gen_denominator,gen_margin_mean,gen_nll_mean,held_request_steps,loc_correct,loc_denominator,loc_margin_mean,loc_nll_mean,manifest_sha256,materializations,model_forwards,negative_actual_steps,official_direct_z_eff_margin_mean,official_direct_z_eff_nll_mean,official_eff_correct,official_gen_correct,official_loc_correct,official_matched,old_rho_sum,predicted_sum,r36_eff_correct,r36_eff_nll_mean,r36_endpoint_matched,r36_failure_class,r36_gen_correct,r36_identity_matched,r36_loc_correct,r36_status,r36_w8_full6_nll,r36_z8_full6_nll,reactivated_request_steps,realization_mean,rejected_request_steps,status,target_terminal_count_lt_005,target_terminal_mean,target_terminal_median,target_terminal_p90,target_terminal_worst,terminal_evaluator_wall,terminal_sha256,tokens,w8_full6_nll,z8_full6_nll,z_w_full6_gap
0.014599856199279249,True,True,8,b461de5261596083ab908fe4e09bba38723bb79ff1ee2a8866bf28062f3ddc04,7,11.256411614641546,llama3-8b-inst,Soft,125,0.12168604190041371,1,0,0.18443784713745118,2,-3,0.18147868798114358,0.1665866978466511,0.15385566010372714,NOT_RECORDED,100.2707381658256,10,10,11.31925048828125,0.21199951171875,0.18304905517556327,14.270832114480438,0.1199535728060557,20,20,7.51766357421875,2.06124267578125,0,89,100,6.544290809631347,11.74296875,6787c01703af3529ccc9a297853c817e305d59c9723288966518058f1f310f71,8,220,0,15.473342132568359,0.001657867431640625,10,19,92,True,17.074804891138857,14.270832114480438,10,0.027561664581298828,True,,18,True,92,,0.07737802951596677,0.01438890517456457,0,0.7751249178297661,0,CASE_COMPLETE,3,0.16480953469872475,0.0898948647081852,0.23241560310125323,0.921972393989563,18.75598635710776,380cf1e126655c2d742877c418a5c516d2a10fc0c7d1157496a544ddd520c55e,36472,0.25885671749711037,0.1682445652782917,0.09061215221881866
0.018481798921795186,True,True,8,a723d571cc5148d64edc14aaf882b635797ee89291b60d283dbf4f83a4bc723b,7,10.46181680858135,llama3-8b-inst,Soft,125,0.13407506302524272,2,,,,,,0.21450022156350312,,NOT_RECORDED,90.6833114027977,10,10,9.971627807617187,0.4471221923828125,0.1962966478908463,14.011784644098954,0.41922027089023767,19,20,6.11146240234375,2.49713134765625,0,85,100,5.319456176757813,10.431796875,256227c53591cec35a7ec67a001393177d8c133141e54d28dcbebf91e2eaf71a,8,220,0,16.574385702610016,0.0006142973899841309,10,20,84,True,16.545171656739207,14.011784644098954,,,False,P1R34NonSemanticTargetMove,,True,,TYPED_CASE_FAILURE,,,0,0.7773280721391839,0,CASE_COMPLETE,5,0.21211827057413757,0.06288928911089897,0.48269604444503766,0.916136622428894,19.345523465424776,a895081073ad378da26c0cc08b0ca44956b99c0c839465e050bdbd06a1443801,37595,0.35676125874742864,0.21511451895348727,0.14164673979394138
0.01393937045505513,True,True,8,6a86881864d583f2a3f814a53d110d2dde48dc3a6a8777a56bc96ce2a2aef15d,7,8.056103796511888,llama3-8b-inst,Soft,125,0.013810906182455633,3,0,1.214944076538086,-1,0,1.2925892419181764,0.9786947736516595,0.9709183161205146,NOT_RECORDED,100.24964575096965,10,10,8.927163696289062,1.2384613037109375,0.019330315945371258,10.637498665228488,0.011837212702536522,18,20,5.953582763671875,3.796417236328125,0,87,100,4.152596130371093,8.717261962890625,3532102fe36a1783c7eed97a61347ee8b4028d39a43f04e8a73a9fb3ff9c38b0,8,220,0,16.13064832687378,0.0006016731262207031,10,18,87,True,12.242659230167444,10.637498665228488,10,0.02351722717285156,True,,19,True,87,,0.038646987080574034,0.008378130657365545,0,0.7702047415335935,0,CASE_COMPLETE,3,0.9812564822845161,0.09561261162161827,1.1383537381887405,8.692570686340332,18.899561275728047,d4b3f9af58fb6b029642afd739b00d5a12d9ee0ed33fab8f8de93d24ef42d92e,37967,1.3312362289987505,0.9792964467778802,0.3519397822208703
0.018284178521629765,True,True,8,788295688973d51f5d76fa56e897ee341b07ccd41c33f0bbbcc8bc272588cffd,7,9.310715357959271,llama3-8b-inst,Soft,125,0.13855839822540952,4,0,0.26651415824890134,0,-10,0.24731876875157469,0.208797624707222,0.19319110391661526,NOT_RECORDED,148.03069662302732,10,10,8.34117431640625,0.31976318359375,0.18961695996357764,12.707929656654597,0.14082824707453792,16,20,3.27044677734375,3.39801025390625,0,82,100,4.7808074951171875,9.50039794921875,04c9ec6d885ebe51604fbb1083e728ac368e2d6f3cc39ed1e3e35af1c22512c1,8,220,0,12.604396271705628,0.0018537282943725587,10,15,91,True,14.966376101191917,12.707929656654597,10,0.053249025344848634,True,,16,True,92,,0.06626817968790419,0.017460249084979295,0,0.7571926133816246,0,CASE_COMPLETE,3,0.21804479882121086,0.08219901099801064,0.5399024128913879,0.9099686145782471,18.93235369771719,50d14e1863f7ee26c32a458ff8cc637d2eab18382b80aadd6b9c93f956f11ab0,37270,0.3135869484394789,0.21065135300159454,0.10293559543788433
0.01586061985881079,True,True,8,2ec0d1b1af4a840c889a16be8874d9a6ec3e1c373b1ac5ac490917c7a4fb243c,7,9.105708298110402,llama3-8b-inst,Soft,125,0.16511535393363477,5,0,0.18771820068359377,0,-9,0.24173048783559353,0.38421136618126184,0.2118112368974835,NOT_RECORDED,123.25424822513014,10,10,9.854359436035157,0.43157806396484377,0.23587522992906362,12.222448159375924,0.04884953896538987,18,20,6.139264678955078,2.071672821044922,0,77,100,3.278057861328125,8.826260986328126,96c3f17af060c7439679cc22c2dbe53e17062b37c81f66c9ae858b2a98a44087,8,220,0,13.643117809295655,0.0006321907043457031,10,17,84,True,14.595971445084682,12.222448159375924,10,0.24385986328125,True,,18,True,86,,0.3010021338239312,0.17303231998812407,0,0.7811391670950059,1,CASE_COMPLETE,2,0.3798159540572669,0.10226897150278091,1.0890810728073117,1.7882452011108398,18.77402683813125,017f16114a62a4e2ba47e87d45d02a13af708c859d773994a59db76271f2a1ae,35474,0.5427326216595247,0.38484355688560756,0.15788906477391718
0.01624154972804396,True,True,8,316ed87894ba87a1c50159a39809d312501e1547d70f143ef55b735bf4022109,7,8.845359878917225,llama3-8b-inst,Soft,125,0.149697608876919,6,,,,,,0.20936149028129875,,NOT_RECORDED,78.8372351853177,10,10,11.807097625732421,0.22415237426757811,0.21567524562597487,11.122524840058757,0.011701751043391842,18,20,7.361053466796875,1.864727783203125,0,82,100,5.212763977050781,9.368828125,4fa21f47ca49f32c9cd82362f798bb565ea531f27934d8570e52fd10a332a53b,8,220,0,15.993104386329652,0.0006456136703491211,10,19,82,True,13.080394544060306,11.122524840058757,,,False,P1R34NonSemanticTargetMove,,True,,TYPED_CASE_FAILURE,,,0,0.7882994546835134,2,CASE_COMPLETE,5,0.20793430474586785,0.09556078910827637,0.4006533592939374,1.1138808727264404,17.822830474935472,a79175d8118889fcec39ca94f181d7e86a41b8c925055f52a28297bf50117c9c,36515,0.3031252097338438,0.21000710395164787,0.09311810578219595
0.016108554441133675,True,True,8,521b0dfa4e16e2c72dc01a37191a708704a2edafb26d6d7ae673013b51650d3e,7,10.227822213806212,llama3-8b-inst,Soft,125,0.155854024134764,7,0,0.7049510955810546,0,-6,0.7682940388098359,0.7409679705277085,0.6325412930222227,NOT_RECORDED,113.4904991351068,10,10,8.232370328903198,0.7957565307617187,0.21239701521035576,13.644641179870815,0.021701125080919238,19,20,6.36449966430664,2.0016082763671874,0,89,100,5.267917594909668,9.797421875000001,6826cbc105e4df3a10fccf28840a85ac2ce0cd2e5e53d7201d08e012a45faed4,8,220,0,14.62691354751587,0.0012120246887207032,10,20,94,True,16.055243820550675,13.644641179870815,10,0.09080543518066406,True,,19,True,95,,0.1266894050873816,0.10963870219420642,0,0.7624147048513021,0,CASE_COMPLETE,1,0.7492198831401765,0.29099488258361816,2.154008150100708,2.762146472930908,18.634233742952347,d2c8fc3005e0bff58f700c4e5067cae0db4f1cce9cdd9f462ee300851640d85d,39406,0.8949834438972175,0.7421799952164292,0.15280344868078832
0.019404980015486174,True,True,8,96ad0f248faf69099abd5cc2d65c4a7417bd67b16e9b74b0fec45766e6877c25,7,9.82018025936559,llama3-8b-inst,Soft,125,0.062266090564075185,8,0,-0.05595436096191406,0,-7,0.04307839823886753,0.09646961595863104,0.091139388261945,NOT_RECORDED,102.7943373741582,10,10,9.6416015625,0.2083984375,0.08632508090121194,12.79313547462225,0.015261049996139166,20,20,7.693310546875,2.305908203125,0,73,100,3.8001153564453127,8.6704296875,5a71e2627ecf8df09239f85f4ca57333e9b5e8686f07a4cc6bfc16d3823df2b3,8,220,0,12.060680198669434,0.0018198013305664063,10,20,77,True,15.292050308124194,12.79313547462225,10,0.26435279846191406,True,,20,True,80,,0.11477374946698546,0.007150029027252458,0,0.7573801981999043,0,CASE_COMPLETE,3,0.09898063801229,0.0649874173104763,0.22125545442104338,0.2884880006313324,18.879513662308455,861605e288164e06c094bd85861783779fc823b85e952ed560f575c11f3564bb,36464,0.15785214770585299,0.09828941728919745,0.05956273041665554
0.016872800715466228,True,True,8,7383fb621b4701fa82d9ae55883da66da30732ffcfbba269083b3688ffc86eaf,7,9.589193112775684,llama3-8b-inst,Soft,125,0.11503701811426775,9,0,0.23071327209472656,0,-9,0.28593809410231186,0.2064264440443367,0.20171811885666102,NOT_RECORDED,95.54259697161615,10,10,8.648863220214844,0.25113677978515625,0.17321767189359358,12.19568922999315,0.07172824323327537,18,20,6.7750495910644535,1.380028533935547,0,84,100,3.7728735351562497,7.9806640625,7e9c8ea6c0f462196c1d817bdefb9c0cf2c30b0e6fb3ddfb71f4cc411106680f,8,220,0,14.924441719055176,0.0005582809448242187,10,18,89,True,14.326340858339663,12.19568922999315,10,0.020423507690429686,True,,18,True,93,,0.021293602406512947,0.005266606132499874,0,0.7908143052470747,2,CASE_COMPLETE,3,0.20640255818143488,0.08249709382653236,0.37685552835464453,1.0039520263671875,19.095613431185484,91121e5f7f9ad1d3faf97a0e9ff4fa62a291b6ff426ff1f4c656d15daed9cddb,36488,0.3072316965088248,0.2069847249891609,0.10024697151966391
0.017675332269552316,True,True,8,e9eed9f8df1227467f205b7b89a4ab951de94f3be87337e5cdcfaa586cdd663b,7,9.054462513327598,llama3-8b-inst,Soft,125,0.11407026909539991,10,-1,0.633902359008789,1,-1,0.7077307109721005,0.9464630728587508,0.725473940646043,NOT_RECORDED,130.72748213633895,9,10,10.23828125,1.06796875,0.16476611951637857,11.60005083102733,0.0594142898361842,18,20,8.3288330078125,2.1016357421875,0,79,100,4.098191986083984,9.9883740234375,2346276d2142f9a2b46efffe2954eb19dd03c8506d339737681b56411530bc41,8,220,0,15.485404753684998,0.0020952463150024415,10,19,79,True,13.416046623330685,11.60005083102733,10,0.4340663909912109,True,,17,True,80,,0.3554046812467277,0.2230843785277102,0,0.7963114419966424,0,CASE_COMPLETE,3,0.9419083094224334,0.11188467592000961,1.5568190753459907,7.575244903564453,19.22037695813924,4caa78cd2ddd5ab24949c7260f4c4903ea24b937f2196e1532c8b7dda145d517,38127,1.0631353922188282,0.9485583191737532,0.11457707304507503
0.70241816435885,True,True,8,d54c00c0e942bb6fea3c7177768e1d020fea7a62837bd501feee9ecf12e7386e,7,12.133227933198214,qwen2.5-7b-inst,Neutral,125,5.321673061284538,1,0,0.16232223510742186,1,0,0.2118189970497042,0.17701627938076855,0.14435682202456518,NOT_RECORDED,124.80834170524031,10,10,13.218869018554688,0.2717559814453125,2.875467886178969,16.832205138355498,0.0019111186444437183,19,20,8.031976318359375,3.240679931640625,1,92,100,7.0229687499999995,12.4909375,5fa8cf585cbe8024cd1513c9dcd6b9d5e0d26ea6dea4f8b7ab7096dac8fead0a,8,220,0,15.373890686035157,0.00735931396484375,10,20,92,True,22.414625737423176,16.832205138355498,10,0.10943374633789063,True,,18,True,92,,0.060769362328574064,0.0400187713210471,0,0.7209535709893041,1,CASE_COMPLETE,8,0.16693152561783792,0.018805728293955326,0.7407592415809632,0.7668806314468384,20.930800318717957,456e1f15ff36640c5f5b36a7c5d492d66ec6f3f052b9410aa5c74f07959f0426,33232,0.27258835937827824,0.1843755933456123,0.08821276603266595
0.9813061461129031,True,True,8,4f64bac146d6d279ac1c52c1db05fdb059a99814ce1461f97df48103f8cd7763,7,9.663389255013318,qwen2.5-7b-inst,Neutral,125,2.525601011427959,2,,,,,,0.8743541860952974,,NOT_RECORDED,124.53101779613644,9,10,12.251885986328125,0.998114013671875,0.7821406353937166,13.664653852721676,0.38108414322093886,17,20,6.75048828125,2.37724609375,4,76,100,4.300390625,9.7458203125,cf553406cc590b1e74c2882878f5f18c39162e870e30d4fdff51771abf909410,8,220,0,15.872895812988281,0.02397918701171875,10,20,76,True,19.27482719778008,13.664653852721676,,,False,P1R34NonSemanticTargetMove,,True,,TYPED_CASE_FAILURE,,,0,0.7261935995708123,6,CASE_COMPLETE,7,0.8978638963308185,0.029770370572805405,0.9736162900924653,8.658663749694824,21.264407026581466,9bf9e486568722c9c01531f39610b6a4a51a076f6454b6d03666e104cf95e261,34793,0.9680346633307636,0.8983333731070161,0.06970129022374749
0.36086051801494295,True,True,8,88ccfcc9854043cf8a4b4acaf7fcd1455f85dd5c2dc471d5e5c004ec2844dfbc,7,9.107685284782201,qwen2.5-7b-inst,Neutral,125,0.5650042864679133,3,0,0.12255139350891109,2,1,-0.03686996940523385,0.13193416818976403,-0.0317310106358491,NOT_RECORDED,141.14156824350357,10,10,12.370115566253663,0.7267594337463379,0.44739774514317726,13.028812916832974,0.001507486110599876,18,20,7.4809863567352295,3.5330761432647706,10,79,100,3.353505401611328,8.837216339111327,9a24a5a271682aff180e6e985a223094ec2f157f0f698177172267f97da8b87d,8,220,0,15.896947288513184,0.021802711486816406,10,20,79,True,18.989578203909822,13.028812916832976,10,0.6042080402374268,True,,16,True,78,,0.28383392505347727,0.18546789031242952,0,0.7219520650048598,2,CASE_COMPLETE,7,0.14528834351804107,0.01584676932543516,0.49950295090675345,0.7788512110710144,21.046117747202516,04863b95649c5542af31be0961f39d91e047193a2d2a177a3b2c984fffba012a,35165,0.24696395564824342,0.15373687967658042,0.09322707597166299
0.9418816411256207,True,True,8,d99d73a5c2da688cec780eb887049e20cd9c482395047cffb8b065236bea3d25,7,10.527196270786224,qwen2.5-7b-inst,Neutral,125,9.009693719739222,4,1,-0.06360244750976562,2,-3,-0.19470444163307543,0.9902840898837894,-0.1393338897498324,NOT_RECORDED,109.94129906129092,10,10,9.56712646484375,1.27974853515625,3.4160622244343903,13.951460100268012,0.01565456000346906,16,20,5.9649658203125,2.8752685546875,0,95,100,5.57341796875,10.37240234375,746a976848641fddea6e649e77975f53e7302378b062fd269a895474871e7ada,8,220,0,14.047941589355469,0.01768341064453125,10,18,90,True,18.436537750398703,13.951460100268012,9,1.3433509826660157,True,,14,True,98,,1.285270332545042,1.147301390278153,0,0.7590042611435411,1,CASE_COMPLETE,6,0.9948539427481592,0.0343365790322423,3.6420530319213853,6.33984375,21.234448722563684,23bc5700283f0e676938b298820151ff03e1b38075014776f2751e42e095b25f,34459,1.0905658909119667,1.0079675005283206,0.08259839038364603
