W0_restored,accuracy,actual_progress_sum,alias,arm,case_index,classification,cumulative_bf16_capacity_endpoint,depth,edit_core_wall_seconds,endpoint_complete,exception_class,failure_file_sha256,failure_identity_sha256,finite_demand_mean,full_current_residual_norm_mean,last_valid_prefix_count,loc_denominator,loc_numerator,materializations,model_backward_calls,model_forward_calls,negative_actual_count,predicted_progress_sum,processed_tokens,realization_ratio,realized_bf16_path_energy,rephrase_nll_gap_w_minus_z,retry_count,rewrite_nll_gap_w_minus_z,selected_capacity_mean,selected_energy_mean,simplex_entropy_mean,simplex_top1_share_mean,status,structural_p_mean,success_definition,terminal_cumulative_structural_p,terminal_evaluator_wall_seconds,terminal_identity_sha256,terminal_sha256,w_eff_denominator,w_eff_nll_mean,w_eff_numerator,w_full_six_nll,w_gen_denominator,w_gen_nll_mean,w_gen_numerator,w_minus_z_nll_gap,w_rephrase_strict_request_denominator,w_rephrase_strict_request_numerator,z_eff_denominator,z_eff_nll_mean,z_eff_numerator,z_full_six_nll,z_gen_denominator,z_gen_nll_mean,z_gen_numerator,z_rephrase_strict_request_denominator,z_rephrase_strict_request_numerator
True,NOT_RECORDED,11.688806205289438,llama3-8b-inst,soft,1,VALID_ENDPOINT,7.189001360555288,IL3-FULL,116.36561468522996,True,,,,1.5275144054350676,4.587440377762487,,100,92,8,285,470,0,12.22011524348054,72920,0.9565217653348599,4.462298076873457,0.007791900634765536,,0.0003181457519531249,0.2950469885166098,0.4712935283940671,1.3243589598645304,0.4335556712989089,CASE_COMPLETE,0.008198222074919779,PINNED_MARGIN_POSITIVE_PROMPT_BITS; STRICT_GEN=ALL_REPHRASE_PROMPTS_SUCCESS_PER_REQUEST,0.011931905545035783,36.822140253614634,2abe2e00642f6ae44c2de65121d7a9fe42a3615fda09b4e808c4bdb40679e5ec,43d80b0c4e56ff2b015a9c3577a8f4e8a9aeb413d55af976dc0ee33db69974b4,10,0.0029865264892578124,10,0.007485289080068469,20,2.171453857421875,19,0.0004032102180644868,10,9,10,0.0026683807373046875,10,0.007082078862003982,20,2.1636619567871094,19,10,9
True,NOT_RECORDED,11.210155565291641,llama3-8b-inst,soft,2,VALID_ENDPOINT,4.273046364083362,IL3-FULL,113.33820822602138,True,,,,1.538469843941857,3.698485027400901,,100,86,8,285,490,0,12.307758751534859,79497,0.9108202225603147,2.459931352486033,-0.009204101562500178,,0.00031051635742187535,0.13517647583354572,0.241358117610024,1.176942855053644,0.5069763210702524,CASE_COMPLETE,0.005621945911196135,PINNED_MARGIN_POSITIVE_PROMPT_BITS; STRICT_GEN=ALL_REPHRASE_PROMPTS_SUCCESS_PER_REQUEST,0.008828414065099297,35.81658161478117,b76890ec1645167ec5b1a608468ce9bfc0efce5b279a78768939478e375bd20a,945059aeb5b707387ebaa2b52b87fc28af4bb1e995f920c09b66a4f2c6f66b14,10,0.00464019775390625,10,0.0061617068946361545,20,2.2775634765625,16,-3.6843260750174e-05,10,6,10,0.004329681396484375,10,0.0061985501553863285,20,2.286767578125,16,10,6
True,NOT_RECORDED,9.479071600036697,llama3-8b-inst,soft,3,VALID_ENDPOINT,4.676829289069792,IL3-FULL,123.34481766307727,True,,,,1.277782650871086,4.246253175717393,,100,87,8,285,470,0,10.222261206968694,75927,0.9272969461565557,3.2764577240989032,0.031884384155273615,,0.0010632514953613278,0.19353853754162378,0.3314434874373985,1.3581328805296824,0.41961930328675534,CASE_COMPLETE,0.005223003290320266,PINNED_MARGIN_POSITIVE_PROMPT_BITS; STRICT_GEN=ALL_REPHRASE_PROMPTS_SUCCESS_PER_REQUEST,0.008323015366342505,36.002377540804446,00831f70a717c33c53b2654a7c8acc01b95dc1b36644838e8dbafd28032b6eaf,a9d42d05407b7ff796e5668b6bcdb4ac03cc348ec85caf4f595ad6296dd68643,10,0.005621147155761719,10,0.0075863055419176815,20,2.9325630187988283,19,0.0007744520902633664,10,9,10,0.004557895660400391,10,0.006811853451654315,20,2.9006786346435547,19,10,9
True,NOT_RECORDED,9.973067341535355,llama3-8b-inst,soft,4,VALID_ENDPOINT,5.2543987249646875,IL3-FULL,115.28053957503289,True,,,,1.368615629771375,4.209598752226902,,100,92,8,285,515,0,10.948925038171007,84093,0.9108718259341863,3.3965375419613117,0.002755737304687589,,0.00012168884277343698,0.2110586575456446,0.35659622708724525,1.028203411320208,0.561835511853275,CASE_COMPLETE,0.006905403152155215,PINNED_MARGIN_POSITIVE_PROMPT_BITS; STRICT_GEN=ALL_REPHRASE_PROMPTS_SUCCESS_PER_REQUEST,0.010423235149608037,35.66715304693207,4c08813db91518e353ecec0ad0625a437a3e142620d43f9e96d22143b0bd2527,1404406fe788d775295007772a43e5e0c2cd8a9cf929d0d90e0c6d017f25335a,10,0.004429244995117187,10,0.006015147478319704,20,3.3882705688476564,16,0.00028636620845645666,10,8,10,0.00430755615234375,10,0.005728781269863248,20,3.385514831542969,16,10,8
True,NOT_RECORDED,10.019259683275596,llama3-8b-inst,soft,5,VALID_ENDPOINT,5.085465785202313,IL3-FULL,128.66272994084284,True,,,,1.4541603881691116,5.4171009756412625,,100,86,8,285,510,0,11.633283105352897,79034,0.8612581325958938,3.755068519482826,0.031582641601562766,,0.00044708251953124974,0.2348802622106772,0.39221311251952495,1.3608058701638792,0.3850079363397687,CASE_COMPLETE,0.005150825867405926,PINNED_MARGIN_POSITIVE_PROMPT_BITS; STRICT_GEN=ALL_REPHRASE_PROMPTS_SUCCESS_PER_REQUEST,0.008416483526602512,32.7260880577378,ed3014c25581bec7d56ccece5f8fc9e1176945537b109938030882297306ec69,15e6eb0250ae82d0f42a8d02f016b600b04cb5461643fb449296819c38344bb9,10,0.002379608154296875,10,0.006500824308022857,20,2.0406143188476564,17,0.0019549882039427762,10,7,10,0.001932525634765625,10,0.004545836104080081,20,2.0090316772460937,17,10,7
True,NOT_RECORDED,9.413602878258098,llama3-8b-inst,soft,6,VALID_ENDPOINT,7.954076153434722,IL3-FULL,122.33650204492733,True,,,,1.2986064882439678,6.6861736138913255,,100,83,8,285,500,0,10.388851905951745,79235,0.906125427860327,4.701266482275894,0.057284545898437456,,0.0002490997314453123,0.2968862177715196,0.4967023321255942,1.301720396202263,0.4183022145222459,CASE_COMPLETE,0.008916391146300117,PINNED_MARGIN_POSITIVE_PROMPT_BITS; STRICT_GEN=ALL_REPHRASE_PROMPTS_SUCCESS_PER_REQUEST,0.01431007845400847,33.30825112713501,441f5a0b22febaadb1b05d20ee1e8f65a5e06c8abd596ae79b881a8964caa63d,7fede59b864fe7adf68b195aa690e1c8d2b677d9af27dafcc7059bea9b0aecb0,10,0.0031005859375,10,0.005713461234699934,20,1.5927261352539062,18,0.0008752181660383936,10,8,10,0.0028514862060546875,10,0.004838243068661541,20,1.5354415893554687,18,10,8
True,NOT_RECORDED,11.403513658256271,llama3-8b-inst,soft,7,VALID_ENDPOINT,6.590034972967816,IL3-FULL,134.76853458490223,True,,,,1.545218984031817,5.093738122749373,,100,94,8,285,540,0,12.361751872254537,94478,0.9224836233649865,5.058056626193125,-0.005587005615234397,,0.0007072448730468749,0.34432788368391654,0.5519902908264883,1.2367000095965706,0.454496001148471,CASE_COMPLETE,0.008532606325034336,PINNED_MARGIN_POSITIVE_PROMPT_BITS; STRICT_GEN=ALL_REPHRASE_PROMPTS_SUCCESS_PER_REQUEST,0.011607613738420354,32.67733712634072,4681ebd4dfeed0e4b575834eae3f0ac8ed42e6b613d656ad7fd39341864153e4,5cd8eabc65cf2c0227d29e6bb17029bec8ff7d494cca358087c952f9c73e403a,10,0.004281234741210937,10,0.006567537575028837,20,0.8998054504394531,20,0.0007750600459985437,10,10,10,0.0035739898681640624,10,0.005792477529030293,20,0.9053924560546875,20,10,10
True,NOT_RECORDED,10.073601890634745,llama3-8b-inst,soft,8,VALID_ENDPOINT,3.748301033678799,IL3-FULL,123.0919632888399,True,,,,1.399454922322184,4.408205846170377,,100,80,8,285,490,0,11.195639378577471,77082,0.8997790612933002,2.2934978959470174,0.3377197265624998,,0.009654998779296875,0.12536010580363258,0.22289992399264583,1.1007825047667872,0.5424396687955918,CASE_COMPLETE,0.004832681554679376,PINNED_MARGIN_POSITIVE_PROMPT_BITS; STRICT_GEN=ALL_REPHRASE_PROMPTS_SUCCESS_PER_REQUEST,0.0075288587588328605,32.64000597503036,fc73c0a9f69ccad5d7d4b37bf524bbb898993e6ac63bdb05c6c6f13331934cbb,e807b9970246ffd7454cc8c31c9bc983cc381db7eec49438e20de03b236eafce,10,0.022662353515625,10,0.0267473210580647,20,2.9865234375,19,0.011429875390604138,10,9,10,0.013007354736328126,10,0.015317445667460561,20,2.6488037109375,19,10,9
True,NOT_RECORDED,10.14780209446326,llama3-8b-inst,soft,9,VALID_ENDPOINT,4.980507132361908,IL3-FULL,118.73928775405511,True,,,,1.2855112254503185,3.6677212974128577,,100,94,8,285,465,0,10.284089803602546,71866,0.9867477130458795,3.722842086415517,-0.018179321289062633,,0.00019569396972656276,0.228462735308625,0.38633045822132506,1.398769644313979,0.40614230793591727,CASE_COMPLETE,0.007248434006633077,PINNED_MARGIN_POSITIVE_PROMPT_BITS; STRICT_GEN=ALL_REPHRASE_PROMPTS_SUCCESS_PER_REQUEST,0.010283958750181735,32.751419129781425,305bbf0ce34500a2e6ae4633cc14ab1e107e44d71ec573378a323a257e224e44,9780d198dbae8663b726e8581f260da0cf8407d754f94b5bd610e416d99773c5,10,0.0035923004150390627,10,0.00860530948266387,20,1.1418067932128906,20,0.00018312605097889866,10,10,10,0.0033966064453125,10,0.00842218343168497,20,1.1599861145019532,20,10,10
True,NOT_RECORDED,10.390005761757497,llama3-8b-inst,soft,10,VALID_ENDPOINT,7.094429485557256,IL3-FULL,130.8982668039389,True,,,,1.4395075537933737,5.098484990891398,,100,80,8,285,475,0,11.516060430346988,77305,0.9022187600177813,5.059865961931061,0.031887817382812544,,0.00028896331787109375,0.3489798157813792,0.5494097092675257,1.2412574884485255,0.4845032612533485,CASE_COMPLETE,0.009065545823247279,PINNED_MARGIN_POSITIVE_PROMPT_BITS; STRICT_GEN=ALL_REPHRASE_PROMPTS_SUCCESS_PER_REQUEST,0.013142254578007205,32.8911252389662,416eea818febf67c114844663fb8fc954fb211debf6f35c0dd69b652200fc554,9d3b3c4d323b3e2fc30b59e9d5702c753d6784f2cabf8eeb2f89b30a29dca4e4,10,0.0028408050537109377,10,0.004698150977492333,20,1.486053466796875,17,0.0009021282196044924,10,8,10,0.002551841735839844,10,0.00379602275788784,20,1.4541656494140625,17,10,8
True,NOT_RECORDED,12.709993166709321,qwen2.5-7b-inst,neutral,1,VALID_ENDPOINT,27.392954339472116,IL3-FULL,129.21266753179953,True,,,,1.7832273709354924,41.02877263601379,,100,92,8,285,465,0,14.26581896748394,65510,0.8909403095384282,12.798746339990378,0.08807449340820295,,0.0013423919677734378,1.2486167450095103,1.3434490429722008,1.4566034303111497,0.3314536397158048,CASE_COMPLETE,0.15707206130726406,PINNED_MARGIN_POSITIVE_PROMPT_BITS; STRICT_GEN=ALL_REPHRASE_PROMPTS_SUCCESS_PER_REQUEST,0.25588941297877993,39.4763723812066,534ed1d3884ac05ea9b208a7e90b84deb7ee680f60c90c9ef60da1e7fae43dbe,ddb8134bcf3b6e36f3f9e2ed98a815a887a1e1f1c56cab7394b807ed3379ab07,10,0.00826091766357422,10,0.006679063057526946,20,3.839769744873047,18,0.001765926461666822,10,8,10,0.006918525695800782,10,0.004913136595860124,20,3.751695251464844,18,10,8
True,NOT_RECORDED,10.745691794552839,qwen2.5-7b-inst,neutral,2,VALID_ENDPOINT,52.50712577778353,IL3-FULL,127.22966018505394,True,,,,1.8113282338628776,72.0032076932806,,100,76,8,285,485,0,14.49062587090302,72612,0.7415616061228965,18.959847052330385,0.12143554687499991,,0.004001617431640624,2.5432170903725595,2.0898482325272068,1.3637885772334493,0.3631072019085814,CASE_COMPLETE,0.29255186865471694,PINNED_MARGIN_POSITIVE_PROMPT_BITS; STRICT_GEN=ALL_REPHRASE_PROMPTS_SUCCESS_PER_REQUEST,0.5196757474075802,39.55102409888059,afa803d5acd46f8bc57a32222eb1b65a298cae1388661343e4b13edb9d967eaa,d9ef1082a9acc2d400f0318dddd25a99387947da7e81539bcfb836598a91cfcd,10,0.0095794677734375,10,0.007113629183731973,20,2.1544189453125,18,0.0034864919609390197,10,9,10,0.005577850341796875,10,0.0036271372227929533,20,2.0329833984375,18,10,9
True,NOT_RECORDED,9.53150819609873,qwen2.5-7b-inst,neutral,3,VALID_ENDPOINT,12.625465366221771,IL3-FULL,137.9398219040595,True,,,,1.3263196305750171,34.92113607174043,,100,77,8,285,505,0,10.610557044600135,77387,0.898304222486552,7.204955144814501,0.06006734371185285,,0.0021377563476562503,0.4875156543776,0.703703715975157,1.5525019898229668,0.2935314065430934,CASE_COMPLETE,0.0726961022100872,PINNED_MARGIN_POSITIVE_PROMPT_BITS; STRICT_GEN=ALL_REPHRASE_PROMPTS_SUCCESS_PER_REQUEST,0.11569253572508978,34.35682700201869,d63179d63bb6b22e4b3af3cf87fc2a89b25d4ea7516d281243879eff5a37163a,06fa079f4db6a09ee500f8e9392651a200fb534d70d9dc41e4a43e31dcff9431,10,0.010029983520507813,10,0.00576559235341847,20,4.848763811588287,16,0.0013764530420303346,10,6,10,0.007892227172851563,10,0.004389139311388135,20,4.788696467876434,16,10,6
True,NOT_RECORDED,11.938374675298109,qwen2.5-7b-inst,neutral,4,VALID_ENDPOINT,112.29221671774368,IL3-FULL,136.26659762579948,True,,,,1.8677034608495886,78.03474395412303,,100,96,8,285,480,0,14.94162768679671,70903,0.799000947256071,75.56640283580141,-0.19545440673828152,,0.011279296874999999,33.741464785930205,9.158653666412636,1.3029927432369892,0.40284560296944766,CASE_COMPLETE,0.8225220299413861,PINNED_MARGIN_POSITIVE_PROMPT_BITS; STRICT_GEN=ALL_REPHRASE_PROMPTS_SUCCESS_PER_REQUEST,1.0535617354745295,39.16871767304838,7e34dbc36902f8c040ac0b13012da55f76d7d3b40ee672cc7f978e0212e1e697,4f439149c1946897044d92c1fe22592feb9db752b33a9e043ff81c8d39e290da,10,0.020458984375,10,0.019497906183823945,20,3.16322021484375,15,0.012204756750725212,10,6,10,0.0091796875,10,0.007293149433098734,20,3.3586746215820313,15,10,6
True,NOT_RECORDED,8.526599870785141,qwen2.5-7b-inst,neutral,5,VALID_ENDPOINT,43.404449129282035,IL3-FULL,134.6397681357339,True,,,,1.237137258554867,46.82384350152808,,100,82,8,285,495,0,9.897098068438936,69088,0.8615252482923045,16.037392225489647,0.24962158203125018,,0.0033088684082031253,1.900549137937369,1.7078658542575413,1.4707061968558464,0.3411203804944536,CASE_COMPLETE,0.229728805997484,PINNED_MARGIN_POSITIVE_PROMPT_BITS; STRICT_GEN=ALL_REPHRASE_PROMPTS_SUCCESS_PER_REQUEST,0.3993892420463544,36.26725699193776,99fde94419c42d609beac5a61051926c1d87f112c36e0f043d4c86a504067e28,831c40114834d8373ee5fdb00fa6347b192571cfdc018a8099c12abe3b71afd1,10,0.010128021240234375,10,0.005772270099259913,20,2.211749267578125,18,0.0016593064530752598,10,8,10,0.00681915283203125,10,0.004112963646184653,20,1.962127685546875,18,10,8
True,,,qwen2.5-7b-inst,neutral,6,SCIENTIFIC_FAIL,,IL3-FULL,,False,P1R34NonSemanticTargetMove,8e2dfe2f5057347f1f0f98b442696fc172c33f7e9685d02abe49db79af7b2741,971dbbeeb37911bc2fccbd0b65f849b2cf7feb678e16ec999c1bd06543e23884,,,6,,,,,,,,,,,,0,,,,,,TYPED_CASE_FAILURE_NO_RETRY_NO_IMPUTATION,,,,,,,,,,,,,,,,,,,,,,,,,
True,,,qwen2.5-7b-inst,neutral,7,SCIENTIFIC_FAIL,,IL3-FULL,,False,P1R34NonSemanticTargetMove,ee289785c99aa085a917519ee0827c91786afd2245b3f6f07d7e66b156cb8e6f,baf1e5e7f25b7f150417f80267a141e5ba65ce3b6338968f54c8a6e11a256d3c,,,7,,,,,,,,,,,,0,,,,,,TYPED_CASE_FAILURE_NO_RETRY_NO_IMPUTATION,,,,,,,,,,,,,,,,,,,,,,,,,
True,,,qwen2.5-7b-inst,neutral,8,SCIENTIFIC_FAIL,,IL3-FULL,,False,P1R34NonSemanticTargetMove,77043cf6db7cb61e1be0cef6e2acc40a854dd55e8df01cd52ffc1515a8e52959,ee489efda4b7f94e8b4bcb8c8ddbf3e538d4ad04f90f1767b8bad4653bc2f1c0,,,6,,,,,,,,,,,,0,,,,,,TYPED_CASE_FAILURE_NO_RETRY_NO_IMPUTATION,,,,,,,,,,,,,,,,,,,,,,,,,
