arm,Past,Base,BaseAudit,BaseW0,BaseAuditW0
N,0.017501801081293858,0.05903529695698263,0.03662795255332121,1.9838215465899114,2.0499381283802736
OS,0.036850395353314115,0.19879436193518954,0.13350771166616254,2.1607531377013047,2.1790742291097924
BF1,0.03384419165709388,0.18279418874416872,0.13349622137572728,2.149698760716497,2.178726552636181
BF8,0.0336388248089416,0.1798745731279583,0.133528711546889,2.1485977484934455,2.1787492724076687
