arm,loss,chi,eta0,G_sha256,H_sha256,selected_sha256,stop_reason,gradient_sweeps,history_appends,trials,accepted_trials
LEGACY_SCHEDULE_R512_G256,0.0011201772680244288,0.00026386645447102356,4.245243186634172,9d81b2ef528d8427dc7cf2af3ac4038bb6deae6d3ed18d767988e53ce62fb0dc,28480666729aad8f9b2563e014926f933209a3f364338d2ad613c5ef220a39e3,26a308f7a264193ed493d2cc07017dbba65efc413c7b6ffb0e6524d29d448d8a,GRADIENT_BUDGET_EXHAUSTED,1,1,4,1
REUSE_SCHEDULE_R512_G256,0.0011201772680244288,0.00026386645447102356,4.245243186634172,9d81b2ef528d8427dc7cf2af3ac4038bb6deae6d3ed18d767988e53ce62fb0dc,28480666729aad8f9b2563e014926f933209a3f364338d2ad613c5ef220a39e3,26a308f7a264193ed493d2cc07017dbba65efc413c7b6ffb0e6524d29d448d8a,GRADIENT_BUDGET_EXHAUSTED,1,1,4,1
