endpoint,metric,quantity,mean,median,p05,p95,p99,min,max
W0,RS,new_nll,11.743398172855377,11.794809341430664,5.754271984100342,17.85722961425781,20.54955348968506,2.6649434566497803,21.15650177001953
W0,RS,true_nll,4.899285252303816,4.411774158477783,0.09746702127158642,12.17257852554321,14.300750102996831,0.0032719431910663843,15.272205352783203
W0,RS,desired_margin,-6.844112920551561,-6.767649173736572,-13.966187031567097,-0.6172097682952927,3.8515192222595243,-19.781265690922737,4.406447410583496
W0,PS,new_nll,10.184146780967712,10.16865348815918,4.384927773475647,15.584749317169189,18.057230358123775,2.29310941696167,18.510713577270508
W0,PS,true_nll,5.011512103741989,4.745984792709351,0.31390251368284244,11.626846599578851,13.519330320358273,0.015909049659967422,18.12643814086914
W0,PS,desired_margin,-5.172634677225724,-5.06204891204834,-11.138499039411546,2.190676355361932,6.111190600395202,-18.461957179009914,8.01390027999878
W0,NS,new_nll,11.702866309762001,11.753228187561035,5.918827605247498,17.844212245941154,20.694358615875245,1.4505696296691895,23.890642166137695
W0,NS,true_nll,5.548876543793653,5.327509164810181,0.19008195251226426,12.224353837966918,15.0020481300354,0.0006337541271932423,19.437641143798828
W0,NS,desired_margin,6.1539897659683485,6.283679723739624,-2.2285117626190187,14.603695090115068,17.407033039331434,-7.564944267272949,19.776073440909386
N4,RS,new_nll,0.0014505088787700516,0.0008624052279628813,0.00014736162702320144,0.004103520512580871,0.006732942759990713,6.8662193370983e-05,0.010831019841134548
N4,RS,true_nll,15.203706488609313,15.342006206512451,9.171429586410522,21.524964427948,25.840298042297373,4.724857807159424,27.617387771606445
N4,RS,desired_margin,15.202255979730545,15.34120729303686,9.161072041775332,21.524486787123898,25.838240918931852,4.72220047051087,27.617319109413074
N4,PS,new_nll,1.6400640051125084,0.3955034166574478,0.002836828073486686,6.829371380805961,9.776966915130611,0.0004923323867842555,10.714134216308594
N4,PS,true_nll,10.153915958404541,10.02016544342041,3.9950673460960386,17.06114339828491,19.595753707885738,0.8843942880630493,21.306928634643555
N4,PS,desired_margin,8.513851953292033,8.348864717409015,1.489009177684784,16.832523868849965,19.594074323917734,-5.414586901664734,21.037090569734573
N4,NS,new_nll,11.133724765693536,11.104583740234375,4.589611029624939,17.2749960899353,20.17293081283569,0.002092316746711731,23.542463302612305
N4,NS,true_nll,5.526177989302028,5.322661638259888,0.260932019352913,12.1157244682312,14.517468338012694,0.0007858763565309346,18.67910385131836
N4,NS,desired_margin,5.607546776391508,5.614887028932571,-2.6162465095520018,13.982353086210786,16.518053651452064,-12.937066122889519,19.899939574301243
LEGACY_SCHEDULE_R512_G256,RS,new_nll,0.0014505106564320159,0.0008624052279628813,0.00014736162702320144,0.004103520512580871,0.006732825664803407,6.8662193370983e-05,0.010831019841134548
LEGACY_SCHEDULE_R512_G256,RS,true_nll,15.203708505630493,15.342020988464355,9.17144980430603,21.524978733062746,25.84031145095826,4.724872589111328,27.617406845092773
LEGACY_SCHEDULE_R512_G256,RS,desired_margin,15.202257994974062,15.341222074988764,9.161092253722018,21.524501092238644,25.83825432759274,4.7222152524627745,27.617338182899402
LEGACY_SCHEDULE_R512_G256,PS,new_nll,1.6400873050646623,0.39549626410007477,0.00283716693520546,6.829348993301384,9.777704181671139,0.0004923323867842555,10.711339950561523
LEGACY_SCHEDULE_R512_G256,PS,true_nll,10.153855838775634,10.020259380340576,3.995087945461273,17.061149024963374,19.595815582275385,0.884473443031311,21.307228088378906
