index,role,source_row_id,actual_T,TF_tokens,score_positions,capsule_sha256
10,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|34792,256,384,256,0bef3189e6462eadcdb05e23f8e4e905a97083afa71f7a85ccce83c78f6427df
11,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|288404,256,384,256,663a0b29732fc08529fade2ccdb13b4ef66ecfb7c22ad96f302e5e6b6922cece
12,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|105296,256,384,256,3d0042d91a4d891b46404d0a2cb48711b35c3e34a4f5da3d42f614240081254c
13,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|90092,256,384,256,7aee854a6a8197ddf6907436da3e97428b4b6f8a8367f32398dd081b69a19fab
14,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|276570,256,384,256,d618d693c59e60737b079b7579c36d0c2019adeb128c2c601ae05129d0332b94
15,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|172923,256,384,256,58cca167b328592c150307d75308d189694e9b983fd1999cd52fcfb682729d1e
16,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|141936,256,384,256,4f0fac2e506507d51f3f4978d3dd1c223ad9120eb4b11acbbdd3e44f978343af
17,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|310984,256,384,256,99a5e3e8f1bf87db20547906e37916a435e03d689a8e0b58a1b5643458c6cf00
18,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|11568,256,384,256,0a95a35c5599e54d574b363aac2f033cc49528ea166f2c781932b493e3f7a0d8
19,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|109292,256,384,256,a442569f993c0c1184083deff49a32e21ce048434e59c339c5dddbaf39ea074b
20,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|301664,256,384,256,9b3c1c1f8c3e2fd286594390f37e6b849ac95e2bb1401fd80ce42a41636ab14e
21,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|85287,256,384,256,8ade46813c588b812e4af9618bffa8a0c57148dc12fa320d317bf21d64655bbe
22,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|345164,256,384,256,e4399f887990b541cc0a6c8af252ed841426485804547029ae8c49913afb28ae
23,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|244197,256,384,256,065f22f2267acb900f330bb28bd71d56680bba9bfd189c7dd4d3e095091f74b6
24,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|51567,256,384,256,6ec852e527d93c0dc3677c4eb65eeacd4219b98f38bf295f270456baa7c687e4
25,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|355566,256,384,256,765a909a3d554d678655d62a41a38688658e26977771f156b4b1c1d194144637
26,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|290218,256,384,256,5d46c79fdd372f3c59ade2fbb9474d99183cf705574b760605e2e623efa0c60f
27,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|234611,256,384,256,756adbf3c5dfedb7d7f051389e65e6a77c8ea097f8b0f10ccb1da755efc47ae4
28,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|275505,256,384,256,9d49556f256a3be9f96d8bae6db2480ab634fdce8b260dba00113468260d38fd
29,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|29764,256,384,256,0f55ffaf29f4c225b9b62c20b483d5f3c745995061a895a46a15e080bd3f2933
30,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|76873,256,384,256,48a0fc5fbb3ea49f8014470ed6b87063b01758cd379704866ebbce09f1abdad5
31,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|225067,256,384,256,4c1d4855ce4171802cd63925210d21e311395c30dda4c42d5b30ed7d53aa5fb4
32,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|134554,256,384,256,1356b5fe1ae82b0b32a02bf6d4009504377ba7c934a8df4e16ebe3125518790f
33,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|20469,256,384,256,78f48f16e1265a3a185c7ba58f81ecf565e3435c1cfd4a43b179304ccdbcd159
34,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|331578,256,384,256,5f4ae3dca6c769e684e393f3449464f616eadc361185df8952c14fe01f52a991
35,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|67679,256,384,256,19bb92bd107d8388067e63d0c6409e2ee40925141a2e9a8add80dfedab17adc8
36,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|304262,256,384,256,a56b04e00c8eb12b09ccecfc6011fce28868ad1a490a8c24bc3c30d8b095be53
37,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|346845,256,384,256,a5c31fd3a86f280036b606035793dc87b10099e62664311629fd604877000245
38,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|201453,256,384,256,2302b9f65fc51cf824d6058031d96553f9d0ed4b4fd90fa044072a91b076ad8b
39,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|232883,256,384,256,618198f6c632cb8c6b0c0de07b5716c5e46e630d9de107b0617c7f9c251c4864
40,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|43820,256,384,256,fe212dd34e1544b389b3a096bd93abc9efa608471f0e7db54aeb9bbe6aa5c66f
41,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|184952,256,384,256,0d375f0a8fff95ee1fe19da2989e804249b476885baf502e64ec085ce7ed9b7f
42,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|190466,256,384,256,2e9f41f74943b32ba21842d163e73789ae72397fe2cb1855dd1b851032c716a8
43,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|17552,256,384,256,682e131597937a16efb10341786651af72938c85e8966fbc81b54f57cd512134
44,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|218453,256,384,256,005e6cdec35c1ea5b7179e0a04d12ccdefef769143188544fbd0fffc8c7b9f80
45,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|230523,256,384,256,865db74759b3c962edf274b6defadddd1dbf6c73cd07cffb851fb7ea0690981a
46,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|201682,196,324,196,0a22cafc7519a9777131c722b8f0748c99538fb7fb7bdfbb2dbcbf6422a4c70f
47,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|339831,256,384,256,e72cee13814860ed8c1ebdbacc0dcd8e76d745241c067fade4a214f9654ad04e
48,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|220285,256,384,256,27730b86d969f4c2c484c60fcbbe2e07f0f476244899b76583ff95d1210758c4
49,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|150004,256,384,256,afe54cf0dd8e979547835860b0a1ddfe7c5485e77bdeb4d79380c10580f15775
50,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|279408,256,384,256,84adeac35592533f67777ad4bbc37191215bcd213b5d83ec0789eed457f548a2
51,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|352236,256,384,256,de497682cc7cd29e1ff1bb3e3fd2ef8138136e92eb776fb8e33fe767d35354ab
52,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|12862,256,384,256,ae776f5cd311c84dd0e36729d744df22db73948d6106c45f64cc8f1581fa21e7
53,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|28962,256,384,256,540e9a7f162d7395a95db5d79027d4e529bc5e0cdbbf08ee501e592c758b8f64
54,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|206667,256,384,256,130d1272a1fe9729da4e895e052b8568c3ad880991632a193f52649f9b3b6942
55,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|89662,256,384,256,3700893248f8db59b4a47dd1f85157cfdc59f5a011d42e74916fc63fac064d73
56,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|12515,256,384,256,eab78e61cdfbd402792630b2f5ddbe0fea9db0d4744c4b2c159a32c2d0f2178f
57,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|183667,256,384,256,c1dd2a79eb0d72eed372b2657c9f882a95c45d6524654c1b9e7e982f185b6a2e
58,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|342057,256,384,256,098200b339038ab38aabc1b9714433016aca28409b3f1a6603306d9e7fc81654
59,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|189882,256,384,256,bb38c77f33d4910cec7177c9a402b3e15efb7efb8ebe7a7eab3ae924d1ba29ee
60,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|126272,256,384,256,28cabe58bd1d7604010401614c1e24f8c6bf8b6b31ef4dd06649d18a158dd43d
61,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|211145,211,339,211,00cfc17be5eeb9ff02965a0628d5aac85edcb450ac093cde188cc6bdd88ef11b
62,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|172742,256,384,256,b8b83acc98edc03d39e9c339c7c2c529c7d8839fb7105d2fbc2c8c3be50579c8
63,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|270234,256,384,256,3c1dcffca72a6b8f1b57c27dad68d8ef916348865ca05168d84d8b2ddc5270a1
64,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|219527,256,384,256,787e8bdef48617f8c5f17ff341f8f07ec33f099889749ccbadba627ac67f0a54
65,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|26163,256,384,256,7924959c0e29bb58b7c21829b34624283c610373823d0661c0d4a45f99ac9ebb
66,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|139787,256,384,256,f237bbadd7fa14c8a5b7c00ad84aa0517980d274f08b5baf1b01521194d835b8
67,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|300565,256,384,256,7185a5ab80d774fa42f7b94372c1e8826850a513b27270cb0ae4b1df86ef3e05
68,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|4872,256,384,256,d97fad6cf3246eb7057b1463cdf3492d28eec6c62dc5f6f21cad798c43e9b6e0
69,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|37328,256,384,256,9975ebefeb2400d2425f30d7bf5442c89be4426a3422f4635273ee63a0d24a75
70,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|267054,256,384,256,be6397bca4f6e13d8ac004f9ce9dd376f88425cb8693ff28b3028d008c2d6166
71,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|23437,256,384,256,d71d0443a287391d4410a16798cf7a35454d745dd1401ea64dc43efd7ce67dd2
72,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|125902,256,384,256,5597e938d6bf09337d2110f2b0d08ca07b19f0aac02afe741f912b05cdb6aac1
73,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|356073,256,384,256,ea65cab8709233fb7285ac1c3839b7d286afd7c2898b5e6ce7df9c18e6a159a6
74,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|141219,256,384,256,3dc602e1c419db66f31355f4fcb9471ab37e169794ebb7871d203cc37fc14f35
75,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|38163,256,384,256,6605ee6f3c7b7fcdc245bb8ec80a61692ede1b98b6e352b992145979a879eedd
76,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|294996,256,384,256,6a98f1175412333b809baa90e2995ba3ee04b1e2e874c334d4f892badd750df2
77,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|102147,256,384,256,855b08179e5107aefad6d43e33fd8d2d6b23a43a6289290ca5a6162dbc1ef6c4
78,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|143676,256,384,256,081b0c9f3fe8ed89bf332838c2fb9beb97eb5e089ca44be9d07e8ae79877c5b3
79,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|261028,256,384,256,f448f8c7aad435a7d6672c13673b21cfb464889e3bcb2e52c0ccfbb8e84b017b
80,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|16104,256,384,256,ecd3bfd51640c492d0f7fd79e6ee6702aa6186663cf053f41de2a785052a9e9d
81,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|276451,256,384,256,4725f7d8be48d26e4c3b18a20adfa90ab92bc63c11cffe5aa8eef5dddaf2b71f
82,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|24874,256,384,256,acb5da9060aa475fddda6b7d83fdcedecb2f86fed7b19651aadaf6ef0b9305cf
83,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|24388,256,384,256,88194a22d1f294cad7e56d4e67b538a49ae776567d05c2c77920b8203f534e4d
84,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|317901,256,384,256,66649025d43ec21a119844cb76cf1ee74a7e3f0fa03a19500b4a989dcae80e4f
85,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|219020,256,384,256,7e52ccac7a51110e84d9b29b17d7c111901d27f27e2ab545494eb65b4e5ae0af
86,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|104994,256,384,256,f798454723136c80936885bdc5011f507680881635675dfe3d746d26ed6e6cb3
87,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|20251,256,384,256,1c0b7289ac1174fd8a098ab05a7a54a3649c4cc96b4b71e23873c2583d154f8d
88,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|324211,256,384,256,0ed2c901cf6ed19ad2336f85649b513f3fd57aaa6387fcae366224b1a1cbdfbd
89,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|207780,256,384,256,a5ed8def1df8126eb3f3e33ef630402e460072d2bb7df282850b07755f945730
90,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|32455,256,384,256,f2264e21514d41320f717f20379b99c38d28fef9b070e279eda27a397c2aa887
91,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|76037,256,384,256,14fd2b6bbe3eee90e257a37a1df11a2047e404fd100e50152fa802c9dc3140e3
92,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|140379,256,384,256,39623daf53d5415b80a7dd253eb0a2d512e25748da894f90baef2301995e0d11
93,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|241082,256,384,256,325b82785164ea01122317140c78db75eb3c3a05d491a58b92741f1b55ef3bb4
94,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|53338,256,384,256,8ca7a0c4bd4104fd6d202ffeeabc6afe57819fcde6a1211172233dffde9202a0
95,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|31374,256,384,256,16da1d9a682249a3bb26177fa0d99e767c7645032f682acdcb77ccceeff18556
96,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|161594,256,384,256,4e19e00f988619437de1426c3593c5dfa0e4dc441afd6b2b3299cb9a91d90ceb
97,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|118994,256,384,256,ba93bfc7c105af9190df015d2b0cd2e879cf4c91028382bf55829d76b2e0e924
98,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|74313,256,384,256,5947d81e111161c1714d9905b855ee78121755b804697e16b31412eb6e0b0b07
99,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|299911,256,384,256,a418304b624ec4328ce7bee50b8c87988530bc05055452b1ea01059107804a5e
100,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|62127,256,384,256,1ff558573d968df2f6dbe90d1c168526a14d4213b1f232782458cb1286548459
101,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|77363,256,384,256,1e14bf6db590eebe70d698776a29621e3e17e74d6817b27c4d7b6fd1469ad028
102,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|143227,256,384,256,a6f3e99b36c72e0aa715bd0a6d20b75a7a09304bffa9f623e4d46fe60b223d98
103,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|278222,256,384,256,6c3a1502da4932c0db89baa59fe3a7c671388e4e34e9be2799a1e3feef28f2d5
104,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|167339,256,384,256,451b459b414ecc64e088c86415fa3dbc40b3cc32ea8edf5615540660decfa090
105,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|222679,256,384,256,bfbe89c33d40900a506fa89c81c4c5364a3f1dc2b19f2c49a9d2af69213d9c99
106,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|1555,256,384,256,a073bb0c36b87fd750a42f8e5a6b4f5e393b5217a9290dc460700fe9626b0680
107,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|248009,256,384,256,991a1d7dec2fb81e58dbd8a744dfc4f6eb3a13018ee33ef9a909edc0ec619f2b
108,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|273249,256,384,256,58dbbf378e4111cd6eb3b89fe057492336bf0c410b453c6a56f51b38eb0b1868
109,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|82019,256,384,256,109fb7834385178e3254b5d58e72c15c824867df10c269378a9019d4a606532b
110,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|327609,256,384,256,cd89e056a3e4ec7d05b5184c8a569a0bc88f70218ad386743e84d9759a9a34b7
111,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|29850,256,384,256,ba0a6b7817660fce4134ef1d695ad78b43cd327cdf6b69720abafab4a960c469
112,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|124804,256,384,256,32d628017495c663ae9c43a95bcc1b1558a20b83686733b712739c50a6f99cfc
113,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|113220,256,384,256,16fbfdf5a00c720d3eb72d06ddfedad7844a25fd65e0cc197592d27a5e244fcb
114,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|188972,256,384,256,aa6a025181a3d83d14b07cd5edffd820b3bb4366e51dd9ba7275758b08f3ae7c
115,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|136447,256,384,256,9220b39cb5be6aba70be5dd286404af905413f806ff171f154e27a247772c80e
116,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|109950,256,384,256,6fbecc15f799aa6adf1ad8ec145b0e477ab292312e361b09689cc0206f1fe52d
117,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|334253,256,384,256,77916771379e4b6bac96caa669bbe395d7954c18d388b809178c7dba94501f05
118,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|113011,256,384,256,e31574e61f0a5adb0d073cfaf40d556a9e2875586b43380f1bed7fc148bacb39
119,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|319580,55,183,55,9efc58bb90556958a22ced71b1d7291b1927d8bd3eb19a3c6bbeda91c9c284fc
120,R512,allenai/c4@1588ec454efa1a09f29cd18ddd04fe05fc8653a2|train|en/c4-train.00000-of-01024.json.gz|111485,256,384,256,ed30bf4438be5e630adc212a69436a0f757130296e99dc02cbe10ebd272b0e36
