alias,allocation,arm,method,case,status,success,accepted_steps,restore_pointer,restore_bytes,request_order,w_eff,w_gen,w_loc,w_eff_nll_mean,w_eff_nll_median,w_eff_nll_p90,w_eff_nll_worst,w_eff_margin_mean,w_gen_nll_mean,z_eff,z_gen,z_eff_nll_mean,z_eff_nll_median,z_eff_nll_p90,z_eff_nll_worst,z_eff_margin_mean,z_gen_nll_mean,z_full6_new_loss,w_full6_new_loss,z_first_hit_eff10_k,z_best_nll_k,z_plateau_k,z_w_eff_gap,z_w_gen_gap,w_minus_z_eff_nll,z_class,alpha_matched,alpha_eff,alpha_gen,alpha_loc,alpha_eff_nll_mean,alpha_eff_nll_median,alpha_eff_nll_p90,alpha_eff_nll_worst,alpha_eff_margin_mean,z_alpha_eff_gap,z_alpha_gen_gap,z_minus_alpha_eff_nll,predicted_sum,actual_sum,realization_mean,negative_actual_steps,equality_max,dof_min,dof_max,entropy_mean,neff_mean,v_gt1_total,v_max,capacity_terminal,energy_terminal,P_terminal,P_auc,bf16_capacity_terminal,functional_p_mean,functional_p_smoothmax,edit_core_wall,stepwise_eval_wall,w0_eval_wall,forwards,backwards,target_backwards,slope_backwards,tokens,scientific_materializations,eval_materializations,routing_wall,field_slope_wall,target_wall,materialization_wall,failure_class,failure_message_sha,target_old_stepwise
llama3-8b-inst,RS,Neutral,RS-P1R24-NEUTRAL,4,SUCCESS,1,8,True,True,d866c44874892d760da97cd7ede76979ae2281c2934a83d9c10695159e88d3d3,10,16,92,0.010311603546142578,0.0029296875,0.02065429687499998,0.06591796875,11.052188396453857,3.1657760620117186,10,16,0.00791184902191162,0.002471923828125,0.013183593749999984,0.054931640625,10.817088150978089,3.1508460998535157,0.010635830138926394,0.009433528553927317,5,8,5,0,0,0.0023997545242309577,MIXED_NOT_IDENTIFIABLE,1,10,15,91,0.0018537282943725587,0.0008754730224609375,0.0029998779296874977,0.0093994140625,12.604396271705628,0,1,0.006058120727539062,18.126777487851538,0.04420553637028206,0.10317014254054425,0,0.0,4,4,1.575710985049699,4.836800223500761,0,0.36941979539091535,0.391822162532243,0.5882085096398909,0.00910227471886345,0.026984791745884112,5.253162806048357,0.05085995401551431,0.4023350843698966,75.88324050232768,419.0956900427118,,180,125,85,40,28782,8,8,0.003275158815085888,37.9804791174829,7.888026149943471,13.283010530285537,,,NOT_RECORDED_BY_FROZEN_TARGET_NEW_PLAN
llama3-8b-inst,RS,Neutral,RS-P1R24-NEUTRAL,5,SUCCESS,1,8,True,True,bb5f940c463a8c24798c3f75045c109b1f6752da1086e9ec5cb36de0c434c1b0,10,17,86,0.2810096740722656,0.0103759765625,0.31022949218749907,2.65625,10.812740325927734,2.29158935546875,10,17,0.15582504272460937,0.00445556640625,0.1674804687499995,1.5078125,11.80667495727539,2.099833679199219,0.18150184648111461,0.33392566633410753,5,8,7,0,0,0.12518463134765626,MIXED_NOT_IDENTIFIABLE,1,10,17,84,0.0006321907043457031,0.0005550384521484375,0.001134490966796875,0.00152587890625,13.643117809295655,0,0,0.15519285202026367,18.929899576604033,0.300013365864288,0.3632007859963248,0,4.440892098500626e-16,4,4,1.605502386103334,4.980463627087067,0,0.40675987475121544,0.3664767530090487,0.5836066080081297,0.006581345139062605,0.018874956667651644,4.2005390230892345,0.0043740941705934944,0.006916603777045144,94.6224921355024,419.2182796243578,,180,125,85,40,27378,8,8,0.003395259380340576,52.2820140151307,11.112574332393706,13.356936885043979,,,NOT_RECORDED_BY_FROZEN_TARGET_NEW_PLAN
llama3-8b-inst,RS,Neutral,RS-P1R24-NEUTRAL,6,SUCCESS,1,8,True,True,36f62d08abd69321360044edb1500c6afd302f7c10c546e78467e866c2ef3dd5,10,17,83,0.03589820861816406,0.0177001953125,0.06694335937499996,0.181640625,12.695351791381835,2.021038818359375,10,18,0.0045588016510009766,0.00038909912109375,0.006703186035156239,0.0361328125,15.814191198348999,1.3635826110839844,0.0029704829154070466,0.0741340228356421,3,8,6,0,1,0.031339406967163086,BOTH_WEAK_OR_TYPED_INCOMPLETE,1,10,19,82,0.0006456136703491211,0.000553131103515625,0.0011924743652343749,0.0016937255859375,15.993104386329652,0,-1,0.003913187980651855,14.810006231111675,0.0547054447699338,0.8420666814194557,0,4.440892098500626e-16,4,4,1.5824315863498475,4.87722052612105,0,0.302663254878838,0.00283269312818283,0.004512673352273286,0.005126129263681359,0.019429344944608833,3.186421815221245,0.0062681226107338395,0.008485323788504716,93.8641173588112,414.0512227723375,,180,125,85,40,28179,8,8,0.003587799146771431,54.673442613333464,8.863302990794182,13.663565116003156,,,NOT_RECORDED_BY_FROZEN_TARGET_NEW_PLAN
llama3-8b-inst,RS,Neutral,RS-P1R24-NEUTRAL,7,SUCCESS,1,8,True,True,badf5694b025745be31e42e3bd18a603f8fde0db206462b01c0794d5bb0431fc,9,18,94,0.4236423492431641,0.0059356689453125,0.5212890624999986,4.0,9.877049446105957,1.485198974609375,10,19,0.008472871780395509,0.00321197509765625,0.031262207031249996,0.032470703125,12.813431692123412,0.9962213516235352,0.019385781857999974,0.2762497921939939,5,8,8,1,1,0.41516947746276855,BOTH_WEAK_OR_TYPED_INCOMPLETE,1,10,20,94,0.0012120246887207032,0.0007839202880859375,0.0030120849609374997,0.003204345703125,14.62691354751587,0,-1,0.007260847091674806,18.686766272858375,-0.1528715191525407,-0.2236981315011982,1,4.440892098500626e-16,4,4,1.6021394739644321,4.9636938539631155,0,0.2629050562865897,0.2898633756860914,0.4896931585558531,0.006080992839004091,0.018388518231196634,3.800265756556329,0.005188759860425028,0.007568360551552085,78.53409741166979,417.70138163119555,,180,125,85,40,30438,8,8,0.0034808143973350525,40.428937550634146,8.177814915776253,13.837010984309018,,,NOT_RECORDED_BY_FROZEN_TARGET_NEW_PLAN
llama3-8b-inst,RS,Neutral,RS-P1R24-NEUTRAL,8,SUCCESS,1,8,True,True,c363db241e2c07ca144d278b90b21023234c7c63d6bc7156eb180b7cd6ebb572,10,19,80,0.12834568023681642,0.032958984375,0.25966796874999976,0.84765625,11.056029319763184,3.0555419921875,10,20,0.002344560623168945,0.00115203857421875,0.005776977539062499,0.01025390625,13.722655439376831,2.43212890625,0.0063006549899000674,0.16604045839048923,4,8,6,0,1,0.12600111961364746,MIXED_NOT_IDENTIFIABLE,1,10,20,77,0.0018198013305664063,0.0013580322265625,0.0036849975585937496,0.004852294921875,12.060680198669434,0,0,0.0005247592926025388,15.692371598104367,0.4071679227519781,1.2091581458803544,0,5.551115123125783e-17,4,4,1.6006562768851924,4.957031186477138,0,0.3962199753322996,0.00996826586407392,0.015927256034613726,0.004914441323736223,0.01704385627515261,2.860783324715463,0.0020438774997982518,0.0021095916765836026,81.7472178041935,413.9863513093442,,180,125,85,40,28152,8,8,0.0034033600240945816,44.64677659329027,7.677920914255083,13.59624007716775,,,NOT_RECORDED_BY_FROZEN_TARGET_NEW_PLAN
llama3-8b-inst,RS,Neutral,RS-P1R24-NEUTRAL,9,SUCCESS,1,8,True,True,1702d290642650ce9a2ff4a5687d48c469441e4d2b7c3f204e05d71d6918eefd,10,19,92,0.004076814651489258,0.0027313232421875,0.009429931640625,0.01025390625,11.07717318534851,1.193273162841797,10,19,0.0045432567596435545,0.00205230712890625,0.007711791992187493,0.02685546875,11.536081743240356,1.041912841796875,0.004419951932504773,0.007667283667251468,5,7,6,0,0,-0.00046644210815429635,MIXED_NOT_IDENTIFIABLE,1,10,18,89,0.0005582809448242187,0.000446319580078125,0.001175689697265625,0.001251220703125,14.924441719055176,0,1,0.003984975814819336,16.68643840946571,0.012303144938778132,0.41598516149738335,0,4.440892098500626e-16,4,4,1.5943757207756128,4.9264473870637735,0,0.3840640189180182,0.03874178394249935,0.058224751677950694,0.00613769241592805,0.022662883875712525,3.4631517860767005,0.005060120370513159,0.009631996275750974,81.85874836053699,416.2650693496689,,180,125,85,40,28152,8,8,0.0034613944590091705,44.74440430942923,7.681320811621845,13.614628126844764,,,NOT_RECORDED_BY_FROZEN_TARGET_NEW_PLAN
llama3-8b-inst,RS,Neutral,RS-P1R24-NEUTRAL,10,SUCCESS,1,8,True,True,add78cd5df75ad1ee941a84527fba9b0a63cfde5a3338450ffbe6bc248af08d9,10,18,80,0.43803939819335935,0.00360107421875,0.5716796874999985,4.1875,13.28696060180664,2.0324188232421876,10,18,0.39827632904052734,0.0025482177734375,0.48261718749999866,3.859375,13.957973670959472,1.8342880249023437,0.44289713821490295,0.4774195365840569,7,8,7,0,0,0.03976306915283201,BOTH_WEAK_OR_TYPED_INCOMPLETE,1,10,19,79,0.0020952463150024415,0.001049041748046875,0.004394531249999998,0.0098876953125,15.485404753684998,0,-1,0.3961810827255249,16.34374961325668,0.1974771896144375,0.1629595094702021,0,2.220446049250313e-16,4,4,1.5967508091551732,4.937596021693727,0,0.3061686604597618,0.387945017010557,0.609114269072201,0.009196854059829082,0.026398651102806613,5.328772088870221,0.006114731744926051,0.007198756453853035,82.56774995848536,415.83313747961074,,180,125,85,40,29439,8,8,0.0031324047595262527,40.48371464014053,7.895755203440785,13.575628818944097,,,NOT_RECORDED_BY_FROZEN_TARGET_NEW_PLAN
llama3-8b-inst,RS,Soft,RS-P1R24-SOFT,1,SUCCESS,1,8,True,True,20933669138b5090645da9ea81b662085081fbc7eb756f542ec90bb9f51435ac,10,19,92,0.12877426147460938,0.048828125,0.22333984374999977,0.80078125,10.11810073852539,2.4068557739257814,10,19,0.008646202087402344,0.001560211181640625,0.030383300781249994,0.045654296875,13.816353797912598,2.137172317504883,0.030361048970371486,0.18735378456185572,4,8,5,0,0,0.12012805938720704,MIXED_NOT_IDENTIFIABLE,1,10,19,92,0.001657867431640625,0.00046443939208984375,0.002201080322265621,0.0123291015625,15.473342132568359,0,0,0.00698833465576172,18.737403601225022,0.23787065765936857,0.7318065151628872,0,4.440892098500626e-16,4,4,1.603764749929308,4.97175002315023,0,0.6036149728316621,0.028929450895414946,0.03876642178727833,0.007211742611500019,0.02325008047432439,4.878586815736264,0.0060099789163013,0.009790087705725209,79.0714822402224,414.1920734643936,,180,125,85,40,28152,8,8,0.05774945951998234,41.12753750663251,7.638001500628889,13.59654913470149,,,NOT_RECORDED_BY_FROZEN_TARGET_NEW_PLAN
llama3-8b-inst,RS,Soft,RS-P1R24-SOFT,2,SUCCESS,1,8,True,True,d926188b4b11b462acfbf3c3cb3623bbd37a6043dc2673072e40004eb2e0e22a,10,17,86,0.030847930908203126,0.003551483154296875,0.04429931640624992,0.244140625,13.831652069091797,2.565386962890625,10,17,0.09488296508789062,0.0019378662109375,0.11414794921874971,0.87890625,13.92386703491211,2.4972068786621096,0.0498663917882368,0.021029702108353376,4,7,5,0,0,-0.0640350341796875,Z_TARGET_WEAK,1,10,20,84,0.0006142973899841309,0.0005397796630859375,0.0011856079101562498,0.00162506103515625,16.574385702610016,0,-3,0.0942686676979065,16.932145611440255,0.005010621482506396,0.11432696756566635,0,4.440892098500626e-16,4,4,1.5794210523289163,4.855021455338726,0,0.2870377229377432,0.04885974513929127,0.08380888607200039,0.004980264471797078,0.017617828007472046,2.786369228493702,0.11247523040917687,0.789925608593381,81.14081621915102,415.3145679840818,,180,125,85,40,29043,8,8,0.0581058980897069,43.52518328092992,7.739443170838058,13.332420911639929,,,NOT_RECORDED_BY_FROZEN_TARGET_NEW_PLAN
llama3-8b-inst,RS,Soft,RS-P1R24-SOFT,3,SUCCESS,1,8,True,True,38bed59f6dc2b193082c30197e61ca9cfddaaecf3e524a0dbcb358f780c4db1a,10,19,87,0.015980911254882813,0.0057373046875,0.03368301391601561,0.07666015625,12.227769088745116,3.3791561126708984,10,20,0.03451728820800781,0.00273895263671875,0.051550292968749904,0.296875,12.615482711791993,3.4469173431396483,0.04786843318725005,0.02832641339628026,4,7,5,0,1,-0.018536376953125,MIXED_NOT_IDENTIFIABLE,1,10,18,87,0.0006016731262207031,0.000308990478515625,0.001823091506958008,0.002026081085205078,16.13064832687378,0,2,0.03391561508178711,12.804126788661787,0.014064909506123512,0.3407092152163526,0,4.440892098500626e-16,4,4,1.5558474331211607,4.774766133870916,0,0.2625205810268653,0.08896419563838215,0.15419602767922308,0.004834559026990244,0.016529003156332198,3.011135264510884,0.0030825927511782965,0.003662112330754934,80.73113599512726,415.19381139148027,,180,125,85,40,29295,8,8,0.05154390353709459,42.50840656552464,8.67092214897275,13.300000797957182,,,NOT_RECORDED_BY_FROZEN_TARGET_NEW_PLAN
llama3-8b-inst,RS,Soft,RS-P1R24-SOFT,4,SUCCESS,1,8,True,True,d866c44874892d760da97cd7ede76979ae2281c2934a83d9c10695159e88d3d3,10,16,92,0.017833709716796875,0.00296783447265625,0.06850585937499999,0.0830078125,9.869666290283202,3.1379486083984376,10,16,0.011311101913452148,0.00240325927734375,0.02871093749999998,0.07177734375,10.638688898086547,3.1840087890625,0.01862533622625051,0.022423246171092613,5,7,5,0,0,0.006522607803344727,MIXED_NOT_IDENTIFIABLE,1,10,15,91,0.0018537282943725587,0.0008754730224609375,0.0029998779296874977,0.0093994140625,12.604396271705628,0,1,0.00945737361907959,19.229806053371256,0.10384726748452522,0.07824700033481774,0,4.440892098500626e-16,4,4,1.4753252589931107,4.410155845381872,0,0.5513378805294885,0.49279657659580434,0.7246902167279502,0.009281429731393918,0.026667667588839747,4.867644086454705,0.05772878545703508,0.47321350606474455,79.02747571468353,418.25712369568646,,180,125,85,40,28782,8,8,0.06409685034304857,39.708760637789965,8.210273616015911,13.432430381886661,,,NOT_RECORDED_BY_FROZEN_TARGET_NEW_PLAN
llama3-8b-inst,RS,Soft,RS-P1R24-SOFT,5,SUCCESS,1,8,True,True,bb5f940c463a8c24798c3f75045c109b1f6752da1086e9ec5cb36de0c434c1b0,10,17,86,0.26070709228515626,0.0064544677734375,0.2730102539062491,2.53125,11.054917907714843,2.08057861328125,10,17,0.16593704223632813,0.00397491455078125,0.1724304199218744,1.6171875,11.784062957763672,2.2253433227539063,0.20168985314667226,0.29814051943831144,5,8,7,0,0,0.09477005004882813,MIXED_NOT_IDENTIFIABLE,1,10,17,84,0.0006321907043457031,0.0005550384521484375,0.001134490966796875,0.00152587890625,13.643117809295655,0,0,0.16530485153198243,18.97579702783535,0.3388794268481433,0.42095883757714564,0,4.440892098500626e-16,4,4,1.5944480120084303,4.927569399679442,0,0.4207763082181476,0.351415143217212,0.5681956596047667,0.006714239419466674,0.018931967446784936,4.195894099948683,0.004576885140106264,0.006981908120068485,81.8232920896262,419.23382022138685,,180,125,85,40,27378,8,8,0.05979814939200878,43.32384285423905,8.503786629997194,13.836698312312365,,,NOT_RECORDED_BY_FROZEN_TARGET_NEW_PLAN
llama3-8b-inst,RS,Soft,RS-P1R24-SOFT,6,SUCCESS,1,8,True,True,36f62d08abd69321360044edb1500c6afd302f7c10c546e78467e866c2ef3dd5,10,17,83,0.005390310287475586,0.004150390625,0.013385009765625,0.0135498046875,14.400859689712524,1.6973884582519532,10,18,0.02045865058898926,0.00035190582275390625,0.052050781249999976,0.11181640625,14.792041349411011,1.4840044021606444,0.037998560670530424,0.011097194021567702,3,7,6,0,1,-0.015068340301513673,BOTH_WEAK_OR_TYPED_INCOMPLETE,1,10,19,82,0.0006456136703491211,0.000553131103515625,0.0011924743652343749,0.0016937255859375,15.993104386329652,0,-1,0.01981303691864014,14.825746244722056,0.017787013668566942,0.3907952908094337,0,4.440892098500626e-16,4,4,1.520300724679346,4.661548134029161,0,0.3733140962317551,0.05738000219257806,0.09577381509673612,0.005282528826553268,0.018836891124192193,3.0260392411399635,0.006194085807085232,0.008754896684829113,83.98731935862452,413.9660308435559,,180,125,85,40,28179,8,8,0.05761928018182516,46.51525768265128,7.519714347086847,13.782313710078597,,,NOT_RECORDED_BY_FROZEN_TARGET_NEW_PLAN
llama3-8b-inst,RS,Soft,RS-P1R24-SOFT,7,SUCCESS,1,8,True,True,badf5694b025745be31e42e3bd18a603f8fde0db206462b01c0794d5bb0431fc,9,15,95,0.827914810180664,0.111572265625,1.6515624999999985,5.40625,7.618181133270264,2.4382511138916017,10,20,0.014297294616699218,0.00341796875,0.035339355468749986,0.07763671875,12.654454612731934,0.9573604583740234,0.013973838105448522,0.818811497814022,5,8,7,1,5,0.8136175155639648,MIXED_NOT_IDENTIFIABLE,1,10,20,94,0.0012120246887207032,0.0007839202880859375,0.0030120849609374997,0.003204345703125,14.62691354751587,0,0,0.013085269927978515,19.165613337944137,-0.7054953084676526,-0.3730382231226551,1,4.440892098500626e-16,4,4,1.5914269652295117,4.9111459872729295,0,0.5301291034423207,1.2223399134062471,2.0543914539688077,0.010334867359894128,0.022917576376744988,6.4646958476927665,0.008597735533825094,0.026116913994512752,85.32261904515326,415.1363533940166,,180,125,85,40,30438,8,8,0.06125642731785774,46.25074755679816,8.695349428802729,13.94844249729067,,,NOT_RECORDED_BY_FROZEN_TARGET_NEW_PLAN
llama3-8b-inst,RS,Soft,RS-P1R24-SOFT,8,SUCCESS,1,8,True,True,c363db241e2c07ca144d278b90b21023234c7c63d6bc7156eb180b7cd6ebb572,10,20,80,0.0910562515258789,0.007293701171875,0.12119140624999974,0.78125,10.66519374847412,2.8508056640625,10,20,0.004577732086181641,0.001644134521484375,0.012347412109374997,0.020751953125,12.904797267913818,2.539385986328125,0.007113266648957506,0.04270342723466456,4,8,6,0,0,0.08647851943969725,MIXED_NOT_IDENTIFIABLE,1,10,20,77,0.0018198013305664063,0.0013580322265625,0.0036849975585937496,0.004852294921875,12.060680198669434,0,0,0.002757930755615235,15.992673869683436,0.3874928485136479,0.6625549163416009,0,8.881784197001252e-16,4,4,1.5725261649073827,4.8296612096830165,0,0.44129430510277007,0.014113361036785578,0.02368156837041718,0.004528306317882159,0.01603724903325285,2.5209783558338232,0.002089736410640597,0.0021552377830260433,75.40438307635486,414.58658560272306,,180,125,85,40,28152,8,8,0.05963520240038633,37.55981149710715,7.828336915932596,13.530545804649591,,,NOT_RECORDED_BY_FROZEN_TARGET_NEW_PLAN
llama3-8b-inst,RS,Soft,RS-P1R24-SOFT,9,SUCCESS,1,8,True,True,1702d290642650ce9a2ff4a5687d48c469441e4d2b7c3f204e05d71d6918eefd,10,19,92,0.00436248779296875,0.00251007080078125,0.006707763671874994,0.021484375,11.265950012207032,1.1599510192871094,10,19,0.003970813751220703,0.002166748046875,0.007153320312499995,0.02099609375,11.210091686248779,1.1395339965820312,0.005512497527524829,0.0069833178073167804,5,8,6,0,0,0.0003916740417480467,MIXED_NOT_IDENTIFIABLE,1,10,18,89,0.0005582809448242187,0.000446319580078125,0.001175689697265625,0.001251220703125,14.924441719055176,0,1,0.003412532806396484,16.808254780870858,0.0074806055054068565,0.30410814956827975,0,8.881784197001252e-16,4,4,1.5487224555606378,4.72966427872107,0,0.549750554205644,0.06877268105241507,0.10298828487219333,0.006563024335026755,0.02332418308441539,3.558762176816318,0.00584470855368696,0.01048784095390002,80.57783000729978,416.5545305404812,,180,125,85,40,28152,8,8,0.05846376530826092,43.2946313964203,7.735195153392851,13.597884310409427,,,NOT_RECORDED_BY_FROZEN_TARGET_NEW_PLAN
llama3-8b-inst,RS,Soft,RS-P1R24-SOFT,10,SUCCESS,1,8,True,True,add78cd5df75ad1ee941a84527fba9b0a63cfde5a3338450ffbe6bc248af08d9,10,18,80,0.41249847412109375,0.0037384033203125,0.5523437499999987,3.90625,13.062501525878906,2.0559814453125,10,18,0.39250831604003905,0.00331878662109375,0.5004882812499988,3.765625,13.657491683959961,1.9088455200195313,0.43384338114410637,0.4381082183332182,7,8,7,0,0,0.0199901580810547,BOTH_WEAK_OR_TYPED_INCOMPLETE,1,10,19,79,0.0020952463150024415,0.001049041748046875,0.004394531249999998,0.0098876953125,15.485404753684998,0,-1,0.3904130697250366,16.420599193853064,0.22345094199990856,0.1745046201934354,0,4.440892098500626e-16,4,4,1.5669615527660608,4.80564208115263,0,0.5254633202902701,0.2665533002467869,0.4178087146237193,0.008734336276938558,0.026096127627232592,4.859827261506909,0.0069013351911728586,0.007921536894528281,74.71518185269088,415.3183409143239,,180,125,85,40,29439,8,8,0.06118741165846586,36.05398147087544,7.860909575596452,13.897446737624705,,,NOT_RECORDED_BY_FROZEN_TARGET_NEW_PLAN
qwen2.5-7b-inst,BG,Neutral,BG-P1R24-NEUTRAL,1,SUCCESS,1,8,True,True,20933669138b5090645da9ea81b662085081fbc7eb756f542ec90bb9f51435ac,10,19,92,0.43950042724609373,0.02508544921875,0.6357421874999987,3.984375,12.826124572753907,4.05152587890625,10,20,0.4230678558349609,0.0186767578125,0.4782714843749986,4.03125,13.080057144165039,3.9443756103515626,0.26204341591801494,0.30724487085826696,5,7,8,0,1,0.0164325714111328,MIXED_NOT_IDENTIFIABLE,1,10,20,92,0.00735931396484375,0.004852294921875,0.015765380859374997,0.017578125,15.373890686035157,0,0,0.4157085418701172,44.47911786715452,-0.16742775519378483,-0.0860280014167873,1,2.220446049250313e-16,4,4,1.5885337027244066,4.896658236577089,0,0.435220536562255,9.035160959815332,2.7212913838193624,0.3569219387781376,1.0996798311433613,39.822847767521566,0.0009754191078834351,0.000997497964084526,101.22201320715249,467.5856596492231,,180,125,85,40,25632,8,8,0.003277195617556572,60.682922495529056,6.458474917337298,15.515963134355843,,,NOT_RECORDED_BY_FROZEN_TARGET_NEW_PLAN
qwen2.5-7b-inst,BG,Neutral,BG-P1R24-NEUTRAL,2,SUCCESS,1,8,True,True,d926188b4b11b462acfbf3c3cb3623bbd37a6043dc2673072e40004eb2e0e22a,10,17,76,0.4519073486328125,0.097900390625,1.1265624999999992,2.96875,11.121530151367187,2.8119140625,10,17,0.2881889343261719,0.0330810546875,0.8324218749999996,1.890625,12.896186065673827,2.48671875,0.32802412474993614,0.37128039887174963,8,8,8,0,0,0.16371841430664064,BOTH_WEAK_OR_TYPED_INCOMPLETE,1,10,20,76,0.02397918701171875,0.0174560546875,0.04121093749999998,0.0869140625,15.872895812988281,0,-3,0.2642097473144531,45.21289167634351,0.41783771131886166,0.08183076025416083,0,8.881784197001252e-16,4,4,1.5691778539077288,4.803443628205039,0,0.5111197442376034,75.24275483823747,18.913760680595285,0.7369754500102972,2.1752125599964205,76.65077990387903,0.01860739888759749,0.14351957394342962,100.0427047079429,472.75350071303546,,180,125,85,40,26865,8,8,0.0031616874039173126,58.48871925380081,7.09669317305088,15.575924966484308,,,NOT_RECORDED_BY_FROZEN_TARGET_NEW_PLAN
qwen2.5-7b-inst,BG,Neutral,BG-P1R24-NEUTRAL,3,SUCCESS,1,8,True,True,38bed59f6dc2b193082c30197e61ca9cfddaaecf3e524a0dbcb358f780c4db1a,9,17,78,2.175459289550781,0.1845703125,3.707812499999995,17.25,8.007353210449219,5.1554468154907225,10,17,0.8808303833007812,0.03875732421875,1.019433593749997,8.375,11.58166961669922,4.698637199401856,1.5539342662319542,1.853701939014718,4,8,8,1,0,1.2946289062499998,BOTH_WEAK_OR_TYPED_INCOMPLETE,1,10,20,79,0.021802711486816406,0.015472412109375,0.033459472656249975,0.1005859375,15.896947288513184,0,-3,0.8590276718139648,35.44009414103705,0.8444951264653353,0.3149751102505464,0,8.881784197001252e-16,4,4,1.5751766249406456,4.833993339173075,5,1.2191945350929572,648.1459962469866,51.01860993345314,0.9243441220352915,2.1618280100269853,99.2554567709885,0.002554963769993258,0.002860091913292696,103.22566101420671,471.3449338497594,,180,125,85,40,27117,8,8,0.0032497430220246315,61.48596423026174,6.593380991369486,15.712413119152188,,,NOT_RECORDED_BY_FROZEN_TARGET_NEW_PLAN
qwen2.5-7b-inst,BG,Neutral,BG-P1R24-NEUTRAL,4,SUCCESS,1,8,True,True,d866c44874892d760da97cd7ede76979ae2281c2934a83d9c10695159e88d3d3,9,15,98,1.90897216796875,0.08935546875,9.0,9.5625,8.27852783203125,3.556298828125,9,15,1.8293701171875,0.03802490234375,8.549999999999999,9.5625,9.0800048828125,3.64658203125,1.7877489620586857,1.784592508431524,,7,8,0,0,0.07960205078124982,BOTH_WEAK_OR_TYPED_INCOMPLETE,1,10,18,90,0.01768341064453125,0.010467529296875,0.04052734374999999,0.05810546875,14.047941589355469,-1,-3,1.811686706542969,36.099657030561644,-0.1359904002863912,-0.06992127885714096,1,0.0,4,4,1.5502411142661698,4.714622366039876,0,0.5081382961914706,45.47308502227586,10.84132323180183,0.5752093829439946,1.7323441686523562,63.24836883806297,0.01966219667319282,0.14044892492933891,101.77568439207971,475.68864934984595,,180,125,85,40,26595,8,8,0.0032860934734344482,60.57352455239743,6.680267564021051,15.715496369637549,,,NOT_RECORDED_BY_FROZEN_TARGET_NEW_PLAN
qwen2.5-7b-inst,BG,Neutral,BG-P1R24-NEUTRAL,5,SUCCESS,1,8,True,True,bb5f940c463a8c24798c3f75045c109b1f6752da1086e9ec5cb36de0c434c1b0,10,18,82,1.32535400390625,0.119873046875,2.384374999999997,10.0625,7.27464599609375,3.39627685546875,10,19,1.062542724609375,0.08935546875,2.1382812499999977,7.53125,7.740582275390625,3.0947021484375,0.7426150963641703,1.0537438958883285,3,7,7,0,1,0.26281127929687487,MIXED_NOT_IDENTIFIABLE,1,10,19,77,0.026730728149414063,0.0106201171875,0.048754882812499956,0.16015625,13.773269271850586,0,0,1.035811996459961,51.186674692486726,-0.10947881992906328,-0.0332666816538768,1,0.0,4,4,1.5912907724434302,4.910317405257176,0,0.4701585452320802,16.98606924615803,5.985625034806979,0.31909530734723646,1.0709151064459639,34.742380851995264,0.0013869587459615276,0.0014463217077458432,93.43501262646168,474.02285619359463,,180,125,85,40,24858,8,8,0.0031702667474746704,53.50394779257476,6.535962904803455,15.492473990656435,,,NOT_RECORDED_BY_FROZEN_TARGET_NEW_PLAN
qwen2.5-7b-inst,BG,Neutral,BG-P1R24-NEUTRAL,6,SUCCESS,1,8,True,True,36f62d08abd69321360044edb1500c6afd302f7c10c546e78467e866c2ef3dd5,10,15,85,0.473980712890625,0.0653076171875,0.6433593749999987,3.9375,11.613519287109375,4.065935516357422,10,15,0.455950927734375,0.03302001953125,0.5672851562499985,4.1875,12.519049072265625,3.6459976196289063,0.3519156905822456,0.2970971681177616,8,7,8,0,0,0.018029785156249978,BOTH_WEAK_OR_TYPED_INCOMPLETE,1,10,19,85,0.06885604858398438,0.0149993896484375,0.23183593749999998,0.33203125,12.884268951416015,0,-4,0.38709487915039065,52.25795911320022,0.8055367454886435,0.20410790942079612,0,1.7763568394002505e-15,4,4,1.5834671262804252,4.872091261584769,0,0.5279236171660135,40.59555594778817,7.2066805258488245,0.43483772211811356,1.4798068605505224,47.51102880070512,0.0012000388200271261,0.0012197259045050811,86.8790573766455,474.0439530964941,,180,125,85,40,25659,8,8,0.002932552248239517,44.952048590406775,6.33447362203151,15.569049319252372,,,NOT_RECORDED_BY_FROZEN_TARGET_NEW_PLAN
qwen2.5-7b-inst,BG,Neutral,BG-P1R24-NEUTRAL,7,SUCCESS,1,8,True,True,badf5694b025745be31e42e3bd18a603f8fde0db206462b01c0794d5bb0431fc,9,16,96,1.6835205078125,0.27880859375,3.1937499999999974,9.4375,8.680035400390626,4.067236328125,9,17,0.99593505859375,0.15576171875,2.4593749999999983,6.59375,9.881396484375,3.55625,0.9743498777970672,1.4692854542285203,,8,6,0,1,0.68758544921875,BOTH_WEAK_OR_TYPED_INCOMPLETE,1,10,17,96,0.08706283569335938,0.01727294921875,0.1316894531249998,0.609375,13.74496841430664,-1,0,0.9088722229003906,54.07757552516145,0.3773844400420785,0.05753118153076712,0,1.7763568394002505e-15,4,4,1.5581845248168027,4.750846552314284,0,0.7712245027881313,344.4794943319214,86.87993319346145,1.296558565412381,2.1901888359777093,137.0519584339877,0.00423124913055427,0.006022006552018629,92.34698255266994,475.83340593706816,,180,125,85,40,27918,8,8,0.0032689590007066727,51.706061005592346,6.5574861243367195,15.655564649961889,,,NOT_RECORDED_BY_FROZEN_TARGET_NEW_PLAN
