amplitude,central_curvature_max,central_curvature_mean,central_curvature_median,central_curvature_p90,denominator,derivative_along_GFminus_max,derivative_along_GFminus_mean,derivative_along_GFminus_median,derivative_along_GFminus_p90,entry,metric,panel,quantity,resolution
0.1,0.007113191824627591,0.00018034607381518862,2.063047531061431e-05,0.0003644991187904796,100,0.04715800379835216,-0.0007661636610470429,4.5184290686245257e-05,0.0004096151242233016,Late,RS,Past100,new_nll,full
0.1,0.009086781602828026,-0.004275447520299013,-0.0036962195919549505,0.00048494749199000896,100,0.14565395572969406,-0.027325174541642357,-0.03144223855764085,0.05241152114148513,Late,RS,Past100,true_nll,full
0.3,0.0633756515866142,-0.00044267958050369055,-0.0005705430534023433,0.004216026664105871,200,0.14096447677151433,-0.03523983842011138,-0.029350940876032912,0.03694006291220029,Late,NS,Current100,margin,curve
0.3,0.023411002566417614,7.641339673896408e-06,0.0003014098481142403,0.004230875531623263,200,0.2382665475124619,0.007384660574473042,0.0070791473072272515,0.07058775278857017,Late,NS,Current100,new_nll,curve
0.3,0.03586305735978853,-0.000435038240829794,-0.00029407607908258363,0.0031036450098819576,200,0.11782945285126614,-0.027855177845638332,-0.02318721279657386,0.03907279287836,Late,NS,Current100,true_nll,curve
0.3,0.009414700809742823,-0.0035783652296365732,-0.0028196720665107818,0.0030636699243442914,200,0.29637517498521315,-0.05506175007493521,-0.056997392206578956,0.0285512866949138,Late,PS,Current100,margin,curve
0.3,0.03640904538295095,0.0013036199682505355,0.0002886916016822808,0.003843092168369394,200,0.1974779950766414,0.008638970933408267,0.0016250266424040372,0.04582446841505639,Late,PS,Current100,new_nll,curve
0.3,0.01495569071356262,-0.002274745261386037,-0.0017934288917139693,0.004156607016775757,200,0.28699467063551637,-0.04642277914152695,-0.04120024157974411,0.045945340157115544,Late,PS,Current100,true_nll,curve
0.3,0.0017073447796422836,-0.005287730133933335,-0.004093677473816657,-0.0005082463258403547,100,0.06246140789919318,-0.06850357092591774,-0.05556024202816917,0.0035930981020012983,Late,RS,Current100,margin,curve
0.3,0.0031668295100023966,0.0001179770288361957,2.4103339671638252e-05,0.00010898952632935748,100,0.02543876775478741,0.0009093845588166144,0.00012072727663652586,0.0007242101366478766,Late,RS,Current100,new_nll,curve
0.3,0.0017467264834299583,-0.005169753105097139,-0.004060006772272512,-0.0004844720058659771,100,0.06243439137443322,-0.06759418636710114,-0.0555611926010728,0.0033649557725263742,Late,RS,Current100,true_nll,curve
0.3,0.02536658028551283,-0.00017065641018413228,-0.00035403568523151275,0.00600968926933843,200,0.19268867803566336,-0.037588874432717516,-0.025881324921013207,0.03362787473727092,Late,NS,Fixed100,margin,curve
0.3,0.01217921440813274,-0.0001702820447440085,0.00014689063065783227,0.004822904110562307,200,0.17892994367621218,0.010671175093158368,0.007179089351930594,0.07806828661493244,Late,NS,Fixed100,new_nll,curve
0.3,0.028427159550050925,-0.00034093845492814094,-0.000264741002955957,0.0038420104878065173,200,0.15777487423728348,-0.02691769933955915,-0.01914881259563629,0.03839991677502962,Late,NS,Fixed100,true_nll,curve
0.3,0.01970088104964991,-0.0021071682096931634,-0.002362577428942814,0.004665846611297276,100,0.23379821285326774,0.019491039573169677,0.011457827547835992,0.14719877706189033,Late,RS,Fixed100,margin,curve
0.3,0.026935135469521913,0.00036864849587766864,4.091092338727974e-05,0.0011532654018036887,100,0.11164967998446393,-0.01671036356850608,-0.00012418809637205352,0.0019980854375569474,Late,RS,Fixed100,new_nll,curve
0.3,0.015788274975826848,-0.0017385197138154948,-0.002029439250056898,0.004130374689085611,100,0.21811374014597082,0.002780676004663593,-0.0023040730472384877,0.1087893552989591,Late,RS,Fixed100,true_nll,curve
0.3,0.020194762039410896,-0.0006998175883936701,-0.0007255998843573696,0.004211759377619869,200,0.11685120597889075,-0.032793902122487666,-0.022650457480897692,0.04082425815210348,Late,NS,Past100,margin,curve
0.3,0.011021466139269865,8.073830923752109e-05,0.00025239045236143636,0.003952111717551832,200,0.22136497545598038,0.005782092410220188,0.008065711132005143,0.06984253306092542,Late,NS,Past100,new_nll,curve
0.3,0.011602002460363697,-0.0006190792791561491,2.2957202154381902e-05,0.003787073707535589,200,0.14785964616080466,-0.027011809712267475,-0.01896537181420871,0.04105980983842795,Late,NS,Past100,true_nll,curve
