reference_index,k,h,AD,FD,relative_error,signal,noise,resolved,match,rounded_linear_FD
57,0,0.015013250827087215,0.006392236627350157,0.006352217300503707,0.006260614113567221,9.5367431640625e-05,2.220446049250313e-16,True,True,0.006392237219599695
57,1,0.007506625413543608,0.006392236627350157,0.007114483376564152,0.11298811219280466,5.340576171875e-05,2.220446049250313e-16,True,False,0.0063942922573924366
57,2,0.003753312706771804,0.006392236627350157,0.006352217300503707,0.006260614113567221,2.384185791015625e-05,2.220446049250313e-16,True,True,0.006390079976187514
57,3,0.001876656353385902,0.006392236627350157,0.0050817738404029655,0.20500849129085383,9.5367431640625e-06,2.220446049250313e-16,True,False,0.006389938807422622
57,4,0.000938328176692951,0.006392236627350157,0.007114483376564152,0.11298811219280466,6.67572021484375e-06,2.220446049250313e-16,True,False,0.006399165446346196
57,5,0.0004691640883464755,0.006392236627350157,0.004065419072322373,0.364006793032683,1.9073486328125e-06,2.220446049250313e-16,True,False,0.00637718954523442
57,6,0.00023458204417323774,0.006392236627350157,0.01626167628928949,1.543972827869268,3.814697265625e-06,2.220446049250313e-16,True,False,0.006354925656664156
57,7,0.00011729102208661887,0.006392236627350157,0.03252335257857898,4.087945655738536,3.814697265625e-06,2.220446049250313e-16,True,False,0.006521413668534218
57,8,5.8645511043309435e-05,0.006392236627350157,0.08130838144644745,11.71986413934634,4.76837158203125e-06,2.220446049250313e-16,True,False,0.006390346324262468
57,9,2.9322755521654717e-05,0.006392236627350157,0.0,1.0,0.0,2.220446049250313e-16,False,False,0.006625212798657585
57,10,1.4661377760827359e-05,0.006392236627350157,0.06504670515715796,9.175891311477072,9.5367431640625e-07,2.220446049250313e-16,True,False,0.0057212901341797545
57,11,7.330688880413679e-06,0.006392236627350157,0.3902802309429478,60.05534786886243,2.86102294921875e-06,2.220446049250313e-16,True,False,0.0044326350224133
125,0,0.015013250827087215,0.003802455500175708,0.00412894124532741,0.0858618188001452,6.198883056640625e-05,2.220446049250313e-16,True,False,0.0038012258375620836
125,1,0.007506625413543608,0.003802455500175708,0.00368428603429215,0.031077146301409012,2.765655517578125e-05,2.220446049250313e-16,True,False,0.0038015758536122193
125,2,0.003753312706771804,0.003802455500175708,0.0030490643042417795,0.19813281073220051,1.1444091796875e-05,2.220446049250313e-16,True,False,0.003807137123641202
125,3,0.001876656353385902,0.003802455500175708,0.0025408869202014827,0.3317773422768338,4.76837158203125e-06,2.220446049250313e-16,True,False,0.003801804049337696
125,4,0.000938328176692951,0.003802455500175708,0.0020327095361611864,0.465421873821467,1.9073486328125e-06,2.220446049250313e-16,True,False,0.003775523921552053
125,5,0.0004691640883464755,0.003802455500175708,0.006098128608483559,0.603734378535599,2.86102294921875e-06,2.220446049250313e-16,True,False,0.003790069462340124
125,6,0.00023458204417323774,0.003802455500175708,0.0,1.0,0.0,2.220446049250313e-16,False,False,0.003722834210826054
125,7,0.00011729102208661887,0.003802455500175708,0.03252335257857898,7.553250018856527,3.814697265625e-06,2.220446049250313e-16,True,False,0.00387815926933241
125,8,5.8645511043309435e-05,0.003802455500175708,-0.03252335257857898,9.553250018856529,1.9073486328125e-06,2.220446049250313e-16,True,False,0.004255295271577882
125,9,2.9322755521654717e-05,0.003802455500175708,0.09757005773573695,24.659750056569585,2.86102294921875e-06,2.220446049250313e-16,True,False,0.003970027031452741
125,10,1.4661377760827359e-05,0.003802455500175708,0.3902802309429478,101.63900022627833,5.7220458984375e-06,2.220446049250313e-16,True,False,0.0042995411311173275
125,11,7.330688880413679e-06,0.003802455500175708,-0.13009341031431593,35.213000075426116,9.5367431640625e-07,2.220446049250313e-16,True,False,0.0033086419703843477
332,0,0.015013250827087215,-0.006082868681307479,-0.006161650781488596,0.012951471469902491,9.250640869140625e-05,2.220446049250313e-16,True,False,-0.0060825466636252115
332,1,0.007506625413543608,-0.006082868681307479,-0.006225172954493633,0.02339427014484983,4.673004150390625e-05,2.220446049250313e-16,True,False,-0.006080170299712279
332,2,0.003753312706771804,-0.006082868681307479,-0.005844039916463411,0.039262521904834764,2.193450927734375e-05,2.220446049250313e-16,True,False,-0.006082154239070777
332,3,0.001876656353385902,-0.006082868681307479,-0.004573596456362669,0.24811849540378378,8.58306884765625e-06,2.220446049250313e-16,True,False,-0.006089174029417221
332,4,0.000938328176692951,-0.006082868681307479,-0.008130838144644745,0.3366782303932733,7.62939453125e-06,2.220446049250313e-16,True,False,-0.006055270946376907
332,5,0.0004691640883464755,-0.006082868681307479,0.0,1.0,0.0,2.220446049250313e-16,False,False,-0.006114504987345219
332,6,0.00023458204417323774,-0.006082868681307479,0.012196257216967118,3.00501734558991,2.86102294921875e-06,2.220446049250313e-16,True,False,-0.0060681218873234926
332,7,0.00011729102208661887,-0.006082868681307479,0.008130838144644745,2.3366782303932734,9.5367431640625e-07,2.220446049250313e-16,True,False,-0.006057669767294161
332,8,5.8645511043309435e-05,-0.006082868681307479,-0.03252335257857898,4.3467129215730935,1.9073486328125e-06,2.220446049250313e-16,True,False,-0.006409681274559585
332,9,2.9322755521654717e-05,-0.006082868681307479,-0.09757005773573695,15.04013876471928,2.86102294921875e-06,2.220446049250313e-16,True,False,-0.0059717163769817255
332,10,1.4661377760827359e-05,-0.006082868681307479,-0.13009341031431593,20.386851686292374,1.9073486328125e-06,2.220446049250313e-16,True,False,-0.005735536562400068
332,11,7.330688880413679e-06,-0.006082868681307479,0.13009341031431593,22.386851686292374,9.5367431640625e-07,2.220446049250313e-16,True,False,-0.006873494909513922
337,0,0.015013250827087215,42.328316060881164,42.331620745767744,7.807267555426178e-05,0.6355352401733398,2.220446049250313e-16,True,True,42.32831532086461
