cell_id,model,writer_family,arm,layer,weight_name,terminal_net_frobenius_squared,terminal_net_energy_share,sum_applied_update_frobenius_squared,sum_resolution_stable_path_increment_frobenius_squared,visit_count,factor_rank_mean,factor_rank_min
0,llama3-8b-inst,MEMIT,O,4,model.layers.4.mlp.down_proj.weight,6.8633090909231527,0.090853794832409296,6.8633090909231527,6.8633090909231527,1,,
0,llama3-8b-inst,MEMIT,O,5,model.layers.5.mlp.down_proj.weight,6.8218213755147303,0.090304596722015698,6.8218213755147303,6.8218213755147303,1,,
0,llama3-8b-inst,MEMIT,O,6,model.layers.6.mlp.down_proj.weight,9.0293892004526075,0.11952751406239687,9.0293892004526075,9.0293892004526075,1,,
0,llama3-8b-inst,MEMIT,O,7,model.layers.7.mlp.down_proj.weight,15.293770961372047,0.20245294372301978,15.293770961372047,15.293770961372047,1,,
0,llama3-8b-inst,MEMIT,O,8,model.layers.8.mlp.down_proj.weight,37.534058522737134,0.49686115066015835,37.534058522737134,37.534058522737134,1,,
0,llama3-8b-inst,MEMIT,QCL,4,model.layers.4.mlp.down_proj.weight,3.2904210190163337,0.060699793274101313,0.91966566826257412,3.6786626730502965,4,100,100
0,llama3-8b-inst,MEMIT,QCL,5,model.layers.5.mlp.down_proj.weight,3.5208474201904236,0.064950566909246568,0.98055253816129295,3.9222101526451718,4,100,100
0,llama3-8b-inst,MEMIT,QCL,6,model.layers.6.mlp.down_proj.weight,5.0327458468638016,0.092841198965185764,1.3993857204364719,5.5975428817458877,4,100,100
0,llama3-8b-inst,MEMIT,QCL,7,model.layers.7.mlp.down_proj.weight,9.8459168462820443,0.18163180751318467,2.7400159466536858,10.960063786614743,4,100,100
0,llama3-8b-inst,MEMIT,QCL,8,model.layers.8.mlp.down_proj.weight,32.518178014870017,0.59987663333828167,9.0921754156459507,36.368701662583803,4,100,100
0,llama3-8b-inst,MEMIT,NQFIX,4,model.layers.4.mlp.down_proj.weight,54.649295573478128,0.32390846933526835,19.132146290084727,76.528585160338906,4,100,100
0,llama3-8b-inst,MEMIT,NQFIX,5,model.layers.5.mlp.down_proj.weight,38.897157411862381,0.23054494274000881,13.226158060783346,52.904632243133385,4,100,100
0,llama3-8b-inst,MEMIT,NQFIX,6,model.layers.6.mlp.down_proj.weight,30.764828389637032,0.18234431694826186,10.356323189952981,41.425292759811924,4,100,100
0,llama3-8b-inst,MEMIT,NQFIX,7,model.layers.7.mlp.down_proj.weight,25.258953737516538,0.14971078686876887,8.3782534506471364,33.513013802588546,4,100,100
0,llama3-8b-inst,MEMIT,NQFIX,8,model.layers.8.mlp.down_proj.weight,19.148093511732796,0.11349148410769196,6.2559960420537681,25.023984168215073,4,100,100
0,llama3-8b-inst,MEMIT,ORBFH,4,model.layers.4.mlp.down_proj.weight,1.1793504355960804,0.016473607487980556,0.61528434637926577,2.4611373855170631,4,100,100
0,llama3-8b-inst,MEMIT,ORBFH,5,model.layers.5.mlp.down_proj.weight,3.8239714536420499,0.053414661894538688,1.5331519076615094,6.1326076306460395,4,100,100
0,llama3-8b-inst,MEMIT,ORBFH,6,model.layers.6.mlp.down_proj.weight,11.31566141610868,0.15806138617453711,3.785861558613,15.143446234452002,4,100,100
0,llama3-8b-inst,MEMIT,ORBFH,7,model.layers.7.mlp.down_proj.weight,30.77896768392575,0.42993211958577571,8.991351443725824,35.965405774903296,4,100,100
0,llama3-8b-inst,MEMIT,ORBFH,8,model.layers.8.mlp.down_proj.weight,24.492344970890144,0.34211822485716792,7.0797124723125631,28.318849889250252,4,100,100
0,llama3-8b-inst,MEMIT,JAC,4,model.layers.4.mlp.down_proj.weight,0.56444524540829,0.0075283100739191909,0.52845121450639698,2.1138048580255879,4,100,100
0,llama3-8b-inst,MEMIT,JAC,5,model.layers.5.mlp.down_proj.weight,2.4476872413026149,0.032646122305756808,1.4129446053585506,5.6517784214342006,4,100,100
0,llama3-8b-inst,MEMIT,JAC,6,model.layers.6.mlp.down_proj.weight,9.9592146613406101,0.13283140689591685,4.0075611260527895,16.030244504211158,4,100,100
0,llama3-8b-inst,MEMIT,JAC,7,model.layers.7.mlp.down_proj.weight,32.151837933523439,0.42882636957084502,10.462480686945039,41.849922747780155,4,100,100
0,llama3-8b-inst,MEMIT,JAC,8,model.layers.8.mlp.down_proj.weight,29.853169487524681,0.39816779115356205,9.9670328127012446,39.868131250804979,4,100,100
1,llama3-8b-inst,AlphaEdit,O,4,model.layers.4.mlp.down_proj.weight,8.4017509084663615,0.087142975801780195,8.4017509084663615,8.4017509084663615,1,,
1,llama3-8b-inst,AlphaEdit,O,5,model.layers.5.mlp.down_proj.weight,9.1756184416914355,0.095169531272933261,9.1756184416914355,9.1756184416914355,1,,
1,llama3-8b-inst,AlphaEdit,O,6,model.layers.6.mlp.down_proj.weight,12.800644388799512,0.13276830703184556,12.800644388799512,12.800644388799512,1,,
1,llama3-8b-inst,AlphaEdit,O,7,model.layers.7.mlp.down_proj.weight,22.253355643272322,0.23081184546615779,22.253355643272322,22.253355643272322,1,,
1,llama3-8b-inst,AlphaEdit,O,8,model.layers.8.mlp.down_proj.weight,43.78203435070472,0.45410734042728329,43.78203435070472,43.78203435070472,1,,
1,llama3-8b-inst,AlphaEdit,QCL,4,model.layers.4.mlp.down_proj.weight,2.7096096623439112,0.047287135316292986,0.87122581000201138,3.4849032400080455,4,100,100
1,llama3-8b-inst,AlphaEdit,QCL,5,model.layers.5.mlp.down_proj.weight,3.1588994387227491,0.055127979238245521,1.0037740239068986,4.0150960956275945,4,100,100
1,llama3-8b-inst,AlphaEdit,QCL,6,model.layers.6.mlp.down_proj.weight,4.7901999728705142,0.083596850667150113,1.5072598989772157,6.0290395959088627,4,100,100
1,llama3-8b-inst,AlphaEdit,QCL,7,model.layers.7.mlp.down_proj.weight,10.600001476101584,0.18498742129511261,3.3176108940775419,13.270443576310168,4,100,100
1,llama3-8b-inst,AlphaEdit,QCL,8,model.layers.8.mlp.down_proj.weight,36.042490806734989,0.6290006134831988,11.315879471262637,45.263517885050547,4,100,100
1,llama3-8b-inst,AlphaEdit,NQFIX,4,model.layers.4.mlp.down_proj.weight,41.584439888476965,0.29313643129360062,18.689377241309487,74.757508965237946,4,100,100
1,llama3-8b-inst,AlphaEdit,NQFIX,5,model.layers.5.mlp.down_proj.weight,33.21001314286579,0.23410354358556201,14.309948986233513,57.239795944934052,4,100,100
1,llama3-8b-inst,AlphaEdit,NQFIX,6,model.layers.6.mlp.down_proj.weight,27.37873815466542,0.19299780440723172,11.431281469621657,45.725125878486629,4,100,100
1,llama3-8b-inst,AlphaEdit,NQFIX,7,model.layers.7.mlp.down_proj.weight,23.28211928582428,0.16411997801825878,9.4740869149307088,37.896347659722835,4,100,100
1,llama3-8b-inst,AlphaEdit,NQFIX,8,model.layers.8.mlp.down_proj.weight,16.405050265201552,0.11564224269534694,6.5064554958431939,26.025821983372776,4,100,100
1,llama3-8b-inst,AlphaEdit,ORBFH,4,model.layers.4.mlp.down_proj.weight,0.61704116581353041,0.010902077059359047,0.37064299085550856,1.482571963422034,4,100,100
1,llama3-8b-inst,AlphaEdit,ORBFH,5,model.layers.5.mlp.down_proj.weight,1.8313157294512703,0.032356261313896732,0.87682034205384063,3.5072813682153621,4,100,100
