cell_id,model,writer_family,status,request_case_id,request_sha256,official_wrapper_direct_exact_fidelity,residual_scaling_max_abs_error,jvp_fd_epsilon_count,jvp_fd_allclose_count,jvp_fd_min_cosine,jvp_fd_max_abs_error,jvp_fd_max_relative_l2_error,state_changed_key_observed,inner_persistent_mutation_count,algorithmic_retry_count,w0_pointer_bytes_restore_pass,orbhit_direct_prefix_identity_status,outcome_comparison_blocking_gate_count,scientific_selection_influence_count
0,llama3-8b-inst,MEMIT,FAST_RUNTIME_PREAMBLE_PASS,19795,285a3add6f31d8546b0d76689a016bc0f9f7d8e58c95f54e87bba48ad5cabc65,True,0,3,3,0.99999925639122467,9.231269359588623e-05,0.0012289189663906392,True,0,0,True,ORBHit_IDENTITY_PASS,0,0
1,llama3-8b-inst,AlphaEdit,FAST_RUNTIME_PREAMBLE_PASS,19795,285a3add6f31d8546b0d76689a016bc0f9f7d8e58c95f54e87bba48ad5cabc65,True,0,3,3,0.9999996612277855,0.00011850893497467041,0.00082368666338779393,True,0,0,True,ORBHit_IDENTITY_PASS,0,0
2,qwen2.5-7b-inst,MEMIT,FAST_RUNTIME_PREAMBLE_PASS,19795,285a3add6f31d8546b0d76689a016bc0f9f7d8e58c95f54e87bba48ad5cabc65,True,0,3,3,0.99999957015732299,0.003662109375,0.00093250385108717328,True,0,0,True,ORBHit_IDENTITY_PASS,0,0
3,qwen2.5-7b-inst,AlphaEdit,FAST_RUNTIME_PREAMBLE_PASS,19795,285a3add6f31d8546b0d76689a016bc0f9f7d8e58c95f54e87bba48ad5cabc65,True,0,3,3,0.99999987401558077,0.0015076398849487305,0.00050217431353598155,True,0,0,True,ORBHit_IDENTITY_PASS,0,0
