cell,N,node,V,V_exit,barrier,finite_barrier_increment,affine_reference_increment,affine_reference_defect,model_error,finite_defect_is_exclusion
0,2,0,0.4999999349142265,0.003503857233544251,0.44473891065581506,0.44473891065581506,0.44501992111628846,-0.0002810104604734076,0.02622808132599431,False
0,2,1,0.003503857233544251,1.457984427598521e-05,0.44782801157176066,0.0030891009159456084,0.0030891614559861932,-6.05400405848111e-08,6.369751529090921e-05,False
0,4,0,0.4999999349142265,0.14074959545924548,0.3333717559425474,0.3333717559425474,0.33376494083721636,-0.0003931848946689409,0.005187334730696137,False
0,4,1,0.14074959545924548,0.03959387949103296,0.4270882755946322,0.09371651965208477,0.09376975059442269,-5.3230942337917364e-05,0.0012438828487795445,False
0,4,2,0.03959387949103296,0.0111356667827118,0.4534230628885653,0.026334787293933126,0.02634174321702015,-6.955923087022947e-06,0.00030165314770404385,False
0,4,3,0.0111356667827118,0.0031320436951561667,0.46082297328303573,0.00739991039447041,0.00740088144479877,-9.7105032835932e-07,7.646538756170645e-05,False
0,8,0,0.4999999349142265,0.29246485464078187,0.19459578851722784,0.19459578851722784,0.1946962154883762,-0.00010042697114837074,0.0011638850425914888,False
0,8,1,0.29246485464078187,0.17108556376011153,0.3083504651348574,0.11375467661762959,0.11380472990148796,-5.00532838583756e-05,0.0006655464341892392,False
0,8,2,0.17108556376011153,0.10008714847941774,0.3748580751223555,0.0665076099874981,0.06653053315989028,-2.2923172392178004e-05,0.00037535097924209913,False
0,8,3,0.10008714847941774,0.058555088496881985,0.4137468904862288,0.038888815363873286,0.03889885671972453,-1.0041355851246603e-05,0.00020862205187686725,False
0,8,4,0.058555088496881985,0.034258884928329125,0.4364882766826531,0.022741386196424296,0.022745807780487987,-4.421584063690753e-06,0.00011708477077299398,False
0,8,5,0.034258884928329125,0.020044920088073896,0.44978814653387417,0.013299869851221058,0.013301829933113792,-1.9600818927344166e-06,6.648454486276658e-05,False
0,8,6,0.020044920088073896,0.011728902692570415,0.45756699345146407,0.007778846917589899,0.0077797106345659705,-8.637169760716476e-07,3.768241212698471e-05,False
0,8,7,0.011728902692570415,0.006863288924651151,0.4621170503223618,0.004550056870897712,0.004550442777498956,-3.8590660124404597e-07,2.1880217346524852e-05,False
1,2,0,0.4999999349142265,0.000297086857747819,0.48407547034807474,0.48407547034807474,0.48411139334011266,-3.592299203791782e-05,0.009355897859786246,False
1,2,1,0.000297086857747819,9.128760083015017e-08,0.4843628805041723,0.00028741015609756726,0.00028741034274994777,-1.8665238050909888e-10,3.142787902048316e-06,False
1,4,0,0.4999999349142265,0.12934937448968173,0.36283687157034283,0.36283687157034283,0.3630835450050845,-0.00024667343474166215,0.002172832091521655,False
1,4,1,0.12934937448968173,0.03343239525247118,0.4567189189959553,0.09388204742561246,0.09391249258025888,-3.044515464642461e-05,0.0005261476872027307,False
1,4,2,0.03343239525247118,0.008637423576576757,0.48098601229986937,0.024267093303914078,0.024270823532841712,-3.7302289276341938e-06,0.00012681110680122005,False
1,4,3,0.008637423576576757,0.002231083121739178,0.48725567718586094,0.006269664885991566,0.006270129845821988,-4.64959830422107e-07,3.138754239697846e-05,False
1,8,0,0.4999999349142265,0.2843822592325006,0.21171083125462492,0.21171083125462492,0.21179873458629928,-8.790333167435493e-05,0.000522582663763092,False
1,8,1,0.2843822592325006,0.16173699963569296,0.33212719350846154,0.12041636225383662,0.12045368334740057,-3.732109356395508e-05,0.00029368294100546,False
1,8,2,0.16173699963569296,0.09198078034162412,0.40061274392721186,0.06848555041875032,0.06850136067829335,-1.5810259543030947e-05,0.00016488889868236255,False
1,8,3,0.09198078034162412,0.05230817406414527,0.4395613735359112,0.038948629608699326,0.03895519630852589,-6.566699826564271e-06,9.082800935463244e-05,False
1,8,4,0.05230817406414527,0.02974621947843862,0.4617110186249299,0.022149645089018732,0.022152419355558724,-2.774266539991993e-06,5.10640088347717e-05,False
1,8,5,0.02974621947843862,0.016915562685095926,0.474306938697064,0.01259592007213406,0.012597089806601855,-1.1697344677961269e-06,2.884088996012695e-05,False
1,8,6,0.016915562685095926,0.00961911654548974,0.48146977603557173,0.007162837338507755,0.007163319871197888,-4.825326901328891e-07,1.6360703142834125e-05,False
1,8,7,0.00961911654548974,0.0054699153860559915,0.48554294261694014,0.004073166581368415,0.004073375841151125,-2.0925978271024714e-07,1.0218517560126312e-05,False
2,2,0,0.4999999673428295,0.0030584772971024147,0.4560458530094563,0.4560458530094563,0.456940537453846,-0.0008946844443896707,1.4665960562104992,False
2,2,1,0.0030584772971024147,1.1687385227545479e-05,0.45883136774254896,0.002785514733092631,0.0027855073165646144,7.416528016723767e-09,0.0051787516229886265,False
2,4,0,0.4999999673428295,0.1385908314205595,0.3409613174041346,0.3409613174041346,0.3427054030903845,-0.0017440856862498966,0.30070584164338543,False
2,4,1,0.1385908314205595,0.03815914808495144,0.43549302763767533,0.09453171023354073,0.09469929905286081,-0.0001675888193200803,0.05526415081453221,False
2,4,2,0.03815914808495144,0.010484136177779211,0.46151829774445396,0.02602527010677863,0.026043258270430223,-1.798816365159231e-05,0.011456704548072303,False
2,4,3,0.010484136177779211,0.002878352766460722,0.46866766292502915,0.0071493651805751846,0.007151542001863433,-2.1768212882487814e-06,0.0026830256246064823,False
2,8,0,0.4999999673428295,0.2904194337204589,0.19935662436330287,0.19935662436330287,0.1999114851360576,-0.0005548607727547394,0.06687508591427686,False
2,8,1,0.2904194337204589,0.16863456936863044,0.31509240779057107,0.1157357834272682,0.11595202896485063,-0.00021624553758242682,0.03409575043730798,False
2,8,2,0.16863456936863044,0.09789897699177097,0.38227021836986674,0.06717781057929567,0.06726226560554979,-8.445502625412105e-05,0.01746991225901204,False
2,8,3,0.09789897699177097,0.05682675438640558,0.4212584543312307,0.03898823596136397,0.03902158848204465,-3.335252068067951e-05,0.009065061724058717,False
2,8,4,0.05682675438640558,0.03298313716756773,0.44388470860518353,0.022626254273952817,0.022639616535918988,-1.336226196617038e-05,0.0047830470302916706,False
2,8,5,0.03298313716756773,0.01914291148628805,0.45701511766989994,0.013130409064716408,0.013135800898466337,-5.391833749928895e-06,0.0025415676489556707,False
2,8,6,0.01914291148628805,0.011109954898356898,0.4646347140675044,0.007619596397604456,0.007621862528614912,-2.2661310104567234e-06,0.0014111668212942984,False
2,8,7,0.011109954898356898,0.00644771697936005,0.4690564386681128,0.004421724600608412,0.004422640523162463,-9.159225540511517e-07,0.0007539499579632131,False
3,2,0,0.4999999673428295,0.0011003930816532316,0.4730795755015856,0.4730795755015856,0.4733690366038928,-0.0002894611023072091,0.7833362573291672,False
3,2,1,0.0011003930816532316,1.685352210458842e-06,0.47412046045821804,0.0010408849566324596,0.0010408766942862446,8.262346214973557e-09,0.000835809524081932,False
