family,cohort,t,n,clusters,replicates,seed,delta_C_low,delta_C_high,weak_low,weak_high
BASE_ALPHAEDIT,U001_005,60,388,388,2000,20260924,-9.217293816395841,-8.04448640863282,0.9266820008807023,0.9733766968325791
BASE_ALPHAEDIT,U001_005,70,387,387,2000,20260924,-12.809090452788977,-11.551290850044058,0.9668846670040264,0.9965635738831615
BASE_ALPHAEDIT,U001_005,80,386,386,2000,20260924,-15.470162653406563,-14.253987306355047,0.979253112033195,1.0
BASE_ALPHAEDIT,U001_005,90,386,386,2000,20260924,-16.8797859115579,-15.72193410879974,1.0,1.0
BASE_ALPHAEDIT,U001_005,100,386,386,2000,20260924,-17.460785892512867,-16.363935535115896,1.0,1.0
BASE_ALPHAEDIT,U005_010,10,499,499,2000,20260924,0.0,0.0,0.0,0.0
BASE_ALPHAEDIT,U005_010,20,492,492,2000,20260924,-0.03685603777121971,0.37407307343860896,0.3780487804878049,0.4654471544715447
BASE_ALPHAEDIT,U005_010,30,489,489,2000,20260924,-1.3051719176010088,-0.6248057725751697,0.5309885470870319,0.6188524590163934
BASE_ALPHAEDIT,U005_010,40,488,488,2000,20260924,-2.6879994042074378,-1.8530897942910427,0.6163522012578616,0.7010526315789474
BASE_ALPHAEDIT,U005_010,50,486,486,2000,20260924,-4.431504441811814,-3.4387776184247487,0.7040997641241332,0.7841911764705882
BASE_ALPHAEDIT,U005_010,60,485,485,2000,20260924,-7.385973461909707,-6.3139608455812875,0.8372079688500107,0.8993189813725699
BASE_ALPHAEDIT,U005_010,70,485,485,2000,20260924,-11.47409117548924,-10.253738572414614,0.9104819373401535,0.9596779271959048
BASE_ALPHAEDIT,U005_010,80,482,482,2000,20260924,-14.834774164521972,-13.670893708489706,0.9567694346053301,0.9907699386503067
BASE_ALPHAEDIT,U005_010,90,482,482,2000,20260924,-16.6152575568892,-15.562119237671359,1.0,1.0
BASE_ALPHAEDIT,U005_010,100,481,481,2000,20260924,-17.285979391556424,-16.2594966890627,0.9814814814814815,1.0
BASE_ALPHAEDIT,U010_020,20,992,992,2000,20260924,0.0,0.0,0.0,0.0
BASE_ALPHAEDIT,U010_020,30,986,986,2000,20260924,-0.3780642181467383,-0.09637354123383926,0.46842148521095456,0.5300101729399797
BASE_ALPHAEDIT,U010_020,40,978,978,2000,20260924,-1.5723950174991534,-1.1028038574761163,0.5836776859504132,0.6460284243651977
BASE_ALPHAEDIT,U010_020,50,977,977,2000,20260924,-3.1613038602385144,-2.5436302585266293,0.6736119316941758,0.731657462801043
BASE_ALPHAEDIT,U010_020,60,973,973,2000,20260924,-5.75082314490182,-5.056026889832673,0.7832304873648456,0.8340660556257902
BASE_ALPHAEDIT,U010_020,70,968,968,2000,20260924,-9.111783890235104,-8.333223149633291,0.8923821039903265,0.9315081514662221
BASE_ALPHAEDIT,U010_020,80,967,967,2000,20260924,-12.425581598881882,-11.570098713493575,0.9362583629678742,0.9684372854599943
BASE_ALPHAEDIT,U010_020,90,963,963,2000,20260924,-14.499663048625674,-13.684031069336275,0.9767808213508167,0.9948717948717949
BASE_ALPHAEDIT,U010_020,100,960,960,2000,20260924,-15.488904874290029,-14.71980977088261,0.9903656236748722,1.0
BASE_ALPHAEDIT,U020_030,30,994,994,2000,20260924,0.0,0.0,0.0,0.0
BASE_ALPHAEDIT,U020_030,40,987,987,2000,20260924,-0.40058824602903903,-0.14305976390449499,0.4604442376193539,0.5223577235772358
BASE_ALPHAEDIT,U020_030,50,981,981,2000,20260924,-1.5516063086793697,-1.0909205194574947,0.5681748035914703,0.6300130943254764
BASE_ALPHAEDIT,U020_030,60,976,976,2000,20260924,-3.8542818615772525,-3.2336346515879515,0.7225142203501441,0.781253382034632
BASE_ALPHAEDIT,U020_030,70,975,975,2000,20260924,-7.153516131761187,-6.4059796284642125,0.8343144796380091,0.8824278254143103
BASE_ALPHAEDIT,U020_030,80,972,972,2000,20260924,-10.426681680898254,-9.630713300359956,0.9306597054886211,0.9626679094540612
BASE_ALPHAEDIT,U020_030,90,970,970,2000,20260924,-12.695216693947982,-11.920311922676483,0.9692774745350692,0.9905515525181994
BASE_ALPHAEDIT,U020_030,100,969,969,2000,20260924,-13.710200678365142,-12.941311962369184,0.9852636119041263,0.9982668977469671
BASE_ALPHAEDIT,U030_040,40,995,995,2000,20260924,0.0,0.0,0.0,0.0
BASE_ALPHAEDIT,U030_040,50,988,988,2000,20260924,-0.6575070954837406,-0.3736308855976456,0.5096251266464032,0.5709975222216724
BASE_ALPHAEDIT,U030_040,60,984,984,2000,20260924,-2.3872365040610024,-1.9155230924967959,0.6443224725298036,0.7040082219938335
BASE_ALPHAEDIT,U030_040,70,984,984,2000,20260924,-5.196241246374607,-4.549212321017519,0.7812831542437433,0.8326039387308534
BASE_ALPHAEDIT,U030_040,80,979,979,2000,20260924,-8.575647076805232,-7.822083621842622,0.8775213816419568,0.9188903823132986
BASE_ALPHAEDIT,U030_040,90,976,976,2000,20260924,-11.2515746454897,-10.457243124040366,0.9309799277930509,0.9637480817240218
BASE_ALPHAEDIT,U030_040,100,974,974,2000,20260924,-12.29691314601076,-11.53935452881051,0.9362352244490374,0.9703832752613241
BASE_ALPHAEDIT,U040_050,50,996,996,2000,20260924,0.0,0.0,0.0,0.0
BASE_ALPHAEDIT,U040_050,60,989,989,2000,20260924,-1.08623091602359,-0.818406038844597,0.6044471640453687,0.663635252168207
BASE_ALPHAEDIT,U040_050,70,986,986,2000,20260924,-3.4342127371865687,-2.9264529340657828,0.7507918913787188,0.8043933054393305
BASE_ALPHAEDIT,U040_050,80,981,981,2000,20260924,-6.803003704845585,-6.086806590167021,0.8545023799455703,0.897025171624714
BASE_ALPHAEDIT,U040_050,90,980,980,2000,20260924,-9.734992800685724,-8.957242982561377,0.9213619595372262,0.9558644809719493
BASE_ALPHAEDIT,U040_050,100,977,977,2000,20260924,-11.021716840058179,-10.290948434930465,0.9639088508844366,0.9867846254214735
BASE_ALPHAEDIT,U050_060,60,988,988,2000,20260924,0.0,0.0,0.0,0.0
BASE_ALPHAEDIT,U050_060,70,982,982,2000,20260924,-1.7018951855427442,-1.314381305701393,0.6523065843621398,0.7090271232369474
BASE_ALPHAEDIT,U050_060,80,975,975,2000,20260924,-4.366479631221809,-3.732011812419405,0.7449395866552947,0.802029239398267
BASE_ALPHAEDIT,U050_060,90,971,971,2000,20260924,-7.8600404779581865,-7.094217880882224,0.856280009355858,0.9010028243196825
BASE_ALPHAEDIT,U050_060,100,963,963,2000,20260924,-9.59999581338239,-8.834374040824008,0.9032681415710329,0.9423958708103071
BASE_ALPHAEDIT,U060_070,70,984,984,2000,20260924,0.0,0.0,0.0,0.0
BASE_ALPHAEDIT,U060_070,80,982,982,2000,20260924,-2.2207289068749194,-1.7992870720940422,0.6680284644308195,0.7274635466808009
BASE_ALPHAEDIT,U060_070,90,976,976,2000,20260924,-5.189960761628359,-4.552475412499435,0.770713274115111,0.8235343968095712
BASE_ALPHAEDIT,U060_070,100,973,973,2000,20260924,-7.411579564806582,-6.647631375387748,0.8427511987145015,0.889876582278481
BASE_ALPHAEDIT,U070_080,80,983,983,2000,20260924,0.0,0.0,0.0,0.0
BASE_ALPHAEDIT,U070_080,90,978,978,2000,20260924,-2.616736792632803,-2.1605379340181883,0.7053823709220252,0.7608517126148705
BASE_ALPHAEDIT,U070_080,100,972,972,2000,20260924,-4.860166451263211,-4.239144076360613,0.7805150153796341,0.8310385974067681
BASE_ALPHAEDIT,U080_090,90,985,985,2000,20260924,0.0,0.0,0.0,0.0
BASE_ALPHAEDIT,U080_090,100,978,978,2000,20260924,-2.19139315122504,-1.746625430029825,0.6638473303045297,0.7213472604662353
BASE_ALPHAEDIT,U090_100,100,980,980,2000,20260924,0.0,0.0,0.0,0.0
BASE_MEMIT,U000_001,1,100,100,2000,20260924,0.0,0.0,0.0,0.0
BASE_MEMIT,U000_001,5,100,100,2000,20260924,-0.7699669926513707,0.49615719745823683,0.42,0.6262626262626263
BASE_MEMIT,U000_001,10,99,99,2000,20260924,-9.214986525399947,-7.264895651439506,0.8987341772151899,0.98863955566905
BASE_MEMIT,U000_001,20,98,98,2000,20260924,-19.181859735238355,-16.94602106283753,1.0,1.0
BASE_MEMIT,U000_001,30,98,98,2000,20260924,-19.347077822759154,-17.137387642603887,1.0,1.0
BASE_MEMIT,U000_001,40,98,98,2000,20260924,-19.392773726166826,-17.173183814394612,1.0,1.0
BASE_MEMIT,U000_001,50,98,98,2000,20260924,-19.38287504571054,-17.157841865401608,1.0,1.0
BASE_MEMIT,U000_001,60,98,98,2000,20260924,-19.38864305777446,-17.168749406786734,1.0,1.0
BASE_MEMIT,U000_001,70,95,95,2000,20260924,-19.51619338851768,-17.351640924741254,1.0,1.0
BASE_MEMIT,U000_001,80,95,95,2000,20260924,-19.507503362343652,-17.3443978109164,1.0,1.0
BASE_MEMIT,U000_001,90,95,95,2000,20260924,-19.52373223715857,-17.35139827572124,1.0,1.0
BASE_MEMIT,U000_001,100,95,95,2000,20260924,-19.524969286025453,-17.35823633770395,1.0,1.0
BASE_MEMIT,U001_005,5,395,395,2000,20260924,0.0,0.0,0.0,0.0
BASE_MEMIT,U001_005,10,395,395,2000,20260924,-6.118117593578353,-5.073082119154017,0.8225762383218757,0.895030965959722
BASE_MEMIT,U001_005,20,393,393,2000,20260924,-19.11138380873772,-17.960265135510788,1.0,1.0
BASE_MEMIT,U001_005,30,393,393,2000,20260924,-19.33357298775519,-18.181552974726294,1.0,1.0
BASE_MEMIT,U001_005,40,392,392,2000,20260924,-19.35473522499922,-18.202008007853536,1.0,1.0
BASE_MEMIT,U001_005,50,391,391,2000,20260924,-19.306182331285108,-18.18136111116231,1.0,1.0
BASE_MEMIT,U001_005,60,389,389,2000,20260924,-19.33670134923685,-18.18598410412825,1.0,1.0
BASE_MEMIT,U001_005,70,388,388,2000,20260924,-19.326037521224446,-18.176779434084978,1.0,1.0
BASE_MEMIT,U001_005,80,387,387,2000,20260924,-19.383933175740175,-18.20727423713158,1.0,1.0
BASE_MEMIT,U001_005,90,387,387,2000,20260924,-19.370373393899822,-18.199653527547817,1.0,1.0
BASE_MEMIT,U001_005,100,387,387,2000,20260924,-19.368464921314644,-18.19744776117432,1.0,1.0
BASE_MEMIT,U005_010,10,494,494,2000,20260924,0.0,0.0,0.0,0.0
BASE_MEMIT,U005_010,20,487,487,2000,20260924,-17.40048994874716,-16.319624747141006,1.0,1.0
BASE_MEMIT,U005_010,30,484,484,2000,20260924,-17.712791727894984,-16.608787211688625,1.0,1.0
BASE_MEMIT,U005_010,40,483,483,2000,20260924,-17.797635840691747,-16.745576120557242,1.0,1.0
BASE_MEMIT,U005_010,50,481,481,2000,20260924,-17.76870657711629,-16.698055186561582,1.0,1.0
BASE_MEMIT,U005_010,60,480,480,2000,20260924,-17.7781458580308,-16.70056381494009,1.0,1.0
BASE_MEMIT,U005_010,70,480,480,2000,20260924,-17.753751218062213,-16.678679173087446,1.0,1.0
BASE_MEMIT,U005_010,80,477,477,2000,20260924,-17.782939046747938,-16.69428150532078,1.0,1.0
BASE_MEMIT,U005_010,90,477,477,2000,20260924,-17.768717321479823,-16.681268271274437,1.0,1.0
BASE_MEMIT,U005_010,100,476,476,2000,20260924,-17.766492869935465,-16.6910053798808,1.0,1.0
BASE_MEMIT,U010_020,20,739,739,2000,20260924,0.0,0.0,0.0,0.0
BASE_MEMIT,U010_020,30,737,737,2000,20260924,-8.273916803030197,-7.455731676810697,0.8862793994827308,0.9343362654938026
BASE_MEMIT,U010_020,40,731,731,2000,20260924,-9.50179520149247,-8.66853118750008,0.9245228925047603,0.967367864693446
BASE_MEMIT,U010_020,50,730,730,2000,20260924,-9.37009200804404,-8.535060081591537,0.9045478146490055,0.9510517970401691
BASE_MEMIT,U010_020,60,728,728,2000,20260924,-9.441721341584579,-8.592642587510221,0.9232669076727086,0.9675174013921114
BASE_MEMIT,U010_020,70,727,727,2000,20260924,-9.118203761276622,-8.248869146843973,0.8936639549436797,0.9446963568671786
BASE_MEMIT,U010_020,80,726,726,2000,20260924,-8.9761462818301,-8.142473217877107,0.9052786194111667,0.9520723216822962
BASE_MEMIT,U010_020,90,722,722,2000,20260924,-8.961958484332847,-8.096999326364418,0.8946188340807175,0.9452054794520548
BASE_MEMIT,U010_020,100,721,721,2000,20260924,-8.882448708949765,-8.047149250438702,0.8883923380398671,0.9405034324942791
BASE_MEMIT,U020_030,30,758,758,2000,20260924,0.0,0.0,0.0,0.0
BASE_MEMIT,U020_030,40,753,753,2000,20260924,-4.270726708234021,-3.7988331471006545,0.866052699707134,0.9174184217807894
BASE_MEMIT,U020_030,50,750,750,2000,20260924,-4.695075510776141,-4.150126679429756,0.8560343103369628,0.9103607956234762
BASE_MEMIT,U020_030,60,747,747,2000,20260924,-5.068979931675486,-4.551682523759425,0.8595735759846559,0.9139107556888388
BASE_MEMIT,U020_030,70,747,747,2000,20260924,-4.773392719565355,-4.248898027861585,0.85385044974258,0.9107893728361128
BASE_MEMIT,U020_030,80,745,745,2000,20260924,-4.656083185552378,-4.129453439771963,0.8394793926247288,0.9006737852518788
BASE_MEMIT,U020_030,90,743,743,2000,20260924,-4.651638710376321,-4.090259045597526,0.8129039331389342,0.8789808917197452
BASE_MEMIT,U020_030,100,743,743,2000,20260924,-4.612581023777049,-4.040095551937965,0.8021276595744681,0.8705376723057644
BASE_MEMIT,U030_040,40,517,517,2000,20260924,0.0,0.0,0.0,0.0
BASE_MEMIT,U030_040,50,512,512,2000,20260924,-1.5444689378440786,-0.9850401330207206,0.5820885954841178,0.6758906246206879
BASE_MEMIT,U030_040,60,510,510,2000,20260924,-2.1535085231387145,-1.6316916827497978,0.704,0.7937974487994349
BASE_MEMIT,U030_040,70,510,510,2000,20260924,-2.1364319828875575,-1.5975550223667265,0.6777368435296824,0.7671280309642166
BASE_MEMIT,U030_040,80,506,506,2000,20260924,-2.069812062186828,-1.4801525197920309,0.6430492852536105,0.739377199759636
BASE_MEMIT,U030_040,90,505,505,2000,20260924,-2.094565792073931,-1.451378835883628,0.5921356935255649,0.7
BASE_MEMIT,U030_040,100,504,504,2000,20260924,-1.9892775861742271,-1.3458708635003227,0.6,0.7023827782646801
BASE_MEMIT,U040_050,50,702,702,2000,20260924,0.0,0.0,0.0,0.0
BASE_MEMIT,U040_050,60,696,696,2000,20260924,-1.5002038535761015,-1.076774669491754,0.569907414293151,0.6466575678193213
BASE_MEMIT,U040_050,70,693,693,2000,20260924,-1.8716702427847731,-1.3551015931160697,0.5933134057315961,0.6756318137241808
BASE_MEMIT,U040_050,80,689,689,2000,20260924,-2.143257409170387,-1.6160265870517396,0.6451513545737564,0.7265010351966873
BASE_MEMIT,U040_050,90,688,688,2000,20260924,-2.3205662503103466,-1.7532758993671993,0.6680846593956731,0.7510827278448424
BASE_MEMIT,U040_050,100,685,685,2000,20260924,-2.2938857333068845,-1.7375571316364276,0.6645826740506329,0.7431012403620516
BASE_MEMIT,U050_060,60,768,768,2000,20260924,0.0,0.0,0.0,0.0
BASE_MEMIT,U050_060,70,763,763,2000,20260924,-1.3463761643269636,-0.9448149872041349,0.5594281150950872,0.6368033176838811
BASE_MEMIT,U050_060,80,756,756,2000,20260924,-1.761525834571335,-1.2878429681764427,0.5646817790643092,0.6426203894911949
BASE_MEMIT,U050_060,90,752,752,2000,20260924,-2.1034919935007372,-1.5647340801369942,0.580022704472253,0.6593454697053919
BASE_MEMIT,U050_060,100,747,747,2000,20260924,-2.2855269711136983,-1.7968676955081022,0.6498008415870771,0.7304707883657495
BASE_MEMIT,U060_070,70,818,818,2000,20260924,0.0,0.0,0.0,0.0
BASE_MEMIT,U060_070,80,816,816,2000,20260924,-1.3326248314461075,-0.9989529945473681,0.6182260536398467,0.6832676493226155
BASE_MEMIT,U060_070,90,811,811,2000,20260924,-2.1425729952524244,-1.6662722936812862,0.6576781655794297,0.7296875
BASE_MEMIT,U060_070,100,808,808,2000,20260924,-2.335610812513494,-1.8723289773177336,0.6719993630573249,0.7438022905825936
BASE_MEMIT,U070_080,80,872,872,2000,20260924,0.0,0.0,0.0,0.0
BASE_MEMIT,U070_080,90,867,867,2000,20260924,-1.55309177964141,-1.197690966953803,0.6470588235294118,0.7139167455061495
BASE_MEMIT,U070_080,100,861,861,2000,20260924,-1.9528368187111378,-1.5457068131068123,0.6671306817102228,0.7355876950523171
BASE_MEMIT,U080_090,90,815,815,2000,20260924,0.0,0.0,0.0,0.0
BASE_MEMIT,U080_090,100,808,808,2000,20260924,-0.8040790806125673,-0.5555605595372766,0.5759918918918918,0.6489372557533651
BASE_MEMIT,U090_100,100,778,778,2000,20260924,0.0,0.0,0.0,0.0
