family,selection,case_id,cohort,anchor,eval_t,M_b,B_b,C_b,M_t,B_t,C_t,delta_M,delta_B,delta_C,retained
BASE_ALPHAEDIT,retained_min_deltaC,15768,U060_070,70,100,26.08084205770865,-11.824280261993408,37.90512231970206,2.4467077255249023,1.056269645690918,1.3904380798339844,-23.63413433218375,12.880549907684326,-36.514684239868075,True
BASE_ALPHAEDIT,lost_max_deltaC,6904,U060_070,70,100,7.435620307922363,2.839956283569336,4.595664024353027,-0.025747299194335938,-7.061653137207031,7.035905838012695,-7.461367607116699,-9.901609420776367,2.440241813659668,False
BASE_ALPHAEDIT,retained_min_Ct,19202,U060_070,70,100,14.725493110716343,-2.2683225870132446,16.993815697729588,2.9266481399536133,12.868639945983887,-9.941991806030273,-11.79884497076273,15.136962532997131,-26.93580750375986,True
BASE_MEMIT,retained_min_deltaC,2863,U010_020,20,100,11.544182777404785,-14.373572036623955,25.91775481402874,0.7435693740844727,0.616912841796875,0.12665653228759766,-10.800613403320312,14.99048487842083,-25.791098281741142,True
BASE_MEMIT,lost_max_deltaC,427,U060_070,70,100,1.2612533569335938,-3.8404330611228943,5.101686418056488,-2.18509204685688,-13.297616481781006,11.112524434924126,-3.446345403790474,-9.457183420658112,6.010838016867638,False
BASE_MEMIT,retained_min_Ct,14314,U030_040,40,100,13.92502236366272,-1.055882453918457,14.980904817581177,0.37320518493652344,6.728243827819824,-6.355038642883301,-13.551817178726196,7.784126281738281,-21.335943460464478,True
