family,cohort_id,eval_t,n,mean_rms,p95_rms,max_rms
BASE_ALPHAEDIT,U000_001,1,100,0.0,0.0,0.0
BASE_ALPHAEDIT,U000_001,5,100,1.6644154388704282,3.4637098946945866,5.936376079588855
BASE_ALPHAEDIT,U000_001,10,100,2.4001099866382076,5.0900876110250675,6.994492586160035
BASE_ALPHAEDIT,U000_001,20,100,3.204755522801707,6.264905552246681,10.349167474999282
BASE_ALPHAEDIT,U000_001,30,100,4.477204095972986,9.276512907904262,13.93107948367191
BASE_ALPHAEDIT,U000_001,40,100,5.510131290677804,10.999118232574485,15.64465779362376
BASE_ALPHAEDIT,U000_001,50,100,6.528521039172256,12.019875219171913,16.7321303337959
BASE_ALPHAEDIT,U000_001,60,100,8.279325468567611,15.843173441135859,22.627868836447917
BASE_ALPHAEDIT,U000_001,70,100,10.446515946906315,17.421284688394724,26.159159604592396
BASE_ALPHAEDIT,U000_001,80,100,11.894346196046886,19.868769061418316,26.695849237680196
BASE_ALPHAEDIT,U000_001,90,100,12.5206985984778,19.70687909653215,27.159355010368234
BASE_ALPHAEDIT,U000_001,100,100,12.680887390339597,20.582738765747834,27.187523225743387
BASE_ALPHAEDIT,U001_005,5,400,0.0,0.0,0.0
BASE_ALPHAEDIT,U001_005,10,400,1.342092562225256,3.052910175775986,6.601826164840731
BASE_ALPHAEDIT,U001_005,20,400,2.574722668464314,5.551390293549316,10.905293877658888
BASE_ALPHAEDIT,U001_005,30,400,3.8582368191376095,7.948637036391505,16.981247735301196
BASE_ALPHAEDIT,U001_005,40,400,4.869838701337855,10.22760210021589,17.696417654873585
BASE_ALPHAEDIT,U001_005,50,400,5.904764128269188,12.3487576458703,19.842142899013457
BASE_ALPHAEDIT,U001_005,60,400,7.663172509955342,15.499588466791835,25.433429291809194
BASE_ALPHAEDIT,U001_005,70,400,10.793597118108876,19.704984105583275,27.740712360208523
BASE_ALPHAEDIT,U001_005,80,400,12.75935069158297,21.314850996003752,27.63582502269806
BASE_ALPHAEDIT,U001_005,90,400,13.486705111011055,22.21072202422302,27.152740037593908
BASE_ALPHAEDIT,U001_005,100,400,13.856780482073548,22.34699290828499,29.38674197144105
BASE_ALPHAEDIT,U005_010,10,500,0.0,0.0,0.0
BASE_ALPHAEDIT,U005_010,20,500,1.9437713683191054,4.125665828666724,8.729933941253503
BASE_ALPHAEDIT,U005_010,30,500,3.1229852882692586,7.1308274325785534,14.761517018716312
BASE_ALPHAEDIT,U005_010,40,500,4.084210604786765,8.848958899260342,17.78515022320501
BASE_ALPHAEDIT,U005_010,50,500,5.084966947974499,11.193904844701164,20.73750128230794
BASE_ALPHAEDIT,U005_010,60,500,6.981388374129558,14.358014272005612,23.793770330160044
BASE_ALPHAEDIT,U005_010,70,500,10.389067193223235,19.29740780095781,28.961350374615158
BASE_ALPHAEDIT,U005_010,80,500,12.853298232368713,22.27875211699734,28.870185541681074
BASE_ALPHAEDIT,U005_010,90,500,13.849095833883142,23.267921750096964,30.214927726477487
BASE_ALPHAEDIT,U005_010,100,500,14.230496131360644,23.84254159446459,30.790579481845864
BASE_ALPHAEDIT,U010_020,20,1000,0.0,0.0,0.0
BASE_ALPHAEDIT,U010_020,30,1000,2.0162770324613923,4.612109173296625,10.854666700908561
BASE_ALPHAEDIT,U010_020,40,1000,3.184884283718001,7.27931949334852,16.543747511479825
BASE_ALPHAEDIT,U010_020,50,1000,4.329747183025622,10.10686485477823,19.636776615219247
BASE_ALPHAEDIT,U010_020,60,1000,6.094393481298236,13.569835188211616,21.57033882144753
BASE_ALPHAEDIT,U010_020,70,1000,9.183783763690004,18.115613466400067,26.813349727553994
BASE_ALPHAEDIT,U010_020,80,1000,11.729049669754053,20.69175565435165,27.96594702734017
BASE_ALPHAEDIT,U010_020,90,1000,12.80691754385264,22.178262781141047,30.1154363590982
BASE_ALPHAEDIT,U010_020,100,1000,13.296171697328086,23.15442826231605,30.04516128707732
BASE_ALPHAEDIT,U020_030,30,1000,0.0,0.0,0.0
BASE_ALPHAEDIT,U020_030,40,1000,1.854037994372269,4.0478309814649895,12.007375153190633
BASE_ALPHAEDIT,U020_030,50,1000,3.075325865754316,7.14917798798673,16.275941609570996
BASE_ALPHAEDIT,U020_030,60,1000,4.7080089948023955,10.28727982142334,20.574642866612702
BASE_ALPHAEDIT,U020_030,70,1000,7.76018281960337,15.817226924397282,26.538812423272173
BASE_ALPHAEDIT,U020_030,80,1000,10.367220155619174,19.48760950606194,29.11426968239303
BASE_ALPHAEDIT,U020_030,90,1000,11.51617886292564,21.06671527559955,31.176326002320526
BASE_ALPHAEDIT,U020_030,100,1000,12.037561119775656,21.524400608989605,32.67205031860576
BASE_ALPHAEDIT,U030_040,40,1000,0.0,0.0,0.0
BASE_ALPHAEDIT,U030_040,50,1000,1.8382310439508127,3.8991820550560545,13.195383795429501
BASE_ALPHAEDIT,U030_040,60,1000,3.514389966468931,7.515533790285155,16.40939829445387
BASE_ALPHAEDIT,U030_040,70,1000,6.4399432727683505,13.348048387237261,24.88902426993127
BASE_ALPHAEDIT,U030_040,80,1000,9.282163737586641,17.36684891619528,25.665925009436744
BASE_ALPHAEDIT,U030_040,90,1000,10.626577511589899,19.552709679815536,27.03433947227996
