family,cohort_id,eval_t,n,mean_rms,p95_rms,max_rms
BASE_ALPHAEDIT,U030_040,100,1000,11.213136473553206,20.176789199757962,28.352342382697405
BASE_ALPHAEDIT,U040_050,50,1000,0.0,0.0,0.0
BASE_ALPHAEDIT,U040_050,60,1000,2.0801207648582234,4.588556022352681,14.050153363801012
BASE_ALPHAEDIT,U040_050,70,1000,4.9359666041806385,10.583585206559277,22.597170066439908
BASE_ALPHAEDIT,U040_050,80,1000,8.026495528778321,16.121092174496518,23.797846548025017
BASE_ALPHAEDIT,U040_050,90,1000,9.595270973807628,17.835732618612933,26.394719901800908
BASE_ALPHAEDIT,U040_050,100,1000,10.310661525188307,18.87788414683075,28.301771686207584
BASE_ALPHAEDIT,U050_060,60,1000,0.0,0.0,0.0
BASE_ALPHAEDIT,U050_060,70,1000,3.4641621801380706,7.911666747953349,15.058733096557914
BASE_ALPHAEDIT,U050_060,80,1000,6.720542963938099,13.57159410468086,25.386958635959896
BASE_ALPHAEDIT,U050_060,90,1000,8.725540836808598,16.566491269316423,26.831528215235476
BASE_ALPHAEDIT,U050_060,100,1000,9.58815997264571,17.573392534507192,27.710474365575937
BASE_ALPHAEDIT,U060_070,70,1000,0.0,0.0,0.0
BASE_ALPHAEDIT,U060_070,80,1000,3.9801474272341517,8.49101912553716,18.086130534513675
BASE_ALPHAEDIT,U060_070,90,1000,6.249378468634956,12.876383564416725,26.77644868249686
BASE_ALPHAEDIT,U060_070,100,1000,7.692524724409358,15.698581024090114,29.60877407499367
BASE_ALPHAEDIT,U070_080,80,1000,0.0,0.0,0.0
BASE_ALPHAEDIT,U070_080,90,1000,3.634030890057278,7.231123289937472,15.60973212226677
BASE_ALPHAEDIT,U070_080,100,1000,5.283870043627783,10.546969305525883,17.76725235763543
BASE_ALPHAEDIT,U080_090,90,1000,0.0,0.0,0.0
BASE_ALPHAEDIT,U080_090,100,1000,3.206984157397146,6.548786281370681,13.20840430902317
BASE_ALPHAEDIT,U090_100,100,1000,0.0,0.0,0.0
BASE_MEMIT,U000_001,1,100,0.0,0.0,0.0
BASE_MEMIT,U000_001,5,100,3.024101983362294,5.835202962653505,10.751171656102901
BASE_MEMIT,U000_001,10,100,6.6300135870130426,12.705693564474037,14.524621477212694
BASE_MEMIT,U000_001,20,100,13.58525984505964,21.37878665711094,26.84758141656998
BASE_MEMIT,U000_001,30,100,13.727031967775597,21.386696864152263,26.876133024966965
BASE_MEMIT,U000_001,40,100,13.749567296176158,21.41248649867158,26.885367689860914
BASE_MEMIT,U000_001,50,100,13.740193059698194,21.3763991323759,26.857018920582583
BASE_MEMIT,U000_001,60,100,13.746230639627532,21.389459719846613,26.873155243472333
BASE_MEMIT,U000_001,70,100,13.735649072906178,21.36113125063134,26.888843280774875
BASE_MEMIT,U000_001,80,100,13.731141404371535,21.358528944973603,26.887390460518805
BASE_MEMIT,U000_001,90,100,13.73701595426066,21.36628642419188,26.892224478713395
BASE_MEMIT,U000_001,100,100,13.738812957776325,21.337562288854098,26.895001819258766
BASE_MEMIT,U001_005,5,400,0.0,0.0,0.0
BASE_MEMIT,U001_005,10,400,5.357645061409277,11.219482893089507,18.64818432859013
BASE_MEMIT,U001_005,20,400,14.980791738683196,24.170487697640393,34.44525395009665
BASE_MEMIT,U001_005,30,400,15.159391432120557,24.378643326669433,34.44184877747571
BASE_MEMIT,U001_005,40,400,15.184981558088243,24.46916431514398,34.83433358422329
BASE_MEMIT,U001_005,50,400,15.177609932308783,24.337522616003817,34.82555939356276
BASE_MEMIT,U001_005,60,400,15.180523261423211,24.430564339132598,34.79596401133659
BASE_MEMIT,U001_005,70,400,15.168572816071539,24.351260304658876,34.72268333805293
BASE_MEMIT,U001_005,80,400,15.170944012533106,24.344633690585173,34.82648698461172
BASE_MEMIT,U001_005,90,400,15.16683463542506,24.31502220837286,34.827216792249246
BASE_MEMIT,U001_005,100,400,15.165003968211813,24.304853308046127,34.868899632750484
BASE_MEMIT,U005_010,10,500,0.0,0.0,0.0
BASE_MEMIT,U005_010,20,500,14.59679553691948,24.491041359840526,33.631598993994146
BASE_MEMIT,U005_010,30,500,14.833359842020913,24.62281552432537,33.71678705755394
BASE_MEMIT,U005_010,40,500,14.876313133265253,24.677314410772055,33.71676894270332
BASE_MEMIT,U005_010,50,500,14.861914833602917,24.72351572389589,33.61330718101256
BASE_MEMIT,U005_010,60,500,14.860601875046651,24.692719905483905,33.5793499554844
BASE_MEMIT,U005_010,70,500,14.855531439966105,24.616525912540958,33.74451909640124
BASE_MEMIT,U005_010,80,500,14.851112279936212,24.61419017297697,33.60659142038067
BASE_MEMIT,U005_010,90,500,14.847853930589466,24.518654607012138,33.43126683781235
BASE_MEMIT,U005_010,100,500,14.841053739501382,24.511368915115305,33.41127494890157
BASE_MEMIT,U010_020,20,1000,0.0,0.0,0.0
BASE_MEMIT,U010_020,30,1000,7.1078955157389245,15.209568572604233,23.081543703802286
BASE_MEMIT,U010_020,40,1000,7.587027106100541,16.393933647932954,25.368442382669723
BASE_MEMIT,U010_020,50,1000,7.63409246016123,16.568393189865372,26.45733685179721
BASE_MEMIT,U010_020,60,1000,7.634411135311497,16.936988891368582,26.496750189385263
BASE_MEMIT,U010_020,70,1000,7.463101890611439,16.61534042096733,28.14681492009862
BASE_MEMIT,U010_020,80,1000,7.34999808078458,16.04886291670328,26.540474248253865
BASE_MEMIT,U010_020,90,1000,7.405703668987929,16.036150745758597,26.436757338957133
BASE_MEMIT,U010_020,100,1000,7.393467224600087,15.8148618153338,26.849547556312007
BASE_MEMIT,U020_030,30,1000,0.0,0.0,0.0
BASE_MEMIT,U020_030,40,1000,3.503823295848698,7.341215296656873,18.48987880292805
BASE_MEMIT,U020_030,50,1000,3.9296804155637957,8.464413116457067,18.272124208055683
BASE_MEMIT,U020_030,60,1000,4.0654213599122375,8.70484993119841,18.274956494408375
BASE_MEMIT,U020_030,70,1000,3.852105070692701,8.357903370380907,14.930641200149262
BASE_MEMIT,U020_030,80,1000,3.837166889235113,8.402203824194448,16.546815305753935
BASE_MEMIT,U020_030,90,1000,3.993541854312302,8.585110153472487,16.287131387484653
BASE_MEMIT,U020_030,100,1000,4.001758514386029,8.667562061270319,14.683004895157227
BASE_MEMIT,U030_040,40,1000,0.0,0.0,0.0
BASE_MEMIT,U030_040,50,1000,2.2041807020235127,4.80921599814949,13.165257624375407
BASE_MEMIT,U030_040,60,1000,2.2860955397744323,5.154774808719734,12.95737578799919
BASE_MEMIT,U030_040,70,1000,2.4319298350496226,5.432601589846415,12.202122928923602
BASE_MEMIT,U030_040,80,1000,2.340560491421486,5.614416648135006,13.502378609081275
BASE_MEMIT,U030_040,90,1000,2.5474203185334727,5.851005749251764,14.554152976871972
BASE_MEMIT,U030_040,100,1000,2.6835916781142766,6.00744842684137,14.427306515089942
BASE_MEMIT,U040_050,50,1000,0.0,0.0,0.0
BASE_MEMIT,U040_050,60,1000,1.9331260089216036,5.363819901529072,10.312319676749581
BASE_MEMIT,U040_050,70,1000,2.656552192066385,6.211094918950248,10.904798366312544
BASE_MEMIT,U040_050,80,1000,2.802644889949941,6.486832191035196,10.908862113305492
BASE_MEMIT,U040_050,90,1000,2.9799823620650456,6.787852886246085,12.108954379380446
BASE_MEMIT,U040_050,100,1000,2.977697195664933,6.703139064458163,12.738688454706857
BASE_MEMIT,U050_060,60,1000,0.0,0.0,0.0
BASE_MEMIT,U050_060,70,1000,2.2088887184978527,5.395195289097764,10.798737911171951
BASE_MEMIT,U050_060,80,1000,2.6904403686088436,6.087259278382039,10.895498275761083
BASE_MEMIT,U050_060,90,1000,2.85712419256139,6.6424558588723235,10.854668383058867
BASE_MEMIT,U050_060,100,1000,2.838547856954329,6.668528780974214,12.22014637584173
BASE_MEMIT,U060_070,70,1000,0.0,0.0,0.0
BASE_MEMIT,U060_070,80,1000,2.052002544246442,4.447061664125128,9.115878436287451
BASE_MEMIT,U060_070,90,1000,2.9347377706014517,6.4162982627524245,11.08097056977735
BASE_MEMIT,U060_070,100,1000,3.0375709018066517,6.758845197438337,11.811410848697488
BASE_MEMIT,U070_080,80,1000,0.0,0.0,0.0
BASE_MEMIT,U070_080,90,1000,2.3305239803952005,5.075174525741881,10.265824085753083
BASE_MEMIT,U070_080,100,1000,2.744193399552492,5.967367431451319,12.552608905696417
BASE_MEMIT,U080_090,90,1000,0.0,0.0,0.0
BASE_MEMIT,U080_090,100,1000,1.3790569913092985,3.202141778437687,8.09278952201128
BASE_MEMIT,U090_100,100,1000,0.0,0.0,0.0
