family,cohort_id,anchor,eval_t,panel,epsilon,subset,total_raw,anchor_eligible,active_denominator,censored,retained,lost,retained_decreased,retained_stable,retained_increased,lost_decreased,lost_stable,lost_increased,lost_maintained_or_increased,retained_reversal,weak_given_retained,lost_maintained_rate,reversal_given_retained,weak_of_all_active,lost_stable_increase_of_all_active,reversal_of_all_active,M_mean,B_mean,C_mean,delta_B_mean,delta_C_mean,delta_C_p05,delta_C_p95,target_tf_token_micro,target_tf_prompt_macro,target_tf_strict
BASE_ALPHAEDIT,U010_020,20,80,rewrite,0.025,both_arm_eligible,1000,739,726,13,527,199,503,0,24,199,0,0,0,16,0.9544592030360531,0.0,0.030360531309297913,0.6928374655647382,0.0,0.02203856749311295,3.0566943173512264,-2.203216510017168,5.259910827368394,2.1004966550900153,-11.946255634028438,-23.370089781397837,-1.27961653136299,0.34112792297111416,0.3402203856749311,0.3402203856749311
BASE_ALPHAEDIT,U010_020,20,80,rewrite,0.05,initial_effective,1000,992,967,25,695,272,662,0,33,272,0,0,0,23,0.9525179856115108,0.0,0.033093525179856115,0.6845915201654602,0.0,0.023784901758014478,2.813823510222368,-2.334520720872299,5.148344231094667,1.9990363483361258,-11.988086329848134,-23.523730061353127,-1.3000960880133807,0.3145491803278688,0.3148914167528438,0.31437435367114785
BASE_ALPHAEDIT,U010_020,20,80,rewrite,0.05,all_anchor_success,1000,994,969,25,696,273,662,0,34,272,0,1,1,23,0.9511494252873564,0.003663003663003663,0.033045977011494254,0.6831785345717234,0.0010319917440660474,0.023735810113519093,2.8157094525369373,-2.3208169987980494,5.136526451334987,1.9831785066661178,-11.960502927272593,-23.52157960604818,-1.1559546113480064,0.3149284253578732,0.3152734778121775,0.31475748194014447
BASE_ALPHAEDIT,U010_020,20,80,rewrite,0.05,all_facts,1000,1000,970,30,697,273,662,0,35,272,0,1,1,23,0.9497847919655668,0.003663003663003663,0.03299856527977044,0.6824742268041237,0.0010309278350515464,0.023711340206185566,2.813738415807908,-2.32062478720909,5.1343632030169974,1.977148999721436,-11.93910832795412,-23.520504378395707,-1.0309996823081784,0.3146067415730337,0.3149484536082474,0.31443298969072164
BASE_ALPHAEDIT,U010_020,20,80,rewrite,0.05,both_arm_eligible,1000,739,726,13,527,199,503,0,24,199,0,0,0,16,0.9544592030360531,0.0,0.030360531309297913,0.6928374655647382,0.0,0.02203856749311295,3.0566943173512264,-2.203216510017168,5.259910827368394,2.1004966550900153,-11.946255634028438,-23.370089781397837,-1.27961653136299,0.34112792297111416,0.3402203856749311,0.3402203856749311
BASE_ALPHAEDIT,U010_020,20,80,rewrite,0.1,initial_effective,1000,992,967,25,695,272,662,0,33,272,0,0,0,23,0.9525179856115108,0.0,0.033093525179856115,0.6845915201654602,0.0,0.023784901758014478,2.813823510222368,-2.334520720872299,5.148344231094667,1.9990363483361258,-11.988086329848134,-23.523730061353127,-1.3000960880133807,0.3145491803278688,0.3148914167528438,0.31437435367114785
BASE_ALPHAEDIT,U010_020,20,80,rewrite,0.1,all_anchor_success,1000,994,969,25,696,273,662,0,34,272,0,1,1,23,0.9511494252873564,0.003663003663003663,0.033045977011494254,0.6831785345717234,0.0010319917440660474,0.023735810113519093,2.8157094525369373,-2.3208169987980494,5.136526451334987,1.9831785066661178,-11.960502927272593,-23.52157960604818,-1.1559546113480064,0.3149284253578732,0.3152734778121775,0.31475748194014447
BASE_ALPHAEDIT,U010_020,20,80,rewrite,0.1,all_facts,1000,1000,970,30,697,273,662,0,35,272,0,1,1,23,0.9497847919655668,0.003663003663003663,0.03299856527977044,0.6824742268041237,0.0010309278350515464,0.023711340206185566,2.813738415807908,-2.32062478720909,5.1343632030169974,1.977148999721436,-11.93910832795412,-23.520504378395707,-1.0309996823081784,0.3146067415730337,0.3149484536082474,0.31443298969072164
BASE_ALPHAEDIT,U010_020,20,80,rewrite,0.1,both_arm_eligible,1000,738,725,13,526,199,503,0,23,199,0,0,0,16,0.9562737642585551,0.0,0.030418250950570342,0.6937931034482758,0.0,0.022068965517241378,3.0490708402711255,-2.2052231341142785,5.254293974385404,2.112112857977988,-11.966514615292091,-23.38097669588169,-1.2974720346857807,0.3402203856749311,0.3393103448275862,0.3393103448275862
BASE_ALPHAEDIT,U010_020,20,80,rewrite,0.2,initial_effective,1000,992,967,25,695,272,659,4,32,272,0,0,0,18,0.9482014388489208,0.0,0.025899280575539568,0.6814891416752844,0.0,0.01861427094105481,2.813823510222368,-2.334520720872299,5.148344231094667,1.9990363483361258,-11.988086329848134,-23.523730061353127,-1.3000960880133807,0.3145491803278688,0.3148914167528438,0.31437435367114785
BASE_ALPHAEDIT,U010_020,20,80,rewrite,0.2,all_anchor_success,1000,994,969,25,696,273,659,4,33,272,0,1,1,18,0.9468390804597702,0.003663003663003663,0.02586206896551724,0.6800825593395253,0.0010319917440660474,0.018575851393188854,2.8157094525369373,-2.3208169987980494,5.136526451334987,1.9831785066661178,-11.960502927272593,-23.52157960604818,-1.1559546113480064,0.3149284253578732,0.3152734778121775,0.31475748194014447
BASE_ALPHAEDIT,U010_020,20,80,rewrite,0.2,all_facts,1000,1000,970,30,697,273,659,4,34,272,0,1,1,18,0.945480631276901,0.003663003663003663,0.02582496413199426,0.6793814432989691,0.0010309278350515464,0.018556701030927835,2.813738415807908,-2.32062478720909,5.1343632030169974,1.977148999721436,-11.93910832795412,-23.520504378395707,-1.0309996823081784,0.3146067415730337,0.3149484536082474,0.31443298969072164
BASE_ALPHAEDIT,U010_020,20,80,rewrite,0.2,both_arm_eligible,1000,735,722,13,523,199,497,4,22,199,0,0,0,13,0.9502868068833652,0.0,0.0248565965583174,0.6883656509695291,0.0,0.018005540166204988,3.021574722673909,-2.2424210525197465,5.2639957751936555,2.1121370438342835,-11.978106363121023,-23.41363743933325,-1.2935359546943819,0.338865836791148,0.3379501385041551,0.3379501385041551
BASE_ALPHAEDIT,U010_020,20,90,paraphrase_0,0.025,initial_effective,1000,941,918,23,480,438,477,0,3,435,0,3,3,79,0.99375,0.00684931506849315,0.16458333333333333,0.5196078431372549,0.0032679738562091504,0.0860566448801743,0.33296808961998015,-0.8139740596718128,1.146942149291793,3.278920091875303,-11.915183098317272,-22.63632274170959,-2.600114452838898,0.06472491909385113,0.06427015250544663,0.06318082788671024
BASE_ALPHAEDIT,U010_020,20,90,paraphrase_0,0.025,all_anchor_success,1000,944,921,23,483,438,477,0,6,435,0,3,3,80,0.9875776397515528,0.00684931506849315,0.16563146997929606,0.5179153094462541,0.003257328990228013,0.08686210640608034,0.34973486709073753,-0.796281061969479,1.1460159290602165,3.2629662262645915,-11.868142310582634,-22.63461880685645,-2.4932726994156837,0.06451612903225806,0.06406080347448426,0.06297502714440825
BASE_ALPHAEDIT,U010_020,20,90,paraphrase_0,0.025,all_facts,1000,1000,966,34,498,468,491,0,7,463,0,5,5,85,0.9859437751004017,0.010683760683760684,0.1706827309236948,0.5082815734989649,0.005175983436853002,0.08799171842650104,0.2639509158529048,-0.845637105011977,1.1095880208648818,3.355153044124614,-11.529141647766364,-22.556410155259073,-1.8865624964237213,0.06256410256410257,0.062111801242236024,0.061076604554865424
BASE_ALPHAEDIT,U010_020,20,90,paraphrase_0,0.025,both_arm_eligible,1000,639,627,12,345,282,343,0,2,281,0,1,1,55,0.9942028985507246,0.0035460992907801418,0.15942028985507245,0.5470494417862839,0.001594896331738437,0.08771929824561403,0.5995781127856584,-0.5841801174733627,1.183758230259021,3.6225195539865696,-11.827438917500903,-21.722714912462106,-2.7673723127692944,0.05732484076433121,0.05661881977671451,0.05582137161084529
BASE_ALPHAEDIT,U010_020,20,90,paraphrase_0,0.05,initial_effective,1000,941,918,23,480,438,477,0,3,435,0,3,3,76,0.99375,0.00684931506849315,0.15833333333333333,0.5196078431372549,0.0032679738562091504,0.08278867102396514,0.33296808961998015,-0.8139740596718128,1.146942149291793,3.278920091875303,-11.915183098317272,-22.63632274170959,-2.600114452838898,0.06472491909385113,0.06427015250544663,0.06318082788671024
BASE_ALPHAEDIT,U010_020,20,90,paraphrase_0,0.05,all_anchor_success,1000,944,921,23,483,438,477,0,6,435,0,3,3,77,0.9875776397515528,0.00684931506849315,0.15942028985507245,0.5179153094462541,0.003257328990228013,0.08360477741585233,0.34973486709073753,-0.796281061969479,1.1460159290602165,3.2629662262645915,-11.868142310582634,-22.63461880685645,-2.4932726994156837,0.06451612903225806,0.06406080347448426,0.06297502714440825
BASE_ALPHAEDIT,U010_020,20,90,paraphrase_0,0.05,all_facts,1000,1000,966,34,498,468,491,0,7,463,0,5,5,82,0.9859437751004017,0.010683760683760684,0.1646586345381526,0.5082815734989649,0.005175983436853002,0.08488612836438923,0.2639509158529048,-0.845637105011977,1.1095880208648818,3.355153044124614,-11.529141647766364,-22.556410155259073,-1.8865624964237213,0.06256410256410257,0.062111801242236024,0.061076604554865424
BASE_ALPHAEDIT,U010_020,20,90,paraphrase_0,0.05,both_arm_eligible,1000,638,626,12,345,281,343,0,2,280,0,1,1,55,0.9942028985507246,0.0035587188612099642,0.15942028985507245,0.547923322683706,0.001597444089456869,0.0878594249201278,0.6021872853068784,-0.5831922605609932,1.1853795458678715,3.633166058799817,-11.838100235536999,-21.734653344716207,-2.76694614905864,0.05741626794258373,0.05670926517571885,0.05591054313099041
BASE_ALPHAEDIT,U010_020,20,90,paraphrase_0,0.1,initial_effective,1000,941,918,23,480,438,476,2,2,435,0,3,3,71,0.9916666666666667,0.00684931506849315,0.14791666666666667,0.5185185185185185,0.0032679738562091504,0.07734204793028322,0.33296808961998015,-0.8139740596718128,1.146942149291793,3.278920091875303,-11.915183098317272,-22.63632274170959,-2.600114452838898,0.06472491909385113,0.06427015250544663,0.06318082788671024
BASE_ALPHAEDIT,U010_020,20,90,paraphrase_0,0.1,all_anchor_success,1000,944,921,23,483,438,476,2,5,435,0,3,3,72,0.9855072463768116,0.00684931506849315,0.14906832298136646,0.5168295331161781,0.003257328990228013,0.0781758957654723,0.34973486709073753,-0.796281061969479,1.1460159290602165,3.2629662262645915,-11.868142310582634,-22.63461880685645,-2.4932726994156837,0.06451612903225806,0.06406080347448426,0.06297502714440825
BASE_ALPHAEDIT,U010_020,20,90,paraphrase_0,0.1,all_facts,1000,1000,966,34,498,468,490,2,6,463,0,5,5,76,0.9839357429718876,0.010683760683760684,0.15261044176706828,0.5072463768115942,0.005175983436853002,0.07867494824016563,0.2639509158529048,-0.845637105011977,1.1095880208648818,3.355153044124614,-11.529141647766364,-22.556410155259073,-1.8865624964237213,0.06256410256410257,0.062111801242236024,0.061076604554865424
BASE_ALPHAEDIT,U010_020,20,90,paraphrase_0,0.1,both_arm_eligible,1000,637,625,12,344,281,342,1,1,280,0,1,1,52,0.9941860465116279,0.0035587188612099642,0.1511627906976744,0.5472,0.0016,0.0832,0.6026847174584865,-0.5841716786026955,1.186856396061182,3.631719812054932,-11.847376146170205,-21.74659177697031,-2.7665199853479865,0.05750798722044728,0.0568,0.056
BASE_ALPHAEDIT,U010_020,20,90,paraphrase_0,0.2,initial_effective,1000,941,918,23,480,438,476,2,2,435,2,1,3,62,0.9916666666666667,0.00684931506849315,0.12916666666666668,0.5185185185185185,0.0032679738562091504,0.06753812636165578,0.33296808961998015,-0.8139740596718128,1.146942149291793,3.278920091875303,-11.915183098317272,-22.63632274170959,-2.600114452838898,0.06472491909385113,0.06427015250544663,0.06318082788671024
BASE_ALPHAEDIT,U010_020,20,90,paraphrase_0,0.2,all_anchor_success,1000,944,921,23,483,438,476,2,5,435,2,1,3,63,0.9855072463768116,0.00684931506849315,0.13043478260869565,0.5168295331161781,0.003257328990228013,0.06840390879478828,0.34973486709073753,-0.796281061969479,1.1460159290602165,3.2629662262645915,-11.868142310582634,-22.63461880685645,-2.4932726994156837,0.06451612903225806,0.06406080347448426,0.06297502714440825
BASE_ALPHAEDIT,U010_020,20,90,paraphrase_0,0.2,all_facts,1000,1000,966,34,498,468,490,2,6,462,4,2,6,67,0.9839357429718876,0.01282051282051282,0.13453815261044177,0.5072463768115942,0.006211180124223602,0.06935817805383022,0.2639509158529048,-0.845637105011977,1.1095880208648818,3.355153044124614,-11.529141647766364,-22.556410155259073,-1.8865624964237213,0.06256410256410257,0.062111801242236024,0.061076604554865424
BASE_ALPHAEDIT,U010_020,20,90,paraphrase_0,0.2,both_arm_eligible,1000,633,621,12,342,279,340,1,1,278,1,0,1,43,0.9941520467836257,0.0035842293906810036,0.12573099415204678,0.5475040257648953,0.001610305958132045,0.06924315619967794,0.5966309315664469,-0.5984017548185808,1.1950326863850276,3.65649650880734,-11.890133022709836,-21.794345505986712,-2.804511809721589,0.05787781350482315,0.0571658615136876,0.05636070853462158
BASE_ALPHAEDIT,U010_020,20,90,paraphrase_1,0.025,initial_effective,1000,926,905,21,476,429,463,0,13,429,0,0,0,74,0.9726890756302521,0.0,0.15546218487394958,0.5116022099447514,0.0,0.08176795580110498,0.30761335394576766,-0.7590975124533005,1.066710866399068,3.3904135217591707,-12.198785927328887,-22.659423443675042,-2.829800588544462,0.061269146608315096,0.06132596685082873,0.06077348066298342
BASE_ALPHAEDIT,U010_020,20,90,paraphrase_1,0.025,all_anchor_success,1000,935,912,23,483,429,464,0,19,429,0,0,0,76,0.9606625258799172,0.0,0.15734989648033126,0.5087719298245614,0.0,0.08333333333333333,0.3385734201711194,-0.72252544858738,1.0610988687584995,3.3399776286392457,-12.091879879615718,-22.644911463186144,-2.263430019840605,0.06297502714440825,0.06304824561403509,0.0625
BASE_ALPHAEDIT,U010_020,20,90,paraphrase_1,0.025,all_facts,1000,1000,966,34,495,471,472,0,23,464,0,7,7,79,0.9535353535353536,0.014861995753715499,0.1595959595959596,0.4886128364389234,0.007246376811594203,0.08178053830227744,0.17465357665612707,-0.8469411922044142,1.0215947688605413,3.4087693369205017,-11.668690952130193,-22.408546003047377,-1.2660166374407709,0.059487179487179485,0.05952380952380952,0.059006211180124224
BASE_ALPHAEDIT,U010_020,20,90,paraphrase_1,0.025,both_arm_eligible,1000,615,605,10,339,266,330,0,9,266,0,0,0,52,0.9734513274336283,0.0,0.15339233038348082,0.5454545454545454,0.0,0.0859504132231405,0.6106799870590902,-0.5345945249042235,1.1452745119633139,3.749470959234336,-12.28203119067913,-22.409191487170755,-2.989040693640711,0.06930693069306931,0.06942148760330578,0.06942148760330578
BASE_ALPHAEDIT,U010_020,20,90,paraphrase_1,0.05,initial_effective,1000,926,905,21,476,429,463,0,13,429,0,0,0,69,0.9726890756302521,0.0,0.14495798319327732,0.5116022099447514,0.0,0.07624309392265194,0.30761335394576766,-0.7590975124533005,1.066710866399068,3.3904135217591707,-12.198785927328887,-22.659423443675042,-2.829800588544462,0.061269146608315096,0.06132596685082873,0.06077348066298342
BASE_ALPHAEDIT,U010_020,20,90,paraphrase_1,0.05,all_anchor_success,1000,935,912,23,483,429,464,0,19,429,0,0,0,71,0.9606625258799172,0.0,0.14699792960662525,0.5087719298245614,0.0,0.07785087719298246,0.3385734201711194,-0.72252544858738,1.0610988687584995,3.3399776286392457,-12.091879879615718,-22.644911463186144,-2.263430019840605,0.06297502714440825,0.06304824561403509,0.0625
BASE_ALPHAEDIT,U010_020,20,90,paraphrase_1,0.05,all_facts,1000,1000,966,34,495,471,472,0,23,464,0,7,7,74,0.9535353535353536,0.014861995753715499,0.1494949494949495,0.4886128364389234,0.007246376811594203,0.07660455486542443,0.17465357665612707,-0.8469411922044142,1.0215947688605413,3.4087693369205017,-11.668690952130193,-22.408546003047377,-1.2660166374407709,0.059487179487179485,0.05952380952380952,0.059006211180124224
BASE_ALPHAEDIT,U010_020,20,90,paraphrase_1,0.05,both_arm_eligible,1000,614,604,10,339,265,330,0,9,265,0,0,0,48,0.9734513274336283,0.0,0.1415929203539823,0.5463576158940397,0.0,0.07947019867549669,0.6122914643585066,-0.5346636031168384,1.1469550674753448,3.771257979400604,-12.289867515707478,-22.41235793973319,-2.98699299134314,0.06942148760330578,0.0695364238410596,0.0695364238410596
BASE_ALPHAEDIT,U010_020,20,90,paraphrase_1,0.1,initial_effective,1000,926,905,21,476,429,462,1,13,429,0,0,0,63,0.9705882352941176,0.0,0.1323529411764706,0.5104972375690607,0.0,0.06961325966850829,0.30761335394576766,-0.7590975124533005,1.066710866399068,3.3904135217591707,-12.198785927328887,-22.659423443675042,-2.829800588544462,0.061269146608315096,0.06132596685082873,0.06077348066298342
BASE_ALPHAEDIT,U010_020,20,90,paraphrase_1,0.1,all_anchor_success,1000,935,912,23,483,429,463,1,19,429,0,0,0,64,0.9585921325051759,0.0,0.13250517598343686,0.5076754385964912,0.0,0.07017543859649122,0.3385734201711194,-0.72252544858738,1.0610988687584995,3.3399776286392457,-12.091879879615718,-22.644911463186144,-2.263430019840605,0.06297502714440825,0.06304824561403509,0.0625
BASE_ALPHAEDIT,U010_020,20,90,paraphrase_1,0.1,all_facts,1000,1000,966,34,495,471,471,1,23,464,0,7,7,67,0.9515151515151515,0.014861995753715499,0.13535353535353536,0.48757763975155277,0.007246376811594203,0.06935817805383022,0.17465357665612707,-0.8469411922044142,1.0215947688605413,3.4087693369205017,-11.668690952130193,-22.408546003047377,-1.2660166374407709,0.059487179487179485,0.05952380952380952,0.059006211180124224
BASE_ALPHAEDIT,U010_020,20,90,paraphrase_1,0.1,both_arm_eligible,1000,614,604,10,339,265,329,1,9,265,0,0,0,44,0.9705014749262537,0.0,0.12979351032448377,0.5447019867549668,0.0,0.0728476821192053,0.6122914643585066,-0.5346636031168384,1.1469550674753448,3.771257979400604,-12.289867515707478,-22.41235793973319,-2.98699299134314,0.06942148760330578,0.0695364238410596,0.0695364238410596
BASE_ALPHAEDIT,U010_020,20,90,paraphrase_1,0.2,initial_effective,1000,926,905,21,476,429,462,1,13,429,0,0,0,58,0.9705882352941176,0.0,0.12184873949579832,0.5104972375690607,0.0,0.06408839779005525,0.30761335394576766,-0.7590975124533005,1.066710866399068,3.3904135217591707,-12.198785927328887,-22.659423443675042,-2.829800588544462,0.061269146608315096,0.06132596685082873,0.06077348066298342
BASE_ALPHAEDIT,U010_020,20,90,paraphrase_1,0.2,all_anchor_success,1000,935,912,23,483,429,463,1,19,429,0,0,0,59,0.9585921325051759,0.0,0.12215320910973085,0.5076754385964912,0.0,0.06469298245614036,0.3385734201711194,-0.72252544858738,1.0610988687584995,3.3399776286392457,-12.091879879615718,-22.644911463186144,-2.263430019840605,0.06297502714440825,0.06304824561403509,0.0625
BASE_ALPHAEDIT,U010_020,20,90,paraphrase_1,0.2,all_facts,1000,1000,966,34,495,471,471,1,23,464,0,7,7,61,0.9515151515151515,0.014861995753715499,0.12323232323232323,0.48757763975155277,0.007246376811594203,0.06314699792960662,0.17465357665612707,-0.8469411922044142,1.0215947688605413,3.4087693369205017,-11.668690952130193,-22.408546003047377,-1.2660166374407709,0.059487179487179485,0.05952380952380952,0.059006211180124224
BASE_ALPHAEDIT,U010_020,20,90,paraphrase_1,0.2,both_arm_eligible,1000,613,603,10,338,265,328,1,9,265,0,0,0,38,0.9704142011834319,0.0,0.11242603550295859,0.5439469320066335,0.0,0.06301824212271974,0.6039867523801242,-0.5452117474246183,1.1491984998047426,3.7740506981661666,-12.308005627489656,-22.41552439229563,-3.03790246471763,0.0695364238410596,0.06965174129353234,0.06965174129353234
BASE_ALPHAEDIT,U010_020,20,90,rewrite,0.025,initial_effective,1000,992,963,29,586,377,578,0,8,376,0,1,1,34,0.9863481228668942,0.002652519893899204,0.05802047781569966,0.6002076843198338,0.0010384215991692627,0.035306334371754934,1.4089238038175953,-1.66616539871765,3.075089202535245,2.6920400697344804,-14.08710713665125,-25.8414448230993,-3.810689603118226,0.19547325102880658,0.1952232606438214,0.19418483904465214
BASE_ALPHAEDIT,U010_020,20,90,rewrite,0.025,all_anchor_success,1000,994,965,29,587,378,578,0,9,376,0,2,2,34,0.9846678023850085,0.005291005291005291,0.05792163543441227,0.5989637305699482,0.002072538860103627,0.035233160621761656,1.4143337604928148,-1.6548614861390558,3.0691952466318706,2.673608798824294,-14.053383188679685,-25.833518854156136,-3.76278784442693,0.19609856262833675,0.19585492227979276,0.19481865284974093
BASE_ALPHAEDIT,U010_020,20,90,rewrite,0.025,all_facts,1000,1000,966,34,587,379,578,0,9,376,0,3,3,34,0.9846678023850085,0.0079155672823219,0.05792163543441227,0.598343685300207,0.003105590062111801,0.035196687370600416,1.4107149194624862,-1.655710775531948,3.066425694994434,2.6664866918774357,-14.032470896358454,-25.829555869684555,-3.735747675469611,0.19589743589743588,0.1956521739130435,0.19461697722567287
BASE_ALPHAEDIT,U010_020,20,90,rewrite,0.025,both_arm_eligible,1000,739,722,17,457,265,451,0,6,264,0,1,1,24,0.986870897155361,0.0037735849056603774,0.0525164113785558,0.6246537396121884,0.0013850415512465374,0.0332409972299169,1.7227598928113261,-1.5046125730542192,3.227372465865545,2.8318111638746863,-14.01354661055967,-25.211432236579277,-3.6344140012632127,0.2143845089903181,0.2146814404432133,0.2146814404432133
BASE_ALPHAEDIT,U010_020,20,90,rewrite,0.05,initial_effective,1000,992,963,29,586,377,578,0,8,376,0,1,1,34,0.9863481228668942,0.002652519893899204,0.05802047781569966,0.6002076843198338,0.0010384215991692627,0.035306334371754934,1.4089238038175953,-1.66616539871765,3.075089202535245,2.6920400697344804,-14.08710713665125,-25.8414448230993,-3.810689603118226,0.19547325102880658,0.1952232606438214,0.19418483904465214
BASE_ALPHAEDIT,U010_020,20,90,rewrite,0.05,all_anchor_success,1000,994,965,29,587,378,578,0,9,376,0,2,2,34,0.9846678023850085,0.005291005291005291,0.05792163543441227,0.5989637305699482,0.002072538860103627,0.035233160621761656,1.4143337604928148,-1.6548614861390558,3.0691952466318706,2.673608798824294,-14.053383188679685,-25.833518854156136,-3.76278784442693,0.19609856262833675,0.19585492227979276,0.19481865284974093
BASE_ALPHAEDIT,U010_020,20,90,rewrite,0.05,all_facts,1000,1000,966,34,587,379,578,0,9,376,0,3,3,34,0.9846678023850085,0.0079155672823219,0.05792163543441227,0.598343685300207,0.003105590062111801,0.035196687370600416,1.4107149194624862,-1.655710775531948,3.066425694994434,2.6664866918774357,-14.032470896358454,-25.829555869684555,-3.735747675469611,0.19589743589743588,0.1956521739130435,0.19461697722567287
BASE_ALPHAEDIT,U010_020,20,90,rewrite,0.05,both_arm_eligible,1000,739,722,17,457,265,451,0,6,264,0,1,1,24,0.986870897155361,0.0037735849056603774,0.0525164113785558,0.6246537396121884,0.0013850415512465374,0.0332409972299169,1.7227598928113261,-1.5046125730542192,3.227372465865545,2.8318111638746863,-14.01354661055967,-25.211432236579277,-3.6344140012632127,0.2143845089903181,0.2146814404432133,0.2146814404432133
BASE_ALPHAEDIT,U010_020,20,90,rewrite,0.1,initial_effective,1000,992,963,29,586,377,578,0,8,376,0,1,1,31,0.9863481228668942,0.002652519893899204,0.052901023890784986,0.6002076843198338,0.0010384215991692627,0.032191069574247146,1.4089238038175953,-1.66616539871765,3.075089202535245,2.6920400697344804,-14.08710713665125,-25.8414448230993,-3.810689603118226,0.19547325102880658,0.1952232606438214,0.19418483904465214
BASE_ALPHAEDIT,U010_020,20,90,rewrite,0.1,all_anchor_success,1000,994,965,29,587,378,578,0,9,376,0,2,2,31,0.9846678023850085,0.005291005291005291,0.05281090289608177,0.5989637305699482,0.002072538860103627,0.03212435233160622,1.4143337604928148,-1.6548614861390558,3.0691952466318706,2.673608798824294,-14.053383188679685,-25.833518854156136,-3.76278784442693,0.19609856262833675,0.19585492227979276,0.19481865284974093
BASE_ALPHAEDIT,U010_020,20,90,rewrite,0.1,all_facts,1000,1000,966,34,587,379,578,0,9,376,0,3,3,31,0.9846678023850085,0.0079155672823219,0.05281090289608177,0.598343685300207,0.003105590062111801,0.032091097308488616,1.4107149194624862,-1.655710775531948,3.066425694994434,2.6664866918774357,-14.032470896358454,-25.829555869684555,-3.735747675469611,0.19589743589743588,0.1956521739130435,0.19461697722567287
BASE_ALPHAEDIT,U010_020,20,90,rewrite,0.1,both_arm_eligible,1000,738,721,17,456,265,451,0,5,264,0,1,1,23,0.9890350877192983,0.0037735849056603774,0.05043859649122807,0.6255201109570042,0.0013869625520110957,0.0319001386962552,1.711173649875453,-1.510048293296103,3.221221943171556,2.840119216359581,-14.03446869444438,-25.212814028840512,-3.6366389316972345,0.21329639889196675,0.21359223300970873,0.21359223300970873
BASE_ALPHAEDIT,U010_020,20,90,rewrite,0.2,initial_effective,1000,992,963,29,586,377,578,0,8,376,0,1,1,29,0.9863481228668942,0.002652519893899204,0.04948805460750853,0.6002076843198338,0.0010384215991692627,0.030114226375908618,1.4089238038175953,-1.66616539871765,3.075089202535245,2.6920400697344804,-14.08710713665125,-25.8414448230993,-3.810689603118226,0.19547325102880658,0.1952232606438214,0.19418483904465214
BASE_ALPHAEDIT,U010_020,20,90,rewrite,0.2,all_anchor_success,1000,994,965,29,587,378,578,0,9,376,1,1,2,29,0.9846678023850085,0.005291005291005291,0.049403747870528106,0.5989637305699482,0.002072538860103627,0.03005181347150259,1.4143337604928148,-1.6548614861390558,3.0691952466318706,2.673608798824294,-14.053383188679685,-25.833518854156136,-3.76278784442693,0.19609856262833675,0.19585492227979276,0.19481865284974093
BASE_ALPHAEDIT,U010_020,20,90,rewrite,0.2,all_facts,1000,1000,966,34,587,379,578,0,9,376,1,2,3,29,0.9846678023850085,0.0079155672823219,0.049403747870528106,0.598343685300207,0.003105590062111801,0.030020703933747412,1.4107149194624862,-1.655710775531948,3.066425694994434,2.6664866918774357,-14.032470896358454,-25.829555869684555,-3.735747675469611,0.19589743589743588,0.1956521739130435,0.19461697722567287
BASE_ALPHAEDIT,U010_020,20,90,rewrite,0.2,both_arm_eligible,1000,735,718,17,453,265,448,0,5,264,0,1,1,21,0.9889624724061811,0.0037735849056603774,0.046357615894039736,0.6239554317548747,0.001392757660167131,0.02924791086350975,1.688453265191539,-1.543049057634952,3.231502322826491,2.844685100808592,-14.045746237156942,-25.216561435919722,-3.6362876268918627,0.2114047287899861,0.2116991643454039,0.2116991643454039
BASE_ALPHAEDIT,U010_020,20,100,paraphrase_0,0.025,initial_effective,1000,941,915,26,466,449,464,0,2,447,1,1,2,88,0.9957081545064378,0.004454342984409799,0.1888412017167382,0.507103825136612,0.002185792349726776,0.09617486338797815,0.1429020709678775,-0.7140323923824385,0.8569344633503161,3.3763039060145656,-12.20912411768112,-23.07506314208731,-2.8060648918151907,0.047619047619047616,0.048087431693989074,0.048087431693989074
BASE_ALPHAEDIT,U010_020,20,100,paraphrase_0,0.025,all_anchor_success,1000,944,918,26,469,449,464,0,5,447,1,1,2,88,0.9893390191897654,0.004454342984409799,0.18763326226012794,0.5054466230936819,0.002178649237472767,0.09586056644880174,0.1651322065095756,-0.6935731874680459,0.8587053939776215,3.363014649543485,-12.159216570128814,-23.0657142680604,-2.677477860450745,0.04854368932038835,0.049019607843137254,0.049019607843137254
BASE_ALPHAEDIT,U010_020,20,100,paraphrase_0,0.025,all_facts,1000,1000,963,37,483,480,476,0,7,476,1,3,4,92,0.9855072463768116,0.008333333333333333,0.19047619047619047,0.49428868120456904,0.004153686396677051,0.09553478712357218,0.08114474918983436,-0.7418728438225359,0.8230175930123703,3.4568230710050374,-11.818130365696275,-22.95517687611282,-2.2860428623855134,0.047325102880658436,0.04776739356178609,0.04776739356178609
BASE_ALPHAEDIT,U010_020,20,100,paraphrase_0,0.025,both_arm_eligible,1000,639,626,13,356,270,355,0,1,269,1,0,1,72,0.9971910112359551,0.003703703703703704,0.20224719101123595,0.5670926517571885,0.001597444089456869,0.11501597444089456,0.6243923445211385,-0.27369240385974153,0.8980847483808799,3.918584429982532,-12.087125977073258,-22.188061243854463,-2.979192826896906,0.04784688995215311,0.04792332268370607,0.04792332268370607
